ngram,Authentication,Authenticaion
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,1.926278717486899e-08,0.0
1744,2.3726847534330124e-08,0.0
1745,2.3726847534330124e-08,0.0
1746,2.8704824675937094e-08,0.0
1747,2.8704824675937094e-08,0.0
1748,2.8704824675937094e-08,0.0
1749,2.8704824675937094e-08,0.0
1750,9.442037501068107e-09,0.0
1751,4.977977141606971e-09,0.0
1752,4.977977141606971e-09,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,3.045123264655558e-09,0.0
1758,3.045123264655558e-09,0.0
1759,2.0439097779347193e-08,0.0
1760,2.0439097779347193e-08,0.0
1761,2.0439097779347193e-08,0.0
1762,2.0439097779347193e-08,0.0
1763,2.0439097779347193e-08,0.0
1764,1.7393974514691635e-08,0.0
1765,1.7393974514691635e-08,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,2.682212547305036e-09,0.0
1769,2.682212547305036e-09,0.0
1770,2.682212547305036e-09,0.0
1771,2.682212547305036e-09,0.0
1772,2.682212547305036e-09,0.0
1773,2.682212547305036e-09,0.0
1774,5.354675686979655e-09,0.0
1775,2.672463139674619e-09,0.0
1776,2.672463139674619e-09,0.0
1777,2.672463139674619e-09,0.0
1778,2.672463139674619e-09,0.0
1779,2.672463139674619e-09,0.0
1780,5.02160345052159e-09,0.0
1781,2.349140310846971e-09,0.0
1782,2.349140310846971e-09,0.0
1783,2.349140310846971e-09,0.0
1784,2.349140310846971e-09,0.0
1785,2.349140310846971e-09,0.0
1786,2.349140310846971e-09,0.0
1787,5.156566475404491e-09,0.0
1788,5.156566475404491e-09,0.0
1789,5.156566475404491e-09,0.0
1790,5.156566475404491e-09,0.0
1791,5.156566475404491e-09,0.0
1792,5.156566475404491e-09,0.0
1793,7.128610717594646e-09,0.0
1794,1.972044242190155e-09,0.0
1795,1.972044242190155e-09,0.0
1796,1.972044242190155e-09,0.0
1797,1.972044242190155e-09,0.0
1798,2.550700920319774e-09,0.0
1799,3.151470513123351e-09,0.0
1800,1.1794262709331959e-09,0.0
1801,1.1794262709331959e-09,0.0
1802,1.1794262709331959e-09,0.0
1803,1.5304262301896188e-09,0.0
1804,2.4456588817603884e-09,0.0
1805,2.1266797053546125e-09,0.0
1806,1.7844602145140292e-09,0.0
1807,1.9936814421583904e-09,0.0
1808,1.9936814421583904e-09,0.0
1809,2.536455902456071e-09,0.0
1810,3.7110194917033823e-09,0.0
1811,3.2645547217872004e-09,0.0
1812,3.243585479571566e-09,0.0
1813,3.1790147815767357e-09,0.0
1814,3.3877098269487404e-09,0.0
1815,4.160272666047555e-09,0.0
1816,5.329052659470384e-09,0.0
1817,4.4888793951766306e-09,0.0
1818,4.736250978711252e-09,0.0
1819,5.249029909139478e-09,0.0
1820,6.234225992583577e-09,0.0
1821,5.944863974110299e-09,0.0
1822,6.669527985447843e-09,0.0
1823,8.610005605306067e-09,0.0
1824,1.4630616155094804e-08,0.0
1825,1.7712980804329703e-08,0.0
1826,1.8620469047611214e-08,0.0
1827,1.9428135108626573e-08,0.0
1828,2.0844191135032427e-08,0.0
1829,2.6233843415062504e-08,0.0
1830,2.410668401405961e-08,0.0
1831,1.9815944314010333e-08,0.0
1832,1.7805578852606426e-08,0.0
1833,1.771369045095688e-08,0.0
1834,1.7969474035745795e-08,0.0
1835,2.1368084190953596e-08,0.0
1836,1.9059936866889464e-08,0.0
1837,2.2181548788223282e-08,7.744141042717193e-11
1838,2.1521779786886393e-08,7.744141042717193e-11
1839,2.4583653081476442e-08,7.744141042717193e-11
1840,5.9146657222746464e-08,7.744141042717193e-11
1841,6.509141251395281e-08,7.744141042717193e-11
1842,7.602102147785672e-08,7.744141042717193e-11
1843,7.904893488992165e-08,7.744141042717193e-11
1844,8.929502711855061e-08,0.0
1845,9.314559130351491e-08,0.0
1846,9.566549558875132e-08,0.0
1847,6.523231834064194e-08,0.0
1848,6.409964774840254e-08,0.0
1849,5.489052108081134e-08,0.0
1850,5.373978341692366e-08,0.0
1851,4.423292360960269e-08,0.0
1852,4.5098748354835804e-08,0.0
1853,4.844240564239044e-08,0.0
1854,5.042177469200786e-08,0.0
1855,5.276487767348824e-08,0.0
1856,5.638882782932342e-08,0.0
1857,5.744185977667777e-08,0.0
1858,5.885335748903994e-08,0.0
1859,6.316597835263695e-08,0.0
1860,6.172367607502696e-08,0.0
1861,6.09387679365422e-08,0.0
1862,6.26288912794085e-08,0.0
1863,6.198428995471009e-08,0.0
1864,6.215185521796229e-08,0.0
1865,6.521716144902712e-08,0.0
1866,6.217459309303714e-08,0.0
1867,6.145938818186941e-08,0.0
1868,6.093127424833256e-08,0.0
1869,5.875016282987287e-08,0.0
1870,5.527363455826162e-08,0.0
1871,5.684847234225085e-08,0.0
1872,5.8780044197094735e-08,0.0
1873,5.864481725633855e-08,0.0
1874,6.550814849301137e-08,0.0
1875,7.125962702454152e-08,0.0
1876,7.001919907371043e-08,0.0
1877,7.129738222033666e-08,0.0
1878,7.365735450142502e-08,0.0
1879,7.045205967821338e-08,0.0
1880,7.011330995153133e-08,0.0
1881,6.22696550830629e-08,0.0
1882,5.5826592111023795e-08,0.0
1883,5.6865427922048184e-08,0.0
1884,5.8787569859727485e-08,0.0
1885,5.788584443523957e-08,0.0
1886,5.660802975577488e-08,0.0
1887,5.945410563867881e-08,0.0
1888,5.873708478329068e-08,0.0
1889,5.981749901755912e-08,0.0
1890,5.6019630331353e-08,0.0
1891,5.512805399478436e-08,0.0
1892,5.2328461310123334e-08,0.0
1893,5.896979057443527e-08,0.0
1894,5.707389710047599e-08,0.0
1895,6.133005925335056e-08,0.0
1896,6.554728975467177e-08,0.0
1897,7.564994421370232e-08,0.0
1898,7.918809227395026e-08,0.0
1899,8.020291021791439e-08,0.0
1900,7.615328862747057e-08,0.0
1901,8.023929102104635e-08,0.0
1902,7.992027458872794e-08,0.0
1903,8.527263771286795e-08,0.0
1904,8.568830825847077e-08,0.0
1905,9.01414998517274e-08,0.0
1906,9.949333852026549e-08,0.0
1907,1.0444592390967955e-07,0.0
1908,1.1095800951060092e-07,0.0
1909,1.1516966123638537e-07,0.0
1910,1.1645100731324679e-07,0.0
1911,1.1521291907813844e-07,0.0
1912,1.199494609035615e-07,0.0
1913,1.1451233916659476e-07,0.0
1914,1.1523824079111883e-07,0.0
1915,1.1146816802920512e-07,0.0
1916,1.1066960731958326e-07,3.0103725068286735e-11
1917,1.0594298365569038e-07,3.0103725068286735e-11
1918,1.0607810147738356e-07,3.0103725068286735e-11
1919,9.81289096963727e-08,3.0103725068286735e-11
1920,1.0419872710696967e-07,3.0103725068286735e-11
1921,1.0711498634106777e-07,3.0103725068286735e-11
1922,1.1392575568639326e-07,3.0103725068286735e-11
1923,1.1442431002706144e-07,0.0
1924,1.249193084212103e-07,0.0
1925,1.2704528984386343e-07,0.0
1926,1.2910386715248023e-07,0.0
1927,1.2695270308021073e-07,0.0
1928,1.683301685976143e-07,0.0
1929,1.693316054992725e-07,0.0
1930,1.644804084678851e-07,0.0
1931,1.5071028514057616e-07,0.0
1932,1.490149707754946e-07,0.0
1933,1.489464216725927e-07,0.0
1934,1.4681482290208286e-07,0.0
1935,9.929553763348459e-08,0.0
1936,1.010386593439502e-07,0.0
1937,1.1611586866625398e-07,0.0
1938,1.205665408779818e-07,0.0
1939,1.2129723866597226e-07,0.0
1940,1.2106492773357657e-07,0.0
1941,1.2516418986966267e-07,0.0
1942,1.2934751530175553e-07,0.0
1943,1.2008516035523697e-07,0.0
1944,1.124914236681564e-07,0.0
1945,1.2218278706248903e-07,0.0
1946,1.303624931178352e-07,0.0
1947,1.32520399225606e-07,0.0
1948,1.3631525165789883e-07,1.709999998743074e-11
1949,1.3702055769369637e-07,1.709999998743074e-11
1950,1.414778003956079e-07,1.709999998743074e-11
1951,1.4695921939684403e-07,1.709999998743074e-11
1952,1.3532391055345476e-07,1.709999998743074e-11
1953,1.241487532459879e-07,1.709999998743074e-11
1954,1.297256712210323e-07,1.709999998743074e-11
1955,1.2487346420389907e-07,0.0
1956,1.2426220154436252e-07,1.346800548069587e-11
1957,1.2065036258945838e-07,1.346800548069587e-11
1958,1.1503917006296303e-07,1.346800548069587e-11
1959,1.2209697583135233e-07,1.346800548069587e-11
1960,1.274594773852706e-07,1.346800548069587e-11
1961,1.1951404742051507e-07,1.346800548069587e-11
1962,1.2185119706893082e-07,1.346800548069587e-11
1963,1.265511175217528e-07,9.90385650474173e-12
1964,1.2740890907382762e-07,9.90385650474173e-12
1965,1.2753815882758447e-07,9.90385650474173e-12
1966,1.2681141571744904e-07,9.90385650474173e-12
1967,1.256501909503121e-07,9.90385650474173e-12
1968,1.2844706479394778e-07,9.90385650474173e-12
1969,1.2929472603673275e-07,9.90385650474173e-12
1970,1.2372062688622725e-07,0.0
1971,1.2148309329924295e-07,0.0
1972,1.2419552522909987e-07,0.0
1973,1.2124939376332934e-07,0.0
1974,1.2436606462123174e-07,0.0
1975,1.3225627627986925e-07,0.0
1976,1.3672576670842318e-07,0.0
1977,1.5243851692048338e-07,0.0
1978,1.6060392584092499e-07,0.0
1979,1.6873096748375766e-07,0.0
1980,1.8076880183213818e-07,7.836827417165689e-12
1981,1.879030406826132e-07,7.836827417165689e-12
1982,1.9696727195293663e-07,7.836827417165689e-12
1983,2.0144696577517607e-07,7.836827417165689e-12
1984,2.0578014771542386e-07,1.51874207654501e-11
1985,2.1426370722110732e-07,1.51874207654501e-11
1986,2.2556736009197005e-07,1.51874207654501e-11
1987,2.3456353354894028e-07,1.4038060892301069e-11
1988,2.486358669427448e-07,1.4038060892301069e-11
1989,2.637340920890503e-07,4.0646108007136306e-11
1990,2.8400237640978177e-07,5.396103256687696e-11
1991,3.0942322025241863e-07,4.6610439218592554e-11
1992,3.4465321212857294e-07,8.478451423075763e-11
1993,3.733590493279085e-07,9.122587358142579e-11
1994,4.1824478103080764e-07,9.754466579708116e-11
1995,4.838775648100377e-07,1.294803222973151e-10
1996,5.618810600286192e-07,1.0287227518247986e-10
1997,6.820274823634723e-07,8.955735062273921e-11
1998,7.908248522068919e-07,1.0111292557203809e-10
1999,9.570152071449099e-07,7.920858314485507e-11
2000,1.1917740770123991e-06,9.353694108942584e-11
2001,1.3422610923693616e-06,8.560141137592403e-11
2002,1.4620285518114024e-06,6.977141632304372e-11
2003,1.6231166617736953e-06,8.008769094331697e-11
2004,1.6718842386710873e-06,1.002738750168129e-10
2005,1.719391272152799e-06,1.0362408104211011e-10
2006,1.7062706579703705e-06,1.1308720874419237e-10
2007,1.631868014685876e-06,1.1378613577155733e-10
2008,1.6485220807485997e-06,1.1929756488227028e-10
2009,1.570324392170213e-06,1.0734058260297719e-10
2010,1.4121119582861347e-06,1.0521210019281174e-10
2011,1.3253565823236256e-06,8.502591611931581e-11
2012,1.2425939205838534e-06,8.079985019353903e-11
2013,1.1624379112618044e-06,6.041801260681101e-11
2014,1.060222919997094e-06,3.8949368284207124e-11
2015,9.567604105801105e-07,3.379788041697156e-11
2016,9.437342539188518e-07,2.9649201248911035e-11
2017,9.487385455031472e-07,2.503831054527043e-11
2018,9.533650995763309e-07,3.0045972654324515e-11
2019,9.558635554185457e-07,1.8867964482471855e-11
