ngram,Qik,Qilk
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,1.29978526989102e-08,0.0
1701,2.2664612028425576e-08,0.0
1702,3.46497718136821e-08,0.0
1703,4.569098166484764e-08,0.0
1704,4.569098166484764e-08,0.0
1705,4.569098166484764e-08,0.0
1706,4.569098166484764e-08,0.0
1707,3.269312896593744e-08,0.0
1708,2.3026369636422065e-08,0.0
1709,2.306622600859295e-08,0.0
1710,1.2025016157427411e-08,0.0
1711,1.2025016157427411e-08,0.0
1712,1.2025016157427411e-08,0.0
1713,1.2025016157427411e-08,0.0
1714,1.2025016157427411e-08,0.0
1715,1.2025016157427411e-08,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,6.377372281057043e-09,0.0
1743,6.377372281057043e-09,0.0
1744,6.377372281057043e-09,0.0
1745,6.377372281057043e-09,0.0
1746,6.377372281057043e-09,0.0
1747,6.377372281057043e-09,0.0
1748,6.377372281057043e-09,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,2.6825820295276313e-09,0.0
1763,2.6825820295276313e-09,0.0
1764,2.6825820295276313e-09,0.0
1765,2.6825820295276313e-09,0.0
1766,2.6825820295276313e-09,0.0
1767,2.6825820295276313e-09,0.0
1768,2.6825820295276313e-09,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,2.8886891608895635e-09,0.0
1776,2.8886891608895635e-09,0.0
1777,2.8886891608895635e-09,0.0
1778,2.8886891608895635e-09,0.0
1779,2.8886891608895635e-09,0.0
1780,2.8886891608895635e-09,0.0
1781,2.8886891608895635e-09,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,1.163384817053676e-09,0.0
1790,1.163384817053676e-09,0.0
1791,2.2493510546236652e-09,0.0
1792,2.2493510546236652e-09,0.0
1793,3.235373175718743e-09,0.0
1794,4.233358742920603e-09,0.0
1795,4.233358742920603e-09,0.0
1796,3.0699739258669265e-09,0.0
1797,3.0699739258669265e-09,0.0
1798,1.984007688296937e-09,0.0
1799,1.984007688296937e-09,0.0
1800,1.4096494765120887e-09,0.0
1801,4.116639093102289e-10,0.0
1802,4.116639093102289e-10,0.0
1803,4.116639093102289e-10,0.0
1804,1.0218190103574086e-09,0.0
1805,1.0218190103574086e-09,0.0
1806,1.2803691123204025e-09,0.0
1807,1.0779264306545348e-09,0.0
1808,1.0779264306545348e-09,0.0
1809,1.0779264306545348e-09,0.0
1810,1.0779264306545348e-09,0.0
1811,4.677713296073551e-10,0.0
1812,1.1838961398526392e-09,0.0
1813,1.1193254418578086e-09,0.0
1814,9.101042142134474e-10,0.0
1815,9.101042142134474e-10,0.0
1816,9.101042142134474e-10,0.0
1817,1.0814517852659427e-09,0.0
1818,1.260486651563245e-09,0.0
1819,5.443618413179609e-10,0.0
1820,6.45176309202863e-10,0.0
1821,6.45176309202863e-10,0.0
1822,6.45176309202863e-10,0.0
1823,6.45176309202863e-10,0.0
1824,4.738287381503678e-10,0.0
1825,2.9479387185306546e-10,0.0
1826,4.132921148171574e-10,0.0
1827,1.1849824296409191e-10,0.0
1828,1.1849824296409191e-10,0.0
1829,1.1849824296409191e-10,0.0
1830,1.1849824296409191e-10,0.0
1831,1.1849824296409191e-10,0.0
1832,1.1849824296409191e-10,0.0
1833,8.247826231512688e-11,0.0
1834,8.247826231512688e-11,0.0
1835,8.247826231512688e-11,0.0
1836,1.5753944180931156e-10,0.0
1837,2.349808522364835e-10,0.0
1838,2.349808522364835e-10,0.0
1839,2.349808522364835e-10,0.0
1840,1.525025899213566e-10,0.0
1841,3.6243542294351576e-10,0.0
1842,4.840663029145479e-10,0.0
1843,4.090051234203632e-10,0.0
1844,3.315637129931913e-10,0.0
1845,3.315637129931913e-10,0.0
1846,3.315637129931913e-10,0.0
1847,3.315637129931913e-10,0.0
1848,2.8569389711106755e-10,0.0
1849,1.6406301714003543e-10,0.0
1850,2.5900283505210705e-10,0.0
1851,2.5900283505210705e-10,0.0
1852,2.5900283505210705e-10,0.0
1853,2.5900283505210705e-10,0.0
1854,2.5900283505210705e-10,0.0
1855,9.493981791207164e-11,0.0
1856,9.493981791207164e-11,0.0
1857,0.0,0.0
1858,5.7603513229206473e-11,0.0
1859,5.7603513229206473e-11,0.0
1860,1.1859872211290272e-10,0.0
1861,1.1859872211290272e-10,0.0
1862,1.7431699337956885e-10,0.0
1863,1.7431699337956885e-10,4.7737881108440257e-11
1864,1.7431699337956885e-10,4.7737881108440257e-11
1865,1.6094003114324503e-10,4.7737881108440257e-11
1866,2.051796510471604e-10,4.7737881108440257e-11
1867,1.8739689958532527e-10,4.7737881108440257e-11
1868,1.8739689958532527e-10,4.7737881108440257e-11
1869,1.3167862831865917e-10,4.7737881108440257e-11
1870,2.1615154904048543e-10,0.0
1871,2.1615154904048543e-10,0.0
1872,2.128767083244197e-10,0.0
1873,2.0764584099782927e-10,0.0
1874,2.836555236727735e-10,0.0
1875,3.2377055401790397e-10,0.0
1876,4.770984916659313e-10,0.0
1877,4.6252891596130855e-10,0.0
1878,4.988142755988991e-10,0.0
1879,5.276901931290062e-10,0.0
1880,4.886814405516812e-10,0.0
1881,4.325904912061418e-10,0.0
1882,4.2488503984979987e-10,0.0
1883,2.715571022017725e-10,0.0
1884,2.9318647509768425e-10,0.0
1885,2.5690111546009374e-10,0.0
1886,2.422507194843604e-10,0.0
1887,3.5278659358896544e-10,2.7633968526151266e-11
1888,4.2466960900203587e-10,2.7633968526151266e-11
1889,3.9226003001324727e-10,5.380486334249923e-11
1890,4.428514103046613e-10,5.380486334249923e-11
1891,4.53738899627457e-10,5.380486334249923e-11
1892,4.53738899627457e-10,5.380486334249923e-11
1893,3.9856166779626637e-10,7.686653694502103e-11
1894,3.1011756654716495e-10,1.1550788698538078e-10
1895,1.9627456802697096e-10,1.1550788698538078e-10
1896,2.1565499386255738e-10,1.280978438402057e-10
1897,2.579473936035827e-10,1.280978438402057e-10
1898,2.0964169289428014e-10,1.280978438402057e-10
1899,2.642834126146251e-10,1.46311750413654e-10
1900,2.823540171511699e-10,1.232500768111322e-10
1901,2.9453561811720874e-10,5.697475824462117e-11
1902,3.59455861901178e-10,5.697475824462117e-11
1903,3.560145809108509e-10,3.415305141870764e-11
1904,3.106920217131405e-10,3.415305141870764e-11
1905,3.175649644043028e-10,3.415305141870764e-11
1906,3.715281475326547e-10,1.5939144845259332e-11
1907,3.8275789085836665e-10,1.5939144845259332e-11
1908,4.171067836360771e-10,2.966359895812636e-11
1909,3.7235836041522267e-10,7.100662716538356e-11
1910,4.252886653954846e-10,6.884137208697437e-11
1911,4.19661242264827e-10,6.884137208697437e-11
1912,3.875020086553858e-10,8.325547989113907e-11
1913,3.3608878180491075e-10,8.325547989113907e-11
1914,4.091038599155336e-10,8.325547989113907e-11
1915,4.0423648357228766e-10,8.546974834227378e-11
1916,4.2310090550160394e-10,8.928230575490557e-11
1917,3.821629243220112e-10,8.947415031101968e-11
1918,3.9775008287001867e-10,8.947415031101968e-11
1919,4.3995059777796845e-10,1.0347153590289132e-10
1920,3.827589217797467e-10,1.0347153590289132e-10
1921,3.6477832064475887e-10,1.0347153590289132e-10
1922,3.4932602247358547e-10,8.753281333888957e-11
1923,3.136720169319826e-10,6.693067231397113e-11
1924,3.345836088345219e-10,5.296493799100688e-11
1925,3.2307300287407314e-10,9.8975288282637e-11
1926,2.749672354886355e-10,7.056379488660066e-11
1927,3.4318236744442944e-10,7.056379488660066e-11
1928,3.04466515491494e-10,7.056379488660066e-11
1929,3.8259290973436626e-10,9.584959215214184e-11
1930,6.303133828370175e-10,7.12961475571713e-11
1931,1.0536645108004196e-09,7.12961475571713e-11
1932,1.1258703909642976e-09,2.5285797265541176e-11
1933,1.1724489038364032e-09,2.5285797265541176e-11
1934,1.1267016466634923e-09,4.775367204842443e-11
1935,1.2588613385838038e-09,4.775367204842443e-11
1936,1.4674312697510977e-09,2.2467874782883257e-11
1937,1.2624846069358193e-09,2.2467874782883257e-11
1938,1.3776011898685476e-09,4.422012557712764e-11
1939,1.3589610607457813e-09,4.422012557712764e-11
1940,1.4958056836806526e-09,4.422012557712764e-11
1941,1.5836520904168238e-09,2.175225079424438e-11
1942,1.7794941155534006e-09,2.175225079424438e-11
1943,1.7448417393468268e-09,4.3205576021649557e-11
1944,1.734428450068342e-09,4.3205576021649557e-11
1945,1.4098895622411639e-09,5.899216631061982e-11
1946,1.5750831274173395e-09,5.899216631061982e-11
1947,1.6336486449323014e-09,5.899216631061982e-11
1948,1.814034367164652e-09,5.899216631061982e-11
1949,1.627481467052811e-09,7.599832866197635e-11
1950,1.4286547817781476e-09,1.0530493144145225e-10
1951,1.5868790884506927e-09,1.0530493144145225e-10
1952,1.653470122724749e-09,6.776609035823761e-11
1953,1.5769712995756485e-09,6.776609035823761e-11
1954,1.6168947609378798e-09,9.679800215346899e-11
1955,1.7175395550239614e-09,9.679800215346899e-11
1956,1.961447940576225e-09,7.979183980211246e-11
1957,2.089315149460853e-09,4.177563751277853e-11
1958,2.5763835509451383e-09,4.177563751277853e-11
1959,2.6084266809992383e-09,4.177563751277853e-11
1960,3.3307118491825757e-09,4.177563751277853e-11
1961,3.746233180810878e-09,1.2743725717547149e-11
1962,3.783362147378812e-09,1.2743725717547149e-11
1963,3.738636368742578e-09,1.2743725717547149e-11
1964,3.9858947253890165e-09,0.0
1965,3.962449352761561e-09,0.0
1966,3.970352300898737e-09,1.7586142859420714e-11
1967,3.2455345395326115e-09,2.64308218169061e-11
1968,2.808587457841278e-09,4.414390480140489e-11
1969,2.6763509186622514e-09,5.3120790504441424e-11
1970,2.518107754058617e-09,6.189029943299523e-11
1971,2.327891149686171e-09,6.189029943299523e-11
1972,3.179528259725625e-09,1.0536752522081829e-10
1973,3.1651454156035795e-09,8.778138236139758e-11
1974,3.32974980921108e-09,7.893670340391218e-11
1975,3.297734989844108e-09,6.933312059396814e-11
1976,3.2827728630684713e-09,6.035623489093161e-11
1977,3.432006948475167e-09,5.1586725962377806e-11
1978,3.5209348611279066e-09,5.974665454837919e-11
1979,2.4538153889760596e-09,1.6269428760556134e-11
1980,2.43587282090983e-09,2.410625617772182e-11
1981,2.6577650715152247e-09,3.1736054756370535e-11
1982,2.90294074492944e-09,2.3626554581815793e-11
1983,2.902960855826515e-09,2.3626554581815793e-11
1984,2.7094843670281777e-09,3.832774127838461e-11
1985,2.768172120098151e-09,3.016781269238322e-11
1986,2.6710466061174998e-09,3.016781269238322e-11
1987,2.7018737247530566e-09,2.9018452819234194e-11
1988,2.573249058279714e-09,2.8320064051782066e-11
1989,2.5955358021586707e-09,2.8320064051782066e-11
1990,2.7602905516843634e-09,2.8320064051782066e-11
1991,3.069220845728994e-09,1.3618877355213245e-11
1992,2.991467740187659e-09,1.3618877355213245e-11
1993,2.8829686891741956e-09,4.582567410855403e-11
1994,3.04841466355502e-09,3.913820656453737e-11
1995,3.083839279176865e-09,3.220679675334079e-11
1996,2.9305006358068144e-09,4.4810875248530686e-11
1997,2.9676627187415404e-09,5.0563399697381837e-11
1998,2.9776350908759598e-09,5.0563399697381837e-11
1999,2.8708129524395484e-09,6.140988808736988e-11
2000,3.163556083762842e-09,2.9203091334029097e-11
2001,3.0410285400961357e-09,3.4273821380199316e-11
2002,2.910949703505139e-09,3.4273821380199316e-11
2003,3.0612451621233763e-09,2.1669742885009414e-11
2004,3.0372688174042294e-09,1.5917218436158264e-11
2005,3.02649207282814e-09,1.5917218436158264e-11
2006,3.7136989673923283e-09,5.070730046170218e-12
2007,5.487282215911802e-09,5.070730046170218e-12
2008,5.991909825451915e-09,0.0
2009,6.721610347680342e-09,0.0
2010,6.979542943597039e-09,4.093896105053904e-12
2011,6.910268611294766e-09,4.093896105053904e-12
2012,6.920324472200637e-09,4.093896105053904e-12
2013,6.277954600619751e-09,4.093896105053904e-12
2014,4.364438112501392e-09,3.007264700157933e-11
2015,3.86724306546325e-09,3.550331829122693e-11
2016,3.2454559991837837e-09,3.550331829122693e-11
2017,2.8836612727308384e-09,3.664432588386853e-11
2018,2.914447616575444e-09,4.397319106064224e-11
2019,2.764652951015023e-09,5.4966488825802795e-11
