ngram,Jammer,Jammr
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,4.159151753161236e-09,0.0
1748,4.159151753161236e-09,0.0
1749,4.159151753161236e-09,0.0
1750,4.159151753161236e-09,0.0
1751,4.159151753161236e-09,0.0
1752,8.05774190228346e-09,0.0
1753,8.05774190228346e-09,0.0
1754,3.898590149122226e-09,0.0
1755,3.898590149122226e-09,0.0
1756,6.934060690712483e-09,0.0
1757,6.934060690712483e-09,0.0
1758,1.0041645483381347e-08,0.0
1759,6.1430553342591205e-09,0.0
1760,6.1430553342591205e-09,0.0
1761,6.1430553342591205e-09,0.0
1762,6.1430553342591205e-09,0.0
1763,3.1075847926688637e-09,0.0
1764,3.1075847926688637e-09,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,2.8829215839972935e-09,0.0
1771,2.8829215839972935e-09,0.0
1772,2.8829215839972935e-09,0.0
1773,2.8829215839972935e-09,0.0
1774,2.8829215839972935e-09,0.0
1775,2.8829215839972935e-09,0.0
1776,8.307660591201836e-09,0.0
1777,5.424739007204542e-09,0.0
1778,5.424739007204542e-09,0.0
1779,5.424739007204542e-09,0.0
1780,5.424739007204542e-09,0.0
1781,5.424739007204542e-09,0.0
1782,7.582872488650797e-09,0.0
1783,2.1581334814462546e-09,0.0
1784,5.487077712830666e-09,0.0
1785,5.487077712830666e-09,0.0
1786,5.487077712830666e-09,0.0
1787,6.776219331681789e-09,0.0
1788,8.082771404563767e-09,0.0
1789,7.0880227401711895e-09,0.0
1790,7.0880227401711895e-09,0.0
1791,4.8450447463567664e-09,0.0
1792,4.8450447463567664e-09,0.0
1793,7.803111046200684e-09,0.0
1794,7.511954994551421e-09,0.0
1795,6.205402921669442e-09,0.0
1796,5.990179717331654e-09,0.0
1797,7.124027019094521e-09,5.66923650881433e-10
1798,6.038060781524532e-09,5.66923650881433e-10
1799,6.038060781524532e-09,5.66923650881433e-10
1800,3.4916583909908437e-09,5.66923650881433e-10
1801,2.493672823788984e-09,5.66923650881433e-10
1802,2.9277996217911907e-09,5.66923650881433e-10
1803,2.3306379683317248e-09,5.66923650881433e-10
1804,2.7221784826281237e-09,0.0
1805,2.7221784826281237e-09,0.0
1806,4.273479030964771e-09,0.0
1807,3.861815121654542e-09,0.0
1808,3.861815121654542e-09,0.0
1809,3.427688323652335e-09,0.0
1810,3.076688364395912e-09,0.0
1811,1.5513005483366475e-09,0.0
1812,1.5513005483366475e-09,0.0
1813,1.9397940396816337e-10,0.0
1814,6.118956769845291e-10,0.0
1815,1.5775992575787053e-09,0.0
1816,1.5775992575787053e-09,0.0
1817,1.5775992575787053e-09,0.0
1818,1.7566341238760076e-09,0.0
1819,2.057229006194713e-09,0.0
1820,1.86324960222655e-09,0.0
1821,1.445333329210184e-09,0.0
1822,7.291675517352911e-10,1.2476890155964171e-10
1823,2.1337952040210796e-09,1.2476890155964171e-10
1824,2.1337952040210796e-09,1.2476890155964171e-10
1825,1.9547603377237775e-09,1.2476890155964171e-10
1826,1.6541654554050718e-09,1.2476890155964171e-10
1827,1.6541654554050718e-09,1.2476890155964171e-10
1828,1.6541654554050718e-09,1.2476890155964171e-10
1829,1.685724766125369e-09,0.0
1830,2.810971138395806e-10,0.0
1831,3.7399177405766133e-10,0.0
1832,3.7399177405766133e-10,0.0
1833,4.564700363727882e-10,0.0
1834,8.717710045910313e-10,0.0
1835,8.717710045910313e-10,8.37834008520539e-11
1836,8.158574292340046e-10,8.37834008520539e-11
1837,1.1256230709426924e-09,8.37834008520539e-11
1838,1.0327284107246116e-09,1.6010914816178e-10
1839,1.1842912840874321e-09,1.6010914816178e-10
1840,1.4041568860026894e-09,1.6010914816178e-10
1841,1.0588335287918328e-09,1.6010914816178e-10
1842,1.302095288733897e-09,7.632574730972611e-11
1843,1.1424862801843817e-09,7.632574730972611e-11
1844,8.995034954979125e-10,7.632574730972611e-11
1845,1.16645855672916e-09,0.0
1846,1.0801161830022365e-09,0.0
1847,1.0201941791354585e-09,0.0
1848,1.2236549511752364e-09,1.0937535004679993e-10
1849,1.6790071832861742e-09,1.0937535004679993e-10
1850,1.993191925001422e-09,2.5178508484507185e-10
1851,2.204980646482367e-09,1.273214184876232e-09
1852,2.140271868463931e-09,1.4248988972858407e-09
1853,2.461126096570914e-09,1.4248988972858407e-09
1854,2.319707957467086e-09,1.4248988972858407e-09
1855,2.571287064220432e-09,1.3155235472390408e-09
1856,2.1708659076707146e-09,1.4646199649906828e-09
1857,2.0317777698381737e-09,1.803552497823903e-09
1858,1.926016734987712e-09,7.821233977927428e-10
1859,2.6377112478342165e-09,6.304386853831342e-10
1860,2.617607773393514e-09,6.304386853831342e-10
1861,2.8555241187484218e-09,6.304386853831342e-10
1862,2.999125884147905e-09,7.418752279164664e-10
1863,3.751166409239813e-09,5.927788101648243e-10
1864,4.216922065504645e-09,1.1143654253333222e-10
1865,4.353697370871958e-09,1.1143654253333222e-10
1866,3.572475434524388e-09,1.1143654253333222e-10
1867,3.5522038405971e-09,1.1143654253333222e-10
1868,3.5269656481088217e-09,1.1143654253333222e-10
1869,3.5313064298111587e-09,7.917177231269485e-11
1870,2.776728283812194e-09,1.21408232673608e-10
1871,3.531039690799328e-09,1.21408232673608e-10
1872,3.4262124010935632e-09,1.21408232673608e-10
1873,3.8786248498671026e-09,1.21408232673608e-10
1874,4.208517344141325e-09,2.4063037277041334e-10
1875,5.579666792091384e-09,2.4063037277041334e-10
1876,5.251694603001868e-09,1.614586004577185e-10
1877,5.130797754913731e-09,1.1922214009680536e-10
1878,4.105483889357434e-09,1.1922214009680536e-10
1879,4.214949659139425e-09,1.5413595400026736e-10
1880,4.813738994714965e-09,1.5413595400026736e-10
1881,4.422237211341797e-09,3.4913813903461997e-11
1882,3.0290920882691807e-09,6.732339289225057e-11
1883,2.941085264218657e-09,6.732339289225057e-11
1884,3.1629686964811707e-09,6.732339289225057e-11
1885,3.191916810228536e-09,1.5439322836081308e-10
1886,4.450243586338689e-09,1.4706803037294643e-10
1887,5.421772602305046e-09,1.4706803037294643e-10
1888,8.378023306855807e-09,2.0107371521773032e-10
1889,8.871463928551902e-09,2.2100592586163766e-10
1890,8.943326872718721e-09,2.2100592586163766e-10
1891,9.826937676292249e-09,2.2100592586163766e-10
1892,9.767053705494228e-09,1.564076725278442e-10
1893,8.37899598910801e-09,1.5188073021477067e-10
1894,6.753748877612915e-09,1.5188073021477067e-10
1895,4.021516786245627e-09,9.787504536998678e-11
1896,3.7209006193655067e-09,1.0367453324405013e-10
1897,4.228010624147365e-09,1.2225128845752157e-10
1898,3.759475572121371e-09,1.2225128845752157e-10
1899,3.901404294864059e-09,9.977970632275251e-11
1900,4.530088114153484e-09,9.478863725677554e-11
1901,4.462576118159843e-09,1.119253241675468e-10
1902,5.142529100967051e-09,1.119253241675468e-10
1903,5.598427975174656e-09,6.972319150604684e-11
1904,5.190524993941332e-09,6.700017624039489e-11
1905,5.095409966975646e-09,9.749390084928017e-11
1906,6.410791104321285e-09,1.595538453342498e-10
1907,6.432673790460594e-09,1.561334147288334e-10
1908,6.669930385783118e-09,1.3899672781806212e-10
1909,5.9366417179010764e-09,1.3899672781806212e-10
1910,5.822665587779901e-09,1.2305758297280279e-10
1911,6.373069817909384e-09,1.0720384302498331e-10
1912,7.097878094798813e-09,1.0553833402442742e-10
1913,6.451402840517468e-09,4.34783895394578e-11
1914,6.230235502105838e-09,2.8828215608329392e-11
1915,7.012589493220795e-09,7.664438330033465e-11
1916,7.26525373195841e-09,1.2179996892022364e-10
1917,7.584010562413011e-09,1.2179996892022364e-10
1918,7.540270883867249e-09,1.2179996892022364e-10
1919,7.1216738538128405e-09,9.297175331189424e-11
1920,7.344853423875617e-09,1.1617340819495122e-10
1921,8.951777922102825e-09,1.1617340819495122e-10
1922,1.0077816739847582e-08,6.835724050294597e-11
1923,1.2341345913467551e-08,2.3201654883056986e-11
1924,1.4834963797077144e-08,2.3201654883056986e-11
1925,1.659185366875704e-08,4.620683002887205e-11
1926,1.8365641452078307e-08,4.620683002887205e-11
1927,1.9269191702570813e-08,2.3005175145815062e-11
1928,1.9101228408503956e-08,2.3005175145815062e-11
1929,1.801003625599508e-08,2.3005175145815062e-11
1930,1.7081124070728038e-08,2.3005175145815062e-11
1931,1.5409791664922068e-08,2.3005175145815062e-11
1932,1.3782132324280383e-08,0.0
1933,1.3093742154016549e-08,2.316715866764899e-11
1934,1.2212101108133311e-08,2.316715866764899e-11
1935,1.1403697985912231e-08,2.316715866764899e-11
1936,1.2440916804682241e-08,4.4104591011086465e-11
1937,1.2912413043559517e-08,4.4104591011086465e-11
1938,1.3185419169202208e-08,8.760909259957522e-11
1939,1.4411723370244545e-08,8.760909259957522e-11
1940,1.4057453867621916e-08,6.444193393192625e-11
1941,1.4389649091331843e-08,6.444193393192625e-11
1942,1.5112934015348856e-08,1.142580256598334e-10
1943,1.498279303798914e-08,1.1477391854380109e-10
1944,1.4802714863394937e-08,1.3374524107260096e-10
1945,1.5227490760391253e-08,9.024073948411221e-11
1946,1.5105042169441925e-08,1.233369477977269e-10
1947,1.581808969522821e-08,1.3989392382602565e-10
1948,1.5974882623075766e-08,1.3989392382602565e-10
1949,1.5928843387160085e-08,1.0708399444947503e-10
1950,1.561961468102676e-08,1.1947061990496318e-10
1951,1.6513216318157575e-08,1.0049929737616331e-10
1952,1.7863049579196806e-08,1.0049929737616331e-10
1953,1.707590069344178e-08,8.30923256787765e-11
1954,1.7875001415542816e-08,6.653534965047773e-11
1955,1.8853440205849178e-08,6.653534965047773e-11
1956,1.9975513053184712e-08,4.9529187299121193e-11
1957,2.1466990470945087e-08,1.5689236616227883e-11
1958,2.2667388727930822e-08,1.5689236616227883e-11
1959,2.3339282252875038e-08,3.827711461282643e-11
1960,2.461618261609796e-08,2.2587877996598545e-11
1961,2.6696487560278522e-08,2.2587877996598545e-11
1962,2.867569343883198e-08,3.278963410315226e-11
1963,2.9187408807323275e-08,4.269349060789399e-11
1964,2.8710606463684078e-08,5.168680067280107e-11
1965,2.742130306947794e-08,5.168680067280107e-11
1966,2.7851885876982252e-08,3.789199410591288e-11
1967,2.9351331777758916e-08,4.6736673063398266e-11
1968,2.7954954161048462e-08,5.559321455564767e-11
1969,2.7778728396908392e-08,4.539145844909395e-11
1970,3.018650979973765e-08,4.425711087290602e-11
1971,3.240947649934307e-08,3.526380080799894e-11
1972,3.4862478871998196e-08,4.3959245965563554e-11
1973,4.0235868985811455e-08,3.51661745358532e-11
1974,4.473966517894366e-08,3.446899858792842e-11
1975,5.099950836243547e-08,2.561245709567902e-11
1976,5.661157587155685e-08,2.561245709567902e-11
1977,6.372333365740295e-08,1.6842948167125218e-11
1978,7.016995137324297e-08,1.6842948167125218e-11
1979,7.585190076042636e-08,1.6275203902825298e-11
1980,7.411467959985072e-08,1.6275203902825298e-11
1981,7.60745635375315e-08,2.338729805056212e-11
1982,7.941291560850264e-08,2.338729805056212e-11
1983,7.867848138078313e-08,2.338729805056212e-11
1984,7.85184499006521e-08,2.338729805056212e-11
1985,7.963925087649062e-08,3.785544794299156e-11
1986,8.338532861021772e-08,3.66363021269451e-11
1987,8.729096886587026e-08,3.66363021269451e-11
1988,8.645050846618168e-08,4.910234421443402e-11
1989,8.791588612666601e-08,4.910234421443402e-11
1990,8.85665828929762e-08,4.910234421443402e-11
1991,8.978208703475892e-08,5.56716126571504e-11
1992,9.050926256090211e-08,4.7565808930505327e-11
1993,8.489444829657649e-08,4.0657253853287094e-11
1994,8.259455747910189e-08,4.0657253853287094e-11
1995,8.251000390860749e-08,1.9318746007674595e-11
1996,7.755446773671792e-08,2.5620785255269548e-11
1997,7.768437829521904e-08,2.5620785255269548e-11
1998,7.330678743398624e-08,1.905151681255316e-11
1999,7.301158128874314e-08,1.2689170646768793e-11
2000,7.18995067927608e-08,1.2689170646768793e-11
2001,7.017547432042193e-08,1.2689170646768793e-11
2002,7.116323124429463e-08,6.30203924759495e-12
2003,7.064773147443962e-08,5.1581373101366215e-12
2004,7.135097998148662e-08,1.0204683328510607e-11
2005,7.119242846036806e-08,1.517327682149754e-11
2006,6.78659241819852e-08,1.517327682149754e-11
2007,8.053774536165292e-08,1.517327682149754e-11
2008,8.961682697515374e-08,2.0464356399939122e-11
2009,9.429596405295473e-08,2.0464356399939122e-11
2010,9.708831884479099e-08,1.9400115194856404e-11
2011,1.0239759973273976e-07,1.4353569176482418e-11
2012,1.0310383048915486e-07,9.384975683495484e-12
2013,1.0670736319947796e-07,9.384975683495484e-12
2014,9.92729657208916e-08,9.384975683495484e-12
2015,9.817628462574898e-08,9.524567394701501e-12
2016,9.328417251351442e-08,1.578305318780274e-11
2017,9.444080717457837e-08,1.3637349929873643e-11
2018,9.036674413209766e-08,1.6364819915848373e-11
2019,9.493240682445503e-08,2.0456024894810465e-11
