ngram,iMac,iMace
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,1.550680346034434e-08,0.0
1696,1.550680346034434e-08,0.0
1697,1.550680346034434e-08,0.0
1698,1.550680346034434e-08,0.0
1699,1.550680346034434e-08,0.0
1700,2.8504656159254538e-08,0.0
1701,2.8504656159254538e-08,0.0
1702,1.29978526989102e-08,0.0
1703,1.29978526989102e-08,0.0
1704,1.29978526989102e-08,0.0
1705,2.2155657372227973e-08,0.0
1706,2.2155657372227973e-08,0.0
1707,9.157804673317775e-09,0.0
1708,9.157804673317775e-09,0.0
1709,9.157804673317775e-09,0.0
1710,9.157804673317775e-09,0.0
1711,9.157804673317775e-09,0.0
1712,1.086341987794575e-08,0.0
1713,1.086341987794575e-08,0.0
1714,1.086341987794575e-08,0.0
1715,1.086341987794575e-08,0.0
1716,1.086341987794575e-08,0.0
1717,1.086341987794575e-08,0.0
1718,1.086341987794575e-08,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,7.727586697520955e-09,0.0
1723,7.727586697520955e-09,0.0
1724,7.727586697520955e-09,0.0
1725,7.727586697520955e-09,0.0
1726,7.727586697520955e-09,0.0
1727,7.727586697520955e-09,0.0
1728,7.727586697520955e-09,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,5.491816271582398e-09
1739,0.0,5.491816271582398e-09
1740,0.0,5.491816271582398e-09
1741,0.0,5.491816271582398e-09
1742,0.0,5.491816271582398e-09
1743,0.0,5.491816271582398e-09
1744,0.0,5.491816271582398e-09
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,3.85330776810276e-09,0.0
1756,3.85330776810276e-09,0.0
1757,3.85330776810276e-09,0.0
1758,3.85330776810276e-09,0.0
1759,3.85330776810276e-09,0.0
1760,3.85330776810276e-09,0.0
1761,3.85330776810276e-09,0.0
1762,0.0,0.0
1763,2.8386745652499356e-09,0.0
1764,2.8386745652499356e-09,0.0
1765,2.8386745652499356e-09,0.0
1766,2.8386745652499356e-09,0.0
1767,5.7831768580334546e-09,0.0
1768,5.7831768580334546e-09,2.682212547305036e-09
1769,5.7831768580334546e-09,2.682212547305036e-09
1770,2.9445022927835194e-09,2.682212547305036e-09
1771,2.9445022927835194e-09,2.682212547305036e-09
1772,2.9445022927835194e-09,2.682212547305036e-09
1773,2.9445022927835194e-09,2.682212547305036e-09
1774,0.0,2.682212547305036e-09
1775,2.8886891608895635e-09,0.0
1776,2.8886891608895635e-09,0.0
1777,2.8886891608895635e-09,0.0
1778,2.8886891608895635e-09,0.0
1779,2.8886891608895635e-09,0.0
1780,2.8886891608895635e-09,0.0
1781,2.8886891608895635e-09,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,1.3065520728819786e-09,0.0
1789,1.3065520728819786e-09,0.0
1790,1.3065520728819786e-09,1.1048484032422883e-09
1791,1.3065520728819786e-09,1.1048484032422883e-09
1792,1.3065520728819786e-09,1.1048484032422883e-09
1793,1.3065520728819786e-09,1.1048484032422883e-09
1794,1.3065520728819786e-09,1.1048484032422883e-09
1795,0.0,1.1048484032422883e-09
1796,0.0,1.1048484032422883e-09
1797,0.0,0.0
1798,1.7359700978301719e-09,0.0
1799,1.7359700978301719e-09,0.0
1800,1.7359700978301719e-09,0.0
1801,1.7359700978301719e-09,0.0
1802,1.7359700978301719e-09,0.0
1803,1.7359700978301719e-09,0.0
1804,1.7359700978301719e-09,0.0
1805,0.0,0.0
1806,0.0,2.5855010196299387e-10
1807,2.092212276443612e-10,2.5855010196299387e-10
1808,4.445844169000322e-10,2.5855010196299387e-10
1809,6.255092317124828e-10,2.5855010196299387e-10
1810,6.255092317124828e-10,2.5855010196299387e-10
1811,6.255092317124828e-10,2.5855010196299387e-10
1812,6.255092317124828e-10,2.5855010196299387e-10
1813,6.255092317124828e-10,0.0
1814,4.162880040681216e-10,0.0
1815,5.67206234361858e-10,0.0
1816,3.862814195494073e-10,0.0
1817,3.862814195494073e-10,0.0
1818,5.653162858467096e-10,1.790348662973023e-10
1819,5.653162858467096e-10,1.790348662973023e-10
1820,5.653162858467096e-10,1.790348662973023e-10
1821,6.938705403897976e-10,1.790348662973023e-10
1822,3.0758912084039025e-10,1.790348662973023e-10
1823,4.4805188924103486e-10,1.790348662973023e-10
1824,4.4805188924103486e-10,1.790348662973023e-10
1825,3.956338272865472e-10,0.0
1826,5.141320702506391e-10,0.0
1827,5.141320702506391e-10,1.0457060614247179e-10
1828,3.8557781570755113e-10,1.0457060614247179e-10
1829,5.261263726273415e-10,1.0457060614247179e-10
1830,4.809681462626867e-10,1.0457060614247179e-10
1831,4.809681462626867e-10,1.0457060614247179e-10
1832,4.395008008322472e-10,1.0457060614247179e-10
1833,3.2100255786815524e-10,1.0457060614247179e-10
1834,4.871229451554524e-10,0.0
1835,4.871229451554524e-10,0.0
1836,4.216355677298468e-10,0.0
1837,4.0377243612102886e-10,0.0
1838,4.0377243612102886e-10,0.0
1839,6.217487239342948e-10,7.578143668141024e-11
1840,6.217487239342948e-10,7.578143668141024e-11
1841,5.25605947654384e-10,7.578143668141024e-11
1842,5.25605947654384e-10,7.578143668141024e-11
1843,4.505447681601993e-10,7.578143668141024e-11
1844,3.731033577330274e-10,1.4256429370362866e-10
1845,3.731033577330274e-10,2.0930305901144053e-10
1846,1.3519811064328328e-10,1.335216223300303e-10
1847,1.3519811064328328e-10,1.335216223300303e-10
1848,2.8397119972949676e-10,1.335216223300303e-10
1849,2.8397119972949676e-10,1.335216223300303e-10
1850,4.263809345277687e-10,1.335216223300303e-10
1851,5.192381247187683e-10,6.673876530781188e-11
1852,5.192381247187683e-10,0.0
1853,5.022769660507314e-10,0.0
1854,5.527788266806206e-10,0.0
1855,3.340281265870207e-10,0.0
1856,3.340281265870207e-10,0.0
1857,1.916183917887488e-10,0.0
1858,9.87612015977492e-11,0.0
1859,9.87612015977492e-11,0.0
1860,5.05018606298892e-11,0.0
1861,0.0,0.0
1862,1.1143654253333222e-10,0.0
1863,1.1143654253333222e-10,0.0
1864,1.5853166398674797e-10,0.0
1865,1.5853166398674797e-10,0.0
1866,1.5853166398674797e-10,0.0
1867,1.5853166398674797e-10,0.0
1868,2.9296676196111093e-10,0.0
1869,1.815302194277787e-10,0.0
1870,1.815302194277787e-10,0.0
1871,1.7501116032571573e-10,8.115212470270551e-11
1872,1.7501116032571573e-10,8.115212470270551e-11
1873,2.1401991290304068e-10,8.115212470270551e-11
1874,2.1401991290304068e-10,8.115212470270551e-11
1875,7.958481492867771e-11,1.6138218539296645e-10
1876,1.1791679934068456e-10,1.6138218539296645e-10
1877,1.5286847184928628e-10,1.6138218539296645e-10
1878,1.4857776913552405e-10,8.023006069026093e-11
1879,1.8349158303898605e-10,8.023006069026093e-11
1880,1.444828304616611e-10,8.023006069026093e-11
1881,1.444828304616611e-10,8.023006069026093e-11
1882,1.444828304616611e-10,0.0
1883,1.0615084604965424e-10,3.212262797028639e-11
1884,1.3222098812651747e-10,3.212262797028639e-11
1885,1.8300546395748947e-10,3.212262797028639e-11
1886,1.756802659696228e-10,3.212262797028639e-11
1887,2.0331423449577406e-10,3.212262797028639e-11
1888,2.0331423449577406e-10,3.212262797028639e-11
1889,2.2948512931212202e-10,3.212262797028639e-11
1890,2.547808194578291e-10,2.529569014570703e-11
1891,2.4496910849031954e-10,2.529569014570703e-11
1892,1.8037085515652607e-10,2.529569014570703e-11
1893,1.5278223924093075e-10,2.529569014570703e-11
1894,1.4724004357028316e-10,2.529569014570703e-11
1895,1.684112512144255e-10,2.529569014570703e-11
1896,2.1976205974042325e-10,2.529569014570703e-11
1897,2.1304312480818766e-10,1.857675521347143e-11
1898,2.1594752771684052e-10,3.6614923394827163e-11
1899,2.116898521555198e-10,3.6614923394827163e-11
1900,2.297604566920646e-10,3.6614923394827163e-11
1901,2.0766868383656093e-10,3.6614923394827163e-11
1902,2.2093405676366322e-10,3.6614923394827163e-11
1903,1.7529064311183618e-10,1.0037150277586449e-10
1904,1.5671388789836475e-10,8.179474756239306e-11
1905,3.6179604550363413e-10,6.375657938103733e-11
1906,3.7461211117267064e-10,7.927156550227973e-11
1907,3.858418544983826e-10,9.392173943340814e-11
1908,4.270152168369837e-10,1.0764619354627517e-10
1909,4.2014065440973015e-10,1.214272026182707e-10
1910,3.882623647192115e-10,7.144451300408353e-11
1911,4.301961624232829e-10,7.144451300408353e-11
1912,1.7099949829140522e-10,1.0027272861241293e-10
1913,1.8286328205631619e-10,8.475774249117052e-11
1914,1.5356293419405935e-10,7.010756856004211e-11
1915,1.4426701698346178e-10,5.638311444717508e-11
1916,1.3175686137361405e-10,4.260210537517953e-11
1917,1.8761979866547104e-10,4.279394993129364e-11
1918,1.7444647908743908e-10,4.279394993129364e-11
1919,2.1706371819022304e-10,1.396573432296425e-11
1920,1.9737161706588425e-10,1.396573432296425e-11
1921,1.9737161706588425e-10,1.396573432296425e-11
1922,1.8964546798029757e-10,1.396573432296425e-11
1923,1.9914705004112473e-10,3.851917891793479e-11
1924,1.4328411274926774e-10,4.897497486920445e-11
1925,1.1452363462322829e-10,4.897497486920445e-11
1926,9.482935865128589e-11,7.189793800004602e-11
1927,9.436608240852097e-11,7.189793800004602e-11
1928,9.436608240852097e-11,7.189793800004602e-11
1929,7.021478636610417e-11,7.189793800004602e-11
1930,4.566134177113363e-11,7.457188636436233e-11
1931,7.189435158316826e-11,7.638336590216304e-11
1932,9.55375976742699e-11,7.638336590216304e-11
1933,9.578179321107732e-11,5.346040277132147e-11
1934,7.304341457078526e-11,5.346040277132147e-11
1935,7.304341457078526e-11,7.568273587197995e-11
1936,7.304341457078526e-11,7.568273587197995e-11
1937,7.304341457078526e-11,4.845534291269311e-11
1938,9.03149063472394e-11,2.222233310065848e-11
1939,9.156568558932321e-11,2.222233310065848e-11
1940,6.839852692167422e-11,2.222233310065848e-11
1941,6.839852692167422e-11,2.222233310065848e-11
1942,6.839852692167422e-11,2.490804586395358e-11
1943,1.1130517737648456e-10,2.490804586395358e-11
1944,1.1130517737648456e-10,2.490804586395358e-11
1945,1.0533951687121044e-10,4.36774664055609e-11
1946,8.044549153802499e-11,6.022557056236825e-11
1947,8.044549153802499e-11,6.022557056236825e-11
1948,1.3174549150031722e-10,7.732557054979899e-11
1949,1.4875165385167374e-10,8.642984938855847e-11
1950,1.0584500339686339e-10,1.0334982473000513e-10
1951,1.3894320019921683e-10,1.1989892313118185e-10
1952,1.0140435911600219e-10,1.1681345176864762e-10
1953,1.1709359573223007e-10,1.0026534761184029e-10
1954,1.3160955162984577e-10,1.0026534761184029e-10
1955,8.030955166755354e-11,8.316534762440954e-11
1956,2.922594814967562e-10,4.915302292169648e-11
1957,2.922594814967562e-10,3.2233047580249825e-11
1958,2.591612846944028e-10,5.138937192450399e-11
1959,2.7045522369270204e-10,3.570542274543089e-11
1960,2.6535384802160525e-10,5.6881144635693e-11
1961,2.5083789212398955e-10,7.939228243079656e-11
1962,2.5083789212398955e-10,8.959403853735028e-11
1963,6.149722596239724e-11,1.0940175154683374e-10
1964,8.847715615711849e-11,1.0940175154683374e-10
1965,1.1492240096063914e-10,7.369632880140285e-11
1966,1.4759381712835052e-10,8.248940023111321e-11
1967,1.3700595618321946e-10,6.131367834085109e-11
1968,1.5471903916771827e-10,4.765908203799693e-11
1969,1.7267281057379132e-10,4.643421163447974e-11
1970,1.5936591134048583e-10,2.6626498624996284e-11
1971,1.3238598114576457e-10,2.6626498624996284e-11
1972,1.2333162665737315e-10,3.53219437825609e-11
1973,7.936627149136249e-11,3.478296916365713e-11
1974,1.1195628352960491e-10,3.478296916365713e-11
1975,1.0235270071966087e-10,2.5926427671407737e-11
1976,9.2435360457158e-11,1.6949541968371206e-11
1977,1.142852989823227e-10,1.6949541968371206e-11
1978,1.387650842446916e-10,2.5109470554372594e-11
1979,1.5388499750262115e-10,2.4541726290072674e-11
1980,1.7739548074538877e-10,2.412445689643177e-11
1981,6.1876060143684075e-09,2.412445689643177e-11
1982,6.23878847442432e-09,3.1535951925240215e-11
1983,1.0302130198528277e-08,3.1535951925240215e-11
1984,1.026867291991402e-08,3.1535951925240215e-11
1985,1.027312943443651e-08,3.061009828545355e-11
1986,1.0834754355608972e-08,2.9390952469407086e-11
1987,1.0864743612718338e-08,2.15541250522414e-11
1988,4.856600114130519e-09,2.15541250522414e-11
1989,4.8904363178107044e-09,1.4142630023432951e-11
1990,8.789753210994686e-10,1.4142630023432951e-11
1991,1.0350751109397142e-09,1.4142630023432951e-11
1992,1.197009194145845e-09,6.908555077218231e-12
1993,1.0602099872628452e-09,1.2882718701336314e-11
1994,1.3318667518064891e-09,1.2882718701336314e-11
1995,2.3288103382209816e-08,2.5656981499684e-11
1996,9.575035355860858e-08,2.5656981499684e-11
1997,1.7539166588928117e-07,4.29145538549669e-11
1998,2.169827137489731e-07,4.29145538549669e-11
1999,2.558283547861505e-07,4.29145538549669e-11
2000,2.7134812286000454e-07,3.5224264477440315e-11
2001,2.909306522675641e-07,3.5224264477440315e-11
2002,2.8637682041627546e-07,2.2450001679092627e-11
2003,2.3020884449514207e-07,2.2450001679092627e-11
2004,1.6251334804857314e-07,5.192429323809731e-12
2005,1.411823557110178e-07,1.0161022816796666e-11
2006,1.2216086275884663e-07,1.0161022816796666e-11
2007,1.3568704356917545e-07,4.968593492986934e-12
2008,1.5434074742058458e-07,4.968593492986934e-12
2009,1.6693182455388263e-07,4.968593492986934e-12
2010,1.651473492561958e-07,4.968593492986934e-12
2011,1.781084273082862e-07,4.968593492986934e-12
2012,1.694359375343473e-07,0.0
2013,1.7002235657465852e-07,5.3510227003363195e-12
2014,1.494349786769687e-07,5.3510227003363195e-12
2015,1.289251402779103e-07,5.3510227003363195e-12
2016,1.0916091801911015e-07,1.160950849343756e-11
2017,1.1031765604722447e-07,1.3544426575677152e-11
2018,9.742765172404688e-08,1.6253311890812584e-11
2019,1.012074228867732e-07,2.031663986351573e-11
