ngram,Evenat,Evenot
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,6.584871061120014e-09
1720,0.0,6.584871061120014e-09
1721,0.0,6.584871061120014e-09
1722,0.0,6.584871061120014e-09
1723,0.0,6.584871061120014e-09
1724,0.0,6.584871061120014e-09
1725,0.0,6.584871061120014e-09
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,3.035470541590257e-09
1757,0.0,3.035470541590257e-09
1758,0.0,3.035470541590257e-09
1759,0.0,3.035470541590257e-09
1760,0.0,3.035470541590257e-09
1761,0.0,3.035470541590257e-09
1762,0.0,3.035470541590257e-09
1763,0.0,0.0
1764,0.0,0.0
1765,2.9474084125727782e-09,0.0
1766,2.9474084125727782e-09,0.0
1767,2.9474084125727782e-09,0.0
1768,2.9474084125727782e-09,0.0
1769,2.9474084125727782e-09,0.0
1770,2.9474084125727782e-09,0.0
1771,2.9474084125727782e-09,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,3.5099995925642295e-10,0.0
1804,3.5099995925642295e-10,0.0
1805,3.5099995925642295e-10,0.0
1806,3.5099995925642295e-10,0.0
1807,3.5099995925642295e-10,0.0
1808,3.5099995925642295e-10,0.0
1809,3.5099995925642295e-10,0.0
1810,0.0,0.0
1811,7.031518224818813e-10,0.0
1812,7.031518224818813e-10,0.0
1813,7.031518224818813e-10,0.0
1814,7.031518224818813e-10,0.0
1815,8.962925322565849e-10,0.0
1816,8.962925322565849e-10,0.0
1817,8.962925322565849e-10,0.0
1818,3.7217557607200595e-10,0.0
1819,3.7217557607200595e-10,0.0
1820,3.7217557607200595e-10,0.0
1821,3.7217557607200595e-10,0.0
1822,1.790348662973023e-10,0.0
1823,1.790348662973023e-10,0.0
1824,1.790348662973023e-10,0.0
1825,1.266168043428146e-10,0.0
1826,1.266168043428146e-10,0.0
1827,1.266168043428146e-10,0.0
1828,1.266168043428146e-10,0.0
1829,1.266168043428146e-10,0.0
1830,3.172258884147945e-10,0.0
1831,3.172258884147945e-10,0.0
1832,1.9060908407197985e-10,0.0
1833,1.9060908407197985e-10,0.0
1834,1.9060908407197985e-10,0.0
1835,2.743924849240338e-10,0.0
1836,2.743924849240338e-10,0.0
1837,8.37834008520539e-11,0.0
1838,8.37834008520539e-11,0.0
1839,8.37834008520539e-11,0.0
1840,8.37834008520539e-11,0.0
1841,8.37834008520539e-11,0.0
1842,0.0,6.081543998551605e-11
1843,0.0,6.081543998551605e-11
1844,0.0,6.081543998551605e-11
1845,0.0,1.2755420529332794e-10
1846,0.0,1.2755420529332794e-10
1847,6.060546509090159e-11,1.2755420529332794e-10
1848,6.060546509090159e-11,1.2755420529332794e-10
1849,1.6808453835131283e-10,6.673876530781188e-11
1850,1.6808453835131283e-10,6.673876530781188e-11
1851,1.6808453835131283e-10,6.673876530781188e-11
1852,2.186461091545157e-10,0.0
1853,2.669054501223757e-10,0.0
1854,2.062999850314741e-10,0.0
1855,2.5880173401152517e-10,0.0
1856,1.513226607511139e-10,0.0
1857,1.513226607511139e-10,0.0
1858,2.089261739803204e-10,0.0
1859,2.802233802144473e-10,0.0
1860,2.319640392465873e-10,0.0
1861,3.4493740007159243e-10,0.0
1862,2.924356510915414e-10,0.0
1863,2.924356510915414e-10,0.0
1864,3.3953077254495716e-10,0.0
1865,3.2615381030863336e-10,0.0
1866,2.0429503327130353e-10,8.847923980783077e-11
1867,2.475074906931647e-10,1.3169169722969188e-10
1868,1.3453412986815953e-10,1.3169169722969188e-10
1869,1.3453412986815953e-10,1.3169169722969188e-10
1870,2.1900705058998581e-10,1.7392815759060502e-10
1871,2.936401122255461e-10,1.7392815759060502e-10
1872,2.9036527150948036e-10,1.7392815759060502e-10
1873,2.9036527150948036e-10,8.544891778277425e-11
1874,2.471528140876192e-10,4.223646036091314e-11
1875,2.8726784443274967e-10,4.223646036091314e-11
1876,3.2559982884475657e-10,4.223646036091314e-11
1877,2.76078580631532e-10,0.0
1878,2.26921116817737e-10,0.0
1879,1.859694065409201e-10,6.982762780692399e-11
1880,1.859694065409201e-10,1.0271431126275741e-10
1881,2.4910059729218604e-10,1.0271431126275741e-10
1882,2.089855669470556e-10,2.971717772653244e-10
1883,2.348988384756215e-10,2.971717772653244e-10
1884,2.3045807325975228e-10,3.2768268455805686e-10
1885,1.8691063181324504e-10,3.2768268455805686e-10
1886,1.8691063181324504e-10,2.5785505675113285e-10
1887,1.8691063181324504e-10,2.2496837329529943e-10
1888,1.50782283484371e-10,2.2496837329529943e-10
1889,1.7695317830071896e-10,3.051090729273247e-11
1890,1.6329930265156023e-10,3.051090729273247e-11
1891,1.3278839535882777e-10,0.0
1892,1.0376511753015397e-10,0.0
1893,1.4988846473519756e-10,0.0
1894,1.9407201044620492e-10,0.0
1895,1.882403756679553e-10,0.0
1896,1.8144990668719378e-10,0.0
1897,1.6801203682272258e-10,0.0
1898,1.860502050040783e-10,0.0
1899,1.860502050040783e-10,0.0
1900,1.5799746233557954e-10,0.0
1901,1.480872904461147e-10,0.0
1902,1.2691608280197235e-10,0.0
1903,1.3941394665690458e-10,0.0
1904,1.181141761777812e-10,0.0
1905,1.3056973260531076e-10,0.0
1906,1.4608471872655316e-10,0.0
1907,1.4266428812113674e-10,0.0
1908,1.6328873075106236e-10,0.0
1909,1.7706973982305792e-10,0.0
1910,1.589653398993894e-10,0.0
1911,1.7106746376592342e-10,0.0
1912,1.4057373915703815e-10,0.0
1913,1.2505875303579573e-10,0.0
1914,1.1040857910466733e-10,0.0
1915,7.144948521720096e-11,1.593872256400175e-11
1916,7.272033867934878e-11,1.593872256400175e-11
1917,7.291218323546289e-11,1.593872256400175e-11
1918,5.933655848412909e-11,1.593872256400175e-11
1919,7.354230518214727e-11,1.593872256400175e-11
1920,7.354230518214727e-11,1.593872256400175e-11
1921,7.354230518214727e-11,1.593872256400175e-11
1922,1.5420876678781274e-10,0.0
1923,1.3915690425366937e-10,0.0
1924,1.2519116993070512e-10,0.0
1925,1.108109308676854e-10,0.0
1926,9.660518416966722e-11,0.0
1927,9.660518416966722e-11,0.0
1928,1.194146706121454e-10,0.0
1929,2.2809486442478187e-11,0.0
1930,5.0036879401765027e-11,0.0
1931,5.0036879401765027e-11,0.0
1932,5.0036879401765027e-11,0.0
1933,5.0036879401765027e-11,0.0
1934,5.0036879401765027e-11,0.0
1935,4.9449726059945325e-11,0.0
1936,4.9449726059945325e-11,4.187486468687496e-11
1937,4.466475007307886e-11,4.187486468687496e-11
1938,6.641700086732324e-11,8.537936627536372e-11
1939,1.4109907884942074e-10,8.537936627536372e-11
1940,1.6689234121664802e-10,8.537936627536372e-11
1941,1.6689234121664802e-10,8.537936627536372e-11
1942,1.4467000811598955e-10,8.537936627536372e-11
1943,1.6612333334339472e-10,4.350450158848876e-11
1944,1.4368091637097435e-10,1.3836111621502922e-10
1945,1.2192866557672995e-10,9.485661462654044e-11
1946,4.724658759463247e-11,1.1140471878334779e-10
1947,3.8010301255703944e-11,1.1140471878334779e-10
1948,3.8010301255703944e-11,1.1140471878334779e-10
1949,5.501646360706047e-11,1.1140471878334779e-10
1950,5.0483113721101953e-11,1.2832469412479445e-10
1951,5.0483113721101953e-11,3.3468079498254004e-11
1952,5.0483113721101953e-11,3.3468079498254004e-11
1953,6.617235033732984e-11,1.6919975341446657e-11
1954,6.413133020664676e-11,1.6919975341446657e-11
1955,1.076140872841818e-10,1.6919975341446657e-11
1956,1.3101194236618341e-10,1.6919975341446657e-11
1957,1.268356927422839e-10,1.2743725717547149e-11
1958,1.3873750065451773e-10,1.2743725717547149e-11
1959,1.3873750065451773e-10,1.2743725717547149e-11
1960,1.5481184786495358e-10,2.3331586662678205e-11
1961,1.5155146086488968e-10,2.3331586662678205e-11
1962,1.1827045989390835e-10,2.3331586662678205e-11
1963,8.777029896529192e-11,2.3331586662678205e-11
1964,7.502657324774477e-11,3.7567791139852296e-11
1965,9.838509174020516e-11,3.7567791139852296e-11
1966,1.1597123459962587e-10,3.7567791139852296e-11
1967,8.420765077296214e-11,2.697993019472124e-11
1968,8.180862336765976e-11,8.01191771656765e-11
1969,1.0751441007325217e-10,8.01191771656765e-11
1970,1.2391908035417184e-10,8.01191771656765e-11
1971,1.4182088142744576e-10,5.313924697095526e-11
1972,1.0656055502275156e-10,5.313924697095526e-11
1973,1.0548260578494403e-10,6.139334378176185e-11
1974,1.3807261782318647e-10,6.139334378176185e-11
1975,1.5354457586333074e-10,8.254096810806593e-12
1976,1.33709895338325e-10,8.254096810806593e-12
1977,1.154277794378013e-10,1.628050769594428e-11
1978,1.4648554888926516e-10,3.260036486794706e-11
1979,1.7086865156905924e-10,3.260036486794706e-11
1980,1.8570776761610881e-10,2.4346268057140463e-11
1981,1.6837735273516381e-10,2.4346268057140463e-11
1982,1.5887184326038702e-10,3.175776308594891e-11
1983,1.7240900374027035e-10,3.175776308594891e-11
1984,1.937849662482703e-10,3.8432538897380046e-11
1985,1.6652762105781197e-10,2.2112681725377267e-11
1986,1.421445183780179e-10,2.9021236802595496e-11
1987,1.3085961084576984e-10,4.2396171890628813e-11
1988,1.2253142349966899e-10,4.93275817018254e-11
1989,1.3431648055688735e-10,5.5220110230434576e-11
1990,1.4465123146908557e-10,5.5220110230434576e-11
1991,1.4809520078516514e-10,1.193501428639213e-10
1992,1.5184236011402318e-10,1.8297360650430606e-10
1993,1.776077975166958e-10,2.2759592623243308e-10
1994,1.8355791489962518e-10,2.1422099114439978e-10
1995,2.0217503068512396e-10,2.2006384413155088e-10
1996,2.2598329755104833e-10,2.0675982057413326e-10
1997,2.4931629181791845e-10,2.4702749072482074e-10
1998,2.6847003588491095e-10,1.6819627139476522e-10
1999,2.755601163917376e-10,1.0999605194937447e-10
2000,2.8094925394065283e-10,7.923489443926814e-11
2001,2.955025747906705e-10,1.0965927570756001e-10
2002,3.075339249131963e-10,1.0225356672499686e-10
2003,3.396478078946227e-10,1.1772797815977143e-10
2004,3.8234750484747847e-10,7.746030800908394e-11
2005,4.247506969161969e-10,1.4702061790217158e-10
2006,4.488235259638072e-10,1.4159737370717755e-10
2007,4.767077248819212e-10,1.261948174925896e-10
2008,4.837616022054395e-10,9.577043622429774e-11
2009,4.503304056542788e-10,1.0284791966487715e-10
2010,3.800818972550722e-10,8.737350823010256e-11
2011,2.9267402068346357e-10,9.201590531193737e-11
2012,2.0895045688735474e-10,2.2455595418849736e-11
2013,1.6304020807045294e-10,5.45617306295971e-11
2014,1.143929343611072e-10,4.9194569548946123e-11
2015,8.849590182681753e-11,4.9194569548946123e-11
2016,1.0312268003806072e-10,3.674853229258217e-11
2017,1.0598115672092827e-10,4.2873287674679204e-11
2018,1.0117996440683896e-10,4.4948589295046307e-11
2019,1.0778545417311491e-10,5.618573661880788e-11
