ngram,Garbage In,Garbage Out
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,1.3449844412808228e-10,0.0
1830,1.3449844412808228e-10,0.0
1831,1.3449844412808228e-10,0.0
1832,1.3449844412808228e-10,0.0
1833,1.3449844412808228e-10,0.0
1834,1.3449844412808228e-10,0.0
1835,1.3449844412808228e-10,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,3.4539617198094315e-11,0.0
1879,3.4539617198094315e-11,0.0
1880,3.4539617198094315e-11,0.0
1881,3.4539617198094315e-11,0.0
1882,3.4539617198094315e-11,0.0
1883,3.4539617198094315e-11,0.0
1884,3.4539617198094315e-11,0.0
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,2.4886029744867042e-11,0.0
1890,2.4886029744867042e-11,0.0
1891,4.923317111136884e-11,0.0
1892,3.055520102807867e-10,0.0
1893,3.055520102807867e-10,0.0
1894,3.2654314966304044e-10,0.0
1895,3.4666438568959583e-10,0.0
1896,3.954834297349917e-10,0.0
1897,4.837215925431896e-10,1.7647633354656023e-11
1898,4.765046472478472e-10,1.7647633354656023e-11
1899,2.3748103087203477e-10,1.7647633354656023e-11
1900,2.8897054590463055e-10,1.7211618241752547e-10
1901,2.8425729528150766e-10,1.7211618241752547e-10
1902,3.295379693330729e-10,1.7211618241752547e-10
1903,2.709618402667908e-10,1.7211618241752547e-10
1904,2.1282831647833385e-10,1.5446854906286944e-10
1905,2.2464105575714655e-10,1.5446854906286944e-10
1906,2.3681045220007897e-10,1.5446854906286944e-10
1907,2.4097101298486175e-10,0.0
1908,3.4198061347031784e-10,2.606388715964414e-11
1909,3.6814869307828195e-10,2.606388715964414e-11
1910,3.791745191637576e-10,2.606388715964414e-11
1911,4.419496633735674e-10,1.1894367038919488e-10
1912,4.951369592109955e-10,1.1894367038919488e-10
1913,6.014369458811381e-10,1.325201307816088e-10
1914,5.596737646741876e-10,1.325201307816088e-10
1915,5.029654480602299e-10,1.0645624362196467e-10
1916,5.401393390098391e-10,1.0645624362196467e-10
1917,6.467061162378813e-10,1.0645624362196467e-10
1918,5.811483863582545e-10,1.357646039241394e-11
1919,6.34002131548263e-10,2.7074858228408923e-11
1920,5.863354355611123e-10,1.3498397835994984e-11
1921,6.524985155361865e-10,4.018172203698203e-11
1922,6.377691787383202e-10,4.018172203698203e-11
1923,6.023167203090501e-10,4.018172203698203e-11
1924,5.391701688292219e-10,4.018172203698203e-11
1925,5.11848115479298e-10,4.018172203698203e-11
1926,3.768641391018893e-10,9.196778457834905e-11
1927,4.18308019175687e-10,1.1355808357141735e-10
1928,4.0319416456340614e-10,8.68747593704303e-11
1929,4.5340198262522335e-10,8.68747593704303e-11
1930,3.6011056041879945e-10,8.68747593704303e-11
1931,3.1545702756335155e-10,8.68747593704303e-11
1932,4.0531762271874984e-10,8.68747593704303e-11
1933,4.933482927738098e-10,4.3597966506833277e-11
1934,3.851472930265538e-10,2.2007667513764975e-11
1935,3.83554471913453e-10,2.2007667513764975e-11
1936,3.670726639315447e-10,2.2007667513764975e-11
1937,4.0970203222087266e-10,2.2007667513764975e-11
1938,4.467670558902118e-10,4.2669829970952227e-11
1939,4.042290906764683e-10,6.633114494177964e-11
1940,4.3879803362274165e-10,6.884339923526487e-11
1941,4.4367985079547216e-10,6.884339923526487e-11
1942,5.22522069263636e-10,6.884339923526487e-11
1943,5.245553555014279e-10,6.884339923526487e-11
1944,5.360787092012487e-10,6.884339923526487e-11
1945,5.633021469910102e-10,4.818123677807762e-11
1946,6.103832558438224e-10,2.4519921807250202e-11
1947,5.350104962228589e-10,0.0
1948,6.388051397378445e-10,0.0
1949,5.77464516680694e-10,1.6168978854226778e-11
1950,6.245197573370323e-10,3.225202545507701e-11
1951,6.805204931316564e-10,6.37244413982861e-11
1952,7.105995672837143e-10,7.863556631245875e-11
1953,6.609424832834268e-10,9.355111824094209e-11
1954,6.275184994646616e-10,9.355111824094209e-11
1955,5.112850182913726e-10,1.624699650608947e-10
1956,4.560699080296311e-10,1.463009862066679e-10
1957,4.3650890441908937e-10,2.271987122247156e-10
1958,3.8296654339805714e-10,2.0704851523754642e-10
1959,4.4639394165229314e-10,3.533577448501722e-10
1960,7.038089159091701e-10,6.406038219727453e-10
1961,1.0540204839878546e-09,9.832056419023516e-10
1962,1.3896500061783001e-09,1.205464543661629e-09
1963,1.901275732090519e-09,1.7144434661624836e-09
1964,2.5284423919659714e-09,2.3451714439451774e-09
1965,3.2687422134104948e-09,2.979766512898964e-09
1966,3.914764353954833e-09,3.6389136148784473e-09
1967,4.782687833073039e-09,4.422658334795366e-09
1968,5.438888672770759e-09,4.999093424932052e-09
1969,6.097949256655966e-09,5.75912152887627e-09
1970,6.420319767893748e-09,6.209919182050985e-09
1971,6.612889474106558e-09,6.249142283008626e-09
1972,6.652148609731512e-09,6.306932436623518e-09
1973,6.727014310671718e-09,6.311594929237734e-09
1974,6.394356980418284e-09,5.939052995427931e-09
1975,5.9987369991988865e-09,5.621478203567319e-09
1976,5.754681239470269e-09,5.327046296140939e-09
1977,5.780840948789643e-09,5.21487500800991e-09
1978,5.775651576048599e-09,5.495781797902412e-09
1979,6.0990472989479775e-09,5.858874972476867e-09
1980,6.537271295720919e-09,6.1893083039673715e-09
1981,7.165868406592121e-09,7.000029127774659e-09
1982,7.802991586203234e-09,7.639139352834588e-09
1983,8.319782386832588e-09,8.184693177172773e-09
1984,8.790418805558277e-09,8.588632027795029e-09
1985,9.429100421089385e-09,9.0274176705358e-09
1986,9.333922079690637e-09,8.946160891452694e-09
1987,9.404532644704692e-09,9.374919507365576e-09
1988,9.45518825139808e-09,9.822518798330293e-09
1989,9.769592753830888e-09,1.0354293549547883e-08
1990,9.698430376252937e-09,1.035704208110896e-08
1991,1.0111763490020361e-08,1.0600096927199892e-08
1992,9.893915020597888e-09,1.0494293561131535e-08
1993,1.0258105983699091e-08,1.0906672009980412e-08
1994,1.024507818263893e-08,1.0715668987058637e-08
1995,1.005472847838616e-08,9.966885729438348e-09
1996,9.871127915062061e-09,9.47902048916863e-09
1997,9.767396542364232e-09,9.32407383049037e-09
1998,9.229774024431338e-09,9.303633672987286e-09
1999,9.067542399472067e-09,9.125715294544534e-09
2000,8.776255531829844e-09,8.973869012964184e-09
2001,8.550610124708718e-09,8.62882768412224e-09
2002,8.390444402753668e-09,8.515829184675892e-09
2003,8.17260456135013e-09,8.342135109679866e-09
2004,8.475123333287878e-09,8.62968921718935e-09
2005,8.464202925852402e-09,8.381476211484693e-09
2006,8.977544168382273e-09,8.888868434959413e-09
2007,9.45468287787727e-09,9.262331600114391e-09
2008,9.689735490171967e-09,9.643098256414565e-09
2009,9.87341142177911e-09,9.835673608904472e-09
2010,9.926434658374156e-09,1.0026643769224717e-08
2011,9.672882177775527e-09,9.850068824083077e-09
2012,9.5834093676623e-09,9.720337043209578e-09
2013,9.089224864819049e-09,9.068910892092878e-09
2014,8.408342657060887e-09,8.40761676152673e-09
2015,8.084362956850555e-09,8.058345165754384e-09
2016,7.977897263446363e-09,7.993293201938708e-09
2017,7.875223362319161e-09,7.806791139467842e-09
2018,7.832873993862676e-09,7.60259704080113e-09
2019,7.810548319220345e-09,7.584871730692555e-09
