ngram,Foo,Foso,Faoo,Foos
1629,2.3186153644668854e-07,0.0,0.0,0.0
1630,2.3186153644668854e-07,0.0,0.0,0.0
1631,8.252934386681382e-08,0.0,0.0,0.0
1632,8.252934386681382e-08,0.0,0.0,0.0
1633,8.252934386681382e-08,0.0,0.0,0.0
1634,8.252934386681382e-08,0.0,0.0,0.0
1635,8.252934386681382e-08,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,2.080911047284774e-07,0.0,0.0,0.0
1648,2.080911047284774e-07,0.0,0.0,0.0
1649,2.8631887971641845e-07,0.0,0.0,0.0
1650,2.8631887971641845e-07,0.0,0.0,0.0
1651,2.8631887971641845e-07,0.0,0.0,0.0
1652,3.419902766056891e-07,0.0,0.0,0.0
1653,3.419902766056891e-07,0.0,0.0,0.0
1654,1.7538235803320796e-07,0.0,0.0,0.0
1655,1.7538235803320796e-07,0.0,0.0,0.0
1656,1.4246191426536825e-07,0.0,0.0,0.0
1657,1.7026634679950803e-07,0.0,0.0,0.0
1658,1.7026634679950803e-07,0.0,0.0,0.0
1659,1.1459494991023738e-07,0.0,0.0,0.0
1660,1.1459494991023738e-07,0.0,0.0,0.0
1661,7.311176375424111e-08,0.0,0.0,0.0
1662,7.311176375424111e-08,0.0,0.0,0.0
1663,2.7804432534139778e-08,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,7.989679521155527e-08,0.0,0.0,0.0
1667,1.4480142697591093e-07,0.0,0.0,0.0
1668,1.4480142697591093e-07,0.0,0.0,0.0
1669,1.747555192618425e-07,0.0,0.0,0.0
1670,3.2935219199511525e-07,0.0,0.0,0.0
1671,3.2935219199511525e-07,0.0,0.0,0.0
1672,3.5395279342407905e-07,0.0,0.0,0.0
1673,2.9879886856828565e-07,0.0,0.0,0.0
1674,2.989552854160138e-07,0.0,0.0,0.0
1675,3.3327378495024665e-07,0.0,0.0,0.0
1676,3.4626620301228937e-07,0.0,0.0,0.0
1677,1.916695302790166e-07,0.0,0.0,0.0
1678,2.115881017061838e-07,0.0,0.0,0.0
1679,2.1005926953421294e-07,0.0,0.0,0.0
1680,2.2152025686799399e-07,0.0,0.0,0.0
1681,1.7883505571652287e-07,0.0,0.0,0.0
1682,1.646775891523638e-07,0.0,0.0,0.0
1683,1.6586553540167059e-07,0.0,0.0,0.0
1684,1.6586553540167059e-07,0.0,0.0,0.0
1685,1.6615279564900577e-07,0.0,0.0,0.0
1686,1.7071023299714788e-07,0.0,0.0,0.0
1687,1.3450637530760495e-07,0.0,0.0,0.0
1688,1.5872210618843902e-07,0.0,0.0,0.0
1689,1.3856107321836525e-07,0.0,0.0,0.0
1690,1.1519690750511862e-07,0.0,0.0,0.0
1691,1.396629605616389e-07,0.0,0.0,0.0
1692,1.6679321796735686e-07,0.0,0.0,0.0
1693,2.0186639915209525e-07,0.0,0.0,0.0
1694,2.26251949746776e-07,0.0,0.0,0.0
1695,2.1067397832601792e-07,0.0,0.0,0.0
1696,2.579118176169816e-07,0.0,0.0,0.0
1697,2.738769028707923e-07,0.0,0.0,0.0
1698,2.701533909592919e-07,0.0,0.0,0.0
1699,2.8816500373198194e-07,0.0,0.0,0.0
1700,2.5145832133992893e-07,0.0,0.0,0.0
1701,2.7540656739282507e-07,0.0,0.0,0.0
1702,2.923335996131625e-07,0.0,0.0,0.0
1703,3.1134302145931413e-07,0.0,0.0,0.0
1704,2.919311786594595e-07,0.0,0.0,0.0
1705,2.7118863751443965e-07,0.0,0.0,0.0
1706,3.276701465080935e-07,0.0,0.0,0.0
1707,3.1382689412242014e-07,0.0,0.0,0.0
1708,3.2336830153261484e-07,0.0,0.0,0.0
1709,3.1150271289399303e-07,0.0,0.0,0.0
1710,2.96900523721888e-07,0.0,0.0,0.0
1711,2.98961647818682e-07,0.0,0.0,0.0
1712,3.0982506769662776e-07,0.0,0.0,0.0
1713,2.0963188721420272e-07,0.0,0.0,0.0
1714,2.070510447538254e-07,0.0,0.0,0.0
1715,2.171099627698173e-07,0.0,0.0,0.0
1716,2.518745775757582e-07,0.0,0.0,8.854958163543155e-09
1717,2.460779374554737e-07,0.0,0.0,8.854958163543155e-09
1718,2.4991854883994945e-07,0.0,0.0,2.433847104807033e-08
1719,2.983189690196143e-07,0.0,0.0,2.433847104807033e-08
1720,2.8574406688416533e-07,0.0,0.0,2.433847104807033e-08
1721,3.0245263055966074e-07,0.0,0.0,2.433847104807033e-08
1722,2.4997368188093917e-07,0.0,0.0,2.433847104807033e-08
1723,1.8530919275251888e-07,0.0,0.0,1.5483512884527173e-08
1724,1.4533168065814346e-07,0.0,0.0,1.5483512884527173e-08
1725,1.3681231791906612e-07,0.0,0.0,0.0
1726,9.032347390659976e-08,0.0,0.0,6.3874980225721495e-09
1727,1.0863320909493268e-07,0.0,0.0,6.3874980225721495e-09
1728,1.0179171385159083e-07,0.0,0.0,6.3874980225721495e-09
1729,1.6917223786906887e-07,0.0,0.0,6.3874980225721495e-09
1730,1.8754677607749466e-07,0.0,0.0,6.3874980225721495e-09
1731,2.2347629372429116e-07,0.0,0.0,6.3874980225721495e-09
1732,2.901312013494005e-07,0.0,0.0,6.3874980225721495e-09
1733,3.265295914291398e-07,0.0,0.0,0.0
1734,3.352908493070572e-07,0.0,0.0,0.0
1735,3.4171987449229035e-07,0.0,0.0,0.0
1736,2.699088272249485e-07,0.0,0.0,0.0
1737,2.730456257284329e-07,0.0,0.0,0.0
1738,2.477206371460332e-07,0.0,0.0,0.0
1739,1.7282165641420632e-07,0.0,0.0,6.461832973465269e-09
1740,1.3113554889595695e-07,0.0,0.0,6.461832973465269e-09
1741,1.0094477837745736e-07,0.0,0.0,6.461832973465269e-09
1742,1.0058656333252916e-07,0.0,0.0,6.461832973465269e-09
1743,8.956191318735104e-08,0.0,0.0,6.461832973465269e-09
1744,9.758788317120499e-08,0.0,0.0,6.461832973465269e-09
1745,1.0004716192010424e-07,0.0,0.0,1.9084985020916586e-08
1746,1.0354128322985292e-07,0.0,0.0,1.2623152047451316e-08
1747,1.0853145988270236e-07,0.0,0.0,1.2623152047451316e-08
1748,1.0986957274131523e-07,0.0,0.0,1.2623152047451316e-08
1749,8.436008361708705e-08,0.0,0.0,1.2623152047451316e-08
1750,9.09575465105458e-08,0.0,0.0,1.2623152047451316e-08
1751,7.309075655825836e-08,0.0,0.0,1.2623152047451316e-08
1752,5.4156028994611916e-08,0.0,0.0,0.0
1753,5.928813199115471e-08,0.0,0.0,0.0
1754,5.099474544221851e-08,0.0,0.0,0.0
1755,5.142189734337015e-08,0.0,0.0,0.0
1756,6.659925055885196e-08,0.0,0.0,0.0
1757,6.913715745935991e-08,0.0,0.0,0.0
1758,5.7506634121295974e-08,0.0,0.0,0.0
1759,7.49006086359876e-08,0.0,0.0,0.0
1760,6.247391835602554e-08,0.0,0.0,0.0
1761,5.828984964547804e-08,0.0,0.0,0.0
1762,5.594839816832778e-08,0.0,0.0,0.0
1763,4.3609719518095906e-08,0.0,0.0,0.0
1764,7.944522474799345e-08,0.0,0.0,0.0
1765,8.207228040037404e-08,0.0,0.0,0.0
1766,6.467830588568241e-08,0.0,0.0,3.4010521383314493e-09
1767,7.673945034980534e-08,0.0,0.0,3.4010521383314493e-09
1768,8.478608799172044e-08,0.0,0.0,3.4010521383314493e-09
1769,8.551344318366968e-08,0.0,0.0,3.4010521383314493e-09
1770,9.132353337041163e-08,0.0,0.0,3.4010521383314493e-09
1771,5.1617945981011614e-08,0.0,0.0,3.4010521383314493e-09
1772,5.068396597656439e-08,0.0,0.0,6.037133967343575e-09
1773,5.068396597656439e-08,0.0,2.5951908558649197e-09,2.6360818290121254e-09
1774,4.130638079199603e-08,0.0,2.5951908558649197e-09,2.6360818290121254e-09
1775,3.614843231097049e-08,2.8886891608895635e-09,2.5951908558649197e-09,2.6360818290121254e-09
1776,3.276828256356826e-08,2.8886891608895635e-09,2.5951908558649197e-09,2.6360818290121254e-09
1777,2.411951781157638e-08,2.8886891608895635e-09,2.5951908558649197e-09,2.6360818290121254e-09
1778,2.1635373873404466e-08,2.8886891608895635e-09,2.5951908558649197e-09,2.6360818290121254e-09
1779,2.9097242964277418e-08,2.8886891608895635e-09,2.5951908558649197e-09,0.0
1780,3.144638327512439e-08,2.8886891608895635e-09,0.0,0.0
1781,2.6101456995775152e-08,2.8886891608895635e-09,0.0,0.0
1782,2.7529034797778096e-08,0.0,0.0,0.0
1783,3.134046266950463e-08,0.0,0.0,2.174599040521181e-09
1784,4.132729510989261e-08,0.0,0.0,2.174599040521181e-09
1785,4.501864100551042e-08,0.0,0.0,2.174599040521181e-09
1786,4.840990414883046e-08,0.0,0.0,2.174599040521181e-09
1787,4.9928188567654226e-08,0.0,0.0,3.463740659372304e-09
1788,1.7535718756432418e-07,0.0,0.0,3.463740659372304e-09
1789,1.7104092060143167e-07,0.0,0.0,3.463740659372304e-09
1790,1.7335591045204118e-07,0.0,0.0,2.393990022093411e-09
1791,1.7097084180152577e-07,0.0,0.0,2.393990022093411e-09
1792,1.7864575850369745e-07,0.0,0.0,2.393990022093411e-09
1793,1.7861880051230271e-07,0.0,0.0,3.3800121431884887e-09
1794,2.1267482809759842e-07,1.9959711344037193e-09,0.0,2.090870524337366e-09
1795,1.0185818309439907e-07,1.9959711344037193e-09,0.0,2.090870524337366e-09
1796,1.22717738447266e-07,1.9959711344037193e-09,0.0,2.090870524337366e-09
1797,1.274851188424821e-07,1.9959711344037193e-09,0.0,9.860221210950775e-10
1798,1.3492842855709698e-07,1.9959711344037193e-09,0.0,9.860221210950775e-10
1799,1.3039333574787243e-07,1.9959711344037193e-09,6.00769592803577e-10,9.860221210950775e-10
1800,1.2153885060277908e-07,1.9959711344037193e-09,6.00769592803577e-10,0.0
1801,9.429522914875374e-08,0.0,6.00769592803577e-10,4.643404708356716e-10
1802,9.444318647768211e-08,0.0,6.00769592803577e-10,4.643404708356716e-10
1803,9.113362864354713e-08,0.0,6.00769592803577e-10,4.643404708356716e-10
1804,1.208484720547988e-07,0.0,6.00769592803577e-10,1.3795731224064411e-09
1805,1.1203565871856621e-07,0.0,6.00769592803577e-10,3.357958339960427e-08
1806,1.1173114852372887e-07,0.0,0.0,5.969314347582205e-08
1807,1.1691514245626422e-07,0.0,0.0,9.463308774699491e-08
1808,1.2671190877508058e-07,2.35363189255671e-10,2.35363189255671e-10,1.2405987329496986e-07
1809,1.2099783778093558e-07,2.35363189255671e-10,2.35363189255671e-10,1.2442172292459475e-07
1810,1.0780659311291987e-07,4.5330084130768e-10,2.35363189255671e-10,1.2529347353280279e-07
1811,8.675205671287195e-08,4.5330084130768e-10,2.35363189255671e-10,1.7336448629049324e-07
1812,1.2420340768569205e-07,4.5330084130768e-10,2.35363189255671e-10,1.8126746335690923e-07
1813,1.333236479946923e-07,4.5330084130768e-10,2.35363189255671e-10,1.5515390328069145e-07
1814,1.5754384920439536e-07,6.622589778158629e-10,2.35363189255671e-10,1.2042291714602677e-07
1815,1.838073053761491e-07,4.268957885601919e-10,0.0,1.1583322318780326e-07
1816,2.8449072380405074e-07,4.268957885601919e-10,0.0,1.4000365528803777e-07
1817,3.4096035709093743e-07,2.0895813650818289e-10,0.0,1.653480833680681e-07
1818,3.4501200778842236e-07,2.0895813650818289e-10,1.0742091660631559e-09,1.249555112873121e-07
1819,3.2988491024557985e-07,3.592555776675356e-10,1.0742091660631559e-09,8.530341628303667e-08
1820,3.37251330100636e-07,8.014463695868049e-10,1.0742091660631559e-09,8.574560707495595e-08
1821,3.190500978332368e-07,5.924882330786221e-10,1.0742091660631559e-09,9.929195440453295e-08
1822,2.880309263478661e-07,5.924882330786221e-10,1.0742091660631559e-09,1.0780289416700839e-07
1823,1.9178569386570287e-07,5.924882330786221e-10,1.0742091660631559e-09,8.439431458435414e-08
1824,1.469175897130169e-07,1.1289682997985194e-09,1.2083291827431302e-09,1.0874138015434401e-07
1825,1.5529246866208268e-07,1.1289682997985194e-09,3.8735362536560357e-10,1.0078079082376235e-07
1826,1.3823028512303737e-07,9.786708586391667e-10,3.8735362536560357e-10,1.0056689497035215e-07
1827,1.3052653611924014e-07,5.364800667198974e-10,3.8735362536560357e-10,1.0033384539071782e-07
1828,1.7266233141656683e-07,6.468093759006064e-10,4.976829345463127e-10,8.668886923381334e-08
1829,2.4000564938627835e-07,7.170836543605016e-10,4.976829345463127e-10,6.109858784781557e-08
1830,2.6321347133619254e-07,1.0029972963288003e-09,4.976829345463127e-10,6.130914932083493e-08
1831,3.0949261185599296e-07,4.665172296089029e-10,3.635629178663383e-10,1.2975377034723273e-08
1832,2.884235215105946e-07,4.665172296089029e-10,1.954787680930841e-10,1.2512591954624445e-08
1833,2.9853849525807163e-07,4.665172296089029e-10,4.429135550384647e-10,1.2935421567217276e-08
1834,2.9091336476280307e-07,4.665172296089029e-10,4.429135550384647e-10,1.330770174215853e-08
1835,2.826565820766648e-07,3.5618792042819385e-10,5.001510475618634e-10,1.4705473632454463e-08
1836,2.127280883509489e-07,2.859136419682987e-10,6.502734065502328e-10,6.633505554378059e-09
1837,2.566523461057711e-07,0.0,6.502734065502328e-10,7.545042939633667e-09
1838,2.442536352223864e-07,0.0,6.502734065502328e-10,1.088896071723054e-07
1839,2.7124857077913997e-07,0.0,5.651239476378578e-10,1.3963813486458525e-07
1840,2.993748345098928e-07,0.0,3.1768916069247714e-10,1.3965858244472225e-07
1841,3.3355496498188586e-07,1.3995522201477277e-10,4.576443827072499e-10,1.3949702672354037e-07
1842,3.029800471462555e-07,1.3995522201477277e-10,3.508930209886582e-10,1.3817137183609012e-07
1843,3.209266675899666e-07,1.3995522201477277e-10,2.0077066200028882e-10,1.3854584571656607e-07
1844,3.816226897665079e-07,3.403037851512636e-10,2.0077066200028882e-10,1.3843709613579692e-07
1845,3.9198034431007856e-07,3.403037851512636e-10,2.0077066200028882e-10,3.5930880175933614e-08
1846,3.941461435325826e-07,4.055242847871605e-10,2.0077066200028882e-10,7.0991095541777276e-09
1847,3.9059193974415915e-07,4.66129749878062e-10,2.6137612709119043e-10,7.570339656735671e-09
1848,3.694072380052863e-07,4.902375450033247e-10,2.3079625512321756e-10,8.189539839926446e-09
1849,3.94675579075608e-07,4.902375450033247e-10,2.2372035176790713e-10,1.0102935504059068e-08
1850,4.171393105220237e-07,5.377074539593605e-10,3.1866016967997876e-10,1.1667015290380992e-08
1851,3.0126965303419896e-07,5.695018623352865e-10,5.508031411923956e-10,1.0226392811927911e-08
1852,2.7514978536860977e-07,5.695018623352865e-10,5.508031411923956e-10,1.037205026627979e-08
1853,2.67401418341251e-07,6.008000446351097e-10,5.508031411923956e-10,8.960625067341458e-09
1854,2.994474397967549e-07,7.422020220637648e-10,6.417032619562438e-10,9.273675224566854e-09
1855,3.252855711772489e-07,5.781390049237294e-10,5.323279119094439e-10,1.3169773779456558e-08
1856,4.3561069722792514e-07,7.272354226753716e-10,5.779859844702782e-10,1.226670314531069e-08
1857,4.3828541557949005e-07,6.797655137193357e-10,5.79314620084505e-10,1.0707503613919097e-08
1858,4.7620641144671285e-07,4.4762254220691895e-10,4.6237867503050115e-10,1.1911990663701237e-08
1859,4.828287428283926e-07,5.085519307255839e-10,7.060962291051607e-10,1.3684052906676974e-08
1860,4.942708114543035e-07,5.340236665572564e-10,7.060962291051607e-10,1.4655292693685088e-08
1861,4.7490254522537203e-07,3.320162240376996e-10,6.110773236629135e-10,1.488533915175846e-08
1862,4.686736230853837e-07,4.991710378376979e-10,7.225138661962457e-10,1.2067469024046318e-08
1863,3.582928229661775e-07,4.932882673764588e-10,8.618056585823248e-10,1.1829455288341656e-08
1864,3.523696372147762e-07,5.403833888298745e-10,8.126323265094421e-10,1.2618642194642656e-08
1865,3.3893754545845566e-07,5.846099398227572e-10,8.743315040225599e-10,1.2531014765520304e-08
1866,3.428744922270458e-07,6.12159791111923e-10,6.306139499479002e-10,1.1845935089991956e-08
1867,3.740489294809127e-07,5.333818307663916e-10,6.738264073697614e-10,1.4693160022005713e-08
1868,3.8487199763689463e-07,5.333818307663916e-10,6.173397269572587e-10,1.8286339997786172e-08
1869,4.212902321601827e-07,4.4539878927908813e-10,7.038326191707459e-10,2.3017403792481772e-08
1870,4.121108645449567e-07,3.444216023495983e-10,6.76325527328357e-10,2.8271405660973414e-08
1871,4.061223332233307e-07,4.190546639851586e-10,6.698064682262941e-10,2.8778665038333073e-08
1872,4.90798827611018e-07,3.748281129922759e-10,5.338519745315803e-10,2.9422479183186364e-08
1873,5.371684689440112e-07,4.0337513488150224e-10,5.338519745315803e-10,3.359747197911085e-08
1874,5.067673904639898e-07,6.78088394958008e-10,5.30380231797015e-10,3.216341148970514e-08
1875,5.271835651196202e-07,6.78088394958008e-10,5.704952621421455e-10,3.6543353739862794e-08
1876,4.833438538298651e-07,6.3724860705732e-10,4.492297962193399e-10,3.678641264619793e-08
1877,4.959452480436864e-07,6.649154917136104e-10,3.429025000453326e-10,3.655438897607967e-08
1878,5.01637414020349e-07,7.246141028475047e-10,3.748971569691609e-10,5.3451711882043385e-08
1879,4.07843393596912e-07,7.944417306544288e-10,4.03773074499268e-10,5.989763148964552e-08
1880,3.4626955677400216e-07,6.774154689573716e-10,4.366597579551014e-10,5.7730334037030066e-08
1881,3.5021724288851276e-07,3.910553468346377e-10,6.178782148623187e-10,6.152003300436653e-08
1882,3.1187697808426104e-07,3.910553468346377e-10,8.694493835210387e-10,6.04084396473224e-08
1883,3.2556858846939054e-07,4.169686183632036e-10,8.570306706375977e-10,5.89384825389061e-08
1884,3.103194075038118e-07,6.216634270853458e-10,9.352410929031052e-10,6.321341164802366e-08
1885,2.882675979825373e-07,4.98283188519823e-10,1.0077867687189164e-09,7.055307043352904e-08
1886,2.8304266460768955e-07,5.11221410442226e-10,9.379591409119925e-10,7.213372248721888e-08
1887,3.015816523494712e-07,5.664893474945285e-10,9.603403945084616e-10,7.727638414881507e-08
1888,2.945049024966855e-07,6.699379582832319e-10,7.933869077587324e-10,8.090375303027031e-08
1889,2.714301063276382e-07,9.578178052281417e-10,6.063842880202738e-10,8.15597788670987e-08
1890,2.602609470159223e-07,9.694596236897723e-10,5.92730412371115e-10,8.886441703128054e-08
1891,2.6732288915809477e-07,7.972816771863376e-10,6.145053910167064e-10,8.882916802122054e-08
1892,2.8991205981908153e-07,8.291214500680663e-10,5.592753244647903e-10,7.290094673960215e-08
1893,2.8965322737154307e-07,8.847256459189521e-10,6.515220188748775e-10,6.991231619021424e-08
1894,2.7791116760259425e-07,9.39916573144168e-10,7.067129461000934e-10,7.064580641115623e-08
1895,2.6524893671973716e-07,1.0801280504933531e-09,6.738784688994518e-10,8.415568229582147e-08
1896,2.6300053588913996e-07,1.3542805289899563e-09,6.273361671408192e-10,9.533173488713536e-08
1897,2.6462074791717374e-07,2.727380416749676e-09,6.324750524898195e-10,9.617101274069942e-08
1898,2.6017376139212243e-07,3.2021815913171483e-09,4.997873107434206e-10,9.962752806862746e-08
1899,2.433491163498859e-07,4.0047766531563815e-09,4.281148887777927e-10,1.0433717889668515e-07
1900,2.428949008909902e-07,5.077137171000905e-09,5.346448403046164e-10,1.0669061469213505e-07
1901,2.3531693216227723e-07,6.286203240486137e-09,4.92732723670183e-10,1.1491110793063594e-07
1902,2.3030381157695956e-07,6.9407652323962205e-09,5.059980965972852e-10,1.0790136327289344e-07
1903,2.3294191261616755e-07,7.207568446838357e-09,4.956742516437629e-10,1.0624165115911768e-07
1904,2.1447378425624004e-07,6.091510026554456e-09,4.557977259511681e-10,1.067446413165791e-07
1905,1.9402922037313276e-07,5.834472746205474e-09,5.666073969139746e-10,1.1949452272119743e-07
1906,1.7938319680459764e-07,5.360895981100709e-09,6.414834070679807e-10,1.3502853184783297e-07
1907,1.6678984390442304e-07,4.604320797645707e-09,4.5735693506219835e-10,1.4888403399027084e-07
1908,1.6619008696190057e-07,3.490662679541044e-09,4.848813701742647e-10,1.5665176635236223e-07
1909,1.6325319458181703e-07,2.7675901411886426e-09,5.193498379368095e-10,1.5728666166329015e-07
1910,1.5495121934756234e-07,2.310649624018676e-09,5.679496367253353e-10,1.5730442929192838e-07
1911,1.6045159156874433e-07,2.285235572203297e-09,7.058531418088368e-10,1.5978162589850138e-07
1912,1.707783212623326e-07,2.0947784380125664e-09,6.093754429630544e-10,1.5045394568297915e-07
1913,1.796199415236645e-07,2.090513468682482e-09,5.734772022338217e-10,1.368327632787571e-07
1914,1.8370517450096357e-07,1.72405702412805e-09,7.342248991332972e-10,1.286514930143312e-07
1915,1.8301917797154082e-07,1.6935161527088992e-09,6.859698840701509e-10,1.1790764326795917e-07
1916,1.914638809401887e-07,1.6373196449442113e-09,7.374797360095085e-10,1.1173492911861363e-07
1917,1.995879586047522e-07,1.3631847634825484e-09,7.248569125880725e-10,1.0402159590837203e-07
1918,2.1370484911845518e-07,1.1850924289521662e-09,6.861415800609092e-10,1.006065153725493e-07
1919,2.141480471047024e-07,1.169011435272641e-09,6.422741743212462e-10,9.290138182547838e-08
1920,2.1282760493639736e-07,8.239767439783513e-10,6.082841532060814e-10,8.407918729501165e-08
1921,2.0675603756054833e-07,8.768358499595357e-10,4.6099789065477484e-10,7.490969926899587e-08
1922,2.0738060259515934e-07,1.0637793582520975e-09,5.339382071399359e-10,6.735433848754318e-08
1923,2.040548139348175e-07,1.0360279539029754e-09,5.362905318241826e-10,7.123627300740867e-08
1924,2.0270719655205278e-07,1.182483111428212e-09,5.257607167090989e-10,8.083953620793441e-08
1925,1.8527794257546963e-07,1.1680868336075685e-09,5.027395047882014e-10,7.650407748574903e-08
1926,1.7895515164972104e-07,1.5358230956838019e-09,4.83045228816259e-10,7.481619438262247e-08
1927,1.743085919412936e-07,1.6708635427623415e-09,5.735354710997445e-10,7.258856119359994e-08
1928,1.7766544959028708e-07,1.8268288152053662e-09,5.910428357054037e-10,7.328346894399016e-08
