ngram,Cookie,Cookite
1685,2.3071769256992932e-08,0.0
1686,0.0,0.0
1687,0.0,0.0
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,1.29978526989102e-08,0.0
1701,1.29978526989102e-08,0.0
1702,1.29978526989102e-08,0.0
1703,2.403906255007574e-08,0.0
1704,2.403906255007574e-08,0.0
1705,2.403906255007574e-08,0.0
1706,2.403906255007574e-08,0.0
1707,1.104120985116554e-08,0.0
1708,1.104120985116554e-08,0.0
1709,1.104120985116554e-08,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,3.2454045546208883e-08,0.0
1714,3.2454045546208883e-08,0.0
1715,3.2454045546208883e-08,0.0
1716,3.2454045546208883e-08,0.0
1717,3.2454045546208883e-08,0.0
1718,3.2454045546208883e-08,0.0
1719,3.2454045546208883e-08,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,2.8829215839972935e-09,0.0
1771,2.8829215839972935e-09,0.0
1772,2.8829215839972935e-09,0.0
1773,2.8829215839972935e-09,0.0
1774,2.8829215839972935e-09,0.0
1775,2.8829215839972935e-09,0.0
1776,2.8829215839972935e-09,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,9.481616127158888e-10,0.0
1797,3.782779994005685e-09,0.0
1798,4.940093350264923e-09,0.0
1799,4.940093350264923e-09,0.0
1800,4.940093350264923e-09,0.0
1801,5.404433821100594e-09,0.0
1802,5.8385606191028015e-09,0.0
1803,4.890399006386912e-09,0.0
1804,2.055780625097116e-09,0.0
1805,8.984672688378786e-10,0.0
1806,8.984672688378786e-10,0.0
1807,1.1076884964822398e-09,0.0
1808,6.433480256465682e-10,0.0
1809,2.092212276443612e-10,1.809248148124506e-10
1810,4.271588796963702e-10,1.809248148124506e-10
1811,8.959267613509578e-10,1.809248148124506e-10
1812,1.1346350208591665e-09,1.809248148124506e-10
1813,1.1346350208591665e-09,1.809248148124506e-10
1814,9.254137932148052e-10,1.809248148124506e-10
1815,1.118554502989509e-09,1.809248148124506e-10
1816,1.118554502989509e-09,0.0
1817,9.006168509374999e-10,0.0
1818,4.318489692829124e-10,0.0
1819,1.9314070977470366e-10,0.0
1820,3.405376457012364e-10,0.0
1821,5.976461547874123e-10,0.0
1822,4.0450544501270866e-10,0.0
1823,6.854309818139979e-10,0.0
1824,2.8313512486935875e-09,0.0
1825,2.8313512486935875e-09,0.0
1826,3.305344220549955e-09,0.0
1827,3.6808003153357814e-09,0.0
1828,3.4236918062496055e-09,0.0
1829,5.040000163246207e-09,0.0
1830,5.521510962732837e-09,0.0
1831,3.5613800162894093e-09,0.0
1832,3.7316789341141595e-09,0.0
1833,3.3401642245729182e-09,0.0
1834,2.8173111938605596e-09,0.0
1835,3.2362281901906644e-09,0.0
1836,1.6949810126882475e-09,1.2009788719069547e-09
1837,1.319751736466352e-09,1.2009788719069547e-09
1838,1.7445683945079997e-09,1.2009788719069547e-09
1839,1.6500509133646597e-09,1.2009788719069547e-09
1840,1.7187445831647251e-09,1.2009788719069547e-09
1841,1.7187445831647251e-09,1.2009788719069547e-09
1842,2.637767250655644e-09,1.2009788719069547e-09
1843,2.693855131027537e-09,0.0
1844,2.44021378500595e-09,0.0
1845,2.230040382514683e-09,2.0021628799327118e-10
1846,2.2846999451050667e-09,2.0021628799327118e-10
1847,2.4365553305142183e-09,2.0021628799327118e-10
1848,3.09280739907436e-09,2.0021628799327118e-10
1849,1.9160863451439525e-09,2.0021628799327118e-10
1850,2.2596363589779044e-09,2.0021628799327118e-10
1851,3.101071169694539e-09,2.0021628799327118e-10
1852,3.459062139895711e-09,0.0
1853,3.7629552014044924e-09,0.0
1854,3.964946482248877e-09,0.0
1855,3.8862136524692966e-09,5.250174898005103e-11
1856,4.221983080603715e-09,5.250174898005103e-11
1857,4.3730289231039674e-09,5.250174898005103e-11
1858,3.916460013440672e-09,5.250174898005103e-11
1859,4.864059345775575e-09,5.250174898005103e-11
1860,5.893610298203709e-09,5.250174898005103e-11
1861,5.783998454792336e-09,5.250174898005103e-11
1862,5.819380184084772e-09,0.0
1863,5.704295194927259e-09,0.0
1864,5.455311250354303e-09,0.0
1865,5.909863741239616e-09,0.0
1866,4.646237077616482e-09,0.0
1867,3.5712641732743577e-09,0.0
1868,5.192383792770475e-09,0.0
1869,5.014927584312545e-09,0.0
1870,5.013152686623406e-09,0.0
1871,5.691369344061416e-09,0.0
1872,6.1516950898367534e-09,0.0
1873,6.684517701265642e-09,1.170262616970571e-10
1874,6.93145702739579e-09,1.56766976384353e-10
1875,5.396311017083885e-09,3.1722709776487486e-10
1876,6.1491577544156175e-09,3.9389106658888855e-10
1877,6.747676417617754e-09,4.2884273909749027e-10
1878,6.636118162920265e-09,4.2884273909749027e-10
1879,5.8661707555022045e-09,4.6375655300095227e-10
1880,6.33796599330034e-09,3.4673029130389514e-10
1881,8.006403127782034e-09,4.332519581191312e-10
1882,8.43249095946622e-09,3.052014157273979e-10
1883,8.625472463259193e-09,2.92782702843957e-10
1884,9.141860094327318e-09,4.4089646616158566e-10
1885,9.562534827470666e-09,4.4089646616158566e-10
1886,1.0830375517047384e-08,4.0598265225812366e-10
1887,1.0543988095333492e-08,4.0598265225812366e-10
1888,9.130793327776537e-09,2.797202707555917e-10
1889,9.348673581298174e-09,2.4731069176680316e-10
1890,9.029819558747931e-09,1.8306543582623037e-10
1891,8.507777086005523e-09,2.5605051808977717e-11
1892,7.88524521867982e-09,1.8290612873490224e-10
1893,6.738138999143725e-09,2.0596780233742403e-10
1894,6.306540876823062e-09,2.722431209039351e-10
1895,6.5586923194059315e-09,3.9927036676878913e-10
1896,7.623331997409975e-09,3.9927036676878913e-10
1897,9.235965833401646e-09,4.36423877195732e-10
1898,9.471531178409772e-09,4.829714981121772e-10
1899,1.0351006591540518e-08,3.2567042118625267e-10
1900,1.1500464326884087e-08,3.026087475837309e-10
1901,1.317057193464929e-08,2.3633342901721987e-10
1902,1.507496400725878e-08,2.4705250543734433e-10
1903,1.400071601511042e-08,2.4705250543734433e-10
1904,1.5273244510386315e-08,2.0989899501040147e-10
1905,1.5147214403400866e-08,1.3774632228497856e-10
1906,1.4736345730982845e-08,3.7047111410361463e-10
1907,1.4721963838480536e-08,5.316230313111094e-10
1908,1.9171330427931414e-08,6.002452979103623e-10
1909,1.952760239224257e-08,4.900609937693748e-10
1910,3.629037210422277e-08,5.176087733030751e-10
1911,3.9695183013626386e-08,5.176087733030751e-10
1912,4.5070176289487204e-08,5.608510957242987e-10
1913,4.7177124556136666e-08,3.2812630390566255e-10
1914,5.0037543886105595e-08,1.6697438669816782e-10
1915,5.764546249866141e-08,9.83521200989149e-11
1916,6.345329315950363e-08,4.3203478691403573e-10
1917,5.142642603824957e-08,4.3241847602626393e-10
1918,4.863256946358823e-08,4.4679871508928366e-10
1919,4.701920859011872e-08,4.177621393660783e-10
1920,4.8876060532165866e-08,4.177621393660783e-10
1921,5.238939288736739e-08,4.177621393660783e-10
1922,4.754518759649987e-08,4.177621393660783e-10
1923,4.57976950331483e-08,5.65174544069664e-11
1924,5.0593839720899525e-08,5.300751603527181e-11
1925,5.871115606380174e-08,6.163245211806715e-11
1926,6.358633289745999e-08,4.742670542004898e-11
1927,7.323778612138604e-08,7.016508406034104e-11
1928,7.926921950586672e-08,7.016508406034104e-11
1929,8.826735000054344e-08,7.016508406034104e-11
1930,9.615935222687508e-08,7.016508406034104e-11
1931,9.474558433047215e-08,4.5743553786107125e-11
1932,9.318205838683622e-08,2.273837864029206e-11
1933,1.0058325118831948e-07,2.273837864029206e-11
1934,9.447536391300154e-08,0.0
1935,9.435107679272342e-08,0.0
1936,8.920349919045683e-08,2.093743234343748e-11
1937,9.68058415651285e-08,2.093743234343748e-11
1938,1.0510413517295092e-07,2.093743234343748e-11
1939,1.1398171092683437e-07,2.093743234343748e-11
1940,1.1476170616983186e-07,9.831721746257825e-11
1941,1.2559737732382408e-07,9.831721746257825e-11
1942,1.3650461637228416e-07,1.2322526332653183e-10
1943,1.458681850863286e-07,1.0228783098309435e-10
1944,1.3857990564604604e-07,1.0228783098309435e-10
1945,1.4075548396671626e-07,1.2105725152470167e-10
1946,1.4035853825232281e-07,1.37605355681509e-10
1947,1.38005014654092e-07,9.333952261896578e-11
1948,1.4523040801707664e-07,1.1043952260639652e-10
1949,1.414488264929657e-07,8.553147674244294e-11
1950,1.381312212548177e-07,1.024514520838896e-10
1951,1.452655666867031e-07,1.024514520838896e-10
1952,1.5948205702086072e-07,8.368203154228228e-11
1953,1.6083423202774482e-07,6.713392738547493e-11
1954,1.6382410754951187e-07,3.4019975328877397e-11
1955,1.5540972445445993e-07,1.6919975341446657e-11
1956,1.527910557440139e-07,4.3855986302838397e-11
1957,1.5330271553791265e-07,2.693601096139174e-11
1958,1.46363167427158e-07,5.073962678585937e-11
1959,1.2704184878690024e-07,5.073962678585937e-11
1960,1.2286788932312576e-07,5.073962678585937e-11
1961,1.1900827498071262e-07,6.199519568341115e-11
1962,1.143756226237461e-07,6.199519568341115e-11
1963,1.1098982862936932e-07,5.4866897731502866e-11
1964,1.0411765621094154e-07,6.386020779640994e-11
1965,1.0530091490831442e-07,4.005659197194232e-11
1966,1.0976123020002757e-07,4.884966340165267e-11
1967,1.0788449803352965e-07,7.538370027410884e-11
1968,1.102206519070543e-07,7.298467286880645e-11
1969,1.1488272682364758e-07,8.196155857184299e-11
1970,1.1653046121702054e-07,7.092335449091332e-11
1971,1.255983771589594e-07,9.773364657255407e-11
1972,1.3105382074789824e-07,1.0642909173011868e-10
1973,1.3476349534715026e-07,1.0589011711121493e-10
1974,1.4823051332411653e-07,7.935608023875877e-11
1975,1.5724859382869128e-07,7.860903892106411e-11
1976,1.844536652941185e-07,6.963215321802757e-11
1977,1.9876358895284545e-07,6.086264428947378e-11
1978,2.1427896155858305e-07,3.321897072892734e-11
1979,2.2849610356193546e-07,2.4523525571362725e-11
1980,2.4877857843616115e-07,7.896404809788165e-11
1981,2.607024579707026e-07,1.094832424124765e-10
1982,2.8301614309254675e-07,1.0878523726673021e-10
1983,2.954826884758534e-07,1.3839526003375394e-10
1984,3.0893212559541486e-07,1.5309644673032275e-10
1985,3.2761193275681375e-07,1.811068943623008e-10
1986,3.5058089257030846e-07,1.811068943623008e-10
1987,3.648102132761518e-07,1.3847467716139e-10
1988,3.886404158492951e-07,1.287497122803849e-10
1989,4.127955069829373e-07,1.2133821725157645e-10
1990,4.2148462447195403e-07,9.838565676442305e-11
1991,4.4876858445214954e-07,2.47916177666317e-10
1992,4.590155689194424e-07,2.1174580144833755e-10
1993,4.688730094975264e-07,2.1174580144833755e-10
1994,4.840590374247508e-07,1.9168339931192284e-10
1995,5.113114087050365e-07,1.8366343267668077e-10
1996,5.306948683677806e-07,1.8366343267668077e-10
1997,5.547901155620951e-07,1.827584948456616e-10
1998,5.878699726378857e-07,2.430457472184828e-11
1999,6.485548656850629e-07,3.515106311183633e-11
2000,6.929969101422882e-07,4.5535921759455784e-11
2001,7.253278795360529e-07,1.9765782413583288e-10
2002,7.478806846198235e-07,1.9562066896905428e-10
2003,7.720911493639246e-07,2.0593694358932753e-10
2004,7.93007383695762e-07,2.0018441914047636e-10
2005,7.899104892723179e-07,2.2421819361501909e-10
2006,7.795900549873685e-07,2.1851827738157096e-10
2007,7.938972755385163e-07,2.1350057981460247e-10
2008,8.392351073130808e-07,6.666975701666696e-11
2009,8.770855239552995e-07,6.008132855315842e-11
2010,8.960039232468781e-07,5.795284614299298e-11
2011,9.473719079064072e-07,5.795284614299298e-11
2012,1.0099029818125667e-06,3.3481141718210465e-11
2013,1.0655523721782499e-06,3.3685592262006865e-11
2014,1.0857502843464317e-06,6.468868322950794e-11
2015,1.0883482397210692e-06,6.482827494071395e-11
2016,1.0844526140577467e-06,6.693808156575467e-11
2017,1.1076800205955806e-06,6.854200424825467e-11
2018,1.100828649214236e-06,8.22504050979056e-11
2019,1.088114686353947e-06,9.34682557046651e-11
