ngram,Unix,Unitx
1689,0.0,0.0
1690,2.0770290884034433e-08,0.0
1691,2.0770290884034433e-08,0.0
1692,2.0770290884034433e-08,0.0
1693,2.0770290884034433e-08,0.0
1694,2.0770290884034433e-08,0.0
1695,2.0770290884034433e-08,0.0
1696,2.0770290884034433e-08,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,9.666759329515377e-09,0.0
1702,9.666759329515377e-09,0.0
1703,3.1749179031846456e-08,0.0
1704,3.1749179031846456e-08,0.0
1705,3.1749179031846456e-08,0.0
1706,3.1749179031846456e-08,0.0
1707,3.1749179031846456e-08,0.0
1708,2.208241970233108e-08,0.0
1709,2.208241970233108e-08,0.0
1710,0.0,0.0
1711,9.692328717392229e-09,0.0
1712,9.692328717392229e-09,0.0
1713,9.692328717392229e-09,0.0
1714,4.7978770924471196e-08,0.0
1715,4.7978770924471196e-08,0.0
1716,4.7978770924471196e-08,0.0
1717,4.7978770924471196e-08,0.0
1718,3.828644220707897e-08,0.0
1719,3.828644220707897e-08,0.0
1720,3.828644220707897e-08,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,6.3874980225721495e-09,0.0
1727,6.3874980225721495e-09,0.0
1728,6.3874980225721495e-09,0.0
1729,1.2759474746612146e-08,0.0
1730,1.2759474746612146e-08,0.0
1731,1.2759474746612146e-08,0.0
1732,1.9017998604502802e-08,0.0
1733,1.965527017335132e-08,0.0
1734,1.965527017335132e-08,0.0
1735,1.965527017335132e-08,0.0
1736,1.3283293449311323e-08,0.0
1737,1.3283293449311323e-08,0.0
1738,1.3283293449311323e-08,0.0
1739,1.0255686078153303e-08,0.0
1740,3.2309164867326346e-09,0.0
1741,9.172267263173645e-09,0.0
1742,9.172267263173645e-09,0.0
1743,9.172267263173645e-09,0.0
1744,1.363632762263478e-08,0.0
1745,1.994790364636044e-08,0.0
1746,1.6716987159627805e-08,0.0
1747,2.087613891278904e-08,0.0
1748,1.4934788136348028e-08,0.0
1749,1.4934788136348028e-08,0.0
1750,1.8233519583077396e-08,0.0
1751,1.376945922361626e-08,0.0
1752,7.457883199890603e-09,0.0
1753,1.2487235626476182e-08,0.0
1754,1.251215258386245e-08,0.0
1755,1.251215258386245e-08,0.0
1756,1.251215258386245e-08,0.0
1757,9.213421137133082e-09,0.0
1758,9.213421137133082e-09,0.0
1759,9.213421137133082e-09,0.0
1760,4.184068710547503e-09,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,2.9474084125727782e-09,0.0
1766,2.9474084125727782e-09,0.0
1767,5.891910705356298e-09,0.0
1768,5.891910705356298e-09,0.0
1769,5.891910705356298e-09,0.0
1770,5.891910705356298e-09,0.0
1771,5.891910705356298e-09,0.0
1772,5.5805841217956444e-09,0.0
1773,5.5805841217956444e-09,0.0
1774,2.6360818290121254e-09,0.0
1775,2.6360818290121254e-09,0.0
1776,2.6360818290121254e-09,0.0
1777,5.554132138334873e-09,0.0
1778,5.554132138334873e-09,0.0
1779,2.9180503093227473e-09,0.0
1780,5.267190620169718e-09,0.0
1781,7.179707495197363e-09,0.0
1782,7.179707495197363e-09,0.0
1783,7.179707495197363e-09,0.0
1784,4.261657185874615e-09,0.0
1785,4.261657185874615e-09,0.0
1786,4.261657185874615e-09,0.0
1787,4.49080011272989e-09,0.0
1788,2.5782832377022456e-09,0.0
1789,4.905052871809598e-09,0.0
1790,6.009901275051886e-09,0.0
1791,7.095867512621876e-09,0.0
1792,7.095867512621876e-09,0.0
1793,7.095867512621876e-09,0.0
1794,4.51758427491963e-09,0.0
1795,5.430856399511543e-09,0.0
1796,4.05224837812008e-09,0.0
1797,2.947399974877791e-09,0.0
1798,5.333373932968146e-09,0.0
1799,6.5349131185753e-09,0.0
1800,6.946577027885528e-09,0.0
1801,6.946577027885528e-09,0.0
1802,6.90155849929803e-09,0.0
1803,6.304396845838564e-09,0.0
1804,6.914551946885743e-09,0.0
1805,3.7022892529492424e-09,0.0
1806,3.0178502712680758e-09,0.0
1807,3.443071272535292e-09,0.0
1808,4.384524029557976e-09,0.0
1809,4.059044893851243e-09,0.0
1810,3.9259825866468285e-09,0.0
1811,4.01897930808153e-09,0.0
1812,4.236718325374105e-09,0.0
1813,4.495535737320771e-09,0.0
1814,3.867608963251509e-09,0.0
1815,3.312437625778232e-09,0.0
1816,2.7696631654805515e-09,0.0
1817,3.4084633686910185e-09,0.0
1818,3.4214510113983465e-09,0.0
1819,3.6955216823183636e-09,0.0
1820,3.656588761938703e-09,0.0
1821,3.576184879973608e-09,0.0
1822,4.063285779271857e-09,0.0
1823,4.9060624213963826e-09,0.0
1824,4.45168461617383e-09,0.0
1825,4.242012368355879e-09,0.0
1826,3.846019923172049e-09,0.0
1827,3.5273176522489435e-09,0.0
1828,4.060739268650439e-09,0.0
1829,3.538728326241929e-09,0.0
1830,3.0771698522613633e-09,0.0
1831,3.2321777952505825e-09,0.0
1832,3.151457888301528e-09,0.0
1833,3.2083544709848866e-09,0.0
1834,3.4545535955641883e-09,0.0
1835,3.5466283243579255e-09,0.0
1836,3.7206852202384e-09,0.0
1837,3.6492326938031283e-09,0.0
1838,3.702470679251795e-09,0.0
1839,3.504067670943657e-09,0.0
1840,3.4696061579353454e-09,0.0
1841,2.9450798308009294e-09,0.0
1842,2.555921855115376e-09,0.0
1843,2.358366232460948e-09,0.0
1844,2.6496462801617326e-09,0.0
1845,2.3727341361531475e-09,0.0
1846,2.406271832582669e-09,0.0
1847,2.7556076309664945e-09,6.060546509090159e-11
1848,3.4359675263725566e-09,6.060546509090159e-11
1849,3.82342838342201e-09,6.060546509090159e-11
1850,4.302544178079261e-09,6.060546509090159e-11
1851,4.305070220946204e-09,6.060546509090159e-11
1852,4.3758689529026034e-09,6.060546509090159e-11
1853,4.742358379011031e-09,6.060546509090159e-11
1854,4.772620647892316e-09,0.0
1855,4.792333514152298e-09,0.0
1856,4.835160906578397e-09,0.0
1857,4.702051636940041e-09,0.0
1858,5.020136116330929e-09,0.0
1859,5.285866791889962e-09,0.0
1860,5.573423500493391e-09,0.0
1861,5.663195817058002e-09,0.0
1862,5.49178708857718e-09,0.0
1863,5.412674435640546e-09,0.0
1864,5.162651354037198e-09,0.0
1865,4.594807550312956e-09,0.0
1866,5.207533293472011e-09,0.0
1867,4.984004478966345e-09,0.0
1868,4.853691448758468e-09,0.0
1869,5.016375790946524e-09,0.0
1870,4.764908626394718e-09,0.0
1871,4.909117430023408e-09,4.057606235135276e-11
1872,5.29243582292338e-09,4.057606235135276e-11
1873,4.594618146264955e-09,4.057606235135276e-11
1874,4.77751457442618e-09,4.057606235135276e-11
1875,4.8628279815586345e-09,4.057606235135276e-11
1876,4.606504130525277e-09,4.057606235135276e-11
1877,5.435114961268742e-09,4.057606235135276e-11
1878,5.7378987275821405e-09,0.0
1879,5.629216584931587e-09,0.0
1880,5.997799082787683e-09,6.577336691166685e-11
1881,5.849512049341651e-09,6.577336691166685e-11
1882,6.181546766522875e-09,6.577336691166685e-11
1883,6.602368493194685e-09,6.577336691166685e-11
1884,5.8888638727288316e-09,9.628427420439932e-11
1885,5.830666996839032e-09,9.628427420439932e-11
1886,6.002288190286111e-09,9.628427420439932e-11
1887,5.7946915202730256e-09,3.051090729273247e-11
1888,5.959776608729531e-09,3.051090729273247e-11
1889,5.4012010102561754e-09,3.051090729273247e-11
1890,5.1642702178103914e-09,3.051090729273247e-11
1891,5.583159966095406e-09,2.5605051808977717e-11
1892,5.512070419147871e-09,4.8076633943746774e-11
1893,5.4269124432388645e-09,4.8076633943746774e-11
1894,5.255181432874321e-09,4.8076633943746774e-11
1895,4.872196614412263e-09,6.924784158788912e-11
1896,5.013512652648647e-09,6.924784158788912e-11
1897,7.579881230615878e-09,1.0640135201483198e-10
1898,7.483192605255745e-09,1.1687263656856572e-10
1899,7.579470067448873e-09,9.440105443379667e-11
1900,7.731947209472473e-09,9.440105443379667e-11
1901,7.757345115473008e-09,1.2867442825533918e-10
1902,7.903531162867239e-09,1.2472151089681915e-10
1903,7.983412661108754e-09,1.406606557420785e-10
1904,5.1813468119174135e-09,1.0350714531513562e-10
1905,4.904559774183375e-09,6.743080895242417e-11
1906,4.547684641563267e-09,6.743080895242417e-11
1907,4.3688537866769045e-09,6.743080895242417e-11
1908,4.523914703164727e-09,3.315743513088165e-11
1909,4.379517003018561e-09,4.3501162989250424e-11
1910,4.243706465599319e-09,5.510979767769137e-11
1911,4.181804807197003e-09,5.510979767769137e-11
1912,4.378287573761749e-09,8.393801328602076e-11
1913,4.79809192377445e-09,1.1253385128513166e-10
1914,5.0157560961748365e-09,1.563833189927826e-10
1915,5.073785994521732e-09,1.563833189927826e-10
1916,5.120807555769602e-09,1.288213008487915e-10
1917,5.241741992837287e-09,1.0127352131509123e-10
1918,5.614524083747645e-09,1.0127352131509123e-10
1919,5.574236056864785e-09,8.665105240478001e-11
1920,5.3463151366323865e-09,5.805521440566912e-11
1921,5.28344104974313e-09,1.420574669801817e-11
1922,5.629828349538814e-09,3.835704274043497e-11
1923,5.907726561917213e-09,3.835704274043497e-11
1924,5.687340630190972e-09,6.277857301466888e-11
1925,5.543442022875362e-09,8.578374816048395e-11
1926,5.335200027799049e-09,9.450096459330735e-11
1927,5.026166086504905e-09,9.450096459330735e-11
1928,4.935530904605554e-09,9.450096459330735e-11
1929,4.332556281992441e-09,7.034966855089055e-11
1930,4.232878809367386e-09,7.034966855089055e-11
1931,5.612426333202945e-09,4.592813827665663e-11
1932,5.72614146575136e-09,2.292296313084157e-11
1933,6.404093953550825e-09,2.316715866764899e-11
1934,6.714316150687896e-09,2.316715866764899e-11
1935,6.694940094372928e-09,2.316715866764899e-11
1936,6.892400110964607e-09,2.316715866764899e-11
1937,7.414035861432109e-09,2.316715866764899e-11
1938,6.625662431401582e-09,2.316715866764899e-11
1939,6.966917201875081e-09,2.316715866764899e-11
1940,6.721827856231195e-09,0.0
1941,6.7096772582431186e-09,2.7578570379763587e-11
1942,6.748489640122963e-09,5.248661624371717e-11
1943,6.7670618315267865e-09,5.248661624371717e-11
1944,6.401938598291476e-09,9.04292613013169e-11
1945,6.262618043198895e-09,9.04292613013169e-11
1946,5.862157616474763e-09,1.0697736545812425e-10
1947,5.899309866005556e-09,1.4009131751472178e-10
1948,5.955624184293486e-09,1.2961274712238894e-10
1949,5.880727460549906e-09,1.2171086360979189e-10
1950,5.9374865024608425e-09,1.3863083895123855e-10
1951,6.055329380773498e-09,1.1723729229481553e-10
1952,5.920081821589715e-09,1.7997308901110794e-10
1953,5.8186758268772925e-09,1.634249848543006e-10
1954,5.573963893620462e-09,1.3031103279770306e-10
1955,5.725419059489565e-09,1.2770528483902714e-10
1956,6.846347171724736e-09,1.1069912248767061e-10
1957,7.278897294428686e-09,9.377914714622396e-11
1958,7.495288453388379e-09,7.723004874504724e-11
1959,7.780262973560476e-09,1.4494252028754824e-11
1960,8.259317547348083e-09,3.566997391901694e-11
1961,9.047975257914231e-09,6.943668160294284e-11
1962,9.106679918094836e-09,6.514418568074173e-11
1963,8.051096107258055e-09,6.514418568074173e-11
1964,8.327323275381104e-09,8.313080581055589e-11
1965,8.758672453978988e-09,9.194588741172943e-11
1966,8.492290045783842e-09,9.194588741172943e-11
1967,9.08584445775367e-09,8.84595234364381e-11
1968,8.632446503651993e-09,5.46928157525122e-11
1969,9.1134577344982e-09,8.93754891524117e-11
1970,9.850446744000659e-09,4.050778105803486e-10
1971,1.0416052338107257e-08,4.1394389305171586e-10
1972,1.0167479112612097e-08,4.225197017656715e-10
1973,1.1928404930472425e-08,4.3077379857647813e-10
1974,1.4506271358730568e-08,4.456744526997498e-10
1975,1.9024955832946944e-08,4.618934530488593e-10
1976,2.336163326280679e-08,4.1700902354240606e-10
1977,2.7641062898859607e-08,1.4946516742529526e-10
1978,4.607614150537691e-08,1.2261246482411384e-10
1979,9.826966618220467e-08,1.3773237808204338e-10
1980,2.3790511909688966e-07,1.5298876451400441e-10
1981,4.3427508497221166e-07,1.280285510544107e-10
1982,6.589720291978145e-07,1.636900149156898e-10
1983,8.813045795363905e-07,1.7849502629920166e-10
1984,1.0490289749246325e-06,2.626472392749538e-10
1985,1.2478782269097013e-06,4.3626504194918935e-10
1986,1.4238818753905695e-06,4.17571348530567e-10
1987,1.4976339376257134e-06,4.20810735463866e-10
1988,1.548303154257675e-06,4.478379839586591e-10
1989,1.5356542754878838e-06,4.3586958942925287e-10
1990,1.5529431038885377e-06,4.41036964885352e-10
1991,1.651867250984651e-06,3.3500336036963926e-10
1992,1.713103464291115e-06,1.8683494235854122e-10
1993,1.7665696045047037e-06,1.9878326960677739e-10
1994,1.7902881706634486e-06,1.9154278956585406e-10
1995,1.7545528732755753e-06,1.8243426808910764e-10
1996,1.8074179349371531e-06,1.4882423765572028e-10
1997,1.7823261779475224e-06,1.5186194861151391e-10
1998,1.7738163933245232e-06,1.4291823776023194e-10
1999,1.8539194895441012e-06,1.2831534148708253e-10
2000,1.9242390538108467e-06,1.0254990408440991e-10
2001,1.945328725534117e-06,8.304051394926657e-11
2002,1.9559351228183786e-06,6.822909598414029e-11
2003,1.961582760096852e-06,6.708519404668195e-11
2004,1.9062685916131677e-06,5.416818828802532e-11
2005,1.8022401491180062e-06,5.1740606343037805e-11
2006,1.5670533782343097e-06,5.633383491830481e-11
2007,1.3285566556727905e-06,6.706815707960675e-11
2008,1.1775935117189614e-06,6.706815707960675e-11
2009,1.0515054214010888e-06,5.6331049448037667e-11
2010,8.447084383078618e-07,5.117291213790105e-11
2011,7.481619458563468e-07,4.1079820101153075e-11
2012,6.604995275795642e-07,2.6174039126556993e-11
2013,5.937936902812777e-07,1.0734322161301942e-11
2014,5.326748870564708e-07,0.0
2015,4.890549405445199e-07,1.6292013373307513e-11
2016,4.460226615979731e-07,2.8808984959509994e-11
2017,4.393743182617982e-07,3.361048245276166e-11
2018,4.3146816892658534e-07,4.033257894331399e-11
2019,4.129381139250654e-07,5.041572367914249e-11
