ngram,Naspers,Napers,Naspers,Napers
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,6.048309891022135e-08,0.0,6.048309891022135e-08
1683,0.0,1.046175555075024e-07,0.0,1.046175555075024e-07
1684,0.0,1.046175555075024e-07,0.0,1.046175555075024e-07
1685,0.0,1.046175555075024e-07,0.0,1.046175555075024e-07
1686,0.0,1.046175555075024e-07,0.0,1.046175555075024e-07
1687,0.0,1.046175555075024e-07,0.0,1.046175555075024e-07
1688,0.0,1.046175555075024e-07,0.0,1.046175555075024e-07
1689,0.0,4.413445659728106e-08,0.0,4.413445659728106e-08
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,4.822933468468753e-08,0.0,4.822933468468753e-08
1709,0.0,4.822933468468753e-08,0.0,4.822933468468753e-08
1710,0.0,4.822933468468753e-08,0.0,4.822933468468753e-08
1711,0.0,4.822933468468753e-08,0.0,4.822933468468753e-08
1712,0.0,4.822933468468753e-08,0.0,4.822933468468753e-08
1713,0.0,5.904734986675716e-08,0.0,5.904734986675716e-08
1714,0.0,5.904734986675716e-08,0.0,5.904734986675716e-08
1715,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1716,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1717,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1718,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1719,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1720,0.0,9.061128228690255e-09,0.0,9.061128228690255e-09
1721,0.0,9.061128228690255e-09,0.0,9.061128228690255e-09
1722,0.0,9.061128228690255e-09,0.0,9.061128228690255e-09
1723,0.0,9.061128228690255e-09,0.0,9.061128228690255e-09
1724,0.0,9.061128228690255e-09,0.0,9.061128228690255e-09
1725,0.0,9.061128228690255e-09,0.0,9.061128228690255e-09
1726,0.0,9.061128228690255e-09,0.0,9.061128228690255e-09
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,2.196726508632959e-08,0.0,2.196726508632959e-08
1739,0.0,2.196726508632959e-08,0.0,2.196726508632959e-08
1740,0.0,2.196726508632959e-08,0.0,2.196726508632959e-08
1741,0.0,2.196726508632959e-08,0.0,2.196726508632959e-08
1742,0.0,2.196726508632959e-08,0.0,2.196726508632959e-08
1743,0.0,2.196726508632959e-08,0.0,2.196726508632959e-08
1744,0.0,2.196726508632959e-08,0.0,2.196726508632959e-08
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1753,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1754,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1755,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1756,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1757,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1758,0.0,3.898590149122226e-09,0.0,3.898590149122226e-09
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,2.1457700378440288e-08,0.0,2.1457700378440288e-08
1769,0.0,2.1457700378440288e-08,0.0,2.1457700378440288e-08
1770,0.0,2.1457700378440288e-08,0.0,2.1457700378440288e-08
1771,0.0,2.1457700378440288e-08,0.0,2.1457700378440288e-08
1772,0.0,2.1457700378440288e-08,0.0,2.1457700378440288e-08
1773,0.0,2.1457700378440288e-08,0.0,2.1457700378440288e-08
1774,0.0,2.1457700378440288e-08,0.0,2.1457700378440288e-08
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,1.046106122361477e-09,0.0,1.046106122361477e-09
1808,0.0,1.046106122361477e-09,0.0,1.046106122361477e-09
1809,0.0,1.046106122361477e-09,0.0,1.046106122361477e-09
1810,0.0,1.046106122361477e-09,0.0,1.046106122361477e-09
1811,0.0,1.280490063188771e-09,0.0,1.280490063188771e-09
1812,0.0,1.280490063188771e-09,0.0,1.280490063188771e-09
1813,0.0,1.280490063188771e-09,0.0,1.280490063188771e-09
1814,0.0,2.343839408272938e-10,0.0,2.343839408272938e-10
1815,0.0,2.343839408272938e-10,0.0,2.343839408272938e-10
1816,0.0,2.343839408272938e-10,0.0,2.343839408272938e-10
1817,0.0,2.343839408272938e-10,0.0,2.343839408272938e-10
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,4.02360050039923e-10,0.0,4.02360050039923e-10
1825,0.0,4.02360050039923e-10,0.0,4.02360050039923e-10
1826,0.0,4.02360050039923e-10,0.0,4.02360050039923e-10
1827,0.0,4.02360050039923e-10,0.0,4.02360050039923e-10
1828,0.0,4.02360050039923e-10,0.0,4.02360050039923e-10
1829,0.0,4.02360050039923e-10,0.0,4.02360050039923e-10
1830,0.0,4.02360050039923e-10,0.0,4.02360050039923e-10
1831,0.0,1.8578932043616144e-10,0.0,1.8578932043616144e-10
1832,0.0,2.740273182969385e-09,0.0,2.740273182969385e-09
1833,0.0,3.812490545485048e-09,0.0,3.812490545485048e-09
1834,0.0,4.310851707346939e-09,0.0,4.310851707346939e-09
1835,0.0,4.310851707346939e-09,0.0,4.310851707346939e-09
1836,0.0,4.310851707346939e-09,0.0,4.310851707346939e-09
1837,0.0,4.698058767412963e-09,0.0,4.698058767412963e-09
1838,0.0,4.512269446976802e-09,0.0,4.512269446976802e-09
1839,0.0,1.9577855844435786e-09,0.0,1.9577855844435786e-09
1840,0.0,8.855682219279158e-10,0.0,8.855682219279158e-10
1841,0.0,4.571846710734105e-10,0.0,4.571846710734105e-10
1842,0.0,1.0653390867889e-09,0.0,1.0653390867889e-09
1843,0.0,1.0653390867889e-09,0.0,1.0653390867889e-09
1844,0.0,7.449148837450942e-10,0.0,7.449148837450942e-10
1845,0.0,1.412302552683542e-09,0.0,1.412302552683542e-09
1846,0.0,1.412302552683542e-09,0.0,1.412302552683542e-09
1847,0.0,1.7759353590892805e-09,0.0,1.7759353590892805e-09
1848,0.0,1.705957748081894e-09,0.0,1.705957748081894e-09
1849,0.0,1.0978033323664045e-09,0.0,1.0978033323664045e-09
1850,0.0,1.0978033323664045e-09,0.0,1.0978033323664045e-09
1851,0.0,1.031020475344186e-09,0.0,1.031020475344186e-09
1852,0.0,4.647559480121442e-10,0.0,4.647559480121442e-10
1853,0.0,7.543120096796332e-10,0.0,7.543120096796332e-10
1854,0.0,4.916829245336731e-10,0.0,4.916829245336731e-10
1855,0.0,4.916829245336731e-10,0.0,4.916829245336731e-10
1856,0.0,4.916829245336731e-10,0.0,4.916829245336731e-10
1857,0.0,5.398171512968223e-10,0.0,5.398171512968223e-10
1858,0.0,5.398171512968223e-10,0.0,5.398171512968223e-10
1859,0.0,4.3869400969041653e-10,0.0,4.3869400969041653e-10
1860,0.0,1.491379480229276e-10,0.0,1.491379480229276e-10
1861,0.0,4.8134226763149204e-11,0.0,4.8134226763149204e-11
1862,0.0,4.8134226763149204e-11,0.0,4.8134226763149204e-11
1863,0.0,4.8134226763149204e-11,0.0,4.8134226763149204e-11
1864,0.0,9.41902429068315e-11,0.0,9.41902429068315e-11
1865,0.0,2.710964468783621e-10,0.0,2.710964468783621e-10
1866,0.0,4.480549264940237e-10,0.0,4.480549264940237e-10
1867,0.0,5.344798413377459e-10,0.0,5.344798413377459e-10
1868,0.0,6.241032373439331e-10,0.0,6.241032373439331e-10
1869,0.0,6.636891235002804e-10,0.0,6.636891235002804e-10
1870,0.0,8.748714332350107e-10,0.0,8.748714332350107e-10
1871,0.0,1.0647136386828952e-09,0.0,1.0647136386828952e-09
1872,0.0,9.287591449881814e-10,0.0,9.287591449881814e-10
1873,0.0,8.298181705271698e-10,0.0,8.298181705271698e-10
1874,0.0,7.433932556834475e-10,0.0,7.433932556834475e-10
1875,0.0,8.944600417480433e-10,0.0,8.944600417480433e-10
1876,0.0,8.548741555916958e-10,0.0,8.548741555916958e-10
1877,0.0,6.436918458569657e-10,0.0,6.436918458569657e-10
1878,0.0,5.048008360526118e-10,0.0,5.048008360526118e-10
1879,0.0,6.733320012664024e-10,0.0,6.733320012664024e-10
1880,0.0,5.953144961117524e-10,0.0,5.953144961117524e-10
1881,0.0,8.478392591168163e-10,0.0,8.478392591168163e-10
1882,0.0,6.071490770460336e-10,0.0,6.071490770460336e-10
1883,0.0,6.071490770460336e-10,0.0,6.071490770460336e-10
1884,0.0,6.986817949591487e-10,0.0,6.986817949591487e-10
1885,0.0,6.406101918773491e-10,0.0,6.406101918773491e-10
1886,0.0,4.311273163867416e-10,0.0,4.311273163867416e-10
1887,0.0,4.863952534390442e-10,0.0,4.863952534390442e-10
1888,0.0,2.6087333285637216e-10,0.0,2.6087333285637216e-10
1889,0.0,3.6555691212176404e-10,0.0,3.6555691212176404e-10
1890,0.0,3.9085260226747106e-10,0.0,3.9085260226747106e-10
1891,0.0,3.249249361633336e-10,0.0,3.249249361633336e-10
1892,0.0,2.378551006947711e-10,0.0,2.378551006947711e-10
1893,0.0,2.378551006947711e-10,0.0,2.378551006947711e-10
1894,0.0,1.8258716364246856e-10,0.0,1.8258716364246856e-10
1895,0.0,1.555843212200766e-10,0.0,1.555843212200766e-10
1896,0.0,1.2842244529703047e-10,0.0,1.2842244529703047e-10
1897,0.0,1.2170351036479487e-10,0.0,1.2170351036479487e-10
1898,0.0,2.764801364042922e-10,0.0,2.764801364042922e-10
1899,0.0,4.5861920213877537e-10,0.0,4.5861920213877537e-10
1900,0.0,6.03184038431134e-10,0.0,6.03184038431134e-10
1901,0.0,6.03184038431134e-10,0.0,6.03184038431134e-10
1902,0.0,6.720571995736232e-10,0.0,6.720571995736232e-10
1903,0.0,6.264137859217961e-10,0.0,6.264137859217961e-10
1904,0.0,6.712519904996026e-10,0.0,6.712519904996026e-10
1905,0.0,5.213640372600129e-10,0.0,5.213640372600129e-10
1906,0.0,3.3922497152552976e-10,0.0,3.3922497152552976e-10
1907,0.0,2.386106570265564e-10,0.0,2.386106570265564e-10
1908,0.0,2.386106570265564e-10,0.0,2.386106570265564e-10
1909,0.0,2.248615321720493e-10,0.0,2.248615321720493e-10
1910,0.0,2.480788015489312e-10,0.0,2.480788015489312e-10
1911,0.0,1.8466384175765326e-10,0.0,1.8466384175765326e-10
1912,0.0,2.2624065716086202e-10,0.0,2.2624065716086202e-10
1913,0.0,2.4053857616041745e-10,0.0,2.4053857616041745e-10
1914,0.0,2.404375220746832e-10,0.0,2.404375220746832e-10
1915,0.0,2.404375220746832e-10,0.0,2.404375220746832e-10
1916,0.0,1.85313485786701e-10,0.0,1.85313485786701e-10
1917,0.0,1.441836610422647e-10,0.0,1.441836610422647e-10
1918,1.4380239063019725e-11,1.441836610422647e-10,1.4380239063019725e-11,1.441836610422647e-10
1919,1.4380239063019725e-11,8.631886772818881e-11,1.4380239063019725e-11,8.631886772818881e-11
1920,1.4380239063019725e-11,7.202094872863337e-11,1.4380239063019725e-11,7.202094872863337e-11
1921,1.4380239063019725e-11,2.8171481020982422e-11,1.4380239063019725e-11,2.8171481020982422e-11
1922,1.4380239063019725e-11,2.8171481020982422e-11,1.4380239063019725e-11,2.8171481020982422e-11
1923,1.4380239063019725e-11,2.8171481020982422e-11,1.4380239063019725e-11,2.8171481020982422e-11
1924,1.4380239063019725e-11,3.862727697225208e-11,1.4380239063019725e-11,3.862727697225208e-11
1925,0.0,6.163245211806715e-11,0.0,6.163245211806715e-11
1926,0.0,4.742670542004898e-11,0.0,4.742670542004898e-11
1927,0.0,1.611186025865915e-10,0.0,1.611186025865915e-10
1928,0.0,1.611186025865915e-10,0.0,1.611186025865915e-10
1929,0.0,1.611186025865915e-10,0.0,1.611186025865915e-10
1930,0.0,1.611186025865915e-10,0.0,1.611186025865915e-10
1931,0.0,2.940951351496476e-10,0.0,2.940951351496476e-10
1932,0.0,2.7108996000383255e-10,0.0,2.7108996000383255e-10
1933,0.0,4.1009291200972646e-10,0.0,4.1009291200972646e-10
1934,0.0,2.9640101484318393e-10,0.0,2.9640101484318393e-10
1935,0.0,2.9640101484318393e-10,0.0,2.9640101484318393e-10
1936,0.0,3.382758795300589e-10,0.0,3.382758795300589e-10
1937,0.0,3.382758795300589e-10,0.0,3.382758795300589e-10
1938,0.0,1.8087781669276889e-10,0.0,1.8087781669276889e-10
1939,0.0,1.8087781669276889e-10,0.0,1.8087781669276889e-10
1940,0.0,4.187486468687496e-11,0.0,4.187486468687496e-11
1941,0.0,4.187486468687496e-11,0.0,4.187486468687496e-11
1942,0.0,4.187486468687496e-11,0.0,4.187486468687496e-11
1943,0.0,0.0,0.0,0.0
1944,0.0,1.8971322528799864e-11,0.0,1.8971322528799864e-11
1945,0.0,7.527958217108071e-11,0.0,7.527958217108071e-11
1946,0.0,7.527958217108071e-11,0.0,7.527958217108071e-11
1947,0.0,7.527958217108071e-11,0.0,7.527958217108071e-11
1948,0.0,1.7787958209566516e-10,0.0,1.7787958209566516e-10
1949,0.0,1.7787958209566516e-10,0.0,1.7787958209566516e-10
1950,0.0,1.7787958209566516e-10,0.0,1.7787958209566516e-10
1951,0.0,1.75457357968042e-10,0.0,1.75457357968042e-10
1952,0.0,1.1914909832576115e-10,0.0,1.1914909832576115e-10
1953,0.0,1.1914909832576115e-10,0.0,1.1914909832576115e-10
1954,0.0,1.3366505422337686e-10,0.0,1.3366505422337686e-10
1955,0.0,4.555930632754723e-11,0.0,4.555930632754723e-11
1956,0.0,1.1289933670483826e-10,0.0,1.1289933670483826e-10
1957,0.0,1.1289933670483826e-10,0.0,1.1289933670483826e-10
1958,0.0,9.635023830366154e-11,0.0,9.635023830366154e-11
1959,0.0,9.635023830366154e-11,0.0,9.635023830366154e-11
1960,0.0,1.2811382213032526e-10,0.0,1.2811382213032526e-10
1961,1.1255568897551781e-11,1.8113128160056136e-10,1.1255568897551781e-11,1.8113128160056136e-10
1962,1.1255568897551781e-11,1.8704054178491399e-10,1.1255568897551781e-11,1.8704054178491399e-10
1963,1.1255568897551781e-11,1.3950822441710642e-10,1.1255568897551781e-11,1.3950822441710642e-10
1964,1.1255568897551781e-11,1.3950822441710642e-10,1.1255568897551781e-11,1.3950822441710642e-10
1965,1.1255568897551781e-11,2.805495300358832e-10,1.1255568897551781e-11,2.805495300358832e-10
1966,1.1255568897551781e-11,2.9813567289530395e-10,1.1255568897551781e-11,2.9813567289530395e-10
1967,1.1255568897551781e-11,2.7521676802612557e-10,1.1255568897551781e-11,2.7521676802612557e-10
1968,0.0,2.69679142112749e-10,0.0,2.69679142112749e-10
1969,0.0,2.672294013057146e-10,0.0,2.672294013057146e-10
1970,0.0,2.649607061533388e-10,0.0,2.649607061533388e-10
1971,0.0,3.6342061304761586e-10,0.0,3.6342061304761586e-10
1972,0.0,3.4411553963474365e-10,0.0,3.4411553963474365e-10
1973,0.0,3.595457840185493e-10,0.0,3.595457840185493e-10
1974,8.147503009560607e-12,4.484711431583323e-10,8.147503009560607e-12,4.484711431583323e-10
1975,8.147503009560607e-12,3.945848538784118e-10,8.147503009560607e-12,3.945848538784118e-10
1976,8.147503009560607e-12,3.84667513615909e-10,8.147503009560607e-12,3.84667513615909e-10
1977,8.147503009560607e-12,3.671284957588014e-10,8.147503009560607e-12,3.671284957588014e-10
1978,3.2627288271929493e-11,2.686685888645243e-10,3.2627288271929493e-11,2.686685888645243e-10
1979,3.2627288271929493e-11,1.7131545933841378e-10,3.2627288271929493e-11,1.7131545933841378e-10
1980,4.0464115689095184e-11,1.3829907209518743e-10,4.0464115689095184e-11,1.3829907209518743e-10
1981,1.2387419958840137e-10,4.0529033997919026e-11,1.2387419958840137e-10,4.0529033997919026e-11
1982,1.9798915185902695e-10,6.947700995867706e-11,1.9798915185902695e-10,6.947700995867706e-11
1983,2.350016798221713e-10,6.144057881510686e-11,2.350016798221713e-10,6.144057881510686e-11
1984,6.539855115783588e-10,7.614176551167568e-11,6.539855115783588e-10,7.614176551167568e-11
1985,7.307827765542666e-10,9.060991540410512e-11,7.307827765542666e-10,9.060991540410512e-11
1986,1.0071249637826669e-09,7.313536780152928e-11,1.0071249637826669e-09,7.313536780152928e-11
1987,1.0594753447572864e-09,8.65103028895626e-11,1.0594753447572864e-09,8.65103028895626e-11
1988,1.0718889069989095e-09,1.1423594213434894e-10,1.0718889069989095e-09,1.1423594213434894e-10
1989,1.0909021186389367e-09,9.048248955645377e-11,1.0909021186389367e-09,9.048248955645377e-11
1990,1.2136686853926803e-09,1.3042726323567574e-10,1.2136686853926803e-09,1.3042726323567574e-10
1991,9.720550991116588e-10,1.288646134245397e-10,9.720550991116588e-10,1.288646134245397e-10
1992,9.789379346829869e-10,2.161940021846601e-10,9.789379346829869e-10,2.161940021846601e-10
1993,1.0697532264775894e-09,2.1572680645811004e-10,1.0697532264775894e-09,2.1572680645811004e-10
1994,1.3802444266884451e-09,2.0885500124991274e-10,1.3802444266884451e-09,2.0885500124991274e-10
1995,1.6914368318664076e-09,2.002907566982832e-10,1.6914368318664076e-09,2.002907566982832e-10
1996,2.5499166032640274e-09,1.9328877238846053e-10,2.5499166032640274e-09,1.9328877238846053e-10
1997,4.127399905977975e-09,2.0511671974016947e-10,4.127399905977975e-09,2.0511671974016947e-10
1998,6.734923246083062e-09,2.497560566099606e-10,6.734923246083062e-09,2.497560566099606e-10
1999,8.204927372444461e-09,1.479585179574107e-10,8.204927372444461e-09,1.479585179574107e-10
2000,9.608388338934657e-09,1.5190201725436203e-10,9.608388338934657e-09,1.5190201725436203e-10
2001,1.1996187059588287e-08,2.5188421586592417e-10,1.1996187059588287e-08,2.5188421586592417e-10
2002,1.5322905484132273e-08,2.810398065060988e-10,1.5322905484132273e-08,2.810398065060988e-10
2003,1.8688658239999053e-08,2.7989590456864045e-10,1.8688658239999053e-08,2.7989590456864045e-10
2004,1.9484761867464125e-08,2.3821627557445753e-10,1.9484761867464125e-08,2.3821627557445753e-10
2005,1.805132576748747e-08,2.152185567657775e-10,1.805132576748747e-08,2.152185567657775e-10
