ngram,Union Pacific,Union Pacfic,Unon Pacific
1578,0.0,0.0,0.0
1579,0.0,0.0,0.0
1580,0.0,0.0,0.0
1581,0.0,0.0,0.0
1582,0.0,0.0,0.0
1583,0.0,0.0,0.0
1584,0.0,0.0,0.0
1585,0.0,0.0,0.0
1586,0.0,0.0,0.0
1587,0.0,0.0,0.0
1588,0.0,0.0,0.0
1589,0.0,0.0,0.0
1590,0.0,0.0,0.0
1591,0.0,0.0,0.0
1592,0.0,0.0,0.0
1593,0.0,0.0,0.0
1594,0.0,0.0,0.0
1595,0.0,0.0,0.0
1596,0.0,0.0,0.0
1597,0.0,0.0,0.0
1598,1.9943966305748162e-06,0.0,0.0
1599,1.9943966305748162e-06,0.0,0.0
1600,1.9943966305748162e-06,0.0,0.0
1601,1.9943966305748162e-06,0.0,0.0
1602,1.9943966305748162e-06,0.0,0.0
1603,1.9943966305748162e-06,0.0,0.0
1604,1.9943966305748162e-06,0.0,0.0
1605,0.0,0.0,0.0
1606,0.0,0.0,0.0
1607,0.0,0.0,0.0
1608,0.0,0.0,0.0
1609,0.0,0.0,0.0
1610,0.0,0.0,0.0
1611,0.0,0.0,0.0
1612,0.0,0.0,0.0
1613,0.0,0.0,0.0
1614,0.0,0.0,0.0
1615,0.0,0.0,0.0
1616,0.0,0.0,0.0
1617,0.0,0.0,0.0
1618,0.0,0.0,0.0
1619,0.0,0.0,0.0
1620,0.0,0.0,0.0
1621,0.0,0.0,0.0
1622,0.0,0.0,0.0
1623,0.0,0.0,0.0
1624,0.0,0.0,0.0
1625,0.0,0.0,0.0
1626,0.0,0.0,0.0
1627,0.0,0.0,0.0
1628,0.0,0.0,0.0
1629,0.0,0.0,0.0
1630,0.0,0.0,0.0
1631,0.0,0.0,0.0
1632,0.0,0.0,0.0
1633,0.0,0.0,0.0
1634,0.0,0.0,0.0
1635,0.0,0.0,0.0
1636,0.0,0.0,0.0
1637,0.0,0.0,0.0
1638,0.0,0.0,0.0
1639,0.0,0.0,0.0
1640,0.0,0.0,0.0
1641,0.0,0.0,0.0
1642,0.0,0.0,0.0
1643,0.0,0.0,0.0
1644,0.0,0.0,0.0
1645,0.0,0.0,0.0
1646,0.0,0.0,0.0
1647,0.0,0.0,0.0
1648,0.0,0.0,0.0
1649,0.0,0.0,0.0
1650,0.0,0.0,0.0
1651,0.0,0.0,0.0
1652,0.0,0.0,0.0
1653,0.0,0.0,0.0
1654,0.0,0.0,0.0
1655,0.0,0.0,0.0
1656,0.0,0.0,0.0
1657,0.0,0.0,0.0
1658,0.0,0.0,0.0
1659,0.0,0.0,0.0
1660,0.0,0.0,0.0
1661,0.0,0.0,0.0
1662,0.0,0.0,0.0
1663,0.0,0.0,0.0
1664,0.0,0.0,0.0
1665,0.0,0.0,0.0
1666,0.0,0.0,0.0
1667,0.0,0.0,0.0
1668,0.0,0.0,0.0
1669,0.0,0.0,0.0
1670,0.0,0.0,0.0
1671,0.0,0.0,0.0
1672,0.0,0.0,0.0
1673,0.0,0.0,0.0
1674,0.0,0.0,0.0
1675,0.0,0.0,0.0
1676,0.0,0.0,0.0
1677,0.0,0.0,0.0
1678,0.0,0.0,0.0
1679,0.0,0.0,0.0
1680,0.0,0.0,0.0
1681,0.0,0.0,0.0
1682,0.0,0.0,0.0
1683,0.0,0.0,0.0
1684,0.0,0.0,0.0
1685,0.0,0.0,0.0
1686,0.0,0.0,0.0
1687,0.0,0.0,0.0
1688,0.0,0.0,0.0
1689,0.0,0.0,0.0
1690,3.9923037320477306e-08,0.0,0.0
1691,3.9923037320477306e-08,0.0,0.0
1692,3.9923037320477306e-08,0.0,0.0
1693,3.9923037320477306e-08,0.0,0.0
1694,3.9923037320477306e-08,0.0,0.0
1695,3.9923037320477306e-08,0.0,0.0
1696,3.9923037320477306e-08,0.0,0.0
1697,0.0,0.0,0.0
1698,0.0,0.0,0.0
1699,0.0,0.0,0.0
1700,0.0,0.0,0.0
1701,0.0,0.0,0.0
1702,0.0,0.0,0.0
1703,0.0,0.0,0.0
1704,0.0,0.0,0.0
1705,0.0,0.0,0.0
1706,0.0,0.0,0.0
1707,0.0,0.0,0.0
1708,0.0,0.0,0.0
1709,0.0,0.0,0.0
1710,1.649976866247016e-08,0.0,0.0
1711,1.649976866247016e-08,0.0,0.0
1712,1.649976866247016e-08,0.0,0.0
1713,1.649976866247016e-08,0.0,0.0
1714,1.649976866247016e-08,0.0,0.0
1715,1.649976866247016e-08,0.0,0.0
1716,1.649976866247016e-08,0.0,0.0
1717,0.0,0.0,0.0
1718,0.0,0.0,0.0
1719,0.0,0.0,0.0
1720,0.0,0.0,0.0
1721,0.0,0.0,0.0
1722,0.0,0.0,0.0
1723,0.0,0.0,0.0
1724,0.0,0.0,0.0
1725,0.0,0.0,0.0
1726,0.0,0.0,0.0
1727,0.0,0.0,0.0
1728,0.0,0.0,0.0
1729,0.0,0.0,0.0
1730,0.0,0.0,0.0
1731,0.0,0.0,0.0
1732,0.0,0.0,0.0
1733,0.0,0.0,0.0
1734,0.0,0.0,0.0
1735,0.0,0.0,0.0
1736,0.0,0.0,0.0
1737,0.0,0.0,0.0
1738,0.0,0.0,0.0
1739,0.0,0.0,0.0
1740,0.0,0.0,0.0
1741,0.0,0.0,0.0
1742,0.0,0.0,0.0
1743,0.0,0.0,0.0
1744,0.0,0.0,0.0
1745,0.0,0.0,0.0
1746,0.0,0.0,0.0
1747,0.0,0.0,0.0
1748,0.0,0.0,0.0
1749,0.0,0.0,0.0
1750,0.0,0.0,0.0
1751,0.0,0.0,0.0
1752,0.0,0.0,0.0
1753,0.0,0.0,0.0
1754,0.0,0.0,0.0
1755,0.0,0.0,0.0
1756,0.0,0.0,0.0
1757,0.0,0.0,0.0
1758,0.0,0.0,0.0
1759,0.0,0.0,0.0
1760,0.0,0.0,0.0
1761,0.0,0.0,0.0
1762,0.0,0.0,0.0
1763,0.0,0.0,0.0
1764,0.0,0.0,0.0
1765,0.0,0.0,0.0
1766,0.0,0.0,0.0
1767,0.0,0.0,0.0
1768,0.0,0.0,0.0
1769,2.911521690407426e-09,0.0,0.0
1770,2.911521690407426e-09,0.0,0.0
1771,2.911521690407426e-09,0.0,0.0
1772,2.911521690407426e-09,0.0,0.0
1773,2.911521690407426e-09,0.0,0.0
1774,2.911521690407426e-09,0.0,0.0
1775,2.911521690407426e-09,0.0,0.0
1776,0.0,0.0,0.0
1777,0.0,0.0,0.0
1778,0.0,0.0,0.0
1779,0.0,0.0,0.0
1780,0.0,0.0,0.0
1781,1.8288272483703493e-09,0.0,0.0
1782,1.8288272483703493e-09,0.0,0.0
1783,1.8288272483703493e-09,0.0,0.0
1784,1.8288272483703493e-09,0.0,0.0
1785,1.8288272483703493e-09,0.0,0.0
1786,1.4578710683110785e-08,0.0,0.0
1787,1.4578710683110785e-08,0.0,0.0
1788,1.2749883434740435e-08,0.0,0.0
1789,1.2749883434740435e-08,0.0,0.0
1790,1.2749883434740435e-08,0.0,0.0
1791,1.2749883434740435e-08,0.0,0.0
1792,1.2749883434740435e-08,0.0,0.0
1793,0.0,0.0,0.0
1794,0.0,0.0,0.0
1795,1.7445443185286941e-09,0.0,0.0
1796,1.7445443185286941e-09,0.0,0.0
1797,2.553873049545733e-08,0.0,0.0
1798,2.6643289352534794e-08,0.0,0.0
1799,4.2134070074187746e-08,0.0,0.0
1800,5.905546769063059e-08,0.0,0.0
1801,6.569353251860224e-08,0.0,0.0
1802,6.394898820007353e-08,0.0,0.0
1803,6.428396082114318e-08,0.0,0.0
1804,4.368967365664389e-08,0.0,0.0
1805,4.332830570520839e-08,0.0,0.0
1806,2.8084512509225183e-08,0.0,0.0
1807,1.1163114892782339e-08,0.0,0.0
1808,4.5250500648106956e-09,0.0,0.0
1809,4.5250500648106956e-09,0.0,0.0
1810,5.2294463521412075e-09,0.0,0.0
1811,2.0295473397118666e-09,0.0,0.0
1812,1.2863564340699035e-09,0.0,0.0
1813,1.4100797355151177e-09,0.0,0.0
1814,2.009284167619236e-09,0.0,0.0
1815,2.3775921866229866e-09,0.0,0.0
1816,3.2853394607964705e-09,0.0,0.0
1817,2.4095739372041537e-09,0.0,0.0
1818,3.263836629534873e-09,0.0,0.0
1819,3.5508827941502628e-09,0.0,0.0
1820,3.6025254842745167e-09,0.0,0.0
1821,3.003321052170398e-09,0.0,0.0
1822,2.9922018830928566e-09,0.0,0.0
1823,2.0844546089193727e-09,0.0,0.0
1824,2.1769788828761095e-09,0.0,0.0
1825,1.3227161905453905e-09,0.0,0.0
1826,1.2621956178650505e-09,0.0,0.0
1827,8.398421006258364e-10,0.0,0.0
1828,9.453640568781095e-10,0.0,0.0
1829,5.054953282465238e-07,6.724922206404114e-11,6.724922206404114e-11
1830,5.054953282465238e-07,6.724922206404114e-11,6.724922206404114e-11
1831,5.930272265792474e-07,6.724922206404114e-11,6.724922206404114e-11
1832,6.277883252137073e-07,6.724922206404114e-11,6.724922206404114e-11
1833,6.280352060786651e-07,6.724922206404114e-11,6.724922206404114e-11
1834,6.28114562060768e-07,6.724922206404114e-11,6.724922206404114e-11
1835,6.2856983526086e-07,6.724922206404114e-11,6.724922206404114e-11
1836,1.240933433470965e-07,0.0,0.0
1837,1.2483336637408066e-07,0.0,0.0
1838,4.0986638210378194e-08,0.0,0.0
1839,6.225539575918251e-09,0.0,0.0
1840,6.402544082208448e-09,0.0,0.0
1841,7.393630755255945e-09,0.0,0.0
1842,7.878411161550097e-09,0.0,0.0
1843,7.635791459443503e-09,0.0,0.0
1844,7.470387324610378e-09,0.0,0.0
1845,4.8051818714510224e-09,0.0,0.0
1846,5.80289673455882e-09,0.0,0.0
1847,6.483682384634497e-09,0.0,0.0
1848,5.413239729484027e-09,0.0,0.0
1849,5.0864279454998496e-09,0.0,0.0
1850,5.26106361650339e-09,0.0,0.0
1851,1.9534403523329454e-08,0.0,0.0
1852,2.545512090001978e-08,0.0,0.0
1853,2.6806275833988835e-08,0.0,0.0
1854,2.6968595134846396e-08,0.0,0.0
1855,2.8120592997028992e-08,0.0,0.0
1856,3.517211242888761e-08,0.0,0.0
1857,3.604805990217333e-08,0.0,0.0
1858,2.6090538364696514e-08,0.0,0.0
1859,5.710827607633259e-08,0.0,0.0
1860,9.043400301627408e-08,0.0,0.0
1861,1.7474242027962612e-07,0.0,0.0
1862,2.813084819054877e-07,0.0,0.0
1863,5.395447566820215e-07,0.0,0.0
1864,8.35548327415836e-07,0.0,0.0
1865,1.4172192826273594e-06,0.0,0.0
1866,1.9163940692124015e-06,0.0,0.0
1867,2.3267438271951894e-06,0.0,4.118795384121045e-11
1868,2.573488887134902e-06,0.0,4.118795384121045e-11
1869,2.94248052666392e-06,7.537507919406851e-11,4.118795384121045e-11
1870,3.6749805920927817e-06,3.570639736264322e-10,4.118795384121045e-11
1871,3.8130795344061752e-06,6.275822163535696e-10,4.118795384121045e-11
1872,3.537092685032154e-06,6.666040219815983e-10,4.118795384121045e-11
1873,3.5438030019057417e-06,6.666040219815983e-10,4.118795384121045e-11
1874,3.4937693921425047e-06,6.666040219815983e-10,0.0
1875,3.7244368676121146e-06,9.339466144897557e-10,0.0
1876,3.736064172699116e-06,8.950690704485303e-10,0.0
1877,3.374860365771123e-06,8.794912774247519e-10,0.0
1878,3.556673099020762e-06,6.435126518957089e-10,0.0
1879,3.7245573756600995e-06,7.373683885703031e-10,0.0
1880,3.7207118696512353e-06,8.62543124226432e-10,0.0
1881,4.088225815784037e-06,8.62543124226432e-10,3.003322590622304e-11
1882,4.147489984721428e-06,5.952005317182746e-10,3.003322590622304e-11
1883,4.4043774128762636e-06,6.198245408991657e-10,3.003322590622304e-11
1884,5.086879127702559e-06,6.148884893316822e-10,3.003322590622304e-11
1885,5.3255568478302195e-06,6.907609484407828e-10,3.003322590622304e-11
1886,5.433156145175287e-06,6.365806136189787e-10,3.003322590622304e-11
1887,5.573761232621369e-06,6.428915733103224e-10,3.003322590622304e-11
1888,5.280294187416855e-06,7.199132559928703e-10,0.0
1889,5.221608522073698e-06,8.443434047172055e-10,0.0
1890,5.102650382988421e-06,9.2757827609345e-10,2.4059403279176804e-11
1891,4.427314706845209e-06,7.637917917183553e-10,2.4059403279176804e-11
1892,4.29680137261e-06,7.388193311110212e-10,2.4059403279176804e-11
1893,4.340216881766017e-06,7.697254103941223e-10,2.4059403279176804e-11
1894,4.277798585202877e-06,7.431954099753771e-10,2.4059403279176804e-11
1895,4.336406163929496e-06,7.265374333899542e-10,2.4059403279176804e-11
1896,4.187406927615354e-06,6.573860900083162e-10,2.4059403279176804e-11
1897,3.917216937614805e-06,5.483249410076496e-10,0.0
1898,3.748128165170783e-06,4.680665716128019e-10,0.0
1899,3.453288010340267e-06,6.247600789885002e-10,0.0
1900,3.2587463140641504e-06,5.666463072571761e-10,3.432634335506382e-11
1901,3.0397485001490817e-06,4.6169061232844856e-10,5.0604232114194654e-11
1902,2.914911030010054e-06,4.830792968027861e-10,6.695470963372482e-11
1903,3.026740744514557e-06,4.4292943618406966e-10,6.695470963372482e-11
1904,3.230430106019152e-06,4.828957680153805e-10,6.695470963372482e-11
1905,3.3300014560414378e-06,5.381229142842336e-10,6.695470963372482e-11
1906,3.552930723214688e-06,4.4331288144374067e-10,6.695470963372482e-11
1907,3.7908777942772886e-06,5.170360399740583e-10,1.300159959852617e-10
1908,3.877630433635204e-06,5.300679835538804e-10,2.1799365586470743e-10
1909,4.013758565893763e-06,4.875598754093349e-10,2.539688856043451e-10
1910,4.1507077769763005e-06,6.555143204039255e-10,2.539688856043451e-10
1911,4.058459158581432e-06,6.06789803918912e-10,2.539688856043451e-10
1912,4.015068270746269e-06,6.028743169366508e-10,2.539688856043451e-10
1913,3.856074857009974e-06,4.827041474864124e-10,3.625805687436566e-10
1914,3.6868874043908103e-06,4.5469973917030716e-10,2.7907983364748393e-10
1915,3.6135538396462963e-06,5.022469682211142e-10,1.7482428500890735e-10
1916,3.46335429769949e-06,6.060514491051145e-10,1.2249857774973957e-10
1917,3.1604259090402465e-06,4.893288334052923e-10,1.2249857774973957e-10
1918,3.0546118523488985e-06,4.76452778024645e-10,1.3615960442470154e-10
1919,3.118870576404983e-06,4.890013116654046e-10,1.6315640009669152e-10
1920,3.125205142038924e-06,4.6184839088057675e-10,9.859367191714493e-11
1921,3.1081640697396196e-06,4.980567525863273e-10,8.470677730671688e-11
1922,3.1584081300804556e-06,4.6040249787207953e-10,1.305566131394796e-10
1923,3.2144181919388108e-06,3.4067659011276826e-10,1.5387946869108556e-10
1924,3.3097452550074583e-06,3.902741384033602e-10,2.0026279840783852e-10
1925,3.3997202990576625e-06,5.076735757971105e-10,2.0844518175014822e-10
1926,3.2416551221103873e-06,4.919676471759615e-10,1.8144838607815827e-10
1927,3.19000641216657e-06,4.919676471759615e-10,1.3739943111839333e-10
1928,3.170268298293065e-06,3.5855102022340294e-10,1.3739943111839333e-10
1929,3.081714859425639e-06,3.5964051578066657e-10,9.154959528563061e-11
1930,3.0807564144197386e-06,3.6217892970416953e-10,6.822673973402463e-11
1931,3.0683871240658585e-06,3.957493935732462e-10,2.1843410017271683e-11
1932,2.9396006604136867e-06,2.646889295045339e-10,0.0
1933,2.916625070221406e-06,2.874351391822318e-10,0.0
1934,2.9096424246485445e-06,3.30116719674375e-10,0.0
1935,2.8939455205545528e-06,3.512311532885956e-10,0.0
1936,2.9908994747529505e-06,3.670046627712864e-10,0.0
1937,3.056448999164526e-06,3.8377276158550547e-10,4.262936828932798e-11
1938,3.0434670666831413e-06,2.5490613786427474e-10,4.262936828932798e-11
1939,3.0886509258769886e-06,2.7856745283510216e-10,4.262936828932798e-11
1940,3.0371595909985316e-06,2.1505670458729246e-10,4.262936828932798e-11
1941,2.9398697084356433e-06,3.0348816515424204e-10,6.88519757081301e-11
1942,2.7903008036186553e-06,3.534664902041637e-10,6.88519757081301e-11
1943,2.697317573360384e-06,3.3408085028544375e-10,6.88519757081301e-11
1944,2.514965087487196e-06,3.2755329797724235e-10,2.6222607418802113e-11
1945,2.403894930986488e-06,3.068911355200551e-10,2.6222607418802113e-11
1946,2.3357244377361245e-06,3.3043168994646114e-10,2.6222607418802113e-11
1947,2.319035144994684e-06,3.6888090597970395e-10,2.6222607418802113e-11
1948,2.2558252307395118e-06,2.702721776540581e-10,0.0
1949,2.234969152985806e-06,2.3151737669836947e-10,0.0
1950,2.1759031564475402e-06,2.4328118686245404e-10,1.6083046600850234e-11
1951,2.115622529735057e-06,2.0717937088132743e-10,3.181925457245478e-11
1952,2.0365442878755857e-06,2.0717937088132743e-10,3.181925457245478e-11
1953,1.977361437509119e-06,1.7489305341257732e-10,4.6734806500938115e-11
1954,1.8878834160724573e-06,1.2572678513368884e-10,4.6734806500938115e-11
1955,1.8424922895324665e-06,1.0700624216074063e-10,4.6734806500938115e-11
1956,1.7605504873634864e-06,1.0029806846167943e-10,4.6734806500938115e-11
1957,1.671688973406812e-06,8.025457183734121e-11,3.0651759900087885e-11
1958,1.5680435581089114e-06,1.4818788160849853e-10,1.491555192848334e-11
1959,1.5466810542160862e-06,1.696839286143995e-10,1.491555192848334e-11
1960,1.4697708528339199e-06,1.6484043098761803e-10,0.0
1961,1.3610618257838984e-06,1.510375614260135e-10,0.0
1962,1.2806253835151438e-06,1.5666564077778033e-10,0.0
1963,1.283841340539636e-06,1.5931246401455568e-10,9.425535748722576e-12
1964,1.2333917506371757e-06,1.557511470985849e-10,9.425535748722576e-12
1965,1.1981135961442696e-06,8.781783732742759e-11,1.7814071646376258e-11
1966,1.1495403587754742e-06,8.30639832709907e-11,4.292736007930184e-11
1967,1.123125092103042e-06,8.98276859641532e-11,4.292736007930184e-11
1968,1.1257398568886856e-06,9.82592172309766e-11,4.292736007930184e-11
1969,1.0756603420044745e-06,7.884736811871105e-11,4.292736007930184e-11
1970,1.0054022498349826e-06,5.0570760872543325e-11,3.350182433057926e-11
1971,9.486125398845096e-07,5.053094649059326e-11,3.350182433057926e-11
1972,9.594721258768653e-07,5.880985777727079e-11,2.511328843292558e-11
1973,9.218916911127703e-07,4.9925092829702524e-11,0.0
1974,9.209802962167097e-07,3.308933583483815e-11,0.0
1975,8.980044542892886e-07,4.779096265553459e-11,0.0
1976,9.222834721965358e-07,7.072350740758689e-11,0.0
1977,9.103405399660655e-07,7.835959113720671e-11,0.0
1978,9.299633429041673e-07,6.983812585776533e-11,7.761767914901289e-12
1979,9.123711249360764e-07,6.928965338001295e-11,1.5492206723826437e-11
1980,8.906531466631609e-07,9.125063105923964e-11,4.5310612404948965e-11
1981,8.503449586377039e-07,9.8508179787896e-11,4.5310612404948965e-11
1982,8.201805923947956e-07,8.94724344216843e-11,5.235931876560304e-11
1983,8.317437618643453e-07,1.0173793652772695e-10,5.235931876560304e-11
1984,8.449843237810586e-07,1.0808558661185813e-10,5.935118567247853e-11
1985,8.26530221534735e-07,1.1496810646351361e-10,5.158941775757724e-11
1986,8.349220641840864e-07,1.2694854542583123e-10,5.0429271373854585e-11
1987,8.268116208195611e-07,1.0985481324213683e-10,2.0610865692732058e-11
1988,8.405213845565283e-07,1.1578579018186756e-10,2.7205128526925596e-11
1989,8.587563879050972e-07,1.0168837746055942e-10,2.0156422166271527e-11
1990,8.388040880293244e-07,6.649033060246445e-11,2.0156422166271527e-11
1991,8.419398065078505e-07,5.250659678871347e-11,1.3164555259396034e-11
1992,8.393687137088688e-07,5.168030884191868e-11,1.3164555259396034e-11
1993,8.402966013168875e-07,3.196943107067593e-11,2.4987975974103247e-11
1994,8.749123919317623e-07,1.9244757573247793e-11,2.4987975974103247e-11
1995,9.003235033690414e-07,3.647666196870958e-11,1.8393713139909705e-11
1996,9.1477610502417e-07,6.048566905273286e-11,2.4395964910915525e-11
1997,9.263171380423176e-07,6.596247704794754e-11,2.4395964910915525e-11
1998,8.917336994532629e-07,9.896603328507503e-11,2.4395964910915525e-11
1999,8.630378666956468e-07,1.0839781701212279e-10,2.4395964910915525e-11
2000,8.29170468413005e-07,1.1334256301366783e-10,6.002251771005821e-12
2001,7.753832034852946e-07,1.3749411876897077e-10,1.083256302119346e-11
2002,7.232359361556259e-07,1.1218844801565351e-10,1.5947322331725087e-11
2003,6.716419258217294e-07,8.817944093163023e-11,9.945070560719265e-12
2004,6.238289366982437e-07,9.231924698911115e-11,1.475337758706706e-11
2005,5.969835845982223e-07,7.824921613441838e-11,1.948675893267574e-11
2006,5.676920612326544e-07,7.256231677029871e-11,1.948675893267574e-11
2007,5.272483828580984e-07,6.761757076875367e-11,1.948675893267574e-11
2008,5.014417102496996e-07,4.346601501345074e-11,1.4656447682488097e-11
2009,4.626187433132145e-07,3.8351255702919114e-11,9.541688371956474e-12
2010,4.245827816313457e-07,3.8351255702919114e-11,9.541688371956474e-12
2011,3.8488818177029316e-07,3.755358425021933e-11,4.733381345608681e-12
2012,3.5922401561297844e-07,2.3695123740103644e-11,5.075064872319044e-12
2013,3.3439953637883134e-07,1.389400747231484e-11,5.075064872319044e-12
2014,3.1500075335446e-07,1.389400747231484e-11,5.075064872319044e-12
2015,2.9244998245303577e-07,1.389400747231484e-11,5.075064872319044e-12
2016,3.0231324542130877e-07,1.389400747231484e-11,5.075064872319044e-12
2017,3.0493193510968314e-07,1.6209675384367312e-11,5.920909017705552e-12
2018,3.0203125902517056e-07,7.105090821246662e-12,7.105090821246662e-12
2019,2.91531947027579e-07,0.0,0.0
