ngram,Siemens,Siemes,Siemns,Siemes
1634,8.624899854632012e-08,0.0,0.0,0.0
1635,8.624899854632012e-08,0.0,0.0,0.0
1636,8.624899854632012e-08,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,4.584923577307823e-08,0.0,0.0,0.0
1649,4.584923577307823e-08,0.0,0.0,0.0
1650,4.584923577307823e-08,0.0,0.0,0.0
1651,4.584923577307823e-08,0.0,0.0,0.0
1652,4.584923577307823e-08,0.0,0.0,0.0
1653,4.584923577307823e-08,0.0,0.0,0.0
1654,4.584923577307823e-08,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,8.98622748276726e-08,0.0,0.0,0.0
1670,8.98622748276726e-08,0.0,0.0,0.0
1671,8.98622748276726e-08,0.0,0.0,0.0
1672,8.98622748276726e-08,0.0,0.0,0.0
1673,8.98622748276726e-08,0.0,0.0,0.0
1674,8.98622748276726e-08,0.0,0.0,0.0
1675,8.98622748276726e-08,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,2.016103297007378e-08,0.0,0.0,0.0
1683,2.016103297007378e-08,0.0,0.0,0.0
1684,2.2471209198166825e-07,0.0,0.0,0.0
1685,2.2471209198166825e-07,0.0,0.0,0.0
1686,2.2471209198166825e-07,0.0,0.0,0.0
1687,2.2471209198166825e-07,0.0,0.0,0.0
1688,2.2471209198166825e-07,0.0,0.0,0.0
1689,2.0455105901159447e-07,0.0,0.0,0.0
1690,2.0455105901159447e-07,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,1.0371270572509924e-08,0.0,0.0,0.0
1699,1.0371270572509924e-08,0.0,0.0,0.0
1700,1.0371270572509924e-08,0.0,0.0,0.0
1701,1.0371270572509924e-08,0.0,0.0,0.0
1702,1.0371270572509924e-08,0.0,0.0,0.0
1703,1.0371270572509924e-08,0.0,0.0,0.0
1704,1.0371270572509924e-08,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,1.9143221103539483e-08,0.0,0.0,0.0
1715,1.9143221103539483e-08,0.0,0.0,0.0
1716,1.9143221103539483e-08,0.0,0.0,0.0
1717,1.9143221103539483e-08,0.0,0.0,0.0
1718,1.9143221103539483e-08,0.0,0.0,0.0
1719,1.9143221103539483e-08,0.0,0.0,0.0
1720,1.9143221103539483e-08,0.0,0.0,0.0
1721,8.760058075755036e-09,0.0,0.0,0.0
1722,1.648764477327599e-08,0.0,0.0,0.0
1723,2.2662820953200935e-08,0.0,0.0,0.0
1724,2.8533740703551302e-08,0.0,0.0,0.0
1725,2.8533740703551302e-08,0.0,0.0,0.0
1726,2.8533740703551302e-08,0.0,0.0,0.0
1727,2.8533740703551302e-08,0.0,0.0,0.0
1728,2.62532426274577e-08,0.0,0.0,0.0
1729,1.8525655929936746e-08,0.0,0.0,0.0
1730,1.23504797500118e-08,0.0,0.0,0.0
1731,6.479559999661433e-09,0.0,0.0,0.0
1732,6.479559999661433e-09,0.0,0.0,0.0
1733,6.479559999661433e-09,0.0,0.0,0.0
1734,1.1641291613224375e-08,0.0,0.0,0.0
1735,5.161731613562941e-09,0.0,0.0,0.0
1736,5.161731613562941e-09,0.0,0.0,0.0
1737,5.161731613562941e-09,0.0,0.0,0.0
1738,5.161731613562941e-09,0.0,0.0,0.0
1739,5.161731613562941e-09,0.0,0.0,0.0
1740,5.161731613562941e-09,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,6.597462893458734e-09,0.0,0.0,0.0
1751,6.597462893458734e-09,0.0,0.0,0.0
1752,6.597462893458734e-09,0.0,0.0,0.0
1753,6.597462893458734e-09,0.0,0.0,0.0
1754,6.597462893458734e-09,0.0,0.0,0.0
1755,6.597462893458734e-09,0.0,0.0,0.0
1756,6.597462893458734e-09,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,2.7755674584081393e-09,0.0,0.0,0.0
1762,8.140731517463401e-09,0.0,0.0,0.0
1763,1.0979406082713337e-08,0.0,0.0,0.0
1764,1.0979406082713337e-08,0.0,0.0,0.0
1765,1.3926814495286116e-08,0.0,0.0,0.0
1766,1.7327866633617565e-08,0.0,0.0,0.0
1767,1.7327866633617565e-08,0.0,0.0,0.0
1768,1.723451172251446e-08,0.0,0.0,0.0
1769,1.1869347663459199e-08,0.0,0.0,0.0
1770,4.2417138119381956e-07,0.0,0.0,0.0
1771,5.610688647651938e-07,0.0,0.0,0.0
1772,8.322739523590274e-07,0.0,0.0,0.0
1773,9.79393964785556e-07,0.0,0.0,0.0
1774,9.79393964785556e-07,0.0,0.0,0.0
1775,1.0633724270649379e-06,0.0,0.0,0.0
1776,1.0633724270649379e-06,0.0,0.0,0.0
1777,6.511497692786503e-07,0.0,0.0,0.0
1778,5.14252285707276e-07,0.0,0.0,0.0
1779,2.4266147542156044e-07,0.0,0.0,0.0
1780,9.214041085670033e-08,0.0,0.0,0.0
1781,9.214041085670033e-08,0.0,0.0,0.0
1782,1.195413647435219e-08,0.0,0.0,0.0
1783,1.630333455539455e-08,0.0,0.0,0.0
1784,1.504975636176401e-08,0.0,0.0,0.0
1785,1.6667878759741532e-08,0.0,0.0,0.0
1786,2.4826979583281172e-08,0.0,0.0,0.0
1787,2.4826979583281172e-08,0.0,0.0,0.0
1788,2.4826979583281172e-08,0.0,0.0,0.0
1789,1.8352579138942408e-08,0.0,0.0,0.0
1790,1.6213077864384625e-08,0.0,0.0,0.0
1791,1.6720538223832397e-08,0.0,0.0,0.0
1792,1.6190677877757154e-08,0.0,0.0,0.0
1793,8.427957633370755e-09,0.0,0.0,0.0
1794,1.0423928767774474e-08,0.0,0.0,0.0
1795,1.1337200892366387e-08,0.0,0.0,0.0
1796,1.1337200892366387e-08,0.0,0.0,0.0
1797,1.4796740848461404e-08,0.0,0.0,0.0
1798,1.5518091700528203e-08,0.0,0.0,0.0
1799,1.6832908019840228e-08,0.0,0.0,0.0
1800,1.469816953861677e-08,0.0,0.0,0.0
1801,1.3166538875048722e-08,0.0,0.0,0.0
1802,1.6594534667037564e-08,0.0,0.0,0.0
1803,2.0104534323043107e-08,0.0,0.0,0.0
1804,1.8401305780711497e-08,0.0,0.0,0.0
1805,1.6287054974536578e-08,0.0,0.0,0.0
1806,2.1123379331403465e-08,0.0,0.0,0.0
1807,2.1346157635144484e-08,0.0,0.0,0.0
1808,2.2293996236401525e-08,0.0,0.0,0.0
1809,1.8676427579070572e-08,0.0,0.0,0.0
1810,1.5384365575117035e-08,0.0,0.0,0.0
1811,1.2121509177350935e-08,0.0,0.0,0.0
1812,1.2297309694351912e-08,0.0,0.0,0.0
1813,6.609742198016022e-09,0.0,0.0,0.0
1814,6.190510501039423e-09,0.0,0.0,0.0
1815,5.937175624153619e-09,0.0,0.0,0.0
1816,6.925030818624325e-09,0.0,0.0,0.0
1817,7.392483450782297e-09,0.0,0.0,0.0
1818,7.2264362113319945e-09,0.0,0.0,0.0
1819,6.421900614458512e-09,0.0,0.0,0.0
1820,1.59248354344602e-08,0.0,0.0,0.0
1821,1.8126154561442272e-08,0.0,0.0,0.0
1822,1.809023053578329e-08,0.0,0.0,0.0
1823,1.989024527621857e-08,0.0,0.0,0.0
1824,1.9741335058728486e-08,0.0,0.0,0.0
1825,1.9837314473620486e-08,0.0,0.0,0.0
1826,2.4189950169934652e-08,0.0,0.0,0.0
1827,1.3448891936615074e-08,0.0,0.0,0.0
1828,1.128267425519271e-08,0.0,0.0,0.0
1829,3.602068779759041e-08,0.0,3.5137137643914684e-10,0.0
1830,3.412929586562744e-08,0.0,3.5137137643914684e-10,0.0
1831,3.396439443977986e-08,0.0,3.5137137643914684e-10,0.0
1832,3.409765558792799e-08,0.0,3.5137137643914684e-10,0.0
1833,2.984215723739985e-08,0.0,3.5137137643914684e-10,0.0
1834,3.0275987130044616e-08,0.0,3.5137137643914684e-10,0.0
1835,3.045184525176024e-08,0.0,3.5137137643914684e-10,0.0
1836,9.995316336513277e-09,0.0,0.0,0.0
1837,8.607463297671814e-09,0.0,0.0,0.0
1838,8.922816374656861e-09,0.0,0.0,0.0
1839,1.0884602853953953e-08,7.578143668141024e-11,0.0,7.578143668141024e-11
1840,1.2073301437963226e-08,7.578143668141024e-11,0.0,7.578143668141024e-11
1841,1.3355110382663935e-08,7.578143668141024e-11,0.0,7.578143668141024e-11
1842,1.470663213432033e-08,7.578143668141024e-11,0.0,7.578143668141024e-11
1843,1.5728531144176827e-08,7.578143668141024e-11,0.0,7.578143668141024e-11
1844,6.097533113345679e-08,7.578143668141024e-11,0.0,7.578143668141024e-11
1845,6.255751738848403e-08,7.578143668141024e-11,0.0,7.578143668141024e-11
1846,7.111253237062393e-08,0.0,0.0,0.0
1847,9.210042125776649e-08,0.0,0.0,0.0
1848,1.0593049612087465e-07,0.0,0.0,0.0
1849,1.418424719901168e-07,0.0,0.0,0.0
1850,1.6665136902206867e-07,0.0,0.0,0.0
1851,1.7112941235503903e-07,0.0,0.0,0.0
1852,1.972758972052751e-07,0.0,0.0,0.0
1853,2.2817141598352464e-07,0.0,0.0,0.0
1854,2.734198858433956e-07,0.0,0.0,0.0
1855,3.0880216732904433e-07,0.0,0.0,0.0
1856,3.0638457612245216e-07,0.0,0.0,0.0
1857,3.1851831343893924e-07,0.0,0.0,0.0
1858,3.7731658153461467e-07,3.456210873054033e-10,0.0,3.456210873054033e-10
1859,4.889167135908272e-07,3.456210873054033e-10,0.0,3.456210873054033e-10
1860,5.492099960844956e-07,3.456210873054033e-10,0.0,3.456210873054033e-10
1861,5.481917883441514e-07,5.150811206127465e-10,0.0,5.150811206127465e-10
1862,6.055449911660357e-07,5.150811206127465e-10,0.0,5.150811206127465e-10
1863,7.424814287203065e-07,5.150811206127465e-10,0.0,5.150811206127465e-10
1864,8.715277236400912e-07,5.621762420661623e-10,0.0,5.621762420661623e-10
1865,9.276488656593886e-07,2.16555154760759e-10,0.0,2.16555154760759e-10
1866,9.641049700803705e-07,2.16555154760759e-10,0.0,2.16555154760759e-10
1867,1.066503281370907e-06,2.597676121826201e-10,0.0,2.597676121826201e-10
1868,1.208178584225347e-06,9.030757887527687e-11,0.0,9.030757887527687e-11
1869,1.3119619585008228e-06,9.030757887527687e-11,0.0,9.030757887527687e-11
1870,1.433476492301062e-06,9.030757887527687e-11,0.0,9.030757887527687e-11
1871,1.5824642462445939e-06,4.321245742186111e-11,0.0,4.321245742186111e-11
1872,1.7334481948897259e-06,4.321245742186111e-11,0.0,4.321245742186111e-11
1873,2.0051869081986036e-06,4.321245742186111e-11,0.0,4.321245742186111e-11
1874,2.191126847200004e-06,3.974071468729587e-11,0.0,3.974071468729587e-11
1875,2.4620515302688417e-06,7.985574503242634e-11,0.0,7.985574503242634e-11
1876,2.8814993454164195e-06,7.985574503242634e-11,0.0,7.985574503242634e-11
1877,3.204296587812548e-06,7.985574503242634e-11,0.0,7.985574503242634e-11
1878,3.593614922335421e-06,1.1614110467001687e-10,3.6285359637590526e-11,1.1614110467001687e-10
1879,4.210686386483888e-06,1.1614110467001687e-10,3.6285359637590526e-11,1.1614110467001687e-10
1880,4.596284790230649e-06,1.1614110467001687e-10,3.6285359637590526e-11,1.1614110467001687e-10
1881,5.088869329483714e-06,7.640038998272099e-11,3.6285359637590526e-11,7.640038998272099e-11
1882,5.214928738236527e-06,3.6285359637590526e-11,3.6285359637590526e-11,3.6285359637590526e-11
1883,5.062404365422221e-06,3.6285359637590526e-11,3.6285359637590526e-11,3.6285359637590526e-11
1884,4.786126705117308e-06,3.6285359637590526e-11,6.6796266930323e-11,3.6285359637590526e-11
1885,4.512989335125894e-06,2.0316294678325774e-10,3.051090729273247e-11,2.0316294678325774e-10
1886,4.049615589402882e-06,3.686946462419119e-10,3.051090729273247e-11,3.686946462419119e-10
1887,3.6499086490948685e-06,3.963286147680632e-10,3.051090729273247e-11,3.963286147680632e-10
1888,3.182924729117076e-06,4.5033429961284707e-10,3.051090729273247e-11,4.5033429961284707e-10
1889,3.1417508645452993e-06,4.5033429961284707e-10,3.051090729273247e-11,4.5033429961284707e-10
1890,3.2658019465868293e-06,4.5033429961284707e-10,3.051090729273247e-11,4.5033429961284707e-10
1891,3.4337663886877375e-06,4.759393514218248e-10,0.0,4.759393514218248e-10
1892,3.4171425795648247e-06,2.727764046385671e-10,2.247158213476906e-11,2.727764046385671e-10
1893,3.340324643171958e-06,1.0724470517991286e-10,2.247158213476906e-11,1.0724470517991286e-10
1894,3.291238044766942e-06,1.2379428236476897e-10,2.247158213476906e-11,1.2379428236476897e-10
1895,3.220320162914244e-06,1.333022204524121e-10,2.247158213476906e-11,1.333022204524121e-10
1896,2.940316757563518e-06,1.333022204524121e-10,2.247158213476906e-11,1.333022204524121e-10
1897,2.6240677146103863e-06,1.7045573087935495e-10,2.247158213476906e-11,1.7045573087935495e-10
1898,2.4308824322361033e-06,2.7111785832240846e-10,2.247158213476906e-11,2.7111785832240846e-10
1899,2.314258446339019e-06,2.7111785832240846e-10,0.0,2.7111785832240846e-10
1900,2.2442772141013327e-06,3.6147088497021484e-10,0.0,3.6147088497021484e-10
1901,2.2181383038904253e-06,3.686973980089801e-10,1.7136686910771257e-11,3.686973980089801e-10
1902,2.190408914819792e-06,3.396203556477977e-10,1.7136686910771257e-11,3.396203556477977e-10
1903,2.1865623693884118e-06,6.584032604831488e-10,1.7136686910771257e-11,6.584032604831488e-10
1904,2.170002679641974e-06,6.688109708909349e-10,4.884416680641022e-11,6.688109708909349e-10
1905,2.1727407459236147e-06,5.425437916389037e-10,4.884416680641022e-11,5.425437916389037e-10
1906,2.1640116106677202e-06,6.046037361238734e-10,4.884416680641022e-11,6.046037361238734e-10
1907,2.1451557391368884e-06,5.14250709476067e-10,6.349434073753863e-11,5.14250709476067e-10
1908,2.144350251650654e-06,4.765651048391614e-10,4.6357653826767375e-11,4.765651048391614e-10
1909,2.0695596763939e-06,4.696905424119078e-10,4.6357653826767375e-11,4.696905424119078e-10
1910,2.0543758734804996e-06,2.060031966439573e-10,7.390543336046766e-11,2.060031966439573e-10
1911,2.0118817636622614e-06,3.4015509655014956e-10,4.2197953464828686e-11,3.4015509655014956e-10
1912,1.8849710353866352e-06,3.5456920435431426e-10,4.2197953464828686e-11,3.5456920435431426e-10
1913,1.7541332389165681e-06,2.925092598693446e-10,4.2197953464828686e-11,2.925092598693446e-10
1914,1.596774966726246e-06,3.655917047270688e-10,2.7547779533700277e-11,3.655917047270688e-10
1915,1.4004819734379583e-06,4.3156086739929277e-10,2.7547779533700277e-11,4.3156086739929277e-10
1916,1.2900858093546828e-06,4.341025743235884e-10,4.259964206784364e-11,4.341025743235884e-10
1917,1.2048025398923658e-06,3.929727495791521e-10,1.5051862534143368e-11,3.929727495791521e-10
1918,1.1391773812517516e-06,3.119212983142867e-10,1.5051862534143368e-11,3.119212983142867e-10
1919,1.1331879363751796e-06,3.4012442961290594e-10,2.925760923216154e-11,3.4012442961290594e-10
1920,1.1085103080534151e-06,3.6332608449596293e-10,2.925760923216154e-11,3.6332608449596293e-10
1921,1.1027202049262996e-06,3.18355247917536e-10,2.925760923216154e-11,3.18355247917536e-10
1922,1.1288875693285912e-06,2.3866163113244506e-10,2.925760923216154e-11,2.3866163113244506e-10
1923,1.1563992237435222e-06,2.0855790606415832e-10,3.8759191292988706e-11,2.0855790606415832e-10
1924,1.148235371926733e-06,3.899644139350654e-10,3.8759191292988706e-11,3.899644139350654e-10
1925,1.1899584900934964e-06,3.123079196048246e-10,6.176436643880377e-11,3.123079196048246e-10
1926,1.196552342922327e-06,3.384595679120242e-10,9.340454600246874e-11,3.384595679120242e-10
1927,1.2418012634693047e-06,3.1525791302896723e-10,9.340454600246874e-11,3.1525791302896723e-10
1928,1.2688786422846273e-06,2.8714630474967e-10,9.340454600246874e-11,2.8714630474967e-10
1929,1.2302964478294598e-06,2.8714630474967e-10,9.340454600246874e-11,2.8714630474967e-10
1930,1.2337357020442141e-06,2.8714630474967e-10,6.885110140749821e-11,2.8714630474967e-10
1931,1.2034989172856773e-06,1.180070723678333e-10,6.885110140749821e-11,1.180070723678333e-10
1932,1.1224613721034466e-06,1.537239972220534e-09,9.313241844388642e-11,1.537239972220534e-09
1933,1.0560463335553192e-06,1.4684710848105504e-09,4.7286492182203283e-11,1.4684710848105504e-09
1934,1.0024124971356026e-06,1.4684710848105504e-09,4.7286492182203283e-11,1.4684710848105504e-09
1935,9.531142138387492e-07,1.579582752296384e-09,4.7286492182203283e-11,1.579582752296384e-09
1936,9.772595116633705e-07,1.6842699159961123e-09,4.7286492182203283e-11,1.6842699159961123e-09
1937,9.279188150555586e-07,1.774039583885794e-09,4.7286492182203283e-11,1.774039583885794e-09
1938,8.93800509922065e-07,2.139347088370158e-09,4.7286492182203283e-11,2.139347088370158e-09
1939,8.558028038610896e-07,7.966851147043843e-10,0.0,7.966851147043843e-10
1940,8.215576160962103e-07,8.482716394388388e-10,2.5793262367227296e-11,8.482716394388388e-10
1941,8.002755294000963e-07,8.482716394388388e-10,2.5793262367227296e-11,8.482716394388388e-10
1942,8.08224659262383e-07,1.3598611007089749e-09,2.5793262367227296e-11,1.3598611007089749e-09
1943,7.845461920754003e-07,3.4863197447990555e-09,2.5793262367227296e-11,3.4863197447990555e-09
1944,7.822710017535428e-07,4.136431629759534e-09,2.5793262367227296e-11,4.136431629759534e-09
1945,7.777672651952474e-07,3.801199375105416e-09,2.5793262367227296e-11,3.801199375105416e-09
1946,7.826266304229128e-07,4.082229677309408e-09,4.234136652403464e-11,4.082229677309408e-09
1947,7.836274562578183e-07,4.129985004779664e-09,3.3105080185106115e-11,4.129985004779664e-09
1948,7.716646613127003e-07,5.874184963846776e-09,3.3105080185106115e-11,5.874184963846776e-09
1949,7.559937590225932e-07,5.302502322144877e-09,5.0111242536462644e-11,5.302502322144877e-09
1950,7.198490428501308e-07,3.460515949190882e-09,5.0111242536462644e-11,3.460515949190882e-09
1951,7.210668481353164e-07,2.91922357318976e-09,5.0111242536462644e-11,2.91922357318976e-09
1952,7.094218485040724e-07,3.1452264086835005e-09,5.0111242536462644e-11,3.1452264086835005e-09
1953,7.281762220502839e-07,3.1568509195611938e-09,3.35631383796553e-11,3.1568509195611938e-09
1954,7.751929485623675e-07,3.4494398726270248e-09,1.7006162351356532e-11,3.4494398726270248e-09
1955,8.577498614873289e-07,1.9661364560251216e-09,4.599466640886618e-11,1.9661364560251216e-09
1956,9.203248185128489e-07,3.773702747115035e-09,2.898850405750965e-11,3.773702747115035e-09
1957,9.373646483774272e-07,3.6394178305952453e-09,2.898850405750965e-11,3.6394178305952453e-09
1958,9.480138162741371e-07,4.0597226691474475e-09,2.898850405750965e-11,4.0597226691474475e-09
1959,1.0410402637717198e-06,4.726102477624141e-09,2.898850405750965e-11,4.726102477624141e-09
1960,1.0714912751349663e-06,5.286779030428639e-09,5.0164225947771766e-11,5.286779030428639e-09
1961,1.0692152484028026e-06,5.941616103883567e-09,5.0164225947771766e-11,5.941616103883567e-09
1962,1.0377236695343787e-06,6.61928110736097e-09,3.137747799681583e-11,6.61928110736097e-09
1963,1.0305133741894679e-06,5.325216125205503e-09,3.137747799681583e-11,5.325216125205503e-09
1964,1.0695549527944031e-06,6.176518725047637e-09,4.936409812662999e-11,6.176518725047637e-09
1965,1.1189572433067951e-06,6.3333518746893395e-09,5.817917972780354e-11,6.3333518746893395e-09
1966,1.1096786595641918e-06,6.123278963242131e-09,8.45583940169346e-11,6.123278963242131e-09
1967,1.1512953181279175e-06,6.382092505268539e-09,6.33826721266725e-11,6.382092505268539e-09
1968,1.1913556526061647e-06,5.893286747493676e-09,7.223921361892188e-11,5.893286747493676e-09
1969,1.2220754115332966e-06,5.58310718292075e-09,6.203745751236817e-11,5.58310718292075e-09
1970,1.2434345535439206e-06,5.553527415713688e-09,6.203745751236817e-11,5.553527415713688e-09
1971,1.2629793835523223e-06,4.760631825259257e-09,4.4050837382554016e-11,4.760631825259257e-09
1972,1.2887239953280577e-06,4.489240471424896e-09,4.3931200938945074e-11,4.489240471424896e-09
1973,1.3172349814080268e-06,4.683335433749594e-09,2.58060834606206e-11,4.683335433749594e-09
1974,1.328339034703926e-06,4.6204123067233076e-09,3.395358647018121e-11,4.6204123067233076e-09
1975,1.3533560669592198e-06,5.003152178265477e-09,4.13160453270413e-11,5.003152178265477e-09
