ngram,General Mills,General Mils
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,5.492756218115704e-09,0.0
1771,5.492756218115704e-09,0.0
1772,5.492756218115704e-09,0.0
1773,5.492756218115704e-09,0.0
1774,5.492756218115704e-09,0.0
1775,5.492756218115704e-09,0.0
1776,5.492756218115704e-09,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,1.2749883688505698e-09,0.0
1787,1.2749883688505698e-09,0.0
1788,1.2749883688505698e-09,0.0
1789,1.2749883688505698e-09,0.0
1790,1.2749883688505698e-09,0.0
1791,1.2749883688505698e-09,0.0
1792,1.2749883688505698e-09,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,6.699452421392899e-10,0.0
1804,6.699452421392899e-10,0.0
1805,6.699452421392899e-10,0.0
1806,6.699452421392899e-10,0.0
1807,6.699452421392899e-10,0.0
1808,6.699452421392899e-10,0.0
1809,6.699452421392899e-10,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,1.997044053934717e-09,0.0
1817,1.997044053934717e-09,0.0
1818,1.997044053934717e-09,0.0
1819,2.140567136242412e-09,0.0
1820,2.140567136242412e-09,0.0
1821,2.140567136242412e-09,0.0
1822,2.140567136242412e-09,0.0
1823,1.4352308230769495e-10,0.0
1824,1.4352308230769495e-10,0.0
1825,6.273087604924399e-10,0.0
1826,5.970484741522699e-10,0.0
1827,5.970484741522699e-10,0.0
1828,5.970484741522699e-10,0.0
1829,2.8236478774193837e-08,0.0
1830,2.8327605515267506e-08,0.0
1831,2.8327605515267506e-08,0.0
1832,2.8088043002583163e-08,0.0
1833,2.821148343506203e-08,0.0
1834,2.821148343506203e-08,0.0
1835,2.8371710615791657e-08,0.0
1836,7.322803157500906e-10,0.0
1837,6.41153574676423e-10,0.0
1838,1.1520625406039438e-09,0.0
1839,1.1251930657049262e-09,0.0
1840,8.884898372585326e-10,0.0
1841,8.884898372585326e-10,0.0
1842,7.863501873460268e-10,0.0
1843,8.490306592699528e-10,0.0
1844,8.490306592699528e-10,0.0
1845,4.0192631365977757e-10,0.0
1846,1.845726230583925e-10,0.0
1847,1.845726230583925e-10,0.0
1848,1.845726230583925e-10,0.0
1849,1.2648509224127176e-10,0.0
1850,2.451431676700874e-10,0.0
1851,2.451431676700874e-10,0.0
1852,1.8133854735274165e-10,0.0
1853,1.8133854735274165e-10,0.0
1854,3.740502828110591e-10,0.0
1855,4.2413714603942564e-10,0.0
1856,1.4211651514336613e-08,0.0
1857,1.4076187949368141e-08,0.0
1858,1.4131136681440535e-08,0.0
1859,1.4479597624080957e-08,0.0
1860,1.4828778022961992e-08,0.0
1861,1.5282408505346012e-08,0.0
1862,1.5391746496388033e-08,0.0
1863,1.877386230602391e-09,0.0
1864,1.8315112482181206e-09,0.0
1865,2.746224834839138e-09,0.0
1866,3.8734132092242495e-09,0.0
1867,3.524232810343213e-09,0.0
1868,2.920595999172144e-09,0.0
1869,3.138046532941934e-09,0.0
1870,2.9051337010635845e-09,0.0
1871,3.4848156542961154e-09,0.0
1872,2.7492841773010414e-09,0.0
1873,1.905315092206753e-09,0.0
1874,2.170267786911444e-09,0.0
1875,2.165754179169913e-09,0.0
1876,2.1538541426581658e-09,0.0
1877,2.6125711752708216e-09,0.0
1878,3.932568112422327e-09,0.0
1879,3.897753580212842e-09,0.0
1880,3.453835455730874e-09,0.0
1881,3.459181782286943e-09,3.003322590622304e-11
1882,4.438817519896483e-09,3.003322590622304e-11
1883,4.4100106582385075e-09,3.003322590622304e-11
1884,4.752616379809029e-09,3.003322590622304e-11
1885,4.039867281971762e-09,3.003322590622304e-11
1886,4.076642594925366e-09,3.003322590622304e-11
1887,4.677794691281585e-09,3.003322590622304e-11
1888,5.562820902328878e-09,0.0
1889,5.042713960686943e-09,0.0
1890,5.524565154552923e-09,0.0
1891,5.802969628630552e-09,0.0
1892,6.666590549439125e-09,0.0
1893,8.951374625658964e-09,0.0
1894,1.1122210961746402e-08,0.0
1895,1.1898524324546348e-08,0.0
1896,1.2156280743929365e-08,0.0
1897,1.2291233237553861e-08,0.0
1898,1.2678722008782221e-08,1.713019607115943e-11
1899,1.0904894860124564e-08,1.713019607115943e-11
1900,8.62430355701755e-09,1.713019607115943e-11
1901,7.829512276608902e-09,1.713019607115943e-11
1902,9.39687591231372e-09,1.713019607115943e-11
1903,1.5600713292635808e-08,3.2259140795140187e-11
1904,1.792914673868852e-08,3.2259140795140187e-11
1905,1.8389809104084927e-08,1.5128944723980756e-11
1906,1.9763104200773033e-08,1.5128944723980756e-11
1907,2.0983634258746927e-08,1.5128944723980756e-11
1908,2.366655785631825e-08,1.5128944723980756e-11
1909,2.125331402932521e-08,1.5128944723980756e-11
1910,1.7746429341920182e-08,0.0
1911,1.638896218736363e-08,0.0
1912,1.648778675494051e-08,0.0
1913,1.8449106623360682e-08,0.0
1914,1.8168678244429818e-08,0.0
1915,1.4926143495789087e-08,0.0
1916,1.4999080073201706e-08,0.0
1917,1.2953498844987216e-08,0.0
1918,1.1931188164433187e-08,0.0
1919,1.049866866458566e-08,0.0
1920,1.406730966633875e-08,0.0
1921,1.3927573253421803e-08,0.0
1922,1.4981515583656346e-08,0.0
1923,1.494231773234235e-08,0.0
1924,1.7988269033050334e-08,0.0
1925,2.6064282732107813e-08,0.0
1926,4.425354400388366e-08,0.0
1927,6.824995673377593e-08,0.0
1928,9.404957168612782e-08,0.0
1929,1.222247887661914e-07,0.0
1930,1.5141469995277085e-07,0.0
1931,1.922441999876615e-07,0.0
1932,2.294998365316912e-07,0.0
1933,2.501138912488646e-07,0.0
1934,2.622593017674392e-07,0.0
1935,2.865581945700667e-07,0.0
1936,3.0728883716944567e-07,0.0
1937,3.455274517299196e-07,6.394405243399198e-11
1938,3.595662211150089e-07,1.0526837734836647e-10
1939,3.8370169314865574e-07,1.289296923191939e-10
1940,4.283182428415395e-07,1.289296923191939e-10
1941,4.82282311103128e-07,1.55152299737996e-10
1942,5.16549253656454e-07,2.499426419801308e-10
1943,5.754420645384275e-07,2.499426419801308e-10
1944,6.070946320895538e-07,1.859985895461388e-10
1945,6.579656672199365e-07,2.3388418979308767e-10
1946,6.85414923801935e-07,2.1022287482226025e-10
1947,7.050078352222044e-07,2.417074437425068e-10
1948,7.131009494644656e-07,2.3173699269042813e-10
1949,7.278778428241952e-07,1.3694665044829335e-10
1950,7.271866755737782e-07,1.5302969704914356e-10
1951,7.535681447734532e-07,1.687659050207481e-10
1952,7.64797326675242e-07,9.44671047735974e-11
1953,7.818141511961585e-07,9.44671047735974e-11
1954,7.882448309309049e-07,6.29825358533509e-11
1955,7.975881593275907e-07,6.051414924712617e-11
1956,8.031408437351015e-07,7.332904125182234e-11
1957,7.935188201762295e-07,5.7245994650972114e-11
1958,7.601865539592316e-07,4.150978667936757e-11
1959,7.276621707725488e-07,5.884273227404639e-11
1960,6.920239051006709e-07,7.898684087745015e-11
1961,6.453487709937431e-07,1.4322468211425132e-10
1962,5.891046522979845e-07,1.585586860221509e-10
1963,5.430231908576388e-07,1.6459486551489988e-10
1964,4.950594205053806e-07,1.7315614517629133e-10
1965,4.4962428091821494e-07,1.8154468107394502e-10
1966,4.1097907147299597e-07,1.7441389899801914e-10
1967,3.851013486512654e-07,1.6268766889204755e-10
1968,3.760229552491572e-07,1.237444214557166e-10
1969,3.770959965874811e-07,1.117194253774656e-10
1970,3.845677229362211e-07,1.179060044043112e-10
1971,3.940906521750419e-07,1.2638765530180252e-10
1972,4.0639745131037283e-07,1.345569419775039e-10
1973,4.2732619931484805e-07,1.4087336555216164e-10
1974,4.3880720974292284e-07,1.5571737153687237e-10
1975,4.4776746627966144e-07,1.3042277773640214e-10
1976,4.686865265414651e-07,1.2861836298386616e-10
1977,4.6594040473532263e-07,1.3412504737805468e-10
1978,4.6404089662896044e-07,1.170821168191719e-10
1979,4.848726007367077e-07,1.3144604948151743e-10
1980,4.707124056884433e-07,1.521985484071691e-10
1981,4.6011192824023185e-07,1.3619421265368255e-10
1982,4.548029275091332e-07,1.925838635389151e-10
1983,4.2871361318118163e-07,1.843351101720498e-10
1984,4.160456390828975e-07,1.6777450906732153e-10
1985,4.084795445383601e-07,1.953045884739435e-10
1986,3.751544365318945e-07,1.9066400293905287e-10
1987,3.693191875494709e-07,1.6393113900067417e-10
1988,3.6386460270218126e-07,1.7645637877459842e-10
1989,3.571288159166995e-07,1.45385972606065e-10
1990,3.530312864898276e-07,2.080349037877508e-10
1991,3.658498469251624e-07,2.1281182570133594e-10
1992,3.6263671583063637e-07,2.5190029823945233e-10
1993,3.607109135828068e-07,2.6240655481846176e-10
1994,3.5776225055477493e-07,2.7410971111966175e-10
1995,3.550618227369081e-07,2.969155258959942e-10
1996,3.525842942053714e-07,2.7759853295030087e-10
1997,3.511484903486105e-07,2.3529403177830714e-10
1998,3.2833457502030275e-07,2.385357462148756e-10
1999,3.204610387846125e-07,1.9256788177934858e-10
2000,3.137332791019227e-07,1.7555943950570933e-10
2001,3.0562234038760447e-07,1.528978704558513e-10
2002,3.045520559550953e-07,1.56342099484817e-10
2003,2.9357620486994816e-07,1.650848178396431e-10
2004,2.8651274419644324e-07,1.37700778359205e-10
2005,2.8255443648309407e-07,1.5829883931450794e-10
2006,2.7564297511162295e-07,1.4254870993919104e-10
2007,2.6994312106255946e-07,1.3298763875838456e-10
2008,2.6071109614024734e-07,1.1849670451218637e-10
2009,2.451532899223301e-07,7.246387220430758e-11
2010,2.314142903969696e-07,6.161638089633278e-11
2011,2.1203462503243437e-07,6.161638089633278e-11
2012,2.0221974799434455e-07,1.9015949777125206e-11
2013,1.9630937637365215e-07,1.4115391643230802e-11
2014,1.7954224367550913e-07,3.897478817857117e-12
2015,1.6091787914872059e-07,3.897478817857117e-12
2016,1.474275198428846e-07,3.897478817857117e-12
2017,1.439434219226617e-07,0.0
2018,1.4136577419776586e-07,0.0
2019,1.27806430327837e-07,0.0
