ngram,Toyota Motor
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,3.8645463813174223e-11
1872,3.8645463813174223e-11
1873,3.8645463813174223e-11
1874,1.1434623486168099e-10
1875,1.1434623486168099e-10
1876,1.1434623486168099e-10
1877,1.1434623486168099e-10
1878,1.1118893028516652e-09
1879,1.1118893028516652e-09
1880,1.1118893028516652e-09
1881,1.0361885318031584e-09
1882,1.2829345998253773e-09
1883,1.3134953719922444e-09
1884,1.3134953719922444e-09
1885,2.773068401890859e-10
1886,2.773068401890859e-10
1887,2.773068401890859e-10
1888,2.773068401890859e-10
1889,2.296490101258034e-10
1890,1.9908823795893634e-10
1891,1.9908823795893634e-10
1892,1.9908823795893634e-10
1893,2.2100889570822853e-10
1894,2.2100889570822853e-10
1895,2.2100889570822853e-10
1896,2.1920657749292208e-11
1897,3.042827914237886e-10
1898,3.21412987494948e-10
1899,3.21412987494948e-10
1900,4.882872142334246e-10
1901,4.882872142334246e-10
1902,4.882872142334246e-10
1903,4.882872142334246e-10
1904,2.0592508055892822e-10
1905,1.8879488448776882e-10
1906,1.8879488448776882e-10
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,1.514479315765728e-11
1916,1.1527892430323356e-10
1917,1.1527892430323356e-10
1918,1.1527892430323356e-10
1919,1.1527892430323356e-10
1920,1.1527892430323356e-10
1921,1.1527892430323356e-10
1922,1.45983966978339e-10
1923,4.5849835832762715e-11
1924,4.5849835832762715e-11
1925,8.953665586730608e-11
1926,1.548211162446681e-10
1927,1.548211162446681e-10
1928,4.145655961375537e-10
1929,1.11316255023221e-09
1930,1.11316255023221e-09
1931,1.11316255023221e-09
1932,1.091940878986516e-09
1933,1.774917110112081e-09
1934,1.945643432080654e-09
1935,1.8970432922950563e-09
1936,1.192384425323973e-09
1937,1.5547340676785077e-09
1938,1.947315146434901e-09
1939,1.995833946523616e-09
1940,1.737971707026022e-09
1941,1.9605844923743986e-09
1942,1.891625669595395e-09
1943,1.933446878789523e-09
1944,1.6613517783703458e-09
1945,1.5720844546786493e-09
1946,3.42064312589382e-09
1947,3.1191520874099663e-09
1948,3.0508561153576507e-09
1949,3.5069228394262505e-09
1950,3.5539780800825885e-09
1951,4.344951200417415e-09
1952,5.085416159606686e-09
1953,4.553019810377939e-09
1954,6.5863743903271654e-09
1955,8.246194068853692e-09
1956,1.0082771308349083e-08
1957,1.3081736900082724e-08
1958,1.4306441935880393e-08
1959,1.7153447805031063e-08
1960,1.9583610162093075e-08
1961,2.0498296139846517e-08
1962,2.1823153569958516e-08
1963,2.4855134839185666e-08
1964,2.7206723731053118e-08
1965,3.2533034044490705e-08
1966,3.6636646478476516e-08
1967,4.331643234576989e-08
1968,5.012025943480174e-08
1969,5.905751468812273e-08
1970,6.698584747206432e-08
1971,7.733951130311262e-08
1972,8.127421326418829e-08
1973,8.803606630993142e-08
1974,9.381453582234047e-08
1975,9.692086219307125e-08
1976,1.0211790778060146e-07
1977,1.1129502805066035e-07
1978,1.1870864113916468e-07
1979,1.3677147693767567e-07
1980,1.4685395959596853e-07
1981,1.5735149361262302e-07
1982,1.688056962783386e-07
1983,1.8337077887866015e-07
1984,1.963591488772311e-07
1985,2.1538508982692812e-07
1986,2.2237444089309326e-07
1987,2.4156944229097075e-07
1988,2.606000931239448e-07
1989,2.866549928220203e-07
1990,3.0893960050499505e-07
1991,3.2997986717678683e-07
1992,3.397365203129864e-07
1993,3.512697982647036e-07
1994,3.502896228318215e-07
1995,3.498305675618342e-07
1996,3.4511956365739546e-07
1997,3.276190503649039e-07
1998,3.0807564144197386e-07
1999,2.950505363839641e-07
2000,2.798817929163176e-07
2001,2.759730770256803e-07
2002,2.6790475057428663e-07
2003,2.5735900927819397e-07
2004,2.5299303477562975e-07
2005,2.4670725500592585e-07
2006,2.2901089786435997e-07
2007,2.1453773107233636e-07
2008,1.9933776635688056e-07
2009,1.7643996841343323e-07
2010,1.5271212459668148e-07
2011,1.304928269567946e-07
2012,1.1215502431533813e-07
2013,1.0429706419147675e-07
2014,9.633462383362712e-08
2015,8.134741185423471e-08
2016,7.591638555887975e-08
2017,7.506889924494924e-08
2018,7.579158278758769e-08
2019,7.298013748879839e-08
