ngram,Indian Oil,Indian Oi
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,3.824965233434341e-09,0.0
1787,3.824965233434341e-09,0.0
1788,3.824965233434341e-09,0.0
1789,3.824965233434341e-09,0.0
1790,3.824965233434341e-09,0.0
1791,3.824965233434341e-09,0.0
1792,3.824965233434341e-09,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,4.143299037195902e-10,0.0
1803,4.143299037195902e-10,0.0
1804,4.143299037195902e-10,0.0
1805,4.143299037195902e-10,0.0
1806,4.143299037195902e-10,0.0
1807,4.143299037195902e-10,0.0
1808,4.143299037195902e-10,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,1.8154945800676258e-10,0.0
1817,1.8154945800676258e-10,0.0
1818,1.8154945800676258e-10,1.708525384661438e-10
1819,1.8154945800676258e-10,1.708525384661438e-10
1820,1.8154945800676258e-10,1.708525384661438e-10
1821,1.8154945800676258e-10,1.708525384661438e-10
1822,1.8154945800676258e-10,1.708525384661438e-10
1823,0.0,1.708525384661438e-10
1824,0.0,1.708525384661438e-10
1825,2.4189283909237247e-10,0.0
1826,2.4189283909237247e-10,0.0
1827,2.4189283909237247e-10,0.0
1828,2.4189283909237247e-10,0.0
1829,1.3851295824604141e-09,0.0
1830,1.3851295824604141e-09,0.0
1831,1.3851295824604141e-09,0.0
1832,1.1432367433680417e-09,0.0
1833,1.1432367433680417e-09,0.0
1834,1.1432367433680417e-09,0.0
1835,1.4636911048272948e-09,0.0
1836,7.511154872677902e-10,0.0
1837,7.511154872677902e-10,0.0
1838,7.511154872677902e-10,0.0
1839,8.235667148248638e-10,0.0
1840,8.235667148248638e-10,0.0
1841,8.235667148248638e-10,0.0
1842,5.031123533656106e-10,5.808753081712073e-11
1843,7.245122755707354e-11,5.808753081712073e-11
1844,2.0014431382061763e-10,5.808753081712073e-11
1845,2.0014431382061763e-10,5.808753081712073e-11
1846,1.9005026520778146e-10,5.808753081712073e-11
1847,1.9005026520778146e-10,5.808753081712073e-11
1848,9.73520506272355e-10,5.808753081712073e-11
1849,1.281562130227089e-09,0.0
1850,1.281562130227089e-09,0.0
1851,1.6857362291780982e-09,0.0
1852,1.8306384463873115e-09,0.0
1853,1.9525063470788543e-09,0.0
1854,2.0006842809434336e-09,4.817793386457936e-11
1855,1.5678220904075906e-09,4.817793386457936e-11
1856,1.3071602411596217e-09,4.817793386457936e-11
1857,1.6282851138844328e-09,4.817793386457936e-11
1858,1.316212856959455e-09,4.817793386457936e-11
1859,1.1713106397502416e-09,4.817793386457936e-11
1860,1.10347902640814e-09,4.817793386457936e-11
1861,1.0553010925435607e-09,0.0
1862,9.704011324654767e-10,0.0
1863,1.1051240874796316e-09,0.0
1864,9.63574616922155e-10,0.0
1865,8.702573899605731e-10,0.0
1866,8.702573899605731e-10,0.0
1867,9.59803696838029e-10,0.0
1868,1.2160361289354731e-09,0.0
1869,9.503280384848267e-10,0.0
1870,1.0096729325630755e-09,0.0
1871,8.687429942089153e-10,0.0
1872,8.203089041369793e-10,0.0
1873,8.203089041369793e-10,0.0
1874,8.793218256705363e-10,0.0
1875,9.286237850109863e-10,0.0
1876,9.651213201638293e-10,0.0
1877,9.232570303512639e-10,0.0
1878,1.057309644598397e-09,0.0
1879,1.2450211179475851e-09,0.0
1880,1.4327832253968609e-09,0.0
1881,2.068827331669354e-09,0.0
1882,2.688590683419534e-09,0.0
1883,3.2021870234798045e-09,0.0
1884,3.263778739334303e-09,0.0
1885,3.3947138750838643e-09,2.7603019076798726e-11
1886,3.2601208082334257e-09,2.7603019076798726e-11
1887,3.598301482174041e-09,2.7603019076798726e-11
1888,7.061866726308454e-09,5.327691264346766e-11
1889,6.285885161589582e-09,5.327691264346766e-11
1890,5.880147702086447e-09,5.327691264346766e-11
1891,5.765055496479274e-09,5.327691264346766e-11
1892,5.653661412046469e-09,2.5673893566668937e-11
1893,6.136277819202007e-09,2.5673893566668937e-11
1894,5.841237572999449e-09,2.5673893566668937e-11
1895,2.3016462228194914e-09,0.0
1896,2.9446596113861088e-09,0.0
1897,3.3473798019148913e-09,1.7647633354656023e-11
1898,3.441119706642277e-09,1.7647633354656023e-11
1899,3.871508621625505e-09,1.7647633354656023e-11
1900,3.6696463169759242e-09,1.7647633354656023e-11
1901,3.829413119937897e-09,1.7647633354656023e-11
1902,3.6421110730496966e-09,1.7647633354656023e-11
1903,3.303649845750759e-09,3.277657807863678e-11
1904,3.3887706450487697e-09,1.5128944723980756e-11
1905,3.5686204467668047e-09,1.5128944723980756e-11
1906,3.3437647571434225e-09,2.9861254342249715e-11
1907,4.531788373134711e-09,5.768629225093897e-11
1908,4.42782179175895e-09,7.071823583076104e-11
1909,4.483468770847107e-09,9.688108946034494e-11
1910,4.892707857909581e-09,8.175214473636418e-11
1911,5.454679152805397e-09,1.3482630884758302e-10
1912,6.581792666437991e-09,1.3482630884758302e-10
1913,8.709241994253603e-09,1.2009399922931407e-10
1914,8.386896542335518e-09,9.22689613206248e-11
1915,9.493514799682349e-09,9.438181089846002e-11
1916,1.104606463440762e-08,8.252383300520551e-11
1917,1.308955915086634e-08,8.252383300520551e-11
1918,1.3821595169970026e-08,4.311069556894864e-11
1919,1.4272571949699601e-08,4.311069556894864e-11
1920,1.4258140826736313e-08,4.311069556894864e-11
1921,1.7249878604884217e-08,4.311069556894864e-11
1922,2.1771186377504492e-08,5.0890820327672717e-11
1923,2.2650583504051676e-08,3.658594459134333e-11
1924,2.234144792976979e-08,8.296927430809627e-11
1925,2.6116373191038226e-08,9.115165765040599e-11
1926,2.614242866627592e-08,1.3467463255700807e-10
1927,2.6179293399763992e-08,1.7785523054314467e-10
1928,2.485373227857833e-08,1.9950060452839884e-10
1929,2.210900618138112e-08,1.765756866120175e-10
1930,2.4026691239750368e-08,1.765756866120175e-10
1931,2.55661878968892e-08,1.3019235689526454e-10
1932,2.4874786167369426e-08,1.0834894687799285e-10
1933,2.553590329666479e-08,6.482597197139078e-11
1934,2.606132173558048e-08,4.2986164231325776e-11
1935,2.6939263264580404e-08,2.1340790246071606e-11
1936,2.625610586091755e-08,2.1340790246071606e-11
1937,2.4367731451694193e-08,2.1340790246071606e-11
1938,2.233830898035194e-08,2.1340790246071606e-11
1939,1.9055856702111995e-08,2.1340790246071606e-11
1940,1.8038275888849446e-08,2.1340790246071606e-11
1941,1.6984342947929624e-08,0.0
1942,1.3992045998025203e-08,0.0
1943,1.3994379115851124e-08,2.0402283037615885e-11
1944,1.3276678423324029e-08,3.845319102817919e-11
1945,1.4255801491661454e-08,5.6295176853460305e-11
1946,1.4117655108439716e-08,5.6295176853460305e-11
1947,1.4292147782717685e-08,5.6295176853460305e-11
1948,1.445079586151873e-08,5.6295176853460305e-11
1949,2.502051086951594e-08,7.246415570768709e-11
1950,2.4107571050535626e-08,6.814491927092142e-11
1951,2.34960986540094e-08,5.009401128035813e-11
1952,2.3570593477018065e-08,3.225202545507701e-11
1953,2.5143561011020665e-08,6.208312931204369e-11
1954,2.5385947058761564e-08,6.208312931204369e-11
1955,2.4848426808229566e-08,6.208312931204369e-11
1956,1.6217312952855016e-08,4.591415045781691e-11
1957,2.1017659993357744e-08,2.983110385696668e-11
1958,2.9042589920282224e-08,6.379775874254534e-11
1959,3.5253708396965067e-08,9.60418292513968e-11
1960,4.812632159456598e-08,7.6282779696132e-11
1961,6.46389425794171e-08,9.769539344173239e-11
1962,8.109051715824275e-08,1.0740131799786517e-10
1963,9.334680482554956e-08,1.2625238949531033e-10
1964,1.078255970859183e-07,1.5193622947075524e-10
1965,1.199280654467267e-07,1.5991225407344497e-10
1966,1.3633876554714724e-07,1.527814719975191e-10
1967,1.4769583093051812e-07,1.9321669066295145e-10
1968,1.5273255777563983e-07,1.7180407691735107e-10
1969,1.5764759301159108e-07,1.7919092995136562e-10
1970,1.658164998324147e-07,1.8537750897821122e-10
1971,1.6974164347110283e-07,1.852580648410905e-10
1972,1.6808873632661353e-07,1.6815211921285466e-10
1973,1.5948995521089922e-07,1.744685427875124e-10
1974,1.4800930817468076e-07,1.3171523098400228e-10
1975,1.4120124498211745e-07,1.3942628401026573e-10
1976,1.3663977581148045e-07,1.2997768783892409e-10
1977,1.2963506179630713e-07,1.354843722331126e-10
1978,1.1816607273626037e-07,1.176817443096897e-10
1979,1.123762152539192e-07,1.0057544925858229e-10
1980,1.1054104374709692e-07,1.0641874336113157e-10
1981,1.0727256543369939e-07,1.2769497711213289e-10
1982,1.0305013477461347e-07,1.3408133680717756e-10
1983,9.843051884672605e-08,1.3347676485911793e-10
1984,9.400234140295132e-08,1.1691616375438966e-10
1985,9.761502488864998e-08,1.1603691569114386e-10
1986,9.495779908417847e-08,1.411579385125959e-10
1987,9.067924062427274e-08,1.1024726915117736e-10
1988,9.07701119347491e-08,8.781133707074546e-11
1989,8.953536528062094e-08,8.00437355286121e-11
1990,8.685340345339552e-08,9.834541464922734e-11
1991,8.563657262681903e-08,9.686878531454747e-11
1992,8.04070400103488e-08,1.020987292726134e-10
1993,7.946783548667164e-08,7.53785055207512e-11
1994,8.135740107003845e-08,7.520825281992494e-11
1995,7.905808680724086e-08,1.0511850764838293e-10
1996,8.109277465402037e-08,1.1679545128659034e-10
1997,8.691609463897163e-08,1.1883820217566717e-10
1998,8.985455833356224e-08,1.2833346786050066e-10
1999,9.245025113711693e-08,1.317090196826877e-10
2000,9.114428881470563e-08,1.255777818041727e-10
2001,8.883509394763678e-08,1.1938569775628493e-10
2002,9.214424474229028e-08,8.7995939404165e-11
2003,9.033567798561698e-08,7.981916467067077e-11
2004,8.496616337489676e-08,6.205173924292825e-11
2005,8.183138281278194e-08,4.951613177024099e-11
2006,7.639151432061095e-08,3.892867427222692e-11
2007,7.375759888564712e-08,3.892867427222692e-11
2008,6.722755558590571e-08,3.892867427222692e-11
2009,5.6503578704791835e-08,3.38139149616953e-11
2010,4.784391854124286e-08,2.788141369566447e-11
2011,3.905070552637621e-08,1.8264799642968884e-11
2012,3.152019445451515e-08,8.79803695175152e-12
2013,2.6218014933679764e-08,3.897478817857117e-12
2014,2.2790783863310286e-08,3.897478817857117e-12
2015,2.1568059084740654e-08,3.897478817857117e-12
2016,2.29451101928037e-08,3.897478817857117e-12
2017,2.3345360015506838e-08,0.0
2018,2.4088238603781066e-08,0.0
2019,2.5181141616315017e-08,0.0
