ngram,Aptiv,Aptv,Aptiv,Aptv
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,2.092212276443612e-10,0.0,2.092212276443612e-10
1808,0.0,2.092212276443612e-10,0.0,2.092212276443612e-10
1809,0.0,2.092212276443612e-10,0.0,2.092212276443612e-10
1810,0.0,2.092212276443612e-10,0.0,2.092212276443612e-10
1811,0.0,2.092212276443612e-10,0.0,2.092212276443612e-10
1812,0.0,2.092212276443612e-10,0.0,2.092212276443612e-10
1813,0.0,2.092212276443612e-10,0.0,2.092212276443612e-10
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,7.558596605759606e-11,0.0,7.558596605759606e-11,0.0
1841,7.558596605759606e-11,0.0,7.558596605759606e-11,0.0
1842,7.558596605759606e-11,0.0,7.558596605759606e-11,0.0
1843,7.558596605759606e-11,0.0,7.558596605759606e-11,0.0
1844,7.558596605759606e-11,0.0,7.558596605759606e-11,0.0
1845,7.558596605759606e-11,0.0,7.558596605759606e-11,0.0
1846,7.558596605759606e-11,0.0,7.558596605759606e-11,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,4.642859509549981e-11,0.0,4.642859509549981e-11,0.0
1852,4.642859509549981e-11,0.0,4.642859509549981e-11,0.0
1853,4.642859509549981e-11,0.0,4.642859509549981e-11,0.0
1854,4.642859509549981e-11,0.0,4.642859509549981e-11,0.0
1855,4.642859509549981e-11,5.250174898005103e-11,4.642859509549981e-11,5.250174898005103e-11
1856,4.642859509549981e-11,5.250174898005103e-11,4.642859509549981e-11,5.250174898005103e-11
1857,4.642859509549981e-11,5.250174898005103e-11,4.642859509549981e-11,5.250174898005103e-11
1858,0.0,5.250174898005103e-11,0.0,5.250174898005103e-11
1859,0.0,5.250174898005103e-11,0.0,5.250174898005103e-11
1860,0.0,5.250174898005103e-11,0.0,5.250174898005103e-11
1861,0.0,5.250174898005103e-11,0.0,5.250174898005103e-11
1862,0.0,0.0,0.0,0.0
1863,0.0,0.0,0.0,0.0
1864,0.0,0.0,0.0,0.0
1865,0.0,0.0,0.0,0.0
1866,0.0,0.0,0.0,0.0
1867,0.0,0.0,0.0,0.0
1868,0.0,0.0,0.0,0.0
1869,0.0,0.0,0.0,0.0
1870,0.0,4.223646036091314e-11,0.0,4.223646036091314e-11
1871,0.0,4.223646036091314e-11,0.0,4.223646036091314e-11
1872,0.0,4.223646036091314e-11,0.0,4.223646036091314e-11
1873,0.0,4.223646036091314e-11,0.0,4.223646036091314e-11
1874,0.0,4.223646036091314e-11,0.0,4.223646036091314e-11
1875,0.0,4.223646036091314e-11,0.0,4.223646036091314e-11
1876,0.0,4.223646036091314e-11,0.0,4.223646036091314e-11
1877,0.0,6.990334501720343e-11,0.0,6.990334501720343e-11
1878,0.0,6.990334501720343e-11,0.0,6.990334501720343e-11
1879,0.0,6.990334501720343e-11,0.0,6.990334501720343e-11
1880,0.0,6.990334501720343e-11,0.0,6.990334501720343e-11
1881,0.0,1.0146894039283642e-10,0.0,1.0146894039283642e-10
1882,0.0,1.0146894039283642e-10,0.0,1.0146894039283642e-10
1883,0.0,1.0146894039283642e-10,0.0,1.0146894039283642e-10
1884,0.0,3.156559537563299e-11,0.0,3.156559537563299e-11
1885,0.0,3.156559537563299e-11,0.0,3.156559537563299e-11
1886,0.0,5.915421129122831e-11,0.0,5.915421129122831e-11
1887,0.0,5.915421129122831e-11,0.0,5.915421129122831e-11
1888,0.0,2.7588615915595328e-11,0.0,2.7588615915595328e-11
1889,0.0,2.7588615915595328e-11,0.0,2.7588615915595328e-11
1890,0.0,2.7588615915595328e-11,0.0,2.7588615915595328e-11
1891,0.0,2.7588615915595328e-11,0.0,2.7588615915595328e-11
1892,0.0,5.006019805036439e-11,0.0,5.006019805036439e-11
1893,0.0,2.247158213476906e-11,0.0,2.247158213476906e-11
1894,0.0,2.247158213476906e-11,0.0,2.247158213476906e-11
1895,0.0,2.247158213476906e-11,0.0,2.247158213476906e-11
1896,0.0,2.247158213476906e-11,0.0,2.247158213476906e-11
1897,0.0,2.247158213476906e-11,0.0,2.247158213476906e-11
1898,0.0,2.247158213476906e-11,0.0,2.247158213476906e-11
1899,0.0,0.0,0.0,0.0
1900,0.0,0.0,0.0,0.0
1901,0.0,0.0,0.0,0.0
1902,0.0,0.0,0.0,0.0
1903,0.0,0.0,0.0,0.0
1904,1.5853739947819482e-11,1.5853739947819482e-11,1.5853739947819482e-11,1.5853739947819482e-11
1905,1.5853739947819482e-11,1.5853739947819482e-11,1.5853739947819482e-11,1.5853739947819482e-11
1906,1.5853739947819482e-11,1.5853739947819482e-11,1.5853739947819482e-11,1.5853739947819482e-11
1907,3.050391387894789e-11,1.5853739947819482e-11,3.050391387894789e-11,1.5853739947819482e-11
1908,3.050391387894789e-11,1.5853739947819482e-11,3.050391387894789e-11,1.5853739947819482e-11
1909,3.050391387894789e-11,1.5853739947819482e-11,3.050391387894789e-11,1.5853739947819482e-11
1910,3.050391387894789e-11,1.5853739947819482e-11,3.050391387894789e-11,1.5853739947819482e-11
1911,1.465017393112841e-11,0.0,1.465017393112841e-11,0.0
1912,1.465017393112841e-11,1.4414107804164696e-11,1.465017393112841e-11,1.4414107804164696e-11
1913,1.465017393112841e-11,1.4414107804164696e-11,1.465017393112841e-11,1.4414107804164696e-11
1914,0.0,1.4414107804164696e-11,0.0,1.4414107804164696e-11
1915,0.0,1.4414107804164696e-11,0.0,1.4414107804164696e-11
1916,0.0,1.4414107804164696e-11,0.0,1.4414107804164696e-11
1917,0.0,1.4414107804164696e-11,0.0,1.4414107804164696e-11
1918,0.0,1.4414107804164696e-11,0.0,1.4414107804164696e-11
1919,0.0,1.420574669801817e-11,0.0,1.420574669801817e-11
1920,0.0,1.420574669801817e-11,0.0,1.420574669801817e-11
1921,0.0,1.420574669801817e-11,0.0,1.420574669801817e-11
1922,0.0,1.420574669801817e-11,0.0,1.420574669801817e-11
1923,0.0,3.8759191292988706e-11,0.0,3.8759191292988706e-11
1924,0.0,3.8759191292988706e-11,0.0,3.8759191292988706e-11
1925,0.0,3.8759191292988706e-11,0.0,3.8759191292988706e-11
1926,0.0,2.4553444594970538e-11,0.0,2.4553444594970538e-11
1927,0.0,2.4553444594970538e-11,0.0,2.4553444594970538e-11
1928,0.0,2.4553444594970538e-11,0.0,2.4553444594970538e-11
1929,0.0,2.4553444594970538e-11,0.0,2.4553444594970538e-11
1930,0.0,0.0,0.0,0.0
1931,0.0,0.0,0.0,0.0
1932,0.0,0.0,0.0,0.0
1933,0.0,0.0,0.0,0.0
1934,0.0,0.0,0.0,0.0
1935,0.0,0.0,0.0,0.0
1936,0.0,0.0,0.0,0.0
1937,0.0,0.0,0.0,0.0
1938,0.0,0.0,0.0,0.0
1939,0.0,0.0,0.0,0.0
1940,0.0,0.0,0.0,0.0
1941,0.0,0.0,0.0,0.0
1942,2.490804586395358e-11,0.0,2.490804586395358e-11,0.0
1943,2.490804586395358e-11,0.0,2.490804586395358e-11,0.0
1944,2.490804586395358e-11,0.0,2.490804586395358e-11,0.0
1945,2.490804586395358e-11,0.0,2.490804586395358e-11,0.0
1946,2.490804586395358e-11,1.6548104156807344e-11,2.490804586395358e-11,1.6548104156807344e-11
1947,2.490804586395358e-11,1.6548104156807344e-11,2.490804586395358e-11,1.6548104156807344e-11
1948,2.490804586395358e-11,1.6548104156807344e-11,2.490804586395358e-11,1.6548104156807344e-11
1949,0.0,1.6548104156807344e-11,0.0,1.6548104156807344e-11
1950,0.0,3.3468079498254004e-11,0.0,3.3468079498254004e-11
1951,0.0,3.3468079498254004e-11,0.0,3.3468079498254004e-11
1952,0.0,3.3468079498254004e-11,0.0,3.3468079498254004e-11
1953,0.0,1.6919975341446657e-11,0.0,1.6919975341446657e-11
1954,0.0,3.1435931239062345e-11,0.0,3.1435931239062345e-11
1955,0.0,4.593018326781717e-11,0.0,4.593018326781717e-11
1956,0.0,5.939818874851305e-11,0.0,5.939818874851305e-11
1957,0.0,4.2478213407066385e-11,0.0,4.2478213407066385e-11
1958,0.0,4.2478213407066385e-11,0.0,4.2478213407066385e-11
1959,0.0,4.2478213407066385e-11,0.0,4.2478213407066385e-11
1960,0.0,5.306607435219744e-11,0.0,5.306607435219744e-11
1961,0.0,4.980568735213353e-11,0.0,4.980568735213353e-11
1962,0.0,3.5311435323378706e-11,0.0,3.5311435323378706e-11
1963,0.0,2.1843429842682838e-11,0.0,2.1843429842682838e-11
1964,0.0,2.1843429842682838e-11,0.0,2.1843429842682838e-11
1965,0.0,2.1843429842682838e-11,0.0,2.1843429842682838e-11
1966,0.0,3.063650127239319e-11,0.0,3.063650127239319e-11
1967,0.0,2.0048640327262136e-11,0.0,2.0048640327262136e-11
1968,0.0,1.7649612921959753e-11,0.0,1.7649612921959753e-11
1969,0.0,2.6626498624996284e-11,0.0,2.6626498624996284e-11
1970,0.0,5.293502541065769e-11,0.0,5.293502541065769e-11
1971,0.0,6.188592594729464e-11,0.0,6.188592594729464e-11
1972,8.695445157564612e-12,7.058137110485926e-11,8.695445157564612e-12,7.058137110485926e-11
1973,8.695445157564612e-12,6.178829967514891e-11,8.695445157564612e-12,6.178829967514891e-11
1974,8.695445157564612e-12,6.178829967514891e-11,8.695445157564612e-12,6.178829967514891e-11
1975,8.695445157564612e-12,5.2931758182899507e-11,8.695445157564612e-12,5.2931758182899507e-11
1976,8.695445157564612e-12,5.199130362343318e-11,8.695445157564612e-12,5.199130362343318e-11
1977,8.695445157564612e-12,3.370918772290946e-11,8.695445157564612e-12,3.370918772290946e-11
1978,8.695445157564612e-12,2.4758287186272502e-11,8.695445157564612e-12,2.4758287186272502e-11
1979,0.0,1.606284202870789e-11,0.0,1.606284202870789e-11
1980,0.0,3.957332527147552e-11,0.0,3.957332527147552e-11
1981,0.0,4.7203123850124233e-11,0.0,4.7203123850124233e-11
1982,0.0,6.943760794527901e-11,0.0,6.943760794527901e-11
1983,0.0,7.620618818522068e-11,0.0,7.620618818522068e-11
1984,0.0,9.758215069322063e-11,0.0,9.758215069322063e-11
1985,7.234074946214721e-12,1.0481622563943534e-10,7.234074946214721e-12,1.0481622563943534e-10
1986,7.234074946214721e-12,1.1172478071665358e-10,7.234074946214721e-12,1.1172478071665358e-10
1987,7.234074946214721e-12,9.490176501790261e-11,7.234074946214721e-12,9.490176501790261e-11
1988,7.234074946214721e-12,9.420337625045048e-11,7.234074946214721e-12,9.420337625045048e-11
1989,2.719010978670587e-11,7.862090393400451e-11,2.719010978670587e-11,7.862090393400451e-11
1990,2.719010978670587e-11,7.047335483036297e-11,2.719010978670587e-11,7.047335483036297e-11
1991,3.3759378229422257e-11,5.420951832265811e-11,3.3759378229422257e-11,5.420951832265811e-11
1992,2.6525303283207536e-11,4.697544337644339e-11,2.6525303283207536e-11,4.697544337644339e-11
1993,4.584938133521201e-11,4.006688829922516e-11,4.584938133521201e-11,4.006688829922516e-11
1994,5.2352511215048025e-11,5.288881089035183e-11,5.2352511215048025e-11,5.288881089035183e-11
1995,5.2352511215048025e-11,5.234453247832909e-11,5.2352511215048025e-11,5.234453247832909e-11
1996,3.2396476374556875e-11,7.720271594632448e-11,3.2396476374556875e-11,7.720271594632448e-11
1997,3.2396476374556875e-11,9.355535146185875e-11,3.2396476374556875e-11,9.355535146185875e-11
1998,2.582720793184049e-11,9.197238952572486e-11,2.582720793184049e-11,9.197238952572486e-11
1999,2.582720793184049e-11,1.1366536630570095e-10,2.582720793184049e-11,1.1366536630570095e-10
2000,6.503129879836018e-12,1.1366536630570095e-10,6.503129879836018e-12,1.1366536630570095e-10
2001,0.0,9.415597617055762e-11,0.0,9.415597617055762e-11
2002,0.0,9.313739858716831e-11,0.0,9.313739858716831e-11
2003,3.610696265786219e-11,9.25760262100133e-11,3.610696265786219e-11,9.25760262100133e-11
2004,1.269447919798645e-10,9.479865900211389e-11,1.269447919798645e-10,9.479865900211389e-11
2005,1.9650510187295212e-10,8.324308405281502e-11,1.9650510187295212e-10,8.324308405281502e-11
2006,2.376776791252715e-10,6.155010727283892e-11,2.376776791252715e-10,6.155010727283892e-11
2007,2.4841200128657345e-10,6.69172683534899e-11,2.4841200128657345e-10,6.69172683534899e-11
2008,2.4841200128657345e-10,7.749942751037305e-11,2.4841200128657345e-10,7.749942751037305e-11
2009,2.816014346310577e-10,7.627955286264904e-11,2.816014346310577e-10,7.627955286264904e-11
2010,2.7824564081362675e-10,5.761241855607922e-11,2.7824564081362675e-10,5.761241855607922e-11
2011,2.2454698814630295e-10,3.2379687968574016e-11,2.2454698814630295e-10,3.2379687968574016e-11
2012,1.7100625082644427e-10,3.2379687968574016e-11,1.7100625082644427e-10,3.2379687968574016e-11
2013,1.6729083396338496e-10,3.2379687968574016e-11,1.6729083396338496e-10,3.2379687968574016e-11
2014,3.3840776014759655e-10,2.701252688792304e-11,3.3840776014759655e-10,2.701252688792304e-11
2015,6.37094676617497e-10,1.6430367731039882e-11,6.37094676617497e-10,1.6430367731039882e-11
2016,1.0232237914107957e-09,1.854017435608059e-11,1.0232237914107957e-09,1.854017435608059e-11
2017,1.1555513929987586e-09,7.301566758618113e-12,1.1555513929987586e-09,7.301566758618113e-12
2018,1.3346668242819604e-09,8.761880110341735e-12,1.3346668242819604e-09,8.761880110341735e-12
2019,1.6402992783492998e-09,1.095235013792717e-11,1.6402992783492998e-09,1.095235013792717e-11
