ngram,Panasonic,Panasonc
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,7.759176158726535e-10,0.0
1814,9.848757523808364e-10,0.0
1815,9.848757523808364e-10,0.0
1816,9.848757523808364e-10,0.0
1817,9.848757523808364e-10,0.0
1818,9.848757523808364e-10,0.0
1819,9.848757523808364e-10,0.0
1820,2.0895813650818289e-10,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,2.1082283537968546e-10,0.0
1830,2.1082283537968546e-10,0.0
1831,2.1082283537968546e-10,0.0
1832,2.1082283537968546e-10,0.0
1833,2.1082283537968546e-10,0.0
1834,2.1082283537968546e-10,0.0
1835,2.1082283537968546e-10,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,7.558596605759606e-11,0.0
1841,7.558596605759606e-11,0.0
1842,7.558596605759606e-11,0.0
1843,7.558596605759606e-11,0.0
1844,7.558596605759606e-11,0.0
1845,7.558596605759606e-11,0.0
1846,7.558596605759606e-11,0.0
1847,1.2121093018180318e-10,0.0
1848,1.2121093018180318e-10,0.0
1849,1.749504668120088e-10,0.0
1850,2.6989028472408043e-10,0.0
1851,3.1631887981958025e-10,0.0
1852,3.1631887981958025e-10,0.0
1853,3.1631887981958025e-10,0.0
1854,2.4560981026766626e-10,0.0
1855,2.9811155924771727e-10,0.0
1856,2.443720226175117e-10,0.0
1857,1.4943220470544005e-10,0.0
1858,1.606071228391467e-10,0.0
1859,1.606071228391467e-10,0.0
1860,1.606071228391467e-10,0.0
1861,1.101052622092575e-10,0.0
1862,1.1332178449587258e-10,0.0
1863,1.1332178449587258e-10,0.0
1864,2.075120274027041e-10,0.0
1865,2.383616161592629e-10,0.0
1866,4.595597236090043e-10,0.0
1867,5.459846384527265e-10,0.0
1868,5.459846384527265e-10,0.0
1869,6.090240216900205e-10,0.0
1870,6.512604820509336e-10,0.0
1871,5.570702391441021e-10,0.0
1872,5.095688474351537e-10,0.0
1873,3.273794925627373e-10,0.0
1874,2.8069529240631093e-10,0.0
1875,2.8069529240631093e-10,0.0
1876,2.0026962231435774e-10,0.0
1877,2.27936506970648e-10,0.0
1878,4.81934028398864e-10,0.0
1879,4.4098231812204705e-10,0.0
1880,4.348602490005555e-10,0.0
1881,4.2668512968889264e-10,0.0
1882,4.590947086776812e-10,0.0
1883,5.171306061939924e-10,0.0
1884,5.08249075762254e-10,0.0
1885,3.122981099913856e-10,0.0
1886,3.122981099913856e-10,0.0
1887,3.0704539506170343e-10,0.0
1888,8.155366243434159e-10,0.0
1889,8.092979401709752e-10,0.0
1890,7.635214385340713e-10,0.0
1891,7.024996239486064e-10,0.0
1892,6.444530682912588e-10,0.0
1893,6.675147418937805e-10,0.0
1894,6.61972546223133e-10,0.0
1895,1.8542934449821454e-10,0.0
1896,1.9801930135303943e-10,0.0
1897,2.960419627693968e-10,0.0
1898,3.1408013095075253e-10,0.0
1899,3.5050794409764915e-10,0.0
1900,3.8165808410476186e-10,0.0
1901,3.9383968507080066e-10,0.0
1902,3.47544352423996e-10,0.0
1903,3.087835007528231e-10,0.0
1904,1.9187693894069062e-10,0.0
1905,2.0433249536822018e-10,0.0
1906,2.60994598948778e-10,0.0
1907,2.5073330713252876e-10,0.0
1908,2.3018438742385327e-10,0.0
1909,2.4052811528222206e-10,0.0
1910,2.680758948159223e-10,0.0
1911,2.503463468274601e-10,0.0
1912,2.3426673002273953e-10,0.0
1913,1.6977265129439597e-10,0.0
1914,1.8428808776623943e-10,0.0
1915,1.8650235621737414e-10,0.0
1916,2.49251509313161e-10,0.0
1917,2.2170372977946074e-10,0.0
1918,2.3648627599832343e-10,0.0
1919,2.646894072969427e-10,0.0
1920,3.9850514554906624e-10,0.0
1921,3.4003918728383754e-10,0.0
1922,1.1210932222243436e-09,0.0
1923,1.0553354955795363e-09,0.0
1924,1.0797570258537702e-09,0.0
1925,1.0509965477277306e-09,0.0
1926,1.0083793086249467e-09,0.0
1927,8.459677323737123e-10,0.0
1928,8.687772188161905e-10,0.0
1929,7.178446131168264e-11,0.0
1930,1.8336797556552297e-10,0.0
1931,4.212765394465531e-10,0.0
1932,7.522819847219761e-10,0.0
1933,9.83953571398466e-10,0.0
1934,9.83953571398466e-10,0.0
1935,9.833664180566463e-10,0.0
1936,1.0043038504000838e-09,0.0
1937,9.354941464336163e-10,0.0
1938,1.7825288427848157e-09,0.0
1939,1.6008875534735877e-09,0.0
1940,1.60135532215452e-09,0.0
1941,1.60135532215452e-09,0.0
1942,1.5791329890538615e-09,0.0
1943,1.6869155120399375e-09,0.0
1944,1.9610720507807447e-09,0.0
1945,2.259413846493276e-09,0.0
1946,3.2684169339246084e-09,0.0
1947,3.5992147674944265e-09,0.0
1948,3.6505147674567186e-09,0.0
1949,3.7355455752484195e-09,0.0
1950,3.708345475932668e-09,0.0
1951,6.85872143603637e-09,0.0
1952,5.968585185613305e-09,0.0
1953,5.422098139521278e-09,0.0
1954,5.251091755864579e-09,0.0
1955,5.562148059594969e-09,0.0
1956,5.759945361941529e-09,0.0
1957,5.887812570826156e-09,0.0
1958,2.7292034505370974e-09,0.0
1959,2.6520967485613565e-09,0.0
1960,2.495494557029433e-09,0.0
1961,4.32091081962024e-09,0.0
1962,5.050142415363723e-09,0.0
1963,1.0392704998172877e-08,0.0
1964,1.6197828982862054e-08,0.0
1965,2.4926482084757547e-08,0.0
1966,3.802734803239259e-08,0.0
1967,5.3023724204998805e-08,0.0
1968,7.295658667670426e-08,0.0
1969,9.919961639427908e-08,0.0
1970,1.2289069317716894e-07,0.0
1971,1.506100275605604e-07,8.950900536636957e-12
1972,1.6779097831788802e-07,8.950900536636957e-12
1973,1.8700190500859598e-07,1.720499734744355e-11
1974,2.13444711302405e-07,1.720499734744355e-11
1975,2.4245733852369865e-07,1.720499734744355e-11
1976,2.6945703065653757e-07,1.720499734744355e-11
1977,3.043759286518772e-07,1.720499734744355e-11
1978,3.5156857336460234e-07,1.6414025396807983e-11
1979,4.2093186688621896e-07,2.4541726290072674e-11
1980,4.7006662384774245e-07,3.196128431359746e-11
1981,5.474335458594786e-07,6.248047862819232e-11
1982,6.346210942150979e-07,1.0694944681850188e-10
1983,7.182843018784167e-07,1.735719955661289e-10
1984,7.413592827885753e-07,2.6177911971062405e-10
1985,7.529221436795654e-07,2.6085326607083736e-10
1986,7.543328349259224e-07,2.665426753320091e-10
1987,7.661506141890381e-07,2.5755648804169443e-10
1988,7.385709912861265e-07,2.6169434080054137e-10
1989,6.860980761302926e-07,2.1722537261023182e-10
1990,6.392545352745011e-07,1.8389013327941532e-10
1991,6.349009140649287e-07,9.568300913492017e-11
1992,6.291039816070614e-07,1.0117362652027419e-10
1993,6.124624210964871e-07,1.0023923506717404e-10
1994,6.100875842613667e-07,1.000548974029934e-10
1995,5.979958684422724e-07,8.45592450227084e-11
1996,5.833944588370546e-07,1.223714824908192e-10
1997,5.558346418053719e-07,1.0634174542929159e-10
1998,5.390855822692434e-07,1.0634174542929159e-10
1999,5.104181468595925e-07,9.361705309772285e-11
2000,4.877411429658553e-07,8.073433439638654e-11
2001,4.5729544240202813e-07,7.423120451655052e-11
2002,4.4096843713045277e-07,7.117547127074734e-11
2003,4.2774721415688486e-07,3.852137111277314e-11
2004,4.2295540733253543e-07,2.1263798757490246e-11
2005,4.0238427345684613e-07,2.623239225047718e-11
2006,3.8158503100151263e-07,3.1378964407017105e-11
2007,3.624498065489336e-07,3.1378964407017105e-11
2008,3.3629619825400627e-07,3.1378964407017105e-11
2009,3.0914741192386176e-07,1.527330295966348e-11
2010,2.7975394191668913e-07,1.0115165649526858e-11
2011,2.475618085132477e-07,1.0115165649526858e-11
2012,2.2860854390468637e-07,5.146572156539924e-12
2013,2.1813397056900742e-07,0.0
2014,2.0121121987618347e-07,0.0
2015,1.8659034952049426e-07,0.0
2016,1.7098515619246818e-07,0.0
2017,1.6604442028741082e-07,0.0
2018,1.6199899732782796e-07,0.0
2019,1.558030291448631e-07,0.0
