ngram,Swiss Re,Swiss Re
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,7.361843452307377e-09,7.361843452307377e-09
1756,7.361843452307377e-09,7.361843452307377e-09
1757,7.361843452307377e-09,7.361843452307377e-09
1758,7.361843452307377e-09,7.361843452307377e-09
1759,7.361843452307377e-09,7.361843452307377e-09
1760,7.361843452307377e-09,7.361843452307377e-09
1761,7.361843452307377e-09,7.361843452307377e-09
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,2.2415095811213958e-09,2.2415095811213958e-09
1781,2.2415095811213958e-09,2.2415095811213958e-09
1782,2.2415095811213958e-09,2.2415095811213958e-09
1783,2.2415095811213958e-09,2.2415095811213958e-09
1784,2.2415095811213958e-09,2.2415095811213958e-09
1785,2.2415095811213958e-09,2.2415095811213958e-09
1786,2.2415095811213958e-09,2.2415095811213958e-09
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,1.8154945800676258e-10,1.8154945800676258e-10
1817,1.8154945800676258e-10,1.8154945800676258e-10
1818,1.8154945800676258e-10,1.8154945800676258e-10
1819,1.8154945800676258e-10,1.8154945800676258e-10
1820,1.8154945800676258e-10,1.8154945800676258e-10
1821,1.8154945800676258e-10,1.8154945800676258e-10
1822,1.8154945800676258e-10,1.8154945800676258e-10
1823,0.0,0.0
1824,1.2806382938228873e-10,1.2806382938228873e-10
1825,2.4901024892847497e-10,2.4901024892847497e-10
1826,2.4901024892847497e-10,2.4901024892847497e-10
1827,2.4901024892847497e-10,2.4901024892847497e-10
1828,2.4901024892847497e-10,2.4901024892847497e-10
1829,2.4901024892847497e-10,2.4901024892847497e-10
1830,2.4901024892847497e-10,2.4901024892847497e-10
1831,2.0980070062189985e-10,2.0980070062189985e-10
1832,3.3307744657611645e-10,3.3307744657611645e-10
1833,3.3307744657611645e-10,3.3307744657611645e-10
1834,3.3307744657611645e-10,3.3307744657611645e-10
1835,3.3307744657611645e-10,3.3307744657611645e-10
1836,3.3307744657611645e-10,3.3307744657611645e-10
1837,3.3307744657611645e-10,3.3307744657611645e-10
1838,2.442231655004028e-10,2.442231655004028e-10
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,2.9043764219035696e-10,2.9043764219035696e-10
1843,3.5311811411428296e-10,3.5311811411428296e-10
1844,3.5311811411428296e-10,3.5311811411428296e-10
1845,4.169227344316287e-10,4.169227344316287e-10
1846,4.792799133758661e-10,4.792799133758661e-10
1847,4.792799133758661e-10,4.792799133758661e-10
1848,5.315112635731875e-10,5.315112635731875e-10
1849,2.410736213828305e-10,2.410736213828305e-10
1850,1.783931494589045e-10,1.783931494589045e-10
1851,1.783931494589045e-10,1.783931494589045e-10
1852,3.077914748469571e-10,3.077914748469571e-10
1853,2.4543429590271973e-10,2.4543429590271973e-10
1854,5.82679828989693e-10,5.82679828989693e-10
1855,6.807090764076357e-10,6.807090764076357e-10
1856,8.702281752346965e-10,8.702281752346965e-10
1857,8.702281752346965e-10,8.702281752346965e-10
1858,9.801256393794843e-10,9.801256393794843e-10
1859,8.449995148041012e-10,8.449995148041012e-10
1860,9.031962479509405e-10,9.031962479509405e-10
1861,5.659507148639672e-10,5.659507148639672e-10
1862,4.156901172487031e-10,4.156901172487031e-10
1863,2.261710184216424e-10,2.261710184216424e-10
1864,2.261710184216424e-10,2.261710184216424e-10
1865,2.0059201918546218e-10,2.0059201918546218e-10
1866,1.4251519805544684e-10,1.4251519805544684e-10
1867,2.490702802734493e-10,2.490702802734493e-10
1868,2.490702802734493e-10,2.490702802734493e-10
1869,2.490702802734493e-10,2.490702802734493e-10
1870,2.490702802734493e-10,2.490702802734493e-10
1871,2.490702802734493e-10,2.490702802734493e-10
1872,1.647518153648418e-10,1.647518153648418e-10
1873,2.0190947723288033e-10,2.0190947723288033e-10
1874,1.5070881447571642e-10,1.5070881447571642e-10
1875,1.5070881447571642e-10,1.5070881447571642e-10
1876,1.5070881447571642e-10,1.5070881447571642e-10
1877,2.837643651800091e-10,2.837643651800091e-10
1878,3.183039823781034e-10,3.183039823781034e-10
1879,4.179621371225295e-10,4.179621371225295e-10
1880,4.1209815916852325e-10,4.1209815916852325e-10
1881,2.985470065608453e-10,2.985470065608453e-10
1882,3.6023352356640004e-10,3.6023352356640004e-10
1883,4.213550679001342e-10,4.213550679001342e-10
1884,2.882995171958415e-10,2.882995171958415e-10
1885,3.917749914166586e-10,3.917749914166586e-10
1886,2.921168366722325e-10,2.921168366722325e-10
1887,2.6082315275820026e-10,2.6082315275820026e-10
1888,3.63518727024876e-10,3.63518727024876e-10
1889,3.2671823976418834e-10,3.2671823976418834e-10
1890,3.137155019888078e-10,3.137155019888078e-10
1891,3.6240978472181137e-10,3.6240978472181137e-10
1892,2.884744030952545e-10,2.884744030952545e-10
1893,2.884744030952545e-10,2.884744030952545e-10
1894,3.5144782322455674e-10,3.5144782322455674e-10
1895,2.688734849844364e-10,2.688734849844364e-10
1896,3.1769252902983224e-10,3.1769252902983224e-10
1897,4.636976933377771e-10,4.636976933377771e-10
1898,4.321336066759329e-10,4.321336066759329e-10
1899,3.8534911967718395e-10,3.8534911967718395e-10
1900,4.883281497423755e-10,4.883281497423755e-10
1901,4.2535472961307315e-10,4.2535472961307315e-10
1902,4.215839711060479e-10,4.215839711060479e-10
1903,3.7813678676374655e-10,3.7813678676374655e-10
1904,1.9906513540731855e-10,1.9906513540731855e-10
1905,2.542922816761717e-10,2.542922816761717e-10
1906,3.4012322521917836e-10,3.4012322521917836e-10
1907,4.875695422798135e-10,4.875695422798135e-10
1908,8.003361802653788e-10,8.003361802653788e-10
1909,1.1502656614901875e-09,1.1502656614901875e-09
1910,1.996192611010615e-09,1.996192611010615e-09
1911,2.2199740379313937e-09,2.2199740379313937e-09
1912,2.558267859458547e-09,2.558267859458547e-09
1913,2.8760119524002495e-09,2.8760119524002495e-09
1914,3.11162790771797e-09,3.11162790771797e-09
1915,3.434942552615894e-09,3.434942552615894e-09
1916,3.311845480397884e-09,3.311845480397884e-09
1917,2.515293576596126e-09,2.515293576596126e-09
1918,2.4677142075800263e-09,2.4677142075800263e-09
1919,3.0964396919535328e-09,3.0964396919535328e-09
1920,2.8517652525142776e-09,2.8517652525142776e-09
1921,2.419090598472705e-09,2.419090598472705e-09
1922,1.943483742986426e-09,1.943483742986426e-09
1923,1.7236237120117031e-09,1.7236237120117031e-09
1924,1.8063324249060842e-09,1.8063324249060842e-09
1925,1.7679819116648128e-09,1.7679819116648128e-09
1926,1.0767890626769576e-09,1.0767890626769576e-09
1927,9.86954438810171e-10,9.86954438810171e-10
1928,9.985239103814182e-10,9.985239103814182e-10
1929,1.0061503812648048e-09,1.0061503812648048e-09
1930,1.0604113381036078e-09,1.0604113381036078e-09
1931,1.1722058006797503e-09,1.1722058006797503e-09
1932,1.4012094579867502e-09,1.4012094579867502e-09
1933,1.3391253423605016e-09,1.3391253423605016e-09
1934,1.380808887864658e-09,1.380808887864658e-09
1935,1.4003305023483188e-09,1.4003305023483188e-09
1936,1.2919114904847667e-09,1.2919114904847667e-09
1937,1.2356423622390216e-09,1.2356423622390216e-09
1938,3.0070603269332405e-09,3.0070603269332405e-09
1939,2.767120703208091e-09,2.767120703208091e-09
1940,2.8242999169528613e-09,2.8242999169528613e-09
1941,2.7749229937677556e-09,2.7749229937677556e-09
1942,2.808953185131001e-09,2.808953185131001e-09
1943,3.0145009782029622e-09,3.0145009782029622e-09
1944,3.227848091987998e-09,3.227848091987998e-09
1945,1.6105016764633717e-09,1.6105016764633717e-09
1946,1.673075210119533e-09,1.673075210119533e-09
1947,1.5187037262696735e-09,1.5187037262696735e-09
1948,1.6025574756106664e-09,1.6025574756106664e-09
1949,1.7266042405341052e-09,1.7266042405341052e-09
1950,1.8956168222418667e-09,1.8956168222418667e-09
1951,1.7868446880850035e-09,1.7868446880850035e-09
1952,1.5375705312134107e-09,1.5375705312134107e-09
1953,1.4374379623102333e-09,1.4374379623102333e-09
1954,1.4555735981604455e-09,1.4555735981604455e-09
1955,2.4646724185371583e-09,2.4646724185371583e-09
1956,3.0166610320847553e-09,3.0166610320847553e-09
1957,2.788502904772981e-09,2.788502904772981e-09
1958,2.9683131508306815e-09,2.9683131508306815e-09
1959,3.0903243139083057e-09,3.0903243139083057e-09
1960,3.4290858406750756e-09,3.4290858406750756e-09
1961,3.821595960319866e-09,3.821595960319866e-09
1962,2.8635059085806755e-09,2.8635059085806755e-09
1963,2.5402593996558055e-09,2.5402593996558055e-09
1964,2.548207264244492e-09,2.548207264244492e-09
1965,2.611602933910717e-09,2.611602933910717e-09
1966,2.4948223962896675e-09,2.4948223962896675e-09
1967,2.40520290985456e-09,2.40520290985456e-09
1968,2.0838902825559558e-09,2.0838902825559558e-09
1969,2.229308277661752e-09,2.229308277661752e-09
1970,2.358935063157779e-09,2.358935063157779e-09
1971,2.3664611698797397e-09,2.3664611698797397e-09
1972,2.369916596300925e-09,2.369916596300925e-09
1973,2.492192166922028e-09,2.492192166922028e-09
1974,3.0613626554400396e-09,3.0613626554400396e-09
1975,3.77784793924109e-09,3.77784793924109e-09
1976,4.2444712189393385e-09,4.2444712189393385e-09
1977,4.323179116281852e-09,4.323179116281852e-09
1978,4.644944746295161e-09,4.644944746295161e-09
1979,5.1227420400883665e-09,5.1227420400883665e-09
1980,5.733218344516899e-09,5.733218344516899e-09
1981,5.616084866996321e-09,5.616084866996321e-09
1982,5.57998307877077e-09,5.57998307877077e-09
1983,5.824432111215369e-09,5.824432111215369e-09
1984,6.018803994883066e-09,6.018803994883066e-09
1985,7.216757731092522e-09,7.216757731092522e-09
1986,7.128563326931823e-09,7.128563326931823e-09
1987,7.375954957922204e-09,7.375954957922204e-09
1988,8.152990092570787e-09,8.152990092570787e-09
1989,8.764159239608001e-09,8.764159239608001e-09
1990,9.860818891585917e-09,9.860818891585917e-09
1991,1.2582628145756708e-08,1.2582628145756708e-08
1992,1.6146609890402682e-08,1.6146609890402682e-08
1993,2.1883568100479678e-08,2.1883568100479678e-08
1994,3.11281532613553e-08,3.11281532613553e-08
1995,3.6730835769763614e-08,3.6730835769763614e-08
1996,4.433848564490615e-08,4.433848564490615e-08
1997,5.1789080452684695e-08,5.1789080452684695e-08
1998,6.673028402864084e-08,6.673028402864084e-08
1999,7.980413637856795e-08,7.980413637856795e-08
2000,8.695252314997301e-08,8.695252314997301e-08
2001,9.237256039438892e-08,9.237256039438892e-08
2002,1.0203015676779614e-07,1.0203015676779614e-07
2003,1.0979468458214927e-07,1.0979468458214927e-07
2004,1.1999244264870867e-07,1.1999244264870867e-07
2005,1.1594906063854588e-07,1.1594906063854588e-07
2006,1.0917937081395784e-07,1.0917937081395784e-07
2007,1.0511116548579074e-07,1.0511116548579074e-07
2008,9.910874203861958e-08,9.910874203861958e-08
2009,9.058591286605275e-08,9.058591286605275e-08
2010,8.730070736159437e-08,8.730070736159437e-08
2011,7.380444649080736e-08,7.380444649080736e-08
2012,6.55480870851274e-08,6.55480870851274e-08
2013,6.386046789787412e-08,6.386046789787412e-08
2014,6.136922436894565e-08,6.136922436894565e-08
2015,5.759198375341969e-08,5.759198375341969e-08
2016,5.335898681632248e-08,5.335898681632248e-08
2017,4.631925835478038e-08,4.631925835478038e-08
2018,4.67368288070702e-08,4.67368288070702e-08
2019,4.750584015056347e-08,4.750584015056347e-08
