ngram,3i Group,3 Group
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,4.4253765731282005e-10
1802,0.0,4.4253765731282005e-10
1803,0.0,4.4253765731282005e-10
1804,0.0,4.4253765731282005e-10
1805,0.0,4.4253765731282005e-10
1806,0.0,4.4253765731282005e-10
1807,0.0,4.4253765731282005e-10
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,6.724922206404114e-11
1830,0.0,6.724922206404114e-11
1831,0.0,6.724922206404114e-11
1832,0.0,6.724922206404114e-11
1833,0.0,6.724922206404114e-11
1834,0.0,6.724922206404114e-11
1835,0.0,6.724922206404114e-11
1836,0.0,0.0
1837,0.0,7.400230428444843e-11
1838,0.0,2.1997629908097694e-10
1839,0.0,2.924275266380505e-10
1840,0.0,5.092311810323785e-10
1841,0.0,5.092311810323785e-10
1842,0.0,5.092311810323785e-10
1843,0.0,8.22633532721844e-10
1844,0.0,7.486312284373956e-10
1845,0.0,6.664618539582128e-10
1846,0.0,7.810821592687692e-10
1847,0.0,5.642785048744412e-10
1848,0.0,6.687412052690839e-10
1849,0.0,8.227620172464509e-10
1850,0.0,5.093596655569854e-10
1851,0.0,7.309709821561633e-10
1852,0.0,6.671663618388176e-10
1853,0.0,5.722073687890778e-10
1854,0.0,5.722073687890778e-10
1855,0.0,5.178315316228016e-10
1856,0.0,6.954691346626265e-10
1857,0.0,6.954691346626265e-10
1858,0.0,4.738578180634484e-10
1859,0.0,5.319346391934638e-10
1860,0.0,4.398220993755737e-10
1861,0.0,4.398220993755737e-10
1862,0.0,4.960184723274657e-10
1863,0.0,3.919884654963417e-10
1864,0.0,3.919884654963417e-10
1865,0.0,3.919884654963417e-10
1866,0.0,3.760730536507749e-10
1867,0.0,4.1726100749198535e-10
1868,0.0,4.599664141632534e-10
1869,0.0,4.667458007391798e-10
1870,0.0,2.7935866318630684e-10
1871,0.0,3.180041269994811e-10
1872,0.0,4.740913495115961e-10
1873,0.0,6.177182456022581e-10
1874,0.0,8.793333759550746e-10
1875,0.0,8.366279692838065e-10
1876,0.0,7.235653465276215e-10
1877,0.0,7.831157428877284e-10
1878,0.0,8.135495134707429e-10
1879,0.0,7.239010621099392e-10
1880,0.0,6.632874923909579e-10
1881,3.003322590622304e-11,3.604844081969308e-10
1882,3.003322590622304e-11,5.76387211768749e-10
1883,3.003322590622304e-11,6.986303004362173e-10
1884,3.003322590622304e-11,7.149164316100354e-10
1885,3.003322590622304e-11,6.734402162906455e-10
1886,3.003322590622304e-11,8.430930675817905e-10
1887,3.003322590622304e-11,8.231068882036396e-10
1888,0.0,9.001285708861876e-10
1889,0.0,1.2317184217014443e-09
1890,0.0,1.6869009958738905e-09
1891,0.0,2.033418873757599e-09
1892,0.0,2.2621346938502184e-09
1893,0.0,2.4206149069299396e-09
1894,0.0,2.462364320380114e-09
1895,2.012123602655537e-11,3.1298283805928204e-09
1896,2.012123602655537e-11,3.540501717199821e-09
1897,2.012123602655537e-11,4.25135334872603e-09
1898,2.012123602655537e-11,4.1656219902057904e-09
1899,2.012123602655537e-11,5.137263995155397e-09
1900,2.012123602655537e-11,6.029930031483031e-09
1901,2.012123602655537e-11,6.5666634035161616e-09
1902,0.0,6.378093926023049e-09
1903,0.0,6.130988351925128e-09
1904,0.0,5.53511776096067e-09
1905,1.4471467674986067e-11,6.692229056629426e-09
1906,1.4471467674986067e-11,6.451332928187574e-09
1907,2.8383986629330694e-11,5.720595806581384e-09
1908,2.8383986629330694e-11,6.522566042832523e-09
1909,2.8383986629330694e-11,7.065489653663397e-09
1910,2.8383986629330694e-11,6.982143752054526e-09
1911,2.8383986629330694e-11,7.563516987322113e-09
1912,1.3912518954344628e-11,7.754276268708996e-09
1913,1.3912518954344628e-11,8.423539707028534e-09
1914,0.0,9.672335313634254e-09
1915,0.0,1.0503847188861722e-08
1916,0.0,1.1922665521524323e-08
1917,0.0,1.3046875453020285e-08
1918,0.0,1.5611844008032805e-08
1919,0.0,1.74641845112384e-08
1920,0.0,2.0983608501572755e-08
1921,0.0,2.2220211067950198e-08
1922,0.0,2.2906221808227656e-08
1923,2.3322855551605973e-11,2.5193071882613693e-08
1924,2.3322855551605973e-11,2.6502447220926635e-08
1925,2.3322855551605973e-11,2.7141597921545975e-08
1926,2.3322855551605973e-11,2.719869104542535e-08
1927,2.3322855551605973e-11,2.6189866529437367e-08
1928,2.3322855551605973e-11,2.7000844227131893e-08
1929,2.3322855551605973e-11,2.8056115906695467e-08
1930,0.0,3.0208288949649745e-08
1931,0.0,3.153316693474803e-08
1932,0.0,3.040257493377599e-08
1933,0.0,3.1059901825106606e-08
1934,0.0,3.075565732249938e-08
1935,0.0,3.201247368776551e-08
1936,0.0,3.4001802008885666e-08
1937,0.0,3.3013232021111046e-08
1938,2.066216245718725e-11,3.298677039457029e-08
1939,4.432347742801466e-11,3.550746921884443e-08
1940,4.432347742801466e-11,3.712527504465665e-08
1941,4.432347742801466e-11,3.672397598718037e-08
1942,4.432347742801466e-11,3.706472792178569e-08
1943,4.432347742801466e-11,3.648477583543094e-08
1944,4.432347742801466e-11,3.748431508045412e-08
1945,2.3661314970827416e-11,3.840582658248033e-08
1946,1.5733955804897448e-11,3.853245747872539e-08
1947,1.5733955804897448e-11,3.641704690185829e-08
1948,1.5733955804897448e-11,3.88064392049208e-08
1949,1.5733955804897448e-11,3.738207001090034e-08
1950,1.5733955804897448e-11,3.9489372787621894e-08
1951,1.5733955804897448e-11,3.925681925563497e-08
1952,1.5733955804897448e-11,4.0074241829708105e-08
1953,0.0,3.997124815262916e-08
1954,1.3802869561604529e-11,4.356189263278663e-08
1955,1.3802869561604529e-11,4.4823541449951724e-08
1956,2.6617761566300705e-11,4.650009291903448e-08
1957,2.6617761566300705e-11,4.639249746268044e-08
1958,2.6617761566300705e-11,4.677907635855913e-08
1959,2.6617761566300705e-11,5.108451262003655e-08
1960,3.668981586800259e-11,5.216273076972097e-08
1961,2.288694630639806e-11,5.188718331185425e-08
1962,2.288694630639806e-11,5.2956852617366424e-08
1963,1.0072054301701883e-11,5.700965540914435e-08
1964,3.575589427714679e-11,5.676785619357361e-08
1965,4.414443017480047e-11,5.654155696025295e-08
1966,4.414443017480047e-11,5.167076519033539e-08
1967,3.407237587309859e-11,5.0315628742834765e-08
1968,3.407237587309859e-11,4.980853012576907e-08
1969,3.407237587309859e-11,5.1497514570136057e-08
1970,3.407237587309859e-11,4.912819154664508e-08
1971,8.38853589765368e-12,4.831061316070061e-08
1972,0.0,4.7897623898864235e-08
1973,7.857428001895833e-12,4.861884203169861e-08
1974,7.857428001895833e-12,4.991289667291962e-08
1975,7.857428001895833e-12,5.005046789717328e-08
1976,1.550160942070151e-11,4.727318929959827e-08
1977,6.131811080714985e-11,4.62708484860741e-08
1978,6.131811080714985e-11,4.658439779957137e-08
1979,7.677898842500014e-11,4.654146579241569e-08
1980,9.873996610422684e-11,4.593008640085827e-08
1981,1.9308809858548896e-10,4.5495040369912335e-08
1982,5.243772851453483e-10,4.818674881335028e-08
1983,6.012084193580363e-10,4.598547726735498e-08
1984,5.903512510190595e-10,4.434219696187418e-08
1985,1.216660541163745e-09,4.2169851610651676e-08
1986,2.1144703289875467e-09,4.0513568880637e-08
1987,2.7526972883646597e-09,4.067924866798681e-08
1988,3.726619707267176e-09,4.1023982687095536e-08
1989,4.42075991289949e-09,3.7156717829540346e-08
1990,4.9698168080869465e-09,3.681295014855225e-08
1991,5.835369013392924e-09,4.0646084085795205e-08
1992,6.402137359933542e-09,4.444828200738422e-08
1993,5.997759431965375e-09,5.13267234428635e-08
1994,6.072764132828265e-09,5.602587701706138e-08
1995,5.9779473434876505e-09,5.580255901804776e-08
1996,6.074939091454163e-09,5.5346571262556865e-08
1997,5.9288427818009785e-09,5.551334173300607e-08
1998,6.87102968172886e-09,5.1576721306543864e-08
1999,6.6795103733799775e-09,4.814520388712091e-08
2000,7.085395667009006e-09,4.2209605461656404e-08
2001,7.120025743593114e-09,3.679278646830296e-08
2002,7.241130457152118e-09,3.599265901194875e-08
2003,7.68167608887284e-09,3.7048140301619373e-08
2004,8.680006998876673e-09,3.8410308584551396e-08
2005,8.105854717602564e-09,3.834102203979585e-08
2006,7.868783466083836e-09,4.535875522801039e-08
2007,7.454683156485738e-09,4.638678013131019e-08
2008,7.2254358052248335e-09,4.5773661432641736e-08
2009,6.8728952053374675e-09,4.487674689000544e-08
2010,5.543777167485839e-09,4.343709392173878e-08
2011,4.2167513290637865e-09,4.2955013006868674e-08
2012,3.1055321806202787e-09,4.574614414260785e-08
2013,2.453040826022601e-09,3.782495840352697e-08
2014,2.194394071215149e-09,3.555589955794858e-08
2015,1.7802746182000411e-09,3.453902180134654e-08
2016,1.2167316757302364e-09,3.302003952805015e-08
2017,1.1466967653195326e-09,3.301234426563345e-08
2018,1.1537987565368724e-09,3.1780946585513445e-08
2019,1.166926180684591e-09,2.6848206324814328e-08
