ngram,Cummins,Cumins,Cummns,Cummns
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,6.733503710165678e-08,0.0,0.0
1639,0.0,6.733503710165678e-08,0.0,0.0
1640,0.0,6.733503710165678e-08,0.0,0.0
1641,0.0,6.733503710165678e-08,0.0,0.0
1642,0.0,6.733503710165678e-08,0.0,0.0
1643,0.0,6.733503710165678e-08,0.0,0.0
1644,0.0,6.733503710165678e-08,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,1.113427937785413e-07,0.0,0.0
1653,0.0,1.113427937785413e-07,0.0,0.0
1654,0.0,1.113427937785413e-07,0.0,0.0
1655,0.0,1.113427937785413e-07,0.0,0.0
1656,0.0,1.113427937785413e-07,0.0,0.0
1657,0.0,1.113427937785413e-07,0.0,0.0
1658,0.0,1.113427937785413e-07,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,3.431849953423287e-08,0.0,0.0
1676,0.0,3.431849953423287e-08,0.0,0.0
1677,0.0,3.431849953423287e-08,0.0,0.0
1678,0.0,3.431849953423287e-08,0.0,0.0
1679,0.0,1.4967734581919752e-07,0.0,0.0
1680,0.0,1.4967734581919752e-07,0.0,0.0
1681,0.0,1.4967734581919752e-07,0.0,0.0
1682,2.016103297007378e-08,1.3551987925503844e-07,0.0,0.0
1683,2.016103297007378e-08,1.3551987925503844e-07,0.0,0.0
1684,2.016103297007378e-08,1.3551987925503844e-07,0.0,0.0
1685,6.05726963190786e-08,1.3551987925503844e-07,0.0,0.0
1686,6.05726963190786e-08,2.016103297007378e-08,0.0,0.0
1687,6.05726963190786e-08,2.016103297007378e-08,0.0,0.0
1688,6.05726963190786e-08,2.016103297007378e-08,0.0,0.0
1689,4.041166334900481e-08,3.157116980543963e-08,0.0,0.0
1690,4.041166334900481e-08,3.157116980543963e-08,0.0,0.0
1691,4.041166334900481e-08,3.157116980543963e-08,0.0,0.0
1692,0.0,3.157116980543963e-08,0.0,0.0
1693,0.0,3.157116980543963e-08,0.0,0.0
1694,0.0,3.157116980543963e-08,0.0,0.0
1695,1.550680346034434e-08,3.157116980543963e-08,0.0,0.0
1696,1.550680346034434e-08,0.0,0.0,0.0
1697,3.0200953103433544e-08,0.0,0.0,0.0
1698,3.0200953103433544e-08,0.0,0.0,0.0
1699,3.0200953103433544e-08,0.0,0.0,0.0
1700,4.319880580234374e-08,0.0,0.0,0.0
1701,4.319880580234374e-08,9.666759329515377e-09,0.0,0.0
1702,2.7692002341999407e-08,9.666759329515377e-09,0.0,0.0
1703,2.7692002341999407e-08,2.0707969180680915e-08,0.0,0.0
1704,3.032138603690068e-08,2.0707969180680915e-08,0.0,0.0
1705,3.032138603690068e-08,2.0707969180680915e-08,0.0,0.0
1706,3.032138603690068e-08,2.0707969180680915e-08,0.0,0.0
1707,1.732353333799048e-08,2.0707969180680915e-08,0.0,0.0
1708,1.732353333799048e-08,1.6537508733855638e-07,0.0,0.0
1709,2.934854949541789e-08,1.7740010349598379e-07,0.0,0.0
1710,2.934854949541789e-08,1.6635889364481825e-07,0.0,0.0
1711,4.11020023096041e-08,1.6635889364481825e-07,0.0,0.0
1712,4.11020023096041e-08,1.6635889364481825e-07,0.0,0.0
1713,9.519208025007434e-08,1.6635889364481825e-07,0.0,0.0
1714,9.519208025007434e-08,1.6635889364481825e-07,0.0,0.0
1715,1.0651443359068122e-07,1.2025016157427411e-08,0.0,0.0
1716,1.0334437559679697e-07,0.0,0.0,0.0
1717,1.0334437559679697e-07,0.0,0.0,0.0
1718,7.426738944462028e-08,0.0,0.0,0.0
1719,8.08522605057403e-08,6.584871061120014e-09,0.0,0.0
1720,6.300669548003108e-08,2.4707127518500523e-08,0.0,0.0
1721,6.300669548003108e-08,2.4707127518500523e-08,0.0,0.0
1722,5.168434213942419e-08,2.4707127518500523e-08,0.0,0.0
1723,6.135491200812534e-08,2.4707127518500523e-08,0.0,0.0
1724,6.722583175847571e-08,4.23198862620211e-08,0.0,0.0
1725,8.193173783865859e-08,4.23198862620211e-08,0.0,0.0
1726,1.0728435790546037e-07,3.5735015200901084e-08,0.0,0.0
1727,7.788256084495515e-08,1.7612758743520577e-08,0.0,0.0
1728,9.084168084427802e-08,3.705143772744382e-08,0.0,0.0
1729,9.084168084427802e-08,4.342341445148382e-08,0.0,0.0
1730,8.049939077230712e-08,5.262344586753898e-07,0.0,0.0
1731,9.552868972053017e-08,5.086216999318692e-07,0.0,0.0
1732,8.708130749823795e-08,5.086216999318692e-07,0.0,0.0
1733,6.216858596173682e-08,5.086216999318692e-07,0.0,0.0
1734,7.081106494816985e-08,5.086216999318692e-07,0.0,0.0
1735,5.785194494884698e-08,4.89183020947946e-07,0.0,0.0
1736,5.785194494884698e-08,4.82811044223906e-07,0.0,0.0
1737,7.043359165744992e-08,0.0,0.0,0.0
1738,7.699245533184954e-08,0.0,0.0,0.0
1739,1.0304309735634628e-07,0.0,0.0,0.0
1740,2.532511708912872e-07,7.48727860663426e-09,0.0,0.0
1741,2.615313791563624e-07,7.48727860663426e-09,0.0,0.0
1742,4.082109492336323e-07,7.48727860663426e-09,0.0,0.0
1743,4.4673652358337025e-07,7.48727860663426e-09,0.0,0.0
1744,4.482919402042691e-07,1.1951338966095396e-08,0.0,0.0
1745,4.20832857831296e-07,1.1951338966095396e-08,0.0,0.0
1746,4.5821537193140624e-07,2.1907293249309338e-08,0.0,0.0
1747,3.093008323113671e-07,1.4420014642675077e-08,0.0,0.0
1748,3.2193274941099456e-07,1.3817089846871307e-07,0.0,0.0
1749,1.8516374008673404e-07,1.4312617884521777e-07,0.0,0.0
1750,1.5983309152391355e-07,1.4972364173867651e-07,0.0,0.0
1751,1.624967599208763e-07,1.4525958137921536e-07,0.0,0.0
1752,1.780911205173652e-07,1.491581715283376e-07,0.0,0.0
1753,1.2348749781462436e-07,1.3920221724512366e-07,0.0,0.0
1754,1.6956208932177625e-07,1.3920221724512366e-07,0.0,0.0
1755,1.408713846525903e-07,1.930464118718841e-08,0.0,0.0
1756,1.5828005928142375e-07,1.434936081068372e-08,0.0,0.0
1757,1.6944611961175075e-07,7.751897917224987e-09,0.0,0.0
1758,1.724304133127979e-07,1.3967067502562713e-08,0.0,0.0
1759,1.6379364252218564e-07,1.702606715931714e-08,0.0,0.0
1760,1.6201242049516752e-07,1.9687434159111816e-08,0.0,0.0
1761,1.214973630274991e-07,1.9687434159111816e-08,0.0,0.0
1762,1.2183849357987648e-07,1.5834126391009055e-08,0.0,0.0
1763,1.115513045744722e-07,1.5834126391009055e-08,0.0,0.0
1764,1.658893497489901e-07,1.5834126391009055e-08,0.0,0.0
1765,2.145537050880973e-07,9.618956805671327e-09,0.0,0.0
1766,2.4160663717306565e-07,2.661366999794674e-09,0.0,0.0
1767,2.5480032154031764e-07,3.82785287911247e-08,0.0,0.0
1768,2.489691216364268e-07,3.82785287911247e-08,0.0,0.0
1769,2.4396763517334617e-07,3.82785287911247e-08,0.0,0.0
1770,2.384672751328968e-07,3.82785287911247e-08,0.0,0.0
1771,1.7293146318106016e-07,3.82785287911247e-08,0.0,0.0
1772,1.1475141801854858e-07,3.82785287911247e-08,0.0,0.0
1773,1.3264471121487986e-07,3.82785287911247e-08,0.0,0.0
1774,1.3019635959819554e-07,2.672463139674619e-09,0.0,0.0
1775,1.2792710027805958e-07,8.449841461453746e-09,0.0,0.0
1776,1.4115505767417096e-07,1.1162210965056017e-08,0.0,0.0
1777,1.792302250740769e-07,1.1162210965056017e-08,0.0,0.0
1778,1.716292931267357e-07,1.1162210965056017e-08,0.0,0.0
1779,1.6598514765827792e-07,1.1162210965056017e-08,0.0,0.0
1780,1.234778938144895e-07,1.3511351275902988e-08,0.0,0.0
1781,1.1281334368261144e-07,1.2751405011256014e-08,0.0,0.0
1782,1.307754336567411e-07,9.13216017092314e-09,0.0,0.0
1783,1.405964061364427e-07,6.41979066732087e-09,0.0,0.0
1784,1.0596980106112954e-07,6.41979066732087e-09,0.0,0.0
1785,1.4086057526745727e-07,2.2601014900861368e-08,0.0,0.0
1786,2.312397212124649e-07,2.2601014900861368e-08,0.0,0.0
1787,2.7727624894526214e-07,2.0251874590014396e-08,1.2891416188511228e-09,1.2891416188511228e-09
1788,2.7303449558400773e-07,1.8339357714986752e-08,1.2891416188511228e-09,1.2891416188511228e-09
1789,2.7256272362917245e-07,1.7344609050594173e-08,2.452526435904799e-09,2.452526435904799e-09
1790,2.862420761370491e-07,1.7344609050594173e-08,2.452526435904799e-09,2.452526435904799e-09
1791,2.9949695041458266e-07,1.7344609050594173e-08,2.452526435904799e-09,2.452526435904799e-09
1792,3.1236872847070375e-07,2.2516468689559588e-09,2.452526435904799e-09,2.452526435904799e-09
1793,2.377757957512066e-07,8.167779468643793e-09,2.452526435904799e-09,2.452526435904799e-09
1794,2.013044329325047e-07,8.167779468643793e-09,1.163384817053676e-09,1.163384817053676e-09
1795,2.3325581212572744e-07,8.167779468643793e-09,1.163384817053676e-09,1.163384817053676e-09
1796,2.3179583357497385e-07,7.004394651590116e-09,0.0,0.0
1797,2.2887132899995777e-07,7.004394651590116e-09,0.0,0.0
1798,2.2320381682610397e-07,1.047633484725046e-08,0.0,0.0
1799,2.0832823111049947e-07,1.1791151166562486e-08,0.0,0.0
1800,2.0072844871979863e-07,6.286682476184881e-09,0.0,0.0
1801,2.1241319408155895e-07,6.286682476184881e-09,0.0,0.0
1802,2.0691434851219777e-07,1.670572588200311e-08,0.0,0.0
1803,2.2231262570520422e-07,1.7407725800515957e-08,0.0,0.0
1804,2.0041138831012567e-07,1.7712803351039545e-08,0.0,0.0
1805,2.025131392104283e-07,3.241828818088623e-08,0.0,0.0
1806,1.9276294592275788e-07,3.1307960351207546e-08,0.0,0.0
1807,2.0126828051810923e-07,3.277928747483624e-08,0.0,0.0
1808,1.9792393857187562e-07,3.301465066409191e-08,0.0,0.0
1809,1.8964518793446977e-07,2.386208091437985e-08,0.0,0.0
1810,2.2217923856260313e-07,2.4685644544370737e-08,0.0,0.0
1811,2.541072246588426e-07,2.438056699384715e-08,0.0,0.0
1812,2.790891804644551e-07,6.680558487356539e-09,0.0,0.0
1813,3.4582798694568086e-07,5.387807945820912e-09,0.0,0.0
1814,3.6459712150969737e-07,3.5048169128819903e-09,0.0,0.0
1815,3.668455203101725e-07,4.428297918833226e-09,0.0,0.0
1816,3.7356678969250166e-07,3.161824262727058e-09,0.0,0.0
1817,3.6139952896974137e-07,3.178388917137097e-09,0.0,0.0
1818,3.4030376281992047e-07,6.759086306524458e-09,0.0,0.0
1819,3.1590241584516274e-07,8.385833995459637e-09,0.0,0.0
1820,2.6379924682779734e-07,1.074418497028416e-08,0.0,0.0
1821,2.574386063055759e-07,2.1542742447065522e-08,0.0,0.0
1822,2.5608585068377057e-07,2.250496957044236e-08,0.0,0.0
1823,2.535085944340868e-07,2.433098560723173e-08,0.0,0.0
1824,2.2597869328170157e-07,3.0299578338396516e-08,0.0,0.0
1825,2.3628346314451066e-07,2.7731815383751675e-08,0.0,0.0
1826,2.5286337087696407e-07,2.6338640665305287e-08,0.0,0.0
1827,2.549123162712671e-07,2.899967878531941e-08,0.0,0.0
1828,2.5614238755419396e-07,2.1400671393731078e-08,0.0,0.0
1829,3.248528425306826e-07,2.0122891416666074e-08,0.0,0.0
1830,3.4113675643051724e-07,2.1156011545794432e-08,0.0,0.0
1831,3.7026777022219903e-07,1.541028917171973e-08,0.0,0.0
1832,3.953192901917646e-07,1.5419148243925714e-08,0.0,0.0
1833,4.120489783027941e-07,1.594533267328708e-08,0.0,0.0
1834,4.117670187042677e-07,1.2337966838669802e-08,0.0,0.0
1835,4.1646858254093135e-07,9.808683960293202e-09,0.0,0.0
1836,3.727787308045143e-07,9.71600438199565e-09,0.0,0.0
1837,4.361595772804451e-07,8.328255037984685e-09,0.0,0.0
1838,5.388725859185277e-07,6.868559467219728e-09,0.0,0.0
1839,5.968636937073565e-07,6.453017453722509e-09,0.0,0.0
1840,6.60980150866765e-07,6.349632978138889e-09,0.0,0.0
1841,8.240618529141232e-07,5.497430605976612e-09,0.0,0.0
1842,8.777833175242579e-07,6.834072958333033e-09,0.0,0.0
1843,9.541402131877215e-07,7.78839897337085e-09,6.557452993303871e-11,6.557452993303871e-11
1844,9.404479815852287e-07,9.121892035374962e-09,6.557452993303871e-11,6.557452993303871e-11
1845,8.689921011344788e-07,9.750931744585095e-09,6.557452993303871e-11,6.557452993303871e-11
1846,8.473683286475924e-07,1.0318649236649792e-08,6.557452993303871e-11,6.557452993303871e-11
1847,7.732372832184151e-07,1.0457574552345607e-08,6.557452993303871e-11,6.557452993303871e-11
1848,6.324838019671526e-07,1.2030573045710265e-08,1.2026220495643868e-10,1.2026220495643868e-10
1849,5.652078373584248e-07,1.1098454282582842e-08,1.2026220495643868e-10,1.2026220495643868e-10
1850,4.877545255307528e-07,1.0247974849672152e-08,1.0215758397943579e-10,1.0215758397943579e-10
1851,4.566647971517211e-07,8.603809791602707e-09,1.0215758397943579e-10,1.0215758397943579e-10
1852,4.345930173193275e-07,9.439122118846756e-09,1.0215758397943579e-10,1.0215758397943579e-10
1853,3.840929707621399e-07,1.1643307016941305e-08,1.0215758397943579e-10,1.0215758397943579e-10
1854,3.9534219402932127e-07,1.107761831471115e-08,1.0215758397943579e-10,1.0215758397943579e-10
1855,3.797840162990594e-07,1.093986539452934e-08,9.997165793608685e-11,9.997165793608685e-11
1856,4.0473917043267906e-07,1.394037647222441e-08,1.4967046253160683e-10,1.4967046253160683e-10
1857,4.517255872217772e-07,1.462621338329687e-08,1.0220055357557101e-10,1.0220055357557101e-10
1858,5.346298215564665e-07,1.5078396943733552e-08,1.0220055357557101e-10,1.0220055357557101e-10
1859,5.478550276295988e-07,1.3857106446429107e-08,1.0220055357557101e-10,1.0220055357557101e-10
1860,5.616016583839414e-07,1.1637861468167493e-08,1.6319576245926726e-10,1.6319576245926726e-10
1861,5.829223336409736e-07,1.2230029052976273e-08,1.6319576245926726e-10,1.6319576245926726e-10
1862,6.009213190541882e-07,1.2742284687712008e-08,1.1069401347921622e-10,1.1069401347921622e-10
1863,7.146346782909469e-07,9.764954051710056e-09,1.0873308999213651e-10,1.0873308999213651e-10
1864,6.769383397957946e-07,9.166561224357598e-09,1.5582821144555226e-10,1.5582821144555226e-10
1865,5.905777982206928e-07,8.482420416860187e-09,1.5582821144555226e-10,1.5582821144555226e-10
1866,5.540292785813758e-07,8.774608658715773e-09,1.5582821144555226e-10,1.5582821144555226e-10
1867,5.556768363541258e-07,1.0165234685745515e-08,1.3804545998371712e-10,1.3804545998371712e-10
1868,5.29187421502034e-07,1.4198633316705615e-08,1.8285715798681069e-10,1.8285715798681069e-10
1869,5.144202646079066e-07,1.2958059577731059e-08,2.2244304414315812e-10,2.2244304414315812e-10
1870,4.2137730815738905e-07,1.321165507154173e-08,3.014145441174573e-10,3.014145441174573e-10
1871,4.5049046905530433e-07,1.3081273905360798e-08,2.948954850153943e-10,2.948954850153943e-10
1872,4.4325368873744863e-07,1.4732474161251373e-08,4.1775061584584504e-10,4.1775061584584504e-10
1873,4.6792640010348154e-07,1.4945157682839342e-08,4.1775061584584504e-10,4.1775061584584504e-10
1874,5.268162754288954e-07,1.3746807057758912e-08,4.540195877985756e-10,4.540195877985756e-10
1875,6.156421648029209e-07,1.074088646595734e-08,5.295529808308735e-10,5.295529808308735e-10
1876,7.006036842735089e-07,1.2809020701252751e-08,4.89967094674526e-10,4.89967094674526e-10
1877,7.009762928841415e-07,1.5372041227225608e-08,3.6325771359178663e-10,3.6325771359178663e-10
1878,7.33494748114286e-07,1.8551909532403344e-08,3.2268165124043387e-10,3.2268165124043387e-10
1879,7.547914232678263e-07,1.820643578755364e-08,1.9982652040998313e-10,1.9982652040998313e-10
1880,7.668061893387598e-07,1.8304233430553396e-08,2.3271320386581655e-10,2.3271320386581655e-10
1881,7.375943726271674e-07,1.8436632157455994e-08,1.5323177449122483e-10,1.5323177449122483e-10
1882,7.004464431962074e-07,1.7568391566921297e-08,6.5296262444622e-11,6.5296262444622e-11
1883,6.829934428813951e-07,1.5936008195589172e-08,1.6166414437294004e-10,1.6166414437294004e-10
1884,7.14531933811356e-07,1.4004629963640776e-08,1.921750516656725e-10,1.921750516656725e-10
1885,7.834772678246996e-07,1.1696590489813324e-08,3.082681629803677e-10,3.082681629803677e-10
1886,8.169092698803329e-07,1.1558841249227823e-08,4.1862262664274906e-10,4.1862262664274906e-10
1887,8.290860884179503e-07,1.2286917134523329e-08,4.4100388023921814e-10,4.4100388023921814e-10
1888,8.405921464925216e-07,1.2207481882496398e-08,4.4100388023921814e-10,4.4100388023921814e-10
1889,8.561404131666807e-07,1.407275451725809e-08,4.609360908831255e-10,4.609360908831255e-10
1890,8.624857709297171e-07,1.323030878503622e-08,3.6456820895480746e-10,3.6456820895480746e-10
1891,8.363890060536505e-07,1.286021803334084e-08,3.34057301662075e-10,3.34057301662075e-10
1892,7.452075335225215e-07,1.2884708157555127e-08,2.4043577248214886e-10,2.4043577248214886e-10
1893,7.626793977319071e-07,1.2679030523900435e-08,1.3008130881976753e-10,1.3008130881976753e-10
1894,7.770951323696604e-07,1.2169610589093542e-08,1.4108869033397601e-10,1.4108869033397601e-10
1895,7.717254594094161e-07,1.2713213973622065e-08,1.4108869033397601e-10,1.4108869033397601e-10
1896,7.42647866250731e-07,1.1269411562661195e-08,1.0812732653686652e-10,1.0812732653686652e-10
1897,7.117942816746239e-07,1.209984277851715e-08,1.2670408175033795e-10,1.2670408175033795e-10
1898,7.371836870463864e-07,1.1911739785018329e-08,1.2670408175033795e-10,1.2670408175033795e-10
1899,7.698476776697914e-07,1.1132808833532896e-08,1.2244640618901721e-10,1.2244640618901721e-10
1900,8.381863218736336e-07,1.047055267885558e-08,1.7665821979865167e-10,1.7665821979865167e-10
1901,8.910066234031027e-07,1.1499998921392165e-08,1.1038290123214064e-10,1.1038290123214064e-10
1902,1.0118100460333932e-06,1.142904133238127e-08,1.7925606237462992e-10,1.7925606237462992e-10
1903,1.1979072301723396e-06,1.0999602244916268e-08,1.7581478138430284e-10,1.7581478138430284e-10
1904,1.2346711498269412e-06,1.122742013645198e-08,1.5723802617083138e-10,1.5723802617083138e-10
1905,1.2573167558522463e-06,1.1708262676839759e-08,1.7248488847527403e-10,1.7248488847527403e-10
1906,1.3419083789553303e-06,1.1694737622747198e-08,2.1633092638679534e-10,2.1633092638679534e-10
1907,1.372031704249821e-06,1.1725851527850345e-08,1.7676928670828929e-10,1.7676928670828929e-10
1908,1.5438918857008893e-06,1.0520742880057047e-08,2.1794264904689038e-10,2.1794264904689038e-10
1909,1.76548166207015e-06,1.0559509584189591e-08,2.4553655239964046e-10,2.4553655239964046e-10
1910,2.038681657268171e-06,1.0252280167679016e-08,2.984668573799024e-10,2.984668573799024e-10
1911,2.120877192217969e-06,9.340388652999212e-09,3.2642272119425593e-10,3.2642272119425593e-10
1912,2.2270969403897264e-06,8.457932513091952e-09,3.688322901064721e-10,3.688322901064721e-10
1913,2.440559293453199e-06,8.958042307938285e-09,3.3536818362061334e-10,3.3536818362061334e-10
1914,2.5734436316530003e-06,8.44356832071672e-09,3.3533449925579207e-10,3.3533449925579207e-10
1915,2.5880388453255624e-06,8.508699966824906e-09,4.2167091742920503e-10,4.2167091742920503e-10
1916,2.7986362088735665e-06,7.300577222123041e-09,4.004631675872236e-10,4.004631675872236e-10
1917,2.7149896238500204e-06,7.274603205534699e-09,3.4555945208466655e-10,3.4555945208466655e-10
1918,2.884754751773601e-06,6.97282384213135e-09,3.463640663963525e-10,3.463640663963525e-10
1919,3.0313268390662936e-06,7.014853206247348e-09,3.313248742824777e-10,3.313248742824777e-10
1920,2.8664579758697073e-06,6.620231981660904e-09,3.2593069116642377e-10,3.2593069116642377e-10
1921,2.8838127588772167e-06,7.1398133754436395e-09,3.113142016001166e-10,3.113142016001166e-10
1922,2.7619874215036233e-06,6.701798290923275e-09,1.8380442108810258e-10,1.8380442108810258e-10
1923,2.4331212508903784e-06,6.534536530925347e-09,1.576519956247857e-10,1.576519956247857e-10
1924,2.2072023609455627e-06,6.369717388464226e-09,1.4368626130182146e-10,1.4368626130182146e-10
1925,2.0288238147259108e-06,7.482494497017861e-09,1.14925783175782e-10,1.14925783175782e-10
1926,1.8467440798173942e-06,7.517365650601602e-09,1.4107743148298165e-10,1.4107743148298165e-10
1927,1.762653904994035e-06,7.269597749167847e-09,1.1787577659992466e-10,1.1787577659992466e-10
1928,1.6207400871540552e-06,6.711669442438506e-09,1.4068526304240285e-10,1.4068526304240285e-10
1929,1.5995358678212921e-06,6.724956718479851e-09,1.4068526304240285e-10,1.4068526304240285e-10
1930,1.4346270355807583e-06,6.919920573064278e-09,9.157837385246178e-11,9.157837385246178e-11
1931,1.3711352916548743e-06,7.0168012987283285e-09,9.157837385246178e-11,9.157837385246178e-11
1932,1.3399388275761988e-06,6.239695300130117e-09,9.157837385246178e-11,9.157837385246178e-11
1933,1.335166903767718e-06,5.8112406950020355e-09,2.2809486442478187e-11,2.2809486442478187e-11
1934,1.3345453128619868e-06,5.9368508204776e-09,6.77452360082447e-11,6.77452360082447e-11
1935,1.2925939764889854e-06,5.718648094748297e-09,4.4935749565766514e-11,4.4935749565766514e-11
1936,1.2713600361686467e-06,6.32889962659533e-09,8.681061425264147e-11,8.681061425264147e-11
