ngram,E.ON,EON,E.ON,EON
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,1.991857142716721e-08,0.0,1.991857142716721e-08
1679,0.0,1.991857142716721e-08,0.0,1.991857142716721e-08
1680,0.0,1.991857142716721e-08,0.0,1.991857142716721e-08
1681,0.0,1.991857142716721e-08,0.0,1.991857142716721e-08
1682,0.0,1.991857142716721e-08,0.0,1.991857142716721e-08
1683,0.0,1.991857142716721e-08,0.0,1.991857142716721e-08
1684,0.0,1.991857142716721e-08,0.0,1.991857142716721e-08
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,9.666759329515377e-09,0.0,9.666759329515377e-09
1702,0.0,2.16519191147719e-08,0.0,2.16519191147719e-08
1703,0.0,5.477554968332957e-08,0.0,5.477554968332957e-08
1704,0.0,5.477554968332957e-08,0.0,5.477554968332957e-08
1705,0.0,5.477554968332957e-08,0.0,5.477554968332957e-08
1706,0.0,5.477554968332957e-08,0.0,5.477554968332957e-08
1707,0.0,5.477554968332957e-08,0.0,5.477554968332957e-08
1708,0.0,4.5108790353814195e-08,0.0,4.5108790353814195e-08
1709,0.0,3.312363056855767e-08,0.0,3.312363056855767e-08
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1714,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1715,0.0,1.0818015182069627e-08,0.0,1.0818015182069627e-08
1716,0.0,1.9672973345612784e-08,0.0,1.9672973345612784e-08
1717,0.0,1.9672973345612784e-08,0.0,1.9672973345612784e-08
1718,0.0,1.9672973345612784e-08,0.0,1.9672973345612784e-08
1719,0.0,1.9672973345612784e-08,0.0,1.9672973345612784e-08
1720,0.0,8.854958163543155e-09,0.0,8.854958163543155e-09
1721,0.0,8.854958163543155e-09,0.0,8.854958163543155e-09
1722,0.0,8.854958163543155e-09,0.0,8.854958163543155e-09
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,6.3874980225721495e-09,0.0,6.3874980225721495e-09
1727,0.0,6.3874980225721495e-09,0.0,6.3874980225721495e-09
1728,0.0,1.9346618021895016e-08,0.0,1.9346618021895016e-08
1729,0.0,3.2090571469975005e-08,0.0,3.2090571469975005e-08
1730,0.0,3.2090571469975005e-08,0.0,3.2090571469975005e-08
1731,0.0,3.905731103616615e-08,0.0,3.905731103616615e-08
1732,0.0,3.905731103616615e-08,0.0,3.905731103616615e-08
1733,0.0,3.2669813013593996e-08,0.0,3.2669813013593996e-08
1734,0.0,3.783154462715694e-08,0.0,3.783154462715694e-08
1735,0.0,5.720705433174901e-08,0.0,5.720705433174901e-08
1736,0.0,5.5487751028847147e-08,0.0,5.5487751028847147e-08
1737,0.0,5.5487751028847147e-08,0.0,5.5487751028847147e-08
1738,0.0,4.8521011462656e-08,0.0,4.8521011462656e-08
1739,0.0,5.175192794938864e-08,0.0,5.175192794938864e-08
1740,0.0,5.175192794938864e-08,0.0,5.175192794938864e-08
1741,0.0,4.65901963358257e-08,0.0,4.65901963358257e-08
1742,0.0,1.425556663191076e-08,0.0,1.425556663191076e-08
1743,0.0,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1744,0.0,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1745,0.0,3.2309164867326346e-09,0.0,3.2309164867326346e-09
1746,0.0,9.955954283213941e-09,0.0,9.955954283213941e-09
1747,0.0,1.4115106036375176e-08,0.0,1.4115106036375176e-08
1748,0.0,1.4115106036375176e-08,0.0,1.4115106036375176e-08
1749,0.0,1.4115106036375176e-08,0.0,1.4115106036375176e-08
1750,0.0,1.7413837483104544e-08,0.0,1.7413837483104544e-08
1751,0.0,2.455211475397131e-08,0.0,2.455211475397131e-08
1752,0.0,2.455211475397131e-08,0.0,2.455211475397131e-08
1753,0.0,1.459616047075737e-08,0.0,1.459616047075737e-08
1754,0.0,1.0437008717596136e-08,0.0,1.0437008717596136e-08
1755,0.0,1.8143624253801656e-08,0.0,1.8143624253801656e-08
1756,0.0,1.8143624253801656e-08,0.0,1.8143624253801656e-08
1757,0.0,1.4844892807072289e-08,0.0,1.4844892807072289e-08
1758,0.0,7.70661553620552e-09,0.0,7.70661553620552e-09
1759,0.0,7.70661553620552e-09,0.0,7.70661553620552e-09
1760,0.0,7.70661553620552e-09,0.0,7.70661553620552e-09
1761,0.0,1.048218299461366e-08,0.0,1.048218299461366e-08
1762,0.0,2.7755674584081393e-09,0.0,2.7755674584081393e-09
1763,0.0,2.7755674584081393e-09,0.0,2.7755674584081393e-09
1764,0.0,2.7755674584081393e-09,0.0,2.7755674584081393e-09
1765,0.0,5.7229758709809175e-09,0.0,5.7229758709809175e-09
1766,0.0,1.2525080147643815e-08,0.0,1.2525080147643815e-08
1767,0.0,1.2525080147643815e-08,0.0,1.2525080147643815e-08
1768,0.0,1.2431725236540712e-08,0.0,1.2431725236540712e-08
1769,0.0,1.547798486204296e-08,0.0,1.547798486204296e-08
1770,0.0,2.1243828030037548e-08,0.0,2.1243828030037548e-08
1771,0.0,2.1243828030037548e-08,0.0,2.1243828030037548e-08
1772,0.0,2.620466485073588e-08,0.0,2.620466485073588e-08
1773,0.0,1.9402560574072984e-08,0.0,1.9402560574072984e-08
1774,0.0,1.9402560574072984e-08,0.0,1.9402560574072984e-08
1775,0.0,2.2497726348547076e-08,0.0,2.2497726348547076e-08
1776,0.0,1.9451466723044827e-08,0.0,1.9451466723044827e-08
1777,0.0,1.9521724173695735e-08,0.0,1.9521724173695735e-08
1778,0.0,1.9521724173695735e-08,0.0,1.9521724173695735e-08
1779,0.0,1.4175164661115299e-08,0.0,1.4175164661115299e-08
1780,0.0,1.4175164661115299e-08,0.0,1.4175164661115299e-08
1781,0.0,1.991271503243297e-08,0.0,1.991271503243297e-08
1782,0.0,1.4135336710653843e-08,0.0,1.4135336710653843e-08
1783,0.0,1.4135336710653843e-08,0.0,1.4135336710653843e-08
1784,0.0,8.29923609200835e-09,0.0,8.29923609200835e-09
1785,0.0,1.3153603159058288e-08,0.0,1.3153603159058288e-08
1786,0.0,1.059191743836761e-08,0.0,1.059191743836761e-08
1787,0.0,1.1881059057218733e-08,0.0,1.1881059057218733e-08
1788,0.0,1.2676269050310956e-08,0.0,1.2676269050310956e-08
1789,0.0,1.3839653867364632e-08,0.0,1.3839653867364632e-08
1790,0.0,1.604935067384921e-08,0.0,1.604935067384921e-08
1791,0.0,1.7135316911419196e-08,0.0,1.7135316911419196e-08
1792,0.0,2.2075308438372432e-08,0.0,2.2075308438372432e-08
1793,0.0,2.4047352680562587e-08,0.0,2.4047352680562587e-08
1794,0.0,2.5752167636434413e-08,0.0,2.5752167636434413e-08
1795,0.0,2.2872495770392172e-08,0.0,2.2872495770392172e-08
1796,0.0,2.3605434178770272e-08,0.0,2.3605434178770272e-08
1797,0.0,2.366343197581143e-08,0.0,2.366343197581143e-08
1798,0.0,2.604940593390178e-08,0.0,2.604940593390178e-08
1799,0.0,1.985966489672007e-08,0.0,1.985966489672007e-08
1800,0.0,2.1180931929011748e-08,0.0,2.1180931929011748e-08
1801,0.0,2.4223401316549242e-08,0.0,2.4223401316549242e-08
1802,4.341267980022069e-10,2.187269324390887e-08,4.341267980022069e-10,2.187269324390887e-08
1803,7.851267572586299e-10,2.2784369692528472e-08,7.851267572586299e-10,2.2784369692528472e-08
1804,7.851267572586299e-10,2.3872528081320913e-08,7.851267572586299e-10,2.3872528081320913e-08
1805,7.851267572586299e-10,2.1698975441860772e-08,7.851267572586299e-10,2.1698975441860772e-08
1806,1.0436768592216238e-09,2.2748259530049253e-08,1.0436768592216238e-09,2.2748259530049253e-08
1807,1.252898086865985e-09,2.3220930321445265e-08,1.252898086865985e-09,2.3220930321445265e-08
1808,1.252898086865985e-09,2.3774673531460977e-08,1.252898086865985e-09,2.3774673531460977e-08
1809,1.1806209184886792e-09,2.4824315682435228e-08,1.1806209184886792e-09,2.4824315682435228e-08
1810,8.296209592322563e-10,2.6375068859100078e-08,8.296209592322563e-10,2.6375068859100078e-08
1811,8.296209592322563e-10,2.5128671334227548e-08,8.296209592322563e-10,2.5128671334227548e-08
1812,1.0683292187404651e-09,2.5262533398517917e-08,1.0683292187404651e-09,2.5262533398517917e-08
1813,1.0037585207456345e-09,2.177250811387564e-08,1.0037585207456345e-09,2.177250811387564e-08
1814,7.945372931012734e-10,1.9887149324152427e-08,7.945372931012734e-10,1.9887149324152427e-08
1815,9.87678002875977e-10,1.658037224976689e-08,9.87678002875977e-10,1.658037224976689e-08
1816,8.160010920933911e-10,1.6510422362614463e-08,8.160010920933911e-10,1.6510422362614463e-08
1817,8.160010920933911e-10,1.4550535379750532e-08,8.160010920933911e-10,1.4550535379750532e-08
1818,1.1740708246879957e-09,1.4410463425714885e-08,1.1740708246879957e-09,1.4410463425714885e-08
1819,9.35362565179787e-10,1.4781783162577864e-08,9.35362565179787e-10,1.4781783162577864e-08
1820,7.413831612116237e-10,1.523927308154173e-08,7.413831612116237e-10,1.523927308154173e-08
1821,7.413831612116237e-10,1.5672626371302352e-08,7.413831612116237e-10,1.5672626371302352e-08
1822,5.4824245143692e-10,1.525891895377234e-08,5.4824245143692e-10,1.525891895377234e-08
1823,3.580697325946046e-10,1.5645638943137134e-08,3.580697325946046e-10,1.5645638943137134e-08
1824,4.921897492745789e-10,1.6733893508964163e-08,4.921897492745789e-10,1.6733893508964163e-08
1825,1.3412001667997434e-10,1.8563014109978278e-08,1.3412001667997434e-10,1.8563014109978278e-08
1826,1.3412001667997434e-10,1.818142373163515e-08,1.3412001667997434e-10,1.818142373163515e-08
1827,3.4326122896491794e-10,1.948803455117546e-08,3.4326122896491794e-10,1.948803455117546e-08
1828,4.5359053814562703e-10,1.9821961469038537e-08,4.5359053814562703e-10,1.9821961469038537e-08
1829,6.644133735253125e-10,1.8428036620475397e-08,6.644133735253125e-10,1.8428036620475397e-08
1830,7.597179155613024e-10,1.7474725666488666e-08,7.597179155613024e-10,1.7474725666488666e-08
1831,6.25597898881328e-10,1.4637867870196227e-08,6.25597898881328e-10,1.4637867870196227e-08
1832,6.25597898881328e-10,1.407504316272171e-08,6.25597898881328e-10,1.407504316272171e-08
1833,9.555109481418356e-10,1.422015121527969e-08,9.555109481418356e-10,1.422015121527969e-08
1834,7.463697358568919e-10,1.2621137214706226e-08,7.463697358568919e-10,1.2621137214706226e-08
1835,8.036072283802907e-10,1.0559717544822433e-08,8.036072283802907e-10,1.0559717544822433e-08
1836,5.927843930006052e-10,1.1035548348153107e-08,5.927843930006052e-10,1.1035548348153107e-08
1837,4.974798509646153e-10,1.1488426083466102e-08,4.974798509646153e-10,1.1488426083466102e-08
1838,6.501313455840676e-10,1.3280587359990444e-08,6.501313455840676e-10,1.3280587359990444e-08
1839,8.774756476981338e-10,1.140897376572525e-08,8.774756476981338e-10,1.140897376572525e-08
1840,9.254924128652777e-10,1.0824504277045272e-08,9.254924128652777e-10,1.0824504277045272e-08
1841,9.95470023872664e-10,1.0475227732850304e-08,9.95470023872664e-10,1.0475227732850304e-08
1842,8.887186621540723e-10,1.1530760854075846e-08,8.887186621540723e-10,1.1530760854075846e-08
1843,1.0198677220201497e-09,1.108738447084891e-08,1.0198677220201497e-09,1.108738447084891e-08
1844,1.1534334360645865e-09,1.0321464952564189e-08,1.1534334360645865e-09,1.0321464952564189e-08
1845,1.2009982294384054e-09,1.0615330455924062e-08,1.2009982294384054e-09,1.0615330455924062e-08
1846,9.736539273243393e-10,1.1403541222421154e-08,9.736539273243393e-10,1.1403541222421154e-08
1847,6.563295779875894e-10,1.2784536730846087e-08,6.563295779875894e-10,1.2784536730846087e-08
1848,5.863519669802031e-10,1.3992357241119992e-08,5.863519669802031e-10,1.3992357241119992e-08
1849,6.867551368853039e-10,1.4768619470219489e-08,6.867551368853039e-10,1.4768619470219489e-08
1850,5.556060770192265e-10,1.530161127963733e-08,5.556060770192265e-10,1.530161127963733e-08
1851,5.148975531657893e-10,1.6731315761424933e-08,5.148975531657893e-10,1.6731315761424933e-08
1852,3.1468126517251807e-10,1.6118612349609e-08,3.1468126517251807e-10,1.6118612349609e-08
1853,3.1468126517251807e-10,1.6427562167718535e-08,3.1468126517251807e-10,1.6427562167718535e-08
1854,3.5507952134139487e-10,1.729606819671809e-08,3.5507952134139487e-10,1.729606819671809e-08
1855,3.5507952134139487e-10,1.7471139836443073e-08,3.5507952134139487e-10,1.7471139836443073e-08
1856,2.4355971604629797e-10,1.818388525468403e-08,2.4355971604629797e-10,1.818388525468403e-08
1857,2.4355971604629797e-10,1.9030732926036568e-08,2.4355971604629797e-10,1.9030732926036568e-08
1858,1.5070252585529838e-10,1.873314316368026e-08,1.5070252585529838e-10,1.873314316368026e-08
1859,2.1163191437396327e-10,1.9838814781434977e-08,2.1163191437396327e-10,1.9838814781434977e-08
1860,2.726271232576595e-10,2.061033451842117e-08,2.726271232576595e-10,2.061033451842117e-08
1861,2.281100824103837e-10,2.082390285603911e-08,2.281100824103837e-10,2.082390285603911e-08
1862,3.9526489621038204e-10,2.0912928024228805e-08,3.9526489621038204e-10,2.0912928024228805e-08
1863,5.842554931919811e-10,2.0550700442965664e-08,5.842554931919811e-10,2.0550700442965664e-08
1864,6.784457360988126e-10,2.1901207704542813e-08,6.784457360988126e-10,2.1901207704542813e-08
1865,7.668988380845779e-10,2.2197152306700574e-08,7.668988380845779e-10,2.2197152306700574e-08
1866,7.502090694698284e-10,2.12241152906602e-08,7.502090694698284e-10,2.12241152906602e-08
1867,7.756387754298544e-10,2.1016241191773588e-08,7.756387754298544e-10,2.1016241191773588e-08
1868,7.191520950173518e-10,1.963189192163587e-08,7.191520950173518e-10,1.963189192163587e-08
1869,7.103408258427432e-10,2.010964360112309e-08,7.103408258427432e-10,2.010964360112309e-08
1870,4.716514242656242e-10,2.0043980063024136e-08,4.716514242656242e-10,2.0043980063024136e-08
1871,5.397654307642036e-10,1.8321134958349765e-08,5.397654307642036e-10,1.8321134958349765e-08
1872,5.332157493320722e-10,1.7906786529765994e-08,5.332157493320722e-10,1.7906786529765994e-08
1873,5.669936345828067e-10,1.7483977313556157e-08,5.669936345828067e-10,1.7483977313556157e-08
1874,4.805687197390845e-10,1.6644844613722398e-08,4.805687197390845e-10,1.6644844613722398e-08
1875,4.805687197390845e-10,1.715086840801762e-08,4.805687197390845e-10,1.715086840801762e-08
1876,4.755531127617222e-10,2.016297021408978e-08,4.755531127617222e-10,2.016297021408978e-08
1877,5.105047852703239e-10,2.0710342393418354e-08,5.105047852703239e-10,2.0710342393418354e-08
1878,3.4820053586491287e-10,2.117002598619625e-08,3.4820053586491287e-10,2.117002598619625e-08
1879,2.6629711531127905e-10,2.2280170343589945e-08,2.6629711531127905e-10,2.2280170343589945e-08
1880,2.2116629361246254e-10,2.3176353788504197e-08,2.2116629361246254e-10,2.3176353788504197e-08
1881,2.842974843637285e-10,2.3389599590473154e-08,2.842974843637285e-10,2.3389599590473154e-08
1882,3.167070633525171e-10,2.7271743720445685e-08,3.167070633525171e-10,2.7271743720445685e-08
1883,2.2762438164506245e-10,2.4060709742051197e-08,2.2762438164506245e-10,2.4060709742051197e-08
1884,3.147163383073906e-10,2.343414224575164e-08,3.147163383073906e-10,2.343414224575164e-08
1885,3.437396161360644e-10,2.3767396431903113e-08,3.437396161360644e-10,2.3767396431903113e-08
1886,3.437396161360644e-10,2.3634501086381273e-08,3.437396161360644e-10,2.3634501086381273e-08
1887,3.3848690120638226e-10,2.4663125890762265e-08,3.3848690120638226e-10,2.4663125890762265e-08
1888,3.5636423573975103e-10,2.4532379429485574e-08,3.5636423573975103e-10,2.4532379429485574e-08
1889,4.286382360163543e-10,2.05167666982626e-08,4.286382360163543e-10,2.05167666982626e-08
1890,4.149843603671956e-10,2.0594164849642638e-08,4.149843603671956e-10,2.0594164849642638e-08
1891,2.9294073119626573e-10,2.094041283230906e-08,2.9294073119626573e-10,2.094041283230906e-08
1892,3.313322017544402e-10,2.2215962149272983e-08,3.313322017544402e-10,2.2215962149272983e-08
1893,4.005172245445467e-10,2.2397121617651853e-08,4.005172245445467e-10,2.2397121617651853e-08
1894,5.275256660069211e-10,2.2239861000425013e-08,5.275256660069211e-10,2.2239861000425013e-08
1895,4.676883483664288e-10,2.2469824857905352e-08,4.676883483664288e-10,2.2469824857905352e-08
1896,6.14950312893825e-10,2.3989538482689047e-08,6.14950312893825e-10,2.3989538482689047e-08
1897,6.758194638832395e-10,2.3671002174247794e-08,6.758194638832395e-10,2.3671002174247794e-08
1898,7.11895800245951e-10,2.421825889038181e-08,7.11895800245951e-10,2.421825889038181e-08
1899,8.084062110201375e-10,2.3094698217310646e-08,8.084062110201375e-10,2.3094698217310646e-08
1900,8.295742148778373e-10,2.2682494612727818e-08,8.295742148778373e-10,2.2682494612727818e-08
1901,7.60615241425709e-10,2.204618253033784e-08,7.60615241425709e-10,2.204618253033784e-08
1902,7.910989046384336e-10,2.2578399086877913e-08,7.910989046384336e-10,2.2578399086877913e-08
1903,6.826056585053562e-10,2.303993516607404e-08,6.826056585053562e-10,2.303993516607404e-08
1904,6.504138299374367e-10,2.3832374042496796e-08,6.504138299374367e-10,2.3832374042496796e-08
1905,7.210655326796354e-10,2.4157140541904354e-08,7.210655326796354e-10,2.4157140541904354e-08
1906,7.27805220852267e-10,2.448215471620837e-08,7.27805220852267e-10,2.448215471620837e-08
1907,7.400034156874418e-10,2.451353685119427e-08,7.400034156874418e-10,2.451353685119427e-08
1908,7.229422457502973e-10,2.4911381148383172e-08,7.229422457502973e-10,2.4911381148383172e-08
1909,7.815354474693947e-10,2.383786539590054e-08,7.815354474693947e-10,2.383786539590054e-08
1910,7.207264864282439e-10,2.2273917440632625e-08,7.207264864282439e-10,2.2273917440632625e-08
1911,6.833915814194061e-10,2.1270596331898365e-08,6.833915814194061e-10,2.1270596331898365e-08
1912,6.775622999174605e-10,1.9907613462472843e-08,6.775622999174605e-10,1.9907613462472843e-08
1913,5.783870446077596e-10,1.848111365530615e-08,5.783870446077596e-10,1.848111365530615e-08
1914,5.635347585400804e-10,1.807912537137619e-08,5.635347585400804e-10,1.807912537137619e-08
1915,6.064835459237575e-10,1.7537787983761584e-08,6.064835459237575e-10,1.7537787983761584e-08
1916,5.71494788001051e-10,1.798918271487894e-08,5.71494788001051e-10,1.798918271487894e-08
1917,5.72645859302818e-10,1.7819408678779577e-08,5.72645859302818e-10,1.7819408678779577e-08
1918,6.457539741029044e-10,1.843143364916549e-08,6.457539741029044e-10,1.843143364916549e-08
1919,6.016782032920126e-10,1.8580270274729368e-08,6.016782032920126e-10,1.8580270274729368e-08
1920,5.53390266151104e-10,1.8077245985840103e-08,5.53390266151104e-10,1.8077245985840103e-08
1921,5.219145472943967e-10,1.719708578714777e-08,5.219145472943967e-10,1.719708578714777e-08
1922,4.827973774736347e-10,1.6501245956947386e-08,4.827973774736347e-10,1.6501245956947386e-08
1923,4.811983946227474e-10,1.6990254409725887e-08,4.811983946227474e-10,1.6990254409725887e-08
1924,3.974039867024207e-10,7.180152222626848e-07,3.974039867024207e-10,7.180152222626848e-07
1925,3.51377597653167e-10,7.172872808729786e-07,3.51377597653167e-10,7.172872808729786e-07
1926,4.0916942849784325e-10,7.177308947804915e-07,4.0916942849784325e-10,7.177308947804915e-07
1927,4.769212881759546e-10,7.180576466124324e-07,4.769212881759546e-10,7.180576466124324e-07
1928,5.119360173872727e-10,7.184041963219962e-07,5.119360173872727e-10,7.184041963219962e-07
1929,5.406253222872692e-10,7.188833193489635e-07,5.406253222872692e-10,7.188833193489635e-07
1930,6.031019493337095e-10,7.188448891375694e-07,6.031019493337095e-10,7.188448891375694e-07
1931,6.293349591457442e-10,1.6109121592222664e-08,6.293349591457442e-10,1.6109121592222664e-08
