ngram,American Electric,Amercan Electric
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,2.0399813901609117e-08,0.0
1787,2.0399813901609117e-08,0.0
1788,2.0399813901609117e-08,0.0
1789,2.0399813901609117e-08,0.0
1790,2.0399813901609117e-08,0.0
1791,2.0399813901609117e-08,0.0
1792,2.0399813901609117e-08,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,5.52279428538733e-10,0.0
1799,5.52279428538733e-10,0.0
1800,5.52279428538733e-10,0.0
1801,5.52279428538733e-10,0.0
1802,5.52279428538733e-10,0.0
1803,5.52279428538733e-10,0.0
1804,5.52279428538733e-10,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,1.8535541355748008e-10,0.0
1814,1.8535541355748008e-10,0.0
1815,3.695094230593554e-10,0.0
1816,1.2772566972328393e-09,0.0
1817,1.2772566972328393e-09,0.0
1818,1.2772566972328393e-09,0.0
1819,1.2772566972328393e-09,0.0
1820,1.0919012836753593e-09,0.0
1821,1.0919012836753593e-09,0.0
1822,9.07747274173484e-10,0.0
1823,2.6840780391929846e-10,0.0
1824,2.6840780391929846e-10,0.0
1825,2.6840780391929846e-10,0.0
1826,2.6840780391929846e-10,0.0
1827,3.6837216610408063e-10,0.0
1828,3.6837216610408063e-10,0.0
1829,2.520347272153397e-09,0.0
1830,2.343066209307766e-09,0.0
1831,2.5207747714591935e-09,0.0
1832,2.5207747714591935e-09,0.0
1833,2.5207747714591935e-09,0.0
1834,2.4208104092744112e-09,0.0
1835,2.9014919356029623e-09,0.0
1836,7.495168295536456e-10,0.0
1837,6.583900884799781e-10,0.0
1838,5.536685237268151e-10,0.0
1839,5.536685237268151e-10,0.0
1840,5.536685237268151e-10,0.0
1841,5.536685237268151e-10,0.0
1842,2.4724958588454426e-10,0.0
1843,3.7261052973239627e-10,0.0
1844,1.8410810812393867e-09,0.0
1845,2.406140271154251e-09,0.0
1846,3.90271253409529e-09,0.0
1847,5.812690360786275e-09,0.0
1848,1.1714832881537518e-08,0.0
1849,1.5237069653625416e-08,0.0
1850,1.6970428871689236e-08,0.0
1851,1.940231746695125e-08,0.0
1852,2.335284105774755e-08,0.0
1853,2.1902325064715455e-08,0.0
1854,2.0715016273748736e-08,0.0
1855,1.5163481803526224e-08,0.0
1856,1.1893400423243098e-08,0.0
1857,1.0034680261331426e-08,0.0
1858,6.2442185787072086e-09,0.0
1859,1.771802442857811e-09,0.0
1860,1.7257461729488659e-09,0.0
1861,1.0030771372245999e-09,0.0
1862,8.118939409662573e-10,0.0
1863,6.131043688612741e-10,0.0
1864,9.722551731959429e-10,0.0
1865,1.0731538673575918e-09,0.0
1866,1.5894213881547818e-09,0.0
1867,1.7541732035196235e-09,0.0
1868,1.7968786101908917e-09,0.0
1869,1.901266537064826e-09,0.0
1870,1.7943619407783424e-09,0.0
1871,1.551147523918114e-09,0.0
1872,1.457416786460846e-09,0.0
1873,8.621532852716638e-10,0.0
1874,1.5301099752308899e-09,0.0
1875,1.754747161067779e-09,0.0
1876,2.7683481102729654e-09,0.0
1877,8.967762869595473e-09,0.0
1878,1.8350221695337003e-08,0.0
1879,3.457709377945635e-08,0.0
1880,5.6476808245926284e-08,0.0
1881,8.222350381511692e-08,0.0
1882,9.676092511361795e-08,0.0
1883,1.1106950483151325e-07,0.0
1884,1.2184182298012403e-07,0.0
1885,1.2473718312224135e-07,0.0
1886,1.1702370577333048e-07,0.0
1887,1.0673646601487365e-07,0.0
1888,9.291698737407777e-08,0.0
1889,9.055523873614999e-08,0.0
1890,9.301379679170298e-08,0.0
1891,8.882532500008113e-08,0.0
1892,9.151166174043673e-08,0.0
1893,1.0602941711925138e-07,2.1920657749292208e-11
1894,1.3363321471615563e-07,4.291179713154593e-11
1895,1.5123623394889103e-07,4.291179713154593e-11
1896,1.6816469029988313e-07,4.291179713154593e-11
1897,1.77968103238462e-07,4.291179713154593e-11
1898,1.937743263624725e-07,4.291179713154593e-11
1899,2.0327074626688306e-07,4.291179713154593e-11
1900,2.01422027755273e-07,2.099113938225372e-11
1901,1.9884268047982395e-07,0.0
1902,2.0090273267214798e-07,0.0
1903,1.9283281460502621e-07,0.0
1904,1.95887261205436e-07,0.0
1905,1.9025904407499183e-07,0.0
1906,1.8571847298127458e-07,0.0
1907,1.9234140121885242e-07,1.3912518954344628e-11
1908,2.373124467729732e-07,2.69444625341667e-11
1909,2.958446125538623e-07,4.002588934895865e-11
1910,3.833992130759205e-07,4.002588934895865e-11
1911,4.5719885528277313e-07,4.002588934895865e-11
1912,5.329605942603978e-07,6.740263307809208e-11
1913,6.183322958414854e-07,6.740263307809208e-11
1914,6.647880793155179e-07,6.73770087341755e-11
1915,6.525969687183013e-07,1.300690319339104e-10
1916,6.357553680962675e-07,1.1698760511911844e-10
1917,5.985688501043893e-07,1.3025976031937654e-10
1918,5.87335542994489e-07,1.9856489171164527e-10
1919,5.792550398707265e-07,1.7118814798251185e-10
1920,5.823179500501803e-07,2.3726158042215925e-10
1921,5.991433421773504e-07,2.2337468581173121e-10
1922,6.302838642113784e-07,1.4765071903217423e-10
1923,6.396894442722052e-07,1.4765071903217423e-10
1924,6.67674393233548e-07,1.3437856383191615e-10
1925,7.032565138485682e-07,6.607343243964741e-11
1926,6.972542792027525e-07,6.607343243964741e-11
1927,7.553528900773796e-07,0.0
1928,7.494753536515677e-07,2.164537398525417e-11
1929,7.360771486933768e-07,6.967420093254414e-11
1930,6.865397149827654e-07,6.967420093254414e-11
1931,6.231707812633301e-07,6.967420093254414e-11
1932,5.218419078443861e-07,6.967420093254414e-11
1933,4.5083570755975545e-07,6.967420093254414e-11
1934,2.96708224466004e-07,6.967420093254414e-11
1935,2.24874283511716e-07,4.8028826947289967e-11
1936,1.5106658476530095e-07,0.0
1937,1.3093942133731877e-07,0.0
1938,1.1684493322101324e-07,0.0
1939,1.007406455398398e-07,0.0
1940,9.723518092284524e-08,0.0
1941,9.929460276225655e-08,0.0
1942,9.400184402303629e-08,0.0
1943,9.252814083181096e-08,0.0
1944,8.753659130888991e-08,0.0
1945,7.228596083613021e-08,0.0
1946,6.976248150587188e-08,0.0
1947,6.757320392125621e-08,0.0
1948,6.253085668309463e-08,0.0
1949,6.126798370230193e-08,0.0
1950,5.882596505151534e-08,0.0
1951,6.049049261491746e-08,0.0
1952,6.099061116466536e-08,0.0
1953,6.224777747222885e-08,0.0
1954,6.506438917800292e-08,0.0
1955,7.588155982927804e-08,0.0
1956,9.533093045125237e-08,0.0
1957,1.1610389399103432e-07,0.0
1958,1.3183259588751233e-07,0.0
1959,1.5432518957985459e-07,0.0
1960,1.707856053404352e-07,2.0144108603403765e-11
1961,1.9428689362095091e-07,2.0144108603403765e-11
1962,2.0579787068137583e-07,2.985003315953654e-11
1963,2.1631298149519092e-07,2.985003315953654e-11
1964,2.206375496273592e-07,2.985003315953654e-11
1965,2.2453811051751211e-07,4.66271049548439e-11
1966,2.285831470771882e-07,5.4998201429575946e-11
1967,2.3611628258939682e-07,3.485409282617218e-11
1968,2.333481441090563e-07,3.485409282617218e-11
1969,2.3109756089719928e-07,2.5148168270039406e-11
1970,2.249511693110305e-07,2.5148168270039406e-11
1971,2.4020573010018e-07,2.5148168270039406e-11
1972,2.5317379278736294e-07,2.4928919048087093e-11
1973,2.6138989791694e-07,1.6557822573355044e-11
1974,2.617749471158147e-07,1.6557822573355044e-11
1975,2.606160843957436e-07,1.6557822573355044e-11
1976,2.663958826230685e-07,1.6557822573355044e-11
1977,2.6930115788153284e-07,1.6557822573355044e-11
1978,2.550793811094211e-07,1.6557822573355044e-11
1979,2.5868503631240204e-07,7.730438808925148e-12
1980,2.487988918379155e-07,1.518504022920578e-11
1981,2.499139323422891e-07,2.244258895786214e-11
1982,2.494340825316093e-07,2.244258895786214e-11
1983,2.419736984750541e-07,2.244258895786214e-11
1984,2.343165955867984e-07,3.6426322771613127e-11
1985,2.2533495171371344e-07,3.6426322771613127e-11
1986,2.07822537845459e-07,2.8695883962687977e-11
1987,2.0464743499815086e-07,2.1241282542407346e-11
1988,1.9872057269562253e-07,3.376652231633161e-11
1989,1.9589170514271765e-07,3.376652231633161e-11
1990,1.946950070370284e-07,3.376652231633161e-11
1991,2.0027894517430207e-07,1.9782788502580625e-11
1992,1.980094676160401e-07,1.9782788502580625e-11
1993,1.921330010645761e-07,1.9782788502580625e-11
1994,1.8652978082757598e-07,1.9782788502580625e-11
1995,1.8275492712811164e-07,0.0
1996,1.9052779569912153e-07,6.002251771005821e-12
1997,1.8878823685294526e-07,6.002251771005821e-12
1998,1.7990248985760055e-07,6.002251771005821e-12
1999,1.7951034132173455e-07,6.002251771005821e-12
2000,1.773569542657632e-07,4.5560219783366154e-11
2001,1.7198900487918373e-07,4.5560219783366154e-11
2002,1.6383941060991803e-07,4.5560219783366154e-11
2003,1.4358081098667492e-07,3.9557968012360334e-11
2004,1.34461431449446e-07,4.436627503870813e-11
2005,1.2551569231586006e-07,4.436627503870813e-11
2006,1.1311614908241349e-07,4.9266833172602527e-11
2007,1.0253410615795084e-07,9.708865160242196e-12
2008,9.294580191213494e-08,9.708865160242196e-12
2009,8.473645201385288e-08,9.708865160242196e-12
2010,7.763716323795831e-08,9.708865160242196e-12
2011,6.777221425327948e-08,4.900558133894403e-12
2012,6.065519286835297e-08,4.900558133894403e-12
2013,5.4959279286289786e-08,0.0
2014,5.058661806905158e-08,0.0
2015,4.6667426240836514e-08,0.0
2016,4.252880968026927e-08,0.0
2017,4.0800198182940527e-08,0.0
2018,4.065103027528494e-08,0.0
2019,3.919696478504875e-08,0.0
