ngram,Sumitomo,Sumitmo,Sumiomo,Sumiomo
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,9.571610551769742e-09,0.0,0.0,0.0
1715,9.571610551769742e-09,0.0,0.0,0.0
1716,9.571610551769742e-09,0.0,0.0,0.0
1717,9.571610551769742e-09,0.0,0.0,0.0
1718,9.571610551769742e-09,0.0,0.0,0.0
1719,9.571610551769742e-09,0.0,0.0,0.0
1720,9.571610551769742e-09,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,1.9397940396816337e-10,0.0,0.0,0.0
1814,1.9397940396816337e-10,0.0,0.0,0.0
1815,1.9397940396816337e-10,0.0,0.0,0.0
1816,1.9397940396816337e-10,0.0,0.0,0.0
1817,5.366745460731539e-10,0.0,0.0,0.0
1818,7.157094123704561e-10,0.0,0.0,0.0
1819,7.157094123704561e-10,0.0,0.0,0.0
1820,5.217300084022927e-10,0.0,0.0,0.0
1821,5.217300084022927e-10,0.0,0.0,0.0
1822,5.217300084022927e-10,0.0,0.0,0.0
1823,6.621927768029374e-10,0.0,0.0,0.0
1824,3.1949763469794693e-10,0.0,0.0,0.0
1825,1.533247576520783e-09,0.0,0.0,0.0
1826,1.533247576520783e-09,0.0,0.0,0.0
1827,1.533247576520783e-09,0.0,0.0,0.0
1828,1.533247576520783e-09,0.0,0.0,0.0
1829,1.533247576520783e-09,0.0,0.0,0.0
1830,1.3927848081201383e-09,0.0,0.0,0.0
1831,1.3927848081201383e-09,0.0,0.0,0.0
1832,8.5149458912375e-11,0.0,0.0,0.0
1833,8.5149458912375e-11,0.0,0.0,0.0
1834,8.5149458912375e-11,0.0,0.0,0.0
1835,5.040664552424801e-10,0.0,0.0,0.0
1836,5.040664552424801e-10,0.0,0.0,0.0
1837,3.446840099056e-09,0.0,0.0,0.0
1838,3.446840099056e-09,0.0,0.0,0.0
1839,3.361690640143625e-09,0.0,0.0,0.0
1840,3.361690640143625e-09,0.0,0.0,0.0
1841,3.361690640143625e-09,0.0,0.0,0.0
1842,2.94277364381352e-09,0.0,0.0,0.0
1843,2.94277364381352e-09,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,6.13072716402842e-09,0.0,0.0,0.0
1847,6.13072716402842e-09,0.0,0.0,0.0
1848,6.13072716402842e-09,0.0,0.0,0.0
1849,6.13072716402842e-09,0.0,0.0,0.0
1850,6.1781970729844565e-09,0.0,0.0,0.0
1851,6.1781970729844565e-09,0.0,0.0,0.0
1852,6.279320214590862e-09,0.0,0.0,0.0
1853,1.4859305056244158e-10,0.0,0.0,0.0
1854,1.4859305056244158e-10,0.0,0.0,0.0
1855,1.4859305056244158e-10,0.0,0.0,0.0
1856,1.4859305056244158e-10,0.0,0.0,0.0
1857,1.0112314160640575e-10,0.0,0.0,0.0
1858,6.195547567041818e-10,0.0,0.0,0.0
1859,5.184316150977761e-10,0.0,0.0,0.0
1860,5.184316150977761e-10,0.0,0.0,0.0
1861,5.184316150977761e-10,0.0,0.0,0.0
1862,5.741498863644421e-10,0.0,0.0,0.0
1863,5.741498863644421e-10,0.0,0.0,0.0
1864,5.741498863644421e-10,0.0,0.0,0.0
1865,5.571827126666611e-11,0.0,0.0,0.0
1866,5.865937101136507e-10,0.0,0.0,0.0
1867,5.865937101136507e-10,0.0,0.0,0.0
1868,5.865937101136507e-10,0.0,0.0,0.0
1869,8.871484182191937e-10,0.0,0.0,0.0
1870,9.293848785801068e-10,0.0,0.0,0.0
1871,1.213417326934823e-09,0.0,0.0,0.0
1872,1.6638861320496444e-09,0.0,0.0,0.0
1873,1.2890457035119596e-09,0.0,0.0,0.0
1874,1.4480085622611431e-09,0.0,0.0,0.0
1875,1.4480085622611431e-09,0.0,0.0,0.0
1876,1.2450635205369614e-09,0.0,0.0,0.0
1877,1.9368121868217666e-09,0.0,0.0,0.0
1878,2.4873430140967147e-09,0.0,0.0,0.0
1879,3.433426796841031e-09,0.0,0.0,0.0
1880,3.902238754349696e-09,0.0,0.0,0.0
1881,4.027366265876456e-09,0.0,0.0,0.0
1882,4.9024248946086655e-09,0.0,0.0,0.0
1883,4.749096956960638e-09,0.0,0.0,0.0
1884,4.594819096632412e-09,0.0,0.0,0.0
1885,3.934395491939873e-09,0.0,0.0,0.0
1886,2.924083530864152e-09,0.0,0.0,0.0
1887,3.072987657987929e-09,0.0,0.0,0.0
1888,3.355956956774264e-09,0.0,0.0,0.0
1889,2.533240117674751e-09,0.0,0.0,0.0
1890,3.8739116914321414e-09,0.0,0.0,0.0
1891,3.857515537156583e-09,0.0,0.0,0.0
1892,4.29010856205027e-09,0.0,0.0,0.0
1893,4.503471476687995e-09,0.0,0.0,0.0
1894,4.304106507710007e-09,0.0,0.0,0.0
1895,4.45686786682791e-09,0.0,0.0,0.0
1896,4.90841716478079e-09,0.0,0.0,0.0
1897,4.979579034828216e-09,0.0,0.0,0.0
1898,4.777031278483232e-09,0.0,0.0,0.0
1899,5.609197233675494e-09,0.0,0.0,0.0
1900,7.340701697294045e-09,0.0,0.0,0.0
1901,8.205797248044583e-09,0.0,0.0,0.0
1902,9.242241828997879e-09,0.0,0.0,0.0
1903,1.2021814654872287e-08,0.0,0.0,0.0
1904,1.4256341377258001e-08,0.0,0.0,0.0
1905,1.5405017452150916e-08,0.0,0.0,0.0
1906,1.6479546489327797e-08,0.0,0.0,0.0
1907,1.7869582765886856e-08,0.0,0.0,0.0
1908,2.021805034502222e-08,0.0,0.0,0.0
1909,2.7943118802958063e-08,0.0,0.0,0.0
1910,2.881936949401214e-08,0.0,0.0,0.0
1911,2.9338433143217505e-08,0.0,0.0,0.0
1912,3.244150827340166e-08,0.0,0.0,0.0
1913,3.84782362163248e-08,0.0,0.0,0.0
1914,4.5544061474548214e-08,0.0,0.0,0.0
1915,6.266771584202096e-08,0.0,0.0,0.0
1916,6.697388802276042e-08,0.0,0.0,0.0
1917,7.887476779647581e-08,0.0,0.0,0.0
1918,9.476977831062478e-08,0.0,0.0,0.0
1919,1.0667854764635973e-07,0.0,0.0,0.0
1920,1.094043966531899e-07,2.3201654883056986e-11,0.0,0.0
1921,1.0713524492952534e-07,2.3201654883056986e-11,0.0,0.0
1922,9.95068540581607e-08,2.3201654883056986e-11,0.0,0.0
1923,9.730857389708295e-08,2.3201654883056986e-11,0.0,0.0
1924,9.612069159662237e-08,2.3201654883056986e-11,0.0,0.0
1925,8.671165322279453e-08,2.3201654883056986e-11,0.0,0.0
1926,8.919350591440889e-08,2.3201654883056986e-11,0.0,0.0
1927,9.081016218358076e-08,0.0,0.0,0.0
1928,1.2081756547591534e-07,0.0,0.0,0.0
1929,1.1886238939138951e-07,0.0,0.0,0.0
1930,1.2537937976730973e-07,0.0,0.0,0.0
1931,1.22731249924917e-07,7.8699031418645e-11,0.0,0.0
1932,1.3298048275243802e-07,7.8699031418645e-11,0.0,0.0
1933,1.3417910947412436e-07,7.8699031418645e-11,0.0,0.0
1934,1.3741838245096005e-07,7.8699031418645e-11,0.0,0.0
1935,1.2473773430039208e-07,7.8699031418645e-11,0.0,0.0
1936,1.2789840094943168e-07,7.8699031418645e-11,0.0,0.0
1937,1.3279566246637842e-07,7.8699031418645e-11,0.0,0.0
1938,1.4382423683758005e-07,0.0,0.0,0.0
1939,1.481661503329893e-07,0.0,0.0,0.0
1940,1.476446464770171e-07,0.0,0.0,0.0
1941,1.50541926099582e-07,0.0,0.0,0.0
1942,1.5912027403633795e-07,0.0,0.0,0.0
1943,1.8599358294782826e-07,0.0,0.0,0.0
1944,2.0353182199934444e-07,0.0,0.0,0.0
1945,1.9097723529577187e-07,0.0,0.0,0.0
1946,1.8383831904397345e-07,0.0,0.0,0.0
1947,1.7395978955749213e-07,0.0,0.0,0.0
1948,1.6956817562783855e-07,0.0,0.0,0.0
1949,1.5852872893771875e-07,0.0,0.0,0.0
1950,1.408208427327346e-07,3.3839950682893314e-11,1.0151985601376218e-10,1.0151985601376218e-10
1951,1.2685697673272704e-07,3.3839950682893314e-11,1.1806895441493888e-10,1.1806895441493888e-10
1952,1.3703374232168892e-07,3.3839950682893314e-11,1.33752903594012e-10,1.33752903594012e-10
1953,1.4078522322539096e-07,3.3839950682893314e-11,1.6513137682646776e-10,1.6513137682646776e-10
1954,1.5283000668172724e-07,9.190377427335607e-11,1.9416328862169914e-10,1.9416328862169914e-10
1955,1.7268872503401716e-07,9.190377427335607e-11,1.9416328862169914e-10,1.9416328862169914e-10
1956,1.8709647317142038e-07,9.190377427335607e-11,1.9416328862169914e-10,1.9416328862169914e-10
1957,1.9785040754933497e-07,7.08075493080099e-11,9.264343260793697e-11,9.264343260793697e-11
1958,2.067042369649893e-07,7.08075493080099e-11,7.609433420676024e-11,7.609433420676024e-11
1959,2.2283913990252457e-07,7.08075493080099e-11,6.041038502768714e-11,6.041038502768714e-11
1960,2.457283341885029e-07,7.08075493080099e-11,2.903191179523138e-11,2.903191179523138e-11
1961,2.817241896277015e-07,1.2743725717547149e-11,1.1255568897551781e-11,1.1255568897551781e-11
1962,3.003790222269994e-07,1.2743725717547149e-11,1.1255568897551781e-11,1.1255568897551781e-11
1963,3.2660632801447977e-07,2.2647582222288877e-11,1.1255568897551781e-11,1.1255568897551781e-11
1964,3.5295706928601636e-07,9.90385650474173e-12,1.1255568897551781e-11,1.1255568897551781e-11
1965,3.903644077191919e-07,9.90385650474173e-12,2.007065049872533e-11,2.007065049872533e-11
1966,4.353583530506252e-07,9.90385650474173e-12,2.8863721928435685e-11,2.8863721928435685e-11
1967,4.86702646185222e-07,9.90385650474173e-12,3.770840088592107e-11,3.770840088592107e-11
1968,5.254940000603321e-07,9.90385650474173e-12,4.4165914972868083e-11,4.4165914972868083e-11
1969,5.682698461636651e-07,9.90385650474173e-12,4.4165914972868083e-11,4.4165914972868083e-11
1970,6.106166909246115e-07,1.7539017857107606e-11,4.4165914972868083e-11,4.4165914972868083e-11
1971,6.837812601848523e-07,2.648991839374456e-11,5.311681550950504e-11,5.311681550950504e-11
1972,7.194613950949653e-07,3.518536355130917e-11,4.430173390833149e-11,4.430173390833149e-11
1973,7.428207595694403e-07,3.518536355130917e-11,5.201685610023432e-11,5.201685610023432e-11
1974,7.440540912284632e-07,3.518536355130917e-11,4.317217714274893e-11,4.317217714274893e-11
1975,7.353111349012969e-07,5.951386308370284e-11,2.5459094158250142e-11,2.5459094158250142e-11
1976,7.447015702512414e-07,5.951386308370284e-11,2.5459094158250142e-11,2.5459094158250142e-11
1977,7.478565748897381e-07,8.210690163482478e-11,4.1511915928525516e-11,4.1511915928525516e-11
1978,7.428763930355282e-07,7.315600109818782e-11,3.256101539188856e-11,3.256101539188856e-11
1979,7.672532790690769e-07,7.25882568338879e-11,3.256101539188856e-11,3.256101539188856e-11
1980,7.874984037568668e-07,7.25882568338879e-11,2.388964918744106e-11,2.388964918744106e-11
1981,8.657228899470024e-07,7.25882568338879e-11,3.9149246344738486e-11,3.9149246344738486e-11
1982,9.538551272011579e-07,5.567125233030268e-11,3.9149246344738486e-11,3.9149246344738486e-11
1983,1.0584209430167642e-06,8.528127509732641e-11,4.655175203649442e-11,4.655175203649442e-11
1984,1.1625161521676221e-06,5.98504053856657e-11,4.520011696278787e-11,4.520011696278787e-11
1985,1.306355467737116e-06,7.431855527809513e-11,4.520011696278787e-11,4.520011696278787e-11
1986,1.4066991492914634e-06,1.490935153114492e-10,5.21086720400061e-11,5.21086720400061e-11
1987,1.5326930744257489e-06,1.490935153114492e-10,5.764677971087373e-11,5.764677971087373e-11
1988,1.589293447068485e-06,1.6988774474503898e-10,5.6250002175969474e-11,5.6250002175969474e-11
1989,1.6745481648935571e-06,2.2899636849458916e-10,7.620603701646062e-11,7.620603701646062e-11
1990,1.666312787814864e-06,2.1935873256717642e-10,8.211845588444535e-11,8.211845588444535e-11
1991,1.6553919814603951e-06,2.3750388857982484e-10,8.712507402039042e-11,8.712507402039042e-11
1992,1.5703495819252566e-06,2.484851233505328e-10,1.571108848178301e-10,1.571108848178301e-10
1993,1.5135193669786012e-06,1.7846518112525038e-10,1.759677671432845e-10,1.759677671432845e-10
1994,1.4224400339506765e-06,1.914714408849224e-10,1.690959619350872e-10,1.690959619350872e-10
1995,1.3221428015900268e-06,1.7067721145133267e-10,1.6162027371186786e-10,1.6162027371186786e-10
1996,1.1988419227496446e-06,1.167611711681639e-10,1.4166423887137673e-10,1.4166423887137673e-10
1997,1.1072513481329743e-06,1.0254130877740408e-10,1.4560688666691897e-10,1.4560688666691897e-10
1998,1.0186447606689138e-06,8.702832898777046e-11,1.2589908183440508e-10,1.2589908183440508e-10
1999,9.266086473352126e-07,6.157894432463301e-11,6.133651523195941e-11,6.133651523195941e-11
2000,8.300846648775664e-07,4.869622562329669e-11,3.5571077829286783e-11,3.5571077829286783e-11
2001,7.402220246279155e-07,5.5972886048305526e-11,2.9067947949450764e-11,2.9067947949450764e-11
2002,6.720005712525432e-07,5.5972886048305526e-11,2.268081655027692e-11,2.268081655027692e-11
2003,5.894788647050778e-07,4.336880755311563e-11,2.268081655027692e-11,2.268081655027692e-11
2004,5.410247549012379e-07,5.275592066375115e-11,5.423244194994023e-12,5.423244194994023e-12
2005,4.669834246279996e-07,3.542255774416755e-11,1.0391837687980958e-11,1.0391837687980958e-11
2006,4.10908037500641e-07,3.542255774416755e-11,1.0115165649526858e-11,1.0115165649526858e-11
2007,3.6362265071992237e-07,3.542255774416755e-11,1.0115165649526858e-11,1.0115165649526858e-11
2008,3.1922694582980124e-07,1.5139637559486677e-11,1.0115165649526858e-11,1.0115165649526858e-11
2009,2.9237273833717025e-07,1.5139637559486677e-11,1.0115165649526858e-11,1.0115165649526858e-11
2010,2.6736390777516915e-07,1.5139637559486677e-11,1.4209061754580761e-11,1.4209061754580761e-11
2011,2.2501274291438937e-07,4.642397081834813e-12,1.4209061754580761e-11,1.4209061754580761e-11
2012,2.0465927467025073e-07,1.532211213065412e-11,9.240468261593827e-12,9.240468261593827e-12
2013,1.8880526348701615e-07,1.532211213065412e-11,4.093896105053904e-12,4.093896105053904e-12
2014,1.715845466979512e-07,1.532211213065412e-11,4.093896105053904e-12,4.093896105053904e-12
2015,1.6128036963079596e-07,1.532211213065412e-11,4.093896105053904e-12,4.093896105053904e-12
2016,1.413856145810704e-07,1.532211213065412e-11,4.093896105053904e-12,4.093896105053904e-12
2017,1.2942919388099958e-07,1.787579748576314e-11,0.0,0.0
2018,1.2836220264489384e-07,1.495160106834703e-11,0.0,0.0
2019,1.2598931320439988e-07,0.0,0.0,0.0
