ngram,Merck KGaA,Darmstadt,Merck KGaA,Darmstadt,Darmstadt,Darmstadt
1565,0.0,0.0,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0,0.0,0.0
1585,0.0,0.0,0.0,0.0,0.0,0.0
1586,0.0,0.0,0.0,0.0,0.0,0.0
1587,0.0,0.0,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0,0.0,0.0
1593,0.0,0.0,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0,0.0,0.0
1597,0.0,0.0,0.0,0.0,0.0,0.0
1598,0.0,0.0,0.0,0.0,0.0,0.0
1599,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.0,5.325304235676802e-07,0.0,5.325304235676802e-07,5.325304235676802e-07,5.325304235676802e-07
1601,0.0,5.325304235676802e-07,0.0,5.325304235676802e-07,5.325304235676802e-07,5.325304235676802e-07
1602,0.0,5.325304235676802e-07,0.0,5.325304235676802e-07,5.325304235676802e-07,5.325304235676802e-07
1603,0.0,5.325304235676802e-07,0.0,5.325304235676802e-07,5.325304235676802e-07,5.325304235676802e-07
1604,0.0,5.325304235676802e-07,0.0,5.325304235676802e-07,5.325304235676802e-07,5.325304235676802e-07
1605,0.0,5.325304235676802e-07,0.0,5.325304235676802e-07,5.325304235676802e-07,5.325304235676802e-07
1606,0.0,5.325304235676802e-07,0.0,5.325304235676802e-07,5.325304235676802e-07,5.325304235676802e-07
1607,0.0,0.0,0.0,0.0,0.0,0.0
1608,0.0,0.0,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0,0.0,0.0
1610,0.0,0.0,0.0,0.0,0.0,0.0
1611,0.0,0.0,0.0,0.0,0.0,0.0
1612,0.0,0.0,0.0,0.0,0.0,0.0
1613,0.0,0.0,0.0,0.0,0.0,0.0
1614,0.0,0.0,0.0,0.0,0.0,0.0
1615,0.0,0.0,0.0,0.0,0.0,0.0
1616,0.0,0.0,0.0,0.0,0.0,0.0
1617,0.0,0.0,0.0,0.0,0.0,0.0
1618,0.0,1.2802027932983556e-06,0.0,1.2802027932983556e-06,1.2802027932983556e-06,1.2802027932983556e-06
1619,0.0,1.5052717929263184e-06,0.0,1.5052717929263184e-06,1.5052717929263184e-06,1.5052717929263184e-06
1620,0.0,1.5052717929263184e-06,0.0,1.5052717929263184e-06,1.5052717929263184e-06,1.5052717929263184e-06
1621,0.0,1.5052717929263184e-06,0.0,1.5052717929263184e-06,1.5052717929263184e-06,1.5052717929263184e-06
1622,0.0,1.5052717929263184e-06,0.0,1.5052717929263184e-06,1.5052717929263184e-06,1.5052717929263184e-06
1623,0.0,1.5052717929263184e-06,0.0,1.5052717929263184e-06,1.5052717929263184e-06,1.5052717929263184e-06
1624,0.0,1.654603985506193e-06,0.0,1.654603985506193e-06,1.654603985506193e-06,1.654603985506193e-06
1625,0.0,3.744011922078373e-07,0.0,3.744011922078373e-07,3.744011922078373e-07,3.744011922078373e-07
1626,0.0,1.493321925798747e-07,0.0,1.493321925798747e-07,1.493321925798747e-07,1.493321925798747e-07
1627,0.0,1.493321925798747e-07,0.0,1.493321925798747e-07,1.493321925798747e-07,1.493321925798747e-07
1628,0.0,1.493321925798747e-07,0.0,1.493321925798747e-07,1.493321925798747e-07,1.493321925798747e-07
1629,0.0,6.445082720217345e-07,0.0,6.445082720217345e-07,6.445082720217345e-07,6.445082720217345e-07
1630,0.0,7.307572705680546e-07,0.0,7.307572705680546e-07,7.307572705680546e-07,7.307572705680546e-07
1631,0.0,5.814250779881799e-07,0.0,5.814250779881799e-07,5.814250779881799e-07,5.814250779881799e-07
1632,0.0,5.814250779881799e-07,0.0,5.814250779881799e-07,5.814250779881799e-07,5.814250779881799e-07
1633,0.0,5.814250779881799e-07,0.0,5.814250779881799e-07,5.814250779881799e-07,5.814250779881799e-07
1634,0.0,5.814250779881799e-07,0.0,5.814250779881799e-07,5.814250779881799e-07,5.814250779881799e-07
1635,0.0,5.814250779881799e-07,0.0,5.814250779881799e-07,5.814250779881799e-07,5.814250779881799e-07
1636,0.0,8.624899854632012e-08,0.0,8.624899854632012e-08,8.624899854632012e-08,8.624899854632012e-08
1637,0.0,0.0,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0,0.0,0.0
1645,0.0,4.9116830983361326e-08,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1646,0.0,4.9116830983361326e-08,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1647,0.0,4.9116830983361326e-08,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1648,0.0,4.9116830983361326e-08,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1649,0.0,4.9116830983361326e-08,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1650,0.0,4.9116830983361326e-08,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1651,0.0,4.9116830983361326e-08,0.0,4.9116830983361326e-08,4.9116830983361326e-08,4.9116830983361326e-08
1652,0.0,0.0,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0,0.0,0.0
1674,0.0,1.3012209722416757e-07,0.0,1.3012209722416757e-07,1.3012209722416757e-07,1.3012209722416757e-07
1675,0.0,1.6444059675840045e-07,0.0,1.6444059675840045e-07,1.6444059675840045e-07,1.6444059675840045e-07
1676,0.0,2.073871071063747e-07,0.0,2.073871071063747e-07,2.073871071063747e-07,2.073871071063747e-07
1677,0.0,2.073871071063747e-07,0.0,2.073871071063747e-07,2.073871071063747e-07,2.073871071063747e-07
1678,0.0,2.073871071063747e-07,0.0,2.073871071063747e-07,2.073871071063747e-07,2.073871071063747e-07
1679,0.0,2.073871071063747e-07,0.0,2.073871071063747e-07,2.073871071063747e-07,2.073871071063747e-07
1680,0.0,2.073871071063747e-07,0.0,2.073871071063747e-07,2.073871071063747e-07,2.073871071063747e-07
1681,0.0,7.726500988220713e-08,0.0,7.726500988220713e-08,7.726500988220713e-08,7.726500988220713e-08
1682,0.0,4.2946510347974254e-08,0.0,4.2946510347974254e-08,4.2946510347974254e-08,4.2946510347974254e-08
1683,0.0,8.826891319456211e-08,0.0,8.826891319456211e-08,8.826891319456211e-08,8.826891319456211e-08
1684,0.0,8.826891319456211e-08,0.0,8.826891319456211e-08,8.826891319456211e-08,8.826891319456211e-08
1685,0.0,1.0847474486906452e-07,0.0,1.0847474486906452e-07,1.0847474486906452e-07,1.0847474486906452e-07
1686,0.0,1.0847474486906452e-07,0.0,1.0847474486906452e-07,1.0847474486906452e-07,1.0847474486906452e-07
1687,0.0,1.0847474486906452e-07,0.0,1.0847474486906452e-07,1.0847474486906452e-07,1.0847474486906452e-07
1688,0.0,1.0847474486906452e-07,0.0,1.0847474486906452e-07,1.0847474486906452e-07,1.0847474486906452e-07
1689,0.0,1.0847474486906452e-07,0.0,1.0847474486906452e-07,1.0847474486906452e-07,1.0847474486906452e-07
1690,0.0,2.0205831674502406e-08,0.0,2.0205831674502406e-08,2.0205831674502406e-08,2.0205831674502406e-08
1691,0.0,2.0205831674502406e-08,0.0,2.0205831674502406e-08,2.0205831674502406e-08,2.0205831674502406e-08
1692,0.0,0.0,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0,0.0,0.0
1694,0.0,9.754220237872297e-08,0.0,9.754220237872297e-08,9.754220237872297e-08,9.754220237872297e-08
1695,0.0,5.007190923476758e-07,0.0,5.007190923476758e-07,5.007190923476758e-07,5.007190923476758e-07
1696,0.0,5.164650381012896e-07,0.0,5.164650381012896e-07,5.164650381012896e-07,5.164650381012896e-07
1697,0.0,5.752416366736465e-07,0.0,5.752416366736465e-07,5.752416366736465e-07,5.752416366736465e-07
1698,0.0,6.167267189636862e-07,0.0,6.167267189636862e-07,6.167267189636862e-07,6.167267189636862e-07
1699,0.0,8.389089012033375e-07,0.0,8.389089012033375e-07,8.389089012033375e-07,8.389089012033375e-07
1700,0.0,9.038981646978885e-07,0.0,9.038981646978885e-07,9.038981646978885e-07,9.038981646978885e-07
1701,0.0,8.740232776257731e-07,0.0,8.740232776257731e-07,8.740232776257731e-07,8.740232776257731e-07
1702,0.0,6.026831422494589e-07,0.0,6.026831422494589e-07,6.026831422494589e-07,6.026831422494589e-07
1703,0.0,6.973492929773784e-07,0.0,6.973492929773784e-07,6.973492929773784e-07,6.973492929773784e-07
1704,0.0,6.818815287650588e-07,0.0,6.818815287650588e-07,6.818815287650588e-07,6.818815287650588e-07
1705,0.0,7.59447906213089e-07,0.0,7.59447906213089e-07,7.59447906213089e-07,7.59447906213089e-07
1706,0.0,5.926426394710558e-07,0.0,5.926426394710558e-07,5.926426394710558e-07,5.926426394710558e-07
1707,0.0,5.398058289886518e-07,0.0,5.398058289886518e-07,5.398058289886518e-07,5.398058289886518e-07
1708,0.0,4.914302483679681e-07,0.0,4.914302483679681e-07,4.914302483679681e-07,4.914302483679681e-07
1709,0.0,3.956685442777338e-07,0.0,3.956685442777338e-07,3.956685442777338e-07,3.956685442777338e-07
1710,0.0,3.196864944194593e-07,0.0,3.196864944194593e-07,3.196864944194593e-07,3.196864944194593e-07
1711,0.0,2.860699887768143e-07,0.0,2.860699887768143e-07,2.860699887768143e-07,2.860699887768143e-07
1712,0.0,2.3219905033654088e-07,0.0,2.3219905033654088e-07,2.3219905033654088e-07,2.3219905033654088e-07
1713,0.0,2.4173022593134063e-07,0.0,2.4173022593134063e-07,2.4173022593134063e-07,2.4173022593134063e-07
1714,1.8383837690245334e-08,2.774358266931033e-07,1.8383837690245334e-08,2.774358266931033e-07,2.774358266931033e-07,2.774358266931033e-07
1715,1.8383837690245334e-08,2.581440920071795e-07,1.8383837690245334e-08,2.581440920071795e-07,2.581440920071795e-07,2.581440920071795e-07
1716,1.8383837690245334e-08,2.929087068131204e-07,1.8383837690245334e-08,2.929087068131204e-07,2.929087068131204e-07,2.929087068131204e-07
1717,1.8383837690245334e-08,2.7376147114312387e-07,1.8383837690245334e-08,2.7376147114312387e-07,2.7376147114312387e-07,2.7376147114312387e-07
1718,1.8383837690245334e-08,2.6406914242573164e-07,1.8383837690245334e-08,2.6406914242573164e-07,2.6406914242573164e-07,2.6406914242573164e-07
1719,1.8383837690245334e-08,1.9888862112793504e-07,1.8383837690245334e-08,1.9888862112793504e-07,1.9888862112793504e-07,1.9888862112793504e-07
1720,1.8383837690245334e-08,1.4304165826420752e-07,1.8383837690245334e-08,1.4304165826420752e-07,1.4304165826420752e-07,1.4304165826420752e-07
1721,0.0,1.1270372064180784e-07,0.0,1.1270372064180784e-07,1.1270372064180784e-07,1.1270372064180784e-07
1722,0.0,1.1270372064180784e-07,0.0,1.1270372064180784e-07,1.1270372064180784e-07,1.1270372064180784e-07
1723,0.0,4.18640553334626e-08,0.0,4.18640553334626e-08,4.18640553334626e-08,4.18640553334626e-08
1724,0.0,2.6581244380200327e-08,0.0,2.6581244380200327e-08,2.6581244380200327e-08,2.6581244380200327e-08
1725,0.0,2.6581244380200327e-08,0.0,2.6581244380200327e-08,2.6581244380200327e-08,2.6581244380200327e-08
1726,0.0,1.1600621466608832e-07,0.0,1.1600621466608832e-07,1.1600621466608832e-07,1.1600621466608832e-07
1727,0.0,1.4800138257799388e-07,0.0,1.4800138257799388e-07,1.4800138257799388e-07,1.4800138257799388e-07
1728,0.0,1.3696082642614522e-07,0.0,1.3696082642614522e-07,1.3696082642614522e-07,1.3696082642614522e-07
1729,0.0,1.815646634944252e-07,0.0,1.815646634944252e-07,1.815646634944252e-07,1.815646634944252e-07
1730,0.0,2.0611437788277597e-07,0.0,2.0611437788277597e-07,2.0611437788277597e-07,2.0611437788277597e-07
1731,0.0,2.1308111744896712e-07,0.0,2.1308111744896712e-07,2.1308111744896712e-07,2.1308111744896712e-07
1732,0.0,3.0070044841425313e-07,0.0,3.0070044841425313e-07,3.0070044841425313e-07,3.0070044841425313e-07
1733,0.0,2.6044886425324876e-07,0.0,2.6044886425324876e-07,2.6044886425324876e-07,2.6044886425324876e-07
1734,0.0,3.123037371567859e-07,0.0,3.123037371567859e-07,3.123037371567859e-07,3.123037371567859e-07
1735,0.0,3.7696036209971293e-07,0.0,3.7696036209971293e-07,3.7696036209971293e-07,3.7696036209971293e-07
1736,0.0,4.0952907503261873e-07,0.0,4.0952907503261873e-07,4.0952907503261873e-07,4.0952907503261873e-07
1737,0.0,4.680388993197734e-07,0.0,4.680388993197734e-07,4.680388993197734e-07,4.680388993197734e-07
1738,0.0,4.6107215975358227e-07,0.0,4.6107215975358227e-07,4.6107215975358227e-07,4.6107215975358227e-07
1739,0.0,4.574566584584058e-07,0.0,4.574566584584058e-07,4.574566584584058e-07,4.574566584584058e-07
1740,0.0,4.3074510764589444e-07,0.0,4.3074510764589444e-07,4.3074510764589444e-07,4.3074510764589444e-07
1741,0.0,3.6754069299149705e-07,0.0,3.6754069299149705e-07,3.6754069299149705e-07,3.6754069299149705e-07
1742,0.0,3.4104611350877736e-07,0.0,3.4104611350877736e-07,3.4104611350877736e-07,3.4104611350877736e-07
1743,0.0,2.8313635068246056e-07,0.0,2.8313635068246056e-07,2.8313635068246056e-07,2.8313635068246056e-07
1744,0.0,2.223971132967303e-07,0.0,2.223971132967303e-07,2.223971132967303e-07,2.223971132967303e-07
1745,0.0,2.223971132967303e-07,0.0,2.223971132967303e-07,2.223971132967303e-07,2.223971132967303e-07
1746,0.0,1.3839328362662074e-07,0.0,1.3839328362662074e-07,1.3839328362662074e-07,1.3839328362662074e-07
1747,0.0,1.8247787636482826e-07,0.0,1.8247787636482826e-07,1.8247787636482826e-07,1.8247787636482826e-07
1748,0.0,1.564108537926196e-07,0.0,1.564108537926196e-07,1.564108537926196e-07,1.564108537926196e-07
1749,0.0,1.2167980908576022e-07,0.0,1.2167980908576022e-07,1.2167980908576022e-07,1.2167980908576022e-07
1750,3.1543938255091622e-09,1.123132165048446e-07,3.1543938255091622e-09,1.123132165048446e-07,1.123132165048446e-07,1.123132165048446e-07
1751,3.1543938255091622e-09,1.0070033137513487e-07,3.1543938255091622e-09,1.0070033137513487e-07,1.0070033137513487e-07,1.0070033137513487e-07
1752,3.1543938255091622e-09,1.1629469197162377e-07,3.1543938255091622e-09,1.1629469197162377e-07,1.1629469197162377e-07,1.1629469197162377e-07
1753,3.1543938255091622e-09,1.2635339682479492e-07,3.1543938255091622e-09,1.2635339682479492e-07,1.2635339682479492e-07,1.2635339682479492e-07
1754,3.1543938255091622e-09,1.0583172484400296e-07,3.1543938255091622e-09,1.0583172484400296e-07,1.0583172484400296e-07,1.0583172484400296e-07
1755,3.1543938255091622e-09,1.6384491731612017e-07,3.1543938255091622e-09,1.6384491731612017e-07,1.6384491731612017e-07,1.6384491731612017e-07
1756,3.1543938255091622e-09,2.6624676913960297e-07,3.1543938255091622e-09,2.6624676913960297e-07,2.6624676913960297e-07,2.6624676913960297e-07
1757,0.0,4.177421146778215e-07,0.0,4.177421146778215e-07,4.177421146778215e-07,4.177421146778215e-07
1758,0.0,5.62413942718974e-07,0.0,5.62413942718974e-07,5.62413942718974e-07,5.62413942718974e-07
1759,0.0,6.09437890375375e-07,0.0,6.09437890375375e-07,6.09437890375375e-07,6.09437890375375e-07
1760,0.0,6.552678907415352e-07,0.0,6.552678907415352e-07,6.552678907415352e-07,6.552678907415352e-07
1761,0.0,6.481010806120529e-07,0.0,6.481010806120529e-07,6.481010806120529e-07,6.481010806120529e-07
1762,0.0,6.159565576321516e-07,0.0,6.159565576321516e-07,6.159565576321516e-07,6.159565576321516e-07
1763,0.0,5.206761914320981e-07,0.0,5.206761914320981e-07,5.206761914320981e-07,5.206761914320981e-07
1764,0.0,4.0425552632379027e-07,0.0,4.0425552632379027e-07,4.0425552632379027e-07,4.0425552632379027e-07
1765,0.0,2.6950814101058184e-07,0.0,2.6950814101058184e-07,2.6950814101058184e-07,2.6950814101058184e-07
1766,0.0,2.8511403473073317e-07,0.0,2.8511403473073317e-07,2.8511403473073317e-07,2.8511403473073317e-07
1767,0.0,2.3216983180418538e-07,0.0,2.3216983180418538e-07,2.3216983180418538e-07,2.3216983180418538e-07
1768,0.0,2.228162228691742e-07,0.0,2.228162228691742e-07,2.228162228691742e-07,2.228162228691742e-07
1769,0.0,1.9635408118493354e-07,0.0,1.9635408118493354e-07,1.9635408118493354e-07,1.9635408118493354e-07
1770,0.0,2.542779919321804e-07,0.0,2.542779919321804e-07,2.542779919321804e-07,2.542779919321804e-07
1771,0.0,2.4353148780115977e-07,0.0,2.4353148780115977e-07,2.4353148780115977e-07,2.4353148780115977e-07
1772,0.0,2.8616559077931925e-07,0.0,2.8616559077931925e-07,2.8616559077931925e-07,2.8616559077931925e-07
1773,0.0,2.416788694249915e-07,0.0,2.416788694249915e-07,2.416788694249915e-07,2.416788694249915e-07
1774,0.0,2.5744160936369553e-07,0.0,2.5744160936369553e-07,2.5744160936369553e-07,2.5744160936369553e-07
1775,0.0,2.452694073237386e-07,0.0,2.452694073237386e-07,2.452694073237386e-07,2.452694073237386e-07
1776,0.0,3.5614266989471487e-07,0.0,3.5614266989471487e-07,3.5614266989471487e-07,3.5614266989471487e-07
1777,0.0,3.6289211940194424e-07,0.0,3.6289211940194424e-07,3.6289211940194424e-07,3.6289211940194424e-07
1778,0.0,3.759471931224263e-07,0.0,3.759471931224263e-07,3.759471931224263e-07,3.759471931224263e-07
1779,0.0,4.6125899798101143e-07,0.0,4.6125899798101143e-07,4.6125899798101143e-07,4.6125899798101143e-07
1780,0.0,5.073922864085034e-07,0.0,5.073922864085034e-07,5.073922864085034e-07,5.073922864085034e-07
1781,0.0,5.058976963060299e-07,0.0,5.058976963060299e-07,5.058976963060299e-07,5.058976963060299e-07
1782,0.0,5.274119640067251e-07,0.0,5.274119640067251e-07,5.274119640067251e-07,5.274119640067251e-07
1783,0.0,4.852542129388635e-07,0.0,4.852542129388635e-07,4.852542129388635e-07,4.852542129388635e-07
1784,0.0,4.801145203308417e-07,0.0,4.801145203308417e-07,4.801145203308417e-07,4.801145203308417e-07
1785,0.0,4.619612781198157e-07,0.0,4.619612781198157e-07,4.619612781198157e-07,4.619612781198157e-07
1786,0.0,3.8976911298505e-07,0.0,3.8976911298505e-07,3.8976911298505e-07,3.8976911298505e-07
1787,0.0,3.859576967865256e-07,0.0,3.859576967865256e-07,3.859576967865256e-07,3.859576967865256e-07
1788,0.0,4.249267817613145e-07,0.0,4.249267817613145e-07,4.249267817613145e-07,4.249267817613145e-07
1789,0.0,3.9538745763171133e-07,0.0,3.9538745763171133e-07,3.9538745763171133e-07,3.9538745763171133e-07
1790,0.0,3.8770689262232085e-07,0.0,3.8770689262232085e-07,3.8770689262232085e-07,3.8770689262232085e-07
1791,0.0,4.892396491738639e-07,0.0,4.892396491738639e-07,4.892396491738639e-07,4.892396491738639e-07
1792,0.0,5.558805103841483e-07,0.0,5.558805103841483e-07,5.558805103841483e-07,5.558805103841483e-07
1793,0.0,5.426003245442448e-07,0.0,5.426003245442448e-07,5.426003245442448e-07,5.426003245442448e-07
1794,0.0,5.493737700947219e-07,0.0,5.493737700947219e-07,5.493737700947219e-07,5.493737700947219e-07
1795,0.0,6.128306852458211e-07,0.0,6.128306852458211e-07,6.128306852458211e-07,6.128306852458211e-07
1796,0.0,6.480872026973625e-07,0.0,6.480872026973625e-07,6.480872026973625e-07,6.480872026973625e-07
1797,0.0,6.684776232240048e-07,0.0,6.684776232240048e-07,6.684776232240048e-07,6.684776232240048e-07
1798,0.0,5.586606367355021e-07,0.0,5.586606367355021e-07,5.586606367355021e-07,5.586606367355021e-07
1799,0.0,5.662259435926639e-07,0.0,5.662259435926639e-07,5.662259435926639e-07,5.662259435926639e-07
1800,0.0,6.076831604267292e-07,0.0,6.076831604267292e-07,6.076831604267292e-07,6.076831604267292e-07
1801,0.0,5.698913858915538e-07,0.0,5.698913858915538e-07,5.698913858915538e-07,5.698913858915538e-07
1802,0.0,5.084257241248582e-07,0.0,5.084257241248582e-07,5.084257241248582e-07,5.084257241248582e-07
1803,0.0,5.698641172914774e-07,0.0,5.698641172914774e-07,5.698641172914774e-07,5.698641172914774e-07
1804,0.0,6.315246423582721e-07,0.0,6.315246423582721e-07,6.315246423582721e-07,6.315246423582721e-07
1805,0.0,6.042722020538349e-07,0.0,6.042722020538349e-07,6.042722020538349e-07,6.042722020538349e-07
1806,0.0,5.531669517365247e-07,0.0,5.531669517365247e-07,5.531669517365247e-07,5.531669517365247e-07
1807,0.0,5.090692525300256e-07,0.0,5.090692525300256e-07,5.090692525300256e-07,5.090692525300256e-07
1808,0.0,5.063936043825379e-07,0.0,5.063936043825379e-07,5.063936043825379e-07,5.063936043825379e-07
1809,0.0,4.856720506398103e-07,0.0,4.856720506398103e-07,4.856720506398103e-07,4.856720506398103e-07
1810,0.0,4.3916704076504433e-07,0.0,4.3916704076504433e-07,4.3916704076504433e-07,4.3916704076504433e-07
1811,0.0,3.509277226904877e-07,0.0,3.509277226904877e-07,3.509277226904877e-07,3.509277226904877e-07
