ngram,Ecolab,Ecolb,Ecolab,Ecolb
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,0.0,3.743067126090896e-10,0.0,3.743067126090896e-10
1823,0.0,3.743067126090896e-10,0.0,3.743067126090896e-10
1824,0.0,3.743067126090896e-10,0.0,3.743067126090896e-10
1825,0.0,3.743067126090896e-10,0.0,3.743067126090896e-10
1826,0.0,3.743067126090896e-10,0.0,3.743067126090896e-10
1827,0.0,3.743067126090896e-10,0.0,3.743067126090896e-10
1828,0.0,3.743067126090896e-10,0.0,3.743067126090896e-10
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,0.0,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,0.0,4.642859509549981e-11,0.0,4.642859509549981e-11
1852,0.0,4.642859509549981e-11,0.0,4.642859509549981e-11
1853,0.0,9.468793606335981e-11,0.0,9.468793606335981e-11
1854,0.0,9.468793606335981e-11,0.0,9.468793606335981e-11
1855,0.0,1.9969143402346186e-10,0.0,1.9969143402346186e-10
1856,0.0,1.9969143402346186e-10,0.0,1.9969143402346186e-10
1857,0.0,1.9969143402346186e-10,0.0,1.9969143402346186e-10
1858,0.0,2.1086635215716854e-10,0.0,2.1086635215716854e-10
1859,0.0,3.3272512919449836e-10,0.0,3.3272512919449836e-10
1860,0.0,2.8446578822663836e-10,0.0,2.8446578822663836e-10
1861,0.0,2.8446578822663836e-10,0.0,2.8446578822663836e-10
1862,0.0,1.7946229026653627e-10,0.0,1.7946229026653627e-10
1863,0.0,1.7946229026653627e-10,0.0,1.7946229026653627e-10
1864,0.0,1.7946229026653627e-10,0.0,1.7946229026653627e-10
1865,0.0,1.6608532803021247e-10,0.0,1.6608532803021247e-10
1866,0.0,4.422655099288266e-11,0.0,4.422655099288266e-11
1867,0.0,4.422655099288266e-11,0.0,4.422655099288266e-11
1868,0.0,4.422655099288266e-11,0.0,4.422655099288266e-11
1869,0.0,4.422655099288266e-11,0.0,4.422655099288266e-11
1870,0.0,4.422655099288266e-11,0.0,4.422655099288266e-11
1871,0.0,4.422655099288266e-11,0.0,4.422655099288266e-11
1872,0.0,0.0,0.0,0.0
1873,0.0,3.900875257732496e-11,0.0,3.900875257732496e-11
1874,0.0,1.184901819519167e-10,0.0,1.184901819519167e-10
1875,0.0,1.184901819519167e-10,0.0,1.184901819519167e-10
1876,0.0,1.184901819519167e-10,0.0,1.184901819519167e-10
1877,0.0,1.184901819519167e-10,0.0,1.184901819519167e-10
1878,1.814267942228704e-10,1.184901819519167e-10,1.814267942228704e-10,1.184901819519167e-10
1879,1.814267942228704e-10,1.5340399585537868e-10,1.814267942228704e-10,1.5340399585537868e-10
1880,1.814267942228704e-10,1.1439524327805373e-10,1.814267942228704e-10,1.1439524327805373e-10
1881,1.814267942228704e-10,3.4913813903461997e-11,1.814267942228704e-10,3.4913813903461997e-11
1882,1.814267942228704e-10,3.4913813903461997e-11,1.814267942228704e-10,3.4913813903461997e-11
1883,1.814267942228704e-10,6.703644187374839e-11,1.814267942228704e-10,6.703644187374839e-11
1884,1.814267942228704e-10,6.703644187374839e-11,1.814267942228704e-10,6.703644187374839e-11
1885,0.0,9.605971970242218e-11,0.0,9.605971970242218e-11
1886,0.0,6.11459057989602e-11,0.0,6.11459057989602e-11
1887,0.0,8.877987432511146e-11,0.0,8.877987432511146e-11
1888,0.0,1.157827167475034e-10,0.0,1.157827167475034e-10
1889,0.0,1.157827167475034e-10,0.0,1.157827167475034e-10
1890,0.0,1.5954716317942034e-10,0.0,1.5954716317942034e-10
1891,0.0,1.8515221498839806e-10,0.0,1.8515221498839806e-10
1892,0.0,1.786005192944933e-10,0.0,1.786005192944933e-10
1893,0.0,2.016621928970151e-10,0.0,2.016621928970151e-10
1894,0.0,2.844870886483822e-10,0.0,2.844870886483822e-10
1895,0.0,3.63340284446702e-10,0.0,3.63340284446702e-10
1896,0.0,4.6024241362463414e-10,0.0,4.6024241362463414e-10
1897,0.0,4.0293209443590227e-10,0.0,4.0293209443590227e-10
1898,0.0,4.13403378989636e-10,0.0,4.13403378989636e-10
1899,0.0,4.0914570342831524e-10,0.0,4.0914570342831524e-10
1900,0.0,4.0415463436233827e-10,0.0,4.0415463436233827e-10
1901,0.0,2.936957700848199e-10,0.0,2.936957700848199e-10
1902,0.0,2.050580221497305e-10,0.0,2.050580221497305e-10
1903,0.0,1.2409503781705767e-10,0.0,1.2409503781705767e-10
1904,0.0,1.0551828260358625e-10,0.0,1.0551828260358625e-10
1905,0.0,8.468880854531743e-11,0.0,8.468880854531743e-11
1906,0.0,8.198988809311153e-11,0.0,8.198988809311153e-11
1907,0.0,7.856945748769511e-11,0.0,7.856945748769511e-11
1908,0.0,7.856945748769511e-11,0.0,7.856945748769511e-11
1909,0.0,7.513217627406834e-11,0.0,7.513217627406834e-11
1910,0.0,1.0051469973808886e-10,0.0,1.0051469973808886e-10
1911,0.0,1.1449263164526563e-10,0.0,1.1449263164526563e-10
1912,0.0,9.924576934082298e-11,0.0,9.924576934082298e-11
1913,0.0,9.802870221913601e-11,0.0,9.802870221913601e-11
1914,0.0,1.1261150742062195e-10,0.0,1.1261150742062195e-10
1915,0.0,1.285502299846237e-10,0.0,1.285502299846237e-10
1916,4.515558561988899e-11,1.1476922091262815e-10,4.515558561988899e-11,1.1476922091262815e-10
1917,4.515558561988899e-11,7.344755260334829e-11,4.515558561988899e-11,7.344755260334829e-11
1918,4.515558561988899e-11,7.384985975919126e-11,4.515558561988899e-11,7.384985975919126e-11
1919,4.515558561988899e-11,8.805560645720943e-11,4.515558561988899e-11,8.805560645720943e-11
1920,4.515558561988899e-11,1.2016099722376795e-10,4.515558561988899e-11,1.2016099722376795e-10
1921,4.515558561988899e-11,9.092801809115362e-11,4.515558561988899e-11,9.092801809115362e-11
1922,4.515558561988899e-11,7.498929552715187e-11,4.515558561988899e-11,7.498929552715187e-11
1923,0.0,7.498929552715187e-11,0.0,7.498929552715187e-11
1924,0.0,7.498929552715187e-11,0.0,7.498929552715187e-11
1925,0.0,6.060905646413214e-11,0.0,6.060905646413214e-11
1926,0.0,4.640330976611397e-11,0.0,4.640330976611397e-11
1927,0.0,2.273837864029206e-11,0.0,2.273837864029206e-11
1928,2.2809486442478187e-11,2.273837864029206e-11,2.2809486442478187e-11,2.273837864029206e-11
1929,2.2809486442478187e-11,2.273837864029206e-11,2.2809486442478187e-11,2.273837864029206e-11
1930,2.2809486442478187e-11,2.273837864029206e-11,2.2809486442478187e-11,2.273837864029206e-11
1931,1.277415256906167e-10,2.273837864029206e-11,1.277415256906167e-10,2.273837864029206e-11
1932,1.277415256906167e-10,4.6381624731393705e-11,1.277415256906167e-10,4.6381624731393705e-11
1933,1.277415256906167e-10,4.6381624731393705e-11,1.277415256906167e-10,4.6381624731393705e-11
1934,1.277415256906167e-10,4.61111208739849e-11,1.277415256906167e-10,4.61111208739849e-11
1935,1.0493203924813851e-10,6.833345397464337e-11,1.0493203924813851e-10,6.833345397464337e-11
1936,1.0493203924813851e-10,6.833345397464337e-11,1.0493203924813851e-10,6.833345397464337e-11
1937,1.4981687319297928e-10,9.077587094706376e-11,1.4981687319297928e-10,9.077587094706376e-11
1938,5.016821006239728e-10,9.077587094706376e-11,5.016821006239728e-10,9.077587094706376e-11
1939,5.016821006239728e-10,6.713262485596211e-11,5.016821006239728e-10,6.713262485596211e-11
1940,5.016821006239728e-10,4.0244503761245806e-10,5.016821006239728e-10,4.0244503761245806e-10
1941,5.016821006239728e-10,3.799771628295748e-10,5.016821006239728e-10,3.799771628295748e-10
1942,5.016821006239728e-10,3.826628755928699e-10,5.016821006239728e-10,3.826628755928699e-10
1943,5.016821006239728e-10,6.401027862518965e-10,5.016821006239728e-10,6.401027862518965e-10
1944,4.56797266679132e-10,6.176603692794761e-10,4.56797266679132e-10,6.176603692794761e-10
1945,0.0,6.364297898210834e-10,0.0,6.364297898210834e-10
1946,1.6548104156807344e-11,6.860741022915054e-10,1.6548104156807344e-11,6.860741022915054e-10
1947,1.6548104156807344e-11,3.507616895350095e-10,1.6548104156807344e-11,3.507616895350095e-10
1948,1.6548104156807344e-11,3.6786168952244024e-10,1.6548104156807344e-11,3.6786168952244024e-10
1949,1.6548104156807344e-11,3.4295364365848664e-10,1.6548104156807344e-11,3.4295364365848664e-10
1950,1.6548104156807344e-11,1.8703358901322227e-10,1.6548104156807344e-11,1.8703358901322227e-10
1951,1.6548104156807344e-11,1.8703358901322227e-10,1.6548104156807344e-11,1.8703358901322227e-10
1952,1.6548104156807344e-11,1.6826416847161496e-10,1.6548104156807344e-11,1.6826416847161496e-10
1953,0.0,1.1861985600119292e-10,0.0,1.1861985600119292e-10
1954,0.0,1.331358118988086e-10,0.0,1.331358118988086e-10
1955,0.0,1.3053006394013267e-10,0.0,1.3053006394013267e-10
1956,0.0,1.3053006394013267e-10,0.0,1.3053006394013267e-10
1957,0.0,4.175393364391766e-11,0.0,4.175393364391766e-11
1958,1.1901807912233814e-11,5.3655741556151475e-11,1.1901807912233814e-11,5.3655741556151475e-11
1959,1.1901807912233814e-11,5.3655741556151475e-11,1.1901807912233814e-11,5.3655741556151475e-11
1960,5.4253251692758047e-11,5.3655741556151475e-11,5.4253251692758047e-11,5.3655741556151475e-11
1961,5.4253251692758047e-11,3.913978565853579e-11,5.4253251692758047e-11,3.913978565853579e-11
1962,1.1546378833208034e-10,2.464553362978096e-11,1.1546378833208034e-10,2.464553362978096e-11
1963,1.352715013415638e-10,3.454939013452269e-11,1.352715013415638e-10,3.454939013452269e-11
1964,1.352715013415638e-10,2.1805664416975544e-11,1.352715013415638e-10,2.1805664416975544e-11
1965,1.5863001983402418e-10,4.516418290943593e-11,1.5863001983402418e-10,4.516418290943593e-11
1966,2.0259537500003485e-10,4.516418290943593e-11,2.0259537500003485e-10,4.516418290943593e-11
1967,1.6024393121951063e-10,1.2476629352680442e-10,1.6024393121951063e-10,1.2476629352680442e-10
1968,2.310962631575058e-10,1.2476629352680442e-10,2.310962631575058e-10,1.2476629352680442e-10
1969,2.506776948717006e-10,1.2476629352680442e-10,2.506776948717006e-10,1.2476629352680442e-10
1970,4.15029669361847e-10,1.2363194595061648e-10,4.15029669361847e-10,1.2363194595061648e-10
1971,6.029985796399525e-10,1.2363194595061648e-10,6.029985796399525e-10,1.2363194595061648e-10
1972,6.373018144957752e-10,8.837161954592228e-11,6.373018144957752e-10,8.837161954592228e-11
1973,8.739757489146476e-10,8.837161954592228e-11,8.739757489146476e-10,8.837161954592228e-11
1974,9.147132654493565e-10,8.769508928553803e-12,9.147132654493565e-10,8.769508928553803e-12
1975,9.817224335049802e-10,8.769508928553803e-12,9.817224335049802e-10,8.769508928553803e-12
1976,1.1179141025584117e-09,8.769508928553803e-12,1.1179141025584117e-09,8.769508928553803e-12
1977,9.899392892722047e-10,8.026410885137685e-12,9.899392892722047e-10,8.026410885137685e-12
1978,9.570090275801135e-10,8.026410885137685e-12,9.570090275801135e-10,8.026410885137685e-12
1979,9.931055818971198e-10,8.026410885137685e-12,9.931055818971198e-10,8.026410885137685e-12
1980,7.829977380754574e-10,8.026410885137685e-12,7.829977380754574e-10,8.026410885137685e-12
1981,1.4213122742238023e-09,8.026410885137685e-12,1.4213122742238023e-09,8.026410885137685e-12
1982,1.557676083357202e-09,8.026410885137685e-12,1.557676083357202e-09,8.026410885137685e-12
1983,2.421458271990267e-09,8.026410885137685e-12,2.421458271990267e-09,8.026410885137685e-12
1984,7.731206365578304e-09,0.0,7.731206365578304e-09,0.0
1985,1.7964299468621803e-08,0.0,1.7964299468621803e-08,0.0
1986,2.628016797036535e-08,0.0,2.628016797036535e-08,0.0
1987,3.401391108453262e-08,0.0,3.401391108453262e-08,0.0
1988,4.032172015325638e-08,0.0,4.032172015325638e-08,0.0
1989,5.0936838366258796e-08,0.0,5.0936838366258796e-08,0.0
1990,5.818455761641417e-08,0.0,5.818455761641417e-08,0.0
1991,6.445279865374687e-08,0.0,6.445279865374687e-08,0.0
1992,6.493791663128182e-08,0.0,6.493791663128182e-08,0.0
1993,6.941198955295086e-08,0.0,6.941198955295086e-08,0.0
1994,7.434734631114484e-08,0.0,7.434734631114484e-08,0.0
1995,7.900422614527867e-08,0.0,7.900422614527867e-08,0.0
1996,8.33343070740154e-08,6.30203924759495e-12,8.33343070740154e-08,6.30203924759495e-12
1997,8.958271889371514e-08,6.30203924759495e-12,8.958271889371514e-08,6.30203924759495e-12
1998,8.993745430936023e-08,6.30203924759495e-12,8.993745430936023e-08,6.30203924759495e-12
1999,9.148885737886303e-08,6.30203924759495e-12,9.148885737886303e-08,6.30203924759495e-12
2000,8.789289702398101e-08,6.30203924759495e-12,8.789289702398101e-08,6.30203924759495e-12
2001,8.332728234401137e-08,1.1372769293765168e-11,8.332728234401137e-08,1.1372769293765168e-11
2002,8.23454889038138e-08,1.1372769293765168e-11,8.23454889038138e-08,1.1372769293765168e-11
2003,9.501095478624069e-08,1.022886735630684e-11,9.501095478624069e-08,1.022886735630684e-11
2004,9.062303466375202e-08,1.022886735630684e-11,9.062303466375202e-08,1.022886735630684e-11
2005,8.578393106972726e-08,1.022886735630684e-11,8.578393106972726e-08,1.022886735630684e-11
2006,8.11511883723272e-08,1.022886735630684e-11,8.11511883723272e-08,1.022886735630684e-11
2007,7.620968186675522e-08,1.559602843695781e-11,7.620968186675522e-08,1.559602843695781e-11
2008,7.068649614845007e-08,1.0525298390787592e-11,7.068649614845007e-08,1.0525298390787592e-11
2009,6.14019100960864e-08,1.0525298390787592e-11,6.14019100960864e-08,1.0525298390787592e-11
2010,3.597745136728138e-08,5.367161080650971e-12,3.597745136728138e-08,5.367161080650971e-12
2011,2.7933262052621492e-08,5.367161080650971e-12,2.7933262052621492e-08,5.367161080650971e-12
2012,2.2828621659698456e-08,5.367161080650971e-12,2.2828621659698456e-08,5.367161080650971e-12
2013,1.6706230684552078e-08,5.367161080650971e-12,1.6706230684552078e-08,5.367161080650971e-12
2014,1.3397637539063517e-08,0.0,1.3397637539063517e-08,0.0
2015,1.2006722346516848e-08,0.0,1.2006722346516848e-08,0.0
2016,1.2081329587536921e-08,0.0,1.2081329587536921e-08,0.0
2017,1.1224380980223714e-08,0.0,1.1224380980223714e-08,0.0
2018,1.0466554734023248e-08,0.0,1.0466554734023248e-08,0.0
2019,9.504153908324042e-09,0.0,9.504153908324042e-09,0.0
