ngram,Abbott Laboratories,Abbot Laboratories
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,3.676767538049067e-08,0.0
1715,3.676767538049067e-08,0.0
1716,3.676767538049067e-08,0.0
1717,3.676767538049067e-08,0.0
1718,3.676767538049067e-08,0.0
1719,3.676767538049067e-08,0.0
1720,3.676767538049067e-08,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,6.1799784337576315e-09,0.0
1736,6.1799784337576315e-09,0.0
1737,6.1799784337576315e-09,0.0
1738,6.1799784337576315e-09,0.0
1739,6.1799784337576315e-09,0.0
1740,6.1799784337576315e-09,0.0
1741,6.1799784337576315e-09,0.0
1742,3.044054405368765e-08,0.0
1743,3.044054405368765e-08,0.0
1744,3.044054405368765e-08,0.0
1745,3.044054405368765e-08,0.0
1746,3.044054405368765e-08,0.0
1747,3.044054405368765e-08,0.0
1748,3.392324059754108e-08,0.0
1749,3.4826965438534377e-09,0.0
1750,9.791484194871763e-09,0.0
1751,1.3203720783394601e-08,0.0
1752,1.3203720783394601e-08,0.0
1753,1.3203720783394601e-08,0.0
1754,1.3203720783394601e-08,0.0
1755,9.721024239541163e-09,0.0
1756,9.721024239541163e-09,0.0
1757,3.4122365885228388e-09,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,1.2749883688505698e-09,0.0
1787,1.2749883688505698e-09,0.0
1788,1.2749883688505698e-09,0.0
1789,1.2749883688505698e-09,0.0
1790,1.2749883688505698e-09,0.0
1791,1.2749883688505698e-09,0.0
1792,1.2749883688505698e-09,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,1.7445443185286941e-09,0.0
1796,1.7445443185286941e-09,0.0
1797,1.7445443185286941e-09,0.0
1798,1.7445443185286941e-09,0.0
1799,1.7445443185286941e-09,0.0
1800,1.7445443185286941e-09,0.0
1801,1.7445443185286941e-09,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,1.3420390195964923e-10,0.0
1824,1.3420390195964923e-10,0.0
1825,1.3420390195964923e-10,0.0
1826,1.3420390195964923e-10,0.0
1827,1.3420390195964923e-10,0.0
1828,1.3420390195964923e-10,0.0
1829,1.3853045329906673e-08,2.6899688825616456e-10
1830,1.3718841427947024e-08,2.6899688825616456e-10
1831,1.3985404263244e-08,2.6899688825616456e-10
1832,1.4066811985077469e-08,2.6899688825616456e-10
1833,1.4066811985077469e-08,2.6899688825616456e-10
1834,1.4066811985077469e-08,2.6899688825616456e-10
1835,1.4066811985077469e-08,2.6899688825616456e-10
1836,3.4797055713044397e-10,0.0
1837,3.4797055713044397e-10,0.0
1838,8.140772183346761e-11,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,5.2231350197321345e-11,0.0
1849,5.2231350197321345e-11,0.0
1850,5.2231350197321345e-11,0.0
1851,5.2231350197321345e-11,0.0
1852,5.2231350197321345e-11,0.0
1853,5.2231350197321345e-11,0.0
1854,5.2231350197321345e-11,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,1.6484620018226385e-10,5.494873207239388e-11
1859,1.6484620018226385e-10,5.494873207239388e-11
1860,1.6484620018226385e-10,5.494873207239388e-11
1861,1.6484620018226385e-10,5.494873207239388e-11
1862,1.6484620018226385e-10,5.494873207239388e-11
1863,2.1037188261249388e-10,5.494873207239388e-11
1864,2.1037188261249388e-10,5.494873207239388e-11
1865,4.552568243023001e-11,0.0
1866,1.0152381197630384e-09,0.0
1867,1.0152381197630384e-09,0.0
1868,1.0152381197630384e-09,0.0
1869,1.0152381197630384e-09,0.0
1870,1.2514013317651722e-09,0.0
1871,1.3673377192396125e-09,0.0
1872,1.3673377192396125e-09,0.0
1873,3.976252819068041e-10,0.0
1874,1.419585702956892e-09,0.0
1875,1.610544697605576e-09,0.0
1876,1.9390225139811636e-09,0.0
1877,1.6573336195488002e-09,0.0
1878,6.342404062260292e-09,0.0
1879,6.342404062260292e-09,0.0
1880,7.875794619646318e-09,6.258736782806449e-11
1881,6.85383419859623e-09,6.258736782806449e-11
1882,6.817091494478891e-09,6.258736782806449e-11
1883,6.519174450270171e-09,6.258736782806449e-11
1884,6.519174450270171e-09,6.258736782806449e-11
1885,1.7181676200842384e-09,6.258736782806449e-11
1886,1.770632426393145e-09,6.258736782806449e-11
1887,2.372418690071194e-10,0.0
1888,3.3993744327379515e-10,0.0
1889,1.8572115274244945e-10,0.0
1890,5.160514436410222e-10,0.0
1891,6.377871524560724e-10,0.0
1892,6.377871524560724e-10,0.0
1893,1.1114181479905077e-09,0.0
1894,1.1114181479905077e-09,0.0
1895,1.10932875583915e-09,0.0
1896,1.10932875583915e-09,0.0
1897,8.013805928376781e-10,0.0
1898,6.79644884022628e-10,0.0
1899,6.79644884022628e-10,0.0
1900,8.229127577776194e-10,8.58158623527418e-11
1901,9.368579761177237e-10,8.58158623527418e-11
1902,8.526022715219358e-10,8.58158623527418e-11
1903,9.585048835985305e-10,8.58158623527418e-11
1904,1.5829163466096752e-09,8.58158623527418e-11
1905,2.5235617494488517e-09,8.58158623527418e-11
1906,3.2749095588147092e-09,1.0054817197101075e-10
1907,2.7168460348511327e-09,1.4732309618268958e-11
1908,3.0329549675316744e-09,1.4732309618268958e-11
1909,3.1474187541949814e-09,1.4732309618268958e-11
1910,6.7293387608278826e-09,1.4732309618268958e-11
1911,9.475267895694576e-09,1.4732309618268958e-11
1912,1.636437102492394e-08,5.5797425211969094e-11
1913,2.867357826571596e-08,1.361003413144094e-10
1914,4.367121925990298e-08,2.7496928940123107e-10
1915,6.715479351969225e-08,3.9612763466248934e-10
1916,8.413260995813029e-08,4.39042262862748e-10
1917,9.968941304196375e-08,6.513967460668774e-10
1918,1.201182817973339e-07,7.333629100817315e-10
1919,1.357757446791246e-07,8.002849771759912e-10
1920,1.390573517921569e-07,8.814455712943417e-10
1921,1.4510828602202048e-07,9.560432168154165e-10
1922,1.363480279792384e-07,1.0641340467528897e-09
1923,1.3563536478094257e-07,1.1378336923455785e-09
1924,1.3345980473137127e-07,1.087820857202461e-09
1925,1.2612127063351052e-07,1.1150717412914242e-09
1926,1.457218051622736e-07,1.1811764582298728e-09
1927,1.4755867385117328e-07,1.15611272935975e-09
1928,1.4217827575586333e-07,1.007582255725075e-09
1929,1.4217800067431847e-07,9.464339788069408e-10
1930,1.482554767205459e-07,1.1142936732052737e-09
1931,1.5894892158030416e-07,1.275931059220779e-09
1932,1.570825805937862e-07,1.4362957965831568e-09
1933,1.3179903796916343e-07,1.7903879331474366e-09
1934,1.344486193488592e-07,1.831322950428062e-09
1935,1.4092375469739897e-07,2.1464466236155643e-09
1936,1.5111556653632112e-07,2.3165430684812804e-09
1937,1.5875977205886166e-07,2.3304746862454604e-09
1938,1.687676954377691e-07,2.4404010717000394e-09
1939,1.914816363880943e-07,2.360109806000464e-09
1940,2.1134003093590893e-07,2.395883983271777e-09
1941,2.3015999975736383e-07,2.3349299160813075e-09
1942,2.4605849903634537e-07,2.5236121922337216e-09
1943,2.717805054024731e-07,2.6342650759149576e-09
1944,2.97638722811046e-07,2.9856921855499407e-09
1945,3.116814143920367e-07,3.2476241854492318e-09
1946,3.1891022851076354e-07,3.467416528505193e-09
1947,3.358576147352973e-07,3.4072114177671355e-09
1948,3.4777712747719694e-07,3.909932504748375e-09
1949,3.6180130840486005e-07,4.036456502376495e-09
1950,3.724772089494114e-07,3.9575163463772304e-09
1951,3.6819478412196206e-07,3.685352657965625e-09
1952,3.553593411912256e-07,3.585960227171979e-09
1953,3.592597701234419e-07,3.639259465210947e-09
1954,3.558170240986718e-07,3.867058451234584e-09
1955,3.600594149182663e-07,4.639168890311193e-09
1956,3.5859064999905446e-07,5.135687779806679e-09
1957,3.434592201756459e-07,5.505256092267327e-09
1958,3.3421277732616416e-07,6.395675576444302e-09
1959,3.360130977268584e-07,6.540844215458768e-09
1960,3.2739790104382595e-07,7.035307257398569e-09
1961,3.1784607910724715e-07,7.235203864602064e-09
1962,2.9851045724171854e-07,6.353379219551211e-09
1963,2.8729492588094476e-07,5.9533392818674915e-09
1964,2.782418765231601e-07,6.206969351195215e-09
1965,2.67327383848429e-07,5.710626194144197e-09
1966,2.581084146413559e-07,6.082368450169692e-09
1967,2.56483988079838e-07,6.160922375439018e-09
1968,2.578187933620159e-07,6.2075313143696215e-09
1969,2.6245205983091833e-07,6.4696791416249e-09
1970,2.5625913784616774e-07,6.479138939649179e-09
1971,2.621687989241244e-07,6.7131215507134e-09
1972,2.777515776740204e-07,7.174933980280684e-09
1973,2.9143561367358674e-07,7.499487443750143e-09
1974,2.9798716281805226e-07,7.603920604282166e-09
1975,2.9947574172898127e-07,8.800380043741792e-09
1976,3.0998112419768275e-07,9.756985695576402e-09
1977,3.177020906670285e-07,1.1284786438636729e-08
1978,3.174826669497374e-07,1.1253007668545121e-08
1979,3.2193714056510156e-07,1.1294972322519113e-08
1980,3.2055694581296326e-07,1.1251073469712277e-08
1981,3.200256060154061e-07,1.1315994363769732e-08
1982,3.249629928957022e-07,1.0367952211051294e-08
1983,3.2911022783212373e-07,1.018083255794571e-08
1984,3.4577908130423954e-07,8.82369650361576e-09
1985,3.6061209535936154e-07,8.722704907577444e-09
1986,3.6335894394921654e-07,8.406445190749828e-09
1987,3.6953584624045887e-07,8.081307305880209e-09
1988,3.756251853051903e-07,7.812939501710453e-09
1989,3.791282421973717e-07,7.675192164364425e-09
1990,3.7376498442297036e-07,7.3674968348314e-09
1991,3.8130589327270824e-07,7.346167293523617e-09
1992,3.794745891484906e-07,7.481261641930002e-09
1993,3.7153466385981506e-07,7.870871319783288e-09
1994,3.709510605988596e-07,8.380980100395976e-09
1995,3.703950020345863e-07,8.460637143262569e-09
1996,3.67478500200897e-07,8.662393722959548e-09
1997,3.6072569287171063e-07,8.36729986884523e-09
1998,3.3897707193578495e-07,8.368362384000453e-09
1999,3.228459125434061e-07,8.37282586120734e-09
2000,3.1301090481455116e-07,8.017847401881845e-09
2001,3.013760679745506e-07,7.545007349055562e-09
2002,2.8426016740468185e-07,7.812769542425713e-09
2003,2.621408441427775e-07,7.456133488403793e-09
2004,2.4430715533136596e-07,7.56580480804863e-09
2005,2.2601602925728263e-07,7.423610551679108e-09
2006,2.0605780345509368e-07,6.900312955947032e-09
2007,1.8326944025862497e-07,6.335571369118855e-09
2008,1.5706079027820253e-07,5.878492676763309e-09
2009,1.3958372895623533e-07,5.186723685466989e-09
2010,1.2338987431803616e-07,4.6309310354684746e-09
2011,1.0535277945271965e-07,3.890186553842259e-09
2012,8.969269466823399e-08,3.390357296493919e-09
2013,7.947905394140825e-08,3.1073964036819136e-09
2014,7.284342932020341e-08,3.043760227987897e-09
2015,6.742981893483244e-08,2.7459786190929337e-09
2016,5.93277041462313e-08,2.481147097301216e-09
2017,5.5624496416347334e-08,2.4536069102391402e-09
2018,5.586593871953483e-08,2.4936803288966304e-09
2019,5.315322315624371e-08,2.5753372212555803e-09
