ngram,eBay,eBy,eay,eay
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,4.300008121000636e-08,4.300008121000636e-08
1652,0.0,0.0,4.300008121000636e-08,4.300008121000636e-08
1653,0.0,0.0,1.183758594639325e-07,1.183758594639325e-07
1654,0.0,0.0,1.183758594639325e-07,1.183758594639325e-07
1655,0.0,0.0,1.183758594639325e-07,1.183758594639325e-07
1656,0.0,0.0,1.183758594639325e-07,1.183758594639325e-07
1657,0.0,0.0,1.183758594639325e-07,1.183758594639325e-07
1658,0.0,0.0,7.537577825392613e-08,7.537577825392613e-08
1659,0.0,0.0,1.3971014871978176e-07,1.3971014871978176e-07
1660,0.0,0.0,6.433437046585563e-08,6.433437046585563e-08
1661,0.0,0.0,6.433437046585563e-08,6.433437046585563e-08
1662,0.0,0.0,6.433437046585563e-08,6.433437046585563e-08
1663,0.0,0.0,6.433437046585563e-08,6.433437046585563e-08
1664,0.0,0.0,6.433437046585563e-08,6.433437046585563e-08
1665,0.0,0.0,6.433437046585563e-08,6.433437046585563e-08
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,2.9221579568781764e-08,2.9221579568781764e-08
1685,0.0,0.0,2.9221579568781764e-08,2.9221579568781764e-08
1686,0.0,0.0,2.9221579568781764e-08,2.9221579568781764e-08
1687,0.0,0.0,2.9221579568781764e-08,2.9221579568781764e-08
1688,0.0,0.0,2.9221579568781764e-08,2.9221579568781764e-08
1689,3.157116980543963e-08,0.0,2.9221579568781764e-08,2.9221579568781764e-08
1690,3.157116980543963e-08,0.0,2.9221579568781764e-08,2.9221579568781764e-08
1691,5.603722286195989e-08,0.0,0.0,0.0
1692,5.603722286195989e-08,0.0,0.0,0.0
1693,5.603722286195989e-08,0.0,3.135119389493671e-08,3.135119389493671e-08
1694,5.603722286195989e-08,0.0,3.135119389493671e-08,3.135119389493671e-08
1695,5.603722286195989e-08,1.550680346034434e-08,6.23648008156254e-08,6.23648008156254e-08
1696,2.446605305652026e-08,1.550680346034434e-08,6.23648008156254e-08,6.23648008156254e-08
1697,2.446605305652026e-08,2.2853878281888943e-08,6.23648008156254e-08,6.23648008156254e-08
1698,0.0,2.2853878281888943e-08,7.273607138813531e-08,7.273607138813531e-08
1699,0.0,2.2853878281888943e-08,7.273607138813531e-08,7.273607138813531e-08
1700,0.0,2.2853878281888943e-08,4.1384877493198605e-08,4.1384877493198605e-08
1701,0.0,2.2853878281888943e-08,4.1384877493198605e-08,4.1384877493198605e-08
1702,0.0,1.9332234606801128e-08,2.235643035776645e-08,2.235643035776645e-08
1703,0.0,1.9332234606801128e-08,2.235643035776645e-08,2.235643035776645e-08
1704,0.0,1.1985159785256525e-08,3.101819702676169e-08,3.101819702676169e-08
1705,0.0,1.1985159785256525e-08,3.896253580088731e-08,3.896253580088731e-08
1706,0.0,1.1985159785256525e-08,3.896253580088731e-08,3.896253580088731e-08
1707,0.0,1.1985159785256525e-08,5.111498881303435e-08,5.111498881303435e-08
1708,0.0,1.1985159785256525e-08,6.076085615599628e-08,6.076085615599628e-08
1709,0.0,0.0,7.282572868559458e-08,7.282572868559458e-08
1710,1.72150233116294e-08,0.0,7.282572868559458e-08,7.282572868559458e-08
1711,1.72150233116294e-08,0.0,6.416396201659933e-08,6.416396201659933e-08
1712,1.72150233116294e-08,0.0,7.843861331886209e-08,7.843861331886209e-08
1713,1.72150233116294e-08,0.0,8.925662850093172e-08,8.925662850093172e-08
1714,1.72150233116294e-08,0.0,7.710417548878468e-08,7.710417548878468e-08
1715,1.72150233116294e-08,0.0,6.745830814582274e-08,6.745830814582274e-08
1716,1.72150233116294e-08,0.0,4.340827583096793e-08,4.340827583096793e-08
1717,0.0,0.0,4.340827583096793e-08,4.340827583096793e-08
1718,0.0,0.0,4.340827583096793e-08,4.340827583096793e-08
1719,0.0,0.0,2.3987757304309654e-08,2.3987757304309654e-08
1720,0.0,0.0,2.2230870350930284e-08,2.2230870350930284e-08
1721,0.0,0.0,2.2230870350930284e-08,2.2230870350930284e-08
1722,0.0,0.0,2.995845704845124e-08,2.995845704845124e-08
1723,0.0,0.0,4.848398508069554e-08,4.848398508069554e-08
1724,0.0,0.0,4.848398508069554e-08,4.848398508069554e-08
1725,0.0,0.0,5.5836938120786983e-08,5.5836938120786983e-08
1726,0.0,0.0,7.460468712646876e-08,7.460468712646876e-08
1727,0.0,0.0,7.92289906062901e-08,7.92289906062901e-08
1728,0.0,6.479559999661433e-09,7.92289906062901e-08,7.92289906062901e-08
1729,0.0,6.479559999661433e-09,7.150140390876913e-08,7.150140390876913e-08
1730,0.0,6.479559999661433e-09,6.115911383679823e-08,6.115911383679823e-08
1731,0.0,6.479559999661433e-09,6.115911383679823e-08,6.115911383679823e-08
1732,0.0,6.479559999661433e-09,5.380616079670679e-08,5.380616079670679e-08
1733,0.0,6.479559999661433e-09,2.1868669668784994e-08,2.1868669668784994e-08
1734,0.0,6.479559999661433e-09,8.18323796027341e-09,8.18323796027341e-09
1735,0.0,6.466926042289092e-09,4.0517867664188345e-08,4.0517867664188345e-08
1736,0.0,6.466926042289092e-09,4.0517867664188345e-08,4.0517867664188345e-08
1737,0.0,6.466926042289092e-09,7.386439904166764e-08,7.386439904166764e-08
1738,0.0,6.466926042289092e-09,7.386439904166764e-08,7.386439904166764e-08
1739,0.0,6.466926042289092e-09,7.386439904166764e-08,7.386439904166764e-08
1740,0.0,6.466926042289092e-09,8.13516776483019e-08,8.13516776483019e-08
1741,0.0,6.466926042289092e-09,8.13516776483019e-08,8.13516776483019e-08
1742,0.0,0.0,4.9017047944386963e-08,4.9017047944386963e-08
1743,0.0,0.0,4.9017047944386963e-08,4.9017047944386963e-08
1744,0.0,0.0,1.641539932555653e-08,1.641539932555653e-08
1745,0.0,0.0,2.272697534928219e-08,2.272697534928219e-08
1746,0.0,0.0,2.770495249088916e-08,2.770495249088916e-08
1747,0.0,0.0,2.0217673884254898e-08,2.0217673884254898e-08
1748,3.639731817526938e-09,0.0,7.117391729950993e-08,7.117391729950993e-08
1749,3.639731817526938e-09,0.0,7.117391729950993e-08,7.117391729950993e-08
1750,3.639731817526938e-09,0.0,7.117391729950993e-08,7.117391729950993e-08
1751,3.9331117664330254e-08,0.0,7.295321274065308e-08,7.295321274065308e-08
1752,3.9331117664330254e-08,0.0,7.833740767182462e-08,7.833740767182462e-08
1753,3.9331117664330254e-08,0.0,7.838878295680323e-08,7.838878295680323e-08
1754,3.9331117664330254e-08,0.0,7.838878295680323e-08,7.838878295680323e-08
1755,3.5691385846803314e-08,0.0,2.7432539541548196e-08,2.7432539541548196e-08
1756,3.5691385846803314e-08,0.0,3.350348062472871e-08,3.350348062472871e-08
1757,3.5691385846803314e-08,0.0,3.654860388938427e-08,3.654860388938427e-08
1758,0.0,0.0,2.894877252198772e-08,2.894877252198772e-08
1759,0.0,0.0,2.4210591372967168e-08,2.4210591372967168e-08
1760,0.0,0.0,2.4503972945970938e-08,2.4503972945970938e-08
1761,0.0,0.0,3.283067506743009e-08,3.283067506743009e-08
1762,0.0,0.0,3.283067506743009e-08,3.283067506743009e-08
1763,2.8386745652499356e-09,0.0,2.675973398424958e-08,2.675973398424958e-08
1764,5.649354254241448e-09,0.0,2.9335970097577047e-08,2.9335970097577047e-08
1765,5.649354254241448e-09,0.0,2.6228385304908182e-08,2.6228385304908182e-08
1766,5.649354254241448e-09,0.0,2.2671847637362978e-08,2.2671847637362978e-08
1767,8.593856547024968e-09,0.0,2.618262051612419e-08,2.618262051612419e-08
1768,8.593856547024968e-09,0.0,1.7855918394665034e-08,1.7855918394665034e-08
1769,8.593856547024968e-09,0.0,2.0902178020167283e-08,2.0902178020167283e-08
1770,8.638103565772326e-09,0.0,2.0902178020167283e-08,2.0902178020167283e-08
1771,5.827423876780813e-09,0.0,3.107668103804631e-08,3.107668103804631e-08
1772,5.827423876780813e-09,2.6360818290121254e-09,4.4257090436872204e-08,4.4257090436872204e-08
1773,5.827423876780813e-09,2.6360818290121254e-09,4.3451229154405676e-08,4.3451229154405676e-08
1774,2.8829215839972935e-09,2.6360818290121254e-09,4.530757483475359e-08,4.530757483475359e-08
1775,8.66029990577642e-09,2.6360818290121254e-09,5.108495315653272e-08,5.108495315653272e-08
1776,8.66029990577642e-09,2.6360818290121254e-09,5.3463432538235015e-08,5.3463432538235015e-08
1777,5.777378321779127e-09,2.6360818290121254e-09,5.638148284755776e-08,5.638148284755776e-08
1778,5.777378321779127e-09,2.6360818290121254e-09,4.336676414798798e-08,4.336676414798798e-08
1779,5.777378321779127e-09,0.0,3.5309726190543445e-08,3.5309726190543445e-08
1780,5.777378321779127e-09,0.0,3.2714535334678526e-08,3.2714535334678526e-08
1781,5.777378321779127e-09,0.0,2.584971652603534e-08,2.584971652603534e-08
1782,0.0,0.0,2.4388605167148725e-08,2.4388605167148725e-08
1783,2.174599040521181e-09,2.174599040521181e-09,2.983686110878482e-08,2.983686110878482e-08
1784,2.174599040521181e-09,2.174599040521181e-09,3.024775503084649e-08,3.024775503084649e-08
1785,2.174599040521181e-09,3.792721438498705e-09,2.908473373253173e-08,2.908473373253173e-08
1786,4.85479567657876e-09,3.792721438498705e-09,2.5301460609179164e-08,2.5301460609179164e-08
1787,4.85479567657876e-09,3.792721438498705e-09,2.6590602228030288e-08,2.6590602228030288e-08
1788,6.161347749460739e-09,3.792721438498705e-09,2.7991776769502915e-08,2.7991776769502915e-08
1789,6.161347749460739e-09,3.792721438498705e-09,2.9492433891878785e-08,2.9492433891878785e-08
1790,6.196445515424134e-09,1.6181223979775235e-09,2.745822616897645e-08,2.745822616897645e-08
1791,6.196445515424134e-09,1.6181223979775235e-09,2.8473146887871995e-08,2.8473146887871995e-08
1792,6.196445515424134e-09,0.0,2.7943286541796753e-08,2.7943286541796753e-08
1793,3.5162488793665555e-09,0.0,2.857523246595812e-08,2.857523246595812e-08
1794,4.514234446568415e-09,0.0,4.4251845616421244e-08,4.4251845616421244e-08
1795,3.2076823736864365e-09,0.0,4.815835882457772e-08,4.815835882457772e-08
1796,5.104005599118214e-09,0.0,5.0874889570958915e-08,5.0874889570958915e-08
1797,2.8943087926336375e-09,0.0,5.0539956981359476e-08,5.0539956981359476e-08
1798,2.8943087926336375e-09,0.0,5.024668884142816e-08,5.024668884142816e-08
1799,2.8943087926336375e-09,6.00769592803577e-10,5.576689243724786e-08,5.576689243724786e-08
1800,3.3059727019438665e-09,1.012433502113806e-09,5.832315126091154e-08,5.832315126091154e-08
1801,2.772327605577678e-09,1.012433502113806e-09,4.646514157562771e-08,4.646514157562771e-08
1802,2.772327605577678e-09,1.012433502113806e-09,4.167368799252407e-08,4.167368799252407e-08
1803,8.760043801459005e-10,1.012433502113806e-09,3.875623250897726e-08,3.875623250897726e-08
1804,8.760043801459005e-10,1.3175110526373958e-09,3.726916147123964e-08,3.726916147123964e-08
1805,8.760043801459005e-10,1.5771885543612386e-09,3.763308242810126e-08,3.763308242810126e-08
1806,8.760043801459005e-10,9.764189615576617e-10,3.7229818973725873e-08,3.7229818973725873e-08
1807,4.643404708356716e-10,7.739762798917939e-10,3.8350489006688804e-08,3.8350489006688804e-08
1808,0.0,1.009339469147465e-09,3.771464461367811e-08,3.771464461367811e-08
1809,0.0,1.009339469147465e-09,3.7172797919181125e-08,3.7172797919181125e-08
1810,0.0,1.009339469147465e-09,3.460792566808582e-08,3.460792566808582e-08
1811,0.0,7.04261918623875e-10,3.110690118189398e-08,3.110690118189398e-08
1812,0.0,6.832926764082409e-10,3.266008974378565e-08,3.266008974378565e-08
1813,0.0,8.772720803764043e-10,3.07224346280626e-08,3.07224346280626e-08
1814,0.0,8.77008989240226e-10,2.799887534519842e-08,2.799887534519842e-08
1815,0.0,6.41645799984555e-10,2.8355492176501684e-08,2.8355492176501684e-08
1816,0.0,8.318185188268704e-10,2.7218489049930994e-08,2.7218489049930994e-08
1817,0.0,8.318185188268704e-10,2.896509368862813e-08,2.896509368862813e-08
1818,0.0,1.189888251421475e-09,2.8850997020007137e-08,2.8850997020007137e-08
1819,1.5029744115935273e-10,1.101477433072619e-09,2.5438347301636506e-08,2.5438347301636506e-08
1820,2.9769437708588546e-10,9.074980291044556e-10,2.426613576744785e-08,2.426613576744785e-08
1821,2.9769437708588546e-10,6.985398925962727e-10,2.4040361320690603e-08,2.4040361320690603e-08
1822,2.9769437708588546e-10,6.985398925962727e-10,2.1208146223321885e-08,2.1208146223321885e-08
1823,4.3815714548653007e-10,6.48829942154602e-10,2.1916834696306912e-08,2.1916834696306912e-08
1824,4.3815714548653007e-10,1.051189992194525e-09,1.953326326084185e-08,1.953326326084185e-08
1825,5.647739498293447e-10,6.931202595999203e-10,2.1069656115051723e-08,2.1069656115051723e-08
1826,4.1447650866999197e-10,6.613210614046596e-10,2.3136030868897706e-08,2.3136030868897706e-08
1827,2.6707957274345924e-10,7.658916675471314e-10,2.349152529644373e-08,2.349152529644373e-08
1828,2.6707957274345924e-10,9.865502859085495e-10,2.5867034355745285e-08,2.5867034355745285e-08
1829,2.6707957274345924e-10,1.0568245643684448e-09,2.7806091651427778e-08,2.7806091651427778e-08
1830,1.266168043428146e-10,9.163617959678e-10,2.9772039563827742e-08,2.9772039563827742e-08
1831,1.266168043428146e-10,5.14001745927877e-10,3.135234954194337e-08,3.135234954194337e-08
1832,0.0,5.99151204840252e-10,3.067176709440186e-08,3.067176709440186e-08
1833,8.247826231512688e-11,4.806529618761601e-10,2.951442265189793e-08,2.951442265189793e-08
1834,8.247826231512688e-11,5.422027430209856e-10,3.038272262350412e-08,3.038272262350412e-08
1835,8.247826231512688e-11,3.215441246595674e-10,2.91616105231794e-08,2.91616105231794e-08
1836,8.247826231512688e-11,2.5126984619967223e-10,2.8829187418263506e-08,2.8829187418263506e-08
1837,1.599196727422988e-10,4.835940695510235e-10,2.6744672254608304e-08,2.6744672254608304e-08
1838,3.1257116736175105e-10,4.835940695510235e-10,2.7177095367798236e-08,2.7177095367798236e-08
1839,3.883526040431613e-10,4.742260473200588e-10,2.5799317222257353e-08,2.5799317222257353e-08
1840,3.0587434172803437e-10,4.742260473200588e-10,2.7248318141508728e-08,2.7248318141508728e-08
1841,3.0587434172803437e-10,3.7808327104014797e-10,2.7897598390122117e-08,2.7897598390122117e-08
1842,4.88320653754418e-10,4.38898711025664e-10,2.75708575969702e-08,2.75708575969702e-08
1843,4.88320653754418e-10,5.044732409587027e-10,2.777124359048295e-08,2.777124359048295e-08
1844,4.1087924332724613e-10,4.724975807438422e-10,2.8124978663462182e-08,2.8124978663462182e-08
1845,2.5822774870779396e-10,5.392363460516541e-10,2.7235239841161274e-08,2.7235239841161274e-08
1846,1.824463120263837e-10,4.634549093702438e-10,2.8529657112942785e-08,2.8529657112942785e-08
1847,1.824463120263837e-10,4.634549093702438e-10,3.488918563578279e-08,3.488918563578279e-08
1848,1.824463120263837e-10,4.481649733862574e-10,3.8834865989656464e-08,3.8834865989656464e-08
1849,0.0,4.4108907003094696e-10,4.449703082189314e-08,4.449703082189314e-08
1850,4.746990895603582e-11,4.704543580099799e-10,4.985540056980296e-08,4.985540056980296e-08
1851,9.389850405153562e-11,3.165343899689889e-10,5.841341784876672e-08,5.841341784876672e-08
1852,9.389850405153562e-11,2.49795624661177e-10,6.473576950684543e-08,6.473576950684543e-08
1853,1.4215784501939562e-10,3.46314306596897e-10,7.00687477563276e-08,7.00687477563276e-08
1854,1.4215784501939562e-10,3.9681616722678624e-10,7.036105793239195e-08,7.036105793239195e-08
1855,1.4215784501939562e-10,4.996337391435393e-10,7.100228519415655e-08,7.100228519415655e-08
1856,2.415554542104356e-10,4.955930071088537e-10,7.259746581667059e-08,7.259746581667059e-08
1857,2.4221977201754896e-10,4.487874159599313e-10,7.330328953360419e-08,7.330328953360419e-08
1858,3.109982033804621e-10,5.175658473228444e-10,7.133482020955334e-08,7.133482020955334e-08
1859,4.328569804177919e-10,5.784952358415093e-10,7.378305001891152e-08,7.378305001891152e-08
1860,4.4559284833362815e-10,4.819765539057893e-10,7.495012153770273e-08,7.495012153770273e-08
1861,5.020795287461307e-10,4.879613736884027e-10,8.038768584128775e-08,8.038768584128775e-08
1862,5.020795287461307e-10,3.861743980149157e-10,8.353613420045544e-08,8.353613420045544e-08
1863,4.026819195550908e-10,3.84213474527836e-10,8.583167243614298e-08,8.583167243614298e-08
1864,3.5454769279194155e-10,4.302694906715183e-10,8.896241001009133e-08,8.896241001009133e-08
1865,4.1624687030505925e-10,5.361952271076831e-10,9.734174000186613e-08,9.734174000186613e-08
1866,4.71346572883391e-10,5.195054584929335e-10,9.680174274860422e-08,9.680174274860422e-08
1867,5.832011936871392e-10,5.195054584929335e-10,1.0038769155633937e-07,1.0038769155633937e-07
1868,6.163379092808238e-10,6.422655700928053e-10,9.534992427364029e-08,9.534992427364029e-08
1869,6.955096815935186e-10,7.448908434515289e-10,9.863885606721721e-08,9.863885606721721e-08
1870,7.377461419544318e-10,6.971529623430886e-10,9.641344738448814e-08,9.641344738448814e-08
1871,9.000503913598428e-10,6.029627194362572e-10,9.554743688308268e-08,9.554743688308268e-08
1872,8.05047607941946e-10,4.637333770953132e-10,8.917589460517255e-08,8.917589460517255e-08
1873,6.670978809036094e-10,4.5850250976872276e-10,9.141229842920698e-08,9.141229842920698e-08
1874,5.737294805907567e-10,5.379839391433145e-10,9.356510284013503e-08,9.356510284013503e-08
1875,5.242211149297e-10,3.988521774760707e-10,9.535983431468204e-08,9.535983431468204e-08
1876,5.217133114410188e-10,3.9383657049870836e-10,9.148004360375645e-08,9.148004360375645e-08
1877,5.843318646408286e-10,6.035465976201542e-10,9.341758503264178e-08,9.341758503264178e-08
1878,4.5831297487300814e-10,6.398319572577447e-10,9.30780836532514e-08,9.30780836532514e-08
1879,4.4623718212629827e-10,6.277561645110349e-10,9.47003440744863e-08,9.47003440744863e-08
1880,5.38775163372307e-10,7.860675087036282e-10,9.342334753422879e-08,9.342334753422879e-08
1881,5.539905240896965e-10,7.381516747046695e-10,9.08992946944766e-08,9.08992946944766e-08
1882,6.111042267458495e-10,7.952653773608225e-10,8.909897429378231e-08,8.909897429378231e-08
1883,5.986855138624086e-10,8.025505815467682e-10,9.234068341714061e-08,9.234068341714061e-08
1884,5.548523148871506e-10,6.538623690107873e-10,1.015467359723386e-07,1.015467359723386e-07
1885,6.056367907181226e-10,7.33670120687892e-10,1.0783549596128848e-07,1.0783549596128848e-07
1886,6.461636265735799e-10,7.466083426102951e-10,1.0664521202638103e-07,1.0664521202638103e-07
1887,5.698848298025488e-10,6.321901534013717e-10,1.0405973276712238e-07,1.0405973276712238e-07
1888,5.561965649952023e-10,6.546302428705226e-10,9.956786024239201e-08,9.956786024239201e-08
1889,4.851387268102667e-10,5.83572404685587e-10,9.661151320220337e-08,9.661151320220337e-08
1890,4.714848511611081e-10,4.735506431430281e-10,9.064159810025427e-08,9.064159810025427e-08
1891,5.384882936379906e-10,5.917641852727838e-10,7.793786746138462e-08,7.793786746138462e-08
1892,4.963616224389661e-10,5.880289826493928e-10,6.83506239543671e-08,6.83506239543671e-08
1893,4.5519218156669135e-10,6.436331785002786e-10,6.424785681247158e-08,6.424785681247158e-08
1894,4.441077902253962e-10,6.932819080723058e-10,6.121974089572696e-08,6.121974089572696e-08
1895,4.689553031614732e-10,7.451322614482336e-10,6.031240573634022e-08,6.031240573634022e-08
1896,4.815452600162981e-10,8.93385207082328e-10,5.832533237334506e-08,5.832533237334506e-08
1897,8.39642486491091e-10,1.009984627677239e-09,5.664998476666889e-08,5.664998476666889e-08
1898,7.47693565791455e-10,1.0111309488104935e-09,5.4029473212884634e-08,5.4029473212884634e-08
1899,7.391782146688136e-10,1.0626981992802241e-09,5.214686282783987e-08,5.214686282783987e-08
1900,7.242050054883415e-10,9.785399673096456e-10,4.910750714007658e-08,4.910750714007658e-08
1901,7.657048963137316e-10,9.659461365694811e-10,4.615817112656779e-08,4.615817112656779e-08
1902,6.598488580930198e-10,9.97836420633748e-10,4.1886997743339245e-08,4.1886997743339245e-08
1903,6.210880064218469e-10,9.987431714986172e-10,3.8632921623665036e-08,3.8632921623665036e-08
1904,2.5996062049036897e-10,9.266748122817501e-10,3.4411390816200896e-08,3.4411390816200896e-08
1905,3.0011859664114127e-10,9.140086267210381e-10,3.18844151081521e-08,3.18844151081521e-08
1906,2.6369078349424464e-10,8.276583981662153e-10,2.9973807816726806e-08,2.9973807816726806e-08
1907,2.3877931774686697e-10,8.759978060395618e-10,2.869959406634085e-08,2.869959406634085e-08
1908,2.3544260588767175e-10,8.9328553284521e-10,2.9791844927526005e-08,2.9791844927526005e-08
1909,2.76785634094929e-10,8.244442588940209e-10,3.042427922293557e-08,3.042427922293557e-08
1910,3.0433341362862924e-10,7.45530898920472e-10,3.053310417198775e-08,3.053310417198775e-08
1911,2.5677219279390025e-10,7.901877723576994e-10,3.1070925641886656e-08,3.1070925641886656e-08
1912,1.9495198808458118e-10,6.801287112865952e-10,3.087324453230979e-08,3.087324453230979e-08
1913,2.3784574409197694e-10,7.026392126860007e-10,3.014702544744198e-08,3.014702544744198e-08
1914,2.3777837536233445e-10,6.731704360607438e-10,2.9801145170641315e-08,2.9801145170641315e-08
