ngram,Holcim,Holim
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,8.854958163543155e-09
1717,0.0,8.854958163543155e-09
1718,0.0,8.854958163543155e-09
1719,0.0,8.854958163543155e-09
1720,0.0,8.854958163543155e-09
1721,0.0,8.854958163543155e-09
1722,0.0,8.854958163543155e-09
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,7.024769591420668e-09
1734,0.0,7.024769591420668e-09
1735,0.0,7.024769591420668e-09
1736,0.0,7.024769591420668e-09
1737,0.0,7.024769591420668e-09
1738,0.0,7.024769591420668e-09
1739,0.0,7.024769591420668e-09
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,6.070941083180514e-09
1757,0.0,6.070941083180514e-09
1758,0.0,6.070941083180514e-09
1759,0.0,6.070941083180514e-09
1760,0.0,6.070941083180514e-09
1761,0.0,6.070941083180514e-09
1762,0.0,6.070941083180514e-09
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,1.167220123729099e-08
1778,0.0,1.167220123729099e-08
1779,0.0,1.167220123729099e-08
1780,0.0,1.167220123729099e-08
1781,0.0,1.167220123729099e-08
1782,0.0,1.167220123729099e-08
1783,0.0,1.167220123729099e-08
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,1.163384817053676e-09
1790,0.0,1.163384817053676e-09
1791,0.0,1.163384817053676e-09
1792,0.0,1.163384817053676e-09
1793,0.0,1.163384817053676e-09
1794,0.0,1.163384817053676e-09
1795,0.0,2.076656941645589e-09
1796,0.0,9.132721245919129e-10
1797,0.0,9.132721245919129e-10
1798,0.0,9.132721245919129e-10
1799,0.0,9.132721245919129e-10
1800,0.0,9.132721245919129e-10
1801,0.0,9.132721245919129e-10
1802,0.0,0.0
1803,0.0,3.5099995925642295e-10
1804,0.0,2.181465262397962e-09
1805,0.0,2.181465262397962e-09
1806,0.0,2.4400153643609558e-09
1807,0.0,2.649236592005317e-09
1808,0.0,2.649236592005317e-09
1809,0.0,2.8301614068177675e-09
1810,0.0,2.4791614475613446e-09
1811,0.0,6.486961444198056e-10
1812,0.0,2.3196539926979246e-09
1813,0.0,2.061103890734931e-09
1814,0.0,2.8966733297711553e-09
1815,0.0,4.828080490959508e-09
1816,0.0,4.647155676147057e-09
1817,0.0,5.332545960357038e-09
1818,0.0,5.332545960357038e-09
1819,0.0,3.962182994397625e-09
1820,0.0,3.962182994397625e-09
1821,0.0,3.045946582260127e-09
1822,0.0,1.488846133680864e-09
1823,0.0,1.488846133680864e-09
1824,0.0,8.03455849470883e-10
1825,0.0,8.03455849470883e-10
1826,0.0,5.028609671521776e-10
1827,0.0,5.028609671521776e-10
1828,0.0,5.949653309705078e-10
1829,0.0,2.206586183614182e-10
1830,0.0,2.206586183614182e-10
1831,0.0,3.135532785794989e-10
1832,0.0,3.135532785794989e-10
1833,0.0,3.135532785794989e-10
1834,0.0,3.135532785794989e-10
1835,0.0,4.2802826362629634e-10
1836,0.0,4.2802826362629634e-10
1837,0.0,5.054696740534683e-10
1838,0.0,1.3284840132727587e-09
1839,0.0,2.08629839594719e-09
1840,0.0,2.08629839594719e-09
1841,0.0,2.08629839594719e-09
1842,0.0,1.9944265524810388e-09
1843,0.0,1.9944265524810388e-09
1844,0.0,1.983767999076085e-09
1845,0.0,1.067858999638714e-09
1846,0.0,3.7526511660017954e-10
1847,0.0,2.1934290217462404e-09
1848,0.0,2.5762427389798758e-09
1849,0.0,2.6016786780491685e-09
1850,0.0,2.6016786780491685e-09
1851,0.0,2.7206102014089494e-09
1852,0.0,2.7206102014089494e-09
1853,0.0,2.6553897017730523e-09
1854,0.0,9.3822951788677e-10
1855,0.0,5.554158006531346e-10
1856,0.0,2.867181016417776e-10
1857,0.0,2.867181016417776e-10
1858,0.0,3.314177741766043e-10
1859,0.0,3.923471626952692e-10
1860,0.0,5.143375804626617e-10
1861,0.0,6.957672691955606e-10
1862,0.0,8.072038117288929e-10
1863,0.0,8.072038117288929e-10
1864,0.0,8.542989331823086e-10
1865,0.0,7.12337982251248e-10
1866,0.0,1.1822840325795676e-09
1867,0.0,1.0602936148121751e-09
1868,0.0,9.122953027938609e-10
1869,0.0,3.0176683532953265e-09
1870,0.0,3.313323567891554e-09
1871,0.0,3.2662284464381385e-09
1872,0.0,4.160616391095979e-09
1873,0.0,3.7467672139460515e-09
1874,0.0,4.024952212792041e-09
1875,0.0,3.930632145162807e-09
1876,0.0,1.8288185013989482e-09
1877,0.0,1.7428733139241664e-09
1878,7.257071927518105e-11,1.8154440331993475e-09
1879,1.0748453317864306e-10,9.722582421695896e-10
1880,1.0748453317864306e-10,9.538920288574916e-10
1881,1.0748453317864306e-10,7.072726253871358e-10
1882,1.0748453317864306e-10,8.292054939510304e-10
1883,1.0748453317864306e-10,7.14209544680092e-10
1884,1.0748453317864306e-10,6.570540579873909e-10
1885,3.4913813903461997e-11,7.295997338032021e-10
1886,0.0,7.278875637149542e-10
1887,0.0,1.1266389606959644e-09
1888,0.0,1.2030847350098993e-09
1889,0.0,1.0933786257335702e-09
1890,0.0,1.346335519260476e-09
1891,0.0,1.398621393303553e-09
1892,2.247158213476906e-11,1.320919746599409e-09
1893,2.247158213476906e-11,1.4135933931339446e-09
1894,2.247158213476906e-11,1.6010268904282604e-09
1895,2.247158213476906e-11,1.7258988048242584e-09
1896,2.247158213476906e-11,1.789839570205081e-09
1897,2.247158213476906e-11,1.722650236743054e-09
1898,4.0509750316124786e-11,3.159283065315829e-09
1899,1.803816818135573e-11,3.8022107050141224e-09
1900,1.803816818135573e-11,3.914935455183257e-09
1901,1.803816818135573e-11,4.6695721892372634e-09
1902,1.803816818135573e-11,5.245948548575947e-09
1903,1.803816818135573e-11,5.735353493717201e-09
1904,1.803816818135573e-11,6.675201470938776e-09
1905,0.0,5.3081717434265235e-09
1906,0.0,4.830554147160017e-09
1907,0.0,4.956018230726857e-09
1908,0.0,3.5851588206118177e-09
1909,0.0,3.437387628503684e-09
1910,0.0,3.5066207556714144e-09
1911,0.0,2.618630058824424e-09
1912,0.0,2.7189533323225744e-09
1913,0.0,3.015251556374007e-09
1914,0.0,2.5902954582855487e-09
1915,0.0,2.744815299652156e-09
1916,0.0,2.1736380195758187e-09
1917,0.0,1.5545803295451727e-09
1918,0.0,1.4032369234838272e-09
1919,0.0,1.156321855726767e-09
1920,0.0,7.665087691550404e-10
1921,0.0,1.1162218173575512e-09
1922,0.0,2.6802756244606994e-09
1923,0.0,3.44933499620202e-09
1924,0.0,4.272647140852419e-09
1925,0.0,5.7507176560405475e-09
1926,0.0,6.2876318913345534e-09
1927,0.0,7.285340838539664e-09
1928,0.0,8.009443140468063e-09
1929,0.0,6.803820554576337e-09
1930,0.0,7.4147292750126326e-09
1931,0.0,7.322544475536168e-09
1932,0.0,6.774852107887292e-09
1933,0.0,7.01360531556767e-09
1934,0.0,6.932676528086696e-09
1935,0.0,7.2816857305773345e-09
1936,0.0,8.731043380346852e-09
1937,0.0,1.0694454020766995e-08
1938,8.700900317697752e-11,1.10820852811904e-08
1939,8.700900317697752e-11,1.3376331026953331e-08
1940,8.700900317697752e-11,2.0056030994705258e-08
1941,8.700900317697752e-11,2.465364775819775e-08
1942,8.700900317697752e-11,2.8716559923631328e-08
1943,8.700900317697752e-11,3.001089434105454e-08
1944,8.700900317697752e-11,3.3539679731932533e-08
1945,0.0,3.412938376357033e-08
1946,0.0,3.457489811913612e-08
1947,0.0,3.338267186490741e-08
1948,0.0,3.2431565242875745e-08
1949,0.0,3.822808304830362e-08
1950,0.0,4.38534849069226e-08
1951,0.0,4.147511007650857e-08
1952,1.5683949179073106e-11,4.477669993515779e-08
1953,1.5683949179073106e-11,4.935126491594539e-08
1954,1.5683949179073106e-11,4.924568080306406e-08
1955,1.5683949179073106e-11,5.963169665993259e-08
1956,1.5683949179073106e-11,5.648067207581724e-08
1957,1.5683949179073106e-11,5.978946861416392e-08
1958,1.5683949179073106e-11,6.463159962777354e-08
1959,0.0,6.700838994788683e-08
1960,0.0,6.469131008657314e-08
1961,0.0,6.757918973627447e-08
1962,1.0201756106553717e-11,5.9019797557117015e-08
1963,1.0201756106553717e-11,5.872818777317791e-08
1964,1.0201756106553717e-11,5.1118265430107254e-08
1965,1.0201756106553717e-11,5.055119142330763e-08
1966,1.0201756106553717e-11,4.9369152321787624e-08
1967,1.0201756106553717e-11,5.974443746075459e-08
1968,1.0201756106553717e-11,6.016278370728806e-08
1969,0.0,6.52587266764775e-08
1970,0.0,6.234756863169163e-08
1971,0.0,6.542265446845314e-08
1972,0.0,6.087643760516975e-08
1973,0.0,6.06825320151724e-08
1974,0.0,4.7324213119687945e-08
1975,1.6219000349109488e-11,4.217658476436879e-08
1976,7.247401686719509e-11,3.395092816406629e-08
1977,7.247401686719509e-11,3.5985673361795175e-08
1978,7.247401686719509e-11,3.1418938561955656e-08
1979,1.7813413244471832e-10,3.184444758679612e-08
1980,1.7813413244471832e-10,2.9758794793467913e-08
1981,2.0865332675931318e-10,3.0458895342430226e-08
1982,1.9984582143901212e-10,3.033579076827664e-08
1983,1.7320082768795027e-10,3.057841319835981e-08
1984,1.8055142103623467e-10,2.9495934837443982e-08
1985,2.6736032237335243e-10,2.9839334558801056e-08
1986,1.824258720274839e-10,2.9570719967913258e-08
1987,4.766744340515114e-10,2.9093844793643646e-08
1988,4.87743698604096e-10,2.975738715755532e-08
1989,5.069402506901228e-10,2.9593992780162026e-08
1990,4.839876902029694e-10,3.012618903548108e-08
1991,5.357605133347678e-10,2.764390722680738e-08
1992,8.752288160091786e-10,2.8061820296037306e-08
1993,8.867099475308646e-10,2.875795525523829e-08
1994,6.574926833139269e-10,2.753632065223753e-08
1995,8.650023475276214e-10,2.5377302798850517e-08
1996,9.959452885415538e-10,2.3198635774284478e-08
1997,1.3344392892276703e-09,2.0353239982284776e-08
1998,3.1357634148029436e-09,1.8280279004808823e-08
1999,5.58922887734197e-09,4.480174364829281e-08
2000,1.0245785997398116e-08,4.178024694466233e-08
2001,1.6823411156227256e-08,4.119127223438974e-08
2002,2.8991778184510915e-08,4.0609290660345975e-08
2003,3.943935768445174e-08,3.990451029929025e-08
2004,5.153898869585711e-08,4.043785255853598e-08
2005,5.834873688976521e-08,4.952243783305578e-08
2006,6.692526355323025e-08,2.0234600027281757e-08
2007,7.265952614180346e-08,1.9040114247153335e-08
2008,7.244553147854407e-08,1.8346504506082184e-08
2009,6.635895084221894e-08,2.510651128265603e-08
2010,6.060099317599971e-08,2.453250751750196e-08
2011,5.093236410402824e-08,2.332491006689403e-08
2012,4.7009301848025386e-08,1.3527791648775583e-08
2013,4.2284618980862176e-08,1.3166910863203287e-08
2014,3.530117912272804e-08,1.2840413367497052e-08
2015,3.147380895589842e-08,1.3518476814157663e-08
2016,2.7777746832871993e-08,6.306584778213522e-09
2017,2.6752336346191896e-08,6.540950003852686e-09
2018,2.8216188852070444e-08,6.932730833852929e-09
2019,2.6962752475157004e-08,7.516509192839749e-09
