ngram,ExxonMobil,ExonMobil
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,3.828644220707897e-08,0.0
1715,3.828644220707897e-08,0.0
1716,3.828644220707897e-08,0.0
1717,3.828644220707897e-08,0.0
1718,3.828644220707897e-08,0.0
1719,3.828644220707897e-08,0.0
1720,3.828644220707897e-08,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,1.0707416160065414e-08,0.0
1752,1.0707416160065414e-08,0.0
1753,1.0707416160065414e-08,0.0
1754,1.0707416160065414e-08,0.0
1755,1.0707416160065414e-08,0.0
1756,1.0707416160065414e-08,0.0
1757,1.0707416160065414e-08,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,2.6801966360575793e-09,0.0
1787,2.6801966360575793e-09,0.0
1788,2.6801966360575793e-09,0.0
1789,2.6801966360575793e-09,0.0
1790,2.6801966360575793e-09,0.0
1791,2.6801966360575793e-09,0.0
1792,2.6801966360575793e-09,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,8.5149458912375e-11,0.0
1833,8.5149458912375e-11,0.0
1834,8.5149458912375e-11,0.0
1835,8.5149458912375e-11,0.0
1836,8.5149458912375e-11,0.0
1837,8.5149458912375e-11,0.0
1838,8.5149458912375e-11,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,6.678285702221842e-11,0.0
1845,6.678285702221842e-11,0.0
1846,6.678285702221842e-11,0.0
1847,6.678285702221842e-11,0.0
1848,6.678285702221842e-11,0.0
1849,6.678285702221842e-11,0.0
1850,6.678285702221842e-11,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,0.0
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,0.0
1878,7.257071927518105e-11,0.0
1879,7.257071927518105e-11,0.0
1880,7.257071927518105e-11,0.0
1881,7.257071927518105e-11,0.0
1882,7.257071927518105e-11,0.0
1883,7.257071927518105e-11,0.0
1884,7.257071927518105e-11,0.0
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,2.3061673602521792e-11,0.0
1894,2.3061673602521792e-11,0.0
1895,2.3061673602521792e-11,0.0
1896,2.3061673602521792e-11,0.0
1897,4.163842881599322e-11,0.0
1898,4.163842881599322e-11,0.0
1899,4.163842881599322e-11,0.0
1900,1.857675521347143e-11,0.0
1901,1.857675521347143e-11,0.0
1902,1.857675521347143e-11,0.0
1903,1.857675521347143e-11,0.0
1904,0.0,0.0
1905,0.0,0.0
1906,0.0,0.0
1907,0.0,0.0
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,0.0
1911,0.0,0.0
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,1.593872256400175e-11,0.0
1916,7.614617270057522e-11,0.0
1917,7.614617270057522e-11,0.0
1918,7.614617270057522e-11,0.0
1919,1.1876341180335918e-10,0.0
1920,1.1876341180335918e-10,0.0
1921,1.1876341180335918e-10,0.0
1922,1.0282468923935743e-10,0.0
1923,9.172412829272503e-11,0.0
1924,9.172412829272503e-11,0.0
1925,9.172412829272503e-11,0.0
1926,4.9106889189941076e-11,0.0
1927,4.9106889189941076e-11,0.0
1928,4.9106889189941076e-11,0.0
1929,4.9106889189941076e-11,0.0
1930,0.0,0.0
1931,5.2466019624069253e-11,0.0
1932,5.2466019624069253e-11,0.0
1933,1.683018129623142e-10,0.0
1934,1.683018129623142e-10,0.0
1935,2.571911453649481e-10,0.0
1936,2.571911453649481e-10,0.0
1937,2.796335623373685e-10,0.0
1938,5.621725739685906e-09,0.0
1939,5.6715137903522765e-09,0.0
1940,5.994163467169602e-09,0.0
1941,5.994163467169602e-09,0.0
1942,5.905274134766967e-09,0.0
1943,5.905274134766967e-09,0.0
1944,5.882831717794547e-09,0.0
1945,4.882735208219405e-10,0.0
1946,2.589739121562827e-09,0.0
1947,2.167810627435556e-09,0.0
1948,2.2020106274104177e-09,0.0
1949,2.2020106274104177e-09,0.0
1950,2.4219703127968474e-09,0.0
1951,2.471617607009107e-09,0.0
1952,2.5814052542364305e-09,0.0
1953,4.772193136691274e-10,0.0
1954,1.288071843630334e-09,0.0
1955,1.2538718436554725e-09,0.0
1956,1.348147883011614e-09,0.0
1957,1.1409319233427313e-09,0.0
1958,1.0912846291304718e-09,0.0
1959,1.0718484938895427e-09,0.0
1960,1.0777200867839731e-09,0.0
1961,2.5031058079446767e-10,0.0
1962,2.605123369010214e-10,0.0
1963,1.6623629754487978e-10,0.0
1964,1.5349257182733263e-10,0.0
1965,1.5349257182733263e-10,0.0
1966,2.1262328009363785e-10,0.0
1967,2.1275205010416543e-10,0.0
1968,2.1275205010416543e-10,0.0
1969,2.9231915301051817e-10,0.0
1970,3.537057155103948e-10,0.0
1971,3.716075165836687e-10,0.0
1972,3.803029617412333e-10,0.0
1973,3.463780988223673e-10,0.0
1974,3.177525346017721e-10,0.0
1975,4.069570355306037e-10,0.0
1976,8.636655160884235e-10,0.0
1977,1.1795202711376414e-09,0.0
1978,1.2758574692771164e-09,0.0
1979,1.6329085682815452e-09,0.0
1980,1.5722090038591423e-09,0.0
1981,1.7537710569496108e-09,0.0
1982,1.7683274844415564e-09,0.0
1983,1.4957428629003289e-09,0.0
1984,1.2140592578876612e-09,0.0
1985,1.1793950815963683e-09,0.0
1986,8.689169780521208e-10,0.0
1987,1.094932826945743e-09,0.0
1988,1.0830077469746259e-09,0.0
1989,1.1987632077468747e-09,0.0
1990,1.6372189556460422e-09,0.0
1991,5.943071019436681e-09,0.0
1992,6.595166032344732e-09,0.0
1993,6.881289649207645e-09,0.0
1994,8.40828605154696e-09,0.0
1995,1.0424154095467486e-08,0.0
1996,1.8283852210032592e-08,3.1510195246704193e-11
1997,5.334645347687683e-08,9.478796319279631e-11
1998,1.1677048927793976e-07,1.9301035373128376e-10
1999,1.7988667520642464e-07,2.472427976637651e-10
2000,2.526962262296349e-07,3.14744381351468e-10
2001,3.282372750744246e-07,3.7559314388805175e-10
2002,4.117201863250232e-07,4.185415744143281e-10
2003,4.7489032389031696e-07,4.17980202037173e-10
2004,5.203344853401047e-07,4.0012134875208206e-10
2005,5.261584996268149e-07,3.8636505106381946e-10
2006,5.179347957502094e-07,3.7845175802710326e-10
2007,4.94623309675392e-07,3.2168449650070233e-10
2008,4.610316182152019e-07,2.608357339641186e-10
2009,4.250274879983148e-07,2.1788730343784224e-10
2010,4.020001378129174e-07,1.869384805682931e-10
2011,3.5427127897946775e-07,1.9258593529438072e-10
2012,3.1682605440762147e-07,1.2413941501738483e-10
2013,2.9689322340280863e-07,1.0457537811893656e-10
2014,2.7916869831707505e-07,1.1462405627834674e-10
2015,2.6337399715105546e-07,1.3634674143693714e-10
2016,2.4464599692107315e-07,1.4260522723003836e-10
2017,2.2916132754365512e-07,1.6637276510171142e-10
2018,2.281072397636308e-07,1.2815440098012943e-10
2019,2.217766379430941e-07,1.321587492220111e-10
