ngram,CRRC,CRC,CRRC,CRC
1629,0.0,3.5839724919891784e-06,0.0,3.5839724919891784e-06
1630,0.0,3.6702214905354983e-06,0.0,3.6702214905354983e-06
1631,0.0,8.624899854632012e-08,0.0,8.624899854632012e-08
1632,0.0,8.624899854632012e-08,0.0,8.624899854632012e-08
1633,0.0,8.624899854632012e-08,0.0,8.624899854632012e-08
1634,0.0,8.624899854632012e-08,0.0,8.624899854632012e-08
1635,0.0,8.624899854632012e-08,0.0,8.624899854632012e-08
1636,0.0,8.624899854632012e-08,0.0,8.624899854632012e-08
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,4.3753215907470026e-08,0.0,4.3753215907470026e-08
1669,0.0,4.3753215907470026e-08,0.0,4.3753215907470026e-08
1670,0.0,4.3753215907470026e-08,0.0,4.3753215907470026e-08
1671,0.0,4.3753215907470026e-08,0.0,4.3753215907470026e-08
1672,0.0,4.3753215907470026e-08,0.0,4.3753215907470026e-08
1673,0.0,4.3753215907470026e-08,0.0,4.3753215907470026e-08
1674,0.0,4.3753215907470026e-08,0.0,4.3753215907470026e-08
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,1.4539203415811892e-07,0.0,1.4539203415811892e-07
1691,0.0,1.4539203415811892e-07,0.0,1.4539203415811892e-07
1692,0.0,1.4539203415811892e-07,0.0,1.4539203415811892e-07
1693,0.0,1.4539203415811892e-07,0.0,1.4539203415811892e-07
1694,0.0,1.4539203415811892e-07,0.0,1.4539203415811892e-07
1695,0.0,1.4539203415811892e-07,0.0,1.4539203415811892e-07
1696,0.0,1.4539203415811892e-07,0.0,1.4539203415811892e-07
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,1.9143221103539483e-08,0.0,1.9143221103539483e-08
1715,0.0,1.9143221103539483e-08,0.0,1.9143221103539483e-08
1716,0.0,1.9143221103539483e-08,0.0,1.9143221103539483e-08
1717,0.0,1.9143221103539483e-08,0.0,1.9143221103539483e-08
1718,0.0,1.9143221103539483e-08,0.0,1.9143221103539483e-08
1719,0.0,1.9143221103539483e-08,0.0,1.9143221103539483e-08
1720,0.0,1.9143221103539483e-08,0.0,1.9143221103539483e-08
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,3.958477837581345e-08,0.0,3.958477837581345e-08
1751,0.0,3.958477837581345e-08,0.0,3.958477837581345e-08
1752,0.0,3.958477837581345e-08,0.0,3.958477837581345e-08
1753,0.0,3.958477837581345e-08,0.0,3.958477837581345e-08
1754,0.0,3.958477837581345e-08,0.0,3.958477837581345e-08
1755,0.0,3.958477837581345e-08,0.0,3.958477837581345e-08
1756,0.0,3.958477837581345e-08,0.0,3.958477837581345e-08
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,2.7755674584081393e-09,0.0,2.7755674584081393e-09
1762,0.0,2.7755674584081393e-09,0.0,2.7755674584081393e-09
1763,0.0,2.7755674584081393e-09,0.0,2.7755674584081393e-09
1764,0.0,2.7755674584081393e-09,0.0,2.7755674584081393e-09
1765,0.0,2.7755674584081393e-09,0.0,2.7755674584081393e-09
1766,0.0,1.2978723619637224e-08,0.0,1.2978723619637224e-08
1767,0.0,1.5923225912420743e-08,0.0,1.5923225912420743e-08
1768,0.0,1.3147658454012604e-08,0.0,1.3147658454012604e-08
1769,0.0,1.3147658454012604e-08,0.0,1.3147658454012604e-08
1770,0.0,1.3147658454012604e-08,0.0,1.3147658454012604e-08
1771,0.0,1.3147658454012604e-08,0.0,1.3147658454012604e-08
1772,0.0,1.3147658454012604e-08,0.0,1.3147658454012604e-08
1773,0.0,2.9445022927835194e-09,0.0,2.9445022927835194e-09
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,2.6801966360575793e-09,0.0,2.6801966360575793e-09
1787,0.0,2.6801966360575793e-09,0.0,2.6801966360575793e-09
1788,0.0,2.6801966360575793e-09,0.0,2.6801966360575793e-09
1789,0.0,2.6801966360575793e-09,0.0,2.6801966360575793e-09
1790,0.0,2.6801966360575793e-09,0.0,2.6801966360575793e-09
1791,0.0,2.6801966360575793e-09,0.0,2.6801966360575793e-09
1792,0.0,2.6801966360575793e-09,0.0,2.6801966360575793e-09
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,5.66923650881433e-10,0.0,5.66923650881433e-10
1798,0.0,5.66923650881433e-10,0.0,5.66923650881433e-10
1799,0.0,5.66923650881433e-10,0.0,5.66923650881433e-10
1800,0.0,1.8019154422534355e-09,0.0,1.8019154422534355e-09
1801,0.0,1.8019154422534355e-09,0.0,1.8019154422534355e-09
1802,0.0,3.538422634262263e-09,0.0,3.538422634262263e-09
1803,0.0,3.538422634262263e-09,0.0,3.538422634262263e-09
1804,0.0,2.97149898338083e-09,0.0,2.97149898338083e-09
1805,0.0,2.97149898338083e-09,0.0,2.97149898338083e-09
1806,0.0,2.97149898338083e-09,0.0,2.97149898338083e-09
1807,0.0,2.3641708908022404e-09,0.0,2.3641708908022404e-09
1808,0.0,2.3641708908022404e-09,0.0,2.3641708908022404e-09
1809,0.0,6.276636987934126e-10,0.0,6.276636987934126e-10
1810,0.0,8.456013508454216e-10,0.0,8.456013508454216e-10
1811,0.0,8.456013508454216e-10,0.0,8.456013508454216e-10
1812,0.0,4.664933502976762e-09,0.0,4.664933502976762e-09
1813,0.0,4.664933502976762e-09,0.0,4.664933502976762e-09
1814,0.0,5.291018654953104e-09,0.0,5.291018654953104e-09
1815,0.0,5.291018654953104e-09,0.0,5.291018654953104e-09
1816,0.0,5.48119137379542e-09,0.0,5.48119137379542e-09
1817,0.0,5.2632537217434106e-09,0.0,5.2632537217434106e-09
1818,0.0,5.621323454338015e-09,0.0,5.621323454338015e-09
1819,0.0,1.9522887433660277e-09,0.0,1.9522887433660277e-09
1820,0.0,2.099685679292561e-09,0.0,2.099685679292561e-09
1821,0.0,8.459368285228055e-10,0.0,8.459368285228055e-10
1822,0.0,8.459368285228055e-10,0.0,8.459368285228055e-10
1823,0.0,1.2176151832830685e-09,0.0,1.2176151832830685e-09
1824,0.0,1.3517351999630429e-09,0.0,1.3517351999630429e-09
1825,0.0,9.936654673684382e-10,0.0,9.936654673684382e-10
1826,0.0,8.433680262090856e-10,0.0,8.433680262090856e-10
1827,0.0,8.005416964250247e-10,0.0,8.005416964250247e-10
1828,0.0,8.005416964250247e-10,0.0,8.005416964250247e-10
1829,0.0,7.687420826891461e-09,0.0,7.687420826891461e-09
1830,0.0,7.125569753288882e-09,0.0,7.125569753288882e-09
1831,0.0,6.991449736608908e-09,0.0,6.991449736608908e-09
1832,0.0,7.842944357453315e-09,0.0,7.842944357453315e-09
1833,0.0,7.842944357453315e-09,0.0,7.842944357453315e-09
1834,0.0,9.233457173455203e-09,0.0,9.233457173455203e-09
1835,0.0,9.233457173455203e-09,0.0,9.233457173455203e-09
1836,0.0,2.4967004019771366e-09,0.0,2.4967004019771366e-09
1837,0.0,2.4967004019771366e-09,0.0,2.4967004019771366e-09
1838,0.0,2.4967004019771366e-09,0.0,2.4967004019771366e-09
1839,0.0,1.720987217814139e-09,0.0,1.720987217814139e-09
1840,0.0,1.720987217814139e-09,0.0,1.720987217814139e-09
1841,0.0,2.95881406677166e-10,0.0,2.95881406677166e-10
1842,0.0,2.95881406677166e-10,0.0,2.95881406677166e-10
1843,0.0,1.4575904768879663e-10,0.0,1.4575904768879663e-10
1844,0.0,1.4575904768879663e-10,0.0,1.4575904768879663e-10
1845,0.0,1.4575904768879663e-10,0.0,1.4575904768879663e-10
1846,0.0,3.960801210821176e-10,0.0,3.960801210821176e-10
1847,0.0,5.172910512639208e-10,0.0,5.172910512639208e-10
1848,0.0,5.020011152799344e-10,0.0,5.020011152799344e-10
1849,0.0,5.020011152799344e-10,0.0,5.020011152799344e-10
1850,0.0,5.969409331920059e-10,0.0,5.969409331920059e-10
1851,0.0,6.897981233830056e-10,0.0,6.897981233830056e-10
1852,0.0,7.909212649894113e-10,0.0,7.909212649894113e-10
1853,0.0,5.130780958825401e-10,0.0,5.130780958825401e-10
1854,0.0,4.928708869605153e-10,0.0,4.928708869605153e-10
1855,0.0,4.381832119371154e-10,0.0,4.381832119371154e-10
1856,0.0,4.381832119371154e-10,0.0,4.381832119371154e-10
1857,0.0,5.357803010776405e-10,0.0,5.357803010776405e-10
1858,0.0,7.3094068892792e-10,0.0,7.3094068892792e-10
1859,0.0,7.51676324358844e-10,0.0,7.51676324358844e-10
1860,0.0,8.864026100420728e-10,0.0,8.864026100420728e-10
1861,0.0,7.853988887822944e-10,0.0,7.853988887822944e-10
1862,0.0,1.0639902609759539e-09,0.0,1.0639902609759539e-09
1863,0.0,1.1117281420843943e-09,0.0,1.1117281420843943e-09
1864,0.0,9.662863564852131e-10,0.0,9.662863564852131e-10
1865,0.0,1.430120121532446e-09,0.0,1.430120121532446e-09
1866,0.0,1.1262175354996375e-08,0.0,1.1262175354996375e-08
1867,0.0,1.1511314286703569e-08,0.0,1.1511314286703569e-08
1868,0.0,1.1690561078715942e-08,0.0,1.1690561078715942e-08
1869,0.0,1.145155559267863e-08,0.0,1.145155559267863e-08
1870,0.0,1.1699472926166417e-08,0.0,1.1699472926166417e-08
1871,0.0,1.1692953867064354e-08,0.0,1.1692953867064354e-08
1872,0.0,1.1023005944529477e-08,0.0,1.1023005944529477e-08
1873,0.0,1.069091934028218e-09,0.0,1.069091934028218e-09
1874,0.0,2.266336650093491e-09,0.0,2.266336650093491e-09
1875,0.0,2.1673199187713774e-09,0.0,2.1673199187713774e-09
1876,0.0,2.4343899079110845e-09,0.0,2.4343899079110845e-09
1877,0.0,2.2086380383320605e-09,0.0,2.2086380383320605e-09
1878,0.0,2.4220594974089238e-09,0.0,2.4220594974089238e-09
1879,0.0,2.619466588082986e-09,0.0,2.619466588082986e-09
1880,0.0,3.1127668458681104e-09,0.0,3.1127668458681104e-09
1881,0.0,1.5465287621958218e-09,0.0,1.5465287621958218e-09
1882,0.0,1.6607561675081278e-09,0.0,1.6607561675081278e-09
1883,0.0,1.4183455481526457e-09,0.0,1.4183455481526457e-09
1884,0.0,1.623040356874788e-09,0.0,1.623040356874788e-09
1885,0.0,1.630252333922095e-09,0.0,1.630252333922095e-09
1886,0.0,1.4612962863567803e-09,0.0,1.4612962863567803e-09
1887,0.0,1.575943308391408e-09,0.0,1.575943308391408e-09
1888,0.0,1.7558377014242105e-09,0.0,1.7558377014242105e-09
1889,0.0,1.7445765031011616e-09,0.0,1.7445765031011616e-09
1890,0.0,2.590976076545713e-09,0.0,2.590976076545713e-09
1891,2.5605051808977717e-11,2.444403179868715e-09,2.5605051808977717e-11,2.444403179868715e-09
1892,2.5605051808977717e-11,2.273080009932268e-09,2.5605051808977717e-11,2.273080009932268e-09
1893,2.5605051808977717e-11,2.2780339122999547e-09,2.5605051808977717e-11,2.2780339122999547e-09
1894,2.5605051808977717e-11,1.7805454967577207e-09,2.5605051808977717e-11,1.7805454967577207e-09
1895,2.5605051808977717e-11,1.87625923527993e-09,2.5605051808977717e-11,1.87625923527993e-09
1896,2.5605051808977717e-11,1.7899650967783438e-09,2.5605051808977717e-11,1.7899650967783438e-09
1897,2.5605051808977717e-11,4.446057268379735e-09,2.5605051808977717e-11,4.446057268379735e-09
1898,0.0,4.570566369821449e-09,0.0,4.570566369821449e-09
1899,0.0,4.808530359604443e-09,0.0,4.808530359604443e-09
1900,0.0,4.964281073517794e-09,0.0,4.964281073517794e-09
1901,0.0,5.1451458728455995e-09,0.0,5.1451458728455995e-09
1902,0.0,5.4262650008217255e-09,0.0,5.4262650008217255e-09
1903,0.0,5.982867804351802e-09,0.0,5.982867804351802e-09
1904,0.0,3.3515014414524965e-09,0.0,3.3515014414524965e-09
1905,0.0,3.3581637470803116e-09,0.0,3.3581637470803116e-09
1906,3.102997224248481e-11,3.4802480262742718e-09,3.102997224248481e-11,3.4802480262742718e-09
1907,3.102997224248481e-11,3.824496243508082e-09,3.102997224248481e-11,3.824496243508082e-09
1908,3.102997224248481e-11,3.739039395560846e-09,3.102997224248481e-11,3.739039395560846e-09
1909,3.102997224248481e-11,3.2294290178544063e-09,3.102997224248481e-11,3.2294290178544063e-09
1910,3.102997224248481e-11,3.650287540489318e-09,3.102997224248481e-11,3.650287540489318e-09
1911,3.102997224248481e-11,3.3579017423766645e-09,3.102997224248481e-11,3.3579017423766645e-09
1912,3.102997224248481e-11,4.2374195977476094e-09,3.102997224248481e-11,4.2374195977476094e-09
1913,0.0,4.645360167960482e-09,0.0,4.645360167960482e-09
1914,1.461648956630717e-11,4.7608773510811526e-09,1.461648956630717e-11,4.7608773510811526e-09
1915,1.461648956630717e-11,4.7143977689932475e-09,1.461648956630717e-11,4.7143977689932475e-09
1916,1.461648956630717e-11,8.984241668079968e-09,1.461648956630717e-11,8.984241668079968e-09
1917,1.461648956630717e-11,9.180760025222817e-09,1.461648956630717e-11,9.180760025222817e-09
1918,1.461648956630717e-11,9.012323078292996e-09,1.461648956630717e-11,9.012323078292996e-09
1919,1.461648956630717e-11,9.024274026460586e-09,1.461648956630717e-11,9.024274026460586e-09
1920,1.461648956630717e-11,1.1785857115650548e-08,1.461648956630717e-11,1.1785857115650548e-08
1921,0.0,1.1645376409217891e-08,0.0,1.1645376409217891e-08
1922,2.4151296042416804e-11,1.6026432879203056e-08,2.4151296042416804e-11,1.6026432879203056e-08
1923,2.4151296042416804e-11,1.5255697276878825e-08,2.4151296042416804e-11,1.5255697276878825e-08
1924,2.4151296042416804e-11,1.786783889100109e-08,2.4151296042416804e-11,1.786783889100109e-08
1925,2.4151296042416804e-11,1.8727591160378713e-08,2.4151296042416804e-11,1.8727591160378713e-08
1926,2.4151296042416804e-11,1.8723073884936118e-08,2.4151296042416804e-11,1.8723073884936118e-08
1927,2.4151296042416804e-11,1.7400191763629535e-08,2.4151296042416804e-11,1.7400191763629535e-08
1928,2.4151296042416804e-11,2.5294976779832723e-08,2.4151296042416804e-11,2.5294976779832723e-08
1929,0.0,2.5836978271140002e-08,0.0,2.5836978271140002e-08
1930,0.0,2.9524563365563542e-08,0.0,2.9524563365563542e-08
1931,0.0,3.0179850491712e-08,0.0,3.0179850491712e-08
1932,0.0,3.5749378441656584e-08,0.0,3.5749378441656584e-08
1933,0.0,3.7082116171356054e-08,0.0,3.7082116171356054e-08
1934,4.4935749565766514e-11,3.8447803670952196e-08,4.4935749565766514e-11,3.8447803670952196e-08
1935,8.938041576708348e-11,3.520714564331229e-08,8.938041576708348e-11,3.520714564331229e-08
1936,8.938041576708348e-11,3.3977188047223146e-08,8.938041576708348e-11,3.3977188047223146e-08
1937,1.1182283273950385e-10,3.107896035763653e-08,1.1182283273950385e-10,3.107896035763653e-08
1938,1.1182283273950385e-10,3.7242757195648276e-08,1.1182283273950385e-10,3.7242757195648276e-08
1939,1.1182283273950385e-10,3.723457428098495e-08,1.1182283273950385e-10,3.723457428098495e-08
1940,1.6340935747395846e-10,5.1340755646833713e-08,1.6340935747395846e-10,5.1340755646833713e-08
1941,1.1847360790819194e-10,7.575347688819939e-08,1.1847360790819194e-10,7.575347688819939e-08
1942,1.2384503343478214e-10,9.952687918257652e-08,1.2384503343478214e-10,9.952687918257652e-08
1943,2.525649887642954e-10,1.3495543121117797e-07,2.525649887642954e-10,1.3495543121117797e-07
1944,2.30122571791875e-10,1.4895889931056316e-07,2.30122571791875e-10,1.4895889931056316e-07
1945,2.30122571791875e-10,1.5588127867869973e-07,2.30122571791875e-10,1.5588127867869973e-07
1946,2.30122571791875e-10,1.6718854871961802e-07,2.30122571791875e-10,1.6718854871961802e-07
1947,2.7787789926213083e-10,1.948768349231094e-07,2.7787789926213083e-10,1.948768349231094e-07
1948,2.7787789926213083e-10,1.8786905034825656e-07,2.7787789926213083e-10,1.8786905034825656e-07
1949,2.2806180753422367e-10,1.8652020271149793e-07,2.2806180753422367e-10,1.8652020271149793e-07
1950,1.1626182754615705e-10,1.680168923355398e-07,1.1626182754615705e-10,1.680168923355398e-07
1951,1.1626182754615705e-10,2.666333845776795e-07,1.1626182754615705e-10,2.666333845776795e-07
1952,1.3194577672523015e-10,3.751078452296497e-07,1.3194577672523015e-10,3.751078452296497e-07
1953,1.4763501334145801e-10,4.0279594567696873e-07,1.4763501334145801e-10,4.0279594567696873e-07
1954,4.829316113674764e-11,4.1921380297286047e-07,4.829316113674764e-11,4.1921380297286047e-07
1955,4.829316113674764e-11,4.397161177394082e-07,4.829316113674764e-11,4.397161177394082e-07
1956,8.86971785701058e-11,4.481952190969553e-07,8.86971785701058e-11,4.481952190969553e-07
1957,2.8842054141823125e-10,4.6800625698649257e-07,2.8842054141823125e-10,4.6800625698649257e-07
1958,2.8116037276149086e-09,4.070689020149335e-07,2.8116037276149086e-09,4.070689020149335e-07
1959,2.9653288683666776e-09,3.144790708477428e-07,2.9653288683666776e-09,3.144790708477428e-07
1960,2.9602274926955806e-09,2.97874078926595e-07,2.9602274926955806e-09,2.97874078926595e-07
1961,2.9939942003795063e-09,2.6885603939977696e-07,2.9939942003795063e-09,2.6885603939977696e-07
1962,3.0143977125926138e-09,2.594118545370553e-07,3.0143977125926138e-09,2.594118545370553e-07
1963,3.082936113737603e-09,2.850637912388265e-07,3.082936113737603e-09,2.850637912388265e-07
1964,2.875286085612938e-09,2.8105081639751006e-07,2.875286085612938e-09,2.8105081639751006e-07
1965,1.9388175321163483e-09,2.666912795997892e-07,1.9388175321163483e-09,2.666912795997892e-07
1966,1.8485460830703587e-09,2.8245853757523166e-07,1.8485460830703587e-09,2.8245853757523166e-07
1967,2.6428239834659043e-09,3.381079665132347e-07,2.6428239834659043e-09,3.381079665132347e-07
1968,3.88439926652622e-09,4.0387446834496845e-07,3.88439926652622e-09,4.0387446834496845e-07
1969,4.276932486740088e-09,4.740048455330127e-07,4.276932486740088e-09,4.740048455330127e-07
1970,4.334610737804263e-09,5.112125376984165e-07,4.334610737804263e-09,5.112125376984165e-07
1971,4.8179169622107415e-09,6.03341744311235e-07,4.8179169622107415e-09,6.03341744311235e-07
1972,3.726842715387083e-09,6.972515182366936e-07,3.726842715387083e-09,6.972515182366936e-07
1973,4.1429508871157086e-09,8.173327046279155e-07,4.1429508871157086e-09,8.173327046279155e-07
1974,4.340228002394245e-09,9.000647115239449e-07,4.340228002394245e-09,9.000647115239449e-07
1975,3.3000615097731968e-09,9.9229002411708e-07,3.3000615097731968e-09,9.9229002411708e-07
