ngram,Exelon,Exlon
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,3.2309164867326346e-09
1740,0.0,3.2309164867326346e-09
1741,0.0,3.2309164867326346e-09
1742,0.0,3.2309164867326346e-09
1743,0.0,1.2862310074167129e-08
1744,0.0,1.2862310074167129e-08
1745,0.0,1.2862310074167129e-08
1746,0.0,9.631393587434495e-09
1747,0.0,9.631393587434495e-09
1748,0.0,9.631393587434495e-09
1749,0.0,9.631393587434495e-09
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,1.1048484032422883e-09
1791,0.0,1.1048484032422883e-09
1792,0.0,1.1048484032422883e-09
1793,0.0,1.1048484032422883e-09
1794,0.0,1.1048484032422883e-09
1795,0.0,1.1048484032422883e-09
1796,0.0,1.1048484032422883e-09
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,1.201539185607154e-09
1800,0.0,1.201539185607154e-09
1801,0.0,1.201539185607154e-09
1802,0.0,1.201539185607154e-09
1803,0.0,1.201539185607154e-09
1804,0.0,1.201539185607154e-09
1805,0.0,1.201539185607154e-09
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.35363189255671e-10
1809,0.0,4.162880040681216e-10
1810,0.0,4.162880040681216e-10
1811,0.0,4.162880040681216e-10
1812,0.0,6.549962635763304e-10
1813,0.0,8.489756675444937e-10
1814,0.0,1.2668919405608596e-09
1815,0.0,1.0315287513051885e-09
1816,0.0,8.506039364927379e-10
1817,0.0,1.1932990785977283e-09
1818,0.0,1.3723339448950306e-09
1819,0.0,1.4342205677055274e-09
1820,0.0,1.240241163737364e-09
1821,0.0,1.0794333998071742e-09
1822,0.0,1.0794333998071742e-09
1823,0.0,1.0794333998071742e-09
1824,0.0,7.367382577021836e-10
1825,0.0,6.84320195747696e-10
1826,0.0,5.022235563930824e-10
1827,0.0,5.022235563930824e-10
1828,0.0,3.554443564876156e-10
1829,0.0,3.554443564876156e-10
1830,0.0,4.5074889852360553e-10
1831,0.0,4.5074889852360553e-10
1832,0.0,3.2413209418079095e-10
1833,0.0,2.05633851216699e-10
1834,0.0,2.05633851216699e-10
1835,0.0,9.530454203598993e-11
1836,0.0,1.703657215301746e-10
1837,0.0,4.6226823956020876e-10
1838,0.0,5.385939868699349e-10
1839,0.0,5.385939868699349e-10
1840,0.0,5.385939868699349e-10
1841,0.0,5.385939868699349e-10
1842,0.0,5.385939868699349e-10
1843,0.0,4.6353280737575023e-10
1844,0.0,1.4310860433194454e-10
1845,0.0,6.678285702221842e-11
1846,0.0,6.678285702221842e-11
1847,0.0,6.678285702221842e-11
1848,0.0,6.678285702221842e-11
1849,0.0,1.2052239365242404e-10
1850,0.0,1.6799230260845987e-10
1851,0.0,1.4763804068174124e-10
1852,0.0,2.993227530913499e-10
1853,0.0,2.993227530913499e-10
1854,0.0,2.993227530913499e-10
1855,0.0,4.0432625105145195e-10
1856,0.0,4.002855190167663e-10
1857,0.0,5.934867438764765e-10
1858,0.0,5.470581487809767e-10
1859,0.0,4.5630282489003294e-10
1860,0.0,7.00283660424818e-10
1861,0.0,9.262303820748282e-10
1862,0.0,8.212268841147261e-10
1863,0.0,8.670038417360867e-10
1864,0.0,6.263327079203407e-10
1865,0.0,6.263327079203407e-10
1866,0.0,5.654033194016758e-10
1867,0.0,3.646349412887519e-10
1868,0.0,1.834999176418352e-10
1869,0.0,2.2308580379818262e-10
1870,0.0,2.120829623031284e-10
1871,1.6230424940541103e-10,2.932350870058339e-10
1872,1.6230424940541103e-10,3.341867972826508e-10
1873,1.6230424940541103e-10,3.731955498599758e-10
1874,1.6230424940541103e-10,3.6972380712541053e-10
1875,1.6230424940541103e-10,3.2491210912231697e-10
1876,1.6230424940541103e-10,4.3865416061399694e-10
1877,1.6230424940541103e-10,3.5418123989217065e-10
1878,0.0,3.455998344646462e-10
1879,0.0,4.0938956193313306e-10
1880,0.0,4.361541762674749e-10
1881,0.0,3.964134615801791e-10
1882,0.0,4.288230405689676e-10
1883,0.0,3.39740358861513e-10
1884,0.0,4.312730767746282e-10
1885,0.0,3.8772563532812095e-10
1886,0.0,3.3816142941400784e-10
1887,0.0,3.2765599955464353e-10
1888,0.0,3.2765599955464353e-10
1889,0.0,2.9524642056585494e-10
1890,0.0,2.562968547709892e-10
1891,0.0,1.6476413685787402e-10
1892,2.247158213476906e-11,1.8068402329873834e-10
1893,2.247158213476906e-11,1.4856846507006948e-10
1894,2.247158213476906e-11,1.374840737287743e-10
1895,2.247158213476906e-11,1.79826489017059e-10
1896,2.247158213476906e-11,2.961090440305776e-10
1897,5.962509256171193e-11,2.8939010909834195e-10
1898,5.962509256171193e-11,3.4350461562495024e-10
1899,3.715351042694286e-11,3.349892645023088e-10
1900,3.715351042694286e-11,3.4806879997287664e-10
1901,3.715351042694286e-11,3.038852542618693e-10
1902,3.715351042694286e-11,2.6154283897358456e-10
1903,3.715351042694286e-11,1.45260283960066e-10
1904,0.0,1.2668352874659457e-10
1905,0.0,1.64050194064101e-10
1906,0.0,1.2762238091720438e-10
1907,0.0,1.0613134577524314e-10
1908,0.0,1.1985579988811017e-10
1909,0.0,2.1632286438334957e-10
1910,0.0,2.714184234507501e-10
1911,1.2580138518204975e-10,2.8539635535792685e-10
1912,1.834578163987085e-10,2.0832929131797684e-10
1913,1.834578163987085e-10,2.226272103175323e-10
1914,1.834578163987085e-10,2.8105948124412805e-10
1915,1.834578163987085e-10,3.47028643916352e-10
1916,4.694432104950558e-10,2.8066530448939934e-10
1917,5.532376184153825e-10,2.535012140679273e-10
1918,4.4181647229635246e-10,2.539035212237703e-10
1919,3.841600410796937e-10,2.9631240021167823e-10
1920,3.841600410796937e-10,3.516194458612938e-10
1921,3.841600410796937e-10,3.0664860928286686e-10
1922,3.841600410796937e-10,2.752575845826095e-10
1923,9.817464698334634e-11,2.4515385951432277e-10
1924,1.4380239063019725e-11,2.4164392114262816e-10
1925,0.0,2.2726368207960845e-10
1926,6.87688874099836e-11,1.7044069528753576e-10
1927,6.87688874099836e-11,1.2357410927865686e-10
1928,6.87688874099836e-11,1.1827198744183776e-10
1929,6.87688874099836e-11,6.996939535700416e-11
1930,1.2322367332855729e-10,6.996939535700416e-11
1931,6.216508458794274e-10,7.178087489480487e-11
1932,8.344400606993421e-10,7.178087489480487e-11
1933,7.656711732893586e-10,1.1811519223010285e-10
1934,2.6529726629817165e-09,1.1784468837269405e-10
1935,6.341879874424297e-09,1.3947986813153283e-10
1936,6.7606285292232116e-09,1.3947986813153283e-10
1937,6.795943411194319e-09,1.619222851039532e-10
1938,7.211110772001714e-09,1.7919377688040734e-10
1939,7.844718414545021e-09,2.2898182754677825e-10
1940,7.896304939279477e-09,2.0844077257870756e-10
1941,6.009003449587118e-09,2.135514681755879e-10
1942,2.3699123298724446e-09,1.9401484783822453e-10
1943,2.1442436080678006e-09,2.3692149829303485e-10
1944,2.2631584860123765e-09,2.1447908132061448e-10
1945,1.5372581620352678e-09,2.46052261898555e-10
1946,1.0218233878081913e-09,2.6245662785941345e-10
1947,1.1026926713001269e-09,3.0289126960538123e-10
1948,1.1539926712624192e-09,3.950126951725506e-10
1949,1.138188904237225e-09,4.2112313636266663e-10
1950,9.789489219258485e-10,4.797363419216185e-10
1951,8.033625728939445e-10,4.962854403227951e-10
1952,6.470362618709353e-10,5.937311981348995e-10
1953,3.945203647897395e-10,1.1707974976420716e-09
1954,2.6206455656334933e-10,1.3077929681653317e-09
1955,2.2525880862981192e-10,1.420001004678476e-09
1956,3.259265446816809e-10,1.3959185285857982e-09
1957,3.8129267303034705e-10,1.3198861240071302e-09
1958,3.481944762279936e-10,1.362846066158393e-09
1959,4.1847203182835257e-10,1.2242044441660278e-09
1960,4.035530134267289e-10,6.444728956849539e-10
1961,4.2606415122183247e-10,4.975273645449871e-10
1962,4.727804358324e-10,3.166281126176784e-10
1963,3.5790808808730136e-10,3.0949981466577015e-10
1964,4.215882841242445e-10,2.9300567329558294e-10
1965,4.392184473265916e-10,2.687569591478375e-10
1966,3.727452790869279e-10,2.4366821259137947e-10
1967,3.357521483060566e-10,2.2436443972547896e-10
1968,3.3981063399643064e-10,2.035127621979882e-10
1969,3.3246140959278646e-10,1.8841152447736575e-10
1970,3.828097680117334e-10,2.0368184718209748e-10
1971,3.2838339983750787e-10,2.483939423195533e-10
1972,3.4553501726541924e-10,2.9139261836785835e-10
1973,6.075102127705329e-10,3.156159341813744e-10
1974,7.276312290788972e-10,3.039825514321899e-10
1975,8.145946060546448e-10,2.9288488499558593e-10
1976,8.330611755980044e-10,3.2126879133200145e-10
1977,8.190899783829967e-10,3.504020426988877e-10
1978,7.451098567510885e-10,3.701359952661727e-10
1979,7.91605085053477e-10,3.568985999592909e-10
1980,5.493153967409522e-10,4.1792414568713506e-10
1981,5.552563111680239e-10,4.616321174528386e-10
1982,6.195991834680368e-10,5.929450065865285e-10
1983,6.879189063629149e-10,6.989111908265297e-10
1984,7.493435257220429e-10,7.229070278899233e-10
1985,1.2023126779884104e-09,7.362765714573933e-10
1986,1.2453896564806094e-09,7.887003986414446e-10
1987,1.2306566678420084e-09,8.217203504935964e-10
1988,1.1127177473075583e-09,8.632563314974512e-10
1989,1.1144461900932816e-09,7.674830493353824e-10
1990,1.0137433590985877e-09,6.238552650663008e-10
1991,2.0851714323453864e-09,8.246959424886211e-10
1992,1.76041879486531e-09,8.205975383328884e-10
1993,3.3095663162388944e-08,8.190965723147465e-10
1994,3.370585136790767e-08,8.220972831057033e-10
1995,3.589391613696107e-08,7.809088970705297e-10
1996,3.841788658230451e-08,8.407795332970075e-10
1997,5.11600514016156e-08,9.522102630197894e-10
1998,7.550883534308233e-08,7.267181221872119e-10
1999,9.785175558718606e-08,7.145098005320197e-10
2000,8.929596230698524e-08,6.556820562688057e-10
2001,1.1759951869448417e-07,5.560438419229184e-10
2002,1.4406098079535112e-07,5.384523541326505e-10
2003,1.9552816508751546e-07,4.341880228369328e-10
2004,2.0139304370202028e-07,3.3145326562765224e-10
2005,1.9688230931283863e-07,3.3745791478650185e-10
2006,1.8935292445121377e-07,3.1327489015607416e-10
2007,1.7625492278382028e-07,2.668924882685632e-10
2008,1.5860809047093687e-07,2.3646810700027135e-10
2009,1.4113363785587092e-07,1.898600532742759e-10
2010,9.533489629477896e-08,1.7847953794455521e-10
2011,8.546668084363773e-08,1.5708090706144174e-10
2012,7.07673249524175e-08,2.530561824075945e-10
2013,6.050999346030039e-08,2.0673703151182935e-10
2014,5.51153819726226e-08,1.960027093505274e-10
2015,4.728397457703133e-08,1.960027093505274e-10
2016,3.949763513081247e-08,1.8355667209416345e-10
2017,3.631322057865797e-08,2.0937323865396115e-10
2018,3.1285582835494094e-08,2.3174981933493655e-10
2019,2.8033448895570245e-08,0.0
