ngram,Danone,Danon,Dnone,Dnone
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,1.040455523642387e-07,0.0,0.0
1648,0.0,1.040455523642387e-07,0.0,0.0
1649,0.0,1.040455523642387e-07,0.0,0.0
1650,0.0,1.040455523642387e-07,0.0,0.0
1651,0.0,1.040455523642387e-07,0.0,0.0
1652,0.0,1.040455523642387e-07,0.0,0.0
1653,0.0,1.040455523642387e-07,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,2.0205831674502406e-08,0.0,0.0
1686,0.0,2.0205831674502406e-08,0.0,0.0
1687,0.0,2.0205831674502406e-08,0.0,0.0
1688,0.0,2.0205831674502406e-08,0.0,0.0
1689,0.0,2.0205831674502406e-08,0.0,0.0
1690,0.0,2.0205831674502406e-08,0.0,0.0
1691,0.0,2.0205831674502406e-08,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,5.161731613562941e-09,0.0,0.0
1735,0.0,5.161731613562941e-09,0.0,0.0
1736,0.0,5.161731613562941e-09,0.0,0.0
1737,0.0,5.161731613562941e-09,0.0,0.0
1738,0.0,5.161731613562941e-09,0.0,0.0
1739,0.0,5.161731613562941e-09,0.0,0.0
1740,0.0,5.161731613562941e-09,0.0,0.0
1741,0.0,5.9413507764410105e-09,0.0,0.0
1742,0.0,5.9413507764410105e-09,0.0,0.0
1743,0.0,5.9413507764410105e-09,0.0,0.0
1744,0.0,5.9413507764410105e-09,0.0,0.0
1745,0.0,5.9413507764410105e-09,0.0,0.0
1746,0.0,5.9413507764410105e-09,0.0,0.0
1747,0.0,5.9413507764410105e-09,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,1.6181223979775235e-09,0.0,0.0
1786,0.0,1.6181223979775235e-09,0.0,0.0
1787,0.0,1.6181223979775235e-09,0.0,0.0
1788,0.0,1.6181223979775235e-09,0.0,0.0
1789,0.0,1.6181223979775235e-09,0.0,0.0
1790,0.0,1.6181223979775235e-09,0.0,0.0
1791,0.0,1.6181223979775235e-09,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,3.94408848438031e-09,0.0,0.0
1794,0.0,4.94207405158217e-09,0.0,0.0
1795,0.0,5.855346176174083e-09,0.0,0.0
1796,0.0,6.803507788889971e-09,0.0,0.0
1797,0.0,6.803507788889971e-09,0.0,0.0
1798,0.0,7.38216446701959e-09,0.0,0.0
1799,0.0,8.583703652626745e-09,0.0,0.0
1800,0.0,5.462942986866892e-09,0.0,0.0
1801,0.0,5.393638361336375e-09,0.0,0.0
1802,0.0,5.348619832748877e-09,0.0,0.0
1803,0.0,5.102458138545834e-09,0.0,0.0
1804,0.0,6.6278459546050985e-09,0.0,0.0
1805,0.0,6.308866778199323e-09,0.0,0.0
1806,0.0,5.624427796518156e-09,0.0,0.0
1807,0.0,7.102533434404685e-09,0.0,0.0
1808,0.0,6.173852492733342e-09,0.0,0.0
1809,0.0,5.8483733570266085e-09,0.0,0.0
1810,0.0,5.364311090565772e-09,0.0,0.0
1811,0.0,3.838923274506507e-09,0.0,0.0
1812,0.0,4.295370583027948e-09,0.0,0.0
1813,0.0,3.77827037910196e-09,0.0,0.0
1814,0.0,2.1037113479798516e-09,0.0,0.0
1815,0.0,2.296852057754555e-09,0.0,0.0
1816,0.0,2.134423035141505e-09,0.0,0.0
1817,0.0,2.430528096246982e-09,0.0,0.0
1818,0.0,3.146667561436191e-09,0.0,0.0
1819,0.0,2.7311376335096125e-09,0.0,0.0
1820,0.0,3.1733284254288817e-09,0.0,0.0
1821,0.0,2.675008254587092e-09,0.0,0.0
1822,0.0,2.7314053479316716e-09,0.0,0.0
1823,0.0,2.6319854470483304e-09,0.0,0.0
1824,0.0,2.252062750570819e-09,0.0,0.0
1825,0.0,1.6625400897244243e-09,0.0,0.0
1826,0.0,1.5989416933339028e-09,0.0,0.0
1827,0.0,1.4704627198420489e-09,0.0,0.0
1828,0.0,1.562567083660379e-09,0.0,0.0
1829,0.0,1.3833035590009907e-09,0.0,0.0
1830,0.0,1.3882916641680003e-09,0.0,0.0
1831,0.0,1.3470663077061067e-09,0.0,0.0
1832,0.0,1.305598962275667e-09,0.0,0.0
1833,0.0,1.6459502966930423e-09,0.0,0.0
1834,0.0,1.4983588655529241e-09,0.0,0.0
1835,0.0,1.5290504576778323e-09,0.0,0.0
1836,0.0,1.6088985382063064e-09,0.0,0.0
1837,0.0,1.6327505379466955e-09,0.0,0.0
1838,0.0,1.7688331275879575e-09,0.0,0.0
1839,0.0,1.7594651053569927e-09,0.0,0.0
1840,0.0,1.786805013472202e-09,0.0,0.0
1841,0.0,1.7606398481996776e-09,0.0,0.0
1842,0.0,1.5701050776988674e-09,0.0,0.0
1843,0.0,1.616706308509614e-09,0.0,0.0
1844,0.0,1.774420658026291e-09,0.0,0.0
1845,0.0,1.8123984693981958e-09,0.0,0.0
1846,0.0,1.867058031988579e-09,0.0,0.0
1847,0.0,1.6260031099335492e-09,0.0,0.0
1848,0.0,1.7594862709659408e-09,0.0,0.0
1849,5.3739536630205616e-11,1.8061499042408359e-09,0.0,0.0
1850,5.3739536630205616e-11,1.9891855860900064e-09,0.0,0.0
1851,5.3739536630205616e-11,3.285992216423799e-09,0.0,0.0
1852,5.3739536630205616e-11,3.1201602967989572e-09,0.0,0.0
1853,5.3739536630205616e-11,3.0862379794628835e-09,0.0,0.0
1854,5.3739536630205616e-11,2.9246126155767017e-09,0.0,0.0
1855,5.3739536630205616e-11,3.9112162080507625e-09,0.0,0.0
1856,0.0,4.052231153802868e-09,0.0,0.0
1857,0.0,3.913143015970328e-09,0.0,0.0
1858,0.0,2.2064599076403776e-09,0.0,0.0
1859,0.0,2.8364894282579503e-09,0.0,0.0
1860,0.0,2.922956372973319e-09,0.0,0.0
1861,0.0,2.8904089637611055e-09,0.0,0.0
1862,0.0,1.9089583604335404e-09,0.0,0.0
1863,0.0,1.7559401036379034e-09,0.0,0.0
1864,0.0,1.7978396985426519e-09,0.0,0.0
1865,8.845310198576532e-11,2.138275152179554e-09,0.0,0.0
1866,8.845310198576532e-11,2.070716812304799e-09,0.0,0.0
1867,8.845310198576532e-11,2.0173685579192936e-09,0.0,0.0
1868,8.845310198576532e-11,2.027155316624325e-09,0.0,0.0
1869,1.6762487429846018e-10,2.3819381229322242e-09,0.0,0.0
1870,1.6762487429846018e-10,2.8777727899077986e-09,8.447292072182627e-11,8.447292072182627e-11
1871,2.0820093664981291e-10,2.595202061187304e-09,8.447292072182627e-11,8.447292072182627e-11
1872,1.197478346640476e-10,2.3200182251516465e-09,8.447292072182627e-11,8.447292072182627e-11
1873,1.197478346640476e-10,1.7734501644994793e-09,8.447292072182627e-11,8.447292072182627e-11
1874,1.5948854935134348e-10,3.8295521277907446e-09,8.447292072182627e-11,8.447292072182627e-11
1875,1.5948854935134348e-10,3.7706504268137615e-09,8.447292072182627e-11,8.447292072182627e-11
1876,8.031677703864863e-11,3.4439321236082574e-09,8.447292072182627e-11,8.447292072182627e-11
1877,8.031677703864863e-11,2.922525039433006e-09,0.0,0.0
1878,3.974071468729587e-11,3.2853786278787466e-09,0.0,0.0
1879,3.974071468729587e-11,3.5465754618816246e-09,3.4913813903461997e-11,3.4913813903461997e-11
1880,7.262739814312929e-11,3.561095934007901e-09,3.4913813903461997e-11,3.4913813903461997e-11
1881,3.2886683455833425e-11,1.6278813614561167e-09,3.4913813903461997e-11,3.4913813903461997e-11
1882,3.2886683455833425e-11,1.6047650034220089e-09,6.732339289225057e-11,6.732339289225057e-11
1883,3.2886683455833425e-11,1.651458033816563e-09,6.732339289225057e-11,6.732339289225057e-11
1884,3.2886683455833425e-11,1.7951310358834048e-09,6.732339289225057e-11,6.732339289225057e-11
1885,3.2886683455833425e-11,1.8095800492977178e-09,6.732339289225057e-11,6.732339289225057e-11
1886,3.2886683455833425e-11,1.5910597839230434e-09,3.240957898878857e-11,3.240957898878857e-11
1887,0.0,1.5424149576607045e-09,3.240957898878857e-11,3.240957898878857e-11
1888,0.0,1.45190724522491e-09,8.641526383357245e-11,8.641526383357245e-11
1889,0.0,1.5640456707544104e-09,5.400568484478388e-11,5.400568484478388e-11
1890,0.0,1.337175211827254e-09,5.400568484478388e-11,5.400568484478388e-11
1891,2.5605051808977717e-11,1.354044336971632e-09,5.400568484478388e-11,5.400568484478388e-11
1892,2.5605051808977717e-11,1.336287049267883e-09,5.400568484478388e-11,5.400568484478388e-11
1893,4.8666725411499505e-11,2.1393456371500618e-09,5.400568484478388e-11,5.400568484478388e-11
1894,4.8666725411499505e-11,2.476187397983308e-09,5.400568484478388e-11,5.400568484478388e-11
1895,4.8666725411499505e-11,2.737594500296885e-09,0.0,0.0
1896,1.068080029182588e-10,3.0127379955859267e-09,3.8760851671172854e-11,3.8760851671172854e-11
1897,1.068080029182588e-10,3.7222135215334416e-09,5.733760688464429e-11,5.733760688464429e-11
1898,9.92411192906368e-11,5.205393988865532e-09,5.733760688464429e-11,5.733760688464429e-11
1899,9.92411192906368e-11,5.282982432471986e-09,5.733760688464429e-11,5.733760688464429e-11
1900,9.425005022465984e-11,5.001075109589692e-09,7.540821142118911e-11,7.540821142118911e-11
1901,9.425005022465984e-11,5.1297054223401315e-09,7.540821142118911e-11,7.540821142118911e-11
1902,1.1146834051028215e-10,5.067865365455353e-09,7.540821142118911e-11,7.540821142118911e-11
1903,6.92662078487822e-11,5.029650759372625e-09,3.664735975001625e-11,3.664735975001625e-11
1904,8.511994779660168e-11,4.922968794523237e-09,1.8070604536544822e-11,1.8070604536544822e-11
1905,8.23286419196886e-11,4.124154573403871e-09,1.8070604536544822e-11,1.8070604536544822e-11
1906,8.23286419196886e-11,4.0283505103084445e-09,3.358559065778723e-11,3.358559065778723e-11
1907,7.890821131427219e-11,3.6053706686800524e-09,1.5514986121242405e-11,1.5514986121242405e-11
1908,7.890821131427219e-11,3.317761319644928e-09,1.5514986121242405e-11,1.5514986121242405e-11
1909,7.547093010064541e-11,4.361840111322124e-09,1.5514986121242405e-11,1.5514986121242405e-11
1910,5.953178525538608e-11,4.328760762538155e-09,1.5514986121242405e-11,1.5514986121242405e-11
1911,1.275456407157094e-10,4.074738435555503e-09,2.9492918028419164e-11,2.9492918028419164e-11
1912,1.1229877841126675e-10,3.4770370868234377e-09,4.390702583258386e-11,4.390702583258386e-11
1913,1.265966974108222e-10,4.837159704530945e-09,2.8392039711341457e-11,2.8392039711341457e-11
1914,1.7041248174492248e-10,5.3042810619986975e-09,4.3008529277648626e-11,4.3008529277648626e-11
1915,1.8635120430892423e-10,5.537616841268443e-09,4.3008529277648626e-11,4.3008529277648626e-11
1916,1.8762205777107203e-10,4.764132199852611e-09,4.3008529277648626e-11,4.3008529277648626e-11
1917,1.8762205777107203e-10,5.873180481635083e-09,5.697426360061288e-11,5.697426360061288e-11
1918,1.6127541861500815e-10,6.3038858577613155e-09,7.175680981947557e-11,7.175680981947557e-11
1919,1.6127541861500815e-10,6.3277134008745046e-09,5.734270201531087e-11,5.734270201531087e-11
1920,1.469774996154527e-10,6.296780303521083e-09,8.054435689836786e-11,8.054435689836786e-11
1921,8.851154135022402e-11,6.296857638484912e-09,6.592786733206069e-11,6.592786733206069e-11
1922,7.257281878622227e-11,8.290340699649131e-09,6.592786733206069e-11,6.592786733206069e-11
1923,5.75209562520789e-11,8.124677914571926e-09,6.592786733206069e-11,6.592786733206069e-11
1924,5.75209562520789e-11,7.0420004748074555e-09,5.196213300909644e-11,5.196213300909644e-11
1925,4.1409314072942445e-10,6.7341799755585694e-09,2.3201654883056986e-11,2.3201654883056986e-11
1926,4.1409314072942445e-10,7.195545746542718e-09,2.3201654883056986e-11,2.3201654883056986e-11
1927,4.1409314072942445e-10,6.1617011175891486e-09,2.273837864029206e-11,2.273837864029206e-11
1928,4.1409314072942445e-10,6.160702868486721e-09,2.273837864029206e-11,2.273837864029206e-11
1929,4.1409314072942445e-10,4.355835945903306e-09,2.273837864029206e-11,2.273837864029206e-11
1930,4.1409314072942445e-10,4.515550536662463e-09,2.273837864029206e-11,2.273837864029206e-11
1931,4.665591603534937e-10,5.308914514350655e-09,2.273837864029206e-11,2.273837864029206e-11
1932,5.2466019624069253e-11,5.349147601054125e-09,2.273837864029206e-11,2.273837864029206e-11
1933,5.2466019624069253e-11,5.658867533294856e-09,2.273837864029206e-11,2.273837864029206e-11
1934,5.2466019624069253e-11,6.505072671002056e-09,0.0,0.0
1935,5.2466019624069253e-11,7.68628976339463e-09,0.0,0.0
1936,5.2466019624069253e-11,7.882945344103324e-09,0.0,0.0
1937,1.4223568751375078e-10,7.683121218603008e-09,0.0,0.0
1938,1.115219186839259e-10,7.494277738067418e-09,2.175225079424438e-11,2.175225079424438e-11
1939,1.115219186839259e-10,8.424233723301557e-09,2.175225079424438e-11,2.175225079424438e-11
1940,1.115219186839259e-10,7.87966190708898e-09,2.175225079424438e-11,2.175225079424438e-11
1941,1.115219186839259e-10,7.113824989397293e-09,2.175225079424438e-11,2.175225079424438e-11
1942,1.3642996454787948e-10,6.398290564035847e-09,2.175225079424438e-11,2.175225079424438e-11
1943,1.3642996454787948e-10,5.862171637005531e-09,2.175225079424438e-11,2.175225079424438e-11
1944,4.666029665819796e-11,7.332897939653955e-09,2.175225079424438e-11,2.175225079424438e-11
1945,4.36774664055609e-11,7.227260916715344e-09,0.0,0.0
1946,4.36774664055609e-11,6.205024716265939e-09,0.0,0.0
1947,4.36774664055609e-11,6.9786879449854464e-09,0.0,0.0
1948,4.36774664055609e-11,7.81774514965353e-09,1.709999998743074e-11,1.709999998743074e-11
1949,1.876942054160732e-11,1.0584594629341787e-08,3.410616233878727e-11,3.410616233878727e-11
1950,8.644932190739394e-11,1.2677817843150966e-08,3.410616233878727e-11,3.410616233878727e-11
1951,1.3609661611965355e-10,1.3676777868961868e-08,3.410616233878727e-11,3.410616233878727e-11
1952,1.3301114475711932e-10,1.6972973058772467e-08,3.410616233878727e-11,3.410616233878727e-11
1953,1.6438961798957508e-10,2.0835561212858726e-08,3.410616233878727e-11,3.410616233878727e-11
1954,1.6438961798957508e-10,2.3312142565552156e-08,4.862211823640296e-11,4.862211823640296e-11
1955,2.0787237506711013e-10,2.6104317945347636e-08,7.500487532650725e-11,7.500487532650725e-11
1956,2.482763925004683e-10,2.6465112006641382e-08,5.799871297515072e-11,5.799871297515072e-11
1957,1.8059649113468168e-10,2.961038728496338e-08,8.348616441024502e-11,8.348616441024502e-11
1958,1.7855642857135733e-10,3.266519905358629e-08,1.0728978023471264e-10,1.0728978023471264e-10
1959,1.7416641839058348e-10,3.653958101170117e-08,1.0728978023471264e-10,1.0728978023471264e-10
1960,1.9572724889251247e-10,3.756247833410141e-08,1.0728978023471264e-10,1.0728978023471264e-10
1961,2.407495244827196e-10,4.1927580391692184e-08,1.1528496213220052e-10,1.1528496213220052e-10
1962,2.6867905618597835e-10,4.4669525729139943e-08,7.180220505466548e-11,7.180220505466548e-11
1963,4.56063731422786e-10,4.872495854410122e-08,8.170606155940722e-11,8.170606155940722e-11
1964,1.085595459756775e-09,5.046376116979445e-08,7.420523025412708e-11,7.420523025412708e-11
1965,1.4699272206177204e-09,5.368054242386019e-08,7.68468592331801e-11,7.68468592331801e-11
1966,1.9334591427888626e-09,5.272026117251828e-08,7.68468592331801e-11,7.68468592331801e-11
1967,2.5084920529661048e-09,5.485088852960221e-08,8.569153819066549e-11,8.569153819066549e-11
1968,3.83623364820705e-09,5.696824751615688e-08,8.089348338006071e-11,8.089348338006071e-11
1969,5.9192739757360104e-09,5.898956599383252e-08,9.884725478613378e-11,9.884725478613378e-11
1970,7.690933255334796e-09,5.868762136580179e-08,9.771290720994585e-11,9.771290720994585e-11
1971,9.066403278928142e-09,5.995993136918645e-08,1.0657898968131313e-10,1.0657898968131313e-10
1972,9.69530858771098e-09,5.827032875263935e-08,8.013374487779247e-11,8.013374487779247e-11
1973,1.1184957785356379e-08,5.999471598881558e-08,2.1219929385069795e-10,2.1219929385069795e-10
1974,1.2862728977174648e-08,6.124811388222692e-08,2.196496209123338e-10,2.196496209123338e-10
1975,1.3914705641683765e-08,6.049283842100652e-08,2.34374538626054e-10,2.34374538626054e-10
1976,1.474980550396156e-08,6.14348749650162e-08,3.208943715907583e-10,3.208943715907583e-10
1977,1.748594012442238e-08,6.276511044234212e-08,3.76336149743306e-10,3.76336149743306e-10
1978,1.698236529179553e-08,6.172833977302616e-08,5.208419459612479e-10,5.208419459612479e-10
1979,1.7392634887869463e-08,6.274370432736629e-08,7.077790625412536e-10,7.077790625412536e-10
1980,1.6979851683426465e-08,6.180141960092961e-08,8.891866023248112e-10,8.891866023248112e-10
1981,1.6047472049608913e-08,6.105051854530887e-08,8.805213948843387e-10,8.805213948843387e-10
1982,1.543113624182167e-08,6.213372064475412e-08,9.444328305519e-10,9.444328305519e-10
1983,1.4240392611140708e-08,6.27915705462913e-08,8.547642375646345e-10,8.547642375646345e-10
1984,1.1629131435597628e-08,5.97943343093123e-08,9.743177792342905e-10,9.743177792342905e-10
1985,1.2399204076172867e-08,5.999316903577373e-08,8.174274303075966e-10,8.174274303075966e-10
1986,1.2392703878966976e-08,5.850499665679568e-08,6.443074238820274e-10,6.443074238820274e-10
1987,1.3074626207095922e-08,5.799721642623419e-08,3.50896737261979e-10,3.50896737261979e-10
1988,1.3039024590203293e-08,5.554696106254856e-08,3.5712975830572344e-10,3.5712975830572344e-10
1989,1.4929138433420316e-08,5.247556243505512e-08,2.740843454973607e-10,2.740843454973607e-10
1990,1.4628258604432176e-08,4.6996902369755844e-08,2.792517209534598e-10,2.792517209534598e-10
1991,1.6931624356532537e-08,4.759002538077896e-08,1.1519469703521627e-10,1.1519469703521627e-10
1992,2.3611946176060883e-08,4.526854066203409e-08,1.0072654714278682e-10,1.0072654714278682e-10
1993,3.3922137099295924e-08,4.3210229806943194e-08,1.5776439381078233e-10,1.5776439381078233e-10
1994,4.5605221059880867e-08,4.135381967021853e-08,1.4420512155420362e-10,1.4420512155420362e-10
1995,5.712475406990539e-08,4.1858249691780914e-08,1.5589082752850584e-10,1.5589082752850584e-10
1996,6.701343162924494e-08,3.96015791588005e-08,1.4888884321868316e-10,1.4888884321868316e-10
