ngram,Sika,Sik,Sika,Sik
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,0.0,0.0,0.0,0.0
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,6.733503710165678e-08,0.0,6.733503710165678e-08
1639,0.0,6.733503710165678e-08,0.0,6.733503710165678e-08
1640,0.0,6.733503710165678e-08,0.0,6.733503710165678e-08
1641,0.0,6.733503710165678e-08,0.0,6.733503710165678e-08
1642,0.0,1.7528487156986167e-07,0.0,1.7528487156986167e-07
1643,0.0,2.6560731823467775e-07,0.0,2.6560731823467775e-07
1644,0.0,2.6560731823467775e-07,0.0,2.6560731823467775e-07
1645,0.0,1.9827228113302097e-07,0.0,1.9827228113302097e-07
1646,0.0,1.9827228113302097e-07,0.0,1.9827228113302097e-07
1647,0.0,1.9827228113302097e-07,0.0,1.9827228113302097e-07
1648,0.0,1.9827228113302097e-07,0.0,1.9827228113302097e-07
1649,0.0,1.6855022165275712e-07,0.0,1.6855022165275712e-07
1650,0.0,1.2214791159489584e-07,0.0,1.2214791159489584e-07
1651,0.0,2.5114815522491493e-07,0.0,2.5114815522491493e-07
1652,0.0,2.5114815522491493e-07,0.0,2.5114815522491493e-07
1653,0.0,2.5114815522491493e-07,0.0,2.5114815522491493e-07
1654,4.1483186155996266e-08,2.5114815522491493e-07,4.1483186155996266e-08,2.5114815522491493e-07
1655,4.1483186155996266e-08,3.092511998862132e-07,4.1483186155996266e-08,3.092511998862132e-07
1656,4.1483186155996266e-08,2.3102342489827216e-07,4.1483186155996266e-08,2.3102342489827216e-07
1657,4.1483186155996266e-08,1.8710328829131739e-07,4.1483186155996266e-08,1.8710328829131739e-07
1658,4.1483186155996266e-08,5.81030446612983e-08,4.1483186155996266e-08,5.81030446612983e-08
1659,4.1483186155996266e-08,5.81030446612983e-08,4.1483186155996266e-08,5.81030446612983e-08
1660,4.1483186155996266e-08,5.81030446612983e-08,4.1483186155996266e-08,5.81030446612983e-08
1661,0.0,5.81030446612983e-08,0.0,5.81030446612983e-08
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,2.4600601428963794e-08,0.0,2.4600601428963794e-08,0.0
1673,2.4600601428963794e-08,0.0,2.4600601428963794e-08,0.0
1674,2.4600601428963794e-08,0.0,2.4600601428963794e-08,0.0
1675,2.4600601428963794e-08,0.0,2.4600601428963794e-08,0.0
1676,2.4600601428963794e-08,0.0,2.4600601428963794e-08,0.0
1677,2.4600601428963794e-08,0.0,2.4600601428963794e-08,0.0
1678,2.4600601428963794e-08,7.967428570866884e-08,2.4600601428963794e-08,7.967428570866884e-08
1679,0.0,7.967428570866884e-08,0.0,7.967428570866884e-08
1680,0.0,7.967428570866884e-08,0.0,7.967428570866884e-08
1681,0.0,7.967428570866884e-08,0.0,7.967428570866884e-08
1682,0.0,7.967428570866884e-08,0.0,7.967428570866884e-08
1683,0.0,7.967428570866884e-08,0.0,7.967428570866884e-08
1684,0.0,7.967428570866884e-08,0.0,7.967428570866884e-08
1685,0.0,0.0,0.0,0.0
1686,0.0,2.762920660513503e-08,0.0,2.762920660513503e-08
1687,0.0,6.882929629422766e-08,0.0,6.882929629422766e-08
1688,0.0,6.882929629422766e-08,0.0,6.882929629422766e-08
1689,0.0,6.882929629422766e-08,0.0,6.882929629422766e-08
1690,0.0,6.882929629422766e-08,0.0,6.882929629422766e-08
1691,0.0,6.882929629422766e-08,0.0,6.882929629422766e-08
1692,0.0,6.882929629422766e-08,0.0,6.882929629422766e-08
1693,0.0,4.1200089689092627e-08,0.0,4.1200089689092627e-08
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,1.4694149643089207e-08,0.0,1.4694149643089207e-08
1698,0.0,1.4694149643089207e-08,0.0,1.4694149643089207e-08
1699,0.0,1.4694149643089207e-08,0.0,1.4694149643089207e-08
1700,0.0,1.4694149643089207e-08,0.0,1.4694149643089207e-08
1701,0.0,2.4360908972604582e-08,0.0,2.4360908972604582e-08
1702,0.0,2.4360908972604582e-08,0.0,2.4360908972604582e-08
1703,0.0,2.4360908972604582e-08,0.0,2.4360908972604582e-08
1704,0.0,1.8328525998510614e-08,0.0,1.8328525998510614e-08
1705,0.0,3.664413534514617e-08,0.0,3.664413534514617e-08
1706,0.0,4.771951824165756e-08,0.0,4.771951824165756e-08
1707,0.0,4.771951824165756e-08,0.0,4.771951824165756e-08
1708,0.0,4.769862625510411e-08,0.0,4.769862625510411e-08
1709,0.0,4.769862625510411e-08,0.0,4.769862625510411e-08
1710,0.0,4.769862625510411e-08,0.0,4.769862625510411e-08
1711,0.0,4.87291883035011e-08,0.0,4.87291883035011e-08
1712,0.0,7.386725846864855e-08,0.0,7.386725846864855e-08
1713,1.0818015182069627e-08,8.442790593627641e-08,1.0818015182069627e-08,8.442790593627641e-08
1714,1.0818015182069627e-08,8.442790593627641e-08,1.0818015182069627e-08,8.442790593627641e-08
1715,1.0818015182069627e-08,8.610439193392137e-08,1.0818015182069627e-08,8.610439193392137e-08
1716,1.0818015182069627e-08,8.610439193392137e-08,1.0818015182069627e-08,8.610439193392137e-08
1717,1.0818015182069627e-08,9.37457974105525e-08,1.0818015182069627e-08,9.37457974105525e-08
1718,1.0818015182069627e-08,1.0727873751242051e-07,1.0818015182069627e-08,1.0727873751242051e-07
1719,1.0818015182069627e-08,7.040992906175753e-08,1.0818015182069627e-08,7.040992906175753e-08
1720,0.0,4.877389869761828e-08,0.0,4.877389869761828e-08
1721,0.0,5.753395677337332e-08,0.0,5.753395677337332e-08
1722,0.0,4.6211603432766424e-08,0.0,4.6211603432766424e-08
1723,0.0,5.2386779612691366e-08,0.0,5.2386779612691366e-08
1724,0.0,5.06162938864106e-08,0.0,5.06162938864106e-08
1725,0.0,2.739102506715036e-08,0.0,2.739102506715036e-08
1726,0.0,2.080615400603035e-08,0.0,2.080615400603035e-08
1727,0.0,2.080615400603035e-08,0.0,2.080615400603035e-08
1728,0.0,2.500521592959818e-08,0.0,2.500521592959818e-08
1729,0.0,2.500521592959818e-08,0.0,2.500521592959818e-08
1730,0.0,2.7013277709946644e-08,0.0,2.7013277709946644e-08
1731,0.0,2.1142357959596277e-08,0.0,2.1142357959596277e-08
1732,0.0,2.1142357959596277e-08,0.0,2.1142357959596277e-08
1733,0.0,2.1142357959596277e-08,0.0,2.1142357959596277e-08
1734,0.0,3.66275528002851e-08,0.0,3.66275528002851e-08
1735,0.0,2.3668432800962236e-08,0.0,2.3668432800962236e-08
1736,5.512325072589062e-09,2.3668432800962236e-08,5.512325072589062e-09,2.3668432800962236e-08
1737,5.512325072589062e-09,1.5485194840688824e-08,5.512325072589062e-09,1.5485194840688824e-08
1738,5.512325072589062e-09,1.5485194840688824e-08,5.512325072589062e-09,1.5485194840688824e-08
1739,5.512325072589062e-09,1.5485194840688824e-08,5.512325072589062e-09,1.5485194840688824e-08
1740,5.512325072589062e-09,2.2972473447323083e-08,5.512325072589062e-09,2.2972473447323083e-08
1741,5.512325072589062e-09,7.48727860663426e-09,5.512325072589062e-09,7.48727860663426e-09
1742,5.512325072589062e-09,2.0242023168748347e-08,5.512325072589062e-09,2.0242023168748347e-08
1743,0.0,2.0242023168748347e-08,0.0,2.0242023168748347e-08
1744,0.0,3.363420475466228e-08,0.0,3.363420475466228e-08
1745,0.0,3.9945780778387937e-08,0.0,3.9945780778387937e-08
1746,0.0,4.492375791999491e-08,0.0,4.492375791999491e-08
1747,0.0,3.743647931336065e-08,0.0,3.743647931336065e-08
1748,0.0,3.743647931336065e-08,0.0,3.743647931336065e-08
1749,0.0,2.963701512775125e-08,0.0,2.963701512775125e-08
1750,3.298731446729367e-09,3.293574657448062e-08,3.298731446729367e-09,3.293574657448062e-08
1751,3.298731446729367e-09,1.9543564988566686e-08,3.298731446729367e-09,1.9543564988566686e-08
1752,3.298731446729367e-09,1.323198896484103e-08,3.298731446729367e-09,1.323198896484103e-08
1753,3.298731446729367e-09,1.3283364249819637e-08,3.298731446729367e-09,1.3283364249819637e-08
1754,3.298731446729367e-09,2.165150167091464e-08,3.298731446729367e-09,2.165150167091464e-08
1755,3.298731446729367e-09,2.165150167091464e-08,3.298731446729367e-09,2.165150167091464e-08
1756,3.298731446729367e-09,2.58026324116502e-08,3.298731446729367e-09,2.58026324116502e-08
1757,0.0,3.4684394023543064e-08,0.0,3.4684394023543064e-08
1758,0.0,3.4684394023543064e-08,0.0,3.4684394023543064e-08
1759,0.0,4.5120778732358046e-08,0.0,4.5120778732358046e-08
1760,0.0,4.807552705139122e-08,0.0,4.807552705139122e-08
1761,0.0,4.2482957088704354e-08,0.0,4.2482957088704354e-08
1762,0.0,4.2482957088704354e-08,0.0,4.2482957088704354e-08
1763,0.0,3.6215220536714044e-08,0.0,3.6215220536714044e-08
1764,0.0,2.6845407167083328e-08,0.0,2.6845407167083328e-08
1765,0.0,2.9792815579656107e-08,0.0,2.9792815579656107e-08
1766,0.0,3.296063942416692e-08,0.0,3.296063942416692e-08
1767,0.0,2.4976538678548162e-08,0.0,2.4976538678548162e-08
1768,0.0,2.2200971220140024e-08,0.0,2.2200971220140024e-08
1769,0.0,2.8293490471144522e-08,0.0,2.8293490471144522e-08
1770,0.0,2.5454815905894586e-08,0.0,2.5454815905894586e-08
1771,0.0,2.7909423851367266e-08,0.0,2.7909423851367266e-08
1772,0.0,3.0234179096818737e-08,0.0,3.0234179096818737e-08
1773,0.0,2.9605924315287017e-08,0.0,2.9605924315287017e-08
1774,0.0,3.227838745496163e-08,0.0,3.227838745496163e-08
1775,0.0,3.805576577674076e-08,0.0,3.805576577674076e-08
1776,2.712369503602271e-09,3.467561602933854e-08,2.712369503602271e-09,3.467561602933854e-08
1777,5.6304198129250185e-09,5.218391687021397e-08,5.6304198129250185e-09,5.218391687021397e-08
1778,5.6304198129250185e-09,4.9699772932042056e-08,5.6304198129250185e-09,4.9699772932042056e-08
1779,5.6304198129250185e-09,4.44276092740178e-08,5.6304198129250185e-09,4.44276092740178e-08
1780,5.6304198129250185e-09,3.614993612391767e-08,5.6304198129250185e-09,3.614993612391767e-08
1781,5.6304198129250185e-09,3.5389989859270695e-08,5.6304198129250185e-09,3.5389989859270695e-08
1782,5.6304198129250185e-09,3.392887850038408e-08,5.6304198129250185e-09,3.392887850038408e-08
1783,2.9180503093227473e-09,3.774030637211061e-08,2.9180503093227473e-09,3.774030637211061e-08
1784,0.0,2.356094976261959e-08,0.0,2.356094976261959e-08
1785,0.0,2.887041818309756e-08,0.0,2.887041818309756e-08
1786,0.0,4.897189346105993e-08,0.0,4.897189346105993e-08
1787,0.0,5.071932106050424e-08,0.0,5.071932106050424e-08
1788,0.0,5.141990833124055e-08,0.0,5.141990833124055e-08
1789,0.0,5.1757180636562746e-08,0.0,5.1757180636562746e-08
1790,0.0,5.407217048717225e-08,0.0,5.407217048717225e-08
1791,0.0,5.617305731675515e-08,0.0,5.617305731675515e-08
1792,0.0,6.00533281515579e-08,0.0,6.00533281515579e-08
1793,0.0,4.586798547328337e-08,0.0,4.586798547328337e-08
1794,0.0,4.940213317792898e-08,0.0,4.940213317792898e-08
1795,0.0,4.952884527905813e-08,0.0,4.952884527905813e-08
1796,0.0,6.004589181429765e-08,0.0,6.004589181429765e-08
1797,0.0,6.197865433575447e-08,0.0,6.197865433575447e-08
1798,0.0,6.638598699331461e-08,0.0,6.638598699331461e-08
1799,0.0,7.183742312122376e-08,0.0,7.183742312122376e-08
1800,4.116639093102289e-10,7.538956075287778e-08,4.116639093102289e-10,7.538956075287778e-08
1801,4.116639093102289e-10,9.0019750384077e-08,4.116639093102289e-10,9.0019750384077e-08
1802,8.457907073124358e-10,9.683072375667377e-08,8.457907073124358e-10,9.683072375667377e-08
1803,1.1967906665688588e-09,9.710413654115005e-08,1.1967906665688588e-09,9.710413654115005e-08
1804,1.1967906665688588e-09,9.57899907965449e-08,1.1967906665688588e-09,9.57899907965449e-08
1805,2.49517822276906e-09,1.0023508930804123e-07,2.49517822276906e-09,1.0023508930804123e-07
1806,2.49517822276906e-09,9.160347401250744e-08,2.49517822276906e-09,9.160347401250744e-08
1807,2.7111780122522434e-09,9.427003533346578e-08,2.7111780122522434e-09,9.427003533346578e-08
1808,2.7111780122522434e-09,8.354641778396399e-08,2.7111780122522434e-09,8.354641778396399e-08
1809,2.2770512142500365e-09,9.570660657638135e-08,2.2770512142500365e-09,9.570660657638135e-08
1810,1.9260512549936136e-09,9.072361503318202e-08,1.9260512549936136e-09,9.072361503318202e-08
1811,1.9260512549936136e-09,1.0376706934981225e-07,1.9260512549936136e-09,1.0376706934981225e-07
1812,6.276636987934126e-10,1.1168467547609648e-07,6.276636987934126e-10,1.1168467547609648e-07
1813,6.276636987934126e-10,1.1181702421124231e-07,6.276636987934126e-10,1.1181702421124231e-07
1814,1.2537488507697552e-09,1.2120488130611712e-07,1.2537488507697552e-09,1.2120488130611712e-07
1815,1.2537488507697552e-09,1.2161086613917048e-07,1.2537488507697552e-09,1.2161086613917048e-07
1816,3.7259942433008425e-09,1.0940852389142362e-07,3.7259942433008425e-09,1.0940852389142362e-07
1817,4.240036956458328e-09,1.1265532253089208e-07,4.240036956458328e-09,1.1265532253089208e-07
1818,4.41907182275563e-09,1.02328835436895e-07,4.41907182275563e-09,1.02328835436895e-07
1819,4.8699641620940176e-09,9.530900817773208e-08,4.8699641620940176e-09,9.530900817773208e-08
1820,5.164758033947083e-09,9.522977149702325e-08,5.164758033947083e-09,9.522977149702325e-08
1821,4.168117692263504e-09,8.669106270937326e-08,4.168117692263504e-09,8.669106270937326e-08
1822,4.168117692263504e-09,8.475077148010054e-08,4.168117692263504e-09,8.475077148010054e-08
1823,1.836335068133061e-09,8.661961966741469e-08,1.836335068133061e-09,8.661961966741469e-08
1824,1.8587724216954727e-09,8.323905526757309e-08,1.8587724216954727e-09,8.323905526757309e-08
1825,2.5660551778677085e-09,8.233357919250142e-08,2.5660551778677085e-09,8.233357919250142e-08
1826,2.115162838529321e-09,7.307845046560552e-08,2.115162838529321e-09,7.307845046560552e-08
1827,1.8203689666762557e-09,7.33322776471011e-08,1.8203689666762557e-09,7.33322776471011e-08
1828,1.5632604575900798e-09,8.131086559615142e-08,1.5632604575900798e-09,8.131086559615142e-08
1829,1.5632604575900798e-09,8.048372584263624e-08,1.5632604575900798e-09,8.048372584263624e-08
1830,1.4227976891894351e-09,8.149583205100238e-08,1.4227976891894351e-09,8.149583205100238e-08
1831,1.0721069429056991e-09,8.74251558765796e-08,1.0721069429056991e-09,8.74251558765796e-08
1832,7.818355169624575e-10,8.66296444103552e-08,7.818355169624575e-10,8.66296444103552e-08
1833,8.643137792775844e-10,9.051964562039367e-08,8.643137792775844e-10,9.051964562039367e-08
1834,1.3626749411394761e-09,8.881435980307678e-08,1.3626749411394761e-09,8.881435980307678e-08
1835,1.44645834199153e-09,7.681661630596994e-08,1.44645834199153e-09,7.681661630596994e-08
1836,1.7467030599682687e-09,7.557501595962484e-08,1.7467030599682687e-09,7.557501595962484e-08
1837,1.9015858808226126e-09,6.883864855922184e-08,1.9015858808226126e-09,6.883864855922184e-08
1838,1.7157965603864511e-09,8.135688998679922e-08,1.7157965603864511e-09,8.135688998679922e-08
1839,1.1955318005415653e-09,8.247806653522665e-08,1.1955318005415653e-09,8.247806653522665e-08
1840,1.3398114363992265e-09,8.34719463073595e-08,1.3398114363992265e-09,8.34719463073595e-08
1841,8.414502745373348e-10,8.349721574469576e-08,8.414502745373348e-10,8.349721574469576e-08
1842,9.401131857116646e-10,8.176942856152891e-08,9.401131857116646e-10,8.176942856152891e-08
1843,9.021665874670808e-10,7.824022369667156e-08,9.021665874670808e-10,7.824022369667156e-08
1844,1.5486780191587002e-09,8.046737777687798e-08,1.5486780191587002e-09,8.046737777687798e-08
1845,1.7488943071519714e-09,6.697574862966706e-08,1.7488943071519714e-09,6.697574862966706e-08
1846,1.738333370106458e-09,6.333808956680644e-08,1.738333370106458e-09,6.333808956680644e-08
1847,2.5418684022694903e-09,6.210495990493265e-08,2.5418684022694903e-09,6.210495990493265e-08
1848,2.5418684022694903e-09,6.715612294832291e-08,2.5418684022694903e-09,6.715612294832291e-08
1849,3.1655151238358617e-09,6.921602592667244e-08,3.1655151238358617e-09,6.921602592667244e-08
1850,2.9981568220157786e-09,7.356980751589098e-08,2.9981568220157786e-09,7.356980751589098e-08
1851,3.589620461985632e-09,8.231086720148337e-08,3.589620461985632e-09,8.231086720148337e-08
1852,3.743335153754452e-09,7.658382677228864e-08,3.743335153754452e-09,7.658382677228864e-08
1853,4.932857503422586e-09,8.711025348670124e-08,4.932857503422586e-09,8.711025348670124e-08
1854,4.4580850281203e-09,9.127109633157358e-08,4.4580850281203e-09,9.127109633157358e-08
1855,4.825597270980657e-09,9.350279636269729e-08,4.825597270980657e-09,9.350279636269729e-08
1856,4.5164922754129375e-09,9.866820858763146e-08,4.5164922754129375e-09,9.866820858763146e-08
1857,4.614089364553462e-09,1.050329753330256e-07,4.614089364553462e-09,1.050329753330256e-07
1858,3.566852559343049e-09,1.0379167645981267e-07,3.566852559343049e-09,1.0379167645981267e-07
1859,4.065933018842267e-09,1.1476874257303799e-07,4.065933018842267e-09,1.1476874257303799e-07
1860,3.0551710050730208e-09,1.1238815034175786e-07,3.0551710050730208e-09,1.1238815034175786e-07
1861,3.855330816498232e-09,1.1565413465015289e-07,3.855330816498232e-09,1.1565413465015289e-07
1862,4.602184062412513e-09,1.1895064691965932e-07,4.602184062412513e-09,1.1895064691965932e-07
1863,4.964477876409237e-09,1.222945239679315e-07,4.964477876409237e-09,1.222945239679315e-07
1864,5.101606819530551e-09,1.2036318862231254e-07,5.101606819530551e-09,1.2036318862231254e-07
1865,6.303915009045877e-09,1.24000467037279e-07,6.303915009045877e-09,1.24000467037279e-07
1866,6.070258232579054e-09,1.2129583077629442e-07,6.070258232579054e-09,1.2129583077629442e-07
1867,6.733738994973188e-09,1.2450906337692557e-07,6.733738994973188e-09,1.2450906337692557e-07
1868,6.453539512309346e-09,1.291506218795543e-07,6.453539512309346e-09,1.291506218795543e-07
1869,5.932962343635495e-09,1.4123889258144118e-07,5.932962343635495e-09,1.4123889258144118e-07
1870,5.200389872696474e-09,1.4611364207439692e-07,5.200389872696474e-09,1.4611364207439692e-07
1871,5.398212837055232e-09,1.569872694062724e-07,5.398212837055232e-09,1.569872694062724e-07
1872,4.628366047563861e-09,1.5910093509319267e-07,4.628366047563861e-09,1.5910093509319267e-07
1873,4.438107667085031e-09,1.604256648793775e-07,4.438107667085031e-09,1.604256648793775e-07
1874,4.3652010974147365e-09,1.5648935353900534e-07,4.3652010974147365e-09,1.5648935353900534e-07
1875,4.653631329493939e-09,1.5333833403019526e-07,4.653631329493939e-09,1.5333833403019526e-07
1876,4.826482713493618e-09,1.4705722354132637e-07,4.826482713493618e-09,1.4705722354132637e-07
1877,6.482308594663826e-09,1.5132398394663532e-07,6.482308594663826e-09,1.5132398394663532e-07
1878,8.095656113736384e-09,1.4355964188845454e-07,8.095656113736384e-09,1.4355964188845454e-07
1879,1.0878782604909328e-08,1.4438934873136793e-07,1.0878782604909328e-08,1.4438934873136793e-07
1880,1.1436286838163921e-08,1.4786208981019756e-07,1.1436286838163921e-08,1.4786208981019756e-07
1881,1.2053749236835237e-08,1.5666167842352608e-07,1.2053749236835237e-08,1.5666167842352608e-07
1882,1.1143572318874005e-08,1.601423430689205e-07,1.1143572318874005e-08,1.601423430689205e-07
1883,1.0987262560086769e-08,1.661801028214021e-07,1.0987262560086769e-08,1.661801028214021e-07
1884,9.448814556175681e-09,1.5714226516852898e-07,9.448814556175681e-09,1.5714226516852898e-07
1885,7.859420479507305e-09,1.5497681208184337e-07,7.859420479507305e-09,1.5497681208184337e-07
1886,4.5189204283297664e-09,1.6013563250031178e-07,4.5189204283297664e-09,1.6013563250031178e-07
1887,3.9191954602303875e-09,1.5558221073368778e-07,3.9191954602303875e-09,1.5558221073368778e-07
1888,3.3582718352219233e-09,1.477126819590272e-07,3.3582718352219233e-09,1.477126819590272e-07
1889,3.244759365956489e-09,1.4091810689771072e-07,3.244759365956489e-09,1.4091810689771072e-07
1890,3.3933001012239774e-09,1.3930617573773167e-07,3.3933001012239774e-09,1.3930617573773167e-07
1891,3.789339144054184e-09,1.4756463733484842e-07,3.789339144054184e-09,1.4756463733484842e-07
1892,6.271560366271396e-09,1.5233753255675504e-07,6.271560366271396e-09,1.5233753255675504e-07
1893,6.650454980367775e-09,1.4131497140722006e-07,6.650454980367775e-09,1.4131497140722006e-07
1894,8.14138007803373e-09,1.3835312781143978e-07,8.14138007803373e-09,1.3835312781143978e-07
1895,8.37236026539147e-09,1.3523307375505412e-07,8.37236026539147e-09,1.3523307375505412e-07
1896,8.555410126374698e-09,1.337559152960109e-07,8.555410126374698e-09,1.337559152960109e-07
1897,8.372418853446512e-09,1.210932448917187e-07,8.372418853446512e-09,1.210932448917187e-07
1898,8.67027728977478e-09,1.1575896508020378e-07,8.67027728977478e-09,1.1575896508020378e-07
1899,6.9115873342034155e-09,1.139168728871352e-07,6.9115873342034155e-09,1.139168728871352e-07
1900,8.191326696303593e-09,1.1793240669736146e-07,8.191326696303593e-09,1.1793240669736146e-07
1901,7.547367524602627e-09,1.2000973218359183e-07,7.547367524602627e-09,1.2000973218359183e-07
1902,7.510045886758933e-09,1.193033298818591e-07,7.510045886758933e-09,1.193033298818591e-07
1903,8.293784262544283e-09,1.1910182503730279e-07,8.293784262544283e-09,1.1910182503730279e-07
1904,9.430108820802324e-09,1.1369675182290198e-07,9.430108820802324e-09,1.1369675182290198e-07
1905,1.2364827130438373e-08,1.0295609139835246e-07,1.2364827130438373e-08,1.0295609139835246e-07
1906,1.2982681850205933e-08,9.30972977438874e-08,1.2982681850205933e-08,9.30972977438874e-08
