ngram,KLA,KLA,KLA,KLA
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1731,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1732,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1733,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1734,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1735,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1736,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09,8.18323796027341e-09
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,1.7824051821792508e-08,1.7824051821792508e-08,1.7824051821792508e-08,1.7824051821792508e-08
1742,1.7824051821792508e-08,1.7824051821792508e-08,1.7824051821792508e-08,1.7824051821792508e-08
1743,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08
1744,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08
1745,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08
1746,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08
1747,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08,5.634962617153048e-08
1748,3.852557434973798e-08,3.852557434973798e-08,3.852557434973798e-08,3.852557434973798e-08
1749,3.852557434973798e-08,3.852557434973798e-08,3.852557434973798e-08,3.852557434973798e-08
1750,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09
1751,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09
1752,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09
1753,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09
1754,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09,3.298731446729367e-09
1755,7.152039214832127e-09,7.152039214832127e-09,7.152039214832127e-09,7.152039214832127e-09
1756,7.152039214832127e-09,7.152039214832127e-09,7.152039214832127e-09,7.152039214832127e-09
1757,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09
1758,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09
1759,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09
1760,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09
1761,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09,3.85330776810276e-09
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09
1791,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09
1792,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09
1793,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09
1794,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09
1795,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09
1796,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09,1.1048484032422883e-09
1797,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10
1798,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10
1799,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10
1800,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10,5.66923650881433e-10
1801,1.4956045925527762e-09,1.4956045925527762e-09,1.4956045925527762e-09,1.4956045925527762e-09
1802,3.232111784561604e-09,3.232111784561604e-09,3.232111784561604e-09,3.232111784561604e-09
1803,3.232111784561604e-09,3.232111784561604e-09,3.232111784561604e-09,3.232111784561604e-09
1804,2.665188133680171e-09,2.665188133680171e-09,2.665188133680171e-09,2.665188133680171e-09
1805,2.9248656354040138e-09,2.9248656354040138e-09,2.9248656354040138e-09,2.9248656354040138e-09
1806,3.9590660432559895e-09,3.9590660432559895e-09,3.9590660432559895e-09,3.9590660432559895e-09
1807,4.586729742049402e-09,4.586729742049402e-09,4.586729742049402e-09,4.586729742049402e-09
1808,3.6580488003780586e-09,3.6580488003780586e-09,3.6580488003780586e-09,3.6580488003780586e-09
1809,1.9215416083692307e-09,1.9215416083692307e-09,1.9215416083692307e-09,1.9215416083692307e-09
1810,1.9215416083692307e-09,1.9215416083692307e-09,1.9215416083692307e-09,1.9215416083692307e-09
1811,2.3903094900238185e-09,2.3903094900238185e-09,2.3903094900238185e-09,2.3903094900238185e-09
1812,2.369340247808184e-09,2.369340247808184e-09,2.369340247808184e-09,2.369340247808184e-09
1813,5.796666099503309e-09,5.796666099503309e-09,5.796666099503309e-09,5.796666099503309e-09
1814,5.586918673726262e-09,5.586918673726262e-09,5.586918673726262e-09,5.586918673726262e-09
1815,5.586918673726262e-09,5.586918673726262e-09,5.586918673726262e-09,5.586918673726262e-09
1816,5.777091392568577e-09,5.777091392568577e-09,5.777091392568577e-09,5.777091392568577e-09
1817,5.948438963621072e-09,5.948438963621072e-09,5.948438963621072e-09,5.948438963621072e-09
1818,6.016775664998062e-09,6.016775664998062e-09,6.016775664998062e-09,6.016775664998062e-09
1819,8.333124016221153e-09,8.333124016221153e-09,8.333124016221153e-09,8.333124016221153e-09
1820,4.3137885485933225e-09,4.3137885485933225e-09,4.3137885485933225e-09,4.3137885485933225e-09
1821,4.0244265301200446e-09,4.0244265301200446e-09,4.0244265301200446e-09,4.0244265301200446e-09
1822,4.273964333239328e-09,4.273964333239328e-09,4.273964333239328e-09,4.273964333239328e-09
1823,4.0837916143970125e-09,4.0837916143970125e-09,4.0837916143970125e-09,4.0837916143970125e-09
1824,4.180684076704466e-09,4.180684076704466e-09,4.180684076704466e-09,4.180684076704466e-09
1825,4.403280303869447e-09,4.403280303869447e-09,4.403280303869447e-09,4.403280303869447e-09
1826,6.232658603507904e-09,6.232658603507904e-09,6.232658603507904e-09,6.232658603507904e-09
1827,5.895038417731107e-09,5.895038417731107e-09,5.895038417731107e-09,5.895038417731107e-09
1828,7.752411776021769e-09,7.752411776021769e-09,7.752411776021769e-09,7.752411776021769e-09
1829,9.892199535700894e-09,9.892199535700894e-09,9.892199535700894e-09,9.892199535700894e-09
1830,9.987504077736884e-09,9.987504077736884e-09,9.987504077736884e-09,9.987504077736884e-09
1831,9.997948040891508e-09,9.997948040891508e-09,9.997948040891508e-09,9.997948040891508e-09
1832,1.0345190212416152e-08,1.0345190212416152e-08,1.0345190212416152e-08,1.0345190212416152e-08
1833,6.12571182667665e-09,6.12571182667665e-09,6.12571182667665e-09,6.12571182667665e-09
1834,6.436442188752421e-09,6.436442188752421e-09,6.436442188752421e-09,6.436442188752421e-09
1835,5.036998389813212e-09,5.036998389813212e-09,5.036998389813212e-09,5.036998389813212e-09
1836,4.374079907800064e-09,4.374079907800064e-09,4.374079907800064e-09,4.374079907800064e-09
1837,5.20807225916948e-09,5.20807225916948e-09,5.20807225916948e-09,5.20807225916948e-09
1838,5.311016991273374e-09,5.311016991273374e-09,5.311016991273374e-09,5.311016991273374e-09
1839,4.279855446233581e-09,4.279855446233581e-09,4.279855446233581e-09,4.279855446233581e-09
1840,4.2660708537185195e-09,4.2660708537185195e-09,4.2660708537185195e-09,4.2660708537185195e-09
1841,4.2006579405372085e-09,4.2006579405372085e-09,4.2006579405372085e-09,4.2006579405372085e-09
1842,3.8574358865847304e-09,3.8574358865847304e-09,3.8574358865847304e-09,3.8574358865847304e-09
1843,3.1146467547950506e-09,3.1146467547950506e-09,3.1146467547950506e-09,3.1146467547950506e-09
1844,3.788138366481572e-09,3.788138366481572e-09,3.788138366481572e-09,3.788138366481572e-09
1845,4.607807365822733e-09,4.607807365822733e-09,4.607807365822733e-09,4.607807365822733e-09
1846,4.988569430557683e-09,4.988569430557683e-09,4.988569430557683e-09,4.988569430557683e-09
1847,4.898002963533392e-09,4.898002963533392e-09,4.898002963533392e-09,4.898002963533392e-09
1848,4.6028025835198605e-09,4.6028025835198605e-09,4.6028025835198605e-09,4.6028025835198605e-09
1849,5.70302919175195e-09,5.70302919175195e-09,5.70302919175195e-09,5.70302919175195e-09
1850,4.9092908785805125e-09,4.9092908785805125e-09,4.9092908785805125e-09,4.9092908785805125e-09
1851,3.399359563679586e-09,3.399359563679586e-09,3.399359563679586e-09,3.399359563679586e-09
1852,2.2991849773263643e-09,2.2991849773263643e-09,2.2991849773263643e-09,2.2991849773263643e-09
1853,1.890900816877864e-09,1.890900816877864e-09,1.890900816877864e-09,1.890900816877864e-09
1854,1.8807972124168515e-09,1.8807972124168515e-09,1.8807972124168515e-09,1.8807972124168515e-09
1855,1.9836147843336047e-09,1.9836147843336047e-09,1.9836147843336047e-09,1.9836147843336047e-09
1856,1.0377168529236108e-09,1.0377168529236108e-09,1.0377168529236108e-09,1.0377168529236108e-09
1857,8.959714438626167e-10,8.959714438626167e-10,8.959714438626167e-10,8.959714438626167e-10
1858,9.1832128013003e-10,9.1832128013003e-10,9.1832128013003e-10,9.1832128013003e-10
1859,8.781275270422892e-10,8.781275270422892e-10,8.781275270422892e-10,8.781275270422892e-10
1860,9.518586038418216e-10,9.518586038418216e-10,9.518586038418216e-10,9.518586038418216e-10
1861,9.57843423624435e-10,9.57843423624435e-10,9.57843423624435e-10,9.57843423624435e-10
1862,9.117747192176142e-10,9.117747192176142e-10,9.117747192176142e-10,9.117747192176142e-10
1863,8.960873313209764e-10,8.960873313209764e-10,8.960873313209764e-10,8.960873313209764e-10
1864,8.95048226011243e-10,8.95048226011243e-10,8.95048226011243e-10,8.95048226011243e-10
1865,1.2221067253419854e-09,1.2221067253419854e-09,1.2221067253419854e-09,1.2221067253419854e-09
1866,1.2496565766311513e-09,1.2496565766311513e-09,1.2496565766311513e-09,1.2496565766311513e-09
1867,1.3437284380429e-09,1.3437284380429e-09,1.3437284380429e-09,1.3437284380429e-09
1868,1.3768651536365845e-09,1.3768651536365845e-09,1.3768651536365845e-09,1.3768651536365845e-09
1869,1.8592169312040392e-09,1.8592169312040392e-09,1.8592169312040392e-09,1.8592169312040392e-09
1870,1.6884961920712475e-09,1.6884961920712475e-09,1.6884961920712475e-09,1.6884961920712475e-09
1871,1.966009569428654e-09,1.966009569428654e-09,1.966009569428654e-09,1.966009569428654e-09
1872,1.6875508847467658e-09,1.6875508847467658e-09,1.6875508847467658e-09,1.6875508847467658e-09
1873,1.8331241683330494e-09,1.8331241683330494e-09,1.8331241683330494e-09,1.8331241683330494e-09
1874,1.6568026038412042e-09,1.6568026038412042e-09,1.6568026038412042e-09,1.6568026038412042e-09
1875,1.7677543516305049e-09,1.7677543516305049e-09,1.7677543516305049e-09,1.7677543516305049e-09
1876,1.3656259575548342e-09,1.3656259575548342e-09,1.3656259575548342e-09,1.3656259575548342e-09
1877,1.5389120414496409e-09,1.5389120414496409e-09,1.5389120414496409e-09,1.5389120414496409e-09
1878,1.4683010640670346e-09,1.4683010640670346e-09,1.4683010640670346e-09,1.4683010640670346e-09
1879,1.5488909163189187e-09,1.5488909163189187e-09,1.5488909163189187e-09,1.5488909163189187e-09
1880,1.6765919089564311e-09,1.6765919089564311e-09,1.6765919089564311e-09,1.6765919089564311e-09
1881,2.2050319348210223e-09,2.2050319348210223e-09,2.2050319348210223e-09,2.2050319348210223e-09
1882,2.134095106980689e-09,2.134095106980689e-09,2.134095106980689e-09,2.134095106980689e-09
1883,2.1351709448122082e-09,2.1351709448122082e-09,2.1351709448122082e-09,2.1351709448122082e-09
1884,1.964278898266717e-09,1.964278898266717e-09,1.964278898266717e-09,1.964278898266717e-09
1885,2.0295374270062894e-09,2.0295374270062894e-09,2.0295374270062894e-09,2.0295374270062894e-09
1886,1.950672433105792e-09,1.950672433105792e-09,1.950672433105792e-09,1.950672433105792e-09
1887,2.0586963721060313e-09,2.0586963721060313e-09,2.0586963721060313e-09,2.0586963721060313e-09
1888,2.273598055855887e-09,2.273598055855887e-09,2.273598055855887e-09,2.273598055855887e-09
1889,2.5626940569623002e-09,2.5626940569623002e-09,2.5626940569623002e-09,2.5626940569623002e-09
1890,2.62291518663257e-09,2.62291518663257e-09,2.62291518663257e-09,2.62291518663257e-09
1891,2.66538935367322e-09,2.66538935367322e-09,2.66538935367322e-09,2.66538935367322e-09
1892,2.7056786176617364e-09,2.7056786176617364e-09,2.7056786176617364e-09,2.7056786176617364e-09
1893,2.932195375393576e-09,2.932195375393576e-09,2.932195375393576e-09,2.932195375393576e-09
1894,2.683335648916747e-09,2.683335648916747e-09,2.683335648916747e-09,2.683335648916747e-09
1895,2.302506185714037e-09,2.302506185714037e-09,2.302506185714037e-09,2.302506185714037e-09
1896,2.2326195495533543e-09,2.2326195495533543e-09,2.2326195495533543e-09,2.2326195495533543e-09
1897,2.3883512627926554e-09,2.3883512627926554e-09,2.3883512627926554e-09,2.3883512627926554e-09
1898,2.9620565048357352e-09,2.9620565048357352e-09,2.9620565048357352e-09,2.9620565048357352e-09
1899,3.3128535787645727e-09,3.3128535787645727e-09,3.3128535787645727e-09,3.3128535787645727e-09
1900,3.6436293347565295e-09,3.6436293347565295e-09,3.6436293347565295e-09,3.6436293347565295e-09
1901,3.88540215873994e-09,3.88540215873994e-09,3.88540215873994e-09,3.88540215873994e-09
1902,4.10300764792331e-09,4.10300764792331e-09,4.10300764792331e-09,4.10300764792331e-09
1903,4.120760304411013e-09,4.120760304411013e-09,4.120760304411013e-09,4.120760304411013e-09
1904,4.409636243453617e-09,4.409636243453617e-09,4.409636243453617e-09,4.409636243453617e-09
1905,4.2050018387941785e-09,4.2050018387941785e-09,4.2050018387941785e-09,4.2050018387941785e-09
1906,4.301438729013642e-09,4.301438729013642e-09,4.301438729013642e-09,4.301438729013642e-09
1907,4.794578987800589e-09,4.794578987800589e-09,4.794578987800589e-09,4.794578987800589e-09
1908,5.4023958005546186e-09,5.4023958005546186e-09,5.4023958005546186e-09,5.4023958005546186e-09
1909,5.885018123612846e-09,5.885018123612846e-09,5.885018123612846e-09,5.885018123612846e-09
1910,6.152016737307317e-09,6.152016737307317e-09,6.152016737307317e-09,6.152016737307317e-09
1911,6.335061871912526e-09,6.335061871912526e-09,6.335061871912526e-09,6.335061871912526e-09
1912,6.733342201264187e-09,6.733342201264187e-09,6.733342201264187e-09,6.733342201264187e-09
1913,6.8702255947731115e-09,6.8702255947731115e-09,6.8702255947731115e-09,6.8702255947731115e-09
1914,6.721264877995736e-09,6.721264877995736e-09,6.721264877995736e-09,6.721264877995736e-09
1915,6.654897014409958e-09,6.654897014409958e-09,6.654897014409958e-09,6.654897014409958e-09
1916,6.214698216362129e-09,6.214698216362129e-09,6.214698216362129e-09,6.214698216362129e-09
1917,6.544734912746922e-09,6.544734912746922e-09,6.544734912746922e-09,6.544734912746922e-09
1918,7.001487453298491e-09,7.001487453298491e-09,7.001487453298491e-09,7.001487453298491e-09
1919,6.887253561111655e-09,6.887253561111655e-09,6.887253561111655e-09,6.887253561111655e-09
1920,6.9180604102468484e-09,6.9180604102468484e-09,6.9180604102468484e-09,6.9180604102468484e-09
1921,7.875092451164228e-09,7.875092451164228e-09,7.875092451164228e-09,7.875092451164228e-09
1922,7.957761307052027e-09,7.957761307052027e-09,7.957761307052027e-09,7.957761307052027e-09
1923,8.253063692771029e-09,8.253063692771029e-09,8.253063692771029e-09,8.253063692771029e-09
1924,8.266289240412204e-09,8.266289240412204e-09,8.266289240412204e-09,8.266289240412204e-09
1925,8.769341062832479e-09,8.769341062832479e-09,8.769341062832479e-09,8.769341062832479e-09
1926,8.845860678872799e-09,8.845860678872799e-09,8.845860678872799e-09,8.845860678872799e-09
1927,8.803664654420475e-09,8.803664654420475e-09,8.803664654420475e-09,8.803664654420475e-09
1928,1.1638049571668522e-08,1.1638049571668522e-08,1.1638049571668522e-08,1.1638049571668522e-08
1929,1.1082242964580554e-08,1.1082242964580554e-08,1.1082242964580554e-08,1.1082242964580554e-08
1930,1.0995935178265931e-08,1.0995935178265931e-08,1.0995935178265931e-08,1.0995935178265931e-08
1931,1.2143947720438014e-08,1.2143947720438014e-08,1.2143947720438014e-08,1.2143947720438014e-08
1932,1.1698485132985833e-08,1.1698485132985833e-08,1.1698485132985833e-08,1.1698485132985833e-08
1933,1.2427167453818048e-08,1.2427167453818048e-08,1.2427167453818048e-08,1.2427167453818048e-08
1934,1.2528416177508867e-08,1.2528416177508867e-08,1.2528416177508867e-08,1.2528416177508867e-08
1935,8.581111091540298e-09,8.581111091540298e-09,8.581111091540298e-09,8.581111091540298e-09
1936,9.494792190573825e-09,9.494792190573825e-09,9.494792190573825e-09,9.494792190573825e-09
1937,9.409000182155784e-09,9.409000182155784e-09,9.409000182155784e-09,9.409000182155784e-09
1938,8.262977730615667e-09,8.262977730615667e-09,8.262977730615667e-09,8.262977730615667e-09
1939,7.988257420622955e-09,7.988257420622955e-09,7.988257420622955e-09,7.988257420622955e-09
1940,7.099272090828533e-09,7.099272090828533e-09,7.099272090828533e-09,7.099272090828533e-09
1941,6.837949825414366e-09,6.837949825414366e-09,6.837949825414366e-09,6.837949825414366e-09
1942,7.371500806588724e-09,7.371500806588724e-09,7.371500806588724e-09,7.371500806588724e-09
1943,6.784950950284545e-09,6.784950950284545e-09,6.784950950284545e-09,6.784950950284545e-09
1944,7.403344286822338e-09,7.403344286822338e-09,7.403344286822338e-09,7.403344286822338e-09
1945,8.282665664438582e-09,8.282665664438582e-09,8.282665664438582e-09,8.282665664438582e-09
1946,9.56190967674583e-09,9.56190967674583e-09,9.56190967674583e-09,9.56190967674583e-09
