ngram,Naver,Nver,Navr,Navr
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,5.81030446612983e-08,0.0,0.0,0.0
1656,5.81030446612983e-08,0.0,0.0,0.0
1657,5.81030446612983e-08,0.0,0.0,0.0
1658,5.81030446612983e-08,0.0,0.0,0.0
1659,5.81030446612983e-08,0.0,0.0,0.0
1660,5.81030446612983e-08,0.0,0.0,0.0
1661,5.81030446612983e-08,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,7.347074821544603e-09,7.347074821544603e-09
1698,0.0,0.0,7.347074821544603e-09,7.347074821544603e-09
1699,0.0,0.0,7.347074821544603e-09,7.347074821544603e-09
1700,0.0,0.0,7.347074821544603e-09,7.347074821544603e-09
1701,0.0,0.0,7.347074821544603e-09,7.347074821544603e-09
1702,0.0,0.0,7.347074821544603e-09,7.347074821544603e-09
1703,0.0,0.0,7.347074821544603e-09,7.347074821544603e-09
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,1.72150233116294e-08,0.0,0.0,0.0
1711,1.72150233116294e-08,0.0,0.0,0.0
1712,1.72150233116294e-08,0.0,0.0,0.0
1713,1.72150233116294e-08,0.0,0.0,0.0
1714,1.72150233116294e-08,0.0,0.0,0.0
1715,1.72150233116294e-08,0.0,0.0,0.0
1716,1.72150233116294e-08,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,1.2774996045144299e-08,0.0,0.0,0.0
1727,1.2774996045144299e-08,0.0,0.0,0.0
1728,1.2774996045144299e-08,0.0,0.0,0.0
1729,1.2774996045144299e-08,0.0,0.0,0.0
1730,2.095823400541771e-08,0.0,0.0,0.0
1731,2.792497357160885e-08,0.0,0.0,0.0
1732,2.792497357160885e-08,0.0,0.0,0.0
1733,1.5149977526464553e-08,0.0,0.0,0.0
1734,1.5149977526464553e-08,0.0,0.0,0.0
1735,2.1616903568753643e-08,0.0,0.0,0.0
1736,2.1616903568753643e-08,0.0,0.0,0.0
1737,1.3433665608480233e-08,0.0,0.0,0.0
1738,6.466926042289092e-09,0.0,0.0,0.0
1739,6.466926042289092e-09,0.0,0.0,0.0
1740,6.466926042289092e-09,0.0,0.0,0.0
1741,6.466926042289092e-09,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,6.070941083180514e-09,0.0,0.0,0.0
1757,6.070941083180514e-09,0.0,0.0,0.0
1758,6.070941083180514e-09,0.0,0.0,0.0
1759,6.070941083180514e-09,0.0,3.4787949029383267e-09,3.4787949029383267e-09
1760,6.070941083180514e-09,0.0,3.4787949029383267e-09,3.4787949029383267e-09
1761,6.070941083180514e-09,0.0,3.4787949029383267e-09,3.4787949029383267e-09
1762,6.070941083180514e-09,0.0,3.4787949029383267e-09,3.4787949029383267e-09
1763,0.0,0.0,6.317469468188262e-09,6.317469468188262e-09
1764,0.0,0.0,6.317469468188262e-09,6.317469468188262e-09
1765,0.0,0.0,6.317469468188262e-09,6.317469468188262e-09
1766,0.0,0.0,2.8386745652499356e-09,2.8386745652499356e-09
1767,5.889004585567039e-09,0.0,2.8386745652499356e-09,2.8386745652499356e-09
1768,5.889004585567039e-09,0.0,2.8386745652499356e-09,2.8386745652499356e-09
1769,5.889004585567039e-09,0.0,2.8386745652499356e-09,2.8386745652499356e-09
1770,5.889004585567039e-09,0.0,0.0,0.0
1771,8.521648402799137e-09,0.0,0.0,0.0
1772,8.521648402799137e-09,0.0,0.0,0.0
1773,1.1116839258664056e-08,0.0,0.0,0.0
1774,7.900297812771636e-09,0.0,0.0,0.0
1775,7.900297812771636e-09,0.0,0.0,0.0
1776,7.900297812771636e-09,0.0,0.0,0.0
1777,1.665444823320935e-08,0.0,0.0,0.0
1778,1.4021804415977255e-08,0.0,2.7811436962922797e-09,2.7811436962922797e-09
1779,1.4021804415977255e-08,0.0,2.7811436962922797e-09,2.7811436962922797e-09
1780,1.1426613560112336e-08,0.0,2.7811436962922797e-09,2.7811436962922797e-09
1781,1.0666667295465361e-08,0.0,2.7811436962922797e-09,2.7811436962922797e-09
1782,1.0666667295465361e-08,0.0,2.7811436962922797e-09,2.7811436962922797e-09
1783,1.0666667295465361e-08,0.0,2.7811436962922797e-09,2.7811436962922797e-09
1784,1.9125168750276445e-09,0.0,4.445615811984485e-09,4.445615811984485e-09
1785,1.9125168750276445e-09,0.0,1.664472115692206e-09,1.664472115692206e-09
1786,3.252615193056434e-09,0.0,1.664472115692206e-09,1.664472115692206e-09
1787,7.120039922727171e-09,0.0,1.664472115692206e-09,1.664472115692206e-09
1788,7.820627193463484e-09,0.0,1.664472115692206e-09,1.664472115692206e-09
1789,3.574186280275171e-08,0.0,1.664472115692206e-09,1.664472115692206e-09
1790,4.0161256415720866e-08,0.0,1.664472115692206e-09,1.664472115692206e-09
1791,4.124722265329085e-08,0.0,0.0,0.0
1792,4.124722265329085e-08,0.0,0.0,0.0
1793,3.990712433526207e-08,0.0,0.0,0.0
1794,3.6039699605591325e-08,0.0,0.0,0.0
1795,3.616641170672048e-08,0.0,9.132721245919129e-10,9.132721245919129e-10
1796,1.0141499322864028e-08,0.0,9.132721245919129e-10,9.132721245919129e-10
1797,2.159596742704447e-08,0.0,9.132721245919129e-10,9.132721245919129e-10
1798,2.3981941385134827e-08,0.0,3.227898837110388e-09,3.227898837110388e-09
1799,2.6385019756349137e-08,0.0,3.8286684299139645e-09,3.8286684299139645e-09
1800,2.803167539359005e-08,0.0,4.2403323392241936e-09,4.2403323392241936e-09
1801,3.221073959939044e-08,0.0,4.704672810059865e-09,4.704672810059865e-09
1802,2.9905050150499535e-08,0.0,4.2255274834701595e-09,4.2255274834701595e-09
1803,3.608172621001009e-08,3.5099995925642295e-10,4.576527442726583e-09,4.576527442726583e-09
1804,2.813988093335646e-08,3.5099995925642295e-10,5.796837644820942e-09,5.796837644820942e-09
1805,3.4795363193903684e-08,3.5099995925642295e-10,4.2612434533343244e-09,4.2612434533343244e-09
1806,3.704618646769932e-08,3.5099995925642295e-10,3.6604738605307473e-09,3.6604738605307473e-09
1807,3.853784913410152e-08,3.5099995925642295e-10,3.4580311788648797e-09,3.4580311788648797e-09
1808,3.671241688429916e-08,3.5099995925642295e-10,3.229053897284879e-09,3.229053897284879e-09
1809,4.224880914957144e-08,3.5099995925642295e-10,3.3377015595803528e-09,3.3377015595803528e-09
1810,3.8534562715345344e-08,4.35875304104018e-10,3.4225769044279477e-09,3.4225769044279477e-09
1811,3.669652873635901e-08,4.35875304104018e-10,3.1398024656427636e-09,3.1398024656427636e-09
1812,3.301422931859374e-08,4.35875304104018e-10,2.360769944610906e-09,2.360769944610906e-09
1813,2.8942265853767627e-08,6.298547080721814e-10,2.9427081247947383e-09,2.9427081247947383e-09
1814,2.6639780096157243e-08,6.298547080721814e-10,3.151403170166743e-09,3.151403170166743e-09
1815,2.5444992335366123e-08,8.229954178468851e-10,3.6886028200098865e-09,3.6886028200098865e-09
1816,2.441896405715381e-08,8.229954178468851e-10,3.3360010785545212e-09,3.3360010785545212e-09
1817,2.4001205277203652e-08,3.8712011374286703e-10,3.0714733455029985e-09,3.0714733455029985e-09
1818,2.1845989842514006e-08,5.661549800401693e-10,2.492007314788428e-09,2.492007314788428e-09
1819,1.8707410414415497e-08,5.661549800401693e-10,3.393791993465202e-09,3.393791993465202e-09
1820,1.959944162521765e-08,3.7217557607200595e-10,3.401441556987501e-09,3.401441556987501e-09
1821,2.4934213424135772e-08,3.7217557607200595e-10,3.112079538514223e-09,3.112079538514223e-09
1822,2.552213386662418e-08,3.03803767856944e-10,2.589054502534692e-09,2.589054502534692e-09
1823,2.1139494155164584e-08,3.03803767856944e-10,2.539344552093021e-09,2.539344552093021e-09
1824,1.974678040131802e-08,3.03803767856944e-10,2.6362370144004744e-09,2.6362370144004744e-09
1825,1.8973433554439874e-08,1.2476890155964171e-10,2.7846344991771285e-09,2.7846344991771285e-09
1826,2.2776784585382918e-08,1.2476890155964171e-10,2.2383445652529588e-09,2.2383445652529588e-09
1827,2.297594489267648e-08,1.2476890155964171e-10,2.2761804584016586e-09,2.2761804584016586e-09
1828,1.735698708569901e-08,2.350982107403508e-10,2.588943440581407e-09,2.588943440581407e-09
1829,1.8350919260358622e-08,1.103293091807091e-10,2.620502751301704e-09,2.620502751301704e-09
1830,2.3602645108208468e-08,1.103293091807091e-10,3.147171793013318e-09,3.147171793013318e-09
1831,2.430567791478211e-08,2.032239693987898e-10,4.0865623266280895e-09,4.0865623266280895e-09
1832,2.5057132939971486e-08,2.032239693987898e-10,3.665244568169206e-09,3.665244568169206e-09
1833,2.8339499318669984e-08,2.032239693987898e-10,3.639662872677109e-09,3.639662872677109e-09
1834,3.164998136589199e-08,2.862841630424384e-10,4.341202334120656e-09,4.341202334120656e-09
1835,3.352805347641866e-08,1.7595485386172934e-10,4.402585518370472e-09,4.402585518370472e-09
1836,3.386486494402366e-08,1.7595485386172934e-10,4.42173312250763e-09,4.42173312250763e-09
1837,3.037453031952607e-08,2.5339626428890124e-10,4.0643669541040595e-09,4.0643669541040595e-09
1838,2.9565641109944148e-08,1.6050160407082055e-10,4.077948344084957e-09,4.077948344084957e-09
1839,3.322690973155724e-08,1.6050160407082055e-10,4.295924631898223e-09,4.295924631898223e-09
1840,2.6311603055059355e-08,1.6050160407082055e-10,4.117183514752907e-09,4.117183514752907e-09
1841,2.23776554746686e-08,1.4741902143455832e-10,3.208086082498848e-09,3.208086082498848e-09
1842,2.7489051225769246e-08,1.4741902143455832e-10,2.8878319735525793e-09,2.8878319735525793e-09
1843,2.7296822262863022e-08,1.4741902143455832e-10,2.8498853753079955e-09,2.8498853753079955e-09
1844,2.837950566611117e-08,2.7032617414387717e-10,2.8072511616881813e-09,2.8072511616881813e-09
1845,3.1276183103707515e-08,2.7032617414387717e-10,1.8529942659638111e-09,1.8529942659638111e-09
1846,3.1589719728941645e-08,3.355466737797741e-10,1.7455300221109432e-09,1.7455300221109432e-09
1847,2.938548014443297e-08,3.355466737797741e-10,1.7761744931986202e-09,1.7761744931986202e-09
1848,3.0851449141420876e-08,2.655690627723877e-10,1.7938102273415017e-09,1.7938102273415017e-09
1849,2.4868781319956464e-08,2.655690627723877e-10,2.2024988023870507e-09,2.2024988023870507e-09
1850,2.7110252074992658e-08,2.655690627723877e-10,2.9845386955480127e-09,2.9845386955480127e-09
1851,2.6675756460901667e-08,1.1164909473139671e-10,3.738836367490299e-09,3.738836367490299e-09
1852,2.3257994768195138e-08,1.1164909473139671e-10,4.584235832208858e-09,4.584235832208858e-09
1853,1.758624395315727e-08,4.642859509549981e-11,5.0159457539881e-09,5.0159457539881e-09
1854,2.247475640513942e-08,4.642859509549981e-11,5.490653519148379e-09,5.490653519148379e-09
1855,2.1166663469581896e-08,4.642859509549981e-11,5.473166110801588e-09,5.473166110801588e-09
1856,2.3782916588491584e-08,4.642859509549981e-11,5.577814464276441e-09,5.577814464276441e-09
1857,2.1833025419328222e-08,4.642859509549981e-11,5.39989253312001e-09,5.39989253312001e-09
1858,2.3527479773934245e-08,5.7603513229206473e-11,5.99136181936696e-09,5.99136181936696e-09
1859,2.7577219999638406e-08,5.7603513229206473e-11,5.914806929955116e-09,5.914806929955116e-09
1860,2.706515621144133e-08,5.7603513229206473e-11,6.507339682977025e-09,6.507339682977025e-09
1861,2.1468795820465758e-08,5.7603513229206473e-11,9.296502932544724e-09,9.296502932544724e-09
1862,2.4217252774556234e-08,5.7603513229206473e-11,1.1996712004754987e-08,1.1996712004754987e-08
1863,2.305003965474839e-08,1.0534139433764672e-10,1.3878774256832166e-08,1.3878774256832166e-08
1864,2.138022463833116e-08,1.5243651579106247e-10,1.5414209337499026e-08,1.5414209337499026e-08
1865,1.9102574062251117e-08,9.4833002561856e-11,1.4420482649260942e-08,1.4420482649260942e-08
1866,1.388356769232197e-08,1.3907262246577139e-10,1.4004037675517469e-08,1.4004037675517469e-08
1867,1.472523677595713e-08,1.3907262246577139e-10,1.3518745297805675e-08,1.3518745297805675e-08
1868,1.514622731997e-08,1.3907262246577139e-10,1.1731090702024209e-08,1.1731090702024209e-08
1869,1.253615021314301e-08,1.3907262246577139e-10,9.600514795847305e-09,9.600514795847305e-09
1870,1.0373392874843797e-08,9.133474135733114e-11,7.318324517819568e-09,7.318324517819568e-09
1871,1.0448815463653155e-08,8.481568225526814e-11,7.148156891797644e-09,7.148156891797644e-09
1872,8.470098717643687e-09,8.481568225526814e-11,8.167053668271608e-09,8.167053668271608e-09
1873,8.888287820038191e-09,4.057606235135276e-11,1.1331547922210916e-08,1.1331547922210916e-08
1874,8.882158627646471e-09,4.057606235135276e-11,1.3736452705462706e-08,1.3736452705462706e-08
1875,8.899177014346345e-09,8.069109269648322e-11,1.5087047135407616e-08,1.5087047135407616e-08
1876,9.086536348742617e-09,1.1902307710849007e-10,1.4480719829584082e-08,1.4480719829584082e-08
1877,1.2086491172981693e-08,1.1902307710849007e-10,1.6596729895163824e-08,1.6596729895163824e-08
1878,1.1955439051445995e-08,7.844701475713732e-11,1.6614738600801663e-08,1.6614738600801663e-08
1879,1.3256698849772874e-08,1.1336082866059932e-10,1.6722360829390936e-08,1.6722360829390936e-08
1880,1.6986552101424683e-08,2.1202087704555846e-10,1.4615732814503093e-08,1.4615732814503093e-08
1881,1.8736067427685806e-08,2.1202087704555846e-10,1.352797994260056e-08,1.352797994260056e-08
1882,2.573835747706913e-08,1.71905846700428e-10,1.1459230453425562e-08,1.1459230453425562e-08
1883,2.9794415315872617e-08,1.3357386228842116e-10,1.19110989008472e-08,1.19110989008472e-08
1884,2.9580529264145687e-08,1.6408476958115362e-10,1.0201184468578667e-08,1.0201184468578667e-08
1885,3.048000036492178e-08,1.6408476958115362e-10,8.531957806923174e-09,8.531957806923174e-09
1886,3.4811130232372175e-08,1.5675957159328695e-10,7.06215327487111e-09,7.06215327487111e-09
1887,3.491276271258162e-08,5.8099523208327803e-11,6.048147633513119e-09,6.048147633513119e-09
1888,3.2402029250176515e-08,8.510236563071975e-11,4.833472035313337e-09,4.833472035313337e-09
1889,2.8243984928622012e-08,1.112732604470677e-10,4.390841277869737e-09,4.390841277869737e-09
1890,2.708139338177976e-08,1.112732604470677e-10,4.036271095131383e-09,4.036271095131383e-09
1891,2.5883075238652964e-08,1.0636740496331295e-10,3.872226317369609e-09,3.872226317369609e-09
1892,2.8048977997384228e-08,1.0636740496331295e-10,3.6063628908574887e-09,3.6063628908574887e-09
1893,2.495896543410124e-08,7.877878904771762e-11,3.653340138346347e-09,3.653340138346347e-09
1894,2.20338437019661e-08,1.008705619032213e-10,3.2994096978354393e-09,3.2994096978354393e-09
1895,2.2326434415528444e-08,7.386771948082936e-11,2.7798897152462943e-09,2.7798897152462943e-09
1896,2.2277876432497123e-08,1.0583810217124068e-10,2.825294601446363e-09,2.825294601446363e-09
1897,1.961592247364966e-08,1.244148573847121e-10,2.753365091479054e-09,2.753365091479054e-09
1898,4.7000534131314e-08,9.88098055757344e-11,2.774842260728454e-09,2.774842260728454e-09
1899,4.947788604222783e-08,9.88098055757344e-11,2.9520155843597097e-09,2.9520155843597097e-09
1900,4.880288795305887e-08,9.88098055757344e-11,3.6591766125074596e-09,3.6591766125074596e-09
1901,4.8594160187828295e-08,1.2812809147000337e-10,3.863992395888463e-09,3.863992395888463e-09
1902,4.7604134221858526e-08,1.4534638175562568e-10,3.976881522506557e-09,3.976881522506557e-09
1903,5.0500011537581354e-08,1.0314424909412573e-10,3.928343111121129e-09,3.928343111121129e-09
1904,5.144620932436997e-08,8.45674938806543e-11,3.979412957885334e-09,3.979412957885334e-09
1905,2.45260215945921e-08,1.3030807980271168e-10,4.0605979213990756e-09,4.0605979213990756e-09
1906,2.1596807897594772e-08,1.4582306592395407e-10,4.049787013674486e-09,4.049787013674486e-09
1907,2.156138835727818e-08,1.6047323985508248e-10,3.4446176070243186e-09,3.4446176070243186e-09
1908,2.2410931523251876e-08,1.2278763521817686e-10,3.7128109158552594e-09,3.7128109158552594e-09
1909,2.187741955848667e-08,1.0556934493255454e-10,3.806031997502909e-09,3.806031997502909e-09
1910,1.6808297801215336e-08,1.3095186839657506e-10,3.973065210161053e-09,3.973065210161053e-09
1911,1.5313388335158606e-08,1.8686359602528213e-10,4.184247519895783e-09,4.184247519895783e-09
1912,1.289215010937182e-08,1.8436533252444828e-10,4.0195448874109326e-09,4.0195448874109326e-09
1913,9.55641753032564e-09,3.9761705039609296e-10,4.453647133623966e-09,4.453647133623966e-09
1914,7.563421254376732e-09,3.9758336603127175e-10,4.818082504393877e-09,4.818082504393877e-09
1915,5.722608989852265e-09,4.794912473024152e-10,4.753031111550042e-09,4.753031111550042e-09
1916,6.70665859355982e-09,5.547505619556731e-10,4.665856780304369e-09,4.665856780304369e-09
1917,6.18463248867686e-09,5.413603622923218e-10,4.395750652363972e-09,4.395750652363972e-09
1918,6.320294890623959e-09,5.142091127896542e-10,4.386300878067573e-09,4.386300878067573e-09
1919,6.881648806356111e-09,4.851725370664489e-10,4.336807706601624e-09,4.336807706601624e-09
1920,7.289336023674764e-09,2.5640583307356176e-10,3.4913458552792473e-09,3.4913458552792473e-09
1921,7.940427172923949e-09,2.417893435072546e-10,3.0393947438232617e-09,3.0393947438232617e-09
1922,7.93324409339594e-09,1.4615700812324406e-10,2.8051781611867656e-09,2.8051781611867656e-09
1923,7.846607363859448e-09,1.6911147184986826e-10,3.0316171874465526e-09,3.0316171874465526e-09
1924,7.549224927722825e-09,1.6560153347817367e-10,2.909213449507421e-09,2.909213449507421e-09
1925,6.5885704511206964e-09,1.3684105535213424e-10,2.63881044793024e-09,2.63881044793024e-09
1926,6.078779130851737e-09,1.684812349157992e-10,2.3730987889055857e-09,2.3730987889055857e-09
1927,5.4876191210187895e-09,1.684812349157992e-10,2.758261412922585e-09,2.758261412922585e-09
1928,1.4122412572703524e-08,1.912907213582774e-10,2.968349804050823e-09,2.968349804050823e-09
1929,1.456782738884499e-08,1.912907213582774e-10,2.8140392397243576e-09,2.8140392397243576e-09
1930,1.3690949390061341e-08,1.2030433593768208e-10,2.3416879546545033e-09,2.3416879546545033e-09
1931,1.3435932112924677e-08,1.2211581547548279e-10,2.3878472532601336e-09,2.3878472532601336e-09
1932,1.6213038974858104e-08,1.6940230765768608e-10,2.658770156419418e-09,2.658770156419418e-09
1933,1.631132410092765e-08,1.2355638139600293e-10,2.8458168044309673e-09,2.8458168044309673e-09
1934,1.7742776010314694e-08,2.358957572929603e-10,2.975213932364186e-09,2.975213932364186e-09
1935,8.875081114467775e-09,2.575309370517991e-10,2.8277882416613156e-09,2.8277882416613156e-09
1936,8.251154870464461e-09,2.575309370517991e-10,3.1690707042691154e-09,3.1690707042691154e-09
1937,7.769149276296413e-09,2.3030354409251227e-10,3.786405950683453e-09,3.786405950683453e-09
1938,7.588044304007724e-09,2.475750358689664e-10,4.145929599630449e-09,4.145929599630449e-09
1939,4.643895680698864e-09,2.50076594353134e-10,4.330315566442826e-09,4.330315566442826e-09
1940,4.869560056773383e-09,2.50076594353134e-10,4.833985846529134e-09,4.833985846529134e-09
1941,3.41637994085074e-09,1.6531578883594022e-10,5.1047568077373336e-09,5.1047568077373336e-09
1942,2.8991581992242133e-09,1.4577916849857686e-10,6.124513467804198e-09,6.124513467804198e-09
1943,3.044902631619907e-09,2.959524391427897e-10,6.548635221394404e-09,6.548635221394404e-09
1944,3.0499895783567663e-09,3.3389508420038945e-10,6.575446409584629e-09,6.575446409584629e-09
1945,3.299592202640359e-09,4.0300710189646235e-10,6.614364611579049e-09,6.614364611579049e-09
1946,3.5554409892414795e-09,3.8631525954370613e-10,6.330603279686946e-09,6.330603279686946e-09
1947,4.061935391216512e-09,4.525431636569012e-10,5.893349998485422e-09,5.893349998485422e-09
