ngram,BASF,BSF,BASF,BSF
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,9.571610551769742e-09,0.0,9.571610551769742e-09,0.0
1715,9.571610551769742e-09,0.0,9.571610551769742e-09,0.0
1716,9.571610551769742e-09,0.0,9.571610551769742e-09,0.0
1717,9.571610551769742e-09,0.0,9.571610551769742e-09,0.0
1718,9.571610551769742e-09,0.0,9.571610551769742e-09,0.0
1719,9.571610551769742e-09,0.0,9.571610551769742e-09,0.0
1720,9.571610551769742e-09,0.0,9.571610551769742e-09,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,6.258523857890655e-09,0.0,6.258523857890655e-09,0.0
1733,6.258523857890655e-09,0.0,6.258523857890655e-09,0.0
1734,6.258523857890655e-09,0.0,6.258523857890655e-09,0.0
1735,6.258523857890655e-09,0.0,6.258523857890655e-09,0.0
1736,6.258523857890655e-09,0.0,6.258523857890655e-09,0.0
1737,6.258523857890655e-09,0.0,6.258523857890655e-09,0.0
1738,6.258523857890655e-09,0.0,6.258523857890655e-09,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,5.1018978248456344e-08,0.0,5.1018978248456344e-08,0.0
1743,5.1018978248456344e-08,0.0,5.1018978248456344e-08,0.0
1744,5.1018978248456344e-08,0.0,5.1018978248456344e-08,0.0
1745,5.1018978248456344e-08,0.0,5.1018978248456344e-08,0.0
1746,5.1018978248456344e-08,0.0,5.1018978248456344e-08,0.0
1747,5.1018978248456344e-08,0.0,5.1018978248456344e-08,0.0
1748,5.1018978248456344e-08,0.0,5.1018978248456344e-08,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,1.8645508248482656e-08,0.0,1.8645508248482656e-08
1759,0.0,1.8645508248482656e-08,0.0,1.8645508248482656e-08
1760,0.0,1.8645508248482656e-08,0.0,1.8645508248482656e-08
1761,0.0,1.8645508248482656e-08,0.0,1.8645508248482656e-08
1762,0.0,1.8645508248482656e-08,0.0,1.8645508248482656e-08
1763,0.0,1.8645508248482656e-08,0.0,1.8645508248482656e-08
1764,0.0,1.8645508248482656e-08,0.0,1.8645508248482656e-08
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,9.132721245919129e-10,0.0,9.132721245919129e-10,0.0
1796,9.132721245919129e-10,0.0,9.132721245919129e-10,0.0
1797,9.132721245919129e-10,0.0,9.132721245919129e-10,0.0
1798,9.132721245919129e-10,0.0,9.132721245919129e-10,0.0
1799,9.132721245919129e-10,0.0,9.132721245919129e-10,0.0
1800,2.148263915963915e-09,0.0,2.148263915963915e-09,0.0
1801,2.148263915963915e-09,0.0,2.148263915963915e-09,0.0
1802,1.2349917913720025e-09,0.0,1.2349917913720025e-09,0.0
1803,2.2879916374206134e-09,0.0,2.2879916374206134e-09,0.0
1804,2.5930691879442034e-09,3.0507755052358986e-10,2.5930691879442034e-09,3.0507755052358986e-10
1805,2.5930691879442034e-09,3.0507755052358986e-10,2.5930691879442034e-09,3.0507755052358986e-10
1806,2.851619289907197e-09,5.636276524865837e-10,2.851619289907197e-09,5.636276524865837e-10
1807,2.035069953823917e-09,5.636276524865837e-10,2.035069953823917e-09,5.636276524865837e-10
1808,2.035069953823917e-09,5.636276524865837e-10,2.035069953823917e-09,5.636276524865837e-10
1809,2.035069953823917e-09,5.636276524865837e-10,2.035069953823917e-09,5.636276524865837e-10
1810,1.2000077598273151e-09,5.636276524865837e-10,1.2000077598273151e-09,5.636276524865837e-10
1811,8.949302093037253e-10,2.5855010196299387e-10,8.949302093037253e-10,2.5855010196299387e-10
1812,1.3723467283201428e-09,2.5855010196299387e-10,1.3723467283201428e-09,2.5855010196299387e-10
1813,1.3077760303253122e-09,0.0,1.3077760303253122e-09,0.0
1814,8.893335750365899e-10,0.0,8.893335750365899e-10,0.0
1815,1.0824742848112935e-09,0.0,1.0824742848112935e-09,0.0
1816,1.6529924571985687e-09,1.901727188423154e-10,1.6529924571985687e-09,1.901727188423154e-10
1817,1.4350548051465596e-09,1.901727188423154e-10,1.4350548051465596e-09,1.901727188423154e-10
1818,1.6140896714438619e-09,9.063121840315245e-10,1.6140896714438619e-09,9.063121840315245e-10
1819,1.286970593586797e-09,9.063121840315245e-10,1.286970593586797e-09,9.063121840315245e-10
1820,1.0929911896186339e-09,1.0537091199580573e-09,1.0929911896186339e-09,1.0537091199580573e-09
1821,1.3500996987048097e-09,1.1822633745011452e-09,1.3500996987048097e-09,1.1822633745011452e-09
1822,1.1569589889301061e-09,1.1822633745011452e-09,1.1569589889301061e-09,1.1822633745011452e-09
1823,5.864408165428309e-10,9.920906556588299e-10,5.864408165428309e-10,9.920906556588299e-10
1824,5.864408165428309e-10,9.920906556588299e-10,5.864408165428309e-10,9.920906556588299e-10
1825,4.0740595024552865e-10,7.824184078408791e-10,4.0740595024552865e-10,7.824184078408791e-10
1826,3.7560675205026786e-10,9.00916650804971e-10,3.7560675205026786e-10,9.00916650804971e-10
1827,3.7560675205026786e-10,7.535197148784383e-10,3.7560675205026786e-10,7.535197148784383e-10
1828,1.1849824296409191e-10,6.249654603353503e-10,1.1849824296409191e-10,6.249654603353503e-10
1829,9.617895844828338e-10,6.952397387952455e-10,9.617895844828338e-10,6.952397387952455e-10
1830,1.1523986685548137e-09,6.952397387952455e-10,1.1523986685548137e-09,6.952397387952455e-10
1831,1.1523986685548137e-09,6.952397387952455e-10,1.1523986685548137e-09,6.952397387952455e-10
1832,1.7484448650811097e-09,1.8877252142398707e-10,1.7484448650811097e-09,1.8877252142398707e-10
1833,1.6299466221170178e-09,2.352308030901489e-10,1.6299466221170178e-09,2.352308030901489e-10
1834,1.6299466221170178e-09,2.352308030901489e-10,1.6299466221170178e-09,2.352308030901489e-10
1835,1.6299466221170178e-09,4.865810135764751e-10,1.6299466221170178e-09,4.865810135764751e-10
1836,7.86655280598276e-10,7.165514530933186e-10,7.86655280598276e-10,7.165514530933186e-10
1837,5.960461965262961e-10,7.939928635204905e-10,5.960461965262961e-10,7.939928635204905e-10
1838,5.960461965262961e-10,7.939928635204905e-10,5.960461965262961e-10,7.939928635204905e-10
1839,7.578143668141024e-11,7.939928635204905e-10,7.578143668141024e-11,7.939928635204905e-10
1840,7.578143668141024e-11,1.3848959677455396e-09,7.578143668141024e-11,1.3848959677455396e-09
1841,1.4575904768879663e-10,1.3848959677455396e-09,1.4575904768879663e-10,1.3848959677455396e-09
1842,2.0657448767431267e-10,1.1335457572592134e-09,2.0657448767431267e-10,1.1335457572592134e-09
1843,2.0657448767431267e-10,1.0300246290815907e-09,2.0657448767431267e-10,1.0300246290815907e-09
1844,2.733573446965311e-10,9.525832186544188e-10,2.733573446965311e-10,9.525832186544188e-10
1845,2.733573446965311e-10,9.525832186544188e-10,2.733573446965311e-10,9.525832186544188e-10
1846,3.2801690728691465e-10,9.525832186544188e-10,3.2801690728691465e-10,9.525832186544188e-10
1847,3.2801690728691465e-10,2.573290548900177e-10,3.2801690728691465e-10,2.573290548900177e-10
1848,3.1272697130292823e-10,4.2139207203005316e-10,3.1272697130292823e-10,4.2139207203005316e-10
1849,2.519115313174122e-10,4.751316086602588e-10,2.519115313174122e-10,4.751316086602588e-10
1850,2.9938144027344803e-10,2.7840801886114264e-10,2.9938144027344803e-10,2.7840801886114264e-10
1851,2.3259858325122958e-10,3.2483661395664246e-10,2.3259858325122958e-10,3.2483661395664246e-10
1852,2.8316015405443247e-10,3.2483661395664246e-10,2.8316015405443247e-10,3.2483661395664246e-10
1853,1.5271915478263865e-10,3.7309595492450246e-10,1.5271915478263865e-10,3.7309595492450246e-10
1854,1.5271915478263865e-10,3.6299235046349006e-10,1.5271915478263865e-10,3.6299235046349006e-10
1855,2.5553672669939177e-10,2.5143108230350567e-10,2.5553672669939177e-10,2.5143108230350567e-10
1856,3.5493433589043176e-10,4.461855646858177e-10,3.5493433589043176e-10,4.461855646858177e-10
1857,3.5559865369754513e-10,4.943197914489669e-10,3.5559865369754513e-10,4.943197914489669e-10
1858,4.132021669267516e-10,4.478911963534671e-10,4.132021669267516e-10,4.478911963534671e-10
1859,4.2356998464221363e-10,5.08820584872132e-10,4.2356998464221363e-10,5.08820584872132e-10
1860,4.2356998464221363e-10,4.6056124390427197e-10,4.2356998464221363e-10,4.6056124390427197e-10
1861,4.2356998464221363e-10,4.665460636868854e-10,4.2356998464221363e-10,4.665460636868854e-10
1862,3.2178300896872665e-10,4.697625859735005e-10,3.2178300896872665e-10,4.697625859735005e-10
1863,6.997642029319248e-10,4.599579685381018e-10,6.997642029319248e-10,4.599579685381018e-10
1864,6.987250976221913e-10,4.118237417749526e-10,6.987250976221913e-10,4.118237417749526e-10
1865,6.853481353858675e-10,5.00276843760718e-10,6.853481353858675e-10,5.00276843760718e-10
1866,1.0668149617666855e-09,2.2531718475120907e-09,1.0668149617666855e-09,2.2531718475120907e-09
1867,1.1100274191885466e-09,2.3395967623558126e-09,1.1100274191885466e-09,2.3395967623558126e-09
1868,1.1100274191885466e-09,2.3279217799464037e-09,1.1100274191885466e-09,2.3279217799464037e-09
1869,1.0938950340782278e-09,2.3513752809924325e-09,1.0938950340782278e-09,2.3513752809924325e-09
1870,7.432256120067291e-10,2.19715880013714e-09,7.432256120067291e-10,2.19715880013714e-09
1871,7.367065529046662e-10,2.2377348624884927e-09,7.367065529046662e-10,2.2377348624884927e-09
1872,7.743834224654173e-10,2.149281760502727e-09,7.743834224654173e-10,2.149281760502727e-09
1873,3.3198720756593454e-10,3.7446612081001463e-10,3.3198720756593454e-10,3.7446612081001463e-10
1874,4.477376088932569e-10,3.6752263534088417e-10,4.477376088932569e-10,3.6752263534088417e-10
1875,5.680826999286483e-10,3.2271093733779056e-10,5.680826999286483e-10,3.2271093733779056e-10
1876,6.051607825963146e-10,5.118630678043904e-10,6.051607825963146e-10,5.118630678043904e-10
1877,6.88161428635021e-10,7.070035271513778e-10,6.88161428635021e-10,7.070035271513778e-10
1878,1.3732925431751498e-09,7.752835476778789e-10,1.3732925431751498e-09,7.752835476778789e-10
1879,1.5008719981121236e-09,8.101973615813409e-10,1.5008719981121236e-09,8.101973615813409e-10
1880,1.763965465758791e-09,8.69848657388975e-10,1.763965465758791e-09,8.69848657388975e-10
1881,1.7312649885121395e-09,8.219328233900163e-10,1.7312649885121395e-09,8.219328233900163e-10
1882,1.6433294764655366e-09,8.867519813675934e-10,1.6433294764655366e-09,8.867519813675934e-10
1883,1.5987881356118093e-09,6.826733345288716e-10,1.5987881356118093e-09,6.826733345288716e-10
1884,1.4806108264034786e-09,4.3357086175279033e-10,1.4806108264034786e-09,4.3357086175279033e-10
1885,1.0451364396939817e-09,3.8276133453228414e-10,1.0451364396939817e-09,3.8276133453228414e-10
1886,1.1391283333272995e-09,3.4784752062882214e-10,1.1391283333272995e-09,3.4784752062882214e-10
1887,9.313028027329346e-10,3.0445540929616554e-10,9.313028027329346e-10,3.0445540929616554e-10
1888,1.2370858999886737e-09,3.5389833920516725e-10,1.2370858999886737e-09,3.5389833920516725e-10
1889,1.387872588679403e-09,3.1525007604393807e-10,1.387872588679403e-09,3.1525007604393807e-10
1890,1.4569327212919448e-09,2.510048201033653e-10,1.4569327212919448e-09,2.510048201033653e-10
1891,1.4166101069967851e-09,2.4609896461961055e-10,1.4166101069967851e-09,2.4609896461961055e-10
1892,1.2162636453538767e-09,4.577114025096561e-10,1.2162636453538767e-09,4.577114025096561e-10
1893,1.0050355706400386e-09,5.268964252997626e-10,1.0050355706400386e-09,5.268964252997626e-10
1894,1.3474195449868022e-09,4.7162848824746e-10,1.3474195449868022e-09,4.7162848824746e-10
1895,1.0212301044492428e-09,3.906199629628253e-10,1.0212301044492428e-09,3.906199629628253e-10
1896,9.543163917832435e-10,4.6135119732440954e-10,9.543163917832435e-10,4.6135119732440954e-10
1897,1.1503617146159583e-09,6.285419982107346e-10,1.1503617146159583e-09,6.285419982107346e-10
1898,1.225418790250034e-09,6.029369464017569e-10,1.225418790250034e-09,6.029369464017569e-10
1899,1.2448159011516476e-09,4.06133579148157e-10,1.2448159011516476e-09,4.06133579148157e-10
1900,1.3332752600371732e-09,5.718664192982154e-10,1.3332752600371732e-09,5.718664192982154e-10
1901,1.3126304725703213e-09,7.089599145843855e-10,1.3126304725703213e-09,7.089599145843855e-10
1902,1.6372316914901676e-09,7.261782048700078e-10,1.6372316914901676e-09,7.261782048700078e-10
1903,1.7759754540007983e-09,6.45215220537335e-10,1.7759754540007983e-09,6.45215220537335e-10
1904,2.0494820047416748e-09,5.255856404857389e-10,2.0494820047416748e-09,5.255856404857389e-10
1905,2.075683450516611e-09,5.255856404857389e-10,2.075683450516611e-09,5.255856404857389e-10
1906,2.3697896502282235e-09,5.768499031618849e-10,2.3697896502282235e-09,5.768499031618849e-10
1907,2.4527867197627576e-09,4.4448326170470105e-10,2.4527867197627576e-09,4.4448326170470105e-10
1908,2.418890944687137e-09,4.583587656251506e-10,2.418890944687137e-09,4.583587656251506e-10
1909,2.126243784214158e-09,1.2266579676615104e-09,2.126243784214158e-09,1.2266579676615104e-09
1910,2.1053735897526492e-09,1.252040491125531e-09,2.1053735897526492e-09,1.252040491125531e-09
1911,1.6324844809290084e-09,1.204479270290802e-09,1.6324844809290084e-09,1.204479270290802e-09
1912,1.696227475938323e-09,1.276549810302896e-09,1.696227475938323e-09,1.276549810302896e-09
1913,2.436671309169469e-09,1.1953236773403525e-09,2.436671309169469e-09,1.1953236773403525e-09
1914,2.4945309627457034e-09,1.3120198062908729e-09,2.4945309627457034e-09,1.3120198062908729e-09
1915,2.3426842846571307e-09,1.1769895296482552e-09,2.3426842846571307e-09,1.1769895296482552e-09
1916,2.6714819245654553e-09,8.881835029355451e-10,2.6714819245654553e-09,8.881835029355451e-10
1917,2.7306062173287113e-09,1.9938020456855554e-08,2.7306062173287113e-09,1.9938020456855554e-08
1918,3.4811947768886853e-09,2.0326286923452334e-08,3.4811947768886853e-09,2.0326286923452334e-08
1919,4.046299248042626e-09,2.0282627876836275e-08,4.046299248042626e-09,2.0282627876836275e-08
1920,3.4129021672261015e-09,2.0402145697080113e-08,3.4129021672261015e-09,2.0402145697080113e-08
1921,3.4005670818919906e-09,2.043590282116029e-08,3.4005670818919906e-09,2.043590282116029e-08
1922,6.276516956964835e-09,2.070977963524496e-08,6.276516956964835e-09,2.070977963524496e-08
1923,8.97730369407514e-09,2.072869050811261e-08,8.97730369407514e-09,2.072869050811261e-08
1924,1.1223862347467924e-08,3.1760883427235852e-09,1.1223862347467924e-08,3.1760883427235852e-09
1925,1.320506472422624e-08,3.1789098635183676e-09,1.320506472422624e-08,3.1789098635183676e-09
1926,1.4074201994316939e-08,3.540188745329179e-09,1.4074201994316939e-08,3.540188745329179e-09
1927,2.0976476809510458e-08,4.355527430785092e-09,2.0976476809510458e-08,4.355527430785092e-09
1928,2.100939140119757e-08,6.794042344588596e-09,2.100939140119757e-08,6.794042344588596e-09
1929,1.928232415008121e-08,7.363943930828652e-09,1.928232415008121e-08,7.363943930828652e-09
1930,1.6768387091557557e-08,7.283959879700319e-09,1.6768387091557557e-08,7.283959879700319e-09
1931,1.5330334493920565e-08,6.401228658248215e-09,1.5330334493920565e-08,6.401228658248215e-09
1932,1.2926276461909327e-08,6.317502870040974e-09,1.2926276461909327e-08,6.317502870040974e-09
1933,1.210984078094311e-08,6.1131497641753185e-09,1.210984078094311e-08,6.1131497641753185e-09
1934,5.236358553111537e-09,5.472417630159043e-09,5.236358553111537e-09,5.472417630159043e-09
1935,6.960893258626097e-09,3.0697885820631298e-09,6.960893258626097e-09,3.0697885820631298e-09
1936,6.709492453690505e-09,2.5660078189255434e-09,6.709492453690505e-09,2.5660078189255434e-09
1937,7.200598339807129e-09,2.467005774268013e-09,7.200598339807129e-09,2.467005774268013e-09
1938,6.88189289681824e-09,3.1380678373287604e-09,6.88189289681824e-09,3.1380678373287604e-09
1939,8.721670877572966e-09,3.303692113527339e-09,8.721670877572966e-09,3.303692113527339e-09
1940,9.254696057122861e-09,3.788979669699139e-09,9.254696057122861e-09,3.788979669699139e-09
1941,9.653138479036118e-09,4.5551043889194685e-09,9.653138479036118e-09,4.5551043889194685e-09
1942,8.881679899478253e-09,9.27273115434803e-09,8.881679899478253e-09,9.27273115434803e-09
1943,8.522346447595704e-09,1.0718874169210072e-08,8.522346447595704e-09,1.0718874169210072e-08
1944,8.952402945945032e-09,1.2677768041718146e-08,8.952402945945032e-09,1.2677768041718146e-08
1945,9.182870654354604e-09,1.219550466962411e-08,9.182870654354604e-09,1.219550466962411e-08
1946,1.107108849041083e-08,1.3344232385748e-08,1.107108849041083e-08,1.3344232385748e-08
1947,1.0432552599581868e-08,1.370014007002445e-08,1.0432552599581868e-08,1.370014007002445e-08
1948,1.081158121759732e-08,1.3896597269738971e-08,1.081158121759732e-08,1.3896597269738971e-08
1949,1.5587562732629782e-08,1.7172081026980583e-08,1.5587562732629782e-08,1.7172081026980583e-08
1950,1.648246739094361e-08,1.670667972218455e-08,1.648246739094361e-08,1.670667972218455e-08
1951,2.4787659099903943e-08,1.6198452230347423e-08,2.4787659099903943e-08,1.6198452230347423e-08
1952,2.7789201352744286e-08,2.034132418060608e-08,2.7789201352744286e-08,2.034132418060608e-08
1953,2.936219857728263e-08,2.5214954188105106e-08,2.936219857728263e-08,2.5214954188105106e-08
1954,3.565941434199463e-08,2.9385133818290602e-08,3.565941434199463e-08,2.9385133818290602e-08
1955,4.0328840457602514e-08,3.620231466986265e-08,4.0328840457602514e-08,3.620231466986265e-08
1956,4.4695344822035365e-08,3.3819299995384104e-08,4.4695344822035365e-08,3.3819299995384104e-08
1957,5.1953404118470255e-08,3.6611589062017306e-08,5.1953404118470255e-08,3.6611589062017306e-08
