ngram,Texas Instruments,Texas Intruments
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,5.663999555086516e-09,0.0
1742,5.663999555086516e-09,0.0
1743,5.663999555086516e-09,0.0
1744,5.663999555086516e-09,0.0
1745,5.663999555086516e-09,0.0
1746,5.663999555086516e-09,0.0
1747,5.663999555086516e-09,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,9.46318173029275e-09,0.0
1751,9.46318173029275e-09,0.0
1752,9.46318173029275e-09,0.0
1753,9.46318173029275e-09,0.0
1754,9.46318173029275e-09,0.0
1755,9.46318173029275e-09,0.0
1756,9.46318173029275e-09,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,1.8154945800676258e-10,0.0
1817,1.8154945800676258e-10,0.0
1818,1.8154945800676258e-10,0.0
1819,1.8154945800676258e-10,0.0
1820,1.8154945800676258e-10,0.0
1821,1.8154945800676258e-10,0.0
1822,1.8154945800676258e-10,0.0
1823,2.4156702035530284e-09,0.0
1824,2.4156702035530284e-09,0.0
1825,2.4156702035530284e-09,0.0
1826,2.4156702035530284e-09,0.0
1827,2.4156702035530284e-09,0.0
1828,2.4156702035530284e-09,0.0
1829,3.3571593124496044e-09,0.0
1830,9.41489108896576e-10,0.0
1831,1.1191976710480033e-09,0.0
1832,1.1191976710480033e-09,0.0
1833,1.1191976710480033e-09,0.0
1834,1.1191976710480033e-09,0.0
1835,1.1191976710480033e-09,0.0
1836,1.7770856215142723e-10,0.0
1837,1.7770856215142723e-10,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,7.551379204479807e-10,0.0
1843,7.551379204479807e-10,0.0
1844,7.551379204479807e-10,0.0
1845,7.551379204479807e-10,0.0
1846,7.551379204479807e-10,0.0
1847,7.551379204479807e-10,0.0
1848,7.551379204479807e-10,0.0
1849,0.0,0.0
1850,4.533463683818541e-11,0.0
1851,4.533463683818541e-11,0.0
1852,4.533463683818541e-11,0.0
1853,4.533463683818541e-11,0.0
1854,4.533463683818541e-11,0.0
1855,4.533463683818541e-11,0.0
1856,4.533463683818541e-11,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,4.552568243023001e-11,0.0
1864,4.552568243023001e-11,0.0
1865,4.552568243023001e-11,0.0
1866,8.465924509045866e-10,0.0
1867,8.877804047457971e-10,0.0
1868,8.877804047457971e-10,0.0
1869,8.877804047457971e-10,0.0
1870,8.422547223155671e-10,0.0
1871,8.809001861287413e-10,0.0
1872,8.809001861287413e-10,0.0
1873,7.983341765438468e-11,0.0
1874,7.649584933742761e-11,0.0
1875,3.8203024077532177e-10,0.0
1876,7.470055923037527e-10,0.0
1877,7.470055923037527e-10,0.0
1878,2.124484489123597e-09,0.0
1879,2.124484489123597e-09,0.0
1880,2.155778173037629e-09,0.0
1881,2.1179277875133754e-09,0.0
1882,1.966609686606827e-09,0.0
1883,1.6016343350783962e-09,0.0
1884,1.6016343350783962e-09,0.0
1885,1.8550997444537794e-10,0.0
1886,4.216015968878344e-10,0.0
1887,4.4290219111279127e-10,0.0
1888,8.536844881794942e-10,0.0
1889,6.994681976481485e-10,0.0
1890,6.994681976481485e-10,0.0
1891,6.994681976481485e-10,0.0
1892,6.994681976481485e-10,0.0
1893,4.6337657520569206e-10,0.0
1894,4.10782297066703e-10,0.0
1895,0.0,0.0
1896,1.842626844756572e-11,0.0
1897,1.949025940639615e-10,0.0
1898,1.949025940639615e-10,0.0
1899,2.8137870604944785e-10,0.0
1900,2.8137870604944785e-10,0.0
1901,2.8137870604944785e-10,0.0
1902,2.8137870604944785e-10,0.0
1903,3.0833927078255385e-10,0.0
1904,1.3186294516615808e-10,0.0
1905,1.3186294516615808e-10,0.0
1906,1.7797762073636291e-10,0.0
1907,2.7536525044296363e-10,0.0
1908,2.883971940227857e-10,0.0
1909,2.883971940227857e-10,0.0
1910,2.560877462468422e-10,0.0
1911,2.560877462468422e-10,0.0
1912,2.560877462468422e-10,0.0
1913,2.4568509924906476e-10,0.0
1914,4.954698238991893e-10,0.0
1915,9.670712613644002e-10,0.0
1916,1.1244248994203764e-09,0.0
1917,1.1113475140156481e-09,0.0
1918,1.1250085406906101e-09,0.0
1919,1.3814781005657854e-09,0.0
1920,1.3033389149676366e-09,0.0
1921,9.828498848118983e-10,0.0
1922,1.2318138770910686e-09,0.0
1923,1.6342088039942938e-09,0.0
1924,1.8429337936673055e-09,0.0
1925,2.1350804953389003e-09,0.0
1926,1.900372422917026e-09,0.0
1927,2.007455558926198e-09,0.0
1928,2.1755805946448756e-09,0.0
1929,1.538040875215252e-09,0.0
1930,1.3920726218577935e-09,0.0
1931,2.4792637684908516e-09,0.0
1932,4.217784556139113e-09,0.0
1933,6.814935393784083e-09,0.0
1934,6.7278256735533606e-09,0.0
1935,6.533017313633696e-09,0.0
1936,6.814944921876684e-09,0.0
1937,6.97666108614595e-09,0.0
1938,9.957812792592082e-09,0.0
1939,8.552339784774686e-09,0.0
1940,5.9579473814836655e-09,0.0
1941,5.998815440420659e-09,0.0
1942,6.520162310857154e-09,0.0
1943,6.7338432568104474e-09,0.0
1944,6.880383116422298e-09,0.0
1945,3.1385748563586955e-09,0.0
1946,4.49793173738579e-09,0.0
1947,6.425455041052836e-09,0.0
1948,8.075797522774257e-09,0.0
1949,9.316869307797658e-09,0.0
1950,1.499759116896371e-08,0.0
1951,2.654979690065927e-08,0.0
1952,4.459379862201526e-08,0.0
1953,6.789236322341757e-08,0.0
1954,9.834945721313001e-08,0.0
1955,1.3438932011666793e-07,0.0
1956,1.9808537083625716e-07,2.5629784009392356e-11
1957,2.6839142159522975e-07,2.5629784009392356e-11
1958,3.288171512849658e-07,4.827422192147221e-11
1959,3.963510571176292e-07,4.827422192147221e-11
1960,4.521544586363494e-07,1.8928298214529856e-10
1961,5.074835038547982e-07,2.8563974598304146e-10
1962,5.650297063246918e-07,3.1475751965143976e-10
1963,6.006035521620236e-07,3.362554143856603e-10
1964,6.144407913260303e-07,4.3899077428743993e-10
1965,6.346019095612324e-07,4.2473487227301376e-10
1966,6.420357457110575e-07,4.5821925817194197e-10
1967,6.514277645562418e-07,3.256283764455478e-10
1968,6.453658280796455e-07,2.629977376750985e-10
1969,6.322578818591345e-07,2.595191294006506e-10
1970,6.3254459194338e-07,2.791585187218131e-10
1971,6.325331420547238e-07,2.275519504966818e-10
1972,6.502120787185309e-07,2.440001484590607e-10
1973,6.81276024546865e-07,3.362346105904658e-10
1974,7.339762321732581e-07,3.4332465442028186e-10
1975,8.108623644277811e-07,3.4044274145804213e-10
1976,9.013416502057225e-07,3.912453892608779e-10
1977,9.992938722851768e-07,3.779309087903471e-10
1978,1.0993789568861497e-06,3.966580318172573e-10
1979,1.1865294433326717e-06,4.645865616817854e-10
1980,1.269968964022285e-06,3.5377691649201333e-10
1981,1.372858264403476e-06,4.689048692980385e-10
1982,1.4288796462226725e-06,5.014990149345065e-10
1983,1.4552401320802995e-06,5.09532517369214e-10
1984,1.4358136825519198e-06,5.120148650299733e-10
1985,1.420381262765399e-06,4.559239900297258e-10
1986,1.412624767129143e-06,3.9601018793554235e-10
1987,1.3512961426645883e-06,4.192750045959949e-10
1988,1.2417750342917446e-06,3.282047064678828e-10
1989,1.1678523443541572e-06,3.0274521481013904e-10
1990,1.0983112182267568e-06,2.562818340482284e-10
1991,1.0572139785836043e-06,2.7538952170256895e-10
1992,1.0199242410635634e-06,3.100743372381436e-10
1993,9.640620045762001e-07,3.507977281674053e-10
1994,9.436215252987625e-07,3.4977621196244767e-10
1995,9.216668591501989e-07,3.527992382361995e-10
1996,8.792626512591337e-07,3.9885189992031455e-10
1997,8.386028136036267e-07,3.772703895320108e-10
1998,7.908625596948176e-07,3.297307288319118e-10
1999,7.404116705142119e-07,2.9160621734763177e-10
2000,6.718577724638765e-07,2.5758933280035327e-10
2001,6.085974786986168e-07,2.3009745200467232e-10
2002,5.59189386097257e-07,2.33541681033638e-10
2003,5.136212166689802e-07,1.593401333496328e-10
2004,4.7314466655734577e-07,1.5733463044303216e-10
2005,4.2520166435419273e-07,1.2983166823378666e-10
2006,3.7040550182609877e-07,1.9791525462149144e-10
2007,3.3658869418624296e-07,1.583572866091311e-10
2008,3.058698102417371e-07,1.6882263840857703e-10
2009,2.758467770393379e-07,1.5041813033229394e-10
2010,2.5546818400406277e-07,1.4838310788412024e-10
2011,2.3091899541733645e-07,1.3836765760943948e-10
2012,2.12489057714395e-07,1.5866791709871564e-10
2013,2.0663920809381254e-07,1.1080327429389771e-10
2014,1.9736304222663291e-07,1.1574268180785424e-10
2015,1.869332635351384e-07,9.561670750803307e-11
2016,1.7128361662344105e-07,7.393754755272549e-11
2017,1.6213576969903443e-07,7.71663549031798e-11
2018,1.611779339327768e-07,8.64263660638187e-11
2019,1.5836227973409223e-07,7.250750347354007e-11
