ngram,Denso,Dens,Dnso,Dnso
1629,0.0,3.60645068602545e-07,0.0,0.0
1630,0.0,4.468940671488651e-07,0.0,0.0
1631,0.0,4.468940671488651e-07,0.0,0.0
1632,0.0,5.38520201384277e-07,0.0,0.0
1633,0.0,3.088983849660768e-07,0.0,0.0
1634,0.0,4.3231654802054565e-07,0.0,0.0
1635,0.0,5.482524362118316e-07,0.0,0.0
1636,0.0,5.482524362118316e-07,0.0,0.0
1637,0.0,5.351635650185926e-07,0.0,0.0
1638,0.0,6.698336392219062e-07,0.0,0.0
1639,0.0,5.782075049864943e-07,0.0,0.0
1640,0.0,6.810155598811564e-07,0.0,0.0
1641,0.0,6.173194841656888e-07,0.0,0.0
1642,0.0,4.78310178258263e-07,0.0,0.0
1643,0.0,4.78310178258263e-07,0.0,0.0
1644,0.0,4.0515005090518183e-07,0.0,0.0
1645,0.0,4.6694730063531355e-07,0.0,0.0
1646,0.0,4.6694730063531355e-07,0.0,0.0
1647,0.0,1.196503664654561e-06,0.0,0.0
1648,0.0,1.3201785204078727e-06,0.0,0.0
1649,0.0,1.2904564609276089e-06,0.0,0.0
1650,0.0,1.6418175537832473e-06,0.0,0.0
1651,0.0,1.8998180410432854e-06,0.0,0.0
1652,0.0,1.7590221139991108e-06,0.0,0.0
1653,0.0,1.7590221139991108e-06,0.0,0.0
1654,0.0,1.3000063745494117e-06,0.0,0.0
1655,0.0,1.1166094314570988e-06,0.0,0.0
1656,0.0,1.1743036501294618e-06,0.0,0.0
1657,0.0,9.619647179144003e-07,0.0,0.0
1658,0.0,7.575798649993106e-07,0.0,0.0
1659,0.0,9.914131372365124e-07,0.0,0.0
1660,0.0,1.1517627375009657e-06,0.0,0.0
1661,0.0,9.127848760012316e-07,0.0,0.0
1662,0.0,1.2781835973133378e-06,0.0,0.0
1663,0.0,1.273651560852938e-06,0.0,0.0
1664,0.0,1.2525383397132828e-06,0.0,0.0
1665,0.0,1.4193807942319836e-06,0.0,0.0
1666,0.0,1.3296181171946436e-06,0.0,0.0
1667,0.0,1.3639824162835014e-06,0.0,0.0
1668,0.0,1.6233905496067434e-06,0.0,0.0
1669,0.0,1.3778081974383634e-06,0.0,0.0
1670,0.0,1.6329099301921296e-06,0.0,0.0
1671,0.0,1.7105519499896867e-06,0.0,0.0
1672,0.0,1.883703483989458e-06,0.0,0.0
1673,0.0,2.0551045492668763e-06,0.0,0.0
1674,0.0,2.1531653747583083e-06,0.0,0.0
1675,0.0,1.965297420675987e-06,0.0,0.0
1676,0.0,2.0602135951516435e-06,0.0,0.0
1677,0.0,1.8416528908866375e-06,0.0,0.0
1678,0.0,1.9647990744228342e-06,0.0,0.0
1679,0.0,1.755763605615357e-06,0.0,0.0
1680,0.0,1.5837417614810484e-06,0.0,0.0
1681,0.0,1.492349659721575e-06,0.0,0.0
1682,0.0,1.4074048603366203e-06,0.0,0.0
1683,0.0,1.4133446078241313e-06,0.0,0.0
1684,0.0,1.6545157401586558e-06,0.0,0.0
1685,0.0,1.6187002285862815e-06,0.0,0.0
1686,0.0,1.6551597273714184e-06,0.0,0.0
1687,0.0,1.7444391541435574e-06,0.0,0.0
1688,0.0,1.8226060011069682e-06,0.0,0.0
1689,0.0,1.9226379858342365e-06,0.0,0.0
1690,0.0,1.8681280217996182e-06,0.0,0.0
1691,0.0,1.5568901160025104e-06,0.0,0.0
1692,0.0,1.463352841061091e-06,0.0,0.0
1693,0.0,1.4304263556498751e-06,0.0,0.0
1694,0.0,1.33711012040294e-06,0.0,0.0
1695,0.0,1.3987103264818351e-06,0.0,0.0
1696,0.0,1.4296472759919458e-06,0.0,0.0
1697,1.4694149643089207e-08,1.5059384200607643e-06,0.0,0.0
1698,1.4694149643089207e-08,1.7295836057331014e-06,0.0,0.0
1699,1.4694149643089207e-08,1.840838681995852e-06,0.0,0.0
1700,1.4694149643089207e-08,1.8347014604712188e-06,0.0,0.0
1701,1.4694149643089207e-08,2.0456209475534185e-06,0.0,0.0
1702,1.4694149643089207e-08,1.8722635104495566e-06,0.0,0.0
1703,1.4694149643089207e-08,1.9515646597158465e-06,0.0,0.0
1704,0.0,2.020934792718825e-06,0.0,0.0
1705,0.0,1.8367924699954789e-06,0.0,0.0
1706,0.0,1.8573791424257382e-06,0.0,0.0
1707,0.0,2.03998277876443e-06,0.0,0.0
1708,0.0,1.8847714337815496e-06,0.0,0.0
1709,0.0,2.1138047259228188e-06,0.0,0.0
1710,0.0,1.9891487324587487e-06,0.0,0.0
1711,0.0,2.0747106158783675e-06,0.0,0.0
1712,0.0,2.1654753611853394e-06,0.0,0.0
1713,0.0,2.2229197936342515e-06,0.0,0.0
1714,1.9143221103539483e-08,2.1454945421542756e-06,0.0,0.0
1715,1.9143221103539483e-08,2.2004055446294454e-06,0.0,0.0
1716,1.9143221103539483e-08,2.175488248212787e-06,0.0,0.0
1717,1.9143221103539483e-08,2.1599430998061768e-06,0.0,0.0
1718,1.9143221103539483e-08,1.963843276696155e-06,0.0,0.0
1719,1.9143221103539483e-08,2.124218846282539e-06,0.0,0.0
1720,1.9143221103539483e-08,1.8996274937827756e-06,0.0,0.0
1721,0.0,1.7263599180036441e-06,0.0,0.0
1722,0.0,1.5288425824370018e-06,0.0,0.0
1723,0.0,1.4101165756333752e-06,0.0,0.0
1724,0.0,1.512627412531791e-06,0.0,0.0
1725,0.0,1.3922242325341877e-06,0.0,0.0
1726,0.0,1.3358667436997557e-06,0.0,0.0
1727,0.0,1.3871090394396951e-06,0.0,0.0
1728,0.0,1.3769012444494625e-06,0.0,0.0
1729,0.0,1.421642472061129e-06,0.0,0.0
1730,0.0,1.299392051480806e-06,0.0,0.0
1731,0.0,1.4656508986783073e-06,0.0,0.0
1732,0.0,1.5850411776747414e-06,0.0,0.0
1733,0.0,1.3512380486905125e-06,0.0,0.0
1734,0.0,1.4040431486656807e-06,0.0,0.0
1735,0.0,1.5525802967074145e-06,0.0,0.0
1736,0.0,1.65873213323461e-06,0.0,0.0
1737,0.0,1.6177814927686995e-06,0.0,0.0
1738,0.0,1.2513375427910693e-06,0.0,0.0
1739,0.0,1.0898357751492377e-06,0.0,0.0
1740,0.0,1.0813363441489595e-06,0.0,0.0
1741,0.0,9.480181282534821e-07,0.0,0.0
1742,0.0,8.55242327751122e-07,0.0,0.0
1743,0.0,7.887909256559007e-07,0.0,0.0
1744,4.464060359461135e-09,8.72908109223707e-07,0.0,0.0
1745,1.0775636383186793e-08,9.562713622861857e-07,0.0,0.0
1746,1.5753613524793764e-08,1.0319938447927207e-06,0.0,0.0
1747,1.5753613524793764e-08,1.0461252973722627e-06,0.0,0.0
1748,1.5753613524793764e-08,1.063306480578571e-06,0.0,0.0
1749,1.5753613524793764e-08,1.097128103668053e-06,0.0,0.0
1750,1.905234497152313e-08,1.039748220981502e-06,0.0,0.0
1751,1.4588284612061995e-08,1.0012771391692304e-06,0.0,0.0
1752,1.607388888658079e-08,9.337135387405786e-07,0.0,0.0
1753,1.1095911744973819e-08,8.996896992487433e-07,1.0058704853171158e-08,1.0058704853171158e-08
1754,1.1095911744973819e-08,8.710241396719149e-07,1.0058704853171158e-08,1.0058704853171158e-08
1755,1.1095911744973819e-08,7.868742061743563e-07,1.0058704853171158e-08,1.0058704853171158e-08
1756,1.1095911744973819e-08,6.877178618326849e-07,1.0058704853171158e-08,1.0058704853171158e-08
1757,7.797180298244451e-09,5.646503617689242e-07,1.0058704853171158e-08,1.0058704853171158e-08
1758,7.797180298244451e-09,4.911747899833634e-07,1.0058704853171158e-08,1.0058704853171158e-08
1759,0.0,4.237598026130789e-07,1.0058704853171158e-08,1.0058704853171158e-08
1760,0.0,3.911947682614222e-07,0.0,0.0
1761,0.0,3.547394799495253e-07,0.0,0.0
1762,0.0,3.69369579240291e-07,0.0,0.0
1763,0.0,3.0649541266874234e-07,0.0,0.0
1764,5.621359377983026e-09,3.4771783370095885e-07,0.0,0.0
1765,5.621359377983026e-09,3.533565303216944e-07,0.0,0.0
1766,5.621359377983026e-09,3.898351934594757e-07,0.0,0.0
1767,5.621359377983026e-09,3.8904262567029946e-07,0.0,0.0
1768,5.621359377983026e-09,4.386976948061212e-07,0.0,0.0
1769,5.621359377983026e-09,4.5460950762584875e-07,0.0,0.0
1770,5.621359377983026e-09,4.83925439149451e-07,0.0,0.0
1771,0.0,4.357878126930765e-07,0.0,0.0
1772,0.0,4.0490256633266395e-07,0.0,0.0
1773,0.0,3.6041584497833614e-07,0.0,0.0
1774,0.0,3.3201105052528745e-07,0.0,0.0
1775,0.0,4.0526462845897573e-07,0.0,0.0
1776,0.0,3.4947153590029044e-07,0.0,0.0
1777,0.0,3.064384855073448e-07,0.0,0.0
1778,0.0,3.34546923243449e-07,0.0,0.0
1779,0.0,3.411904328588987e-07,0.0,0.0
1780,0.0,3.26246074726961e-07,0.0,0.0
1781,0.0,3.381391024959157e-07,0.0,0.0
1782,0.0,2.08744511707794e-07,0.0,0.0
1783,0.0,2.1533886191653956e-07,0.0,0.0
1784,0.0,2.261265876768448e-07,0.0,0.0
1785,0.0,2.073159635074262e-07,0.0,0.0
1786,0.0,1.865489776621741e-07,0.0,0.0
1787,0.0,1.9482782980568508e-07,0.0,0.0
1788,0.0,1.981979137001742e-07,0.0,0.0
1789,0.0,1.8094991410017818e-07,0.0,0.0
1790,0.0,1.539604619032226e-07,0.0,0.0
1791,0.0,1.5172762601878276e-07,0.0,0.0
1792,0.0,1.6110629072077893e-07,0.0,0.0
1793,0.0,1.6198915022057137e-07,0.0,0.0
1794,9.979855672018596e-10,1.5687285883002134e-07,0.0,0.0
1795,9.979855672018596e-10,1.3842813067250453e-07,0.0,0.0
1796,9.979855672018596e-10,1.3847471385426096e-07,0.0,0.0
1797,9.979855672018596e-10,1.4843140507179798e-07,0.0,0.0
1798,1.5766422453314784e-09,1.518797055106396e-07,0.0,0.0
1799,1.5766422453314784e-09,1.429571798082309e-07,0.0,0.0
1800,1.5766422453314784e-09,1.4646246780460258e-07,0.0,0.0
1801,5.786566781296187e-10,1.5422457469834887e-07,0.0,0.0
1802,1.0127834761318256e-09,1.482497385804241e-07,0.0,0.0
1803,1.0127834761318256e-09,1.5764915011524344e-07,0.0,0.0
1804,1.0127834761318256e-09,1.645214950940499e-07,0.0,0.0
1805,4.341267980022069e-10,1.5526484885088264e-07,0.0,0.0
1806,6.926768999652008e-10,1.614467178358479e-07,0.0,0.0
1807,3.6217741187069154e-09,1.528975894465085e-07,0.0,0.0
1808,4.5632268757296e-09,1.4624539090846156e-07,0.0,0.0
1809,4.310024892539843e-09,1.5442523298198857e-07,0.0,0.0
1810,4.527962544591852e-09,1.4227768169965721e-07,0.0,0.0
1811,4.527962544591852e-09,1.7282883492595958e-07,0.0,0.0
1812,5.2440873548371366e-09,1.678513186220698e-07,0.0,0.0
1813,4.985537252874142e-09,1.5984080903308495e-07,0.0,0.0
1814,2.0564400341324276e-09,1.5313073272896611e-07,0.0,0.0
1815,1.3081279868844474e-09,1.501517741888035e-07,0.0,0.0
1816,1.8878940474412585e-09,1.5162858651202831e-07,0.0,0.0
1817,1.8413039664417446e-09,1.5685493995728654e-07,0.0,0.0
1818,2.199373699036349e-09,1.2005884692760966e-07,0.0,0.0
1819,2.685628418065887e-09,1.26574647651978e-07,0.0,0.0
1820,3.2752161617720178e-09,1.508228696219963e-07,0.0,0.0
1821,3.5323246708581937e-09,1.5048213900367306e-07,0.0,0.0
1822,4.961179705149326e-09,1.4112563105429997e-07,1.2476890155964171e-10,1.2476890155964171e-10
1823,4.7623399033826425e-09,1.3399798502535175e-07,1.2476890155964171e-10,1.2476890155964171e-10
1824,5.663952465769942e-09,1.3405302772590793e-07,1.2476890155964171e-10,1.2476890155964171e-10
1825,5.812349950546596e-09,1.2068524313235685e-07,1.2476890155964171e-10,1.2476890155964171e-10
1826,4.8469669071999584e-09,1.1121593144837658e-07,4.802636463122464e-10,4.802636463122464e-10
1827,4.780232194206186e-09,8.83124237865169e-08,4.802636463122464e-10,4.802636463122464e-10
1828,4.964440921842847e-09,9.053370421595122e-08,4.802636463122464e-10,4.802636463122464e-10
1829,3.412719456236906e-09,8.542552113307725e-08,3.554947447526047e-10,3.554947447526047e-10
1830,3.0414774667063072e-09,8.678366368388066e-08,3.554947447526047e-10,3.554947447526047e-10
1831,2.4329906184965874e-09,8.236375797261125e-08,3.554947447526047e-10,3.554947447526047e-10
1832,2.1819717778624538e-09,2.478059469370107e-07,3.554947447526047e-10,3.554947447526047e-10
1833,2.0274535542493967e-09,3.4377608569359707e-07,0.0,0.0
1834,1.919901491755281e-09,4.0191844468446494e-07,0.0,0.0
1835,1.7299344655187708e-09,4.757647208261265e-07,1.675668017041078e-10,1.675668017041078e-10
1836,1.809782546047245e-09,5.428020019491799e-07,2.4262798119829247e-10,2.4262798119829247e-10
1837,2.6259117737380068e-09,6.749539106668376e-07,3.9751080205263634e-10,3.9751080205263634e-10
1838,2.4667414777468366e-09,7.8287526353701e-07,3.9751080205263634e-10,3.9751080205263634e-10
1839,2.438637403123778e-09,6.522440076293736e-07,3.9751080205263634e-10,3.9751080205263634e-10
1840,2.6585030050390354e-09,5.665502555984858e-07,3.9751080205263634e-10,3.9751080205263634e-10
1841,2.4531348698429512e-09,5.399178511262497e-07,3.9751080205263634e-10,3.9751080205263634e-10
1842,2.2626000993421412e-09,5.12001175171203e-07,2.9075944033404456e-10,2.9075944033404456e-10
1843,2.768223039684159e-09,4.7612926274658615e-07,2.1569826083985991e-10,2.1569826083985991e-10
1844,1.961833291057908e-09,3.55315853945675e-07,6.081543998551605e-11,6.081543998551605e-11
1845,1.7900078324346274e-09,2.7201818194758485e-07,6.081543998551605e-11,6.081543998551605e-11
1846,2.2148685504700236e-09,2.5829557768832145e-07,6.081543998551605e-11,6.081543998551605e-11
1847,2.397368406966852e-09,2.6951322240620357e-07,6.081543998551605e-11,6.081543998551605e-11
1848,2.460873956991857e-09,2.777728147813312e-07,1.7019079003231597e-10,1.7019079003231597e-10
1849,2.7762352575574514e-09,2.901705065434206e-07,1.0937535004679993e-10,1.0937535004679993e-10
1850,2.7850686994718946e-09,2.990492496175128e-07,1.5684525900283575e-10,1.5684525900283575e-10
1851,2.770434516717403e-09,3.1030139829064343e-07,2.0327385409833554e-10,2.0327385409833554e-10
1852,3.1425726941338083e-09,3.1223629954573493e-07,2.0327385409833554e-10,2.0327385409833554e-10
1853,2.683405037855786e-09,3.157046433800913e-07,3.4805188493208e-10,3.4805188493208e-10
1854,3.208598513866028e-09,3.047641367207429e-07,3.985537455619692e-10,3.985537455619692e-10
1855,3.565181118579476e-09,2.7266751650196444e-07,2.891783955151693e-10,2.891783955151693e-10
1856,3.884787618575152e-09,2.263924402866126e-07,2.891783955151693e-10,2.891783955151693e-10
1857,3.364611557619769e-09,2.0339760656692567e-07,2.8984271332228266e-10,2.8984271332228266e-10
1858,3.409311230154596e-09,1.9501870391585336e-07,3.586211446851958e-10,3.586211446851958e-10
1859,4.122283292495865e-09,1.8082745815003625e-07,3.586211446851958e-10,3.586211446851958e-10
1860,3.929245928624425e-09,1.7447097531788002e-07,2.748383227351476e-10,2.748383227351476e-10
1861,3.3711021751869907e-09,1.745837120584578e-07,2.243364621052584e-10,2.243364621052584e-10
1862,2.8525177299597105e-09,1.811818179930924e-07,2.243364621052584e-10,2.243364621052584e-10
1863,2.9205405871479684e-09,1.7978023387448567e-07,3.198122243221389e-10,3.198122243221389e-10
1864,2.964518392672184e-09,1.858841329749339e-07,2.716779975589897e-10,2.716779975589897e-10
1865,3.087916747698419e-09,1.830013149271638e-07,1.5647097110057676e-10,1.5647097110057676e-10
1866,2.4002044161721058e-09,1.9190118548197332e-07,2.0071059100449214e-10,2.0071059100449214e-10
1867,3.0051788359384902e-09,1.8520296813611431e-07,1.397153821207959e-10,1.397153821207959e-10
1868,2.642908788644657e-09,1.9066831669078965e-07,1.8452708012388948e-10,1.8452708012388948e-10
1869,3.5211194039850925e-09,1.9693506609590778e-07,1.8452708012388948e-10,1.8452708012388948e-10
1870,2.9684956159847786e-09,1.9880658490884733e-07,1.312877782679221e-10,1.312877782679221e-10
1871,2.9424193795765265e-09,1.9393076554154375e-07,1.312877782679221e-10,1.312877782679221e-10
1872,2.6295586819102823e-09,1.9279303436243416e-07,1.312877782679221e-10,1.312877782679221e-10
1873,2.449762028154469e-09,1.839096504292164e-07,1.6506566351865663e-10,1.6506566351865663e-10
1874,1.8845283230753805e-09,1.8751831427315275e-07,1.6506566351865663e-10,1.6506566351865663e-10
1875,1.9152500181045848e-09,1.8722363798977832e-07,1.2025396551556307e-10,1.2025396551556307e-10
1876,1.040598809501755e-09,1.7468974939609844e-07,1.5858594992756991e-10,1.5858594992756991e-10
1877,9.692231898014318e-10,1.710950223403935e-07,2.2120450312737968e-10,2.2120450312737968e-10
1878,1.097201817496745e-09,1.671889557590995e-07,2.2120450312737968e-10,2.2120450312737968e-10
1879,1.195905362833776e-09,1.6538095134624849e-07,2.2120450312737968e-10,2.2120450312737968e-10
1880,1.009259997004313e-09,1.6293119082482527e-07,1.7607368142856317e-10,1.7607368142856317e-10
1881,1.095781663819549e-09,1.587475882810655e-07,2.3920487217982915e-10,2.3920487217982915e-10
1882,1.1050748887393119e-09,1.487686103830908e-07,2.7161445116861774e-10,2.7161445116861774e-10
1883,1.2470599632306646e-09,1.4453930167032274e-07,4.2601823061324696e-10,4.2601823061324696e-10
1884,1.6259386852774632e-09,1.3966959500066878e-07,3.5167412434525657e-10,3.5167412434525657e-10
1885,1.6549118583445273e-09,1.444622402654464e-07,4.3874395981381905e-10,4.3874395981381905e-10
1886,1.6807883021893337e-09,1.4062888453736377e-07,4.663325757294144e-10,4.663325757294144e-10
1887,1.8755964717850506e-09,1.3830216565630898e-07,4.6107986079973225e-10,4.6107986079973225e-10
1888,1.884348296446855e-09,1.333160994931859e-07,3.9794867004846624e-10,3.9794867004846624e-10
1889,1.9379062481712187e-09,1.2947597635307568e-07,4.1788088069237364e-10,4.1788088069237364e-10
1890,1.883290745574584e-09,1.3393219790356981e-07,2.5044080698144455e-10,2.5044080698144455e-10
1891,1.3902103853023563e-09,1.3321309820314907e-07,2.9674505709818636e-10,2.9674505709818636e-10
1892,1.2731985723649482e-09,1.2150568043775172e-07,2.770899700164721e-10,2.770899700164721e-10
1893,1.2229752389363619e-09,1.1901534792611659e-07,2.9562470130592034e-10,2.9562470130592034e-10
1894,9.74192514356455e-10,1.1361040057928612e-07,3.563578242017838e-10,3.563578242017838e-10
1895,9.87376761701115e-10,1.1091782933395475e-07,3.7752903184592613e-10,3.7752903184592613e-10
1896,9.204630490351156e-10,1.0959982534229442e-07,4.414697972267488e-10,4.414697972267488e-10
1897,9.781720929278949e-10,1.008777325799721e-07,4.161741070810418e-10,4.161741070810418e-10
1898,1.0427578800431547e-09,9.579744845008723e-08,3.5739711785292323e-10,3.5739711785292323e-10
1899,1.4415725280159108e-09,9.840116125100654e-08,3.0819627603952323e-10,3.0819627603952323e-10
1900,2.880336207639849e-09,9.513751564327322e-08,2.9821413790756933e-10,2.9821413790756933e-10
1901,4.586366144008837e-09,9.123558340564029e-08,2.098470464855546e-10,2.098470464855546e-10
1902,5.505701688208424e-09,9.623185499257098e-08,2.0589412912703457e-10,2.0589412912703457e-10
1903,6.026984942865608e-09,9.511474985401946e-08,1.3742900666675288e-10,1.3742900666675288e-10
1904,6.305937549910823e-09,9.44354253208855e-08,2.0084396645803082e-10,2.0084396645803082e-10
1905,6.535930812440987e-09,9.72363726045192e-08,2.2854638419873245e-10,2.2854638419873245e-10
1906,6.493411427602577e-09,9.440060771177222e-08,2.5687743598901136e-10,2.5687743598901136e-10
1907,5.041890603431552e-09,9.43264534417462e-08,2.353864008470501e-10,2.353864008470501e-10
1908,3.5136153510505e-09,9.277462912190718e-08,3.177331255242523e-10,3.177331255242523e-10
1909,3.0937887648566485e-09,8.509642514452156e-08,3.1429584431062555e-10,3.1429584431062555e-10
1910,3.3515257711970646e-09,8.188120809953553e-08,2.9402619129108894e-10,2.9402619129108894e-10
1911,3.217858630349164e-09,7.61764117182143e-08,2.4458916340698774e-10,2.4458916340698774e-10
1912,3.070643818579656e-09,7.101224801837297e-08,2.132626852890951e-10,2.132626852890951e-10
1913,3.2127023739749104e-09,6.723072029249774e-08,1.6671772692536787e-10,1.6671772692536787e-10
1914,3.212466578464809e-09,6.224777188939307e-08,1.8130053212685381e-10,1.8130053212685381e-10
1915,3.3864759885204876e-09,5.927604971946364e-08,9.895380744965162e-11,9.895380744965162e-11
1916,3.1451688555149205e-09,5.626379869941697e-08,1.0022466091179944e-10,1.0022466091179944e-10
1917,2.8084954362128656e-09,5.5086039602818867e-08,8.664261570106341e-11,8.664261570106341e-11
1918,2.561318030685251e-09,5.5105180609059193e-08,8.704492285690638e-11,8.704492285690638e-11
1919,2.644052183547225e-09,5.3274678383071917e-08,7.263081505274168e-11,7.263081505274168e-11
1920,2.7555120407640743e-09,5.4047299207533276e-08,7.263081505274168e-11,7.263081505274168e-11
1921,2.9624243058634647e-09,5.7749795802562535e-08,9.96210524787219e-11,9.96210524787219e-11
1922,2.8624708000738306e-09,6.143626813630882e-08,9.96210524787219e-11,9.96210524787219e-11
1923,2.848925635084194e-09,6.60279764831882e-08,1.0912263453954907e-10,1.0912263453954907e-10
1924,2.803148380081666e-09,6.874703270146451e-08,9.515690021658481e-11,9.515690021658481e-11
1925,2.690976104645161e-09,7.006300860114476e-08,1.0378183629938015e-10,1.0378183629938015e-10
1926,3.1229615520584578e-09,7.272887054503891e-08,1.0378183629938015e-10,1.0378183629938015e-10
1927,2.8111479612378888e-09,7.144099965574111e-08,1.0378183629938015e-10,1.0378183629938015e-10
1928,3.0493479606454242e-09,7.094012285538806e-08,7.036810618326378e-11,7.036810618326378e-11
1929,3.0663654591668786e-09,7.121740403753002e-08,9.565390344880496e-11,9.565390344880496e-11
1930,3.190830817821423e-09,7.179080187467792e-08,7.110045885383443e-11,7.110045885383443e-11
1931,3.097706833107442e-09,7.35466656465178e-08,7.110045885383443e-11,7.110045885383443e-11
1932,3.855566849913268e-09,7.18101189940106e-08,4.809528370801936e-11,4.809528370801936e-11
1933,3.3995495466295924e-09,7.131985871719085e-08,4.809528370801936e-11,4.809528370801936e-11
