ngram,Pfizer,Pfizr,Pfzer,Pfzer
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,4.9116830983361326e-08,0.0,0.0,0.0
1646,4.9116830983361326e-08,0.0,0.0,0.0
1647,4.9116830983361326e-08,0.0,0.0,0.0
1648,4.9116830983361326e-08,0.0,0.0,0.0
1649,4.9116830983361326e-08,0.0,0.0,0.0
1650,4.9116830983361326e-08,0.0,0.0,0.0
1651,4.9116830983361326e-08,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,3.911019267174457e-08,0.0,0.0,0.0
1672,8.831139552967215e-08,0.0,0.0,0.0
1673,8.831139552967215e-08,0.0,0.0,0.0
1674,8.831139552967215e-08,0.0,0.0,0.0
1675,8.831139552967215e-08,0.0,0.0,0.0
1676,8.831139552967215e-08,0.0,0.0,0.0
1677,8.831139552967215e-08,0.0,0.0,0.0
1678,4.920120285792759e-08,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,1.1075382896511395e-08,0.0,0.0,0.0
1707,1.1075382896511395e-08,0.0,0.0,0.0
1708,1.1075382896511395e-08,0.0,0.0,0.0
1709,1.1075382896511395e-08,0.0,0.0,0.0
1710,1.1075382896511395e-08,0.0,0.0,0.0
1711,1.1075382896511395e-08,0.0,0.0,0.0
1712,1.1075382896511395e-08,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,3.6372119081663966e-07,0.0,0.0,0.0
1715,3.6372119081663966e-07,0.0,0.0,0.0
1716,3.6372119081663966e-07,0.0,0.0,0.0
1717,3.6372119081663966e-07,0.0,0.0,0.0
1718,3.6372119081663966e-07,0.0,0.0,0.0
1719,3.6372119081663966e-07,0.0,0.0,0.0
1720,3.6372119081663966e-07,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,5.739635103704391e-08,0.0,0.0,0.0
1743,5.739635103704391e-08,0.0,0.0,0.0
1744,5.739635103704391e-08,0.0,0.0,0.0
1745,5.739635103704391e-08,0.0,0.0,0.0
1746,5.739635103704391e-08,0.0,0.0,0.0
1747,5.739635103704391e-08,0.0,0.0,0.0
1748,5.739635103704391e-08,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,1.4276554541733536e-08,0.0,0.0,0.0
1752,1.4276554541733536e-08,0.0,0.0,0.0
1753,1.4276554541733536e-08,0.0,0.0,0.0
1754,1.4276554541733536e-08,0.0,0.0,0.0
1755,1.4276554541733536e-08,0.0,0.0,0.0
1756,1.4276554541733536e-08,0.0,0.0,0.0
1757,1.4276554541733536e-08,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,1.972044242190155e-09,0.0,0.0,0.0
1794,1.972044242190155e-09,0.0,0.0,0.0
1795,1.972044242190155e-09,0.0,0.0,0.0
1796,1.972044242190155e-09,0.0,0.0,0.0
1797,1.972044242190155e-09,0.0,0.0,0.0
1798,1.972044242190155e-09,0.0,0.0,0.0
1799,1.972044242190155e-09,0.0,0.0,0.0
1800,4.116639093102289e-10,0.0,0.0,0.0
1801,4.116639093102289e-10,0.0,0.0,0.0
1802,4.116639093102289e-10,0.0,0.0,0.0
1803,4.116639093102289e-10,0.0,0.0,0.0
1804,4.116639093102289e-10,0.0,0.0,0.0
1805,4.116639093102289e-10,0.0,0.0,0.0
1806,4.116639093102289e-10,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,0.0,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,3.803454376846308e-10,0.0,0.0,0.0
1817,3.803454376846308e-10,0.0,0.0,0.0
1818,3.803454376846308e-10,0.0,0.0,0.0
1819,3.803454376846308e-10,0.0,0.0,0.0
1820,5.277423736111636e-10,0.0,0.0,0.0
1821,5.277423736111636e-10,0.0,0.0,0.0
1822,7.772801767304469e-10,0.0,0.0,0.0
1823,5.373975074464608e-10,0.0,0.0,0.0
1824,6.715175241264351e-10,0.0,0.0,0.0
1825,6.715175241264351e-10,0.0,0.0,0.0
1826,6.715175241264351e-10,0.0,0.0,0.0
1827,5.241205881999025e-10,0.0,0.0,0.0
1828,6.344498973806115e-10,0.0,0.0,0.0
1829,6.709597123931234e-09,0.0,0.0,0.0
1830,6.56913435553059e-09,0.0,0.0,0.0
1831,6.8994876240806895e-09,0.0,0.0,0.0
1832,8.006430605801893e-09,0.0,0.0,0.0
1833,1.015086533083322e-08,0.0,0.0,0.0
1834,1.1064527492634011e-08,0.0,0.0,0.0
1835,1.2462299382929944e-08,0.0,0.0,0.0
1836,7.713899106777587e-09,0.0,0.0,0.0
1837,1.2205501117737834e-08,0.0,0.0,0.0
1838,1.4259777485798558e-08,0.0,0.0,0.0
1839,1.7017687830340426e-08,0.0,0.0,0.0
1840,1.6536144390296873e-08,0.0,0.0,0.0
1841,1.8841452461718485e-08,0.0,0.0,0.0
1842,1.8549660093672823e-08,0.0,0.0,0.0
1843,1.7235673459887428e-08,0.0,0.0,0.0
1844,1.3077985741968438e-08,0.0,0.0,0.0
1845,1.2494660227093033e-08,0.0,0.0,0.0
1846,1.3064800987093252e-08,0.0,0.0,0.0
1847,1.1947358911714088e-08,0.0,0.0,0.0
1848,1.3869030368596214e-08,0.0,0.0,0.0
1849,1.3405075018267456e-08,0.0,0.0,0.0
1850,1.4519404218609516e-08,0.0,0.0,0.0
1851,1.836406360311571e-08,0.0,0.0,0.0
1852,1.7540993990650122e-08,0.0,0.0,0.0
1853,1.3926408724630944e-08,0.0,0.0,0.0
1854,1.3986981858441335e-08,0.0,0.0,0.0
1855,1.010638214385803e-08,0.0,0.0,0.0
1856,1.3429330536496309e-08,0.0,0.0,0.0
1857,1.3207924658737674e-08,0.0,0.0,0.0
1858,1.0066214211385777e-08,0.0,0.0,0.0
1859,9.31943601654796e-09,0.0,0.0,0.0
1860,9.901916937187544e-09,0.0,0.0,0.0
1861,1.0086708103683252e-08,0.0,0.0,0.0
1862,9.160975755762024e-09,0.0,0.0,0.0
1863,5.658528471183136e-09,0.0,0.0,0.0
1864,6.245826554364596e-09,0.0,0.0,0.0
1865,6.845345655394551e-09,0.0,0.0,0.0
1866,1.2761795398219533e-08,0.0,0.0,0.0
1867,1.2568854496868603e-08,0.0,0.0,0.0
1868,1.2853521770748801e-08,0.0,0.0,0.0
1869,1.3983889919038411e-08,0.0,0.0,0.0
1870,1.4466946815109135e-08,0.0,0.0,0.0
1871,1.3819981032574852e-08,0.0,0.0,0.0
1872,1.4313087667464482e-08,0.0,0.0,0.0
1873,1.0527621758476308e-08,0.0,0.0,0.0
1874,1.0708597881452825e-08,0.0,0.0,0.0
1875,1.0555762803526087e-08,0.0,0.0,0.0
1876,1.0049384626041404e-08,0.0,0.0,0.0
1877,1.0915815172398067e-08,0.0,0.0,0.0
1878,2.1830715521023843e-08,0.0,0.0,0.0
1879,2.1167606715063617e-08,0.0,0.0,0.0
1880,2.3209408870984915e-08,0.0,0.0,0.0
1881,2.2891714175037644e-08,0.0,0.0,0.0
1882,2.4561834851713878e-08,0.0,0.0,0.0
1883,2.6430326498833826e-08,0.0,0.0,0.0
1884,2.621659524391719e-08,0.0,0.0,0.0
1885,1.5221955886244942e-08,0.0,0.0,0.0
1886,1.4859120410294833e-08,0.0,0.0,0.0
1887,1.2531475539796183e-08,0.0,0.0,0.0
1888,1.5211640328313284e-08,0.0,0.0,0.0
1889,1.4817229221364414e-08,0.0,0.0,0.0
1890,1.3052856954029072e-08,0.0,0.0,0.0
1891,1.3136599744508918e-08,0.0,0.0,0.0
1892,1.4457829600189598e-08,0.0,0.0,0.0
1893,1.5798822440769656e-08,0.0,0.0,0.0
1894,1.5576364579114203e-08,0.0,0.0,0.0
1895,1.3008557152107057e-08,0.0,0.0,0.0
1896,1.332965725099809e-08,0.0,0.0,0.0
1897,1.607547301623364e-08,0.0,0.0,0.0
1898,1.6303394317113932e-08,0.0,1.803816818135573e-11,1.803816818135573e-11
1899,1.651629677468236e-08,0.0,1.803816818135573e-11,1.803816818135573e-11
1900,1.7541315320914108e-08,0.0,1.803816818135573e-11,1.803816818135573e-11
1901,1.8380609034807094e-08,0.0,1.803816818135573e-11,1.803816818135573e-11
1902,2.0001602786732875e-08,0.0,1.803816818135573e-11,1.803816818135573e-11
1903,2.192916895690392e-08,0.0,1.803816818135573e-11,1.803816818135573e-11
1904,2.184656303480129e-08,0.0,1.803816818135573e-11,1.803816818135573e-11
1905,2.281467307138233e-08,0.0,0.0,0.0
1906,2.2545428888877594e-08,2.947847363036057e-10,0.0,0.0
1907,2.1786155102176963e-08,2.947847363036057e-10,0.0,0.0
1908,2.1593696989238457e-08,2.947847363036057e-10,0.0,0.0
1909,2.08956099407536e-08,2.947847363036057e-10,0.0,0.0
1910,2.034659919912331e-08,2.947847363036057e-10,0.0,0.0
1911,1.9710093240072572e-08,2.947847363036057e-10,0.0,0.0
1912,2.0858557167205812e-08,2.947847363036057e-10,0.0,0.0
1913,2.2481186309367525e-08,0.0,0.0,0.0
1914,2.4477413746686645e-08,0.0,0.0,0.0
1915,2.7388993803104507e-08,0.0,0.0,0.0
1916,3.122598509922422e-08,0.0,1.5051862534143368e-11,1.5051862534143368e-11
1917,3.1489763177968855e-08,0.0,1.5051862534143368e-11,1.5051862534143368e-11
1918,3.35343856810206e-08,0.0,1.5051862534143368e-11,1.5051862534143368e-11
1919,3.2920562022452163e-08,7.102873051627917e-11,1.5051862534143368e-11,1.5051862534143368e-11
1920,3.170862201378506e-08,7.102873051627917e-11,1.5051862534143368e-11,1.5051862534143368e-11
1921,3.040361689394493e-08,7.102873051627917e-11,1.5051862534143368e-11,1.5051862534143368e-11
1922,3.101552208712681e-08,7.102873051627917e-11,1.5051862534143368e-11,1.5051862534143368e-11
1923,3.057000823909155e-08,7.102873051627917e-11,0.0,0.0
1924,3.060872266757997e-08,7.102873051627917e-11,0.0,0.0
1925,3.03060639440998e-08,7.102873051627917e-11,0.0,0.0
1926,3.5379150276071414e-08,0.0,0.0,0.0
1927,4.0464283606362576e-08,4.547675728058412e-11,0.0,0.0
1928,5.065723282119247e-08,9.10957301655405e-11,0.0,0.0
1929,5.0314385800577707e-08,1.1638152743108167e-10,0.0,0.0
1930,5.355440738493858e-08,1.436089203903685e-10,0.0,0.0
1931,5.627941845887108e-08,1.436089203903685e-10,0.0,0.0
1932,8.22791242122938e-08,1.436089203903685e-10,0.0,0.0
1933,8.088799928275745e-08,1.436089203903685e-10,0.0,0.0
1934,7.926767153776382e-08,9.81321631097844e-11,0.0,0.0
1935,7.12065784114202e-08,5.2513190224828015e-11,0.0,0.0
1936,7.238394721704416e-08,4.816482530272432e-11,0.0,0.0
1937,7.742359743799301e-08,4.337984931585786e-11,0.0,0.0
1938,9.04884010261802e-08,4.337984931585786e-11,0.0,0.0
1939,8.420311660626925e-08,9.316789998222878e-11,0.0,0.0
1940,8.837295898242051e-08,1.1896116234945608e-10,0.0,0.0
1941,1.0017041012539657e-07,1.1896116234945608e-10,0.0,0.0
1942,1.1755245259743268e-07,1.6877725407736322e-10,0.0,0.0
1943,1.3565974147208442e-07,1.4783982173392574e-10,0.0,0.0
1944,1.467325298725492e-07,1.2539740476150537e-10,0.0,0.0
1945,1.5581604527272118e-07,1.2539740476150537e-10,0.0,0.0
1946,1.7484169591495758e-07,1.0870556240874914e-10,0.0,0.0
1947,2.0855151408990684e-07,8.291230004152185e-11,0.0,0.0
1948,2.580744669395634e-07,8.291230004152185e-11,0.0,0.0
1949,3.206320359692784e-07,3.309620831361469e-11,0.0,0.0
1950,3.88540747004689e-07,3.309620831361469e-11,0.0,0.0
1951,4.661106873170086e-07,3.309620831361469e-11,0.0,0.0
1952,5.604381669854774e-07,3.309620831361469e-11,1.5683949179073106e-11,1.5683949179073106e-11
1953,6.554970955871145e-07,0.0,1.5683949179073106e-11,1.5683949179073106e-11
1954,8.096294347329344e-07,1.7419147077138827e-10,3.0199905076688793e-11,3.0199905076688793e-11
1955,9.309259780820867e-07,3.481224990815284e-10,3.0199905076688793e-11,3.0199905076688793e-11
1956,1.0025842292244697e-06,3.481224990815284e-10,3.0199905076688793e-11,3.0199905076688793e-11
1957,1.0800989197637785e-06,3.481224990815284e-10,5.568735651178309e-11,5.568735651178309e-11
1958,1.1213908724779946e-06,3.481224990815284e-10,6.758916442401691e-11,6.758916442401691e-11
1959,1.1257465968940648e-06,3.481224990815284e-10,7.449309324154235e-11,7.449309324154235e-11
1960,1.110856836865943e-06,3.5871036002665946e-10,1.380202608948698e-10,1.380202608948698e-10
1961,1.0321194606279147e-06,1.845188892552712e-10,1.235043049972541e-10,1.235043049972541e-10
1962,9.729290257252745e-07,1.0587860945131057e-11,1.235043049972541e-10,1.235043049972541e-10
1963,9.462514023133346e-07,1.0587860945131057e-11,1.4331201800673758e-10,1.4331201800673758e-10
1964,9.338929609319686e-07,1.0587860945131057e-11,1.2681787663655035e-10,1.2681787663655035e-10
1965,9.044397220999858e-07,1.0587860945131057e-11,1.1491606872431654e-10,1.1491606872431654e-10
1966,8.823841994853865e-07,1.9380932374841412e-11,9.2328190727718e-11,9.2328190727718e-11
1967,8.780028143259447e-07,8.793071429710357e-12,2.880102307439054e-11,2.880102307439054e-11
1968,8.541037865532936e-07,1.7649612921959753e-11,2.880102307439054e-11,2.880102307439054e-11
1969,8.381056123393396e-07,1.7649612921959753e-11,5.573167919222957e-11,5.573167919222957e-11
1970,8.019680827991189e-07,1.7649612921959753e-11,5.346298403985372e-11,5.346298403985372e-11
1971,7.425848675016564e-07,1.7649612921959753e-11,6.237147504822055e-11,6.237147504822055e-11
1972,7.33799530345485e-07,1.7649612921959753e-11,6.237147504822055e-11,6.237147504822055e-11
1973,7.355746122682052e-07,8.856541492249396e-12,7.062557185902715e-11,7.062557185902715e-11
1974,7.148656371620226e-07,8.856541492249396e-12,8.692057787814837e-11,8.692057787814837e-11
1975,7.315666640092136e-07,0.0,1.1935857857636734e-10,1.1935857857636734e-10
1976,7.237335272033565e-07,0.0,9.24279224585283e-11,9.24279224585283e-11
1977,7.28198496549989e-07,0.0,9.094172637169606e-11,9.094172637169606e-11
1978,7.317173883945673e-07,0.0,8.935978247042492e-11,8.935978247042492e-11
1979,7.470355285477126e-07,0.0,1.218705860434837e-10,1.218705860434837e-10
1980,7.351760668175952e-07,0.0,1.3712697247544473e-10,1.3712697247544473e-10
1981,7.411687842509959e-07,0.0,1.2846176503497223e-10,1.2846176503497223e-10
1982,7.384222158179909e-07,1.482299005761689e-11,1.034352593655617e-10,1.034352593655617e-10
1983,7.399405278972284e-07,1.482299005761689e-11,1.2564277693646479e-10,1.2564277693646479e-10
1984,7.414509874641746e-07,1.482299005761689e-11,1.0958995516618941e-10,1.0958995516618941e-10
1985,7.41598926522004e-07,1.482299005761689e-11,1.1497232332846608e-10,1.1497232332846608e-10
1986,7.193901215682022e-07,1.482299005761689e-11,1.3772996037315314e-10,1.3772996037315314e-10
1987,7.305919049421001e-07,2.151045760163355e-11,1.47656813363563e-10,1.47656813363563e-10
1988,7.32089899559339e-07,2.151045760163355e-11,1.4695842459611086e-10,1.4695842459611086e-10
1989,7.28113434433908e-07,6.6874675440166595e-12,1.5285095312472004e-10,1.5285095312472004e-10
1990,7.2723662469798e-07,1.3344929823886987e-11,1.5727328467329826e-10,1.5727328467329826e-10
1991,7.417233811273556e-07,1.3344929823886987e-11,1.7041182155873103e-10,1.7041182155873103e-10
1992,7.309876325832323e-07,1.3344929823886987e-11,1.5507194239023596e-10,1.5507194239023596e-10
1993,7.259826182754685e-07,1.3344929823886987e-11,1.0624486112315828e-10,1.0624486112315828e-10
1994,7.206255320722578e-07,1.3160592159706346e-11,7.280752488998082e-11,7.280752488998082e-11
1995,7.353613113991742e-07,1.954772355888019e-11,9.14246406754796e-11,9.14246406754796e-11
1996,7.605720741464341e-07,3.84538422929356e-11,8.442265636565693e-11,8.442265636565693e-11
1997,7.680273808676117e-07,3.754890446191642e-11,7.505037960145851e-11,7.505037960145851e-11
1998,7.93528028810085e-07,3.754890446191642e-11,7.924520563560935e-11,7.924520563560935e-11
1999,8.516861709852362e-07,3.754890446191642e-11,7.8306103664819e-11,7.8306103664819e-11
2000,8.996205695309203e-07,3.754890446191642e-11,9.782689142883477e-11,9.782689142883477e-11
2001,9.718870208936487e-07,3.611650462825062e-11,1.0796835152117521e-10,1.0796835152117521e-10
2002,1.041041262591794e-06,2.972937322907678e-11,1.3073681125781127e-10,1.3073681125781127e-10
2003,1.0889556441335507e-06,1.5981391805157993e-11,1.3475104663048957e-10,1.3475104663048957e-10
2004,1.1339222315395351e-06,1.5275413374680825e-11,1.2254002029358065e-10,1.2254002029358065e-10
2005,1.130239898624755e-06,2.024400686766776e-11,1.1514384435997092e-10,1.1514384435997092e-10
2006,1.1015857483341409e-06,3.5683723832922813e-11,1.303068887911366e-10,1.303068887911366e-10
2007,1.0585157497189357e-06,4.105088491357378e-11,1.311805470797075e-10,1.311805470797075e-10
2008,9.716511207053763e-07,3.598015486740356e-11,1.369123262183271e-10,1.369123262183271e-10
2009,8.865612569154888e-07,3.598015486740356e-11,9.27440200530562e-11,9.27440200530562e-11
2010,7.847720959424416e-07,6.357318639769817e-11,8.242774543278296e-11,8.242774543278296e-11
2011,6.946137075049461e-07,5.852664037932418e-11,7.738119941440897e-11,7.738119941440897e-11
2012,6.345586517194793e-07,5.355804688633725e-11,8.346358500166406e-11,8.346358500166406e-11
2013,5.965658991564331e-07,3.81183299210822e-11,6.822831907584069e-11,6.822831907584069e-11
2014,5.66965119170553e-07,3.275116884043123e-11,4.658826375276386e-11,4.658826375276386e-11
2015,5.390242482202925e-07,3.275116884043123e-11,3.071502452180384e-11,3.071502452180384e-11
2016,5.014810458955513e-07,3.275116884043123e-11,3.9083316939945794e-11,3.9083316939945794e-11
2017,4.941842348671344e-07,0.0,4.559720309660342e-11,4.559720309660342e-11
2018,4.969021119904937e-07,0.0,5.471664371592411e-11,5.471664371592411e-11
2019,4.871799887951056e-07,0.0,4.036155264175445e-11,4.036155264175445e-11
