ngram,Entergy,Entergy
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,9.666759329515377e-09,9.666759329515377e-09
1702,9.666759329515377e-09,9.666759329515377e-09
1703,9.666759329515377e-09,9.666759329515377e-09
1704,9.666759329515377e-09,9.666759329515377e-09
1705,9.666759329515377e-09,9.666759329515377e-09
1706,9.666759329515377e-09,9.666759329515377e-09
1707,9.666759329515377e-09,9.666759329515377e-09
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,4.020295055592474e-08,4.020295055592474e-08
1787,4.020295055592474e-08,4.020295055592474e-08
1788,4.020295055592474e-08,4.020295055592474e-08
1789,4.020295055592474e-08,4.020295055592474e-08
1790,4.020295055592474e-08,4.020295055592474e-08
1791,4.020295055592474e-08,4.020295055592474e-08
1792,4.020295055592474e-08,4.020295055592474e-08
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,3.958588615634742e-11,3.958588615634742e-11
1870,3.958588615634742e-11,3.958588615634742e-11
1871,8.016194850770018e-11,8.016194850770018e-11
1872,8.016194850770018e-11,8.016194850770018e-11
1873,8.016194850770018e-11,8.016194850770018e-11
1874,8.016194850770018e-11,8.016194850770018e-11
1875,8.016194850770018e-11,8.016194850770018e-11
1876,4.057606235135276e-11,4.057606235135276e-11
1877,4.057606235135276e-11,4.057606235135276e-11
1878,3.6285359637590526e-11,3.6285359637590526e-11
1879,3.6285359637590526e-11,3.6285359637590526e-11
1880,3.6285359637590526e-11,3.6285359637590526e-11
1881,3.6285359637590526e-11,3.6285359637590526e-11
1882,3.6285359637590526e-11,3.6285359637590526e-11
1883,3.6285359637590526e-11,3.6285359637590526e-11
1884,3.6285359637590526e-11,3.6285359637590526e-11
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,1.1628255501351857e-10,1.1628255501351857e-10
1897,1.3485931022699e-10,1.3485931022699e-10
1898,1.3485931022699e-10,1.3485931022699e-10
1899,1.3485931022699e-10,1.3485931022699e-10
1900,1.5292991476353483e-10,1.5292991476353483e-10
1901,1.5292991476353483e-10,1.5292991476353483e-10
1902,1.7014820504915714e-10,1.7014820504915714e-10
1903,5.386565003563857e-11,5.386565003563857e-11
1904,3.5288894822167145e-11,3.5288894822167145e-11
1905,5.0535757126609784e-11,5.0535757126609784e-11
1906,5.0535757126609784e-11,5.0535757126609784e-11
1907,3.2465152590064965e-11,3.2465152590064965e-11
1908,3.2465152590064965e-11,3.2465152590064965e-11
1909,1.5246862304442642e-11,1.5246862304442642e-11
1910,1.5246862304442642e-11,1.5246862304442642e-11
1911,2.9224794211619405e-11,2.9224794211619405e-11
1912,1.3977931907176761e-11,1.3977931907176761e-11
1913,1.3977931907176761e-11,1.3977931907176761e-11
1914,1.3977931907176761e-11,1.3977931907176761e-11
1915,1.3977931907176761e-11,1.3977931907176761e-11
1916,2.902979444132013e-11,2.902979444132013e-11
1917,2.902979444132013e-11,2.902979444132013e-11
1918,1.5051862534143368e-11,1.5051862534143368e-11
1919,2.925760923216154e-11,2.925760923216154e-11
1920,2.925760923216154e-11,2.925760923216154e-11
1921,2.925760923216154e-11,2.925760923216154e-11
1922,2.925760923216154e-11,2.925760923216154e-11
1923,1.420574669801817e-11,1.420574669801817e-11
1924,3.862727697225208e-11,3.862727697225208e-11
1925,3.862727697225208e-11,3.862727697225208e-11
1926,2.4421530274233915e-11,2.4421530274233915e-11
1927,2.4421530274233915e-11,2.4421530274233915e-11
1928,1.3846896050408374e-10,1.3846896050408374e-10
1929,1.3846896050408374e-10,1.3846896050408374e-10
1930,1.3846896050408374e-10,1.3846896050408374e-10
1931,1.1404743022984981e-10,1.1404743022984981e-10
1932,1.1404743022984981e-10,1.1404743022984981e-10
1933,3.457190169063397e-10,3.457190169063397e-10
1934,3.457190169063397e-10,3.457190169063397e-10
1935,2.7611625287780686e-10,2.7611625287780686e-10
1936,2.7611625287780686e-10,2.7611625287780686e-10
1937,3.4344350776015023e-10,3.4344350776015023e-10
1938,2.7579433459212765e-09,2.7579433459212765e-09
1939,2.782837371254462e-09,2.782837371254462e-09
1940,2.551165784577972e-09,2.551165784577972e-09
1941,2.551165784577972e-09,2.551165784577972e-09
1942,2.506721118376655e-09,2.506721118376655e-09
1943,2.52817444360406e-09,2.52817444360406e-09
1944,2.4608471887217168e-09,2.4608471887217168e-09
1945,3.4665807922630773e-10,3.4665807922630773e-10
1946,5.534375120884252e-10,5.534375120884252e-10
1947,5.534375120884252e-10,5.534375120884252e-10
1948,5.705375120758558e-10,5.705375120758558e-10
1949,5.705375120758558e-10,5.705375120758558e-10
1950,5.660041621898973e-10,5.660041621898973e-10
1951,5.660041621898973e-10,5.660041621898973e-10
1952,2.9706133188232645e-10,2.9706133188232645e-10
1953,1.9090176661684666e-10,1.9090176661684666e-10
1954,2.344496343096937e-10,2.344496343096937e-10
1955,2.4633813837977263e-10,2.4633813837977263e-10
1956,2.598061438604685e-10,2.598061438604685e-10
1957,4.085545998733231e-10,4.085545998733231e-10
1958,4.918672582327715e-10,4.918672582327715e-10
1959,5.28262995846962e-10,5.28262995846962e-10
1960,4.345126867438027e-10,4.345126867438027e-10
1961,4.1347595684605917e-10,4.1347595684605917e-10
1962,4.252944772147644e-10,4.252944772147644e-10
1963,4.217303282388103e-10,4.217303282388103e-10
1964,3.3700169143375495e-10,3.3700169143375495e-10
1965,2.6250411467548014e-10,2.6250411467548014e-10
1966,2.0353355013285375e-10,2.0353355013285375e-10
1967,1.806146452636754e-10,1.806146452636754e-10
1968,1.6696004896082124e-10,1.6696004896082124e-10
1969,3.4159827347731865e-10,3.4159827347731865e-10
1970,4.1061999732956116e-10,4.1061999732956116e-10
1971,1.1263103297243227e-09,1.1263103297243227e-09
1972,1.4392267149879574e-09,1.4392267149879574e-09
1973,1.5542450967116167e-09,1.5542450967116167e-09
1974,1.6431704558513997e-09,1.6431704558513997e-09
1975,1.893817919944902e-09,1.893817919944902e-09
1976,2.1927042641906827e-09,2.1927042641906827e-09
1977,2.7237859031739984e-09,2.7237859031739984e-09
1978,2.408591556360814e-09,2.408591556360814e-09
1979,2.2737972060760114e-09,2.2737972060760114e-09
1980,2.941505301239695e-09,2.941505301239695e-09
1981,3.5685661251402425e-09,3.5685661251402425e-09
1982,3.924216205954321e-09,3.924216205954321e-09
1983,3.676374807756336e-09,3.676374807756336e-09
1984,3.558857351672527e-09,3.558857351672527e-09
1985,4.929344757772672e-09,4.929344757772672e-09
1986,1.8234815340229764e-08,1.8234815340229764e-08
1987,3.5198522414197394e-08,3.5198522414197394e-08
1988,5.307759447832032e-08,5.307759447832032e-08
1989,1.2457024989309673e-07,1.2457024989309673e-07
1990,1.6601941919626639e-07,1.6601941919626639e-07
1991,2.2074819952929863e-07,2.2074819952929863e-07
1992,2.846002240224672e-07,2.846002240224672e-07
1993,3.832969761268552e-07,3.832969761268552e-07
1994,4.1199360672245735e-07,4.1199360672245735e-07
1995,4.379910438144309e-07,4.379910438144309e-07
1996,4.4789797470912163e-07,4.4789797470912163e-07
1997,4.58369218644553e-07,4.58369218644553e-07
1998,4.4721513501956777e-07,4.4721513501956777e-07
1999,4.2052058444954e-07,4.2052058444954e-07
2000,3.5053029786727817e-07,3.5053029786727817e-07
2001,3.3991329116491086e-07,3.3991329116491086e-07
2002,3.2851645568955844e-07,3.2851645568955844e-07
2003,3.024262399873935e-07,3.024262399873935e-07
2004,2.7637539850340023e-07,2.7637539850340023e-07
2005,2.844933492594594e-07,2.844933492594594e-07
2006,2.5975539687449e-07,2.5975539687449e-07
2007,2.3569216064548266e-07,2.3569216064548266e-07
2008,2.1719617698019128e-07,2.1719617698019128e-07
2009,1.9966538238642378e-07,1.9966538238642378e-07
2010,1.6955287358249344e-07,1.6955287358249344e-07
2011,1.4690789435738744e-07,1.4690789435738744e-07
2012,1.0036164661236008e-07,1.0036164661236008e-07
2013,9.019443630060258e-08,9.019443630060258e-08
2014,7.404357584204848e-08,7.404357584204848e-08
2015,5.8806378814121474e-08,5.8806378814121474e-08
2016,4.6143000404746156e-08,4.6143000404746156e-08
2017,2.3719481934136866e-08,2.3719481934136866e-08
2018,2.3575862506675092e-08,2.3575862506675092e-08
2019,1.960177153925713e-08,1.960177153925713e-08
