ngram,Adidas,Adias,Adids,Adids
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,7.347074821544603e-09,0.0,0.0,0.0
1698,7.347074821544603e-09,0.0,0.0,0.0
1699,2.041661519212669e-08,0.0,0.0,0.0
1700,2.041661519212669e-08,0.0,0.0,0.0
1701,2.041661519212669e-08,0.0,0.0,0.0
1702,2.041661519212669e-08,0.0,0.0,0.0
1703,2.041661519212669e-08,0.0,0.0,0.0
1704,1.3069540370582087e-08,0.0,0.0,0.0
1705,1.3069540370582087e-08,0.0,0.0,0.0
1706,1.1075382896511395e-08,0.0,0.0,0.0
1707,1.1075382896511395e-08,0.0,0.0,0.0
1708,1.1075382896511395e-08,0.0,0.0,0.0
1709,1.1075382896511395e-08,0.0,0.0,0.0
1710,1.1075382896511395e-08,0.0,0.0,0.0
1711,1.1075382896511395e-08,0.0,0.0,0.0
1712,1.1075382896511395e-08,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,7.352953040091441e-09,0.0,0.0,0.0
1726,7.352953040091441e-09,0.0,0.0,0.0
1727,7.352953040091441e-09,0.0,0.0,0.0
1728,7.352953040091441e-09,0.0,0.0,0.0
1729,7.352953040091441e-09,0.0,0.0,0.0
1730,7.352953040091441e-09,0.0,0.0,0.0
1731,7.352953040091441e-09,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,4.977977141606971e-09,0.0,0.0,0.0
1747,4.977977141606971e-09,0.0,0.0,0.0
1748,4.977977141606971e-09,0.0,0.0,0.0
1749,4.977977141606971e-09,0.0,0.0,0.0
1750,4.977977141606971e-09,0.0,0.0,0.0
1751,4.977977141606971e-09,0.0,0.0,0.0
1752,4.977977141606971e-09,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,2.7755674584081393e-09,0.0,0.0
1762,0.0,2.7755674584081393e-09,0.0,0.0
1763,0.0,2.7755674584081393e-09,0.0,0.0
1764,0.0,2.7755674584081393e-09,0.0,0.0
1765,0.0,2.7755674584081393e-09,0.0,0.0
1766,0.0,2.7755674584081393e-09,0.0,0.0
1767,0.0,2.7755674584081393e-09,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,1.2185038502008995e-08,0.0,0.0,0.0
1770,1.2185038502008995e-08,0.0,0.0,0.0
1771,1.2185038502008995e-08,0.0,0.0,0.0
1772,1.2185038502008995e-08,0.0,0.0,0.0
1773,1.4780229357873914e-08,0.0,0.0,0.0
1774,1.4780229357873914e-08,0.0,0.0,0.0
1775,1.4780229357873914e-08,0.0,0.0,0.0
1776,2.5951908558649197e-09,0.0,0.0,0.0
1777,2.5951908558649197e-09,0.0,0.0,0.0
1778,2.5951908558649197e-09,0.0,0.0,0.0
1779,2.5951908558649197e-09,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,9.860221210950775e-10,0.0,0.0
1794,9.979855672018596e-10,9.860221210950775e-10,0.0,0.0
1795,1.9112576917937727e-09,9.860221210950775e-10,0.0,0.0
1796,1.9112576917937727e-09,9.860221210950775e-10,0.0,0.0
1797,1.9112576917937727e-09,9.860221210950775e-10,0.0,0.0
1798,1.9112576917937727e-09,9.860221210950775e-10,0.0,0.0
1799,1.9112576917937727e-09,9.860221210950775e-10,0.0,0.0
1800,1.9112576917937727e-09,0.0,0.0,0.0
1801,9.132721245919129e-10,4.643404708356716e-10,0.0,0.0
1802,4.341267980022069e-10,4.643404708356716e-10,0.0,0.0
1803,4.341267980022069e-10,4.643404708356716e-10,0.0,0.0
1804,4.341267980022069e-10,4.643404708356716e-10,0.0,0.0
1805,4.341267980022069e-10,4.643404708356716e-10,0.0,0.0
1806,4.341267980022069e-10,4.643404708356716e-10,0.0,0.0
1807,4.341267980022069e-10,4.643404708356716e-10,0.0,0.0
1808,4.341267980022069e-10,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,0.0,0.0,0.0
1812,0.0,0.0,0.0,0.0
1813,1.9397940396816337e-10,1.9397940396816337e-10,0.0,0.0
1814,1.9397940396816337e-10,4.0293754047634623e-10,0.0,0.0
1815,3.8712011374286703e-10,4.0293754047634623e-10,0.0,0.0
1816,3.8712011374286703e-10,4.0293754047634623e-10,0.0,0.0
1817,5.584676847953623e-10,5.742851115288414e-10,0.0,0.0
1818,7.375025510926645e-10,5.742851115288414e-10,0.0,0.0
1819,8.877999922520172e-10,5.742851115288414e-10,0.0,0.0
1820,6.938205882838539e-10,3.8030570756067815e-10,0.0,0.0
1821,6.938205882838539e-10,2.999018255955832e-10,0.0,0.0
1822,5.006798785091502e-10,4.2467072715522494e-10,0.0,0.0
1823,5.006798785091502e-10,4.2467072715522494e-10,0.0,0.0
1824,3.29332307456655e-10,2.533231561027297e-10,0.0,0.0
1825,1.5029744115935273e-10,3.799399604455443e-10,0.0,0.0
1826,0.0,3.799399604455443e-10,0.0,0.0
1827,0.0,3.799399604455443e-10,0.0,0.0
1828,0.0,2.513857059024563e-10,0.0,0.0
1829,1.405485569197903e-10,1.266168043428146e-10,0.0,0.0
1830,1.405485569197903e-10,1.266168043428146e-10,0.0,0.0
1831,1.405485569197903e-10,1.266168043428146e-10,0.0,0.0
1832,1.405485569197903e-10,1.7029891782475e-10,0.0,0.0
1833,1.405485569197903e-10,1.7029891782475e-10,0.0,0.0
1834,1.405485569197903e-10,2.533591114683986e-10,0.0,0.0
1835,1.405485569197903e-10,2.533591114683986e-10,0.0,0.0
1836,0.0,2.533591114683986e-10,0.0,0.0
1837,0.0,2.533591114683986e-10,0.0,0.0
1838,0.0,2.533591114683986e-10,0.0,0.0
1839,7.578143668141024e-11,8.306019364364862e-11,0.0,0.0
1840,1.513674027390063e-10,8.306019364364862e-11,0.0,0.0
1841,1.513674027390063e-10,6.997761100738638e-11,0.0,0.0
1842,2.1218284272452236e-10,1.3079305099290243e-10,0.0,0.0
1843,2.1218284272452236e-10,2.619421108589799e-10,0.0,0.0
1844,2.1218284272452236e-10,5.290735389478535e-10,0.0,0.0
1845,2.1218284272452236e-10,5.290735389478535e-10,0.0,0.0
1846,1.3640140604311212e-10,5.290735389478535e-10,0.0,0.0
1847,6.081543998551605e-11,8.321008564721971e-10,0.0,0.0
1848,6.081543998551605e-11,7.621232454648106e-10,0.0,0.0
1849,5.3739536630205616e-11,8.625264153699114e-10,0.0,0.0
1850,1.0120944558624144e-10,7.788472644598698e-10,0.0,0.0
1851,1.4763804068174124e-10,5.58144431466496e-10,0.0,0.0
1852,2.993227530913499e-10,6.592675730729017e-10,0.0,0.0
1853,3.475820940592099e-10,6.592675730729017e-10,0.0,0.0
1854,4.990876799139597e-10,3.562402555485582e-10,5.05018606298892e-11,5.05018606298892e-11
1855,5.515894288940107e-10,3.562402555485582e-10,5.05018606298892e-11,5.05018606298892e-11
1856,4.978498922638051e-10,1.9502164565794137e-10,5.05018606298892e-11,5.05018606298892e-11
1857,2.279480663748755e-09,1.9568596346505477e-10,5.05018606298892e-11,5.05018606298892e-11
1858,2.233052068653255e-09,1.4925736836955495e-10,5.05018606298892e-11,5.05018606298892e-11
1859,2.0813673562436463e-09,4.8134226763149204e-11,5.05018606298892e-11,5.05018606298892e-11
1860,2.0331080152757863e-09,4.8134226763149204e-11,5.05018606298892e-11,5.05018606298892e-11
1861,1.9380891098335392e-09,4.435409817205027e-10,0.0,0.0
1862,1.99702390338682e-09,4.435409817205027e-10,0.0,0.0
1863,2.187975427820581e-09,4.435409817205027e-10,0.0,0.0
1864,5.472552331932588e-10,3.954067549573535e-10,0.0,0.0
1865,6.357083351790241e-10,3.954067549573535e-10,0.0,0.0
1866,6.799479550829395e-10,3.954067549573535e-10,0.0,0.0
1867,7.663728699266617e-10,5.250441272229369e-10,0.0,0.0
1868,7.098861895141592e-10,1.2963737226558336e-10,0.0,0.0
1869,6.380355331371743e-10,1.2963737226558336e-10,0.0,0.0
1870,4.893204690643265e-10,2.563467533483228e-10,0.0,0.0
1871,3.82092107953369e-10,2.563467533483228e-10,4.057606235135276e-11,4.057606235135276e-11
1872,3.755424265212375e-10,2.972984636251397e-10,4.057606235135276e-11,4.057606235135276e-11
1873,3.313028066173221e-10,2.972984636251397e-10,4.057606235135276e-11,4.057606235135276e-11
1874,2.448778917735999e-10,1.6766109135955632e-10,4.057606235135276e-11,4.057606235135276e-11
1875,3.2510795246386085e-10,1.6766109135955632e-10,4.057606235135276e-11,4.057606235135276e-11
1876,3.2385405071952024e-10,2.059930757715632e-10,4.057606235135276e-11,4.057606235135276e-11
1877,3.5152093537581056e-10,7.928369468882376e-11,7.552773485995447e-11,7.552773485995447e-11
1878,5.606516877738293e-10,7.928369468882376e-11,3.4951672508601714e-11,3.4951672508601714e-11
1879,4.787482672201954e-10,4.223839492453355e-10,3.4951672508601714e-11,3.4951672508601714e-11
1880,5.774083156051546e-10,4.223839492453355e-10,3.4951672508601714e-11,3.4951672508601714e-11
1881,6.089739109807876e-10,4.223839492453355e-10,3.4951672508601714e-11,3.4951672508601714e-11
1882,5.611534292793152e-10,4.223839492453355e-10,3.4951672508601714e-11,3.4951672508601714e-11
1883,5.549440728375948e-10,4.1617459280361505e-10,3.4951672508601714e-11,3.4951672508601714e-11
1884,5.460625424058563e-10,4.466855000963475e-10,0.0,0.0
1885,4.008960603961244e-10,5.3375533556491e-10,1.7413967093712505e-10,1.7413967093712505e-10
1886,4.2848467631171975e-10,1.497033707315814e-10,1.7413967093712505e-10,1.7413967093712505e-10
1887,3.5745859645291185e-10,1.497033707315814e-10,1.7413967093712505e-10,1.7413967093712505e-10
1888,5.149128960514813e-10,1.497033707315814e-10,1.7413967093712505e-10,1.7413967093712505e-10
1889,5.610160054768189e-10,2.2821605914570752e-10,2.0031056575347302e-10,2.0031056575347302e-10
1890,5.541890676522396e-10,2.466848114668352e-10,2.0031056575347302e-10,2.0031056575347302e-10
1891,5.699824104762488e-10,2.92989061583577e-10,2.0031056575347302e-10,2.0031056575347302e-10
1892,4.698091796547946e-10,3.182771348063186e-10,2.6170894816347966e-11,2.6170894816347966e-11
1893,5.114055865293058e-10,3.182771348063186e-10,2.6170894816347966e-11,2.6170894816347966e-11
1894,5.058633908586582e-10,3.182771348063186e-10,4.826266767185164e-11,4.826266767185164e-11
1895,3.8035711881688275e-10,3.39448342450461e-10,1.32947498248421e-10,1.32947498248421e-10
1896,3.2122485623834306e-10,2.6093565403633486e-10,1.0677660343207305e-10,1.0677660343207305e-10
1897,4.4454320780040746e-10,2.289210289583922e-10,1.4393011385901592e-10,1.4393011385901592e-10
1898,4.398807231163561e-10,1.5210587154891797e-10,1.6196828204037165e-10,1.6196828204037165e-10
1899,4.677931851406112e-10,7.61757760045104e-11,1.8018218861381996e-10,1.8018218861381996e-10
1900,4.166787668870496e-10,1.484581941506897e-10,2.3439400222345444e-10,2.3439400222345444e-10
1901,4.631337416746309e-10,2.1700494179377472e-10,2.1230222936795074e-10,2.1230222936795074e-10
1902,4.1683840902782624e-10,2.4748860500649934e-10,1.62053979362626e-10,1.62053979362626e-10
1903,4.1339712803749913e-10,2.953060375597362e-10,3.3738457067793755e-10,3.3738457067793755e-10
1904,2.8063682627754716e-10,3.242905031809938e-10,3.6364602004227263e-10,3.6364602004227263e-10
1905,2.0848415355212424e-10,4.0052481569447755e-10,3.608547141653595e-10,3.608547141653595e-10
1906,1.821734856220582e-10,3.951269747900657e-10,3.426408075919112e-10,3.426408075919112e-10
1907,2.6665410256849446e-10,3.2284455664388645e-10,4.935314369482389e-10,4.935314369482389e-10
1908,2.3928071726401056e-10,2.6802226311366846e-10,5.758781616254411e-10,5.758781616254411e-10
1909,2.496244451223793e-10,2.577104204640587e-10,6.103466293879859e-10,6.103466293879859e-10
1910,2.6123307981082023e-10,2.2366687767767194e-10,4.6256381760637465e-10,4.6256381760637465e-10
1911,3.1526899741634347e-10,2.739511821757214e-10,4.1312678972227346e-10,4.1312678972227346e-10
1912,3.58511319837567e-10,2.6978740967433165e-10,4.122940352219955e-10,4.122940352219955e-10
1913,3.5486011748123557e-10,2.530553564314023e-10,4.122940352219955e-10,4.122940352219955e-10
1914,2.669253855645616e-10,2.6767184599770944e-10,2.510410599636843e-10,2.510410599636843e-10
1915,2.57629468353964e-10,2.5394739188484243e-10,2.4838795207157306e-10,2.4838795207157306e-10
1916,2.601711752782597e-10,2.276562262117286e-10,2.6979407497756165e-10,2.6979407497756165e-10
1917,2.605548643904879e-10,2.1388233644487846e-10,3.120749700324943e-10,3.120749700324943e-10
1918,2.1942568496318467e-10,1.3041705017511974e-10,2.9809703812531755e-10,2.9809703812531755e-10
1919,1.903891092399793e-10,5.83465101630257e-11,2.8368293032115284e-10,2.8368293032115284e-10
1920,2.1710031788175447e-10,4.404859116347026e-11,3.0688458520420983e-10,3.0688458520420983e-10
1921,2.024838283154473e-10,2.9432101597163094e-11,4.0359315889304526e-10,4.0359315889304526e-10
1922,1.947576792298606e-10,2.9432101597163094e-11,4.4465602628512054e-10,4.4465602628512054e-10
1923,2.3831428596394437e-10,1.4380239063019725e-11,5.262189731577596e-10,5.262189731577596e-10
1924,2.1038281731801589e-10,1.4380239063019725e-11,4.808118288433607e-10,4.808118288433607e-10
1925,1.8162233919197642e-10,0.0,6.648532300098811e-10,6.648532300098811e-10
1926,1.9033955562479983e-10,2.292296313084157e-11,8.25313969943231e-10,8.25313969943231e-10
1927,1.4347296961592093e-10,4.566134177113363e-11,1.0294961093932591e-09,1.0294961093932591e-09
1928,1.4347296961592093e-10,9.128031465609001e-11,1.0714139595365983e-09,1.0714139595365983e-09
1929,1.1932167357350413e-10,9.128031465609001e-11,1.178229658679467e-09,1.178229658679467e-09
1930,4.566134177113363e-11,9.128031465609001e-11,1.1152651124041973e-09,1.1152651124041973e-09
1931,9.812736139520289e-11,1.9621235390422853e-10,1.5368047548821755e-09,1.5368047548821755e-09
1932,1.4541385357740618e-10,2.1985559999533015e-10,2.2275634590864156e-09,2.2275634590864156e-09
1933,1.9199236644951156e-10,3.3593558887038254e-10,2.460944408572934e-09,2.460944408572934e-09
1934,2.591254869407525e-10,3.58132959795857e-10,2.7053859866629384e-09,2.7053859866629384e-09
1935,2.81347820041411e-10,3.347363200115591e-10,2.6784664248451814e-09,2.6784664248451814e-09
1936,3.022852523848485e-10,3.347363200115591e-10,2.6183937002726462e-09,2.6183937002726462e-09
1937,7.511335759729271e-10,3.347363200115591e-10,3.3398535524499705e-09,3.3398535524499705e-09
1938,8.074288103200798e-10,2.2980428076342056e-10,3.0461581352574693e-09,3.0461581352574693e-09
1939,8.099303688042475e-10,2.0616103467231894e-10,2.420298279253481e-09,2.420298279253481e-09
1940,7.404288928013005e-10,6.7158082666425e-11,2.387562274870041e-09,2.387562274870041e-09
1941,6.505573936697675e-10,1.0495804027486701e-10,2.191522614174752e-09,2.191522614174752e-09
1942,1.3755764404527986e-09,1.574598467486104e-10,2.3846789305131163e-09,2.3846789305131163e-09
1943,1.3760923333367663e-09,1.574598467486104e-10,2.5389793600893995e-09,2.5389793600893995e-09
1944,1.003129299863887e-09,1.574598467486104e-10,1.8603805163053266e-09,1.8603805163053266e-09
1945,9.131374664342725e-10,1.762292672902177e-10,1.9333477993147395e-09,1.9333477993147395e-09
1946,9.626380407087458e-10,2.093254756038324e-10,2.114658242164629e-09,2.114658242164629e-09
1947,9.791950167370445e-10,2.2588245163213116e-10,2.0184641735809805e-09,2.0184641735809805e-09
1948,1.0304950166993366e-09,1.7734674443278412e-10,2.050478469557098e-09,2.050478469557098e-09
1949,3.852906109237862e-10,1.0262260485838226e-10,1.905839771712944e-09,1.905839771712944e-09
1950,3.9767723637927435e-10,1.5338253286526334e-10,2.0916391475976427e-09,2.0916391475976427e-09
1951,4.707338368310182e-10,2.0302982707752293e-10,2.204654141786071e-09,2.204654141786071e-09
1952,4.990162628353595e-10,2.1562830489406182e-10,2.1833124356060043e-09,2.1833124356060043e-09
1953,4.938630595744239e-10,2.609782826353982e-10,1.9727110579990737e-09,1.9727110579990737e-09
1954,6.224656504524465e-10,2.7345321840233083e-10,2.0852143028144657e-09,2.0852143028144657e-09
1955,6.871196667201929e-10,3.5520723465750793e-10,2.0962878258653663e-09,2.0962878258653663e-09
1956,6.928267364576207e-10,4.494832740136496e-10,2.1750419877873485e-09,2.1750419877873485e-09
1957,7.609365915151045e-10,4.751856983295103e-10,1.8458548816419856e-09,1.8458548816419856e-09
1958,8.024236275439023e-10,5.802619079675608e-10,2.0214361930369152e-09,2.0214361930369152e-09
1959,8.570172349564587e-10,7.747727856103178e-10,2.145069090607267e-09,2.145069090607267e-09
1960,9.746390282140892e-10,7.598537672086942e-10,2.2324677503452304e-09,2.2324677503452304e-09
1961,9.98312995762315e-10,7.308218554134629e-10,2.0463975593441675e-09,2.0463975593441675e-09
1962,1.0047800528109212e-09,1.0433416035888448e-09,1.9621644150750026e-09,1.9621644150750026e-09
1963,1.2238632726305605e-09,9.688732772421866e-10,2.0556828461693044e-09,2.0556828461693044e-09
1964,1.2568131138987075e-09,9.643574054387015e-10,2.2370030907024686e-09,2.2370030907024686e-09
1965,1.3132064642056613e-09,8.184489831895649e-10,2.0963489674333655e-09,2.0963489674333655e-09
1966,1.8710413535976453e-09,6.189494214777927e-10,2.0502030232246884e-09,2.0502030232246884e-09
1967,5.869351354143808e-09,5.642669327819507e-10,1.955427343856643e-09,1.955427343856643e-09
1968,7.046712086860347e-09,6.262627222364259e-10,2.0917747058289494e-09,2.0917747058289494e-09
1969,8.324685226871305e-09,2.4267338733745854e-10,2.1174639977924616e-09,2.1174639977924616e-09
1970,9.699142663624879e-09,3.017912546849593e-10,1.9077381262024217e-09,1.9077381262024217e-09
1971,1.1989936948048857e-08,2.7459927585761687e-10,1.7896800390866068e-09,1.7896800390866068e-09
1972,1.4430007157427229e-08,2.831750845715726e-10,1.6030080596252105e-09,1.6030080596252105e-09
1973,1.8037894733424764e-08,2.8981225752566786e-10,1.560998584361682e-09,1.560998584361682e-09
1974,1.8871131958673815e-08,2.891150815777431e-10,1.6175938842368153e-09,1.6175938842368153e-09
1975,2.637240267436677e-08,2.352287922978226e-10,1.411544357589532e-09,1.411544357589532e-09
1976,3.345847966938566e-08,2.385629506440612e-10,1.3521254592165276e-09,1.3521254592165276e-09
1977,4.142099336539624e-08,1.917430138276277e-10,1.6991950862228172e-09,1.6991950862228172e-09
1978,4.9089131489868776e-08,1.6330836930771627e-10,1.7186384854943932e-09,1.7186384854943932e-09
1979,5.875634404414346e-08,2.190667909970515e-10,1.8494287212789118e-09,1.8494287212789118e-09
1980,6.3618879815002e-08,2.330713702393604e-10,1.8451647352892208e-09,1.8451647352892208e-09
1981,6.883002460053181e-08,2.630728591317728e-10,1.9272678849649847e-09,1.9272678849649847e-09
