ngram,Walmart,Walmat
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,1.550680346034434e-08
1696,0.0,1.550680346034434e-08
1697,0.0,1.550680346034434e-08
1698,0.0,1.550680346034434e-08
1699,0.0,1.550680346034434e-08
1700,0.0,1.550680346034434e-08
1701,0.0,1.550680346034434e-08
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,7.727586697520955e-09
1723,0.0,7.727586697520955e-09
1724,0.0,7.727586697520955e-09
1725,0.0,7.727586697520955e-09
1726,0.0,7.727586697520955e-09
1727,0.0,7.727586697520955e-09
1728,0.0,7.727586697520955e-09
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,4.898432770517047e-10
1842,0.0,4.898432770517047e-10
1843,0.0,4.898432770517047e-10
1844,0.0,4.898432770517047e-10
1845,0.0,4.898432770517047e-10
1846,0.0,4.898432770517047e-10
1847,0.0,4.898432770517047e-10
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,6.099520888369625e-11
1861,0.0,6.099520888369625e-11
1862,0.0,6.099520888369625e-11
1863,0.0,6.099520888369625e-11
1864,0.0,6.099520888369625e-11
1865,4.422655099288266e-11,6.099520888369625e-11
1866,4.422655099288266e-11,6.099520888369625e-11
1867,4.422655099288266e-11,0.0
1868,4.422655099288266e-11,0.0
1869,4.422655099288266e-11,0.0
1870,4.422655099288266e-11,4.223646036091314e-11
1871,4.422655099288266e-11,4.223646036091314e-11
1872,0.0,4.223646036091314e-11
1873,0.0,4.223646036091314e-11
1874,0.0,4.223646036091314e-11
1875,0.0,8.23514907060436e-11
1876,0.0,8.23514907060436e-11
1877,0.0,4.011503034513047e-11
1878,3.6285359637590526e-11,4.011503034513047e-11
1879,3.6285359637590526e-11,4.011503034513047e-11
1880,3.6285359637590526e-11,4.011503034513047e-11
1881,3.6285359637590526e-11,4.011503034513047e-11
1882,3.6285359637590526e-11,0.0
1883,3.6285359637590526e-11,0.0
1884,3.6285359637590526e-11,3.051090729273247e-11
1885,0.0,3.051090729273247e-11
1886,0.0,3.051090729273247e-11
1887,0.0,3.051090729273247e-11
1888,2.700284242239194e-11,3.051090729273247e-11
1889,2.700284242239194e-11,3.051090729273247e-11
1890,2.700284242239194e-11,3.051090729273247e-11
1891,2.700284242239194e-11,0.0
1892,2.700284242239194e-11,0.0
1893,2.700284242239194e-11,0.0
1894,2.700284242239194e-11,0.0
1895,0.0,2.1171207644142344e-11
1896,0.0,2.1171207644142344e-11
1897,3.715351042694286e-11,2.1171207644142344e-11
1898,5.519167860829859e-11,2.1171207644142344e-11
1899,5.519167860829859e-11,2.1171207644142344e-11
1900,5.519167860829859e-11,2.1171207644142344e-11
1901,5.519167860829859e-11,3.83078945549136e-11
1902,7.240996889392091e-11,1.7136686910771257e-11
1903,7.240996889392091e-11,1.7136686910771257e-11
1904,3.525645846697805e-11,3.299042685859074e-11
1905,3.2465152590064965e-11,4.823728916303338e-11
1906,3.2465152590064965e-11,4.823728916303338e-11
1907,3.2465152590064965e-11,4.823728916303338e-11
1908,4.6189606702931993e-11,7.227396459086322e-11
1909,4.2752325489305216e-11,1.1361699279812041e-10
1910,4.2752325489305216e-11,1.4116477233182068e-10
1911,4.2752325489305216e-11,1.253110323840012e-10
1912,2.7505463184862577e-11,1.1006417007955856e-10
1913,4.180338218441802e-11,1.2436208907911402e-10
1914,4.180338218441802e-11,1.2436208907911402e-10
1915,2.807892807155099e-11,8.318872674051292e-11
1916,1.4297918999555443e-11,4.184569853325572e-11
1917,1.4297918999555443e-11,1.4297918999555443e-11
1918,1.4297918999555443e-11,1.4297918999555443e-11
1919,1.4297918999555443e-11,1.4297918999555443e-11
1920,2.3201654883056986e-11,2.3201654883056986e-11
1921,5.1313263162354266e-11,2.3201654883056986e-11
1922,5.1313263162354266e-11,2.3201654883056986e-11
1923,5.1313263162354266e-11,2.3201654883056986e-11
1924,5.1313263162354266e-11,2.3201654883056986e-11
1925,5.1313263162354266e-11,2.3201654883056986e-11
1926,5.1313263162354266e-11,6.904758114474013e-11
1927,5.0849986919589336e-11,4.584592626168314e-11
1928,2.273837864029206e-11,4.584592626168314e-11
1929,2.273837864029206e-11,4.584592626168314e-11
1930,2.273837864029206e-11,4.584592626168314e-11
1931,1.2767041788843058e-10,4.584592626168314e-11
1932,2.695298944350404e-10,4.584592626168314e-11
1933,2.695298944350404e-10,0.0
1934,2.4679151579474837e-10,0.0
1935,2.4679151579474837e-10,0.0
1936,2.4679151579474837e-10,1.6749945874749983e-10
1937,4.487732645814495e-10,1.6749945874749983e-10
1938,9.529042475721538e-10,1.6749945874749983e-10
1939,8.110447710255439e-10,1.6749945874749983e-10
1940,8.626312957599985e-10,1.6749945874749983e-10
1941,8.626312957599985e-10,2.22656599507027e-10
1942,9.373554353344004e-10,2.4756464537098056e-10
1943,9.373554353344004e-10,8.006518662348076e-11
1944,7.353736865476992e-10,8.006518662348076e-11
1945,1.4508008485046376e-10,9.883460716508807e-11
1946,3.933016551327384e-10,1.1538271132189542e-10
1947,3.7482908245488137e-10,1.319396873501942e-10
1948,4.603290863571173e-10,9.388254657809775e-11
1949,3.856049467827154e-10,8.598066306550071e-11
1950,4.025249221241621e-10,1.367405910723818e-10
1951,4.025249221241621e-10,2.0293698467708865e-10
1952,4.15123399940701e-10,1.9985151331455445e-10
1953,1.6690182965842634e-10,1.8330340915774712e-10
1954,1.337878776018288e-10,1.8126238902706404e-10
1955,7.727637775710252e-11,1.6416238903963328e-10
1956,7.727637775710252e-11,1.4715622668827677e-10
1957,7.310012813320301e-11,1.0914002439894282e-10
1958,8.500193604543682e-11,4.294363079423594e-11
1959,7.622191568388916e-11,3.855362061346211e-11
1960,1.0798549951055288e-10,4.914148155859317e-11
1961,1.9803005069096713e-10,3.4625525660977476e-11
1962,1.9964681495311864e-10,4.482728176753119e-11
1963,2.491660964855567e-10,4.482728176753119e-11
1964,2.634023009627308e-10,4.1076866114891124e-11
1965,2.7794573785401763e-10,4.989194771606467e-11
1966,3.2570243129510194e-10,5.618415157718612e-11
1967,4.0891967391574827e-10,4.559629063205506e-11
1968,3.543012887043316e-10,4.559629063205506e-11
1969,3.865342193146556e-10,3.539453452550134e-11
1970,3.633234645678789e-10,3.539453452550134e-11
1971,3.9004893957552053e-10,5.325392706177569e-11
1972,6.157716003762914e-10,5.313429061816675e-11
1973,8.590827018016358e-10,4.3802244569552635e-11
1974,8.82609429986303e-10,5.194974757911324e-11
1975,1.4229578031749973e-09,6.005924775366798e-11
1976,1.7056861320189194e-09,8.416854168001388e-11
1977,2.168988655348869e-09,1.0824777433542693e-10
1978,2.458000247784753e-09,9.771492890624828e-11
1979,2.44153567205022e-09,8.901948374868368e-11
1980,3.1153202240119526e-09,8.076538693787708e-11
1981,4.1365419978234286e-09,7.261788392831647e-11
1982,5.006008972431784e-09,6.450838375376172e-11
1983,6.037308557844361e-09,6.260660739831891e-11
1984,6.620884126665569e-09,5.322856143947468e-11
1985,8.282005874755377e-09,3.69087042674719e-11
1986,1.0367577145992918e-08,3.69087042674719e-11
1987,1.1687313339336924e-08,4.359617181148856e-11
1988,1.34526390027645e-08,5.052758162268514e-11
1989,1.6144948742992582e-08,5.052758162268514e-11
1990,1.9255212281775258e-08,4.163498861152272e-11
1991,2.3884150911003743e-08,3.350307035767029e-11
1992,2.846534056085862e-08,3.350307035767029e-11
1993,3.3165147834373395e-08,3.350307035767029e-11
1994,3.628158167552036e-08,2.681560281365363e-11
1995,3.8734491170089314e-08,1.9884193002457044e-11
1996,4.162371374556122e-08,1.9884193002457044e-11
1997,4.398208832055518e-08,2.3826840797999285e-11
1998,5.169598539721067e-08,3.45909352748665e-11
1999,5.2063556259846725e-08,6.713040044483063e-11
2000,5.359959841046345e-08,7.232282976864037e-11
2001,5.741485864518836e-08,8.75350204027863e-11
2002,6.223177757241111e-08,8.75350204027863e-11
2003,6.891017432865607e-08,1.0300943183756089e-10
2004,7.165815420405255e-08,1.0593804355577393e-10
2005,6.980404876344437e-08,8.860468063619033e-11
2006,9.54807169201948e-08,6.635835977930604e-11
2007,1.8230878241963312e-07,6.116593045549631e-11
2008,3.317970061240365e-07,6.71180581351167e-11
2009,4.931541478673093e-07,1.0030749147960094e-10
2010,6.470940243324159e-07,8.483308004482635e-11
2011,8.393751837080085e-07,6.464689597133041e-11
2012,1.0395065714874363e-06,6.998675349574007e-11
2013,1.2480157920435886e-06,5.969360918266022e-11
2014,1.353456728533534e-06,7.008510934301628e-11
2015,1.3658446635288004e-06,4.8920791029249955e-11
2016,1.374493227298704e-06,1.5731357684765713e-11
2017,1.4079895436225343e-06,1.8353250632226665e-11
2018,1.406962951477908e-06,2.2023900758672e-11
2019,1.3882404061860143e-06,1.8185125280623105e-11
