ngram,Richemont,Richemont
1674,6.506104861208379e-08,6.506104861208379e-08
1675,6.506104861208379e-08,6.506104861208379e-08
1676,6.506104861208379e-08,6.506104861208379e-08
1677,6.506104861208379e-08,6.506104861208379e-08
1678,6.506104861208379e-08,6.506104861208379e-08
1679,6.506104861208379e-08,6.506104861208379e-08
1680,6.506104861208379e-08,6.506104861208379e-08
1681,0.0,0.0
1682,0.0,0.0
1683,0.0,0.0
1684,0.0,0.0
1685,0.0,0.0
1686,0.0,0.0
1687,0.0,0.0
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,1.0371270572509924e-08,1.0371270572509924e-08
1699,1.0371270572509924e-08,1.0371270572509924e-08
1700,2.3369123271420123e-08,2.3369123271420123e-08
1701,1.7803727254366614e-07,1.7803727254366614e-07
1702,1.9002243232892268e-07,1.9002243232892268e-07
1703,1.9002243232892268e-07,1.9002243232892268e-07
1704,1.9002243232892268e-07,1.9002243232892268e-07
1705,1.7965116175641276e-07,1.7965116175641276e-07
1706,1.7965116175641276e-07,1.7965116175641276e-07
1707,1.6665330905750254e-07,1.6665330905750254e-07
1708,9.879796384179177e-08,9.879796384179177e-08
1709,8.681280405653524e-08,8.681280405653524e-08
1710,8.681280405653524e-08,8.681280405653524e-08
1711,8.681280405653524e-08,8.681280405653524e-08
1712,1.7372016308010124e-07,1.7372016308010124e-07
1713,1.8453817826217085e-07,1.8453817826217085e-07
1714,1.8453817826217085e-07,1.8453817826217085e-07
1715,9.772537420563562e-08,9.772537420563562e-08
1716,9.772537420563562e-08,9.772537420563562e-08
1717,1.0536677968226676e-07,1.0536677968226676e-07
1718,1.0536677968226676e-07,1.0536677968226676e-07
1719,3.162916278094079e-08,3.162916278094079e-08
1720,2.0811147598871164e-08,2.0811147598871164e-08
1721,2.0811147598871164e-08,2.0811147598871164e-08
1722,2.0811147598871164e-08,2.0811147598871164e-08
1723,1.1961396647767027e-07,1.1961396647767027e-07
1724,1.1784348075138951e-07,1.1784348075138951e-07
1725,1.1784348075138951e-07,1.1784348075138951e-07
1726,1.0467373862914948e-07,1.0467373862914948e-07
1727,1.594154654631958e-07,1.594154654631958e-07
1728,1.7237458546251867e-07,1.7237458546251867e-07
1729,1.7237458546251867e-07,1.7237458546251867e-07
1730,7.357176658371958e-08,7.357176658371958e-08
1731,6.770084683336921e-08,6.770084683336921e-08
1732,6.770084683336921e-08,6.770084683336921e-08
1733,6.770084683336921e-08,6.770084683336921e-08
1734,2.328258322644875e-08,2.328258322644875e-08
1735,1.0323463227125882e-08,1.0323463227125882e-08
1736,3.237276351748213e-08,3.237276351748213e-08
1737,3.237276351748213e-08,3.237276351748213e-08
1738,3.237276351748213e-08,3.237276351748213e-08
1739,3.237276351748213e-08,3.237276351748213e-08
1740,3.237276351748213e-08,3.237276351748213e-08
1741,2.2049300290356248e-08,2.2049300290356248e-08
1742,4.7558789414584423e-08,4.7558789414584423e-08
1743,6.403506347396615e-08,6.403506347396615e-08
1744,8.63553647637413e-08,8.63553647637413e-08
1745,8.63553647637413e-08,8.63553647637413e-08
1746,8.63553647637413e-08,8.63553647637413e-08
1747,8.63553647637413e-08,8.63553647637413e-08
1748,8.63553647637413e-08,8.63553647637413e-08
1749,6.084587563951313e-08,6.084587563951313e-08
1750,2.232030128977515e-08,2.232030128977515e-08
1751,0.0,0.0
1752,1.1695770954897204e-08,1.1695770954897204e-08
1753,1.1695770954897204e-08,1.1695770954897204e-08
1754,1.7905851734667522e-07,1.7905851734667522e-07
1755,3.2933752639304916e-07,3.2933752639304916e-07
1756,3.323729969346394e-07,3.323729969346394e-07
1757,3.323729969346394e-07,3.323729969346394e-07
1758,3.448033361053149e-07,3.448033361053149e-07
1759,3.36586360053356e-07,3.36586360053356e-07
1760,3.578772960517134e-07,3.578772960517134e-07
1761,1.9329011711834353e-07,1.9329011711834353e-07
1762,1.0739307678063272e-07,1.0739307678063272e-07
1763,1.1287362942726174e-07,1.1287362942726174e-07
1764,1.3254838725020234e-07,1.3254838725020234e-07
1765,1.4959213220525465e-07,1.4959213220525465e-07
1766,3.1276489131926155e-07,3.1276489131926155e-07
1767,4.121985523702116e-07,4.121985523702116e-07
1768,4.121051974591085e-07,4.121051974591085e-07
1769,3.4772322875044536e-07,3.4772322875044536e-07
1770,3.766851841240688e-07,3.766851841240688e-07
1771,3.570104263011282e-07,3.570104263011282e-07
1772,3.486249968074974e-07,3.486249968074974e-07
1773,1.819734427905522e-07,1.819734427905522e-07
1774,7.461116118585259e-08,7.461116118585259e-08
1775,7.192894863854754e-08,7.192894863854754e-08
1776,8.820316566016118e-08,8.820316566016118e-08
1777,6.239738833560945e-08,6.239738833560945e-08
1778,6.239738833560945e-08,6.239738833560945e-08
1779,4.3870419424203126e-08,4.3870419424203126e-08
1780,6.031440134636665e-08,6.031440134636665e-08
1781,6.225222090197999e-08,6.225222090197999e-08
1782,7.304288830921126e-08,7.304288830921126e-08
1783,7.199086482501116e-08,7.199086482501116e-08
1784,6.031866358772017e-08,6.031866358772017e-08
1785,6.355490838367522e-08,6.355490838367522e-08
1786,1.2397784208774608e-07,1.2397784208774608e-07
1787,1.1784699311639152e-07,1.1784699311639152e-07
1788,1.378237620538617e-07,1.378237620538617e-07
1789,1.758952589930069e-07,1.758952589930069e-07
1790,1.6509245906856256e-07,1.6509245906856256e-07
1791,1.6835035790815516e-07,1.6835035790815516e-07
1792,1.977619744155033e-07,1.977619744155033e-07
1793,1.4759564237465383e-07,1.4759564237465383e-07
1794,1.5025632141682115e-07,1.5025632141682115e-07
1795,1.4511739822507609e-07,1.4511739822507609e-07
1796,9.815155710413137e-08,9.815155710413137e-08
1797,9.486601079292509e-08,9.486601079292509e-08
1798,1.0086661880340639e-07,1.0086661880340639e-07
1799,7.723030101150893e-08,7.723030101150893e-08
1800,7.305695565967036e-08,7.305695565967036e-08
1801,6.983429314187464e-08,6.983429314187464e-08
1802,4.751059495029202e-08,4.751059495029202e-08
1803,6.702526914434007e-08,6.702526914434007e-08
1804,7.046758503698974e-08,7.046758503698974e-08
1805,6.302682071484306e-08,6.302682071484306e-08
1806,5.76349785674779e-08,5.76349785674779e-08
1807,1.1154718532984426e-07,1.1154718532984426e-07
1808,1.1238737978353746e-07,1.1238737978353746e-07
1809,1.2320835336104047e-07,1.2320835336104047e-07
1810,1.0920723614304961e-07,1.0920723614304961e-07
1811,1.0674052841608273e-07,1.0674052841608273e-07
1812,1.1065178437011777e-07,1.1065178437011777e-07
1813,1.188648262992079e-07,1.188648262992079e-07
1814,6.403912853971048e-08,6.403912853971048e-08
1815,7.314813618311941e-08,7.314813618311941e-08
1816,6.326082540348515e-08,6.326082540348515e-08
1817,6.51037139119483e-08,6.51037139119483e-08
1818,6.908144405721422e-08,6.908144405721422e-08
1819,7.432415927155489e-08,7.432415927155489e-08
1820,7.413577409108387e-08,7.413577409108387e-08
1821,9.815722330180116e-08,9.815722330180116e-08
1822,1.1127109341860627e-07,1.1127109341860627e-07
1823,1.290706122298551e-07,1.290706122298551e-07
1824,1.432888464388985e-07,1.432888464388985e-07
1825,1.4657130468062212e-07,1.4657130468062212e-07
1826,1.442499625779549e-07,1.442499625779549e-07
1827,1.412849651874889e-07,1.412849651874889e-07
1828,1.3601109977961251e-07,1.3601109977961251e-07
1829,1.0952156312019465e-07,1.0952156312019465e-07
1830,8.77393258999096e-08,8.77393258999096e-08
1831,7.2535947534139e-08,7.2535947534139e-08
1832,6.623168426399064e-08,6.623168426399064e-08
1833,7.432439958725873e-08,7.432439958725873e-08
1834,7.49477810606842e-08,7.49477810606842e-08
1835,6.72362282675262e-08,6.72362282675262e-08
1836,7.644920759933679e-08,7.644920759933679e-08
1837,1.198525375453333e-07,1.198525375453333e-07
1838,1.3234551613347127e-07,1.3234551613347127e-07
1839,1.4034422487644145e-07,1.4034422487644145e-07
1840,1.4257321570961983e-07,1.4257321570961983e-07
1841,1.401982570671732e-07,1.401982570671732e-07
1842,1.366346345272567e-07,1.366346345272567e-07
1843,1.241133986695786e-07,1.241133986695786e-07
1844,9.13048988796358e-08,9.13048988796358e-08
1845,8.26240125206823e-08,8.26240125206823e-08
1846,9.0669529535197e-08,9.0669529535197e-08
1847,8.266704095863783e-08,8.266704095863783e-08
1848,8.487209868235368e-08,8.487209868235368e-08
1849,7.665437909817488e-08,7.665437909817488e-08
1850,8.916061032339582e-08,8.916061032339582e-08
1851,8.693984554497547e-08,8.693984554497547e-08
1852,8.234324105111617e-08,8.234324105111617e-08
1853,7.708406560677109e-08,7.708406560677109e-08
1854,7.535631699592419e-08,7.535631699592419e-08
1855,7.577879352587453e-08,7.577879352587453e-08
1856,7.604867897319828e-08,7.604867897319828e-08
1857,6.62058578119026e-08,6.62058578119026e-08
1858,6.095824695811253e-08,6.095824695811253e-08
1859,6.517357726514611e-08,6.517357726514611e-08
1860,5.7910628673393405e-08,5.7910628673393405e-08
1861,6.086991127014179e-08,6.086991127014179e-08
1862,6.318258475143271e-08,6.318258475143271e-08
1863,6.59992527930951e-08,6.59992527930951e-08
1864,8.292507150794595e-08,8.292507150794595e-08
1865,8.303839596887233e-08,8.303839596887233e-08
1866,8.788557132837533e-08,8.788557132837533e-08
1867,8.700213324378378e-08,8.700213324378378e-08
1868,8.031284894270487e-08,8.031284894270487e-08
1869,7.184924376092892e-08,7.184924376092892e-08
1870,6.676045291190544e-08,6.676045291190544e-08
1871,4.9267379509387865e-08,4.9267379509387865e-08
1872,4.4251848407839134e-08,4.4251848407839134e-08
1873,3.757544472396798e-08,3.757544472396798e-08
1874,4.1607875240450605e-08,4.1607875240450605e-08
1875,3.962615911591781e-08,3.962615911591781e-08
1876,4.645641331941468e-08,4.645641331941468e-08
1877,4.797352204377603e-08,4.797352204377603e-08
1878,4.6634615661186474e-08,4.6634615661186474e-08
1879,5.010419660119883e-08,5.010419660119883e-08
1880,4.487200452477477e-08,4.487200452477477e-08
1881,4.3689806566200266e-08,4.3689806566200266e-08
1882,4.4891482277518794e-08,4.4891482277518794e-08
1883,3.957160415219667e-08,3.957160415219667e-08
1884,4.063729797110227e-08,4.063729797110227e-08
1885,4.0491530128861086e-08,4.0491530128861086e-08
1886,3.941225428556143e-08,3.941225428556143e-08
1887,3.927956905767717e-08,3.927956905767717e-08
1888,3.364159922065417e-08,3.364159922065417e-08
1889,4.1183950472145625e-08,4.1183950472145625e-08
1890,4.2087196965618593e-08,4.2087196965618593e-08
1891,3.7874753745979565e-08,3.7874753745979565e-08
1892,3.7527694983298584e-08,3.7527694983298584e-08
1893,4.5293069358568316e-08,4.5293069358568316e-08
1894,4.540591268055648e-08,4.540591268055648e-08
1895,5.089457515745315e-08,5.089457515745315e-08
1896,5.9144296063859004e-08,5.9144296063859004e-08
1897,5.860208597750573e-08,5.860208597750573e-08
1898,6.715301533891502e-08,6.715301533891502e-08
1899,6.891741678925558e-08,6.891741678925558e-08
1900,5.972972491211489e-08,5.972972491211489e-08
1901,6.155593901269185e-08,6.155593901269185e-08
1902,5.6129733749799016e-08,5.6129733749799016e-08
1903,4.0690450120450805e-08,4.0690450120450805e-08
1904,4.116955893656333e-08,4.116955893656333e-08
1905,3.790933814481637e-08,3.790933814481637e-08
1906,3.955104459813745e-08,3.955104459813745e-08
1907,4.161480353965479e-08,4.161480353965479e-08
1908,3.902798084709502e-08,3.902798084709502e-08
1909,3.811636809355637e-08,3.811636809355637e-08
1910,3.553862918234277e-08,3.553862918234277e-08
1911,3.325024890342222e-08,3.325024890342222e-08
1912,2.809349261160118e-08,2.809349261160118e-08
1913,2.233589852756219e-08,2.233589852756219e-08
1914,1.8974878366963466e-08,1.8974878366963466e-08
1915,1.787570555070569e-08,1.787570555070569e-08
1916,1.7690036927372636e-08,1.7690036927372636e-08
1917,1.692890570583115e-08,1.692890570583115e-08
1918,1.426767193279943e-08,1.426767193279943e-08
1919,1.4742861090663188e-08,1.4742861090663188e-08
1920,1.6319275074140804e-08,1.6319275074140804e-08
1921,2.2233113889618446e-08,2.2233113889618446e-08
1922,2.3967856017342067e-08,2.3967856017342067e-08
1923,2.5941263994054353e-08,2.5941263994054353e-08
1924,2.644232794628871e-08,2.644232794628871e-08
1925,2.7937552208153908e-08,2.7937552208153908e-08
1926,2.945273688429292e-08,2.945273688429292e-08
1927,3.2017616494580836e-08,3.2017616494580836e-08
1928,2.8096711750842067e-08,2.8096711750842067e-08
1929,2.6664152282965655e-08,2.6664152282965655e-08
1930,2.3680538101850905e-08,2.3680538101850905e-08
1931,2.4240689392282126e-08,2.4240689392282126e-08
1932,2.4659145011643853e-08,2.4659145011643853e-08
1933,2.3744487201834578e-08,2.3744487201834578e-08
1934,2.213388171158824e-08,2.213388171158824e-08
1935,1.941408944716727e-08,1.941408944716727e-08
1936,1.7192005216263136e-08,1.7192005216263136e-08
1937,1.737552222737447e-08,1.737552222737447e-08
1938,1.5612698181907296e-08,1.5612698181907296e-08
1939,1.4213108277618045e-08,1.4213108277618045e-08
1940,1.0680908602012096e-08,1.0680908602012096e-08
1941,7.63453433805239e-09,7.63453433805239e-09
1942,6.622789047331221e-09,6.622789047331221e-09
1943,6.836504695684198e-09,6.836504695684198e-09
1944,7.67884333896518e-09,7.67884333896518e-09
1945,8.755679863676441e-09,8.755679863676441e-09
1946,9.6868386328148e-09,9.6868386328148e-09
1947,1.1337338179373546e-08,1.1337338179373546e-08
1948,1.1795759607175732e-08,1.1795759607175732e-08
1949,1.2557771965150875e-08,1.2557771965150875e-08
1950,1.4027635434185219e-08,1.4027635434185219e-08
1951,1.4050198591876649e-08,1.4050198591876649e-08
1952,1.4642577182501424e-08,1.4642577182501424e-08
1953,1.609469484671016e-08,1.609469484671016e-08
1954,1.4385033862497818e-08,1.4385033862497818e-08
1955,1.4600002730600993e-08,1.4600002730600993e-08
1956,1.4478681238066266e-08,1.4478681238066266e-08
1957,1.3015334016890684e-08,1.3015334016890684e-08
1958,1.4011581672690454e-08,1.4011581672690454e-08
1959,1.3477988693365108e-08,1.3477988693365108e-08
1960,1.3142268670155285e-08,1.3142268670155285e-08
1961,1.6424304646481654e-08,1.6424304646481654e-08
1962,1.7408192284510245e-08,1.7408192284510245e-08
1963,1.7519655504116827e-08,1.7519655504116827e-08
1964,1.8188641830769418e-08,1.8188641830769418e-08
1965,1.7591065239384662e-08,1.7591065239384662e-08
1966,1.7803050589293434e-08,1.7803050589293434e-08
1967,1.70541357543844e-08,1.70541357543844e-08
1968,1.4145724972333288e-08,1.4145724972333288e-08
1969,1.4417735703732757e-08,1.4417735703732757e-08
1970,1.5015286791708604e-08,1.5015286791708604e-08
1971,1.7119556566009512e-08,1.7119556566009512e-08
1972,1.6296806697775016e-08,1.6296806697775016e-08
1973,1.5283525302476975e-08,1.5283525302476975e-08
1974,1.4335738564495517e-08,1.4335738564495517e-08
1975,1.4327611858837891e-08,1.4327611858837891e-08
1976,1.3447275166405298e-08,1.3447275166405298e-08
1977,1.3005993996070434e-08,1.3005993996070434e-08
1978,1.2153382554304569e-08,1.2153382554304569e-08
1979,1.168998396496233e-08,1.168998396496233e-08
1980,1.2693945323454564e-08,1.2693945323454564e-08
1981,1.1779057221669324e-08,1.1779057221669324e-08
1982,1.2212336919503741e-08,1.2212336919503741e-08
1983,1.1860082186184887e-08,1.1860082186184887e-08
1984,1.116205185423626e-08,1.116205185423626e-08
1985,9.702833711092547e-09,9.702833711092547e-09
1986,1.0784633630578355e-08,1.0784633630578355e-08
1987,1.0629164849871943e-08,1.0629164849871943e-08
1988,1.2778075486608031e-08,1.2778075486608031e-08
1989,1.4040045570595794e-08,1.4040045570595794e-08
1990,2.1018486253053326e-08,2.1018486253053326e-08
1991,2.3184267585106355e-08,2.3184267585106355e-08
1992,2.5170764520307135e-08,2.5170764520307135e-08
1993,2.584585523379701e-08,2.584585523379701e-08
1994,2.640226805437708e-08,2.640226805437708e-08
1995,2.7266414903692748e-08,2.7266414903692748e-08
1996,2.9526810456965384e-08,2.9526810456965384e-08
1997,2.714449820473419e-08,2.714449820473419e-08
1998,2.804717702531434e-08,2.804717702531434e-08
1999,2.9764108384305084e-08,2.9764108384305084e-08
2000,3.3179952753568746e-08,3.3179952753568746e-08
2001,3.4392348524647787e-08,3.4392348524647787e-08
2002,3.6040811731855426e-08,3.6040811731855426e-08
2003,3.4491906473834074e-08,3.4491906473834074e-08
2004,3.251479974153426e-08,3.251479974153426e-08
2005,3.129550434672572e-08,3.129550434672572e-08
2006,3.072542169897068e-08,3.072542169897068e-08
2007,2.895911091879303e-08,2.895911091879303e-08
2008,2.850310793738637e-08,2.850310793738637e-08
2009,2.657942513703152e-08,2.657942513703152e-08
2010,2.70390488412074e-08,2.70390488412074e-08
2011,2.834665226357304e-08,2.834665226357304e-08
2012,3.215245517448498e-08,3.215245517448498e-08
2013,3.150786983699813e-08,3.150786983699813e-08
2014,3.4062707448307654e-08,3.4062707448307654e-08
2015,3.7946702795872104e-08,3.7946702795872104e-08
2016,3.823989861270352e-08,3.823989861270352e-08
2017,3.970804514826417e-08,3.970804514826417e-08
2018,4.059785290166928e-08,4.059785290166928e-08
2019,3.8870137775148805e-08,3.8870137775148805e-08
