ngram,Paccar,Pacar,Pacar,Pacar
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1780,0.0,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1781,0.0,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1782,0.0,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1783,0.0,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1784,0.0,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1785,0.0,2.5616857206906776e-09,2.5616857206906776e-09,2.5616857206906776e-09
1786,1.3400983180287896e-09,0.0,0.0,0.0
1787,1.3400983180287896e-09,0.0,0.0,0.0
1788,1.3400983180287896e-09,0.0,0.0,0.0
1789,1.3400983180287896e-09,0.0,0.0,0.0
1790,1.3400983180287896e-09,0.0,0.0,0.0
1791,1.3400983180287896e-09,0.0,0.0,0.0
1792,1.3400983180287896e-09,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,5.786566781296187e-10,1.7359700978301719e-09,1.7359700978301719e-09,1.7359700978301719e-09
1799,5.786566781296187e-10,1.7359700978301719e-09,1.7359700978301719e-09,1.7359700978301719e-09
1800,5.786566781296187e-10,1.7359700978301719e-09,1.7359700978301719e-09,1.7359700978301719e-09
1801,5.786566781296187e-10,1.7359700978301719e-09,1.7359700978301719e-09,1.7359700978301719e-09
1802,5.786566781296187e-10,1.7359700978301719e-09,1.7359700978301719e-09,1.7359700978301719e-09
1803,5.786566781296187e-10,1.7359700978301719e-09,1.7359700978301719e-09,1.7359700978301719e-09
1804,5.786566781296187e-10,2.041047648353762e-09,2.041047648353762e-09,2.041047648353762e-09
1805,0.0,3.0507755052358986e-10,3.0507755052358986e-10,3.0507755052358986e-10
1806,0.0,3.0507755052358986e-10,3.0507755052358986e-10,3.0507755052358986e-10
1807,0.0,3.0507755052358986e-10,3.0507755052358986e-10,3.0507755052358986e-10
1808,0.0,3.0507755052358986e-10,3.0507755052358986e-10,3.0507755052358986e-10
1809,0.0,3.0507755052358986e-10,3.0507755052358986e-10,3.0507755052358986e-10
1810,0.0,5.230152025755988e-10,5.230152025755988e-10,5.230152025755988e-10
1811,0.0,2.17937652052009e-10,2.17937652052009e-10,2.17937652052009e-10
1812,0.0,2.17937652052009e-10,2.17937652052009e-10,2.17937652052009e-10
1813,0.0,4.1191705602017237e-10,4.1191705602017237e-10,4.1191705602017237e-10
1814,0.0,4.1191705602017237e-10,4.1191705602017237e-10,4.1191705602017237e-10
1815,0.0,4.1191705602017237e-10,4.1191705602017237e-10,4.1191705602017237e-10
1816,0.0,4.1191705602017237e-10,4.1191705602017237e-10,4.1191705602017237e-10
1817,0.0,1.9397940396816337e-10,1.9397940396816337e-10,1.9397940396816337e-10
1818,0.0,1.9397940396816337e-10,1.9397940396816337e-10,1.9397940396816337e-10
1819,0.0,1.9397940396816337e-10,1.9397940396816337e-10,1.9397940396816337e-10
1820,0.0,0.0,0.0,0.0
1821,0.0,0.0,0.0,0.0
1822,1.2476890155964171e-10,1.2476890155964171e-10,1.2476890155964171e-10,1.2476890155964171e-10
1823,1.2476890155964171e-10,1.2476890155964171e-10,1.2476890155964171e-10,1.2476890155964171e-10
1824,1.2476890155964171e-10,2.5888891823961606e-10,2.5888891823961606e-10,2.5888891823961606e-10
1825,1.2476890155964171e-10,2.5888891823961606e-10,2.5888891823961606e-10,2.5888891823961606e-10
1826,1.2476890155964171e-10,2.5888891823961606e-10,2.5888891823961606e-10,2.5888891823961606e-10
1827,1.2476890155964171e-10,2.5888891823961606e-10,2.5888891823961606e-10,2.5888891823961606e-10
1828,1.2476890155964171e-10,2.5888891823961606e-10,2.5888891823961606e-10,2.5888891823961606e-10
1829,7.027427845989515e-11,1.3412001667997434e-10,1.3412001667997434e-10,1.3412001667997434e-10
1830,7.027427845989515e-11,1.3412001667997434e-10,1.3412001667997434e-10,1.3412001667997434e-10
1831,7.027427845989515e-11,0.0,0.0,0.0
1832,7.027427845989515e-11,0.0,0.0,0.0
1833,7.027427845989515e-11,0.0,0.0,0.0
1834,7.027427845989515e-11,0.0,0.0,0.0
1835,7.027427845989515e-11,0.0,0.0,0.0
1836,0.0,0.0,0.0,0.0
1837,0.0,0.0,0.0,0.0
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,6.673876530781188e-11,0.0,0.0,0.0
1846,6.673876530781188e-11,6.52204996358969e-11,6.52204996358969e-11,6.52204996358969e-11
1847,6.673876530781188e-11,6.52204996358969e-11,6.52204996358969e-11,6.52204996358969e-11
1848,6.673876530781188e-11,6.52204996358969e-11,6.52204996358969e-11,6.52204996358969e-11
1849,6.673876530781188e-11,6.52204996358969e-11,6.52204996358969e-11,6.52204996358969e-11
1850,6.673876530781188e-11,2.0763023443416883e-10,2.0763023443416883e-10,2.0763023443416883e-10
1851,6.673876530781188e-11,3.0048742462516845e-10,3.0048742462516845e-10,3.0048742462516845e-10
1852,0.0,3.510489954283713e-10,3.510489954283713e-10,3.510489954283713e-10
1853,0.0,2.858284957924744e-10,2.858284957924744e-10,2.858284957924744e-10
1854,0.0,3.3633035642236363e-10,3.3633035642236363e-10,3.3633035642236363e-10
1855,5.250174898005103e-11,3.8883210540241464e-10,3.8883210540241464e-10,3.8883210540241464e-10
1856,5.250174898005103e-11,4.3853090999793464e-10,4.3853090999793464e-10,4.3853090999793464e-10
1857,5.250174898005103e-11,2.961211751996627e-10,2.961211751996627e-10,2.961211751996627e-10
1858,5.250174898005103e-11,2.0326398500866309e-10,2.0326398500866309e-10,2.0326398500866309e-10
1859,1.1343113749871593e-10,2.7456119124279e-10,2.7456119124279e-10,2.7456119124279e-10
1860,1.1343113749871593e-10,2.7456119124279e-10,2.7456119124279e-10,2.7456119124279e-10
1861,1.1343113749871593e-10,2.8054601102540337e-10,2.8054601102540337e-10,2.8054601102540337e-10
1862,6.09293885186649e-11,2.2804426204535234e-10,2.2804426204535234e-10,2.2804426204535234e-10
1863,6.09293885186649e-11,3.2155910474023537e-10,3.2155910474023537e-10,3.2155910474023537e-10
1864,6.09293885186649e-11,3.2155910474023537e-10,3.2155910474023537e-10,3.2155910474023537e-10
1865,6.09293885186649e-11,3.6578565573311804e-10,3.6578565573311804e-10,3.6578565573311804e-10
1866,0.0,2.881664985997036e-10,2.881664985997036e-10,2.881664985997036e-10
1867,4.321245742186111e-11,2.881664985997036e-10,2.881664985997036e-10,2.881664985997036e-10
1868,4.321245742186111e-11,2.3167981818720103e-10,2.3167981818720103e-10,2.3167981818720103e-10
1869,4.321245742186111e-11,2.3167981818720103e-10,2.3167981818720103e-10,2.3167981818720103e-10
1870,4.321245742186111e-11,8.846617089679804e-11,8.846617089679804e-11,8.846617089679804e-11
1871,4.321245742186111e-11,8.846617089679804e-11,8.846617089679804e-11,8.846617089679804e-11
1872,4.321245742186111e-11,4.4239619903915386e-11,4.4239619903915386e-11,4.4239619903915386e-11
1873,4.321245742186111e-11,0.0,0.0,0.0
1874,3.974071468729587e-11,3.974071468729587e-11,3.974071468729587e-11,3.974071468729587e-11
1875,3.974071468729587e-11,7.985574503242634e-11,7.985574503242634e-11,7.985574503242634e-11
1876,3.974071468729587e-11,1.5651971385644003e-10,1.5651971385644003e-10,1.5651971385644003e-10
1877,3.974071468729587e-11,1.9147138636504176e-10,1.9147138636504176e-10,1.9147138636504176e-10
1878,3.974071468729587e-11,1.9147138636504176e-10,1.9147138636504176e-10,1.9147138636504176e-10
1879,7.465452859075786e-11,2.2638520026850373e-10,2.2638520026850373e-10,2.2638520026850373e-10
1880,7.465452859075786e-11,2.2638520026850373e-10,2.2638520026850373e-10,2.2638520026850373e-10
1881,3.4913813903461997e-11,2.497756763324739e-10,2.497756763324739e-10,2.497756763324739e-10
1882,3.4913813903461997e-11,4.3652769494378115e-10,4.3652769494378115e-10,4.3652769494378115e-10
1883,3.4913813903461997e-11,3.5986372611976746e-10,3.5986372611976746e-10,3.5986372611976746e-10
1884,3.4913813903461997e-11,4.1644477152428093e-10,4.1644477152428093e-10,4.1644477152428093e-10
1885,4.992862591622429e-10,4.744913271816285e-10,4.744913271816285e-10,4.744913271816285e-10
1886,4.643724452587808e-10,4.395775132781665e-10,4.395775132781665e-10,4.395775132781665e-10
1887,6.578102189942164e-10,4.672114818043178e-10,4.672114818043178e-10,4.672114818043178e-10
1888,6.578102189942164e-10,4.040802910530518e-10,4.040802910530518e-10,4.040802910530518e-10
1889,6.578102189942164e-10,1.7721324209661405e-10,1.7721324209661405e-10,1.7721324209661405e-10
1890,6.578102189942164e-10,1.7721324209661405e-10,1.7721324209661405e-10,1.7721324209661405e-10
1891,6.578102189942164e-10,2.393108390024474e-10,2.393108390024474e-10,2.393108390024474e-10
1892,1.934377737354355e-10,1.812642833450998e-10,1.812642833450998e-10,1.812642833450998e-10
1893,2.395611209404791e-10,2.2738763055014337e-10,2.2738763055014337e-10,2.2738763055014337e-10
1894,4.6123347205043583e-11,2.2184543487949578e-10,2.2184543487949578e-10,2.2184543487949578e-10
1895,4.6123347205043583e-11,2.2184543487949578e-10,2.2184543487949578e-10,2.2184543487949578e-10
1896,4.6123347205043583e-11,2.412258607150822e-10,2.412258607150822e-10,2.412258607150822e-10
1897,4.6123347205043583e-11,2.7837937114202505e-10,2.7837937114202505e-10,2.7837937114202505e-10
1898,4.6123347205043583e-11,1.7886356284968485e-10,1.7886356284968485e-10,1.7886356284968485e-10
1899,4.6123347205043583e-11,1.9707746942313316e-10,1.9707746942313316e-10,1.9707746942313316e-10
1900,1.8070604536544822e-11,2.0516593582772406e-10,2.0516593582772406e-10,2.0516593582772406e-10
1901,1.8070604536544822e-11,2.3448422172199304e-10,2.3448422172199304e-10,2.3448422172199304e-10
1902,3.5288894822167145e-11,2.5170251200761536e-10,2.5170251200761536e-10,2.5170251200761536e-10
1903,5.122803966742648e-11,3.120178123808667e-10,3.120178123808667e-10,3.120178123808667e-10
1904,6.708177961524596e-11,3.065717818495628e-10,3.065717818495628e-10,3.065717818495628e-10
1905,9.757550422413125e-11,2.524572753229545e-10,2.524572753229545e-10,2.524572753229545e-10
1906,9.757550422413125e-11,2.3424336874950617e-10,2.3424336874950617e-10,2.3424336874950617e-10
1907,7.950489968758641e-11,1.9468172907100012e-10,1.9468172907100012e-10,1.9468172907100012e-10
1908,7.950489968758641e-11,1.981694867726956e-10,1.981694867726956e-10,1.981694867726956e-10
1909,6.22866094019641e-11,4.565713898222309e-10,4.565713898222309e-10,4.565713898222309e-10
1910,6.01213543235549e-11,3.906495533802433e-10,3.906495533802433e-10,3.906495533802433e-10
1911,4.4267614375735424e-11,3.729200053917811e-10,3.729200053917811e-10,3.729200053917811e-10
1912,4.260210537517953e-11,4.0174822100011044e-10,4.0174822100011044e-10,4.0174822100011044e-10
1913,7.119794337429042e-11,4.5893989699833225e-10,4.5893989699833225e-10,4.5893989699833225e-10
1914,1.0043092250690476e-10,4.58906212633511e-10,4.58906212633511e-10,4.58906212633511e-10
1915,1.1636964507090651e-10,4.3588584131004637e-10,4.3588584131004637e-10,4.3588584131004637e-10
1916,1.314215076050499e-10,1.753175105090321e-10,1.753175105090321e-10,1.753175105090321e-10
1917,1.31613352161164e-10,1.755093550651462e-10,1.755093550651462e-10,1.755093550651462e-10
1918,1.4599359122418372e-10,1.759116622209892e-10,1.759116622209892e-10,1.759116622209892e-10
1919,1.171653756158543e-10,1.7549494000869614e-10,1.7549494000869614e-10,1.7549494000869614e-10
1920,8.856953761674343e-11,1.1830326401047435e-10,1.1830326401047435e-10,1.1830326401047435e-10
1921,5.933655848412909e-11,1.0368677444416718e-10,1.0368677444416718e-10,1.0368677444416718e-10
1922,6.754913196254414e-11,9.596062535858048e-11,9.596062535858048e-11,9.596062535858048e-11
1923,5.249726942840078e-11,1.7912254120431926e-10,1.7912254120431926e-10,1.7912254120431926e-10
1924,3.853153510543653e-11,1.8957833715558892e-10,1.8957833715558892e-10,1.8957833715558892e-10
1925,2.4151296042416804e-11,2.442136215474733e-10,2.442136215474733e-10,2.442136215474733e-10
1926,6.999722230409994e-11,2.387250912822785e-10,2.387250912822785e-10,2.387250912822785e-10
1927,6.999722230409994e-11,2.387250912822785e-10,2.387250912822785e-10,2.387250912822785e-10
1928,1.3842568361407563e-10,2.615345777247567e-10,2.615345777247567e-10,2.615345777247567e-10
1929,1.6484598210274116e-10,2.373832816823399e-10,2.373832816823399e-10,2.373832816823399e-10
1930,1.6484598210274116e-10,1.6639689626174459e-10,1.6639689626174459e-10,1.6639689626174459e-10
1931,1.6484598210274116e-10,1.4197536598751067e-10,1.4197536598751067e-10,1.4197536598751067e-10
1932,1.6484598210274116e-10,7.29598425326066e-11,7.29598425326066e-11,7.29598425326066e-11
1933,2.34835849179303e-10,5.0036879401765027e-11,5.0036879401765027e-11,5.0036879401765027e-11
1934,2.34835849179303e-10,5.0036879401765027e-11,5.0036879401765027e-11,5.0036879401765027e-11
1935,1.664073878693273e-10,4.9449726059945325e-11,4.9449726059945325e-11,4.9449726059945325e-11
1936,1.9958552271199485e-10,7.03871584033828e-11,7.03871584033828e-11,7.03871584033828e-11
1937,1.9958552271199485e-10,8.804459938893672e-11,8.804459938893672e-11,8.804459938893672e-11
1938,1.3959593163954359e-09,8.804459938893672e-11,8.804459938893672e-11,8.804459938893672e-11
1939,1.918733838479625e-09,1.627266773710342e-10,1.627266773710342e-10,1.627266773710342e-10
1940,1.80289804514138e-09,1.885199397382615e-10,1.885199397382615e-10,1.885199397382615e-10
1941,2.2165765968727514e-09,1.885199397382615e-10,1.885199397382615e-10,1.885199397382615e-10
1942,2.2165765968727514e-09,1.411699864149542e-09,1.411699864149542e-09,1.411699864149542e-09
1943,2.1542801927264067e-09,1.3907624318061045e-09,1.3907624318061045e-09,1.3907624318061045e-09
1944,2.1542801927264067e-09,1.4027915634651222e-09,1.4027915634651222e-09,1.4027915634651222e-09
1945,9.954452401261804e-10,1.4778692456315516e-09,1.4778692456315516e-09,1.4778692456315516e-09
1946,8.367290253520818e-10,1.4197352718062613e-09,1.4197352718062613e-09,1.4197352718062613e-09
1947,8.367290253520818e-10,2.1224489784746734e-09,2.1224489784746734e-09,2.1224489784746734e-09
1948,4.572504735955718e-10,2.1908489784243964e-09,2.1908489784243964e-09,2.1908489784243964e-09
1949,9.334230352938837e-10,1.0134713703178834e-09,1.0134713703178834e-09,1.0134713703178834e-09
1950,9.119697100664784e-10,1.08115127168367e-09,1.08115127168367e-09,1.08115127168367e-09
1951,1.0940097914881518e-09,1.0242373060798116e-09,1.0242373060798116e-09,1.0242373060798116e-09
1952,1.5897252165457993e-09,9.648435730924554e-10,9.648435730924554e-10,9.648435730924554e-10
1953,1.2570453824681645e-09,9.48295468935648e-10,9.48295468935648e-10,9.48295468935648e-10
1954,1.3005932501610117e-09,2.633363675928559e-10,2.633363675928559e-10,2.633363675928559e-10
1955,1.3243702583011695e-09,1.9493636764313293e-10,1.9493636764313293e-10,1.9493636764313293e-10
1956,8.616657020835536e-10,1.4037972371840268e-10,1.4037972371840268e-10,1.4037972371840268e-10
1957,9.126406049537422e-10,2.638557071245527e-10,2.638557071245527e-10,2.638557071245527e-10
1958,8.972258402509656e-10,2.757575150367865e-10,2.757575150367865e-10,2.757575150367865e-10
1959,5.446745980828917e-10,3.2783720183005016e-10,3.2783720183005016e-10,3.2783720183005016e-10
1960,9.368105547255139e-10,3.701886456105744e-10,3.701886456105744e-10,3.701886456105744e-10
1961,9.607961024005185e-10,8.781636687668229e-10,8.781636687668229e-10,8.781636687668229e-10
1962,1.0966524563449376e-09,9.189706931930378e-10,9.189706931930378e-10,9.189706931930378e-10
1963,1.2515500104535805e-09,9.05502687712342e-10,9.05502687712342e-10,9.05502687712342e-10
1964,1.326481448492091e-09,7.143468029404052e-10,7.143468029404052e-10,7.143468029404052e-10
1965,1.5389046386411159e-09,7.200751582305185e-10,7.200751582305185e-10,7.200751582305185e-10
1966,1.366994686098038e-09,6.698976651176025e-10,6.698976651176025e-10,6.698976651176025e-10
1967,1.3857141882369005e-09,7.513717267418737e-10,7.513717267418737e-10,7.513717267418737e-10
1968,2.194978391505715e-09,3.1498387231820857e-10,3.1498387231820857e-10,3.1498387231820857e-10
1969,3.042463743242939e-09,3.2803816012767177e-10,3.2803816012767177e-10,3.2803816012767177e-10
1970,3.865052676719851e-09,4.771198119130865e-10,4.771198119130865e-10,4.771198119130865e-10
1971,5.609884566802416e-09,6.024324214085449e-10,6.024324214085449e-10,6.024324214085449e-10
1972,7.848165143558333e-09,8.021883831802309e-10,8.021883831802309e-10,8.021883831802309e-10
1973,1.2544207450559952e-08,9.084136934741796e-10,9.084136934741796e-10,9.084136934741796e-10
1974,1.554836716520315e-08,9.14948236222354e-10,9.14948236222354e-10,9.14948236222354e-10
