ngram,Xiaomi,Xaomi
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.7134757105249524e-10
1818,0.0,1.7134757105249524e-10
1819,0.0,1.7134757105249524e-10
1820,0.0,1.7134757105249524e-10
1821,0.0,1.7134757105249524e-10
1822,0.0,1.7134757105249524e-10
1823,0.0,1.7134757105249524e-10
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,5.4687675023399966e-11
1849,0.0,5.4687675023399966e-11
1850,0.0,1.0215758397943579e-10
1851,0.0,1.4858617907493558e-10
1852,0.0,1.4858617907493558e-10
1853,0.0,1.4858617907493558e-10
1854,0.0,1.990880397048248e-10
1855,0.0,1.9690211366147585e-10
1856,0.0,2.4660091825699585e-10
1857,0.0,2.472652360641092e-10
1858,0.0,2.0083664096860942e-10
1859,0.0,2.0083664096860942e-10
1860,0.0,2.0083664096860942e-10
1861,0.0,2.0682146075122277e-10
1862,0.0,1.5431971177117176e-10
1863,0.0,1.0462090717565177e-10
1864,0.0,1.5067692331933406e-10
1865,0.0,3.275831272908647e-10
1866,0.0,3.275831272908647e-10
1867,0.0,4.5722049955644803e-10
1868,0.0,4.007338191439455e-10
1869,0.0,5.986632538907649e-10
1870,0.0,5.986632538907649e-10
1871,0.0,5.856251356866388e-10
1872,0.0,4.90622352268742e-10
1873,0.0,6.076486139657991e-10
1874,0.0,5.574926710748076e-10
1875,0.0,5.574926710748076e-10
1876,0.0,3.9789522073999505e-10
1877,0.0,4.328468932485967e-10
1878,0.0,3.5169476854589124e-10
1879,0.0,4.4436042147464963e-10
1880,0.0,4.917675790393008e-10
1881,0.0,5.069829397566902e-10
1882,0.0,5.069829397566902e-10
1883,0.0,5.650188372730014e-10
1884,0.0,5.300671647643997e-10
1885,0.0,5.300671647643997e-10
1886,0.0,4.658525549443888e-10
1887,0.0,3.0141913568268054e-10
1888,0.0,2.337251880130913e-10
1889,0.0,3.3840876727848316e-10
1890,2.529569014570703e-11,4.444064065158214e-10
1891,2.529569014570703e-11,5.212215639252956e-10
1892,2.529569014570703e-11,5.661647281948337e-10
1893,2.529569014570703e-11,5.01933611737496e-10
1894,2.529569014570703e-11,6.123924760150144e-10
1895,2.529569014570703e-11,6.065608412367648e-10
1896,2.529569014570703e-11,6.956815203272373e-10
1897,0.0,6.047765304424096e-10
1898,0.0,6.36190386086152e-10
1899,0.0,7.005306612573037e-10
1900,0.0,8.170427588462457e-10
1901,0.0,8.950874565348345e-10
1902,0.0,9.083528294619368e-10
1903,0.0,7.783051504871099e-10
1904,0.0,8.09528277745386e-10
1905,0.0,7.927804365362842e-10
1906,0.0,7.765869138230488e-10
1907,0.0,6.872023347196229e-10
1908,0.0,5.947699555086672e-10
1909,0.0,6.843624555941119e-10
1910,0.0,6.894753260385958e-10
1911,0.0,7.005489125308121e-10
1912,0.0,7.387947079503679e-10
1913,0.0,7.171943832468791e-10
1914,0.0,6.877929852639702e-10
1915,0.0,6.235992476368222e-10
1916,0.0,5.447257526000218e-10
1917,0.0,5.037877714204291e-10
1918,0.0,4.5069219586516395e-10
1919,0.0,4.2040545449634996e-10
1920,0.0,4.417224820046124e-10
1921,0.0,4.822078391348533e-10
1922,0.0,5.71086878184016e-10
1923,0.0,5.504847371590976e-10
1924,0.0,6.202393896101047e-10
1925,0.0,6.115984207173091e-10
1926,0.0,5.580041210841356e-10
1927,0.0,4.6519750155190765e-10
1928,0.0,4.949101069438657e-10
1929,0.0,4.247252172977818e-10
1930,0.0,5.6353612649345e-10
1931,0.0,6.232480682338043e-10
1932,0.0,6.258003520149507e-10
1933,0.0,6.262887430885655e-10
1934,0.0,6.71224492654332e-10
1935,0.0,6.460663948271161e-10
1936,0.0,6.583070953438051e-10
1937,0.0,5.39827575498007e-10
1938,0.0,4.2593401424920584e-10
1939,0.0,5.056192091996386e-10
1940,0.0,5.882512056830182e-10
1941,2.7578570379763587e-11,5.984725968767788e-10
1942,2.7578570379763587e-11,5.344913103380985e-10
1943,2.7578570379763587e-11,5.78945639444812e-10
1944,2.7578570379763587e-11,6.289174201265116e-10
1945,2.7578570379763587e-11,6.417211781803037e-10
1946,2.7578570379763587e-11,5.005592071790791e-10
1947,2.7578570379763587e-11,4.04706845416999e-10
1948,0.0,4.350497085597078e-10
1949,0.0,5.291848031203322e-10
1950,0.0,4.3883815430729404e-10
1951,0.0,3.439815396807536e-10
1952,0.0,3.0335722921754586e-10
1953,0.0,2.8595025752015905e-10
1954,0.0,2.818682172587929e-10
1955,0.0,1.9636821335655696e-10
1956,0.0,1.1772909036533719e-10
1957,0.0,1.0080911502389053e-10
1958,0.0,1.0080911502389053e-10
1959,0.0,1.190069838309858e-10
1960,0.0,1.1390560815988898e-10
1961,0.0,9.612926526220938e-11
1962,0.0,9.612926526220938e-11
1963,0.0,6.562910433359294e-11
1964,0.0,1.1059565465812834e-10
1965,0.0,1.1941073625930188e-10
1966,0.0,1.0311506113255423e-10
1967,0.0,1.2790591601736471e-10
1968,0.0,1.6093305557233047e-10
1969,0.0,2.2377125450231564e-10
1970,0.0,2.4017592478323534e-10
1971,0.0,2.0416027499533688e-10
1972,0.0,2.0404063855172794e-10
1973,0.0,1.8645449569230721e-10
1974,0.0,1.5107577986236568e-10
1975,0.0,1.1490257158440289e-10
1976,0.0,9.224652787663347e-11
1977,1.605282177027537e-11,6.593800109097207e-11
1978,1.605282177027537e-11,6.514702914033649e-11
1979,2.4180522663540062e-11,5.645158398277188e-11
1980,2.4180522663540062e-11,9.563572007732977e-11
1981,1.386274983694591e-10,1.0326551865597849e-10
1982,1.4603899339826754e-10,9.515601848142374e-11
1983,1.6824651096917061e-10,6.237636895096393e-11
1984,1.5954428254717967e-10,6.972696229924833e-11
1985,1.957146587651591e-10,7.603518360567639e-11
1986,2.8430673291803185e-10,9.676084883733108e-11
1987,2.909942004620485e-10,5.757671274277319e-11
1988,1.9734145418971926e-10,5.6878323975321063e-11
1989,2.431460533905813e-10,7.018234753273868e-11
1990,2.608833094989002e-10,6.943730412085308e-11
1991,3.9148734799567183e-10,6.865597921528505e-11
1992,4.952885933725718e-10,6.055017548863998e-11
1993,4.307756150797751e-10,3.9824510256985284e-11
1994,5.281382256131348e-10,4.6327640136821306e-11
1995,7.628292481814164e-10,4.578336172479856e-11
1996,9.616947159253796e-10,3.878137741497589e-11
1997,1.0483054781383417e-09,3.787643958395672e-11
1998,1.014351019845705e-09,3.708495861588977e-11
1999,9.069188634207898e-10,4.156910084009345e-11
2000,1.1083713807868989e-09,5.195395948771291e-11
2001,1.1615139267062702e-09,5.0521559654047114e-11
2002,9.919255357569513e-10,5.487153588644235e-11
2003,7.862672080876416e-10,5.3727633948984026e-11
2004,7.101771333704678e-10,6.816129357362882e-11
2005,6.558628937566472e-10,1.5181818798147362e-10
2006,6.593494321955567e-10,1.5126484390456544e-10
2007,5.384004987872362e-10,1.730829517408518e-10
2008,7.145458986406489e-10,1.6801222169468159e-10
2009,7.365146984358465e-10,1.6142379323117303e-10
2010,8.129083477787751e-10,1.562656559210364e-10
2011,2.2387252210772803e-09,1.4072186892937529e-10
2012,7.20850552661721e-09,5.662704457129067e-11
2013,2.724416478924344e-08,4.6333900258210825e-11
2014,3.6234408227832556e-08,2.4522433934661058e-11
2015,4.417741311657508e-08,2.9953105224308654e-11
2016,8.479977350476073e-08,3.206291184934937e-11
2017,9.878978272463239e-08,3.740673049090759e-11
2018,1.1648094400129594e-07,3.838872067452037e-11
2019,1.368171140825325e-07,3.864115017543357e-11
