ngram,Prologis,Prologis,Prologs,Prologs
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,1.113427937785413e-07,1.113427937785413e-07,0.0,0.0
1653,1.113427937785413e-07,1.113427937785413e-07,0.0,0.0
1654,1.113427937785413e-07,1.113427937785413e-07,0.0,0.0
1655,1.113427937785413e-07,1.113427937785413e-07,0.0,0.0
1656,1.113427937785413e-07,1.113427937785413e-07,0.0,0.0
1657,1.113427937785413e-07,1.113427937785413e-07,0.0,0.0
1658,1.113427937785413e-07,1.113427937785413e-07,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,1.3933479132382282e-08,1.3933479132382282e-08,0.0,0.0
1732,1.3933479132382282e-08,1.3933479132382282e-08,0.0,0.0
1733,1.3933479132382282e-08,1.3933479132382282e-08,0.0,0.0
1734,1.3933479132382282e-08,1.3933479132382282e-08,0.0,0.0
1735,1.3933479132382282e-08,1.3933479132382282e-08,0.0,0.0
1736,1.3933479132382282e-08,1.3933479132382282e-08,0.0,0.0
1737,1.3933479132382282e-08,1.3933479132382282e-08,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,2.5616857206906776e-09,2.5616857206906776e-09,0.0,0.0
1780,2.5616857206906776e-09,2.5616857206906776e-09,0.0,0.0
1781,2.5616857206906776e-09,2.5616857206906776e-09,0.0,0.0
1782,2.5616857206906776e-09,2.5616857206906776e-09,0.0,0.0
1783,4.736284761211859e-09,4.736284761211859e-09,4.349198081042362e-09,4.349198081042362e-09
1784,4.736284761211859e-09,4.736284761211859e-09,7.678142312426774e-09,7.678142312426774e-09
1785,4.736284761211859e-09,4.736284761211859e-09,7.678142312426774e-09,7.678142312426774e-09
1786,2.174599040521181e-09,2.174599040521181e-09,7.678142312426774e-09,7.678142312426774e-09
1787,2.174599040521181e-09,2.174599040521181e-09,7.678142312426774e-09,7.678142312426774e-09
1788,2.174599040521181e-09,2.174599040521181e-09,7.678142312426774e-09,7.678142312426774e-09
1789,2.174599040521181e-09,2.174599040521181e-09,7.678142312426774e-09,7.678142312426774e-09
1790,0.0,0.0,3.328944231384412e-09,3.328944231384412e-09
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,8.676994411871419e-08,8.676994411871419e-08,0.0,0.0
1794,8.676994411871419e-08,8.676994411871419e-08,0.0,0.0
1795,8.676994411871419e-08,8.676994411871419e-08,0.0,0.0
1796,8.676994411871419e-08,8.676994411871419e-08,0.0,0.0
1797,8.676994411871419e-08,8.676994411871419e-08,0.0,0.0
1798,8.676994411871419e-08,8.676994411871419e-08,0.0,0.0
1799,8.676994411871419e-08,8.676994411871419e-08,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,3.0507755052358986e-10,3.0507755052358986e-10
1805,2.856452598263916e-09,2.856452598263916e-09,8.244325539712755e-10,8.244325539712755e-10
1806,2.856452598263916e-09,2.856452598263916e-09,8.244325539712755e-10,8.244325539712755e-10
1807,2.856452598263916e-09,2.856452598263916e-09,1.0336537816156367e-09,1.0336537816156367e-09
1808,2.856452598263916e-09,2.856452598263916e-09,1.0336537816156367e-09,1.0336537816156367e-09
1809,2.856452598263916e-09,2.856452598263916e-09,1.0336537816156367e-09,1.0336537816156367e-09
1810,3.510265538559614e-09,3.510265538559614e-09,1.0336537816156367e-09,1.0336537816156367e-09
1811,3.510265538559614e-09,3.510265538559614e-09,7.285762310920469e-10,7.285762310920469e-10
1812,6.53812940295698e-10,6.53812940295698e-10,4.4792948715256994e-10,4.4792948715256994e-10
1813,6.53812940295698e-10,6.53812940295698e-10,6.419088911207333e-10,6.419088911207333e-10
1814,6.53812940295698e-10,6.53812940295698e-10,4.326876634763721e-10,4.326876634763721e-10
1815,6.53812940295698e-10,6.53812940295698e-10,4.326876634763721e-10,4.326876634763721e-10
1816,6.53812940295698e-10,6.53812940295698e-10,6.228603823186875e-10,6.228603823186875e-10
1817,1.0280854263149714e-09,1.0280854263149714e-09,6.228603823186875e-10,6.228603823186875e-10
1818,1.0280854263149714e-09,1.0280854263149714e-09,6.228603823186875e-10,6.228603823186875e-10
1819,1.1783828674743241e-09,1.1783828674743241e-09,3.8415212281047873e-10,3.8415212281047873e-10
1820,1.1783828674743241e-09,1.1783828674743241e-09,1.901727188423154e-10,1.901727188423154e-10
1821,1.1783828674743241e-09,1.1783828674743241e-09,4.472812279284913e-10,4.472812279284913e-10
1822,1.1783828674743241e-09,1.1783828674743241e-09,5.720501294881331e-10,5.720501294881331e-10
1823,1.1783828674743241e-09,1.1783828674743241e-09,3.8187741064581767e-10,3.8187741064581767e-10
1824,1.5029744115935273e-10,1.5029744115935273e-10,3.8187741064581767e-10,3.8187741064581767e-10
1825,4.0353104984498193e-10,4.0353104984498193e-10,3.8187741064581767e-10,3.8187741064581767e-10
1826,7.272265805419969e-10,7.272265805419969e-10,3.8187741064581767e-10,3.8187741064581767e-10
1827,8.317971866844687e-10,8.317971866844687e-10,3.8187741064581767e-10,3.8187741064581767e-10
1828,8.317971866844687e-10,8.317971866844687e-10,1.2476890155964171e-10,1.2476890155964171e-10
1829,8.317971866844687e-10,8.317971866844687e-10,0.0,0.0
1830,8.317971866844687e-10,8.317971866844687e-10,0.0,0.0
1831,8.317971866844687e-10,8.317971866844687e-10,0.0,0.0
1832,5.785635779988394e-10,5.785635779988394e-10,0.0,0.0
1833,1.8704886845759868e-10,1.8704886845759868e-10,0.0,0.0
1834,2.485986496024241e-10,2.485986496024241e-10,8.306019364364862e-11,8.306019364364862e-11
1835,2.485986496024241e-10,2.485986496024241e-10,8.306019364364862e-11,8.306019364364862e-11
1836,2.485986496024241e-10,2.485986496024241e-10,8.306019364364862e-11,8.306019364364862e-11
1837,4.809228729537754e-10,4.809228729537754e-10,8.306019364364862e-11,8.306019364364862e-11
1838,5.572486202635016e-10,5.572486202635016e-10,8.306019364364862e-11,8.306019364364862e-11
1839,5.572486202635016e-10,5.572486202635016e-10,8.306019364364862e-11,8.306019364364862e-11
1840,7.015282561211628e-10,7.015282561211628e-10,8.306019364364862e-11,8.306019364364862e-11
1841,5.354078688338656e-10,5.354078688338656e-10,0.0,0.0
1842,5.354078688338656e-10,5.354078688338656e-10,6.081543998551605e-11,6.081543998551605e-11
1843,6.009823987669044e-10,6.009823987669044e-10,6.081543998551605e-11,6.081543998551605e-11
1844,3.68658175415553e-10,3.68658175415553e-10,1.2759829700773447e-10,1.2759829700773447e-10
1845,2.923324281058269e-10,2.923324281058269e-10,1.9433706231554637e-10,1.9433706231554637e-10
1846,5.532144266494145e-10,5.532144266494145e-10,2.5955756195144327e-10,2.5955756195144327e-10
1847,3.870619935675279e-10,3.870619935675279e-10,3.8076849213324644e-10,3.8076849213324644e-10
1848,3.870619935675279e-10,3.870619935675279e-10,3.8076849213324644e-10,3.8076849213324644e-10
1849,3.870619935675279e-10,3.870619935675279e-10,3.73692588777936e-10,3.73692588777936e-10
1850,3.68957372590525e-10,3.68957372590525e-10,3.73692588777936e-10,3.73692588777936e-10
1851,4.1538596768602483e-10,4.1538596768602483e-10,4.926241121377168e-10,4.926241121377168e-10
1852,4.1538596768602483e-10,4.1538596768602483e-10,5.270084884363107e-10,5.270084884363107e-10
1853,3.4754133301387723e-10,3.4754133301387723e-10,5.583066707361337e-10,5.583066707361337e-10
1854,2.8693586792297564e-10,2.8693586792297564e-10,4.875976011842198e-10,4.875976011842198e-10
1855,2.8693586792297564e-10,2.8693586792297564e-10,5.926010991443218e-10,5.926010991443218e-10
1856,1.131815526221404e-09,1.131815526221404e-09,6.879579802657584e-10,6.879579802657584e-10
1857,1.6619563384231588e-09,1.6619563384231588e-09,6.879579802657584e-10,6.879579802657584e-10
1858,1.7307347697860719e-09,1.7307347697860719e-09,9.054681964532868e-10,9.054681964532868e-10
1859,1.7307347697860719e-09,1.7307347697860719e-09,9.262038318842108e-10,9.262038318842108e-10
1860,1.537697405914632e-09,1.537697405914632e-09,8.906803588321871e-10,8.906803588321871e-10
1861,2.0460775375573193e-09,2.0460775375573193e-09,1.0096385315096411e-09,1.0096385315096411e-09
1862,2.7704150798843077e-09,2.7704150798843077e-09,1.0160715760828713e-09,1.0160715760828713e-09
1863,1.925535421585879e-09,1.925535421585879e-09,9.624509205481096e-10,9.624509205481096e-10
1864,1.3479247004280888e-09,1.3479247004280888e-09,1.0095460420015252e-09,1.0095460420015252e-09
1865,1.8961159626534093e-09,1.8961159626534093e-09,6.947745474177631e-10,6.947745474177631e-10
1866,1.8961159626534093e-09,1.8961159626534093e-09,8.383534898039256e-10,8.383534898039256e-10
1867,2.0257533349189926e-09,2.0257533349189926e-09,8.205707383420905e-10,8.205707383420905e-10
1868,1.5621849012793986e-09,1.5621849012793986e-09,6.511107050347472e-10,6.511107050347472e-10
1869,8.378473589524102e-10,8.378473589524102e-10,7.376035972482344e-10,7.376035972482344e-10
1870,8.800838193133233e-10,8.800838193133233e-10,6.421278350313539e-10,6.421278350313539e-10
1871,9.612359440160289e-10,9.612359440160289e-10,1.00079334502163e-09,1.00079334502163e-09
1872,3.387893656091125e-10,3.387893656091125e-10,9.942436635894986e-10,9.942436635894986e-10
1873,7.678856479247693e-10,7.678856479247693e-10,7.288059441660063e-10,7.288059441660063e-10
1874,7.574704157559913e-10,7.574704157559913e-10,7.25334201431441e-10,7.25334201431441e-10
1875,7.527737480980282e-10,7.527737480980282e-10,7.25334201431441e-10,7.25334201431441e-10
1876,1.2127575451817814e-09,1.2127575451817814e-09,6.4240071595556e-10,6.4240071595556e-10
1877,1.2404244298380718e-09,1.2404244298380718e-09,7.822074059899669e-10,7.822074059899669e-10
1878,1.1592723051353663e-09,1.1592723051353663e-09,3.7644677454627487e-10,3.7644677454627487e-10
1879,1.3976311060862452e-09,1.3976311060862452e-09,3.6437098179956505e-10,3.6437098179956505e-10
1880,9.685348237705886e-10,9.685348237705886e-10,4.301443487112319e-10,4.301443487112319e-10
1881,8.808782790494161e-10,8.808782790494161e-10,5.482316069370188e-10,5.482316069370188e-10
1882,8.731728276930742e-10,8.731728276930742e-10,6.454603399383022e-10,6.454603399383022e-10
1883,4.453116585796073e-10,4.453116585796073e-10,8.838132963579731e-10,8.838132963579731e-10
1884,4.3643012814786886e-10,4.3643012814786886e-10,8.66050235494496e-10,8.66050235494496e-10
1885,4.6545340597654265e-10,4.6545340597654265e-10,9.240967911518436e-10,9.240967911518436e-10
1886,1.861428947488467e-10,1.861428947488467e-10,9.094463951761103e-10,9.094463951761103e-10
1887,2.414108318011492e-10,2.414108318011492e-10,1.0647447764736535e-09,1.0647447764736535e-09
1888,2.0984523642551623e-10,2.0984523642551623e-10,9.609224884053548e-10,9.609224884053548e-10
1889,2.297774470694236e-10,2.297774470694236e-10,8.898646502204193e-10,8.898646502204193e-10
1890,2.2295050924484424e-10,2.2295050924484424e-10,7.388812656954664e-10,7.388812656954664e-10
1891,1.619286946593793e-10,1.619286946593793e-10,8.216780509963582e-10,8.216780509963582e-10
1892,1.5537699896547456e-10,1.5537699896547456e-10,8.759894040303148e-10,8.759894040303148e-10
1893,5.704871357061134e-10,5.704871357061134e-10,8.208121721991241e-10,8.208121721991241e-10
1894,1.1337888386079138e-09,1.1337888386079138e-09,6.218321968454177e-10,6.218321968454177e-10
1895,1.7054114608600862e-09,1.7054114608600862e-09,5.678265120006338e-10,5.678265120006338e-10
1896,2.3120041654976576e-09,2.3120041654976576e-09,5.997968946910451e-10,5.997968946910451e-10
1897,2.602513317946047e-09,2.602513317946047e-09,4.717383943792746e-10,4.717383943792746e-10
1898,2.9993530219009556e-09,2.9993530219009556e-09,3.0297431627016435e-10,3.0297431627016435e-10
1899,5.0168389759923974e-09,5.0168389759923974e-09,3.181137535929983e-10,3.181137535929983e-10
1900,5.089635157773387e-09,5.089635157773387e-09,4.6267858988535693e-10,4.6267858988535693e-10
1901,4.693842441711687e-09,4.693842441711687e-09,5.262702535662506e-10,5.262702535662506e-10
1902,4.8626063017412744e-09,4.8626063017412744e-09,5.9514341470874e-10,5.9514341470874e-10
1903,4.55433299010163e-09,4.55433299010163e-09,5.529412820472399e-10,5.529412820472399e-10
1904,5.284874966220749e-09,5.284874966220749e-09,4.944880011411737e-10,4.944880011411737e-10
1905,5.330194270085948e-09,5.330194270085948e-09,5.956334225446344e-10,5.956334225446344e-10
1906,3.3212667061022216e-09,3.3212667061022216e-09,4.681360765304962e-10,4.681360765304962e-10
1907,2.950561779029621e-09,2.950561779029621e-09,5.579740231361921e-10,5.579740231361921e-10
1908,2.9336516707953055e-09,2.9336516707953055e-09,4.997394948255288e-10,4.997394948255288e-10
1909,3.020125736798361e-09,3.020125736798361e-09,4.859903699710217e-10,4.859903699710217e-10
1910,2.88984679043734e-09,2.88984679043734e-09,5.664684564675251e-10,5.664684564675251e-10
1911,2.01123516254041e-09,2.01123516254041e-09,5.925485142237769e-10,5.925485142237769e-10
1912,1.6123184771415261e-09,1.6123184771415261e-09,4.841549720659342e-10,4.841549720659342e-10
1913,1.709969776886311e-09,1.709969776886311e-09,5.842404040715518e-10,5.842404040715518e-10
1914,1.7535497736404742e-09,1.7535497736404742e-09,4.3753655658879913e-10,4.3753655658879913e-10
1915,1.7867637924773305e-09,1.7867637924773305e-09,4.73842538619072e-10,4.73842538619072e-10
1916,1.1254737380157159e-09,1.1254737380157159e-09,4.3377036486523327e-10,4.3377036486523327e-10
1917,1.0028516429981339e-09,1.0028516429981339e-09,3.652846021693991e-10,3.652846021693991e-10
1918,1.0795805202182658e-09,1.0795805202182658e-09,3.952520037455086e-10,3.952520037455086e-10
1919,1.3062473721728703e-09,1.3062473721728703e-09,4.516582663427471e-10,4.516582663427471e-10
1920,1.2935743746008858e-09,1.2935743746008858e-09,6.531943557470348e-10,6.531943557470348e-10
1921,1.2733510277941816e-09,1.2733510277941816e-09,7.903882865661111e-10,7.903882865661111e-10
1922,1.0584214893416544e-09,1.0584214893416544e-09,8.715411646344404e-10,8.715411646344404e-10
1923,9.665113273208244e-10,9.665113273208244e-10,1.0283634202127141e-09,1.0283634202127141e-09
1924,9.42015778874047e-10,9.42015778874047e-10,1.122539600955414e-09,1.122539600955414e-09
1925,7.665672342925336e-10,7.665672342925336e-10,1.1656642793868498e-09,1.1656642793868498e-09
1926,6.112728775534545e-10,6.112728775534545e-10,1.1491986885912654e-09,1.1491986885912654e-09
1927,5.634797350939635e-10,5.634797350939635e-10,1.0067458136983225e-09,1.0067458136983225e-09
1928,5.141596394673899e-10,5.141596394673899e-10,1.0099478079236439e-09,1.0099478079236439e-09
1929,5.658657352215966e-10,5.658657352215966e-10,9.156116341303897e-10,9.156116341303897e-10
1930,5.19432796378513e-10,5.19432796378513e-10,8.798744748667836e-10,8.798744748667836e-10
1931,4.986342231973393e-10,4.986342231973393e-10,8.626988647262936e-10,8.626988647262936e-10
1932,4.296186997424353e-10,4.296186997424353e-10,8.186027252879821e-10,8.186027252879821e-10
1933,3.381710407733353e-10,3.381710407733353e-10,8.888367898838925e-10,8.888367898838925e-10
1934,2.699559088175414e-10,2.699559088175414e-10,8.195396424984633e-10,8.195396424984633e-10
1935,1.7871796304762862e-10,1.7871796304762862e-10,6.803341144413975e-10,6.803341144413975e-10
1936,1.6567286629877642e-10,1.6567286629877642e-10,8.810117001014004e-10,8.810117001014004e-10
1937,2.0577272822183294e-10,2.0577272822183294e-10,7.897595751974304e-10,7.897595751974304e-10
1938,1.7505895939200807e-10,1.7505895939200807e-10,8.153410407147582e-10,8.153410407147582e-10
1939,1.7505895939200807e-10,1.7505895939200807e-10,7.941993531078242e-10,7.941993531078242e-10
1940,1.5189180072435907e-10,1.5189180072435907e-10,6.551964011019302e-10,6.551964011019302e-10
1941,1.5189180072435907e-10,1.5189180072435907e-10,6.204820427299243e-10,6.204820427299243e-10
1942,1.7679984658831264e-10,1.7679984658831264e-10,5.315927103272904e-10,5.315927103272904e-10
1943,1.1398755154054133e-10,1.1398755154054133e-10,3.0179685536361033e-10,3.0179685536361033e-10
1944,6.563161918699783e-11,6.563161918699783e-11,5.225105328568855e-10,5.225105328568855e-10
1945,4.3879368392753444e-11,4.3879368392753444e-11,4.670747102578484e-10,4.670747102578484e-10
1946,4.3879368392753444e-11,4.3879368392753444e-11,6.158639094731657e-10,6.158639094731657e-10
1947,1.763351766191436e-10,1.763351766191436e-10,9.138894819476257e-10,9.138894819476257e-10
1948,1.763351766191436e-10,1.763351766191436e-10,8.758323411755293e-10,8.758323411755293e-10
1949,1.6843329310654654e-10,1.6843329310654654e-10,9.608631489672297e-10,9.608631489672297e-10
1950,1.853532684479932e-10,1.853532684479932e-10,9.563297990812713e-10,9.563297990812713e-10
1951,1.6638194591919334e-10,1.6638194591919334e-10,8.06574979425204e-10,8.06574979425204e-10
1952,1.6638194591919334e-10,1.6638194591919334e-10,9.040207372373083e-10,9.040207372373083e-10
1953,1.820711825354212e-10,1.820711825354212e-10,8.466466159104005e-10,8.466466159104005e-10
1954,4.961537430903107e-11,4.961537430903107e-11,6.64748690616866e-10,6.64748690616866e-10
1955,4.961537430903107e-11,4.961537430903107e-11,7.056256987444545e-10,7.056256987444545e-10
1956,5.954522291906628e-11,5.954522291906628e-11,7.552749517073362e-10,7.552749517073362e-10
1957,4.262524757761962e-11,4.262524757761962e-11,8.785359543025553e-10,8.785359543025553e-10
1958,5.4527055489853435e-11,5.4527055489853435e-11,8.698085307567993e-10,8.698085307567993e-10
1959,6.582099448815271e-11,6.582099448815271e-11,8.102244787787174e-10,8.102244787787174e-10
1960,5.013175787192483e-11,5.013175787192483e-11,7.643121017039281e-10,7.643121017039281e-10
