ngram,Enel,Eel,Enl,Eel
1625,0.0,0.0,0.0,0.0
1626,2.296218164182002e-07,0.0,0.0,0.0
1627,2.296218164182002e-07,0.0,0.0,0.0
1628,2.296218164182002e-07,0.0,0.0,0.0
1629,2.296218164182002e-07,0.0,0.0,0.0
1630,2.296218164182002e-07,0.0,0.0,0.0
1631,2.296218164182002e-07,5.6679985911094784e-08,0.0,5.6679985911094784e-08
1632,2.296218164182002e-07,5.6679985911094784e-08,0.0,5.6679985911094784e-08
1633,0.0,5.6679985911094784e-08,0.0,5.6679985911094784e-08
1634,0.0,5.6679985911094784e-08,0.0,5.6679985911094784e-08
1635,0.0,5.6679985911094784e-08,0.0,5.6679985911094784e-08
1636,0.0,5.6679985911094784e-08,0.0,5.6679985911094784e-08
1637,0.0,5.6679985911094784e-08,0.0,5.6679985911094784e-08
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,1.028080548946621e-07,0.0,1.028080548946621e-07
1641,0.0,1.028080548946621e-07,0.0,1.028080548946621e-07
1642,0.0,1.028080548946621e-07,0.0,1.028080548946621e-07
1643,0.0,1.028080548946621e-07,0.0,1.028080548946621e-07
1644,0.0,1.028080548946621e-07,0.0,1.028080548946621e-07
1645,0.0,1.028080548946621e-07,0.0,1.028080548946621e-07
1646,0.0,1.028080548946621e-07,0.0,1.028080548946621e-07
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,2.2838472172484866e-06,0.0,2.2838472172484866e-06
1651,0.0,2.326847298458493e-06,0.0,2.326847298458493e-06
1652,0.0,2.326847298458493e-06,0.0,2.326847298458493e-06
1653,0.0,2.326847298458493e-06,0.0,2.326847298458493e-06
1654,0.0,2.4512968528662375e-06,0.0,2.4512968528662375e-06
1655,0.0,2.567502942188834e-06,0.0,2.567502942188834e-06
1656,0.0,2.567502942188834e-06,1.8122932488040533e-07,2.567502942188834e-06
1657,0.0,2.8365572494034754e-07,1.8122932488040533e-07,2.8365572494034754e-07
1658,0.0,4.015025427049425e-07,1.8122932488040533e-07,4.015025427049425e-07
1659,0.0,4.015025427049425e-07,1.8122932488040533e-07,4.015025427049425e-07
1660,0.0,4.015025427049425e-07,1.8122932488040533e-07,4.015025427049425e-07
1661,0.0,2.770529882971979e-07,1.8122932488040533e-07,2.770529882971979e-07
1662,0.0,2.0144675870272165e-07,1.8122932488040533e-07,2.0144675870272165e-07
1663,0.0,2.0144675870272165e-07,0.0,2.0144675870272165e-07
1664,0.0,3.5865868345094244e-07,0.0,3.5865868345094244e-07
1665,0.0,1.9781178447634114e-07,0.0,1.9781178447634114e-07
1666,0.0,1.9781178447634114e-07,0.0,1.9781178447634114e-07
1667,0.0,3.2762104800505245e-07,0.0,3.2762104800505245e-07
1668,0.0,3.2762104800505245e-07,0.0,3.2762104800505245e-07
1669,0.0,2.8702118827693213e-07,0.0,2.8702118827693213e-07
1670,0.0,2.8702118827693213e-07,0.0,2.8702118827693213e-07
1671,0.0,1.2980926352871132e-07,0.0,1.2980926352871132e-07
1672,0.0,3.266140749604217e-07,0.0,3.266140749604217e-07
1673,0.0,4.008426880578294e-07,0.0,4.008426880578294e-07
1674,0.0,3.0356394883516e-07,0.0,3.0356394883516e-07
1675,0.0,3.3788244836939286e-07,0.0,3.3788244836939286e-07
1676,0.0,3.808289587173671e-07,4.2946510347974254e-08,3.808289587173671e-07
1677,0.0,6.159323484260832e-07,4.2946510347974254e-08,6.159323484260832e-07
1678,0.0,6.358509198532505e-07,4.2946510347974254e-08,6.358509198532505e-07
1679,0.0,4.851896469355259e-07,4.2946510347974254e-08,4.851896469355259e-07
1680,0.0,4.2906296268288966e-07,4.2946510347974254e-08,4.2906296268288966e-07
1681,0.0,6.650426079041998e-07,4.2946510347974254e-08,6.650426079041998e-07
1682,0.0,7.315292691600916e-07,4.2946510347974254e-08,7.315292691600916e-07
1683,0.0,7.327172154093984e-07,0.0,7.327172154093984e-07
1684,0.0,5.852785664371498e-07,0.0,5.852785664371498e-07
1685,0.0,7.876241454596311e-07,0.0,7.876241454596311e-07
1686,0.0,8.796266480918089e-07,0.0,8.796266480918089e-07
1687,0.0,9.0272480893613e-07,0.0,9.0272480893613e-07
1688,0.0,8.205809527745649e-07,0.0,8.205809527745649e-07
1689,0.0,7.829181315953195e-07,0.0,7.829181315953195e-07
1690,0.0,7.387836749980384e-07,0.0,7.387836749980384e-07
1691,0.0,7.48983146487652e-07,0.0,7.48983146487652e-07
1692,0.0,6.213911741984443e-07,0.0,6.213911741984443e-07
1693,0.0,5.77298716767213e-07,0.0,5.77298716767213e-07
1694,0.0,6.824119306462048e-07,0.0,6.824119306462048e-07
1695,0.0,6.201000449631724e-07,0.0,6.201000449631724e-07
1696,0.0,6.829252713812041e-07,0.0,6.829252713812041e-07
1697,0.0,7.857843148225843e-07,7.347074821544603e-09,7.857843148225843e-07
1698,0.0,8.331178946718865e-07,7.347074821544603e-09,8.331178946718865e-07
1699,0.0,7.776543376231919e-07,7.347074821544603e-09,7.776543376231919e-07
1700,0.0,8.655706998134909e-07,2.0344927520454803e-08,8.655706998134909e-07
1701,0.0,9.12592582835714e-07,3.0011686849970176e-08,9.12592582835714e-07
1702,0.0,8.364787942939853e-07,3.0011686849970176e-08,8.364787942939853e-07
1703,0.0,7.767584894021898e-07,4.105289670113572e-08,7.767584894021898e-07
1704,0.0,7.345318116287152e-07,3.370582187959112e-08,7.345318116287152e-07
1705,0.0,6.900698719748886e-07,3.370582187959112e-08,6.900698719748886e-07
1706,0.0,8.391427651791414e-07,3.370582187959112e-08,8.391427651791414e-07
1707,0.0,7.786973493953806e-07,3.286042219282795e-08,7.786973493953806e-07
1708,0.0,6.914667056077763e-07,3.28395302062745e-08,6.914667056077763e-07
1709,0.0,7.036511452237651e-07,3.28395302062745e-08,7.036511452237651e-07
1710,0.0,6.890489560516601e-07,2.1798320355108965e-08,6.890489560516601e-07
1711,0.0,6.865705626881078e-07,2.1798320355108965e-08,6.865705626881078e-07
1712,1.086341987794575e-08,6.618786504272325e-07,2.1798320355108965e-08,6.618786504272325e-07
1713,1.086341987794575e-08,7.007754488443294e-07,3.261633553717859e-08,7.007754488443294e-07
1714,1.086341987794575e-08,6.462521915701862e-07,2.0463882525031555e-08,6.462521915701862e-07
1715,1.086341987794575e-08,8.3452883359314e-07,2.214036852267652e-08,8.3452883359314e-07
1716,1.086341987794575e-08,9.160830854528155e-07,2.214036852267652e-08,9.160830854528155e-07
1717,1.086341987794575e-08,1.0172661250505501e-06,2.214036852267652e-08,1.0172661250505501e-06
1718,1.086341987794575e-08,1.1836230961697375e-06,2.214036852267652e-08,1.1836230961697375e-06
1719,6.584871061120014e-09,1.2656160574156923e-06,2.214036852267652e-08,1.2656160574156923e-06
1720,6.584871061120014e-09,1.083743386841109e-06,1.132235334060689e-08,1.083743386841109e-06
1721,6.584871061120014e-09,1.078062520524067e-06,2.0082411416361927e-08,1.078062520524067e-06
1722,6.584871061120014e-09,9.53688243043871e-07,8.760058075755036e-09,9.53688243043871e-07
1723,6.584871061120014e-09,1.0343152569346005e-06,8.760058075755036e-09,1.0343152569346005e-06
1724,2.419762980464059e-08,9.460672621181792e-07,1.4630977826105403e-08,9.460672621181792e-07
1725,3.155058284473203e-08,8.244976632860406e-07,1.4630977826105403e-08,8.244976632860406e-07
1726,2.4965711783612018e-08,8.836356885564913e-07,1.4630977826105403e-08,8.836356885564913e-07
1727,2.4965711783612018e-08,1.1188813898245696e-06,2.1473693680361195e-08,1.1188813898245696e-06
1728,2.4965711783612018e-08,1.1223565853210208e-06,1.919319560426759e-08,1.1223565853210208e-06
1729,3.133768850765202e-08,1.1180210728005996e-06,1.919319560426759e-08,1.1180210728005996e-06
1730,3.133768850765202e-08,1.0430130146232841e-06,2.7376433564541003e-08,1.0430130146232841e-06
1731,1.3724929764131438e-08,1.0899007309360189e-06,2.8472253380381777e-08,1.0899007309360189e-06
1732,6.371976724039996e-09,1.2623344381219276e-06,2.8472253380381777e-08,1.2623344381219276e-06
1733,6.371976724039996e-09,1.2629273637035761e-06,2.8472253380381777e-08,1.2629273637035761e-06
1734,6.371976724039996e-09,1.2714329906365102e-06,2.1629537526125986e-08,1.2714329906365102e-06
1735,6.371976724039996e-09,1.3295089859509192e-06,1.5149977526464553e-08,1.3295089859509192e-06
1736,5.512325072589062e-09,1.3071580399680118e-06,1.5149977526464553e-08,1.3071580399680118e-06
1737,5.512325072589062e-09,1.2221544076445362e-06,6.966739566191141e-09,1.2221544076445362e-06
1738,5.512325072589062e-09,1.1601129220447807e-06,5.491816271582398e-09,1.1601129220447807e-06
1739,5.512325072589062e-09,9.655107849734383e-07,5.491816271582398e-09,9.655107849734383e-07
1740,5.512325072589062e-09,9.124630610455955e-07,5.491816271582398e-09,9.124630610455955e-07
1741,5.512325072589062e-09,1.0274179292732048e-06,1.737451782446442e-08,1.0274179292732048e-06
1742,5.512325072589062e-09,1.2553017987621779e-06,1.737451782446442e-08,1.2553017987621779e-06
1743,0.0,1.4105545582359419e-06,1.737451782446442e-08,1.4105545582359419e-06
1744,0.0,1.526822314547514e-06,1.737451782446442e-08,1.526822314547514e-06
1745,0.0,1.5531348773427972e-06,1.1882701552882021e-08,1.5531348773427972e-06
1746,0.0,1.7610846287295447e-06,1.1882701552882021e-08,1.7610846287295447e-06
1747,0.0,1.8708685161072935e-06,1.1882701552882021e-08,1.8708685161072935e-06
1748,0.0,1.6488432704266285e-06,0.0,1.6488432704266285e-06
1749,0.0,1.4368356541386414e-06,4.955280376504691e-09,1.4368356541386414e-06
1750,0.0,1.2075358069653573e-06,8.254011823234059e-09,1.2075358069653573e-06
1751,0.0,1.1396166915541732e-06,8.254011823234059e-09,1.1396166915541732e-06
1752,0.0,1.2120242039210488e-06,8.254011823234059e-09,1.2120242039210488e-06
1753,0.0,9.68565708652542e-07,8.254011823234059e-09,9.68565708652542e-07
1754,4.184068710547503e-09,8.823447826346507e-07,8.254011823234059e-09,8.823447826346507e-07
1755,4.184068710547503e-09,1.012476112854139e-06,8.254011823234059e-09,1.012476112854139e-06
1756,7.2195392521377604e-09,8.980120266447297e-07,3.298731446729367e-09,8.980120266447297e-07
1757,7.2195392521377604e-09,9.74904582205584e-07,6.090246529311116e-09,9.74904582205584e-07
1758,7.2195392521377604e-09,8.860143805934837e-07,1.2305416114648843e-08,8.860143805934837e-07
1759,7.2195392521377604e-09,7.656983171955289e-07,1.9263005920525496e-08,7.656983171955289e-07
1760,7.2195392521377604e-09,7.922910571421328e-07,1.9263005920525496e-08,7.922910571421328e-07
1761,3.035470541590257e-09,7.067039596060048e-07,1.9263005920525496e-08,7.067039596060048e-07
1762,3.035470541590257e-09,4.5628542214412195e-07,2.194558795005313e-08,4.5628542214412195e-07
1763,0.0,6.22192851145493e-07,2.194558795005313e-08,6.22192851145493e-07
1764,0.0,8.63900731522855e-07,1.5855341420742012e-08,8.63900731522855e-07
1765,0.0,9.010958064793937e-07,9.640171835404284e-09,9.010958064793937e-07
1766,3.4010521383314493e-09,1.4242359083839671e-06,6.08363416785908e-09,1.4242359083839671e-06
1767,3.4010521383314493e-09,1.6409402283963054e-06,6.08363416785908e-09,1.6409402283963054e-06
1768,3.4010521383314493e-09,1.8064654950324308e-06,6.08363416785908e-09,1.8064654950324308e-06
1769,3.4010521383314493e-09,1.9732355797584333e-06,9.493571389335947e-09,1.9732355797584333e-06
1770,3.4010521383314493e-09,1.817639445432308e-06,1.237649297333324e-08,1.817639445432308e-06
1771,6.033695955563547e-09,1.4850511677520574e-06,1.237649297333324e-08,1.4850511677520574e-06
1772,6.033695955563547e-09,1.6580781984235467e-06,1.5012574802345365e-08,1.6580781984235467e-06
1773,2.6326438172320975e-09,1.2913662804489183e-06,1.1611522664013916e-08,1.2913662804489183e-06
1774,2.6326438172320975e-09,1.43307162911047e-06,1.1611522664013916e-08,1.43307162911047e-06
1775,2.6326438172320975e-09,1.2630658017899674e-06,1.1611522664013916e-08,1.2630658017899674e-06
1776,2.6326438172320975e-09,1.148515853596369e-06,5.5190034130094185e-09,1.148515853596369e-06
1777,2.6326438172320975e-09,1.1314290954292768e-06,5.554132138334873e-09,1.1314290954292768e-06
1778,0.0,1.1818270390254578e-06,8.335275834627152e-09,1.1818270390254578e-06
1779,0.0,1.1496633273314468e-06,8.260879726305705e-09,1.1496633273314468e-06
1780,0.0,1.0382281305153031e-06,8.260879726305705e-09,1.0382281305153031e-06
1781,1.9125168750276445e-09,6.61512022556313e-07,8.260879726305705e-09,6.61512022556313e-07
1782,1.9125168750276445e-09,5.891941928634228e-07,2.552594757787574e-08,5.891941928634228e-07
1783,1.9125168750276445e-09,5.557348328823406e-07,2.552594757787574e-08,5.557348328823406e-07
1784,1.9125168750276445e-09,6.930224328373567e-07,2.42723693842452e-08,6.930224328373567e-07
1785,3.5306392730051682e-09,6.180832952752877e-07,2.3109348085930444e-08,6.180832952752877e-07
1786,3.5306392730051682e-09,4.6383514984427165e-07,3.1268448909470085e-08,4.6383514984427165e-07
1787,3.5306392730051682e-09,4.258186286116532e-07,3.513587363914082e-08,4.258186286116532e-07
1788,1.6181223979775235e-09,4.976971561226102e-07,3.64424257120228e-08,4.976971561226102e-07
1789,1.6181223979775235e-09,5.567266429449904e-07,3.19745908480432e-08,5.567266429449904e-07
1790,1.6181223979775235e-09,5.072022365279086e-07,5.075701459134052e-08,5.072022365279086e-07
1791,1.6181223979775235e-09,5.23989007612207e-07,5.343640742592827e-08,5.23989007612207e-07
1792,4.353048207609131e-09,5.661582390205564e-07,6.052438144316901e-08,5.661582390205564e-07
1793,5.339070328704208e-09,6.044067747877437e-07,4.980359489893869e-08,6.044067747877437e-07
1794,5.339070328704208e-09,7.053259878375684e-07,5.3920054706882836e-08,7.053259878375684e-07
1795,5.339070328704208e-09,6.283004105560914e-07,9.462402112652463e-08,6.283004105560914e-07
1796,5.339070328704208e-09,5.850924326620901e-07,8.75157576883469e-08,5.850924326620901e-07
1797,5.339070328704208e-09,6.522344660554933e-07,9.311105029853803e-08,6.522344660554933e-07
1798,5.339070328704208e-09,6.484622230930524e-07,8.876718534825809e-08,6.484622230930524e-07
1799,9.860221210950775e-10,6.584548738633853e-07,8.186339771145055e-08,6.584548738633853e-07
1800,0.0,6.738539996474304e-07,8.55683728318013e-08,6.738539996474304e-07
1801,4.643404708356716e-10,6.142797985830839e-07,8.037053118264176e-08,6.142797985830839e-07
1802,4.643404708356716e-10,6.50096974855582e-07,4.053064664840836e-08,6.50096974855582e-07
1803,8.153404300920946e-10,7.05253853539034e-07,3.800067676402412e-08,7.05253853539034e-07
1804,1.1204179806156844e-09,7.038856486880312e-07,1.5148348226594928e-08,7.038856486880312e-07
1805,1.1204179806156844e-09,6.472171938704767e-07,1.90435107683129e-08,6.472171938704767e-07
1806,1.3789680825786783e-09,6.517009215453332e-07,6.119471786446087e-08,6.517009215453332e-07
1807,1.3789680825786783e-09,6.353415236454956e-07,6.35571585202602e-08,6.353415236454956e-07
1808,1.1499908009986776e-09,6.439204379863181e-07,6.124184201031621e-08,6.439204379863181e-07
1809,1.87369006024848e-09,6.230235263566491e-07,1.4555327273616365e-07,6.230235263566491e-07
1810,1.5226901009920572e-09,6.050409646312411e-07,1.5111177877256766e-07,6.050409646312411e-07
1811,2.1551483137776425e-09,5.971628971630188e-07,1.5028954277899027e-07,5.971628971630188e-07
1812,3.109981351810477e-09,6.648134030586204e-07,1.9867149011635172e-07,6.648134030586204e-07
1813,3.4333694300313157e-09,6.230086293206633e-07,1.8575467989176024e-07,6.230086293206633e-07
1814,3.4333694300313157e-09,6.160088251557941e-07,2.893902876697853e-07,6.160088251557941e-07
1815,3.1980062407756448e-09,5.699062139033881e-07,2.9761089364350415e-07,5.699062139033881e-07
1816,2.854652419210473e-09,6.140301098054936e-07,2.525864802395615e-07,6.140301098054936e-07
1817,3.540042703420454e-09,6.011054957915414e-07,2.440403221091815e-07,6.011054957915414e-07
1818,3.318646405300488e-09,5.518406851479085e-07,2.4602269320185754e-07,5.518406851479085e-07
1819,2.81470570660604e-09,4.902802126187973e-07,2.0411610681035442e-07,4.902802126187973e-07
1820,2.5275613982752734e-09,5.46398938792793e-07,1.9710510246184754e-07,5.46398938792793e-07
1821,2.5275613982752734e-09,5.560357172791035e-07,1.3946655379777034e-07,5.560357172791035e-07
1822,2.652330299834915e-09,6.073659579085091e-07,1.6683343411522905e-07,6.073659579085091e-07
1823,2.412447630550929e-09,5.804035408475881e-07,1.759423808549749e-07,5.804035408475881e-07
1824,1.7270573463409482e-09,5.679486158831943e-07,1.8381823428472087e-07,5.679486158831943e-07
1825,1.010917881151739e-09,6.06251246283916e-07,1.9366777540394002e-07,6.06251246283916e-07
1826,5.600255418133518e-10,5.334560780413864e-07,6.902327405506574e-07,5.334560780413864e-07
1827,7.880847006726453e-10,4.977362420634433e-07,6.761412468644526e-07,4.977362420634433e-07
1828,1.0087433190340634e-09,4.709428529687492e-07,8.246554504661877e-07,4.709428529687492e-07
1829,9.54248695934317e-10,4.6179988950305937e-07,8.028629159590699e-07,4.6179988950305937e-07
1830,9.090904695696622e-10,4.68994902088785e-07,7.751694072664707e-07,4.68994902088785e-07
1831,1.1877744660842333e-09,4.968567363253637e-07,8.111542756848524e-07,4.968567363253637e-07
1832,1.1877744660842333e-09,4.982615483381128e-07,7.996410051574239e-07,4.982615483381128e-07
1833,1.435209253029614e-09,5.807587513118051e-07,3.1678916969011895e-07,5.807587513118051e-07
1834,1.0784766096045522e-09,5.999944586879533e-07,3.36839692963561e-07,5.999944586879533e-07
1835,1.695651983903344e-09,6.587635945314625e-07,1.4145558534041568e-07,6.587635945314625e-07
1836,3.126601231885827e-09,6.858110899494412e-07,1.3559675953495847e-07,6.858110899494412e-07
1837,3.3410623315585244e-09,6.861043532678326e-07,1.1489202966785683e-07,6.861043532678326e-07
1838,3.978287334481325e-09,7.277657313612249e-07,7.5821134069644e-08,7.277657313612249e-07
1839,5.190790321383889e-09,7.31623816006634e-07,7.942200827163301e-08,7.31623816006634e-07
1840,5.7748011769323935e-09,6.684843307474304e-07,5.662331657520424e-08,6.684843307474304e-07
1841,5.678658400652483e-09,6.575807966718068e-07,2.887786923874306e-08,6.575807966718068e-07
1842,5.0840861679343365e-09,6.029388178571285e-07,2.654162400972382e-08,6.029388178571285e-07
1843,4.500906060554501e-09,6.424218749348906e-07,2.1544647209127887e-08,6.424218749348906e-07
1844,4.32470613289025e-09,6.118149095917553e-07,2.3249693472036726e-08,6.118149095917553e-07
1845,4.476617378377869e-09,5.562506990892351e-07,2.049089888243673e-08,5.562506990892351e-07
1846,4.0467604029663966e-09,5.3644757258553e-07,4.110856467929937e-08,5.3644757258553e-07
1847,4.9122678147384136e-09,5.336827208728729e-07,4.3217509317271056e-08,5.336827208728729e-07
1848,6.100106784780377e-09,5.299135961779809e-07,4.628293025023465e-08,5.299135961779809e-07
1849,6.662938058431069e-09,5.721520405391598e-07,4.93896930972174e-08,5.721520405391598e-07
1850,6.551883083690971e-09,5.025617854568866e-07,4.749885462729253e-08,5.025617854568866e-07
1851,7.579032195487961e-09,5.278846353056516e-07,4.896473753441504e-08,5.278846353056516e-07
1852,7.1685123868649365e-09,5.360518530648863e-07,5.22230081401176e-08,5.360518530648863e-07
1853,6.771941103116725e-09,5.541362538354276e-07,3.5621096929259825e-08,5.541362538354276e-07
1854,5.327497348035186e-09,5.554258442381459e-07,3.7984402924605224e-08,5.554258442381459e-07
1855,4.489694758826244e-09,5.427881717423588e-07,5.068779910085855e-08,5.427881717423588e-07
1856,4.727276649494984e-09,5.27831312118516e-07,5.2426025171874764e-08,5.27831312118516e-07
1857,4.305362019277734e-09,5.543343287886923e-07,5.422824982710088e-08,5.543343287886923e-07
1858,3.375061246353133e-09,5.462415556069442e-07,6.248339065198902e-08,5.462415556069442e-07
1859,3.083337141163156e-09,5.4993151366034e-07,6.293289165983294e-08,5.4993151366034e-07
1860,3.429204920024631e-09,5.505565638941334e-07,5.941806716488632e-08,5.505565638941334e-07
1861,3.685075752482955e-09,5.497512631791324e-07,5.772789611415062e-08,5.497512631791324e-07
1862,3.3207800319092128e-09,5.508474844516189e-07,4.3675792633328977e-08,5.508474844516189e-07
1863,2.6112702793718815e-09,5.386517776579629e-07,4.1223645195844124e-08,5.386517776579629e-07
1864,2.602957436894014e-09,4.991959323368584e-07,5.1983824990640774e-08,4.991959323368584e-07
1865,2.549449587948719e-09,4.999614264176801e-07,4.104298869021607e-08,4.999614264176801e-07
1866,2.714748695683714e-09,5.002626721761771e-07,3.8495048926279196e-08,5.002626721761771e-07
1867,2.2420809336105255e-09,4.841663253176063e-07,3.6396323161674056e-08,4.841663253176063e-07
1868,2.0473826760942463e-09,5.030445160108294e-07,3.730338070186333e-08,5.030445160108294e-07
1869,2.15000794945297e-09,5.173123400124626e-07,3.679135573975145e-08,5.173123400124626e-07
1870,2.280443833768686e-09,5.229478290402767e-07,3.466568670213681e-08,5.229478290402767e-07
1871,2.1065631778632063e-09,5.380392126750979e-07,2.4804155681782244e-08,5.380392126750979e-07
1872,2.2572706561062107e-09,5.546137547948352e-07,2.444385823910774e-08,5.546137547948352e-07
1873,1.882430227568526e-09,5.689545292040878e-07,2.420234730087551e-08,5.689545292040878e-07
1874,1.6628961977246552e-09,6.062189511015146e-07,3.15100608462769e-08,6.062189511015146e-07
1875,1.6300195439443245e-09,6.24148705290801e-07,2.8381253664682456e-08,6.24148705290801e-07
1876,1.6250039369669622e-09,6.410320614642322e-07,2.73521964442937e-08,6.410320614642322e-07
1877,1.4749679216092509e-09,6.655938672598236e-07,2.5939330302752036e-08,6.655938672598236e-07
1878,1.4535144001102752e-09,6.894394378572802e-07,2.469481926884295e-08,6.894394378572802e-07
1879,1.195728345702664e-09,7.332128412989343e-07,2.533428387709234e-08,7.332128412989343e-07
1880,1.2041267546550723e-09,7.62269840899015e-07,2.4680084896390653e-08,7.62269840899015e-07
1881,1.4800419857939418e-09,7.995616735050654e-07,2.1165667948456043e-08,7.995616735050654e-07
1882,1.426103814404302e-09,8.140898850277673e-07,2.214000982547759e-08,8.140898850277673e-07
1883,1.3691437586845927e-09,8.477015447689544e-07,2.136334880426765e-08,8.477015447689544e-07
