ngram,KeyCorp
1500,0.0
1501,0.0
1502,0.0
1503,0.0
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,0.0
1523,0.0
1524,0.0
1525,0.0
1526,0.0
1527,0.0
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,0.0
1547,0.0
1548,0.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.0
1591,0.0
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,0.0
1599,0.0
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,0.0
1616,0.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,0.0
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,0.0
1646,0.0
1647,0.0
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,0.0
1671,0.0
1672,0.0
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,0.0
1688,0.0
1689,0.0
1690,0.0
1691,0.0
1692,0.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,0.0
1715,0.0
1716,0.0
1717,0.0
1718,0.0
1719,0.0
1720,0.0
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,0.0
1740,0.0
1741,0.0
1742,0.0
1743,0.0
1744,0.0
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.0
1758,0.0
1759,0.0
1760,0.0
1761,0.0
1762,0.0
1763,0.0
1764,0.0
1765,0.0
1766,0.0
1767,0.0
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.0
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,0.0
1810,0.0
1811,0.0
1812,0.0
1813,0.0
1814,0.0
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,0.0
1836,0.0
1837,0.0
1838,0.0
1839,0.0
1840,0.0
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,0.0
1855,0.0
1856,0.0
1857,0.0
1858,0.0
1859,0.0
1860,0.0
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,4.717096871839236e-10
1879,4.717096871839236e-10
1880,4.717096871839236e-10
1881,4.717096871839236e-10
1882,4.717096871839236e-10
1883,4.717096871839236e-10
1884,4.717096871839236e-10
1885,0.0
1886,0.0
1887,0.0
1888,0.0
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
1906,0.0
1907,0.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.0
1926,2.292296313084157e-11
1927,2.292296313084157e-11
1928,6.854193601579794e-11
1929,6.854193601579794e-11
1930,6.854193601579794e-11
1931,6.854193601579794e-11
1932,6.854193601579794e-11
1933,4.5618972884956375e-11
1934,4.5618972884956375e-11
1935,0.0
1936,0.0
1937,0.0
1938,1.4356485524201291e-09
1939,1.4356485524201291e-09
1940,1.4356485524201291e-09
1941,1.4356485524201291e-09
1942,1.4356485524201291e-09
1943,1.4356485524201291e-09
1944,1.4356485524201291e-09
1945,0.0
1946,2.482215702822746e-10
1947,2.482215702822746e-10
1948,2.653215702697054e-10
1949,2.653215702697054e-10
1950,2.82241545611152e-10
1951,3.484379392158589e-10
1952,3.484379392158589e-10
1953,1.0021636893358427e-10
1954,1.0021636893358427e-10
1955,8.311636894615354e-11
1956,9.65843744268494e-11
1957,7.966439908540274e-11
1958,6.107523712963113e-11
1959,6.107523712963113e-11
1960,6.107523712963113e-11
1961,2.861866111155845e-10
1962,2.963883672221382e-10
1963,2.8292036174144235e-10
1964,2.8292036174144235e-10
1965,2.353131300925071e-10
1966,4.815191380545616e-10
1967,4.815191380545616e-10
1968,2.5640776406860814e-10
1969,3.7188240582202477e-10
1970,3.9819093260768616e-10
1971,3.9819093260768616e-10
1972,4.329727132379446e-10
1973,2.0327489889750338e-10
1974,2.1142240190706397e-10
1975,2.5196990377110827e-10
1976,1.2629350591113793e-10
1977,9.998497912547651e-11
1978,1.244647643878454e-10
1979,2.115984931914751e-10
1980,3.9101099193789805e-10
1981,7.033150272490423e-10
1982,1.2112181436390352e-09
1983,4.571955609735033e-09
1984,7.835618981036748e-09
1985,1.1493283309198837e-08
1986,1.4127881293417893e-08
1987,1.775050455827503e-08
1988,2.1110631655472745e-08
1989,2.650907962983443e-08
1990,3.414646977871273e-08
1991,4.5052718635117476e-08
1992,5.702830842478436e-08
1993,7.872319456631821e-08
1994,8.843766379535672e-08
1995,9.704592583505343e-08
1996,9.980844595247618e-08
1997,9.635763019234998e-08
1998,8.826017250385121e-08
1999,7.640955601573296e-08
2000,5.767502082270377e-08
2001,5.033336896482459e-08
2002,4.280106681773889e-08
2003,3.9079566757241735e-08
2004,3.47317651464404e-08
2005,3.271368293716088e-08
2006,3.046083030255886e-08
2007,2.6332645524413626e-08
2008,2.113600716668884e-08
2009,1.6831674657221844e-08
2010,1.2719849744919592e-08
2011,1.0133135917657552e-08
2012,6.746245784228222e-09
2013,6.0160385244906985e-09
2014,4.744299619829917e-09
2015,3.874482092301536e-09
2016,3.6976494485355514e-09
2017,3.29181499651258e-09
2018,3.0922630123164653e-09
2019,2.6972349215226288e-09
