ngram,Neste,Nste,Neste,Nste
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,2.3668044540110193e-08,0.0,2.3668044540110193e-08
1693,0.0,2.3668044540110193e-08,0.0,2.3668044540110193e-08
1694,0.0,2.3668044540110193e-08,0.0,2.3668044540110193e-08
1695,0.0,2.3668044540110193e-08,0.0,2.3668044540110193e-08
1696,0.0,2.3668044540110193e-08,0.0,2.3668044540110193e-08
1697,0.0,2.3668044540110193e-08,0.0,2.3668044540110193e-08
1698,0.0,2.3668044540110193e-08,0.0,2.3668044540110193e-08
1699,1.3069540370582087e-08,0.0,1.3069540370582087e-08,0.0
1700,1.3069540370582087e-08,0.0,1.3069540370582087e-08,0.0
1701,1.3069540370582087e-08,0.0,1.3069540370582087e-08,0.0
1702,1.3069540370582087e-08,0.0,1.3069540370582087e-08,0.0
1703,1.3069540370582087e-08,0.0,1.3069540370582087e-08,0.0
1704,1.3069540370582087e-08,0.0,1.3069540370582087e-08,0.0
1705,1.3069540370582087e-08,0.0,1.3069540370582087e-08,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,2.1636030364139255e-08,0.0,2.1636030364139255e-08,0.0
1714,2.1636030364139255e-08,0.0,2.1636030364139255e-08,0.0
1715,2.1636030364139255e-08,0.0,2.1636030364139255e-08,0.0
1716,2.1636030364139255e-08,0.0,2.1636030364139255e-08,0.0
1717,2.1636030364139255e-08,0.0,2.1636030364139255e-08,0.0
1718,2.1636030364139255e-08,0.0,2.1636030364139255e-08,0.0
1719,2.1636030364139255e-08,0.0,2.1636030364139255e-08,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,6.175176179924944e-09,0.0,6.175176179924944e-09,0.0
1724,1.2046095930275312e-08,5.870919750350367e-09,1.2046095930275312e-08,5.870919750350367e-09
1725,1.2046095930275312e-08,1.322387279044181e-08,1.2046095930275312e-08,1.322387279044181e-08
1726,1.2046095930275312e-08,1.322387279044181e-08,1.2046095930275312e-08,1.322387279044181e-08
1727,3.257424400057321e-08,1.322387279044181e-08,3.257424400057321e-08,1.322387279044181e-08
1728,3.257424400057321e-08,1.322387279044181e-08,3.257424400057321e-08,1.322387279044181e-08
1729,3.257424400057321e-08,1.322387279044181e-08,3.257424400057321e-08,1.322387279044181e-08
1730,2.639906782064827e-08,1.322387279044181e-08,2.639906782064827e-08,1.322387279044181e-08
1731,2.0528148070297902e-08,7.352953040091441e-09,2.0528148070297902e-08,7.352953040091441e-09
1732,2.0528148070297902e-08,0.0,2.0528148070297902e-08,0.0
1733,2.0528148070297902e-08,0.0,2.0528148070297902e-08,0.0
1734,1.0323463227125882e-08,0.0,1.0323463227125882e-08,0.0
1735,1.0323463227125882e-08,0.0,1.0323463227125882e-08,0.0
1736,2.1348113372304008e-08,0.0,2.1348113372304008e-08,0.0
1737,2.1348113372304008e-08,0.0,2.1348113372304008e-08,0.0
1738,2.1348113372304008e-08,0.0,2.1348113372304008e-08,0.0
1739,2.4579029859036642e-08,0.0,2.4579029859036642e-08,0.0
1740,2.4579029859036642e-08,0.0,2.4579029859036642e-08,0.0
1741,1.425556663191076e-08,0.0,1.425556663191076e-08,0.0
1742,2.7010311194024846e-08,6.377372281057043e-09,2.7010311194024846e-08,6.377372281057043e-09
1743,1.5985661048846722e-08,6.377372281057043e-09,1.5985661048846722e-08,6.377372281057043e-09
1744,1.5985661048846722e-08,6.377372281057043e-09,1.5985661048846722e-08,6.377372281057043e-09
1745,1.5985661048846722e-08,1.26889483047827e-08,1.5985661048846722e-08,1.26889483047827e-08
1746,1.7732721703721055e-08,1.26889483047827e-08,1.7732721703721055e-08,1.26889483047827e-08
1747,2.1891873456882294e-08,1.26889483047827e-08,2.1891873456882294e-08,1.26889483047827e-08
1748,2.1891873456882294e-08,1.26889483047827e-08,2.1891873456882294e-08,1.26889483047827e-08
1749,9.137128894768206e-09,1.1266856400230348e-08,9.137128894768206e-09,1.1266856400230348e-08
1750,9.137128894768206e-09,1.1266856400230348e-08,9.137128894768206e-09,1.1266856400230348e-08
1751,1.270626753020159e-08,1.4835995035663733e-08,1.270626753020159e-08,1.4835995035663733e-08
1752,1.270626753020159e-08,8.524419011938074e-09,1.270626753020159e-08,8.524419011938074e-09
1753,7.72829038859462e-09,8.524419011938074e-09,7.72829038859462e-09,8.524419011938074e-09
1754,3.569138635433384e-09,8.524419011938074e-09,3.569138635433384e-09,8.524419011938074e-09
1755,3.569138635433384e-09,8.524419011938074e-09,3.569138635433384e-09,8.524419011938074e-09
1756,3.569138635433384e-09,3.569138635433384e-09,3.569138635433384e-09,3.569138635433384e-09
1757,3.569138635433384e-09,3.569138635433384e-09,3.569138635433384e-09,3.569138635433384e-09
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,2.661366999794674e-09,0.0,2.661366999794674e-09,0.0
1761,2.661366999794674e-09,0.0,2.661366999794674e-09,0.0
1762,2.661366999794674e-09,0.0,2.661366999794674e-09,0.0
1763,2.661366999794674e-09,0.0,2.661366999794674e-09,0.0
1764,2.661366999794674e-09,0.0,2.661366999794674e-09,0.0
1765,2.661366999794674e-09,0.0,2.661366999794674e-09,0.0
1766,2.661366999794674e-09,0.0,2.661366999794674e-09,0.0
1767,2.9445022927835194e-09,0.0,2.9445022927835194e-09,0.0
1768,2.9445022927835194e-09,0.0,2.9445022927835194e-09,0.0
1769,2.9445022927835194e-09,0.0,2.9445022927835194e-09,0.0
1770,2.9445022927835194e-09,0.0,2.9445022927835194e-09,0.0
1771,2.9445022927835194e-09,0.0,2.9445022927835194e-09,0.0
1772,8.21666595080777e-09,0.0,8.21666595080777e-09,0.0
1773,8.21666595080777e-09,2.5951908558649197e-09,8.21666595080777e-09,2.5951908558649197e-09
1774,5.272163658024251e-09,5.267653995539539e-09,5.272163658024251e-09,5.267653995539539e-09
1775,8.160852818913814e-09,5.267653995539539e-09,8.160852818913814e-09,5.267653995539539e-09
1776,8.160852818913814e-09,7.98002349914181e-09,8.160852818913814e-09,7.98002349914181e-09
1777,1.691500323935153e-08,7.98002349914181e-09,1.691500323935153e-08,7.98002349914181e-09
1778,1.969614693564381e-08,1.076116719543409e-08,1.969614693564381e-08,1.076116719543409e-08
1779,1.442398327761956e-08,1.076116719543409e-08,1.442398327761956e-08,1.076116719543409e-08
1780,2.1471403956395208e-08,8.16597633956917e-09,2.1471403956395208e-08,8.16597633956917e-09
1781,2.1471403956395208e-08,5.493513199894551e-09,2.1471403956395208e-08,5.493513199894551e-09
1782,2.937338220273692e-08,5.493513199894551e-09,2.937338220273692e-08,5.493513199894551e-09
1783,2.937338220273692e-08,2.7811436962922797e-09,2.937338220273692e-08,2.7811436962922797e-09
1784,2.7277120245068024e-08,2.7811436962922797e-09,2.7277120245068024e-08,2.7811436962922797e-09
1785,2.611409894675327e-08,0.0,2.611409894675327e-08,0.0
1786,2.611409894675327e-08,0.0,2.611409894675327e-08,0.0
1787,1.906667826797762e-08,0.0,1.906667826797762e-08,0.0
1788,2.0373230340859598e-08,0.0,2.0373230340859598e-08,0.0
1789,1.6562871835950384e-08,1.163384817053676e-09,1.6562871835950384e-08,1.163384817053676e-09
1790,1.987741717255988e-08,1.163384817053676e-09,1.987741717255988e-08,1.163384817053676e-09
1791,1.3219528709791056e-08,1.163384817053676e-09,1.3219528709791056e-08,1.163384817053676e-09
1792,1.1601406311813532e-08,1.163384817053676e-09,1.1601406311813532e-08,1.163384817053676e-09
1793,1.1601406311813532e-08,1.163384817053676e-09,1.1601406311813532e-08,1.163384817053676e-09
1794,1.1601406311813532e-08,1.163384817053676e-09,1.1601406311813532e-08,1.163384817053676e-09
1795,1.1208126363523467e-08,1.163384817053676e-09,1.1208126363523467e-08,1.163384817053676e-09
1796,4.227817461201409e-09,9.481616127158888e-10,4.227817461201409e-09,9.481616127158888e-10
1797,2.047119426354779e-09,1.5150852635973218e-09,2.047119426354779e-09,1.5150852635973218e-09
1798,3.2044327826140163e-09,1.5150852635973218e-09,3.2044327826140163e-09,1.5150852635973218e-09
1799,3.8052023754175934e-09,1.5150852635973218e-09,3.8052023754175934e-09,1.5150852635973218e-09
1800,3.8052023754175934e-09,1.5150852635973218e-09,3.8052023754175934e-09,1.5150852635973218e-09
1801,4.7338833170889365e-09,2.443766205268665e-09,4.7338833170889365e-09,2.443766205268665e-09
1802,5.991245150787401e-09,2.443766205268665e-09,5.991245150787401e-09,2.443766205268665e-09
1803,7.0442449968360114e-09,1.4956045925527762e-09,7.0442449968360114e-09,1.4956045925527762e-09
1804,5.910397695073146e-09,9.286809416713432e-10,5.910397695073146e-09,9.286809416713432e-10
1805,8.128891908804853e-09,9.286809416713432e-10,8.128891908804853e-09,9.286809416713432e-10
1806,9.079422864337922e-09,9.286809416713432e-10,9.079422864337922e-09,9.286809416713432e-10
1807,9.916307774915367e-09,9.286809416713432e-10,9.916307774915367e-09,9.286809416713432e-10
1808,1.1811984977429444e-08,0.0,1.1811984977429444e-08,0.0
1809,9.822275833951518e-09,0.0,9.822275833951518e-09,0.0
1810,1.617915618939187e-08,0.0,1.617915618939187e-08,0.0
1811,1.6882308011873752e-08,0.0,1.6882308011873752e-08,0.0
1812,1.3983916960899227e-08,0.0,1.3983916960899227e-08,0.0
1813,1.3790472208619065e-08,0.0,1.3790472208619065e-08,0.0
1814,1.5043168631402792e-08,0.0,1.5043168631402792e-08,0.0
1815,1.2411951196992073e-08,0.0,1.2411951196992073e-08,0.0
1816,1.2421199101021938e-08,3.803454376846308e-10,1.2421199101021938e-08,3.803454376846308e-10
1817,5.011318899532975e-09,3.803454376846308e-10,5.011318899532975e-09,3.803454376846308e-10
1818,4.487201943348396e-09,3.803454376846308e-10,4.487201943348396e-09,3.803454376846308e-10
1819,4.761272614268413e-09,5.306428788439835e-10,4.761272614268413e-09,5.306428788439835e-10
1820,5.614370777808273e-09,6.780398147705163e-10,5.614370777808273e-09,6.780398147705163e-10
1821,3.6533436989901904e-09,6.780398147705163e-10,3.6533436989901904e-09,6.780398147705163e-10
1822,5.0821987332813225e-09,6.780398147705163e-10,5.0821987332813225e-09,6.780398147705163e-10
1823,5.734802656563533e-09,2.9769437708588546e-10,5.734802656563533e-09,2.9769437708588546e-10
1824,6.6736427733233535e-09,2.9769437708588546e-10,6.6736427733233535e-09,2.9769437708588546e-10
1825,6.621224711368865e-09,2.9769437708588546e-10,6.621224711368865e-09,2.9769437708588546e-10
1826,7.291716500442849e-09,2.6589517889062467e-10,7.291716500442849e-09,2.6589517889062467e-10
1827,6.649321664704238e-09,1.1849824296409191e-10,6.649321664704238e-09,1.1849824296409191e-10
1828,8.837682831584561e-09,2.28827552144801e-10,8.837682831584561e-09,2.28827552144801e-10
1829,7.567058463957871e-09,2.28827552144801e-10,7.567058463957871e-09,2.28827552144801e-10
1830,8.058545442057863e-09,2.28827552144801e-10,8.058545442057863e-09,2.28827552144801e-10
1831,8.791809177502837e-09,2.28827552144801e-10,8.791809177502837e-09,2.28827552144801e-10
1832,9.686985880108523e-09,2.28827552144801e-10,9.686985880108523e-09,2.28827552144801e-10
1833,8.759876474988865e-09,1.103293091807091e-10,8.759876474988865e-09,1.103293091807091e-10
1834,8.68640077327549e-09,1.933895028243577e-10,8.68640077327549e-09,1.933895028243577e-10
1835,6.453268752704133e-09,8.306019364364862e-11,6.453268752704133e-09,8.306019364364862e-11
1836,6.477203257875581e-09,8.306019364364862e-11,6.477203257875581e-09,8.306019364364862e-11
1837,6.382002204485815e-09,8.306019364364862e-11,6.382002204485815e-09,8.306019364364862e-11
1838,1.4632245994215611e-08,8.306019364364862e-11,1.4632245994215611e-08,8.306019364364862e-11
1839,1.4595611172055608e-08,8.306019364364862e-11,1.4595611172055608e-08,8.306019364364862e-11
1840,1.5083359141053265e-08,8.306019364364862e-11,1.5083359141053265e-08,8.306019364364862e-11
1841,1.3938163773945839e-08,0.0,1.3938163773945839e-08,0.0
1842,1.4462534788809274e-08,6.081543998551605e-11,1.4462534788809274e-08,6.081543998551605e-11
1843,1.51364213861273e-08,6.081543998551605e-11,1.51364213861273e-08,6.081543998551605e-11
1844,1.5566930221057518e-08,6.081543998551605e-11,1.5566930221057518e-08,6.081543998551605e-11
1845,5.8447988671161966e-09,1.2755420529332794e-10,5.8447988671161966e-09,1.2755420529332794e-10
1846,5.31618368374406e-09,1.9277470492922484e-10,5.31618368374406e-09,1.9277470492922484e-10
1847,4.879015350464247e-09,2.5338017002012643e-10,4.879015350464247e-09,2.5338017002012643e-10
1848,6.552571310943936e-09,2.5338017002012643e-10,6.552571310943936e-09,2.5338017002012643e-10
1849,7.234165774353382e-09,1.9256473003461038e-10,7.234165774353382e-09,1.9256473003461038e-10
1850,7.751480346485096e-09,2.400346389906462e-10,7.751480346485096e-09,2.400346389906462e-10
1851,8.403338596402982e-09,2.400346389906462e-10,8.403338596402982e-09,2.400346389906462e-10
1852,1.0781762340071412e-08,1.7329587368283431e-10,1.0781762340071412e-08,1.7329587368283431e-10
1853,1.2738185934629037e-08,1.080753740469374e-10,1.2738185934629037e-08,1.080753740469374e-10
1854,1.3000766495098657e-08,4.746990895603582e-11,1.3000766495098657e-08,4.746990895603582e-11
1855,1.3497406430624487e-08,1.5247340691613787e-10,1.3497406430624487e-08,1.5247340691613787e-10
1856,1.5189585906532395e-08,1.5247340691613787e-10,1.5189585906532395e-08,1.5247340691613787e-10
1857,1.4778300297787642e-08,1.5313772472325127e-10,1.4778300297787642e-08,1.5313772472325127e-10
1858,1.4645804125024142e-08,1.5313772472325127e-10,1.4645804125024142e-08,1.5313772472325127e-10
1859,1.7307091442526305e-08,1.5313772472325127e-10,1.7307091442526305e-08,1.5313772472325127e-10
1860,1.532109080873819e-08,1.5313772472325127e-10,1.532109080873819e-08,1.5313772472325127e-10
1861,1.6885501568404086e-08,1.5313772472325127e-10,1.6885501568404086e-08,1.5313772472325127e-10
1862,1.6649866818596593e-08,1.0385249802981531e-10,1.6649866818596593e-08,1.0385249802981531e-10
1863,1.567292943046742e-08,1.0385249802981531e-10,1.567292943046742e-08,1.0385249802981531e-10
1864,1.6778273817915793e-08,1.0281339272008187e-10,1.6778273817915793e-08,1.0281339272008187e-10
1865,1.5695004090028012e-08,1.0281339272008187e-10,1.5695004090028012e-08,1.0281339272008187e-10
1866,1.1738025726007858e-08,1.0281339272008187e-10,1.1738025726007858e-08,1.0281339272008187e-10
1867,1.2218520861750903e-08,1.0281339272008187e-10,1.2218520861750903e-08,1.0281339272008187e-10
1868,1.1683359993749524e-08,1.0281339272008187e-10,1.1683359993749524e-08,1.0281339272008187e-10
1869,1.0388557950388337e-08,4.709512145341575e-11,1.0388557950388337e-08,4.709512145341575e-11
1870,1.1509065066052569e-08,4.709512145341575e-11,1.1509065066052569e-08,4.709512145341575e-11
1871,1.0668661382900219e-08,4.057606235135276e-11,1.0668661382900219e-08,4.057606235135276e-11
1872,1.1037259233554714e-08,4.057606235135276e-11,1.1037259233554714e-08,4.057606235135276e-11
1873,1.2133844278545375e-08,4.057606235135276e-11,1.2133844278545375e-08,4.057606235135276e-11
1874,1.2776270517735254e-08,4.057606235135276e-11,1.2776270517735254e-08,4.057606235135276e-11
1875,1.2744167181872562e-08,1.2080612304161368e-10,1.2744167181872562e-08,1.2080612304161368e-10
1876,1.5856042447280416e-08,1.2080612304161368e-10,1.5856042447280416e-08,1.2080612304161368e-10
1877,1.4652886396301516e-08,1.557577955502154e-10,1.4652886396301516e-08,1.557577955502154e-10
1878,1.8602957523634293e-08,1.5146709283645317e-10,1.8602957523634293e-08,1.5146709283645317e-10
1879,2.1178698414051463e-08,1.5146709283645317e-10,2.1178698414051463e-08,1.5146709283645317e-10
1880,1.9884424900291313e-08,1.5146709283645317e-10,1.9884424900291313e-08,1.5146709283645317e-10
1881,1.937620172246365e-08,1.5146709283645317e-10,1.937620172246365e-08,1.5146709283645317e-10
1882,1.8316445693500327e-08,1.3605619012376938e-10,1.8316445693500327e-08,1.3605619012376938e-10
1883,1.6013790484135726e-08,1.3605619012376938e-10,1.6013790484135726e-08,1.3605619012376938e-10
1884,1.4884732050087938e-08,1.3161542490790013e-10,1.4884732050087938e-08,1.3161542490790013e-10
1885,1.0936639403626356e-08,9.533006527030961e-11,1.0936639403626356e-08,9.533006527030961e-11
1886,8.210890507192353e-09,9.533006527030961e-11,8.210890507192353e-09,9.533006527030961e-11
1887,9.916660889278513e-09,1.7823197283130454e-10,9.916660889278513e-09,1.7823197283130454e-10
1888,1.0387155389780998e-08,1.7823197283130454e-10,1.0387155389780998e-08,1.7823197283130454e-10
1889,1.0845596230625785e-08,1.1341281485372739e-10,1.0845596230625785e-08,1.1341281485372739e-10
1890,1.0437991994548059e-08,1.1341281485372739e-10,1.0437991994548059e-08,1.1341281485372739e-10
1891,1.0361649823867732e-08,1.0850695936997262e-10,1.0361649823867732e-08,1.0850695936997262e-10
1892,9.928258786524274e-09,1.0850695936997262e-10,9.928258786524274e-09,1.0850695936997262e-10
1893,9.987705583215854e-09,1.0850695936997262e-10,9.987705583215854e-09,1.0850695936997262e-10
1894,8.676823513655206e-09,4.7696824664481394e-11,8.676823513655206e-09,4.7696824664481394e-11
1895,8.75250494303259e-09,6.886803230862374e-11,8.75250494303259e-09,6.886803230862374e-11
1896,8.614567281739482e-09,6.886803230862374e-11,8.614567281739482e-09,6.886803230862374e-11
1897,1.0046971191509816e-08,6.886803230862374e-11,1.0046971191509816e-08,6.886803230862374e-11
1898,1.1115808400725363e-08,6.130114868100175e-11,1.1115808400725363e-08,6.130114868100175e-11
1899,1.3951979127568848e-08,6.130114868100175e-11,1.3951979127568848e-08,6.130114868100175e-11
1900,1.4339198019440249e-08,7.937175321754658e-11,1.4339198019440249e-08,7.937175321754658e-11
1901,1.4469897787908589e-08,7.441666727281415e-11,1.4469897787908589e-08,7.441666727281415e-11
1902,1.4431703324443594e-08,5.3245459628671805e-11,1.4431703324443594e-08,5.3245459628671805e-11
1903,1.5804469098514218e-08,6.918460447393114e-11,1.5804469098514218e-08,6.918460447393114e-11
1904,1.7023505906519987e-08,1.0089208436957011e-10,1.7023505906519987e-08,1.0089208436957011e-10
1905,1.8195618472256163e-08,8.285391618821438e-11,1.8195618472256163e-08,8.285391618821438e-11
1906,1.7101335712611998e-08,1.2939887455194159e-10,1.7101335712611998e-08,1.2939887455194159e-10
1907,1.8787857491986415e-08,1.2597844394652517e-10,1.8787857491986415e-08,1.2597844394652517e-10
1908,1.9167054737018977e-08,1.911884817129561e-10,1.9167054737018977e-08,1.911884817129561e-10
1909,1.9133319563634033e-08,1.911884817129561e-10,1.9133319563634033e-08,1.911884817129561e-10
1910,1.9711112107602602e-08,1.7524933686769677e-10,1.9711112107602602e-08,1.7524933686769677e-10
1911,1.8366149363251745e-08,1.435418569720578e-10,1.8366149363251745e-08,1.435418569720578e-10
1912,1.8118110313634717e-08,1.579559647762225e-10,1.8118110313634717e-08,1.579559647762225e-10
1913,1.7331989684724443e-08,1.2570892541205073e-10,1.7331989684724443e-08,1.2570892541205073e-10
1914,1.5570061430634852e-08,1.256752410472295e-10,1.5570061430634852e-08,1.256752410472295e-10
1915,1.4775419744848608e-08,7.520596149803081e-11,1.4775419744848608e-08,7.520596149803081e-11
1916,1.4313139181812825e-08,1.0530968656631754e-10,1.4313139181812825e-08,1.0530968656631754e-10
1917,1.2651333631501821e-08,1.1927542088928178e-10,1.2651333631501821e-08,1.1927542088928178e-10
1918,1.0859547737242435e-08,1.4803589901532125e-10,1.0859547737242435e-08,1.4803589901532125e-10
1919,9.740739199364562e-09,1.3362179121115655e-10,9.740739199364562e-09,1.3362179121115655e-10
1920,8.979506725483231e-09,1.6572718197771508e-10,8.979506725483231e-09,1.6572718197771508e-10
1921,8.91446719616543e-09,1.7922230069070518e-10,8.91446719616543e-09,1.7922230069070518e-10
1922,9.071535586205722e-09,1.4734485556270168e-10,9.071535586205722e-09,1.4734485556270168e-10
1923,9.761199721529984e-09,1.417945750893855e-10,9.761199721529984e-09,1.417945750893855e-10
1924,9.432227760746464e-09,1.7667190131488907e-10,9.432227760746464e-09,1.7667190131488907e-10
1925,9.699536602474673e-09,3.089476551571784e-10,9.699536602474673e-09,3.089476551571784e-10
1926,9.78186934627193e-09,3.089476551571784e-10,9.78186934627193e-09,3.089476551571784e-10
