ngram,Newmont,Newmont
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,0.0,0.0
1723,0.0,0.0
1724,0.0,0.0
1725,0.0,0.0
1726,0.0,0.0
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,0.0
1753,0.0,0.0
1754,0.0,0.0
1755,0.0,0.0
1756,0.0,0.0
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,0.0,0.0
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,1.4739693592653273e-10,1.4739693592653273e-10
1821,1.4739693592653273e-10,1.4739693592653273e-10
1822,1.4739693592653273e-10,1.4739693592653273e-10
1823,1.4739693592653273e-10,1.4739693592653273e-10
1824,1.4739693592653273e-10,1.4739693592653273e-10
1825,1.4739693592653273e-10,1.4739693592653273e-10
1826,1.4739693592653273e-10,1.4739693592653273e-10
1827,0.0,0.0
1828,0.0,0.0
1829,9.13565604118308e-10,9.13565604118308e-10
1830,9.13565604118308e-10,9.13565604118308e-10
1831,2.1211961710930284e-09,2.1211961710930284e-09
1832,2.1211961710930284e-09,2.1211961710930284e-09
1833,2.1211961710930284e-09,2.1211961710930284e-09
1834,2.1211961710930284e-09,2.1211961710930284e-09
1835,2.1211961710930284e-09,2.1211961710930284e-09
1836,1.2076305669747204e-09,1.2076305669747204e-09
1837,1.2076305669747204e-09,1.2076305669747204e-09
1838,0.0,0.0
1839,1.5156287336282048e-10,1.5156287336282048e-10
1840,1.5156287336282048e-10,1.5156287336282048e-10
1841,1.5156287336282048e-10,1.5156287336282048e-10
1842,1.5156287336282048e-10,1.5156287336282048e-10
1843,1.5156287336282048e-10,1.5156287336282048e-10
1844,1.5156287336282048e-10,1.5156287336282048e-10
1845,1.5156287336282048e-10,1.5156287336282048e-10
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,1.6121860989061687e-10,1.6121860989061687e-10
1850,1.6121860989061687e-10,1.6121860989061687e-10
1851,1.6121860989061687e-10,1.6121860989061687e-10
1852,1.6121860989061687e-10,1.6121860989061687e-10
1853,1.6121860989061687e-10,1.6121860989061687e-10
1854,1.6121860989061687e-10,1.6121860989061687e-10
1855,1.6121860989061687e-10,1.6121860989061687e-10
1856,1.0933736455902882e-09,1.0933736455902882e-09
1857,1.1415078723534374e-09,1.1415078723534374e-09
1858,1.1415078723534374e-09,1.1415078723534374e-09
1859,1.1415078723534374e-09,1.1415078723534374e-09
1860,1.1415078723534374e-09,1.1415078723534374e-09
1861,1.1415078723534374e-09,1.1415078723534374e-09
1862,1.1415078723534374e-09,1.1415078723534374e-09
1863,4.8134226763149204e-11,4.8134226763149204e-11
1864,0.0,0.0
1865,0.0,0.0
1866,0.0,0.0
1867,2.592747445311667e-10,2.592747445311667e-10
1868,4.38521536543541e-10,4.38521536543541e-10
1869,4.38521536543541e-10,4.38521536543541e-10
1870,4.38521536543541e-10,4.38521536543541e-10
1871,6.008257859489521e-10,6.008257859489521e-10
1872,6.008257859489521e-10,6.008257859489521e-10
1873,6.008257859489521e-10,6.008257859489521e-10
1874,3.4155104141778535e-10,3.4155104141778535e-10
1875,2.024192797505415e-10,2.024192797505415e-10
1876,2.4075126416254836e-10,2.4075126416254836e-10
1877,2.757029366711501e-10,2.757029366711501e-10
1878,1.4968404690332956e-10,1.4968404690332956e-10
1879,1.8459786080679156e-10,1.8459786080679156e-10
1880,2.1748454426262498e-10,2.1748454426262498e-10
1881,3.121813343546062e-10,3.121813343546062e-10
1882,4.665237700120426e-10,4.665237700120426e-10
1883,5.245596675283539e-10,5.245596675283539e-10
1884,5.811407129328674e-10,5.811407129328674e-10
1885,5.738786311239506e-10,5.738786311239506e-10
1886,6.217306669498157e-10,6.217306669498157e-10
1887,5.888439834939823e-10,5.888439834939823e-10
1888,6.831670883762036e-10,6.831670883762036e-10
1889,4.887096223736367e-10,4.887096223736367e-10
1890,6.200029477915997e-10,6.200029477915997e-10
1891,5.284702298784844e-10,5.284702298784844e-10
1892,4.994469520498107e-10,4.994469520498107e-10
1893,4.3974277592300533e-10,4.3974277592300533e-10
1894,4.61834548778509e-10,4.61834548778509e-10
1895,4.845267302457299e-10,4.845267302457299e-10
1896,5.039071560813164e-10,5.039071560813164e-10
1897,4.062832312642531e-10,4.062832312642531e-10
1898,4.2432139944560884e-10,4.2432139944560884e-10
1899,4.2432139944560884e-10,4.2432139944560884e-10
1900,4.374009349161767e-10,4.374009349161767e-10
1901,4.4958253588221556e-10,4.4958253588221556e-10
1902,2.7230704001203673e-10,2.7230704001203673e-10
1903,3.007440467296872e-10,3.007440467296872e-10
1904,1.707067642004694e-10,1.707067642004694e-10
1905,3.5087780696813857e-10,3.5087780696813857e-10
1906,3.974227653318658e-10,3.974227653318658e-10
1907,1.09379027660569e-09,1.09379027660569e-09
1908,1.0732413568970145e-09,1.0732413568970145e-09
1909,1.1903958810740738e-09,1.1903958810740738e-09
1910,1.170126228054537e-09,1.170126228054537e-09
1911,1.2679717533873154e-09,1.2679717533873154e-09
1912,1.0697625424382906e-09,1.0697625424382906e-09
1913,1.094707176098529e-09,1.094707176098529e-09
1914,3.768149453179223e-10,3.768149453179223e-10
1915,3.949679363330587e-10,3.949679363330587e-10
1916,4.842066321310488e-10,4.842066321310488e-10
1917,4.84590321243277e-10,4.84590321243277e-10
1918,5.880681348626102e-10,5.880681348626102e-10
1919,8.863888046170157e-10,8.863888046170157e-10
1920,9.773107888442846e-10,9.773107888442846e-10
1921,1.9747121973326796e-09,1.9747121973326796e-09
1922,8.632743823360528e-09,8.632743823360528e-09
1923,9.447712138415426e-09,9.447712138415426e-09
1924,1.1739826031943932e-08,1.1739826031943932e-08
1925,1.8048967241414615e-08,1.8048967241414615e-08
1926,2.334384967867769e-08,2.334384967867769e-08
1927,2.8388526703996116e-08,2.8388526703996116e-08
1928,3.474397315881918e-08,3.474397315881918e-08
1929,3.356636784397031e-08,3.356636784397031e-08
1930,3.825554983905022e-08,3.825554983905022e-08
1931,4.4067737649454234e-08,4.4067737649454234e-08
1932,4.814944734984497e-08,4.814944734984497e-08
1933,4.8695541059779705e-08,4.8695541059779705e-08
1934,5.229585907175403e-08,5.229585907175403e-08
1935,5.203954143796961e-08,5.203954143796961e-08
1936,5.693314112217454e-08,5.693314112217454e-08
1937,5.8279964727197305e-08,5.8279964727197305e-08
1938,7.670723028192177e-08,7.670723028192177e-08
1939,7.171621163593045e-08,7.171621163593045e-08
1940,7.101929304959803e-08,7.101929304959803e-08
1941,6.960294334541167e-08,6.960294334541167e-08
1942,7.225575109665832e-08,7.225575109665832e-08
1943,7.195436424467516e-08,7.195436424467516e-08
1944,7.698523571012369e-08,7.698523571012369e-08
1945,6.337663701775195e-08,6.337663701775195e-08
1946,7.208959118543135e-08,7.208959118543135e-08
1947,7.729334886416187e-08,7.729334886416187e-08
1948,9.551809248315684e-08,9.551809248315684e-08
1949,9.888289501499717e-08,9.888289501499717e-08
1950,1.0451395533144542e-07,1.0451395533144542e-07
1951,1.0948649783618489e-07,1.0948649783618489e-07
1952,1.1141966536700108e-07,1.1141966536700108e-07
1953,1.1740742828741141e-07,1.1740742828741141e-07
1954,1.2143692426239534e-07,1.2143692426239534e-07
1955,1.092717900925371e-07,1.092717900925371e-07
1956,1.0748309417099985e-07,1.0748309417099985e-07
1957,1.0510294146115484e-07,1.0510294146115484e-07
1958,9.871935040856833e-08,9.871935040856833e-08
1959,9.934186095961195e-08,9.934186095961195e-08
1960,9.610762065546754e-08,9.610762065546754e-08
1961,9.322782545950759e-08,9.322782545950759e-08
1962,9.598774905076165e-08,9.598774905076165e-08
1963,9.81664517293471e-08,9.81664517293471e-08
1964,9.903844398552661e-08,9.903844398552661e-08
1965,1.0129380204456798e-07,1.0129380204456798e-07
1966,1.019928542892298e-07,1.019928542892298e-07
1967,1.0136748025096104e-07,1.0136748025096104e-07
1968,1.0794011119839655e-07,1.0794011119839655e-07
1969,1.1016804433795966e-07,1.1016804433795966e-07
1970,1.4006712031492237e-07,1.4006712031492237e-07
1971,1.487987627716133e-07,1.487987627716133e-07
1972,1.5735300503852807e-07,1.5735300503852807e-07
1973,1.6167531364479665e-07,1.6167531364479665e-07
1974,1.66652841114358e-07,1.66652841114358e-07
1975,2.375375304706852e-07,2.375375304706852e-07
1976,2.371247234123075e-07,2.371247234123075e-07
1977,2.127294769544668e-07,2.127294769544668e-07
1978,2.1311597363040035e-07,2.1311597363040035e-07
1979,2.106298231702957e-07,2.106298231702957e-07
1980,2.0880839152986092e-07,2.0880839152986092e-07
1981,2.0396815817288631e-07,2.0396815817288631e-07
1982,1.3434064019942786e-07,1.3434064019942786e-07
1983,1.3846322133304056e-07,1.3846322133304056e-07
1984,1.6497755390381436e-07,1.6497755390381436e-07
1985,2.008284342634527e-07,2.008284342634527e-07
1986,2.1958315496054377e-07,2.1958315496054377e-07
1987,2.3385923749888855e-07,2.3385923749888855e-07
1988,2.522278513034897e-07,2.522278513034897e-07
1989,2.5393521444324764e-07,2.5393521444324764e-07
1990,2.6150582803958447e-07,2.6150582803958447e-07
1991,2.3771975017033193e-07,2.3771975017033193e-07
1992,1.9721588679593488e-07,1.9721588679593488e-07
1993,1.9030596628713932e-07,1.9030596628713932e-07
1994,1.841943100901387e-07,1.841943100901387e-07
1995,1.7620622624495548e-07,1.7620622624495548e-07
1996,1.736974155619464e-07,1.736974155619464e-07
1997,1.62944577449967e-07,1.62944577449967e-07
1998,1.6003509374838488e-07,1.6003509374838488e-07
1999,1.7708712464679722e-07,1.7708712464679722e-07
2000,1.6356034596550932e-07,1.6356034596550932e-07
2001,1.5560830693825016e-07,1.5560830693825016e-07
2002,1.5172226954161617e-07,1.5172226954161617e-07
2003,1.5229267497878546e-07,1.5229267497878546e-07
2004,1.5505702931152753e-07,1.5505702931152753e-07
2005,1.5505657253405453e-07,1.5505657253405453e-07
2006,1.3640888190431205e-07,1.3640888190431205e-07
2007,1.407552170056598e-07,1.407552170056598e-07
2008,1.3468835443778256e-07,1.3468835443778256e-07
2009,1.1677111747384775e-07,1.1677111747384775e-07
2010,1.0287462310592283e-07,1.0287462310592283e-07
2011,9.884565699280756e-08,9.884565699280756e-08
2012,8.612956595551882e-08,8.612956595551882e-08
2013,7.603179089496085e-08,7.603179089496085e-08
2014,5.9528107649547176e-08,5.9528107649547176e-08
2015,5.250318579896884e-08,5.250318579896884e-08
2016,5.250962839146009e-08,5.250962839146009e-08
2017,5.484678015458636e-08,5.484678015458636e-08
2018,4.103409096956057e-08,4.103409096956057e-08
2019,4.05741849007768e-08,4.05741849007768e-08
