ngram,Netflix,Netfix,Netfix
1864,0.0,0.0,0.0
1865,0.0,0.0,0.0
1866,0.0,0.0,0.0
1867,0.0,0.0,0.0
1868,0.0,0.0,0.0
1869,0.0,0.0,0.0
1870,0.0,0.0,0.0
1871,0.0,0.0,0.0
1872,0.0,0.0,0.0
1873,0.0,0.0,0.0
1874,0.0,0.0,0.0
1875,0.0,0.0,0.0
1876,0.0,0.0,0.0
1877,0.0,0.0,0.0
1878,0.0,0.0,0.0
1879,0.0,0.0,0.0
1880,6.577336691166685e-11,0.0,0.0
1881,6.577336691166685e-11,0.0,0.0
1882,6.577336691166685e-11,0.0,0.0
1883,6.577336691166685e-11,0.0,0.0
1884,6.577336691166685e-11,0.0,0.0
1885,6.577336691166685e-11,0.0,0.0
1886,6.577336691166685e-11,0.0,0.0
1887,0.0,0.0,0.0
1888,0.0,0.0,0.0
1889,0.0,0.0,0.0
1890,0.0,0.0,0.0
1891,0.0,0.0,0.0
1892,0.0,0.0,0.0
1893,0.0,0.0,0.0
1894,0.0,0.0,0.0
1895,0.0,0.0,0.0
1896,0.0,0.0,0.0
1897,1.857675521347143e-11,0.0,0.0
1898,1.857675521347143e-11,0.0,0.0
1899,1.857675521347143e-11,0.0,0.0
1900,3.664735975001625e-11,0.0,0.0
1901,3.664735975001625e-11,0.0,0.0
1902,3.664735975001625e-11,0.0,0.0
1903,3.664735975001625e-11,0.0,0.0
1904,1.8070604536544822e-11,0.0,0.0
1905,1.8070604536544822e-11,0.0,0.0
1906,1.8070604536544822e-11,0.0,0.0
1907,0.0,0.0,0.0
1908,0.0,0.0,0.0
1909,0.0,0.0,0.0
1910,0.0,0.0,0.0
1911,0.0,0.0,0.0
1912,0.0,0.0,0.0
1913,0.0,0.0,0.0
1914,0.0,0.0,0.0
1915,0.0,0.0,0.0
1916,0.0,0.0,0.0
1917,0.0,0.0,0.0
1918,0.0,0.0,0.0
1919,0.0,0.0,0.0
1920,0.0,0.0,0.0
1921,0.0,0.0,0.0
1922,0.0,0.0,0.0
1923,0.0,0.0,0.0
1924,0.0,0.0,0.0
1925,0.0,0.0,0.0
1926,0.0,0.0,0.0
1927,0.0,0.0,0.0
1928,0.0,0.0,0.0
1929,0.0,0.0,0.0
1930,0.0,0.0,0.0
1931,0.0,0.0,0.0
1932,0.0,0.0,0.0
1933,2.316715866764899e-11,0.0,0.0
1934,2.316715866764899e-11,0.0,0.0
1935,2.316715866764899e-11,0.0,0.0
1936,2.316715866764899e-11,0.0,0.0
1937,6.805199261248975e-11,0.0,0.0
1938,1.568957297415352e-09,0.0,0.0
1939,1.568957297415352e-09,0.0,0.0
1940,1.545790138747703e-09,0.0,0.0
1941,1.545790138747703e-09,0.0,0.0
1942,1.545790138747703e-09,0.0,0.0
1943,1.545790138747703e-09,0.0,0.0
1944,1.5009053048028624e-09,0.0,0.0
1945,0.0,0.0,0.0
1946,1.4893292948110163e-10,0.0,0.0
1947,1.4893292948110163e-10,0.0,0.0
1948,1.8313292945596312e-10,0.0,0.0
1949,1.8313292945596312e-10,0.0,0.0
1950,1.8313292945596312e-10,0.0,0.0
1951,3.320748200229064e-10,0.0,0.0
1952,3.320748200229064e-10,0.0,0.0
1953,1.8314189054180474e-10,0.0,0.0
1954,1.8314189054180474e-10,0.0,0.0
1955,1.4894189056694326e-10,0.0,0.0
1956,1.4894189056694326e-10,0.0,0.0
1957,1.4894189056694326e-10,0.0,0.0
1958,0.0,0.0,0.0
1959,0.0,0.0,0.0
1960,0.0,0.0,0.0
1961,0.0,0.0,0.0
1962,0.0,0.0,0.0
1963,0.0,0.0,0.0
1964,0.0,0.0,0.0
1965,0.0,0.0,0.0
1966,0.0,0.0,0.0
1967,0.0,0.0,0.0
1968,0.0,0.0,0.0
1969,0.0,0.0,0.0
1970,0.0,0.0,0.0
1971,0.0,0.0,0.0
1972,0.0,0.0,0.0
1973,1.2381145315336946e-10,0.0,0.0
1974,1.3195895616293007e-10,0.0,0.0
1975,2.2927295429250475e-10,0.0,0.0
1976,2.3730938543607497e-10,0.0,0.0
1977,2.774414418443045e-10,8.026410885137685e-12,8.026410885137685e-12
1978,3.2640101236904226e-10,8.026410885137685e-12,8.026410885137685e-12
1979,3.751672177286304e-10,8.026410885137685e-12,8.026410885137685e-12
1980,2.9053990066981884e-10,8.026410885137685e-12,8.026410885137685e-12
1981,2.8239239766025825e-10,8.026410885137685e-12,8.026410885137685e-12
1982,1.8507839953068357e-10,8.026410885137685e-12,8.026410885137685e-12
1983,8.432674558633835e-10,8.026410885137685e-12,8.026410885137685e-12
1984,8.03135399455154e-10,0.0,0.0
1985,1.0290706659825994e-09,0.0,0.0
1986,9.941215707774477e-10,0.0,0.0
1987,9.549374346828898e-10,0.0,0.0
1988,9.549374346828898e-10,0.0,0.0
1989,9.748934695233809e-10,0.0,0.0
1990,3.0866798204711085e-10,0.0,0.0
1991,4.794689585839253e-10,0.0,0.0
1992,2.427481965439071e-10,0.0,0.0
1993,3.8996506619109235e-10,0.0,0.0
1994,4.159775857104364e-10,0.0,0.0
1995,6.459143220283181e-10,0.0,0.0
1996,8.591337343924873e-10,6.30203924759495e-12,6.30203924759495e-12
1997,1.2388003499992045e-09,2.9312137042999555e-11,2.9312137042999555e-11
1998,1.7151115785532918e-09,2.9312137042999555e-11,2.9312137042999555e-11
1999,3.5371102178169014e-09,3.473538123799358e-11,3.473538123799358e-11
2000,8.215420401509149e-09,4.512023988561304e-11,4.512023988561304e-11
2001,1.600847340402619e-08,1.2625192062433654e-10,1.2625192062433654e-10
2002,2.7551775051902283e-08,1.369890282559056e-10,1.369890282559056e-10
2003,4.741470317957765e-08,1.3068698900831066e-10,1.3068698900831066e-10
2004,6.862920784048551e-08,1.3290962180041126e-10,1.3290962180041126e-10
2005,1.0041210453591378e-07,1.4781540277500734e-10,1.4781540277500734e-10
2006,1.2931299358293862e-07,2.0415102644103352e-10,2.0415102644103352e-10
2007,1.6193106690463666e-07,2.2060197319666893e-10,2.2060197319666893e-10
2008,2.0961542596913724e-07,1.5534353168890546e-10,1.5534353168890546e-10
2009,2.815791292830129e-07,1.7779585740182061e-10,1.7779585740182061e-10
2010,3.357749623741516e-07,2.1873481993926547e-10,2.1873481993926547e-10
2011,4.123860557163945e-07,2.4456845873884904e-10,2.4456845873884904e-10
2012,5.013844059931216e-07,2.8306125300834953e-10,2.8306125300834953e-10
2013,6.392073146344046e-07,3.2297181992316636e-10,3.2297181992316636e-10
2014,7.663044974443827e-07,3.5328926490623454e-10,3.5328926490623454e-10
2015,9.064301512548159e-07,4.1344542273907033e-10,4.1344542273907033e-10
2016,1.0939234666044025e-06,5.429766200152183e-10,5.429766200152183e-10
2017,1.1895701182614478e-06,5.857106003907356e-10,5.857106003907356e-10
2018,1.2899967714474769e-06,6.313598033269585e-10,6.313598033269585e-10
2019,1.3999963357491652e-06,6.957522474815292e-10,6.957522474815292e-10
