ngram,Safran,Safran
1687,4.413445659728106e-08,4.413445659728106e-08
1688,4.413445659728106e-08,4.413445659728106e-08
1689,4.413445659728106e-08,4.413445659728106e-08
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,0.0
1721,0.0,0.0
1722,2.3182760092562863e-08,2.3182760092562863e-08
1723,2.3182760092562863e-08,2.3182760092562863e-08
1724,2.3182760092562863e-08,2.3182760092562863e-08
1725,2.3182760092562863e-08,2.3182760092562863e-08
1726,2.3182760092562863e-08,2.3182760092562863e-08
1727,2.3182760092562863e-08,2.3182760092562863e-08
1728,2.3182760092562863e-08,2.3182760092562863e-08
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,6.597462893458734e-09,6.597462893458734e-09
1751,6.597462893458734e-09,6.597462893458734e-09
1752,6.597462893458734e-09,6.597462893458734e-09
1753,6.597462893458734e-09,6.597462893458734e-09
1754,6.597462893458734e-09,6.597462893458734e-09
1755,6.597462893458734e-09,6.597462893458734e-09
1756,6.597462893458734e-09,6.597462893458734e-09
1757,0.0,0.0
1758,0.0,0.0
1759,0.0,0.0
1760,0.0,0.0
1761,0.0,0.0
1762,0.0,0.0
1763,0.0,0.0
1764,0.0,0.0
1765,0.0,0.0
1766,0.0,0.0
1767,0.0,0.0
1768,2.682212547305036e-09,2.682212547305036e-09
1769,2.682212547305036e-09,2.682212547305036e-09
1770,2.682212547305036e-09,2.682212547305036e-09
1771,2.682212547305036e-09,2.682212547305036e-09
1772,2.682212547305036e-09,2.682212547305036e-09
1773,2.682212547305036e-09,2.682212547305036e-09
1774,5.354675686979655e-09,5.354675686979655e-09
1775,2.672463139674619e-09,2.672463139674619e-09
1776,2.672463139674619e-09,2.672463139674619e-09
1777,2.672463139674619e-09,2.672463139674619e-09
1778,2.672463139674619e-09,2.672463139674619e-09
1779,2.672463139674619e-09,2.672463139674619e-09
1780,2.672463139674619e-09,2.672463139674619e-09
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,0.0
1796,0.0,0.0
1797,0.0,0.0
1798,0.0,0.0
1799,6.00769592803577e-10,6.00769592803577e-10
1800,1.012433502113806e-09,1.012433502113806e-09
1801,1.4767739729494777e-09,1.4767739729494777e-09
1802,1.4767739729494777e-09,1.4767739729494777e-09
1803,1.4767739729494777e-09,1.4767739729494777e-09
1804,1.4767739729494777e-09,1.4767739729494777e-09
1805,1.4767739729494777e-09,1.4767739729494777e-09
1806,8.760043801459005e-10,8.760043801459005e-10
1807,1.0920041696290843e-09,1.0920041696290843e-09
1808,1.0983900773047545e-09,1.0983900773047545e-09
1809,1.6411645376024353e-09,1.6411645376024353e-09
1810,1.6411645376024353e-09,1.6411645376024353e-09
1811,1.6411645376024353e-09,1.6411645376024353e-09
1812,2.5959975756352703e-09,2.5959975756352703e-09
1813,2.7899769796034336e-09,2.7899769796034336e-09
1814,2.162313280810021e-09,2.162313280810021e-09
1815,2.0778683218480865e-09,2.0778683218480865e-09
1816,4.0073392540814925e-09,4.0073392540814925e-09
1817,4.0073392540814925e-09,4.0073392540814925e-09
1818,4.0073392540814925e-09,4.0073392540814925e-09
1819,3.954290894725432e-09,3.954290894725432e-09
1820,3.7603114907572686e-09,3.7603114907572686e-09
1821,4.660191280489048e-09,4.660191280489048e-09
1822,4.772985467178208e-09,4.772985467178208e-09
1823,3.0030539007900157e-09,3.0030539007900157e-09
1824,3.5395339675099127e-09,3.5395339675099127e-09
1825,3.5395339675099127e-09,3.5395339675099127e-09
1826,2.9932440335857434e-09,2.9932440335857434e-09
1827,3.829808882725518e-09,3.829808882725518e-09
1828,3.0402584021744464e-09,3.0402584021744464e-09
1829,4.298039805014245e-09,4.298039805014245e-09
1830,4.548771367510593e-09,4.548771367510593e-09
1831,4.662553938177589e-09,4.662553938177589e-09
1832,5.258600134703885e-09,5.258600134703885e-09
1833,5.727888044823207e-09,5.727888044823207e-09
1834,6.386406617827792e-09,6.386406617827792e-09
1835,6.4436441103511905e-09,6.4436441103511905e-09
1836,7.163806072161906e-09,7.163806072161906e-09
1837,6.675409130225367e-09,6.675409130225367e-09
1838,6.559426731936721e-09,6.559426731936721e-09
1839,6.493850584250132e-09,6.493850584250132e-09
1840,6.046997743805857e-09,6.046997743805857e-09
1841,5.041757598713202e-09,5.041757598713202e-09
1842,7.732516436677526e-09,7.732516436677526e-09
1843,6.5669880644492196e-09,6.5669880644492196e-09
1844,7.437996789911543e-09,7.437996789911543e-09
1845,7.2374103852825195e-09,7.2374103852825195e-09
1846,8.337452823375152e-09,8.337452823375152e-09
1847,8.444366729674715e-09,8.444366729674715e-09
1848,8.884213935950974e-09,8.884213935950974e-09
1849,6.402065036833651e-09,6.402065036833651e-09
1850,5.470333709821164e-09,5.470333709821164e-09
1851,5.016819848435716e-09,5.016819848435716e-09
1852,5.340426450268459e-09,5.340426450268459e-09
1853,4.385544752746487e-09,4.385544752746487e-09
1854,7.48633314070649e-09,7.48633314070649e-09
1855,8.446705620660363e-09,8.446705620660363e-09
1856,8.418420500382645e-09,8.418420500382645e-09
1857,8.423735042839553e-09,8.423735042839553e-09
1858,7.887212819365378e-09,7.887212819365378e-09
1859,7.290841771582077e-09,7.290841771582077e-09
1860,7.652129533194544e-09,7.652129533194544e-09
1861,6.382451329350098e-09,6.382451329350098e-09
1862,4.882416249074595e-09,4.882416249074595e-09
1863,4.677738276091605e-09,4.677738276091605e-09
1864,4.52814006925349e-09,4.52814006925349e-09
1865,4.757464152785726e-09,4.757464152785726e-09
1866,4.961972483690553e-09,4.961972483690553e-09
1867,4.0546913049333e-09,4.0546913049333e-09
1868,2.366101148343347e-09,2.366101148343347e-09
1869,2.2927603545877926e-09,2.2927603545877926e-09
1870,2.8675665096424196e-09,2.8675665096424196e-09
1871,2.9161233507300567e-09,2.9161233507300567e-09
1872,2.3821298901692346e-09,2.3821298901692346e-09
1873,2.701823479231028e-09,2.701823479231028e-09
1874,3.049074667352666e-09,3.049074667352666e-09
1875,3.4647016922129126e-09,3.4647016922129126e-09
1876,3.952986247858701e-09,3.952986247858701e-09
1877,3.3398214590743945e-09,3.3398214590743945e-09
1878,4.180635131729409e-09,4.180635131729409e-09
1879,4.90778735111925e-09,4.90778735111925e-09
1880,4.68440955866559e-09,4.68440955866559e-09
1881,4.428480169872882e-09,4.428480169872882e-09
1882,6.107894047678388e-09,6.107894047678388e-09
1883,5.5920260644271025e-09,5.5920260644271025e-09
1884,5.639725591295124e-09,5.639725591295124e-09
1885,4.601949305753956e-09,4.601949305753956e-09
1886,4.164908775004607e-09,4.164908775004607e-09
1887,4.30056670433895e-09,4.30056670433895e-09
1888,4.835687112641247e-09,4.835687112641247e-09
1889,2.8722384074316867e-09,2.8722384074316867e-09
1890,2.7349088945908105e-09,2.7349088945908105e-09
1891,2.992035183105709e-09,2.992035183105709e-09
1892,3.017323256328451e-09,3.017323256328451e-09
1893,2.8707532462313168e-09,2.8707532462313168e-09
1894,2.947727926829101e-09,2.947727926829101e-09
1895,3.1443526750583673e-09,3.1443526750583673e-09
1896,3.160613762772816e-09,3.160613762772816e-09
1897,3.4732584982702772e-09,3.4732584982702772e-09
1898,3.334150186099346e-09,3.334150186099346e-09
1899,3.7135677548911464e-09,3.7135677548911464e-09
1900,3.8362746312969875e-09,3.8362746312969875e-09
1901,3.6731689753314154e-09,3.6731689753314154e-09
1902,3.219795065488386e-09,3.219795065488386e-09
1903,2.858995802006754e-09,2.858995802006754e-09
1904,2.933604089808536e-09,2.933604089808536e-09
1905,2.8612407839848484e-09,2.8612407839848484e-09
1906,2.7883699317752887e-09,2.7883699317752887e-09
1907,2.8327738408963553e-09,2.8327738408963553e-09
1908,3.025369367724652e-09,3.025369367724652e-09
1909,3.24265143308062e-09,3.24265143308062e-09
1910,3.530702032326717e-09,3.530702032326717e-09
1911,3.3830569615541808e-09,3.3830569615541808e-09
1912,3.934381328666145e-09,3.934381328666145e-09
1913,4.430543519364148e-09,4.430543519364148e-09
1914,4.400502121423447e-09,4.400502121423447e-09
1915,4.816704368693081e-09,4.816704368693081e-09
1916,5.138670378102006e-09,5.138670378102006e-09
1917,4.897071256440963e-09,4.897071256440963e-09
1918,5.267841845275305e-09,5.267841845275305e-09
1919,5.143361102101705e-09,5.143361102101705e-09
1920,5.411578740677214e-09,5.411578740677214e-09
1921,5.455466871901698e-09,5.455466871901698e-09
1922,4.990868416955761e-09,4.990868416955761e-09
1923,4.787107028241573e-09,4.787107028241573e-09
1924,5.645000403628078e-09,5.645000403628078e-09
1925,6.332173706015607e-09,6.332173706015607e-09
1926,7.3346512355751005e-09,7.3346512355751005e-09
1927,7.1973321905513134e-09,7.1973321905513134e-09
1928,7.995165101399543e-09,7.995165101399543e-09
1929,7.844258068498026e-09,7.844258068498026e-09
1930,8.098536634954762e-09,8.098536634954762e-09
1931,7.855327372701432e-09,7.855327372701432e-09
1932,8.439320543983188e-09,8.439320543983188e-09
1933,9.082171649664263e-09,9.082171649664263e-09
1934,1.023805789352699e-08,1.023805789352699e-08
1935,1.1630342276548942e-08,1.1630342276548942e-08
1936,1.3654511680069196e-08,1.3654511680069196e-08
1937,1.5864451213027612e-08,1.5864451213027612e-08
1938,1.8943577754068234e-08,1.8943577754068234e-08
1939,2.126671283519954e-08,2.126671283519954e-08
1940,2.1059792386170428e-08,2.1059792386170428e-08
1941,2.0926333554882603e-08,2.0926333554882603e-08
1942,2.1060834219456736e-08,2.1060834219456736e-08
1943,2.178573093354024e-08,2.178573093354024e-08
1944,2.2167132256762604e-08,2.2167132256762604e-08
1945,1.9664161346863044e-08,1.9664161346863044e-08
1946,1.8220173560377717e-08,1.8220173560377717e-08
1947,1.9534335545959688e-08,1.9534335545959688e-08
1948,2.061234268982811e-08,2.061234268982811e-08
1949,2.0728290576041023e-08,2.0728290576041023e-08
1950,1.9994208066975716e-08,1.9994208066975716e-08
1951,1.866374343961752e-08,1.866374343961752e-08
1952,2.0838918146637297e-08,2.0838918146637297e-08
1953,2.184876076885952e-08,2.184876076885952e-08
1954,2.1359812965978823e-08,2.1359812965978823e-08
1955,2.1764504865018353e-08,2.1764504865018353e-08
1956,2.181370538169501e-08,2.181370538169501e-08
1957,2.4262252397631656e-08,2.4262252397631656e-08
1958,2.6827727341226038e-08,2.6827727341226038e-08
1959,2.9709443540225167e-08,2.9709443540225167e-08
1960,3.5009161030481143e-08,3.5009161030481143e-08
1961,4.165395241427307e-08,4.165395241427307e-08
1962,5.5119389687417556e-08,5.5119389687417556e-08
1963,5.974158412413999e-08,5.974158412413999e-08
1964,6.225698813620641e-08,6.225698813620641e-08
1965,6.389114710308214e-08,6.389114710308214e-08
1966,6.642406497852399e-08,6.642406497852399e-08
1967,6.68338938477778e-08,6.68338938477778e-08
1968,6.745002372505432e-08,6.745002372505432e-08
1969,5.923084296049248e-08,5.923084296049248e-08
1970,6.001430869722363e-08,6.001430869722363e-08
1971,6.336293115590966e-08,6.336293115590966e-08
1972,6.822174977319914e-08,6.822174977319914e-08
1973,6.724258280347125e-08,6.724258280347125e-08
1974,6.65240951848643e-08,6.65240951848643e-08
1975,6.96335317026556e-08,6.96335317026556e-08
1976,7.253722752612443e-08,7.253722752612443e-08
1977,7.414080879389725e-08,7.414080879389725e-08
1978,7.463674021680942e-08,7.463674021680942e-08
1979,7.753306974223051e-08,7.753306974223051e-08
1980,8.198988967121425e-08,8.198988967121425e-08
1981,8.854975318074918e-08,8.854975318074918e-08
1982,9.157377434121372e-08,9.157377434121372e-08
1983,9.7187190866472e-08,9.7187190866472e-08
1984,1.0274427657870027e-07,1.0274427657870027e-07
1985,1.0551415081343813e-07,1.0551415081343813e-07
1986,1.0591771066564043e-07,1.0591771066564043e-07
1987,1.088405261790675e-07,1.088405261790675e-07
1988,1.0998188417131263e-07,1.0998188417131263e-07
1989,1.0782105062747047e-07,1.0782105062747047e-07
1990,1.0764955606288953e-07,1.0764955606288953e-07
1991,1.125270502809274e-07,1.125270502809274e-07
1992,1.1727258656232412e-07,1.1727258656232412e-07
1993,1.2282234759400774e-07,1.2282234759400774e-07
1994,1.267287704617307e-07,1.267287704617307e-07
1995,1.315749429409152e-07,1.315749429409152e-07
1996,1.3589248989579312e-07,1.3589248989579312e-07
1997,1.364960614377456e-07,1.364960614377456e-07
1998,1.3573750022390284e-07,1.3573750022390284e-07
1999,1.3933237141827703e-07,1.3933237141827703e-07
2000,1.453843359351075e-07,1.453843359351075e-07
2001,1.530099699006574e-07,1.530099699006574e-07
2002,1.6030855119554742e-07,1.6030855119554742e-07
2003,1.7192009238442552e-07,1.7192009238442552e-07
2004,1.8676414827366118e-07,1.8676414827366118e-07
2005,1.967619596143777e-07,1.967619596143777e-07
2006,2.004652718109615e-07,2.004652718109615e-07
2007,2.0377659382120328e-07,2.0377659382120328e-07
2008,2.0556062858239394e-07,2.0556062858239394e-07
2009,2.0327400664297913e-07,2.0327400664297913e-07
2010,2.1059587343838109e-07,2.1059587343838109e-07
2011,2.1067847098623004e-07,2.1067847098623004e-07
2012,2.133822424151991e-07,2.133822424151991e-07
2013,2.2720570517062049e-07,2.2720570517062049e-07
2014,2.2461263629988286e-07,2.2461263629988286e-07
2015,2.2055418672347775e-07,2.2055418672347775e-07
2016,2.2654423048606986e-07,2.2654423048606986e-07
2017,2.2069956410556793e-07,2.2069956410556793e-07
2018,2.1909700933520072e-07,2.1909700933520072e-07
2019,2.174476563254757e-07,2.174476563254757e-07
