ngram,Travelers,Travelrs
1585,0.0,0.0
1586,0.0,0.0
1587,0.0,0.0
1588,0.0,0.0
1589,0.0,0.0
1590,0.0,0.0
1591,0.0,0.0
1592,0.0,0.0
1593,0.0,0.0
1594,0.0,0.0
1595,0.0,0.0
1596,0.0,0.0
1597,0.0,0.0
1598,8.84678326786213e-08,0.0
1599,8.84678326786213e-08,0.0
1600,8.84678326786213e-08,0.0
1601,8.84678326786213e-08,0.0
1602,8.84678326786213e-08,0.0
1603,8.84678326786213e-08,0.0
1604,8.84678326786213e-08,0.0
1605,0.0,0.0
1606,0.0,0.0
1607,0.0,0.0
1608,0.0,0.0
1609,0.0,0.0
1610,0.0,0.0
1611,0.0,0.0
1612,0.0,0.0
1613,0.0,0.0
1614,0.0,0.0
1615,0.0,0.0
1616,0.0,0.0
1617,0.0,0.0
1618,0.0,0.0
1619,0.0,0.0
1620,0.0,0.0
1621,0.0,0.0
1622,0.0,0.0
1623,0.0,0.0
1624,0.0,0.0
1625,0.0,0.0
1626,0.0,0.0
1627,0.0,0.0
1628,0.0,0.0
1629,0.0,0.0
1630,0.0,0.0
1631,5.6679985911094784e-08,0.0
1632,5.6679985911094784e-08,0.0
1633,5.6679985911094784e-08,0.0
1634,5.6679985911094784e-08,0.0
1635,5.6679985911094784e-08,0.0
1636,5.6679985911094784e-08,0.0
1637,1.2984011326417593e-07,0.0
1638,7.316012735308114e-08,0.0
1639,7.316012735308114e-08,0.0
1640,7.316012735308114e-08,0.0
1641,7.316012735308114e-08,0.0
1642,7.316012735308114e-08,0.0
1643,7.316012735308114e-08,0.0
1644,0.0,0.0
1645,0.0,0.0
1646,0.0,0.0
1647,0.0,0.0
1648,0.0,0.0
1649,0.0,0.0
1650,0.0,0.0
1651,0.0,0.0
1652,0.0,0.0
1653,0.0,0.0
1654,0.0,0.0
1655,0.0,0.0
1656,0.0,0.0
1657,0.0,0.0
1658,0.0,0.0
1659,0.0,0.0
1660,0.0,0.0
1661,0.0,0.0
1662,4.059985972812033e-08,0.0
1663,4.059985972812033e-08,0.0
1664,4.059985972812033e-08,0.0
1665,4.059985972812033e-08,0.0
1666,4.059985972812033e-08,0.0
1667,7.305217561029817e-08,0.0
1668,7.305217561029817e-08,0.0
1669,3.245231588217783e-08,0.0
1670,3.245231588217783e-08,0.0
1671,3.245231588217783e-08,0.0
1672,3.245231588217783e-08,0.0
1673,3.245231588217783e-08,0.0
1674,0.0,0.0
1675,3.431849953423287e-08,0.0
1676,3.431849953423287e-08,0.0
1677,6.790469748401457e-08,0.0
1678,6.790469748401457e-08,0.0
1679,6.790469748401457e-08,0.0
1680,6.790469748401457e-08,0.0
1681,9.028054494462725e-08,0.0
1682,5.596204541039437e-08,0.0
1683,5.596204541039437e-08,0.0
1684,2.237584746061267e-08,0.0
1685,2.237584746061267e-08,0.0
1686,2.237584746061267e-08,0.0
1687,2.237584746061267e-08,0.0
1688,0.0,0.0
1689,6.314233961087926e-08,0.0
1690,8.391263049491369e-08,0.0
1691,8.391263049491369e-08,0.0
1692,8.391263049491369e-08,0.0
1693,8.391263049491369e-08,0.0
1694,8.391263049491369e-08,0.0
1695,8.391263049491369e-08,0.0
1696,3.651623663764829e-08,0.0
1697,2.3093020575158463e-08,0.0
1698,5.4206832292688234e-08,0.0
1699,5.4206832292688234e-08,0.0
1700,5.4206832292688234e-08,0.0
1701,7.354035095171899e-08,0.0
1702,8.552551073697551e-08,0.0
1703,6.977956498336166e-08,0.0
1704,7.975602349980753e-08,0.0
1705,4.864221178227776e-08,0.0
1706,5.971759467878915e-08,0.0
1707,5.971759467878915e-08,0.0
1708,5.002994336272033e-08,0.0
1709,3.80447835774638e-08,0.0
1710,3.80447835774638e-08,0.0
1711,4.979823639165001e-08,0.0
1712,4.979823639165001e-08,0.0
1713,1.0363094458755637e-07,0.0
1714,1.0363094458755637e-07,0.0
1715,1.0530743058520134e-07,0.0
1716,1.0530743058520134e-07,0.0
1717,1.0530743058520134e-07,0.0
1718,9.171395731755183e-08,0.0
1719,1.1146856999338134e-07,0.0
1720,4.656047890096358e-08,0.0
1721,4.656047890096358e-08,0.0
1722,3.523812556035669e-08,0.0
1723,3.523812556035669e-08,0.0
1724,4.1109045310707056e-08,0.0
1725,3.297848546627133e-08,0.0
1726,1.322387279044181e-08,0.0
1727,1.322387279044181e-08,0.0
1728,1.970343279010324e-08,0.0
1729,2.6075409514143237e-08,0.0
1730,4.244188543469006e-08,0.0
1731,5.0504444816721975e-08,0.0
1732,6.818558720819315e-08,0.0
1733,8.925989496739411e-08,0.0
1734,9.958335819451999e-08,0.0
1735,1.0603765027943674e-07,0.0
1736,9.966567355539674e-08,0.0
1737,9.022082585780871e-08,0.0
1738,7.628734672542642e-08,0.0
1739,5.125325129386381e-08,0.0
1740,3.0178943534662853e-08,0.0
1741,3.173818186041899e-08,0.0
1742,1.8804329775840804e-08,0.0
1743,2.84357233632753e-08,0.0
1744,2.1514095140316514e-08,0.0
1745,1.4143404111369558e-07,0.0
1746,1.4143404111369558e-07,0.0
1747,1.4559319286685683e-07,0.0
1748,1.3735022313150174e-07,0.0
1749,1.3735022313150174e-07,0.0
1750,1.3761502413802062e-07,0.0
1751,2.0542865846502017e-07,0.0
1752,1.3619038595282162e-07,0.0
1753,1.3619038595282162e-07,0.0
1754,1.4039937162075538e-07,0.0
1755,1.406129475713312e-07,0.0
1756,1.4364841811292145e-07,0.0
1757,1.3679734678362365e-07,0.0
1758,1.0627472895358941e-07,0.0
1759,6.602944020122387e-08,0.0
1760,7.135217420081322e-08,0.0
1761,6.298403677971822e-08,0.0
1762,5.9130729011615454e-08,0.0
1763,5.8933933035275136e-08,0.0
1764,7.556356759356017e-08,0.0
1765,3.827255109659486e-08,0.0
1766,2.7836166387779874e-08,0.0
1767,2.5457934680974048e-08,0.0
1768,2.5457934680974048e-08,0.0
1769,3.155045393197854e-08,0.0
1770,3.15947009507259e-08,0.0
1771,2.24505183967137e-08,0.0
1772,2.24505183967137e-08,0.0
1773,2.504570925257862e-08,0.0
1774,3.011859663258422e-08,0.0
1775,4.167335327614248e-08,0.0
1776,3.558083402513798e-08,0.0
1777,4.14520628615784e-08,0.0
1778,3.3702631288942287e-08,0.0
1779,3.6264317009632966e-08,0.0
1780,3.366912615376805e-08,0.0
1781,2.7564253356006574e-08,0.0
1782,1.600949671244832e-08,0.0
1783,4.210468621376354e-08,0.0
1784,3.834395201351981e-08,0.0
1785,3.8799053113182577e-08,0.0
1786,5.2318547208837374e-08,0.0
1787,6.13425384139126e-08,0.0
1788,5.943002153888496e-08,0.0
1789,6.059340635593863e-08,0.0
1790,3.6707913661107993e-08,0.0
1791,3.388642991605398e-08,0.0
1792,3.065018512009894e-08,0.0
1793,1.5555027424848537e-08,0.0
1794,6.531036219773309e-09,0.0
1795,1.56637577194577e-08,0.0
1796,1.7344857677110374e-08,0.0
1797,2.137132090343893e-08,0.0
1798,3.424446193278641e-08,0.0
1799,4.145369704642933e-08,0.0
1800,4.3760986199816084e-08,0.0
1801,5.1190433733186835e-08,0.0
1802,4.7267233936411553e-08,0.0
1803,4.723074883575659e-08,0.0
1804,4.374028682109708e-08,0.0
1805,2.921456832005731e-08,0.0
1806,2.278098348058271e-08,0.0
1807,2.011533590489429e-08,0.0
1808,1.33919779075699e-08,0.0
1809,8.544305834285687e-09,0.0
1810,5.954243812286311e-09,0.0
1811,3.442929734959981e-09,0.0
1812,3.162282991020504e-09,0.0
1813,3.744488512908666e-09,0.0
1814,3.743699239500131e-09,0.0
1815,3.8101725425525905e-09,0.0
1816,7.632122632296654e-09,0.0
1817,7.928227693402131e-09,0.0
1818,8.230948335606416e-09,0.0
1819,8.743727266034642e-09,0.0
1820,8.565046957390417e-09,0.0
1821,8.966606568350244e-09,0.0
1822,8.194043729251429e-09,0.0
1823,5.836260046671831e-09,0.0
1824,5.858697400234243e-09,0.0
1825,5.701443222300944e-09,0.0
1826,5.897941976077245e-09,1.1849824296409191e-10
1827,5.450760763382943e-09,1.1849824296409191e-10
1828,6.959900941286687e-09,1.1849824296409191e-10
1829,1.245990453353179e-07,1.1849824296409191e-10
1830,1.2668051544270247e-07,1.1849824296409191e-10
1831,1.341329759326929e-07,1.1849824296409191e-10
1832,1.6755746009725465e-07,1.1849824296409191e-10
1833,1.6809408290693488e-07,0.0
1834,1.7251182070156445e-07,0.0
1835,1.7391206620841005e-07,0.0
1836,6.160226538400235e-08,0.0
1837,6.296079518059677e-08,0.0
1838,5.88644678397746e-08,0.0
1839,3.0971085505728165e-08,0.0
1840,3.379487699208182e-08,0.0
1841,3.2913779130743544e-08,0.0
1842,3.408445614638822e-08,0.0
1843,3.760767418116627e-08,0.0
1844,4.376152646606053e-08,0.0
1845,5.435122574226625e-08,0.0
1846,6.246268112265949e-08,0.0
1847,7.166930008192399e-08,0.0
1848,8.451790835449304e-08,0.0
1849,1.0601048318546549e-07,0.0
1850,1.1790227156487682e-07,0.0
1851,1.2203598284291468e-07,0.0
1852,1.3005356842248667e-07,5.0561570803202876e-11
1853,1.4151209220309674e-07,5.0561570803202876e-11
1854,1.5324800374725912e-07,5.0561570803202876e-11
1855,1.5823399784104758e-07,5.0561570803202876e-11
1856,1.5166154452929602e-07,5.0561570803202876e-11
1857,1.5498430830770564e-07,5.0561570803202876e-11
1858,1.594767512967467e-07,5.0561570803202876e-11
1859,1.556212469365294e-07,0.0
1860,1.4581608403269846e-07,0.0
1861,1.4146522581930704e-07,0.0
1862,1.8588960618412136e-07,0.0
1863,2.1808622818753065e-07,0.0
1864,2.547718216711863e-07,0.0
1865,2.885495129183775e-07,0.0
1866,3.353355160535492e-07,0.0
1867,3.873304572315257e-07,0.0
1868,4.409074279010383e-07,4.4811698003093574e-11
1869,4.798366148861533e-07,4.4811698003093574e-11
1870,5.387354998934565e-07,4.4811698003093574e-11
1871,5.868889445537206e-07,4.4811698003093574e-11
1872,6.128801146587648e-07,4.4811698003093574e-11
1873,6.134525278866931e-07,4.4811698003093574e-11
1874,6.192226627328117e-07,4.4811698003093574e-11
1875,6.325574223150657e-07,0.0
1876,6.207073235080835e-07,0.0
1877,5.990594818935538e-07,0.0
1878,6.033636493287174e-07,0.0
1879,6.21202705782967e-07,0.0
1880,6.484665310121532e-07,0.0
1881,6.673866193653209e-07,0.0
1882,6.894432869687859e-07,0.0
1883,7.254513840442607e-07,0.0
1884,7.852039516365039e-07,0.0
1885,7.949072125614163e-07,0.0
1886,8.598605794369567e-07,0.0
1887,9.319556072893777e-07,0.0
1888,1.0723861773190687e-06,0.0
1889,1.1172400361049637e-06,0.0
1890,1.1394499616861658e-06,2.529569014570703e-11
1891,1.1246988427566457e-06,2.529569014570703e-11
1892,1.1731085984527972e-06,2.529569014570703e-11
1893,1.2152658866528197e-06,2.529569014570703e-11
1894,1.250740532603751e-06,4.738746300121071e-11
1895,1.2467039352616536e-06,4.738746300121071e-11
1896,1.2694869237098568e-06,4.738746300121071e-11
1897,1.3103403050860964e-06,2.2091772855503677e-11
1898,1.3494979741933224e-06,2.2091772855503677e-11
1899,1.3561062977324973e-06,4.0305679428951995e-11
1900,1.3671589320957928e-06,4.0305679428951995e-11
1901,1.38745443629367e-06,1.8213906573448314e-11
1902,1.4108786022656465e-06,3.543219685907064e-11
1903,1.4444553763886297e-06,6.73104865495893e-11
1904,1.4797223327280205e-06,9.901796644522826e-11
1905,1.5488474705957093e-06,1.142648287496709e-10
1906,1.623065372768906e-06,1.1156590829746499e-10
1907,1.6600515501912533e-06,1.4086625615972181e-10
1908,1.6771350926449356e-06,1.5459071027258886e-10
1909,1.6837771486929602e-06,1.5115342905896208e-10
1910,1.7568917201060685e-06,1.192751393684434e-10
1911,1.8958813500700802e-06,1.015455913799812e-10
1912,2.0441322996183383e-06,8.629872907553856e-11
1913,2.215644371972303e-06,1.2797541895251793e-10
1914,2.384512072239886e-06,1.1329156065656828e-10
1915,2.5690235198843377e-06,9.956710654370125e-11
1916,2.7209075272237115e-06,8.57860974717057e-11
1917,2.8816731238683654e-06,8.57860974717057e-11
1918,2.93763251387905e-06,7.180816556452894e-11
1919,2.9933065174450997e-06,7.180816556452894e-11
1920,2.9174144791405913e-06,3.7818144449364155e-11
1921,2.826729444547839e-06,2.3201654883056986e-11
1922,2.8345477858238155e-06,2.3201654883056986e-11
1923,2.8023831159121722e-06,2.3201654883056986e-11
1924,2.791171644795603e-06,9.646624768829985e-11
1925,2.7560988006111335e-06,9.646624768829985e-11
1926,2.7158603513401303e-06,1.6523513509828343e-10
1927,2.8053497901834945e-06,1.4203348021522644e-10
1928,2.9596811665604557e-06,1.4203348021522644e-10
1929,2.9739384704693554e-06,1.6731927748076762e-10
1930,2.9724157164829582e-06,1.6731927748076762e-10
1931,2.9065566715351972e-06,9.405468467552477e-11
1932,2.932988731377658e-06,1.1769793076662642e-10
1933,2.9550182846703265e-06,7.209620202429181e-11
1934,2.914878937839863e-06,7.209620202429181e-11
1935,2.866230326097658e-06,9.431853512495029e-11
1936,2.8622236446348585e-06,1.1090760254628407e-10
1937,2.9300146512209073e-06,1.1090760254628407e-10
1938,3.0185286245146666e-06,1.1090760254628407e-10
1939,2.994489185376941e-06,1.1215838178836788e-10
1940,2.9765897449708845e-06,8.899122312071889e-11
1941,2.914384205204052e-06,1.1656979350048247e-10
1942,2.7907845898360913e-06,9.4347460399824e-11
1943,2.6982621160901284e-06,7.392592094035422e-11
1944,2.5816193231418893e-06,9.289724346915408e-11
1945,2.4385127679644417e-06,1.116666640107614e-10
1946,2.3149716038720465e-06,1.0332074283438329e-10
1947,2.209953452490611e-06,1.0332074283438329e-10
1948,2.1873023894970956e-06,7.574217245461971e-11
1949,2.1651065610837705e-06,7.574217245461971e-11
1950,2.0640002601014984e-06,7.120882256866118e-11
1951,2.0261717119345642e-06,5.223750003986132e-11
1952,1.945324356711353e-06,8.051992604420275e-11
1953,1.980779302357405e-06,7.96610585036233e-11
1954,1.960836259838418e-06,1.0869297029885467e-10
1955,1.971200731532008e-06,1.2318722232760948e-10
1956,1.949458497360216e-06,1.2318722232760948e-10
1957,2.022630545590281e-06,1.1901097270370998e-10
1958,1.9669135034356648e-06,1.1901097270370998e-10
1959,1.9999709073610054e-06,7.195912615776123e-11
1960,1.9254505169945853e-06,6.685775048666441e-11
1961,1.8943567283713492e-06,4.908140758898481e-11
1962,1.794351890436831e-06,3.458715556022998e-11
1963,1.7868707118395832e-06,3.458715556022998e-11
1964,1.6921738149124264e-06,2.1843429842682838e-11
1965,1.6989280473873286e-06,2.1843429842682838e-11
1966,1.6559451004078646e-06,3.063650127239319e-11
1967,1.6409993090097226e-06,2.0048640327262136e-11
1968,1.5880697381882264e-06,1.7649612921959753e-11
1969,1.5642581112323178e-06,2.6626498624996284e-11
1970,1.4944849908715696e-06,2.6626498624996284e-11
1971,1.5004832058756229e-06,4.4528299698270195e-11
1972,1.465677639446637e-06,1.0539641580122248e-10
1973,1.467027248379184e-06,1.3787382743427453e-10
1974,1.4351996112184549e-06,1.6231633695859164e-10
1975,1.474572692521698e-06,1.6967879581545172e-10
1976,1.4684832519508615e-06,1.607019101124152e-10
1977,1.4802364408491745e-06,1.6872832099755287e-10
1978,1.472365803627846e-06,1.5082651992427897e-10
1979,1.522485847869705e-06,9.808610471459137e-11
1980,1.4988644189933048e-06,5.681562165182896e-11
1981,1.5436361146774807e-06,5.526250885472856e-11
1982,1.5177890710609582e-06,5.386649856323597e-11
1983,1.5522947316120345e-06,5.386649856323597e-11
1984,1.557642056988178e-06,5.319068102638269e-11
1985,1.5553363092684386e-06,5.319068102638269e-11
1986,1.5365019083089595e-06,9.342286765618673e-11
1987,1.5794439117858668e-06,1.0011033520020339e-10
1988,1.5904004807712875e-06,7.722093847298669e-11
1989,1.6070911539957576e-06,8.900599553020503e-11
1990,1.6234004728435788e-06,1.0897838236981602e-10
1991,1.7147634870135725e-06,1.213355938540455e-10
1992,1.8071540515458245e-06,1.2769794001982985e-10
1993,1.8388509650841506e-06,8.577941184742929e-11
1994,1.860071782695221e-06,9.209820406308467e-11
1995,1.94374131621901e-06,1.431952552564754e-10
1996,1.9634400944466634e-06,1.2919128663683007e-10
1997,1.9568729580246976e-06,1.322289975926237e-10
1998,1.8732169369936206e-06,1.3563234265870757e-10
1999,1.7750448283290358e-06,2.1604190361282757e-10
2000,1.7061806667178253e-06,2.719096941653351e-10
2001,1.6407287018539916e-06,2.994692747750248e-10
2002,1.5115746399325353e-06,3.0205776372202054e-10
2003,1.4410501145383542e-06,2.997699598471039e-10
2004,1.3979941481271193e-06,3.171322301986912e-10
2005,1.3429480694477597e-06,3.089268612746895e-10
2006,1.2797997409766789e-06,2.32448098467865e-10
2007,1.209158662212368e-06,1.755061096453403e-10
2008,1.1345125666853813e-06,1.3494026927597857e-10
2009,1.0553414751614452e-06,8.540340830365256e-11
2010,9.726646388636645e-07,7.508713368337932e-11
2011,8.597934392387938e-07,3.471476553638743e-11
2012,8.081241763388139e-07,1.980898456179135e-11
2013,7.554776126588487e-07,9.5158402487115e-12
2014,7.139409003035066e-07,4.14867916806053e-12
2015,6.824372949917493e-07,4.14867916806053e-12
2016,6.804486117419271e-07,0.0
2017,6.791655285572536e-07,0.0
2018,7.015393748588394e-07,0.0
2019,6.844784223858369e-07,0.0
