ngram,FedEx,FedX,EdEx,EdX
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,2.092212276443612e-10,0.0,0.0,0.0
1808,2.092212276443612e-10,0.0,0.0,0.0
1809,2.092212276443612e-10,0.0,0.0,0.0
1810,2.092212276443612e-10,0.0,0.0,0.0
1811,2.092212276443612e-10,0.0,0.0,0.0
1812,2.092212276443612e-10,0.0,0.0,0.0
1813,2.092212276443612e-10,0.0,0.0,0.0
1814,0.0,0.0,0.0,0.0
1815,0.0,0.0,0.0,0.0
1816,0.0,0.0,0.0,0.0
1817,0.0,0.0,0.0,0.0
1818,0.0,0.0,0.0,0.0
1819,0.0,0.0,0.0,0.0
1820,0.0,0.0,0.0,1.4739693592653273e-10
1821,0.0,0.0,0.0,1.4739693592653273e-10
1822,0.0,0.0,0.0,1.4739693592653273e-10
1823,0.0,0.0,0.0,1.4739693592653273e-10
1824,0.0,0.0,0.0,1.4739693592653273e-10
1825,0.0,0.0,0.0,1.4739693592653273e-10
1826,0.0,0.0,0.0,1.4739693592653273e-10
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,7.027427845989515e-11,0.0,0.0,0.0
1830,7.027427845989515e-11,0.0,0.0,0.0
1831,7.027427845989515e-11,0.0,0.0,0.0
1832,7.027427845989515e-11,0.0,0.0,0.0
1833,7.027427845989515e-11,0.0,0.0,0.0
1834,7.027427845989515e-11,0.0,0.0,0.0
1835,7.027427845989515e-11,0.0,8.37834008520539e-11,0.0
1836,0.0,0.0,8.37834008520539e-11,0.0
1837,0.0,0.0,8.37834008520539e-11,0.0
1838,0.0,0.0,8.37834008520539e-11,0.0
1839,0.0,0.0,8.37834008520539e-11,7.578143668141024e-11
1840,0.0,0.0,8.37834008520539e-11,7.578143668141024e-11
1841,0.0,0.0,8.37834008520539e-11,7.578143668141024e-11
1842,0.0,0.0,0.0,7.578143668141024e-11
1843,0.0,0.0,0.0,7.578143668141024e-11
1844,0.0,0.0,0.0,7.578143668141024e-11
1845,0.0,0.0,0.0,7.578143668141024e-11
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,0.0,0.0,0.0
1849,0.0,0.0,0.0,0.0
1850,0.0,0.0,0.0,0.0
1851,4.642859509549981e-11,0.0,0.0,0.0
1852,4.642859509549981e-11,0.0,0.0,0.0
1853,4.642859509549981e-11,0.0,0.0,4.825934096786e-11
1854,4.642859509549981e-11,0.0,0.0,4.825934096786e-11
1855,4.642859509549981e-11,0.0,0.0,4.825934096786e-11
1856,4.642859509549981e-11,0.0,0.0,4.825934096786e-11
1857,4.642859509549981e-11,0.0,0.0,4.825934096786e-11
1858,0.0,0.0,0.0,4.825934096786e-11
1859,0.0,0.0,0.0,4.825934096786e-11
1860,0.0,0.0,0.0,0.0
1861,0.0,0.0,0.0,0.0
1862,0.0,0.0,0.0,0.0
1863,0.0,0.0,0.0,4.7737881108440257e-11
1864,0.0,0.0,0.0,4.7737881108440257e-11
1865,0.0,0.0,0.0,4.7737881108440257e-11
1866,0.0,0.0,0.0,4.7737881108440257e-11
1867,0.0,0.0,8.642491484372222e-11,4.7737881108440257e-11
1868,0.0,0.0,8.642491484372222e-11,4.7737881108440257e-11
1869,0.0,0.0,8.642491484372222e-11,4.7737881108440257e-11
1870,0.0,0.0,8.642491484372222e-11,4.223646036091314e-11
1871,0.0,0.0,8.642491484372222e-11,8.28125227122659e-11
1872,0.0,0.0,8.642491484372222e-11,8.28125227122659e-11
1873,0.0,0.0,8.642491484372222e-11,8.28125227122659e-11
1874,0.0,0.0,3.974071468729587e-11,8.28125227122659e-11
1875,0.0,0.0,3.974071468729587e-11,8.28125227122659e-11
1876,0.0,0.0,1.1640468351130956e-10,1.2114450712427275e-10
1877,3.4951672508601714e-11,0.0,1.1640468351130956e-10,7.890804676335961e-11
1878,3.4951672508601714e-11,0.0,1.1640468351130956e-10,3.833198441200685e-11
1879,3.4951672508601714e-11,0.0,1.1640468351130956e-10,3.833198441200685e-11
1880,3.4951672508601714e-11,0.0,1.1640468351130956e-10,3.833198441200685e-11
1881,3.4951672508601714e-11,0.0,7.66639688240137e-11,3.833198441200685e-11
1882,3.4951672508601714e-11,0.0,7.66639688240137e-11,3.833198441200685e-11
1883,3.4951672508601714e-11,0.0,0.0,3.212262797028639e-11
1884,0.0,0.0,0.0,3.212262797028639e-11
1885,2.90232778286738e-11,0.0,0.0,3.212262797028639e-11
1886,2.90232778286738e-11,0.0,0.0,3.212262797028639e-11
1887,2.90232778286738e-11,0.0,0.0,3.212262797028639e-11
1888,5.6026120251065745e-11,0.0,0.0,3.212262797028639e-11
1889,5.6026120251065745e-11,0.0,0.0,3.212262797028639e-11
1890,8.132181039677278e-11,0.0,0.0,0.0
1891,8.132181039677278e-11,0.0,0.0,0.0
1892,5.2298532568098974e-11,0.0,0.0,0.0
1893,5.2298532568098974e-11,0.0,0.0,2.3061673602521792e-11
1894,5.2298532568098974e-11,0.0,0.0,4.5153446458025466e-11
1895,2.529569014570703e-11,0.0,0.0,4.5153446458025466e-11
1896,2.529569014570703e-11,0.0,0.0,4.5153446458025466e-11
1897,6.130329260096395e-10,0.0,0.0,6.37302016714969e-11
1898,6.130329260096395e-10,0.0,0.0,1.3588287439691982e-10
1899,6.130329260096395e-10,0.0,0.0,1.7231068754381644e-10
1900,6.491741350827291e-10,0.0,0.0,1.4924901394129464e-10
1901,6.663108219935004e-10,0.0,0.0,1.2715724108579097e-10
1902,6.663108219935004e-10,0.0,0.0,2.1324869251390258e-10
1903,6.663108219935004e-10,0.0,1.5939144845259332e-11,2.1324869251390258e-10
1904,5.32778959838609e-11,0.0,1.5939144845259332e-11,2.4223315813516015e-10
1905,5.32778959838609e-11,0.0,1.5939144845259332e-11,1.7008048540973723e-10
1906,5.32778959838609e-11,0.0,1.5939144845259332e-11,1.49167658384083e-10
1907,1.7136686910771257e-11,0.0,1.5939144845259332e-11,2.370687019708535e-10
1908,0.0,0.0,1.5939144845259332e-11,2.370687019708535e-10
1909,1.3781009071995547e-11,0.0,1.5939144845259332e-11,1.7853926868673297e-10
1910,1.3781009071995547e-11,0.0,0.0,1.7853926868673297e-10
1911,1.3781009071995547e-11,0.0,0.0,1.3097804785200395e-10
1912,1.3781009071995547e-11,0.0,0.0,1.3097804785200395e-10
1913,2.807892807155099e-11,0.0,0.0,1.1546306173076154e-10
1914,2.807892807155099e-11,0.0,2.923297913261434e-11,4.217850771029827e-11
1915,2.807892807155099e-11,0.0,2.923297913261434e-11,5.811723027430002e-11
1916,2.7017958406253383e-10,0.0,2.923297913261434e-11,3.055521213030892e-11
1917,2.7017958406253383e-10,1.396573432296425e-11,2.923297913261434e-11,5.848668077623742e-11
1918,2.845598231255535e-10,1.396573432296425e-11,2.923297913261434e-11,5.848668077623742e-11
1919,5.26057517983133e-10,1.396573432296425e-11,2.923297913261434e-11,7.269242747425559e-11
1920,5.117595989835775e-10,3.716738920602123e-11,2.923297913261434e-11,7.269242747425559e-11
1921,6.804292486593613e-10,3.716738920602123e-11,0.0,5.807593790794842e-11
1922,6.804292486593613e-10,3.716738920602123e-11,0.0,4.213721534394667e-11
1923,4.2454758359638285e-10,3.716738920602123e-11,0.0,6.669065993891721e-11
1924,4.2454758359638285e-10,2.3201654883056986e-11,0.0,8.760225184145654e-11
1925,4.101673445333631e-10,4.620683002887205e-11,0.0,1.3361260213308667e-10
1926,2.6036150219914996e-10,4.620683002887205e-11,0.0,1.194068554350685e-10
1927,2.8309988083944203e-10,4.5743553786107125e-11,0.0,1.194068554350685e-10
1928,1.1443023116365834e-10,4.5743553786107125e-11,0.0,1.4221634187754669e-10
1929,1.397160284291995e-10,7.10293510516483e-11,0.0,1.6750213914308786e-10
1930,1.397160284291995e-10,7.10293510516483e-11,0.0,1.4294869454811732e-10
1931,7.955412638173596e-10,7.10293510516483e-11,0.0,9.41056339996495e-11
1932,8.191845099084613e-10,4.8024175905833235e-11,4.7286492182203283e-11,9.538177589022264e-11
1933,8.896627759888024e-10,4.8024175905833235e-11,4.7286492182203283e-11,1.1854893455787163e-10
1934,8.669243973485103e-10,2.5285797265541176e-11,4.7286492182203283e-11,1.410168093407549e-10
1935,1.000258391987379e-09,2.5285797265541176e-11,6.950882528286177e-11,1.182073228982767e-10
1936,9.959100270652753e-10,0.0,6.950882528286177e-11,1.3479639031961048e-10
1937,2.32001263240316e-09,0.0,6.950882528286177e-11,1.5723880729203088e-10
1938,2.3820116732250642e-09,0.0,6.950882528286177e-11,2.0074330888051962e-10
1939,2.3583684271339625e-09,0.0,2.222233310065848e-11,1.5345681669831635e-10
1940,2.634683778685825e-09,0.0,2.222233310065848e-11,1.3028965803066735e-10
1941,2.634683778685825e-09,2.7578570379763587e-11,2.222233310065848e-11,1.9055749042199262e-10
1942,2.5013497840469564e-09,2.7578570379763587e-11,0.0,3.400057695707963e-10
1943,2.480412351703519e-09,2.7578570379763587e-11,0.0,3.410375553387317e-10
1944,1.2511663609921747e-09,2.7578570379763587e-11,0.0,3.375664608951112e-10
1945,5.521115053237174e-10,2.7578570379763587e-11,0.0,2.940619593066225e-10
1946,1.147843223248124e-09,2.7578570379763587e-11,0.0,3.106100634634298e-10
1947,7.093577530925543e-10,2.7578570379763587e-11,0.0,3.2716703949172855e-10
1948,7.093577530925543e-10,0.0,0.0,3.12831332267243e-10
1949,7.093577530925543e-10,0.0,0.0,1.803892154697958e-10
1950,1.3692367616708572e-09,0.0,1.6919975341446657e-11,1.5440254035643212e-10
1951,1.439871133038625e-09,0.0,1.6919975341446657e-11,1.51980316228809e-10
1952,1.4211017124970177e-09,1.5683949179073106e-11,1.6919975341446657e-11,2.3040006311544507e-10
1953,8.253699945726112e-10,1.5683949179073106e-11,1.6919975341446657e-11,2.452304321910935e-10
1954,8.398859504702269e-10,1.5683949179073106e-11,1.6919975341446657e-11,2.431894120604104e-10
1955,1.1297709870802412e-09,4.4672453236582754e-11,1.6919975341446657e-11,2.617549262657575e-10
1956,1.143238992560937e-09,4.4672453236582754e-11,1.6919975341446657e-11,4.871728605843855e-10
1957,6.107972431406467e-10,4.4672453236582754e-11,0.0,8.907958190529364e-10
1958,4.572080650585722e-10,5.657426114881657e-11,0.0,1.2789081995804148e-09
1959,6.266171549894142e-10,4.0890311969743465e-11,0.0,1.4376611785969574e-09
1960,6.901443226427415e-10,6.206603386000558e-11,0.0,1.596864208324484e-09
1961,1.3734736403758774e-09,6.206603386000558e-11,0.0,1.773692922693978e-09
1962,1.1447991404051854e-09,4.327928590904964e-11,0.0,2.1560081815102147e-09
1963,1.151138847933973e-09,4.327928590904964e-11,0.0,2.022526503418577e-09
1964,1.0326948988408675e-09,4.327928590904964e-11,0.0,1.6649367400629294e-09
1965,1.0384232541309807e-09,4.019255959798938e-11,0.0,1.4101316424066012e-09
1966,1.0536686622415153e-09,4.019255959798938e-11,8.793071429710357e-12,1.3751995534391374e-09
1967,1.0343648893756147e-09,1.9016837707727265e-11,8.793071429710357e-12,1.2199967663090965e-09
1968,4.516546521702937e-10,1.9016837707727265e-11,1.7649612921959753e-11,1.1172175129470219e-09
1969,6.507737939801369e-10,8.81508160117355e-12,1.7649612921959753e-11,6.658905113817884e-10
1970,7.098916613276377e-10,8.81508160117355e-12,1.7649612921959753e-11,5.832566195891025e-10
1971,7.27751053863912e-10,8.81508160117355e-12,6.240411461387398e-11,5.561070512813007e-10
1972,9.448979138808917e-10,8.695445157564612e-12,7.10995597714386e-11,4.5842334095436144e-10
1973,8.09767998686896e-10,1.6949541968371206e-11,1.118310711891089e-10,2.8094499544233694e-10
1974,7.981346159377115e-10,2.5097044977931813e-11,1.1997857419866952e-10,3.1889380620280557e-10
1975,1.0154890757650493e-09,2.5097044977931813e-11,1.1112203270642012e-10,2.627663899959895e-10
1976,1.0364344957666409e-09,2.5097044977931813e-11,1.5130418792863587e-10,2.8499477381213213e-10
1977,1.8484404978869051e-09,2.5097044977931813e-11,1.5130418792863587e-10,2.988183034347003e-10
1978,2.2214243083906737e-09,2.5097044977931813e-11,1.1470961482272303e-10,3.0381434273125356e-10
1979,2.271116812470529e-09,1.64015998203672e-11,1.0601416966515842e-10,4.2232339450950663e-10
1980,2.3626551211495895e-09,1.5984330426726298e-11,5.6489586817777744e-11,4.289084127544791e-10
1981,3.03200659817244e-09,7.836827417165689e-12,5.5971882386865854e-11,3.632106847427176e-10
1982,3.344317188260147e-09,1.5248322445974136e-11,5.5971882386865854e-11,3.6041866415973244e-10
1983,7.65999830232289e-09,1.5248322445974136e-11,1.5789727164650103e-11,3.7205404729290237e-10
1984,9.172710733830667e-09,1.5248322445974136e-11,1.5789727164650103e-11,3.6867495663482433e-10
1985,1.2035442087388049e-08,1.5248322445974136e-11,7.629798578648713e-12,3.8574791476144096e-10
1986,1.6538601393152012e-08,5.669965290928352e-11,2.1446908733085176e-11,2.9106029986974187e-10
1987,2.3145193380916647e-08,1.3579990207742857e-10,2.1446908733085176e-11,2.7308792528911244e-10
1988,2.9880654458683664e-08,1.635255413222149e-10,1.3817110154436462e-11,3.4863504444482274e-10
1989,4.328490328069685e-08,1.7607008113389762e-10,1.3817110154436462e-11,3.788571708336035e-10
1990,5.28483694901232e-08,2.0935739055070813e-10,1.3817110154436462e-11,3.8029933071718046e-10
1991,7.212331125978316e-08,2.9475787881911534e-10,1.3817110154436462e-11,4.1580831535873285e-10
1992,1.1287545526832738e-07,3.965554174716652e-10,4.5628841974628844e-11,3.9610979080118014e-10
1993,1.7653370980903154e-07,4.774899186361331e-10,7.045988792420133e-11,3.9097063979167043e-10
1994,2.4437695549701335e-07,4.685904025913956e-10,7.045988792420133e-11,4.036082242229812e-10
1995,3.0733212850821345e-07,4.983489474260797e-10,7.045988792420133e-11,3.906897484100875e-10
1996,3.6822692907532784e-07,5.540173875218102e-10,7.045988792420133e-11,3.6863387937418375e-10
1997,4.6422159779727477e-07,5.725027991359305e-10,7.045988792420133e-11,3.556418512859086e-10
1998,5.679556644671331e-07,5.564357625458577e-10,7.045988792420133e-11,3.469355616284428e-10
1999,6.262992623565619e-07,5.902193257943469e-10,6.576437807024961e-11,3.521474401762299e-10
2000,6.612450290179237e-07,6.13221513250701e-10,2.711622196624067e-11,3.0206220064903684e-10
2001,7.023377617900093e-07,5.757497930794894e-10,4.23284126003866e-11,2.9126187176383867e-10
2002,7.60253621072999e-07,5.451083790702122e-10,4.23284126003866e-11,2.3174053747394245e-10
2003,8.1151907644588e-07,5.004327270035397e-10,4.23284126003866e-11,2.351933984869246e-10
2004,8.339821663737114e-07,4.839858276055914e-10,4.23284126003866e-11,5.078115725539892e-10
2005,8.271400296117852e-07,4.3949534289655645e-10,4.23284126003866e-11,4.641302857916989e-10
2006,8.365343871576312e-07,3.708196824999835e-10,2.0358762790685857e-11,4.361840491970018e-10
2007,8.354730312021275e-07,2.361659855771541e-10,2.0358762790685857e-11,4.154143319017629e-10
2008,8.02340821337566e-07,7.88201034202756e-10,5.146572156539924e-12,4.0020214126761696e-10
2009,7.581261099533419e-07,8.484805259183809e-10,2.1741288828782045e-11,4.268031463964103e-10
2010,6.982502043229033e-07,1.0877288375565897e-09,2.583518493383595e-11,9.382140481184464e-10
2011,6.377748726598449e-07,1.6605570509912022e-09,3.5119979097505574e-11,1.892702599807069e-09
2012,5.902191243681695e-07,1.886687389651698e-09,1.152178439461915e-10,4.158287159050644e-09
2013,5.609845784095211e-07,2.2585658145311628e-09,1.207733171903242e-10,6.320713710364753e-09
2014,5.090634504410576e-07,2.9076917223187185e-09,1.5194781668012184e-10,8.378230787713698e-09
2015,4.867490344752566e-07,3.0210781019692133e-09,1.8996251521201975e-10,9.828219995780937e-09
2016,4.485738226581556e-07,3.1342273855626347e-09,2.2969417067768878e-10,1.1455639103985504e-08
2017,4.45947160680286e-07,3.3413686262306896e-09,2.6320032033474067e-10,1.2720123621079438e-08
2018,4.341366036442196e-07,3.158226702382194e-09,3.0284167257255136e-10,1.3489824191026401e-08
2019,4.183949116054464e-07,3.5085800931256017e-09,2.383808272304888e-10,1.2862727105655836e-08
