ngram,Femsa,Fmsa,Femsa,Fmsa
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,0.0,0.0,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,0.0,0.0,0.0,0.0
1795,0.0,0.0,0.0,0.0
1796,0.0,0.0,0.0,0.0
1797,0.0,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,0.0,2.343839408272938e-10,0.0,2.343839408272938e-10
1812,0.0,2.343839408272938e-10,0.0,2.343839408272938e-10
1813,0.0,4.283633447954571e-10,0.0,4.283633447954571e-10
1814,0.0,6.373214813036401e-10,0.0,6.373214813036401e-10
1815,0.0,6.373214813036401e-10,0.0,6.373214813036401e-10
1816,0.0,6.373214813036401e-10,0.0,6.373214813036401e-10
1817,0.0,6.373214813036401e-10,0.0,6.373214813036401e-10
1818,0.0,4.0293754047634623e-10,0.0,4.0293754047634623e-10
1819,0.0,4.0293754047634623e-10,0.0,4.0293754047634623e-10
1820,0.0,2.0895813650818289e-10,0.0,2.0895813650818289e-10
1821,0.0,0.0,0.0,0.0
1822,0.0,0.0,0.0,0.0
1823,0.0,0.0,0.0,0.0
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,1.103293091807091e-10,0.0,1.103293091807091e-10
1829,0.0,1.103293091807091e-10,0.0,1.103293091807091e-10
1830,0.0,1.103293091807091e-10,0.0,1.103293091807091e-10
1831,0.0,2.032239693987898e-10,0.0,2.032239693987898e-10
1832,0.0,2.032239693987898e-10,0.0,2.032239693987898e-10
1833,0.0,2.032239693987898e-10,0.0,2.032239693987898e-10
1834,0.0,2.032239693987898e-10,0.0,2.032239693987898e-10
1835,0.0,9.289466021808072e-11,0.0,9.289466021808072e-11
1836,0.0,9.289466021808072e-11,0.0,9.289466021808072e-11
1837,0.0,9.289466021808072e-11,0.0,9.289466021808072e-11
1838,0.0,0.0,0.0,0.0
1839,0.0,0.0,0.0,0.0
1840,0.0,0.0,0.0,0.0
1841,0.0,0.0,0.0,0.0
1842,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0
1844,0.0,0.0,0.0,0.0
1845,0.0,0.0,0.0,0.0
1846,0.0,0.0,0.0,0.0
1847,0.0,0.0,0.0,0.0
1848,0.0,5.4687675023399966e-11,0.0,5.4687675023399966e-11
1849,0.0,5.4687675023399966e-11,0.0,5.4687675023399966e-11
1850,0.0,5.4687675023399966e-11,0.0,5.4687675023399966e-11
1851,0.0,1.4754486521439958e-10,0.0,1.4754486521439958e-10
1852,0.0,1.9810643601760247e-10,0.0,1.9810643601760247e-10
1853,0.0,2.4636577698546244e-10,0.0,2.4636577698546244e-10
1854,0.0,2.9686763761535163e-10,0.0,2.9686763761535163e-10
1855,0.0,2.421799625919517e-10,0.0,2.421799625919517e-10
1856,0.0,2.421799625919517e-10,0.0,2.421799625919517e-10
1857,0.0,2.421799625919517e-10,0.0,2.421799625919517e-10
1858,0.0,2.0692628563015854e-10,0.0,2.0692628563015854e-10
1859,0.0,1.5636471482695568e-10,0.0,1.5636471482695568e-10
1860,0.0,1.6910058274279193e-10,0.0,1.6910058274279193e-10
1861,0.0,3.4454544376291297e-10,0.0,3.4454544376291297e-10
1862,0.0,3.4454544376291297e-10,0.0,3.4454544376291297e-10
1863,0.0,3.4454544376291297e-10,0.0,3.4454544376291297e-10
1864,0.0,3.9164056521632876e-10,0.0,3.9164056521632876e-10
1865,0.0,3.340370519871223e-10,0.0,3.340370519871223e-10
1866,0.0,3.340370519871223e-10,0.0,3.340370519871223e-10
1867,0.0,3.5946675794714823e-10,0.0,3.5946675794714823e-10
1868,0.0,1.7833173430023156e-10,0.0,1.7833173430023156e-10
1869,0.0,2.17917620456579e-10,0.0,2.17917620456579e-10
1870,0.0,2.17917620456579e-10,0.0,2.17917620456579e-10
1871,0.0,2.11398561354516e-10,0.0,2.11398561354516e-10
1872,0.0,2.933019819081498e-10,0.0,2.933019819081498e-10
1873,0.0,2.933019819081498e-10,0.0,2.933019819081498e-10
1874,3.974071468729587e-11,2.0687706706442758e-10,3.974071468729587e-11,2.0687706706442758e-10
1875,3.974071468729587e-11,1.62065369061334e-10,3.974071468729587e-11,1.62065369061334e-10
1876,3.974071468729587e-11,1.6081146731699343e-10,3.974071468729587e-11,1.6081146731699343e-10
1877,3.974071468729587e-11,1.6081146731699343e-10,3.974071468729587e-11,1.6081146731699343e-10
1878,3.974071468729587e-11,1.2023540496564067e-10,3.974071468729587e-11,1.2023540496564067e-10
1879,3.974071468729587e-11,7.324579831546885e-11,3.974071468729587e-11,7.324579831546885e-11
1880,3.974071468729587e-11,7.324579831546885e-11,3.974071468729587e-11,7.324579831546885e-11
1881,0.0,7.324579831546885e-11,0.0,7.324579831546885e-11
1882,0.0,1.3806495629304598e-10,0.0,1.3806495629304598e-10
1883,0.0,1.3185559985132552e-10,0.0,1.3185559985132552e-10
1884,0.0,1.3185559985132552e-10,0.0,1.3185559985132552e-10
1885,0.0,1.8990215550867314e-10,0.0,1.8990215550867314e-10
1886,0.0,2.1016557343640178e-10,0.0,2.1016557343640178e-10
1887,0.0,2.3779954196255307e-10,0.0,2.3779954196255307e-10
1888,0.0,2.9180522680733693e-10,0.0,2.9180522680733693e-10
1889,0.0,2.269860688297598e-10,0.0,2.269860688297598e-10
1890,0.0,1.9486344085947342e-10,0.0,1.9486344085947342e-10
1891,0.0,1.9486344085947342e-10,0.0,1.9486344085947342e-10
1892,0.0,1.8176004947166391e-10,0.0,1.8176004947166391e-10
1893,0.0,1.2658281764047326e-10,0.0,1.2658281764047326e-10
1894,0.0,1.2104062196982568e-10,0.0,1.2104062196982568e-10
1895,0.0,8.820614476918414e-11,0.0,8.820614476918414e-11
1896,0.0,1.0758657060477056e-10,0.0,1.0758657060477056e-10
1897,0.0,1.26163325818242e-10,0.0,1.26163325818242e-10
1898,0.0,1.4420149399959773e-10,0.0,1.4420149399959773e-10
1899,0.0,1.1747223630350793e-10,0.0,1.1747223630350793e-10
1900,0.0,1.1747223630350793e-10,0.0,1.1747223630350793e-10
1901,0.0,9.538046344800425e-11,0.0,9.538046344800425e-11
1902,0.0,9.142754608948422e-11,0.0,9.142754608948422e-11
1903,0.0,1.1986455280713467e-10,0.0,1.1986455280713467e-10
1904,0.0,1.1714153754148271e-10,0.0,1.1714153754148271e-10
1905,0.0,1.2959709396901228e-10,0.0,1.2959709396901228e-10
1906,0.0,1.2689817351680636e-10,0.0,1.2689817351680636e-10
1907,0.0,1.2689817351680636e-10,0.0,1.2689817351680636e-10
1908,0.0,1.817959899682745e-10,0.0,1.817959899682745e-10
1909,0.0,1.6457769968265216e-10,0.0,1.6457769968265216e-10
1910,0.0,1.7185582619681584e-10,0.0,1.7185582619681584e-10
1911,0.0,2.2589174380233905e-10,0.0,2.2589174380233905e-10
1912,0.0,2.386403416146773e-10,0.0,2.386403416146773e-10
1913,0.0,2.803170314916567e-10,0.0,2.803170314916567e-10
1914,0.0,3.241664991993076e-10,0.0,3.241664991993076e-10
1915,0.0,3.330235730038465e-10,0.0,3.330235730038465e-10
1916,0.0,3.480754355379899e-10,0.0,3.480754355379899e-10
1917,0.0,3.0694561079355355e-10,0.0,3.0694561079355355e-10
1918,0.0,2.6581643136625033e-10,0.0,2.6581643136625033e-10
1919,0.0,2.3677985564304494e-10,0.0,2.3677985564304494e-10
1920,0.0,2.0278983452788017e-10,0.0,2.0278983452788017e-10
1921,0.0,1.5894036682022923e-10,0.0,1.5894036682022923e-10
1922,0.0,9.518547656422222e-11,0.0,9.518547656422222e-11
1923,0.0,8.013361403007885e-11,0.0,8.013361403007885e-11
1924,0.0,6.616787970711461e-11,0.0,6.616787970711461e-11
1925,0.0,3.740740158107516e-11,0.0,3.740740158107516e-11
1926,0.0,2.3201654883056986e-11,0.0,2.3201654883056986e-11
1927,0.0,0.0,0.0,0.0
1928,0.0,0.0,0.0,0.0
1929,0.0,0.0,0.0,0.0
1930,0.0,0.0,0.0,0.0
1931,0.0,0.0,0.0,0.0
1932,0.0,0.0,0.0,0.0
1933,0.0,0.0,0.0,0.0
1934,0.0,0.0,0.0,0.0
1935,0.0,4.444466620131696e-11,0.0,4.444466620131696e-11
1936,2.093743234343748e-11,4.444466620131696e-11,2.093743234343748e-11,4.444466620131696e-11
1937,2.093743234343748e-11,4.444466620131696e-11,2.093743234343748e-11,4.444466620131696e-11
1938,2.093743234343748e-11,4.444466620131696e-11,2.093743234343748e-11,4.444466620131696e-11
1939,2.093743234343748e-11,4.444466620131696e-11,2.093743234343748e-11,4.444466620131696e-11
1940,2.093743234343748e-11,4.444466620131696e-11,2.093743234343748e-11,4.444466620131696e-11
1941,2.093743234343748e-11,4.444466620131696e-11,2.093743234343748e-11,4.444466620131696e-11
1942,2.093743234343748e-11,0.0,2.093743234343748e-11,0.0
1943,0.0,0.0,0.0,0.0
1944,0.0,3.794264505759973e-11,0.0,3.794264505759973e-11
1945,0.0,3.794264505759973e-11,0.0,3.794264505759973e-11
1946,1.6548104156807344e-11,5.449074921440708e-11,1.6548104156807344e-11,5.449074921440708e-11
1947,4.9662056213404886e-11,5.449074921440708e-11,4.9662056213404886e-11,5.449074921440708e-11
1948,4.9662056213404886e-11,7.159074920183782e-11,4.9662056213404886e-11,7.159074920183782e-11
1949,4.9662056213404886e-11,8.859691155319434e-11,4.9662056213404886e-11,8.859691155319434e-11
1950,4.9662056213404886e-11,8.859691155319434e-11,4.9662056213404886e-11,8.859691155319434e-11
1951,8.276025301575832e-11,5.0654266495594615e-11,8.276025301575832e-11,5.0654266495594615e-11
1952,8.276025301575832e-11,5.0654266495594615e-11,8.276025301575832e-11,5.0654266495594615e-11
1953,6.621214885895097e-11,3.410616233878727e-11,6.621214885895097e-11,3.410616233878727e-11
1954,3.309819680235344e-11,3.410616233878727e-11,3.309819680235344e-11,3.410616233878727e-11
1955,3.309819680235344e-11,1.7006162351356532e-11,3.309819680235344e-11,1.7006162351356532e-11
1956,3.309819680235344e-11,0.0,3.309819680235344e-11,0.0
1957,3.309819680235344e-11,0.0,3.309819680235344e-11,0.0
1958,0.0,0.0,0.0,0.0
1959,0.0,0.0,0.0,0.0
1960,2.1175721890262114e-11,0.0,2.1175721890262114e-11,0.0
1961,8.870913725811391e-11,1.1255568897551781e-11,8.870913725811391e-11,1.1255568897551781e-11
1962,2.2133197060839446e-10,1.1255568897551781e-11,2.2133197060839446e-10,1.1255568897551781e-11
1963,2.411396836178779e-10,1.1255568897551781e-11,2.411396836178779e-10,1.1255568897551781e-11
1964,2.8610623394241333e-10,1.1255568897551781e-11,2.8610623394241333e-10,1.1255568897551781e-11
1965,3.301816439308222e-10,1.1255568897551781e-11,3.301816439308222e-10,1.1255568897551781e-11
1966,4.1811235426284353e-10,2.0048640327262136e-11,4.1811235426284353e-10,2.0048640327262136e-11
1967,4.3231534820252296e-10,4.6582677199718297e-11,4.3231534820252296e-10,4.6582677199718297e-11
1968,4.179211798056264e-10,5.304019128666531e-11,4.179211798056264e-10,5.304019128666531e-11
1969,3.8404408819747715e-10,5.304019128666531e-11,3.8404408819747715e-10,5.304019128666531e-11
1970,3.642363751879937e-10,5.304019128666531e-11,3.642363751879937e-10,5.304019128666531e-11
1971,3.2822072540009527e-10,7.094199235993922e-11,3.2822072540009527e-10,7.094199235993922e-11
1972,4.754451168082723e-10,7.963743751750383e-11,4.754451168082723e-10,7.963743751750383e-11
1973,6.59899600241598e-10,7.084436608779348e-11,6.59899600241598e-10,7.084436608779348e-11
1974,6.81553405974216e-10,4.4310329215337314e-11,6.81553405974216e-10,4.4310329215337314e-11
1975,7.33837662263743e-10,2.6597246230838525e-11,7.33837662263743e-10,2.6597246230838525e-11
1976,7.315290962269952e-10,2.6597246230838525e-11,7.315290962269952e-10,2.6597246230838525e-11
1977,7.957403833080967e-10,2.6597246230838525e-11,7.957403833080967e-10,2.6597246230838525e-11
1978,9.091884150309276e-10,8.695445157564612e-12,9.091884150309276e-10,8.695445157564612e-12
1979,8.885703363579824e-10,8.127700893264693e-12,8.885703363579824e-10,8.127700893264693e-12
1980,1.1961103932708487e-09,1.596452831043038e-11,1.1961103932708487e-09,1.596452831043038e-11
1981,3.160974553535161e-09,1.596452831043038e-11,3.160974553535161e-09,1.596452831043038e-11
1982,3.1000200184649884e-09,2.3376023339238827e-11,3.1000200184649884e-09,2.3376023339238827e-11
1983,3.0331928655266285e-09,2.3376023339238827e-11,3.0331928655266285e-09,2.3376023339238827e-11
1984,3.0571887025900223e-09,2.3376023339238827e-11,3.0571887025900223e-09,2.3376023339238827e-11
1985,3.383302425917302e-09,2.3376023339238827e-11,3.383302425917302e-09,2.3376023339238827e-11
1986,3.5856826654681993e-09,1.5248322445974136e-11,3.5856826654681993e-09,1.5248322445974136e-11
1987,3.4738801299846347e-09,7.411495028808446e-12,3.4738801299846347e-09,7.411495028808446e-12
1988,2.4362436135921025e-09,7.411495028808446e-12,2.4362436135921025e-09,7.411495028808446e-12
1989,4.413986249919764e-09,6.652011778708809e-12,4.413986249919764e-09,6.652011778708809e-12
1990,7.63987520865531e-09,1.3309474058579137e-11,7.63987520865531e-09,1.3309474058579137e-11
1991,1.0304191626937204e-08,3.3017278891093025e-11,1.0304191626937204e-08,3.3017278891093025e-11
1992,1.3176823727383585e-08,3.937962505687739e-11,1.3176823727383585e-08,3.937962505687739e-11
1993,1.4716845551733724e-08,4.5820984407545544e-11,1.4716845551733724e-08,4.5820984407545544e-11
1994,1.6479296403661336e-08,5.2324114287381567e-11,1.6479296403661336e-08,5.2324114287381567e-11
1995,1.8580020696593432e-08,7.787263988407694e-11,1.8580020696593432e-08,7.787263988407694e-11
1996,1.873201251255198e-08,7.122062810536813e-11,1.873201251255198e-08,7.122062810536813e-11
1997,1.6673038568829464e-08,8.182073818078069e-11,1.6673038568829464e-08,8.182073818078069e-11
1998,1.508185030831198e-08,6.789072082291625e-11,1.508185030831198e-08,6.789072082291625e-11
1999,1.2942972788770085e-08,6.152837465713188e-11,1.2942972788770085e-08,6.152837465713188e-11
2000,1.2120299176997053e-08,6.027944463027346e-11,1.2120299176997053e-08,6.027944463027346e-11
2001,1.1025569156077251e-08,6.391777484277788e-11,1.1025569156077251e-08,6.391777484277788e-11
2002,9.13240365869277e-09,3.836924924608251e-11,9.13240365869277e-09,3.836924924608251e-11
2003,8.28384154922495e-09,4.8685523866355747e-11,8.28384154922495e-09,4.8685523866355747e-11
2004,8.202603168123396e-09,3.647449752944684e-11,8.202603168123396e-09,3.647449752944684e-11
2005,7.89586599278128e-09,6.547686500134122e-11,7.89586599278128e-09,6.547686500134122e-11
2006,7.521610572475928e-09,6.547686500134122e-11,7.521610572475928e-09,6.547686500134122e-11
2007,7.4938982638376e-09,8.175308000013537e-11,7.4938982638376e-09,8.175308000013537e-11
2008,6.553824657576765e-09,7.690269948623651e-11,6.553824657576765e-09,7.690269948623651e-11
2009,5.57358833689189e-09,7.690269948623651e-11,5.57358833689189e-09,7.690269948623651e-11
2010,4.554989227071157e-09,6.658642486596328e-11,4.554989227071157e-09,6.658642486596328e-11
2011,3.606828867321253e-09,6.61822759294241e-11,3.606828867321253e-09,6.61822759294241e-11
2012,2.9231062015355747e-09,3.674197850728993e-11,2.9231062015355747e-09,3.674197850728993e-11
2013,2.5057190290920873e-09,3.674197850728993e-11,2.5057190290920873e-09,3.674197850728993e-11
2014,1.5521319150581446e-09,2.5664834345042108e-11,1.5521319150581446e-09,2.5664834345042108e-11
2015,1.74193964015095e-09,2.0373754766600527e-11,1.74193964015095e-09,2.0373754766600527e-11
2016,2.0372943490950692e-09,2.0373754766600527e-11,2.0372943490950692e-09,2.0373754766600527e-11
2017,2.01862750589162e-09,2.3769380561033948e-11,2.01862750589162e-09,2.3769380561033948e-11
2018,2.1883761913699116e-09,2.2023900758672e-11,2.1883761913699116e-09,2.2023900758672e-11
2019,2.436438217845449e-09,1.8185125280623105e-11,2.436438217845449e-09,1.8185125280623105e-11
