ngram,Hanwha,Hanha,Hanha
1834,0.0,2.6084299799476543e-10,2.6084299799476543e-10
1835,0.0,2.6084299799476543e-10,2.6084299799476543e-10
1836,0.0,3.359041774889501e-10,3.359041774889501e-10
1837,0.0,3.180410458801321e-10,3.180410458801321e-10
1838,0.0,4.706925404995843e-10,4.706925404995843e-10
1839,0.0,1.152725446841783e-09,1.152725446841783e-09
1840,0.0,1.0702471845266563e-09,1.0702471845266563e-09
1841,0.0,9.871869908830077e-10,9.871869908830077e-10
1842,0.0,9.871869908830077e-10,9.871869908830077e-10
1843,0.0,9.121258113888229e-10,9.121258113888229e-10
1844,0.0,8.34684400961651e-10,8.34684400961651e-10
1845,0.0,7.487716716500107e-10,7.487716716500107e-10
1846,0.0,6.673876530781188e-11,6.673876530781188e-11
1847,0.0,6.673876530781188e-11,6.673876530781188e-11
1848,0.0,6.673876530781188e-11,6.673876530781188e-11
1849,0.0,1.204783019380175e-10,1.204783019380175e-10
1850,0.0,1.6794821089405332e-10,1.6794821089405332e-10
1851,0.0,2.1437680598955311e-10,2.1437680598955311e-10
1852,0.0,1.4763804068174124e-10,1.4763804068174124e-10
1853,0.0,1.4763804068174124e-10,1.4763804068174124e-10
1854,0.0,2.4864176194151963e-10,2.4864176194151963e-10
1855,0.0,3.011435109215707e-10,3.011435109215707e-10
1856,0.0,2.4740397429136504e-10,2.4740397429136504e-10
1857,0.0,2.4806829209847846e-10,2.4806829209847846e-10
1858,0.0,2.0163969700297864e-10,2.0163969700297864e-10
1859,0.0,2.6256908552164353e-10,2.6256908552164353e-10
1860,0.0,2.6256908552164353e-10,2.6256908552164353e-10
1861,0.0,1.6156536426186515e-10,1.6156536426186515e-10
1862,0.0,2.2050015781514632e-10,2.2050015781514632e-10
1863,0.0,2.6823803892358656e-10,2.6823803892358656e-10
1864,0.0,3.142940550672689e-10,3.142940550672689e-10
1865,0.0,5.354268179618466e-10,5.354268179618466e-10
1866,0.0,5.187370493470971e-10,5.187370493470971e-10
1867,0.0,5.187370493470971e-10,5.187370493470971e-10
1868,0.0,5.187370493470971e-10,5.187370493470971e-10
1869,0.0,4.073005068137649e-10,4.073005068137649e-10
1870,0.0,4.017990860662378e-10,4.017990860662378e-10
1871,0.0,3.48184905510759e-10,3.48184905510759e-10
1872,0.0,2.089555631698151e-10,2.089555631698151e-10
1873,0.0,1.647159432658997e-10,1.647159432658997e-10
1874,0.0,2.0445665795319557e-10,2.0445665795319557e-10
1875,0.0,2.846867186434565e-10,2.846867186434565e-10
1876,0.0,3.2301870305546336e-10,3.2301870305546336e-10
1877,0.0,2.8078224269455024e-10,2.8078224269455024e-10
1878,0.0,3.2156056626954565e-09,3.2156056626954565e-09
1879,0.0,3.1337022421418226e-09,3.1337022421418226e-09
1880,0.0,3.166588925597656e-09,3.166588925597656e-09
1881,0.0,3.12684821091036e-09,3.12684821091036e-09
1882,0.0,3.1114373081976764e-09,3.1114373081976764e-09
1883,0.0,3.1052279517559558e-09,3.1052279517559558e-09
1884,0.0,3.135738859048688e-09,3.135738859048688e-09
1885,0.0,2.1838593235377702e-10,2.1838593235377702e-10
1886,0.0,2.4597454826937234e-10,2.4597454826937234e-10
1887,0.0,2.683558018658415e-10,2.683558018658415e-10
1888,0.0,3.7636717155540925e-10,3.7636717155540925e-10
1889,0.0,3.900607019919582e-10,3.900607019919582e-10
1890,0.0,3.5793807402167184e-10,3.5793807402167184e-10
1891,0.0,3.7863727034689477e-10,3.7863727034689477e-10
1892,0.0,4.104770432286234e-10,4.104770432286234e-10
1893,0.0,5.443201365830572e-10,5.443201365830572e-10
1894,0.0,9.750712023518356e-10,9.750712023518356e-10
1895,0.0,9.305734555946949e-10,9.305734555946949e-10
1896,0.0,9.10202044687328e-10,9.10202044687328e-10
1897,0.0,9.659323103277423e-10,9.659323103277423e-10
1898,0.0,9.688367132363952e-10,9.688367132363952e-10
1899,0.0,9.153781978442157e-10,9.153781978442157e-10
1900,0.0,8.081583021838209e-10,8.081583021838209e-10
1901,0.0,5.963262899350801e-10,5.963262899350801e-10
1902,0.0,6.87777279573254e-10,6.87777279573254e-10
1903,0.0,7.093317282753325e-10,7.093317282753325e-10
1904,0.0,7.011626834696472e-10,7.011626834696472e-10
1905,0.0,6.927887628650962e-10,6.927887628650962e-10
1906,0.0,7.804808386881388e-10,7.804808386881388e-10
1907,0.0,7.84869720803018e-10,7.84869720803018e-10
1908,0.0,6.753761795850823e-10,6.753761795850823e-10
1909,0.0,6.444406476711708e-10,6.444406476711708e-10
1910,0.0,7.024838211133755e-10,7.024838211133755e-10
1911,0.0,6.82878464093e-10,6.82878464093e-10
1912,0.0,1.5452266569468014e-09,1.5452266569468014e-09
1913,0.0,1.4782984439750839e-09,1.4782984439750839e-09
1914,0.0,3.1444435547430973e-09,3.1444435547430973e-09
1915,0.0,3.059443722173784e-09,3.059443722173784e-09
1916,0.0,3.025725812756873e-09,3.025725812756873e-09
1917,0.0,2.9159183817517587e-09,2.9159183817517587e-09
1918,0.0,2.959863717217586e-09,2.959863717217586e-09
1919,0.0,3.813287525030898e-09,3.813287525030898e-09
1920,0.0,3.825700813681847e-09,3.825700813681847e-09
1921,0.0,2.3258478734236985e-09,2.3258478734236985e-09
1922,0.0,2.5359697932872803e-09,2.5359697932872803e-09
1923,0.0,2.543872400427384e-09,2.543872400427384e-09
1924,0.0,2.5403624620556897e-09,2.5403624620556897e-09
1925,0.0,2.491466437921324e-09,2.491466437921324e-09
1926,0.0,7.528768144629946e-10,7.528768144629946e-10
1927,0.0,7.287486070944077e-10,7.287486070944077e-10
1928,0.0,6.63522147939918e-10,6.63522147939918e-10
1929,0.0,4.748498003534099e-10,4.748498003534099e-10
1930,0.0,4.855455938106751e-10,4.855455938106751e-10
1931,0.0,5.398230949550862e-10,5.398230949550862e-10
1932,0.0,6.350341502647794e-10,6.350341502647794e-10
1933,0.0,7.279469804721828e-10,7.279469804721828e-10
1934,0.0,6.824702231915986e-10,6.824702231915986e-10
1935,0.0,6.116931485143442e-10,6.116931485143442e-10
1936,0.0,6.36174549547722e-10,6.36174549547722e-10
1937,0.0,6.170346456002562e-10,6.170346456002562e-10
1938,0.0,3.1921102110794256e-09,3.1921102110794256e-09
1939,0.0,5.239674170733264e-09,5.239674170733264e-09
1940,0.0,7.342058905290827e-09,7.342058905290827e-09
1941,0.0,7.36963747567059e-09,7.36963747567059e-09
1942,0.0,7.928357347625997e-09,7.928357347625997e-09
1943,0.0,8.038719337014451e-09,8.038719337014451e-09
1944,0.0,8.612945955650225e-09,8.612945955650225e-09
1945,0.0,6.109326723085269e-09,6.109326723085269e-09
1946,0.0,4.0097389496031505e-09,4.0097389496031505e-09
1947,0.0,2.0067591041276043e-09,2.0067591041276043e-09
1948,0.0,2.1843805335970093e-09,2.1843805335970093e-09
1949,0.0,1.638808303347109e-09,1.638808303347109e-09
1950,0.0,1.9442609347894037e-09,1.9442609347894037e-09
1951,0.0,1.2802646482639496e-09,1.2802646482639496e-09
1952,0.0,1.1771611304770398e-09,1.1771611304770398e-09
1953,0.0,1.2364826067796336e-09,1.2364826067796336e-09
1954,0.0,1.1083376597450671e-09,1.1083376597450671e-09
1955,0.0,9.466204169734332e-10,9.466204169734332e-10
1956,0.0,1.0466035260670026e-09,1.0466035260670026e-09
1957,0.0,7.218076533302817e-10,7.218076533302817e-10
1958,0.0,7.575130760757126e-10,7.575130760757126e-10
1959,0.0,9.476339554329423e-10,9.476339554329423e-10
1960,6.352716765332746e-11,1.0338772774406583e-09,1.0338772774406583e-09
1961,6.352716765332746e-11,1.0818483727906676e-09,1.0818483727906676e-09
1962,6.352716765332746e-11,1.0893743962459013e-09,1.0893743962459013e-09
1963,6.352716765332746e-11,1.6499512827434464e-09,1.6499512827434464e-09
1964,6.352716765332746e-11,1.505254425073131e-09,1.505254425073131e-09
1965,6.352716765332746e-11,1.5488847387208032e-09,1.5488847387208032e-09
1966,6.352716765332746e-11,1.4611942330703238e-09,1.4611942330703238e-09
1967,0.0,1.3113497708351828e-09,1.3113497708351828e-09
1968,0.0,1.2205656485519967e-09,1.2205656485519967e-09
1969,0.0,1.2413719536435203e-09,1.2413719536435203e-09
1970,8.769508928553803e-12,6.103176178725736e-10,6.103176178725736e-10
1971,8.769508928553803e-12,6.099783416464127e-10,6.099783416464127e-10
1972,8.769508928553803e-12,6.784651689668258e-10,6.784651689668258e-10
1973,8.769508928553803e-12,6.362862102284237e-10,6.362862102284237e-10
1974,8.769508928553803e-12,6.721434956232944e-10,6.721434956232944e-10
1975,8.769508928553803e-12,6.521892867031706e-10,6.521892867031706e-10
1976,1.6805940072124007e-11,6.36629217596964e-10,6.36629217596964e-10
1977,1.606284202870789e-11,5.452186400768864e-10,5.452186400768864e-10
1978,1.606284202870789e-11,5.144110772268919e-10,5.144110772268919e-10
1979,2.4190542921972582e-11,4.0722701797969915e-10,4.0722701797969915e-10
1980,2.4190542921972582e-11,3.626183758027273e-10,3.626183758027273e-10
1981,3.945014007927001e-11,2.877377344326756e-10,2.877377344326756e-10
1982,6.168462417442479e-11,3.3011268718574627e-10,3.3011268718574627e-10
1983,8.325821579787832e-11,3.2567520902304636e-10,3.2567520902304636e-10
1984,9.728358594886442e-11,3.149455260079545e-10,3.149455260079545e-10
1985,1.696243383848233e-10,3.320184841345711e-10,3.320184841345711e-10
1986,2.1676507810930445e-10,3.9500830780906226e-10,3.9500830780906226e-10
1987,4.842637679747241e-10,4.259382330966994e-10,4.259382330966994e-10
1988,5.244554493069994e-10,4.5850011485905537e-10,4.5850011485905537e-10
1989,5.288290123266798e-10,5.04880863307276e-10,5.04880863307276e-10
1990,8.986667342820403e-10,4.796931740713717e-10,4.796931740713717e-10
1991,1.7963125411738341e-09,5.094142171583168e-10,5.094142171583168e-10
1992,3.836270695952873e-09,5.915132391834785e-10,5.915132391834785e-10
1993,6.96303365561273e-09,5.200917077960046e-10,5.200917077960046e-10
1994,1.0720972472883744e-08,4.784922022097301e-10,4.784922022097301e-10
1995,1.386547400505922e-08,6.338162574147179e-10,6.338162574147179e-10
1996,1.7846962923379854e-08,5.900544854307656e-10,5.900544854307656e-10
1997,1.9794545177579233e-08,6.267024042573764e-10,6.267024042573764e-10
1998,2.0538850366490025e-08,6.195790745535033e-10,6.195790745535033e-10
1999,1.978778575915742e-08,5.826490916722398e-10,5.826490916722398e-10
2000,1.8329640916192602e-08,6.387135899542175e-10,6.387135899542175e-10
2001,1.7458197554276467e-08,6.373958503859609e-10,6.373958503859609e-10
2002,1.541248386059481e-08,4.910431624808151e-10,4.910431624808151e-10
2003,1.299309320452429e-08,4.784602436469498e-10,4.784602436469498e-10
2004,1.2790845335278585e-08,1.0460007304757823e-09,1.0460007304757823e-09
2005,1.2731698235362338e-08,1.292116239401001e-09,1.292116239401001e-09
2006,1.2111570349812188e-08,1.477282629558374e-09,1.477282629558374e-09
2007,1.077948654147422e-08,1.4051128177650085e-09,1.4051128177650085e-09
2008,8.022323377027923e-09,1.4126073941530696e-09,1.4126073941530696e-09
2009,7.59410312412001e-09,1.3855228611240174e-09,1.3855228611240174e-09
2010,6.705453018237709e-09,1.4065673764607212e-09,1.4065673764607212e-09
2011,5.252388048303049e-09,7.896763124356657e-10,7.896763124356657e-10
2012,4.325694278963153e-09,4.969005742586471e-10,4.969005742586471e-10
2013,4.563825000453952e-09,2.3544765938497495e-10,2.3544765938497495e-10
2014,5.486546994504238e-09,4.791336851082763e-10,4.791336851082763e-10
2015,5.8500100002285245e-09,4.752385231375302e-10,4.752385231375302e-10
2016,6.563442868566329e-09,5.130022398943826e-10,5.130022398943826e-10
2017,6.840617775930961e-09,5.077545837487799e-10,5.077545837487799e-10
2018,7.240337307479194e-09,5.898074334487191e-10,5.898074334487191e-10
2019,7.8636382960795e-09,7.27914541143182e-10,7.27914541143182e-10
