ngram,Corteva,Cortev
1693,0.0,0.0
1694,0.0,0.0
1695,0.0,0.0
1696,0.0,0.0
1697,0.0,0.0
1698,0.0,0.0
1699,0.0,0.0
1700,0.0,0.0
1701,0.0,0.0
1702,0.0,0.0
1703,0.0,0.0
1704,0.0,0.0
1705,0.0,0.0
1706,0.0,0.0
1707,0.0,0.0
1708,0.0,0.0
1709,0.0,0.0
1710,0.0,0.0
1711,0.0,0.0
1712,0.0,0.0
1713,0.0,0.0
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,0.0,0.0
1718,0.0,0.0
1719,0.0,0.0
1720,0.0,9.061128228690255e-09
1721,0.0,9.061128228690255e-09
1722,0.0,9.061128228690255e-09
1723,0.0,9.061128228690255e-09
1724,0.0,9.061128228690255e-09
1725,0.0,9.061128228690255e-09
1726,0.0,9.061128228690255e-09
1727,0.0,0.0
1728,0.0,0.0
1729,0.0,0.0
1730,0.0,0.0
1731,0.0,0.0
1732,0.0,0.0
1733,0.0,0.0
1734,0.0,0.0
1735,0.0,0.0
1736,0.0,0.0
1737,0.0,0.0
1738,0.0,0.0
1739,0.0,0.0
1740,0.0,0.0
1741,0.0,0.0
1742,0.0,0.0
1743,0.0,0.0
1744,0.0,0.0
1745,0.0,0.0
1746,0.0,0.0
1747,0.0,0.0
1748,0.0,0.0
1749,0.0,0.0
1750,0.0,0.0
1751,0.0,0.0
1752,0.0,3.898590149122226e-09
1753,0.0,3.898590149122226e-09
1754,0.0,3.898590149122226e-09
1755,0.0,3.898590149122226e-09
1756,0.0,3.898590149122226e-09
1757,0.0,3.898590149122226e-09
1758,0.0,3.898590149122226e-09
1759,0.0,0.0
1760,0.0,2.661366999794674e-09
1761,0.0,2.661366999794674e-09
1762,0.0,2.661366999794674e-09
1763,0.0,2.661366999794674e-09
1764,0.0,2.661366999794674e-09
1765,0.0,2.661366999794674e-09
1766,0.0,2.661366999794674e-09
1767,0.0,0.0
1768,0.0,0.0
1769,0.0,0.0
1770,0.0,0.0
1771,0.0,0.0
1772,0.0,0.0
1773,0.0,0.0
1774,0.0,0.0
1775,0.0,0.0
1776,0.0,0.0
1777,0.0,0.0
1778,0.0,0.0
1779,0.0,0.0
1780,0.0,0.0
1781,0.0,0.0
1782,0.0,0.0
1783,0.0,0.0
1784,0.0,0.0
1785,0.0,0.0
1786,0.0,0.0
1787,0.0,0.0
1788,0.0,0.0
1789,0.0,0.0
1790,0.0,0.0
1791,0.0,0.0
1792,0.0,0.0
1793,0.0,0.0
1794,0.0,0.0
1795,0.0,9.132721245919129e-10
1796,0.0,9.132721245919129e-10
1797,0.0,9.132721245919129e-10
1798,0.0,9.132721245919129e-10
1799,0.0,9.132721245919129e-10
1800,0.0,9.132721245919129e-10
1801,0.0,9.132721245919129e-10
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.35363189255671e-10
1809,0.0,2.35363189255671e-10
1810,0.0,2.35363189255671e-10
1811,0.0,2.35363189255671e-10
1812,0.0,2.35363189255671e-10
1813,0.0,2.35363189255671e-10
1814,0.0,2.35363189255671e-10
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,9.289466021808072e-11
1832,0.0,9.289466021808072e-11
1833,0.0,9.289466021808072e-11
1834,0.0,9.289466021808072e-11
1835,0.0,9.289466021808072e-11
1836,0.0,9.289466021808072e-11
1837,0.0,1.7033607064525265e-10
1838,0.0,7.744141042717193e-11
1839,0.0,7.744141042717193e-11
1840,0.0,7.744141042717193e-11
1841,0.0,7.744141042717193e-11
1842,0.0,7.744141042717193e-11
1843,0.0,7.744141042717193e-11
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,0.0
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,0.0
1855,0.0,0.0
1856,0.0,0.0
1857,0.0,0.0
1858,0.0,0.0
1859,0.0,0.0
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,0.0
1864,0.0,0.0
1865,0.0,4.422655099288266e-11
1866,0.0,4.422655099288266e-11
1867,0.0,4.422655099288266e-11
1868,0.0,4.422655099288266e-11
1869,0.0,4.422655099288266e-11
1870,0.0,4.422655099288266e-11
1871,0.0,4.422655099288266e-11
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,0.0
1877,0.0,1.0485501356072291e-10
1878,0.0,1.0485501356072291e-10
1879,0.0,1.0485501356072291e-10
1880,0.0,1.0485501356072291e-10
1881,0.0,1.0485501356072291e-10
1882,0.0,1.0485501356072291e-10
1883,0.0,1.0485501356072291e-10
1884,0.0,0.0
1885,0.0,0.0
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,0.0
1894,0.0,0.0
1895,0.0,0.0
1896,0.0,0.0
1897,0.0,1.857675521347143e-11
1898,0.0,1.857675521347143e-11
1899,0.0,1.857675521347143e-11
1900,0.0,1.857675521347143e-11
1901,0.0,1.857675521347143e-11
1902,0.0,1.857675521347143e-11
1903,0.0,1.857675521347143e-11
1904,0.0,0.0
1905,0.0,1.5246862304442642e-11
1906,0.0,1.5246862304442642e-11
1907,0.0,1.5246862304442642e-11
1908,0.0,1.5246862304442642e-11
1909,0.0,1.5246862304442642e-11
1910,0.0,1.5246862304442642e-11
1911,0.0,1.5246862304442642e-11
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,0.0,0.0
1921,0.0,0.0
1922,0.0,0.0
1923,0.0,0.0
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,0.0,0.0
1928,0.0,0.0
1929,0.0,5.057159453108235e-11
1930,0.0,5.057159453108235e-11
1931,0.0,5.057159453108235e-11
1932,0.0,7.421484062218399e-11
1933,0.0,7.421484062218399e-11
1934,0.0,7.421484062218399e-11
1935,0.0,7.421484062218399e-11
1936,0.0,4.458067843453912e-11
1937,0.0,4.458067843453912e-11
1938,0.0,4.458067843453912e-11
1939,0.0,2.093743234343748e-11
1940,0.0,2.093743234343748e-11
1941,0.0,2.093743234343748e-11
1942,0.0,2.093743234343748e-11
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,1.6548104156807344e-11,0.0
1947,1.6548104156807344e-11,0.0
1948,1.6548104156807344e-11,0.0
1949,1.6548104156807344e-11,0.0
1950,1.6548104156807344e-11,0.0
1951,1.6548104156807344e-11,0.0
1952,1.6548104156807344e-11,0.0
1953,0.0,0.0
1954,0.0,0.0
1955,0.0,0.0
1956,0.0,1.346800548069587e-11
1957,0.0,2.6211731198243017e-11
1958,0.0,3.811353911047683e-11
1959,0.0,4.9407478108776104e-11
1960,0.0,4.9407478108776104e-11
1961,0.0,4.9407478108776104e-11
1962,0.0,4.9407478108776104e-11
1963,0.0,4.5843329132821964e-11
1964,0.0,3.309960341527482e-11
1965,0.0,3.8827958705388104e-11
1966,0.0,3.632709113679919e-11
1967,0.0,4.517177009428457e-11
1968,0.0,5.4028311586533966e-11
1969,0.0,6.30051972895705e-11
1970,0.0,6.187084971338258e-11
1971,0.0,6.187084971338258e-11
1972,0.0,4.4240686511035474e-11
1973,0.0,6.020990650501545e-11
1974,0.0,5.1365227547530064e-11
1975,0.0,5.061818622983541e-11
1976,0.0,4.1641300526798883e-11
1977,0.0,3.287179159824508e-11
1978,0.0,4.919164877024786e-11
1979,0.0,4.919164877024786e-11
1980,0.0,3.226618476372321e-11
1981,0.0,3.226618476372321e-11
1982,0.0,3.897967464678536e-11
1983,0.0,3.897967464678536e-11
1984,0.0,6.103145568290915e-11
1985,0.0,4.4711598510906365e-11
1986,0.0,5.16201535881246e-11
1987,0.0,5.715826125899223e-11
1988,0.0,9.181530833243404e-11
1989,0.0,7.699231827481715e-11
1990,0.0,9.696470511442814e-11
1991,0.0,7.491292407830435e-11
1992,0.0,7.491292407830435e-11
1993,0.0,7.444572835175428e-11
1994,0.0,7.407705302339299e-11
1995,6.387131399173843e-12,3.942000594995118e-11
1996,6.387131399173843e-12,4.5722045197546126e-11
1997,6.387131399173843e-12,3.1502182806786294e-11
1998,6.387131399173843e-12,3.1502182806786294e-11
1999,1.1810375594167866e-11,3.692542700178032e-11
2000,1.1810375594167866e-11,4.086892629873162e-11
2001,1.1810375594167866e-11,2.7862666539059587e-11
2002,5.423244194994023e-12,2.7862666539059587e-11
2003,5.423244194994023e-12,2.1560627291464638e-11
2004,5.423244194994023e-12,1.5808102842613484e-11
2005,5.423244194994023e-12,3.0713883817209566e-11
2006,0.0,3.043721177875547e-11
2007,0.0,2.0052353131136005e-11
2008,0.0,2.0052353131136005e-11
2009,0.0,2.4201032299196535e-11
2010,0.0,2.4201032299196535e-11
2011,0.0,2.4201032299196535e-11
2012,0.0,9.295251324600455e-12
2013,0.0,4.14867916806053e-12
2014,0.0,4.14867916806053e-12
2015,2.0093484019513752e-10,4.14867916806053e-12
2016,9.582116211603875e-10,0.0
2017,1.117913558020452e-09,0.0
2018,1.3414962696245424e-09,0.0
2019,1.6768703370306781e-09,0.0
