ngram,ICBC,ICB,IBC,ICB
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,1.4694149643089207e-08,0.0
1698,0.0,0.0,1.4694149643089207e-08,0.0
1699,0.0,0.0,1.4694149643089207e-08,0.0
1700,0.0,0.0,1.4694149643089207e-08,0.0
1701,0.0,0.0,1.4694149643089207e-08,0.0
1702,0.0,0.0,1.4694149643089207e-08,0.0
1703,0.0,0.0,1.4694149643089207e-08,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,2.8714830640248172e-08,0.0
1715,0.0,0.0,2.8714830640248172e-08,0.0
1716,0.0,0.0,2.8714830640248172e-08,0.0
1717,0.0,0.0,2.8714830640248172e-08,0.0
1718,0.0,0.0,2.8714830640248172e-08,0.0
1719,0.0,0.0,2.8714830640248172e-08,0.0
1720,0.0,0.0,2.8714830640248172e-08,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,7.352953040091441e-09,0.0
1726,0.0,0.0,7.352953040091441e-09,0.0
1727,0.0,0.0,7.352953040091441e-09,0.0
1728,0.0,0.0,7.352953040091441e-09,0.0
1729,0.0,0.0,7.352953040091441e-09,0.0
1730,0.0,0.0,7.352953040091441e-09,0.0
1731,0.0,0.0,7.352953040091441e-09,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,1.9400778634397805e-08,6.466926042289092e-09,1.9400778634397805e-08
1736,0.0,1.9400778634397805e-08,6.466926042289092e-09,1.9400778634397805e-08
1737,0.0,1.9400778634397805e-08,6.466926042289092e-09,1.9400778634397805e-08
1738,0.0,1.9400778634397805e-08,6.466926042289092e-09,1.9400778634397805e-08
1739,0.0,1.9400778634397805e-08,6.466926042289092e-09,1.9400778634397805e-08
1740,0.0,1.9400778634397805e-08,6.466926042289092e-09,1.9400778634397805e-08
1741,0.0,1.9400778634397805e-08,6.466926042289092e-09,1.9400778634397805e-08
1742,0.0,6.377372281057043e-09,0.0,6.377372281057043e-09
1743,0.0,6.377372281057043e-09,0.0,6.377372281057043e-09
1744,0.0,6.377372281057043e-09,0.0,6.377372281057043e-09
1745,0.0,6.377372281057043e-09,0.0,6.377372281057043e-09
1746,0.0,6.377372281057043e-09,0.0,6.377372281057043e-09
1747,0.0,6.377372281057043e-09,0.0,6.377372281057043e-09
1748,0.0,6.377372281057043e-09,0.0,6.377372281057043e-09
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,6.597462893458734e-09,0.0
1751,0.0,0.0,6.597462893458734e-09,0.0
1752,0.0,0.0,6.597462893458734e-09,0.0
1753,0.0,0.0,6.597462893458734e-09,0.0
1754,0.0,0.0,6.597462893458734e-09,0.0
1755,0.0,0.0,6.597462893458734e-09,0.0
1756,0.0,0.0,6.597462893458734e-09,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,3.4010521383314493e-09,3.4010521383314493e-09,3.4010521383314493e-09
1767,0.0,6.345554431114968e-09,3.4010521383314493e-09,6.345554431114968e-09
1768,0.0,6.345554431114968e-09,3.4010521383314493e-09,6.345554431114968e-09
1769,0.0,6.345554431114968e-09,3.4010521383314493e-09,6.345554431114968e-09
1770,0.0,1.787724076710414e-08,1.4932738474320624e-08,1.787724076710414e-08
1771,0.0,1.787724076710414e-08,1.7565382291552722e-08,1.787724076710414e-08
1772,0.0,1.787724076710414e-08,1.7565382291552722e-08,1.787724076710414e-08
1773,0.0,1.4476188628772694e-08,1.4164330153221272e-08,1.4476188628772694e-08
1774,0.0,1.1531686335989174e-08,1.4164330153221272e-08,1.1531686335989174e-08
1775,0.0,1.1531686335989174e-08,1.4164330153221272e-08,1.1531686335989174e-08
1776,0.0,1.1531686335989174e-08,1.4164330153221272e-08,1.1531686335989174e-08
1777,0.0,0.0,2.6326438172320975e-09,0.0
1778,0.0,3.059257989791929e-08,0.0,3.059257989791929e-08
1779,0.0,3.571595133930064e-08,0.0,3.571595133930064e-08
1780,0.0,3.571595133930064e-08,0.0,3.571595133930064e-08
1781,0.0,3.571595133930064e-08,0.0,3.571595133930064e-08
1782,0.0,3.571595133930064e-08,2.1581334814462546e-09,3.571595133930064e-08
1783,0.0,3.571595133930064e-08,2.1581334814462546e-09,3.571595133930064e-08
1784,0.0,3.571595133930064e-08,2.1581334814462546e-09,3.571595133930064e-08
1785,0.0,5.123371441381355e-09,2.1581334814462546e-09,5.123371441381355e-09
1786,0.0,0.0,2.1581334814462546e-09,0.0
1787,0.0,0.0,2.1581334814462546e-09,0.0
1788,0.0,0.0,2.1581334814462546e-09,0.0
1789,0.0,0.0,1.163384817053676e-09,0.0
1790,0.0,0.0,1.163384817053676e-09,0.0
1791,0.0,0.0,1.163384817053676e-09,0.0
1792,0.0,0.0,1.163384817053676e-09,0.0
1793,0.0,0.0,1.163384817053676e-09,0.0
1794,0.0,0.0,2.1613703842555357e-09,0.0
1795,0.0,9.132721245919129e-10,2.1613703842555357e-09,9.132721245919129e-10
1796,0.0,9.132721245919129e-10,9.979855672018596e-10,9.132721245919129e-10
1797,0.0,9.132721245919129e-10,9.979855672018596e-10,9.132721245919129e-10
1798,0.0,9.132721245919129e-10,9.979855672018596e-10,9.132721245919129e-10
1799,0.0,9.132721245919129e-10,1.5987551600054368e-09,9.132721245919129e-10
1800,0.0,9.132721245919129e-10,1.5987551600054368e-09,9.132721245919129e-10
1801,0.0,1.3776125954275846e-09,6.00769592803577e-10,1.3776125954275846e-09
1802,0.0,4.643404708356716e-10,6.00769592803577e-10,4.643404708356716e-10
1803,0.0,3.272340144887055e-09,6.00769592803577e-10,3.272340144887055e-09
1804,0.0,3.882495245934235e-09,9.058471433271669e-10,3.882495245934235e-09
1805,0.0,4.142172747658078e-09,9.058471433271669e-10,4.142172747658078e-09
1806,0.0,4.400722849621072e-09,3.0507755052358986e-10,4.400722849621072e-09
1807,0.0,4.819165304909794e-09,7.235200058123123e-10,4.819165304909794e-09
1808,0.0,4.3548248340741225e-09,7.235200058123123e-10,4.3548248340741225e-09
1809,0.0,4.3548248340741225e-09,9.044448206247629e-10,4.3548248340741225e-09
1810,0.0,1.7647628120747478e-09,1.1223824726767718e-09,1.7647628120747478e-09
1811,0.0,1.1546077110275682e-09,1.5204567446350632e-09,1.1546077110275682e-09
1812,0.0,8.949302093037253e-10,1.9978732636514808e-09,8.949302093037253e-10
1813,0.0,6.363801073407314e-10,1.9978732636514808e-09,6.363801073407314e-10
1814,0.0,2.17937652052009e-10,2.41526335439549e-09,2.17937652052009e-10
1815,0.0,2.17937652052009e-10,2.41526335439549e-09,2.17937652052009e-10
1816,0.0,4.081103708943244e-10,2.4245112584253548e-09,4.081103708943244e-10
1817,0.0,1.901727188423154e-10,2.7206163195308316e-09,1.901727188423154e-10
1818,0.0,5.4824245143692e-10,2.1964993633462525e-09,5.4824245143692e-10
1819,0.0,1.1494322160743309e-09,2.3202726089672457e-09,1.1494322160743309e-09
1820,0.0,1.4442260879273964e-09,2.6150664808203115e-09,1.4442260879273964e-09
1821,0.0,1.4442260879273964e-09,1.7792339347875797e-09,1.4442260879273964e-09
1822,0.0,1.4442260879273964e-09,2.2783095410261467e-09,1.4442260879273964e-09
1823,0.0,1.254053369085081e-09,2.228599590584476e-09,1.254053369085081e-09
1824,0.0,1.5222934024450296e-09,2.116916927466913e-09,1.5222934024450296e-09
1825,0.0,1.4174572785360544e-09,2.824199683639149e-09,1.4174572785360544e-09
1826,0.0,1.0532639998268272e-09,2.3415081619658297e-09,1.0532639998268272e-09
1827,0.0,8.630407341162335e-10,2.0467142901127643e-09,8.630407341162335e-10
1828,0.0,8.630407341162335e-10,2.0467142901127643e-09,8.630407341162335e-10
1829,0.0,1.073863569495919e-09,2.320655762793373e-09,1.073863569495919e-09
1830,0.0,1.5503862638155397e-09,3.4191520250002684e-09,1.5503862638155397e-09
1831,0.0,1.282146230455591e-09,3.202581295396507e-09,1.282146230455591e-09
1832,0.0,1.3695104574194617e-09,3.423206654648173e-09,1.3695104574194617e-09
1833,0.0,1.132513971491278e-09,3.6346214609445885e-09,1.132513971491278e-09
1834,0.0,1.1110035589924549e-09,3.6346214609445885e-09,1.1110035589924549e-09
1835,0.0,1.4461371624006704e-09,3.6346214609445885e-09,1.4461371624006704e-09
1836,0.0,1.6106202086315795e-09,3.2369102636360073e-09,1.6106202086315795e-09
1837,0.0,1.36642173766331e-09,2.46259967973117e-09,1.36642173766331e-09
1838,0.0,1.5953989875226527e-09,3.0400678165319407e-09,1.5953989875226527e-09
1839,0.0,1.5579268985987937e-09,2.008906271492147e-09,1.5579268985987937e-09
1840,0.0,1.5579268985987937e-09,1.9813370864620238e-09,1.5579268985987937e-09
1841,0.0,1.474866704955145e-09,2.191269919484183e-09,1.474866704955145e-09
1842,0.0,1.3829948614889937e-09,2.434531679426247e-09,1.3829948614889937e-09
1843,0.0,1.073263509811438e-09,2.7805456270790785e-09,1.073263509811438e-09
1844,0.0,1.0412878495965776e-09,2.7165943066493573e-09,1.0412878495965776e-09
1845,0.0,1.0792656609684821e-09,2.1535531374056963e-09,1.0792656609684821e-09
1846,0.0,9.06580913514635e-10,2.20821269999608e-09,9.06580913514635e-10
1847,0.0,1.1490027738782415e-09,1.905868835765696e-09,1.1490027738782415e-09
1848,0.0,1.4224411569254057e-09,1.8053113527903365e-09,1.4224411569254057e-09
1849,0.0,1.555356137534452e-09,1.7770077393690948e-09,1.555356137534452e-09
1850,0.0,1.917010780275571e-09,1.482917082779827e-09,1.917010780275571e-09
1851,0.0,2.0416623709123324e-09,1.2679343368888446e-09,2.0416623709123324e-09
1852,0.0,1.8758304512874904e-09,1.1182796196987761e-09,1.8758304512874904e-09
1853,0.0,2.0349455136831854e-09,9.878386204269824e-10,2.0349455136831854e-09
1854,0.0,2.196538538358693e-09,1.1393442062817322e-09,2.196538538358693e-09
1855,0.0,2.2381106491918347e-09,1.2399758521551364e-09,2.2381106491918347e-09
1856,0.0,1.9116327132362443e-09,1.1244153148253539e-09,1.9116327132362443e-09
1857,0.0,1.5806719940883847e-09,8.897230492037928e-10,1.5806719940883847e-09
1858,0.0,2.407742152480249e-09,9.344227217386196e-10,2.407742152480249e-09
1859,0.0,2.550336564948503e-09,1.0666493164914114e-09,2.550336564948503e-09
1860,0.0,2.3827709210484063e-09,1.1276445253751076e-09,2.3827709210484063e-09
1861,0.0,2.4871361676519807e-09,1.0326256199328603e-09,2.4871361676519807e-09
1862,0.0,2.3392804875716725e-09,1.4355195920856545e-09,2.3392804875716725e-09
1863,0.0,2.5760089775569585e-09,1.5748113844717336e-09,2.5760089775569585e-09
1864,0.0,2.668121009844323e-09,1.4764647203259683e-09,2.668121009844323e-09
1865,0.0,1.9140896645453154e-09,1.6440896342752508e-09,1.9140896645453154e-09
1866,0.0,1.935809829894148e-09,2.3460938985182214e-09,1.935809829894148e-09
1867,0.0,2.073094156657922e-09,2.674010798501111e-09,2.073094156657922e-09
1868,0.0,1.8335842209639607e-09,2.841582604138994e-09,1.8335842209639607e-09
1869,0.0,2.062288276657601e-09,2.6641263956810643e-09,2.062288276657601e-09
1870,0.0,2.0715161966730224e-09,2.5943828355475975e-09,2.0715161966730224e-09
1871,0.0,2.0048638939483355e-09,2.7436489588187183e-09,2.0048638939483355e-09
1872,0.0,1.770631768189495e-09,2.4684651227830604e-09,1.770631768189495e-09
1873,0.0,1.7782553049120305e-09,1.700698954681152e-09,1.7782553049120305e-09
1874,0.0,1.6382027004776693e-09,1.47074970456375e-09,1.6382027004776693e-09
1875,0.0,1.4495625652192042e-09,1.607726483689374e-09,1.4495625652192042e-09
1876,0.0,1.245363621750682e-09,1.3639416500994222e-09,1.245363621750682e-09
1877,0.0,1.0545634207151773e-09,1.3348024986901764e-09,1.0545634207151773e-09
1878,0.0,1.259403470399434e-09,1.417914365285457e-09,1.259403470399434e-09
1879,0.0,1.3050795047827739e-09,1.3998006722003099e-09,1.3050795047827739e-09
1880,0.0,1.327998409651952e-09,1.6445279265348794e-09,1.327998409651952e-09
1881,0.0,1.4613010325602106e-09,1.6749586479696583e-09,1.4613010325602106e-09
1882,0.0,1.6403476037802583e-09,1.4759712817026737e-09,1.6403476037802583e-09
1883,0.0,1.7377913394004248e-09,1.4449244975115301e-09,1.7377913394004248e-09
1884,0.0,1.9990671974921627e-09,1.4881832433033537e-09,1.9990671974921627e-09
1885,0.0,2.0207783065931804e-09,1.4808710606979097e-09,2.0207783065931804e-09
1886,0.0,2.3078905136182063e-09,1.458895472681933e-09,2.3078905136182063e-09
1887,0.0,2.2882500338994305e-09,1.2353117972985217e-09,2.2882500338994305e-09
1888,0.0,2.494773594057571e-09,1.4509608514678973e-09,2.494773594057571e-09
1889,0.0,2.785085781046145e-09,1.5244510019409218e-09,2.785085781046145e-09
1890,0.0,3.305444204063487e-09,1.566203381272605e-09,3.305444204063487e-09
1891,0.0,3.2721790039451956e-09,1.7672137324937459e-09,3.2721790039451956e-09
1892,0.0,3.305916556379478e-09,1.874917736938946e-09,3.305916556379478e-09
1893,0.0,3.247493258433971e-09,1.8613369099997256e-09,3.247493258433971e-09
1894,0.0,3.390897245531781e-09,2.2754614065994313e-09,3.390897245531781e-09
1895,0.0,3.22824582938657e-09,2.1456444557596146e-09,3.22824582938657e-09
1896,0.0,3.1437872305417613e-09,2.045769379296506e-09,3.1437872305417613e-09
1897,9.659912869608434e-10,2.705860266008894e-09,2.4192832657833817e-09,2.705860266008894e-09
1898,9.659912869608434e-10,2.787872472558612e-09,2.1253983176602478e-09,2.787872472558612e-09
1899,9.659912869608434e-10,2.9340588688800804e-09,1.9716468616489837e-09,2.9340588688800804e-09
1900,9.659912869608434e-10,3.038005244196792e-09,2.08316789215449e-09,3.038005244196792e-09
1901,9.659912869608434e-10,3.2009089030131984e-09,1.6851037390860517e-09,3.2009089030131984e-09
1902,9.659912869608434e-10,3.627680187991343e-09,1.5992792487143755e-09,3.627680187991343e-09
1903,9.819304318061027e-10,3.6407243251902953e-09,1.7505208711148563e-09,3.6407243251902953e-09
1904,1.5939144845259332e-11,3.72894765859095e-09,1.3807400778276246e-09,3.72894765859095e-09
1905,1.5939144845259332e-11,3.603760179160531e-09,1.4125241373389282e-09,3.603760179160531e-09
1906,1.5939144845259332e-11,3.339311652591651e-09,1.387555316677082e-09,3.339311652591651e-09
1907,1.5939144845259332e-11,3.075546801361335e-09,1.4266018763134776e-09,3.075546801361335e-09
1908,1.5939144845259332e-11,2.671317373652877e-09,1.5056874080876526e-09,2.671317373652877e-09
1909,1.5939144845259332e-11,2.265112399234072e-09,1.3851912632795965e-09,2.265112399234072e-09
1910,0.0,2.269024190759694e-09,1.2222516728880147e-09,2.269024190759694e-09
1911,1.3977931907176761e-11,2.5081623603436955e-09,1.1838882493389998e-09,2.5081623603436955e-09
1912,1.3977931907176761e-11,2.4923400010479213e-09,1.1772262133367762e-09,2.4923400010479213e-09
1913,1.3977931907176761e-11,2.443054028919026e-09,1.3722219154616815e-09,2.443054028919026e-09
1914,1.3977931907176761e-11,2.8662922035849192e-09,1.4155661167057433e-09,2.8662922035849192e-09
1915,1.3977931907176761e-11,2.942893865106758e-09,1.3735150715201071e-09,2.942893865106758e-09
1916,1.3977931907176761e-11,3.1226421131386975e-09,1.711010301695483e-09,3.1226421131386975e-09
1917,1.3977931907176761e-11,2.9896993135127202e-09,2.2015376268034815e-09,2.9896993135127202e-09
1918,0.0,2.866012284639753e-09,2.163224591519456e-09,2.866012284639753e-09
1919,1.420574669801817e-11,3.131962594033715e-09,2.275203676254429e-09,3.131962594033715e-09
1920,1.420574669801817e-11,4.170383149926238e-09,2.156791348692114e-09,4.170383149926238e-09
1921,1.420574669801817e-11,3.6936845328382007e-09,2.6245963497777733e-09,3.6936845328382007e-09
1922,1.420574669801817e-11,4.549624550114524e-09,2.795601131541251e-09,4.549624550114524e-09
1923,1.420574669801817e-11,4.323000973067386e-09,2.7575025279042667e-09,4.323000973067386e-09
1924,1.420574669801817e-11,4.608817391219386e-09,2.4849116256727857e-09,4.608817391219386e-09
1925,1.420574669801817e-11,4.792778554981883e-09,3.5977688923287995e-09,4.792778554981883e-09
1926,0.0,4.8489572357368615e-09,3.5997065804340066e-09,4.8489572357368615e-09
1927,0.0,4.096312210068374e-09,3.729651016597708e-09,4.096312210068374e-09
1928,0.0,4.099514204293695e-09,3.888319142854511e-09,4.099514204293695e-09
1929,5.057159453108235e-11,3.21612680931338e-09,4.309909397624625e-09,3.21612680931338e-09
1930,5.057159453108235e-11,3.109403274541884e-09,4.7312021443447955e-09,3.109403274541884e-09
1931,5.057159453108235e-11,3.3663658527416374e-09,4.782795857773335e-09,3.3663658527416374e-09
1932,5.057159453108235e-11,2.7490545712843026e-09,6.070343703891621e-09,2.7490545712843026e-09
1933,5.057159453108235e-11,2.570066381935021e-09,6.420293059099842e-09,2.570066381935021e-09
1934,5.057159453108235e-11,2.6090510387076294e-09,6.50475444936254e-09,2.6090510387076294e-09
1935,5.057159453108235e-11,2.536512507969998e-09,7.504082815452356e-09,2.536512507969998e-09
1936,0.0,2.706751537192734e-09,8.039281367595258e-09,2.706751537192734e-09
1937,0.0,3.373756607416567e-09,8.618674409076123e-09,3.373756607416567e-09
1938,0.0,4.50479358577687e-09,1.8535746144315065e-08,4.50479358577687e-09
1939,0.0,5.0599668264896175e-09,1.8221487049377823e-08,5.0599668264896175e-09
1940,1.0317304946890919e-10,5.494135654363472e-09,1.993790846707303e-08,5.494135654363472e-09
1941,1.0317304946890919e-10,5.368585227165974e-09,2.188075092541502e-08,5.368585227165974e-09
1942,1.0317304946890919e-10,6.20935071614172e-09,2.402695604380207e-08,6.20935071614172e-09
1943,1.0317304946890919e-10,6.755485821534941e-09,2.4295443878941114e-08,6.755485821534941e-09
1944,1.0317304946890919e-10,1.0326463240062367e-08,2.8485054061531756e-08,1.0326463240062367e-08
1945,1.0317304946890919e-10,1.025552366838513e-08,2.2641609476181657e-08,1.025552366838513e-08
1946,1.3626925778252386e-10,1.0452088591453697e-08,2.3139930352808084e-08,1.0452088591453697e-08
1947,4.965318434191346e-11,1.0793013213320331e-08,2.678828435266821e-08,1.0793013213320331e-08
1948,4.965318434191346e-11,1.3833534635259476e-08,3.0222812950699204e-08,1.3833534635259476e-08
1949,6.665934669326999e-11,1.395961949210037e-08,3.2496995570698214e-08,1.395961949210037e-08
1950,6.665934669326999e-11,1.3557112385090671e-08,3.749132001676766e-08,1.3557112385090671e-08
1951,1.8250303847531868e-10,1.0231456951511778e-08,3.947911102792594e-08,1.0231456951511778e-08
1952,1.8250303847531868e-10,9.738044529480509e-09,4.332448203367026e-08,9.738044529480509e-09
1953,1.964745410016582e-10,1.1119386237165178e-08,5.1906843014291685e-08,1.1119386237165178e-08
1954,2.524973484265201e-10,1.1480491287788449e-08,5.863531780749197e-08,1.1480491287788449e-08
1955,3.829456196591252e-10,9.504705023033466e-09,6.276323410198919e-08,9.504705023033466e-09
1956,4.332794876850597e-10,1.096815546322968e-08,6.769973229633511e-08,1.096815546322968e-08
1957,6.371790991658141e-10,1.2312787614884461e-08,1.0389854767010678e-07,1.2312787614884461e-08
1958,5.45139023208233e-10,1.5950211944877017e-08,1.060045247770956e-07,1.5950211944877017e-08
1959,1.1437177970569883e-09,1.7326383375656666e-08,1.088278551719668e-07,1.7326383375656666e-08
1960,1.2342922854426318e-09,1.8661904529640846e-08,1.0655246285296016e-07,1.8661904529640846e-08
1961,1.1842236397845746e-09,2.7778976325570122e-08,1.0487672495530984e-07,2.7778976325570122e-08
1962,1.1149859051912919e-09,3.2023747843977294e-08,1.1368505324428822e-07,3.2023747843977294e-08
