ngram,Biogen,Biogen,Biogen,Biogen
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,0.0,0.0,0.0
1739,0.0,0.0,0.0,0.0
1740,0.0,0.0,0.0,0.0
1741,0.0,0.0,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,0.0,0.0,0.0
1762,0.0,0.0,0.0,0.0
1763,0.0,0.0,0.0,0.0
1764,0.0,0.0,0.0,0.0
1765,0.0,0.0,0.0,0.0
1766,0.0,0.0,0.0,0.0
1767,0.0,0.0,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,0.0,0.0,0.0
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,1.3065520728819786e-09,1.3065520728819786e-09,1.3065520728819786e-09,1.3065520728819786e-09
1789,1.3065520728819786e-09,1.3065520728819786e-09,1.3065520728819786e-09,1.3065520728819786e-09
1790,1.3065520728819786e-09,1.3065520728819786e-09,1.3065520728819786e-09,1.3065520728819786e-09
1791,1.3065520728819786e-09,1.3065520728819786e-09,1.3065520728819786e-09,1.3065520728819786e-09
1792,2.3948141247842614e-09,2.3948141247842614e-09,2.3948141247842614e-09,2.3948141247842614e-09
1793,2.3948141247842614e-09,2.3948141247842614e-09,2.3948141247842614e-09,2.3948141247842614e-09
1794,2.3948141247842614e-09,2.3948141247842614e-09,2.3948141247842614e-09,2.3948141247842614e-09
1795,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1796,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1797,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1798,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09,1.0882620519022827e-09
1799,0.0,0.0,0.0,0.0
1800,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0
1802,0.0,0.0,0.0,0.0
1803,0.0,0.0,0.0,0.0
1804,0.0,0.0,0.0,0.0
1805,0.0,0.0,0.0,0.0
1806,0.0,0.0,0.0,0.0
1807,0.0,0.0,0.0,0.0
1808,0.0,0.0,0.0,0.0
1809,0.0,0.0,0.0,0.0
1810,0.0,0.0,0.0,0.0
1811,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10
1812,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10
1813,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10,2.343839408272938e-10
1814,4.4334207733547666e-10,4.4334207733547666e-10,4.4334207733547666e-10,4.4334207733547666e-10
1815,4.4334207733547666e-10,4.4334207733547666e-10,4.4334207733547666e-10,4.4334207733547666e-10
1816,4.4334207733547666e-10,4.4334207733547666e-10,4.4334207733547666e-10,4.4334207733547666e-10
1817,6.146896483879719e-10,6.146896483879719e-10,6.146896483879719e-10,6.146896483879719e-10
1818,3.8030570756067815e-10,3.8030570756067815e-10,3.8030570756067815e-10,3.8030570756067815e-10
1819,3.8030570756067815e-10,3.8030570756067815e-10,3.8030570756067815e-10,3.8030570756067815e-10
1820,3.8030570756067815e-10,3.8030570756067815e-10,3.8030570756067815e-10,3.8030570756067815e-10
1821,1.7134757105249524e-10,1.7134757105249524e-10,1.7134757105249524e-10,1.7134757105249524e-10
1822,1.7134757105249524e-10,1.7134757105249524e-10,1.7134757105249524e-10,1.7134757105249524e-10
1823,1.7134757105249524e-10,1.7134757105249524e-10,1.7134757105249524e-10,1.7134757105249524e-10
1824,0.0,0.0,0.0,0.0
1825,0.0,0.0,0.0,0.0
1826,0.0,0.0,0.0,0.0
1827,0.0,0.0,0.0,0.0
1828,0.0,0.0,0.0,0.0
1829,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0
1831,0.0,0.0,0.0,0.0
1832,0.0,0.0,0.0,0.0
1833,0.0,0.0,0.0,0.0
1834,0.0,0.0,0.0,0.0
1835,8.37834008520539e-11,8.37834008520539e-11,8.37834008520539e-11,8.37834008520539e-11
1836,8.37834008520539e-11,8.37834008520539e-11,8.37834008520539e-11,8.37834008520539e-11
1837,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10
1838,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10
1839,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10
1840,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10
1841,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10
1842,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11
1843,1.4301594036021063e-10,1.4301594036021063e-10,1.4301594036021063e-10,1.4301594036021063e-10
1844,6.557452993303871e-11,6.557452993303871e-11,6.557452993303871e-11,6.557452993303871e-11
1845,1.323132952408506e-10,1.323132952408506e-10,1.323132952408506e-10,1.323132952408506e-10
1846,3.1324561595396413e-09,3.1324561595396413e-09,3.1324561595396413e-09,3.1324561595396413e-09
1847,8.76876434162201e-09,8.76876434162201e-09,8.76876434162201e-09,8.76876434162201e-09
1848,1.2979715421515944e-08,1.2979715421515944e-08,1.2979715421515944e-08,1.2979715421515944e-08
1849,1.3087194494776355e-08,1.3087194494776355e-08,1.3087194494776355e-08,1.3087194494776355e-08
1850,1.3116559782755388e-08,1.3116559782755388e-08,1.3116559782755388e-08,1.3116559782755388e-08
1851,1.3116559782755388e-08,1.3116559782755388e-08,1.3116559782755388e-08,1.3116559782755388e-08
1852,1.3049821017447577e-08,1.3049821017447577e-08,1.3049821017447577e-08,1.3049821017447577e-08
1853,1.0049678153148785e-08,1.0049678153148785e-08,1.0049678153148785e-08,1.0049678153148785e-08
1854,4.463871831696307e-09,4.463871831696307e-09,4.463871831696307e-09,4.463871831696307e-09
1855,2.529207518023721e-10,2.529207518023721e-10,2.529207518023721e-10,2.529207518023721e-10
1856,1.4544167854196084e-10,1.4544167854196084e-10,1.4544167854196084e-10,1.4544167854196084e-10
1857,5.05018606298892e-11,5.05018606298892e-11,5.05018606298892e-11,5.05018606298892e-11
1858,5.05018606298892e-11,5.05018606298892e-11,5.05018606298892e-11,5.05018606298892e-11
1859,1.114312491485541e-10,1.114312491485541e-10,1.114312491485541e-10,1.114312491485541e-10
1860,1.114312491485541e-10,1.114312491485541e-10,1.114312491485541e-10,1.114312491485541e-10
1861,6.09293885186649e-11,6.09293885186649e-11,6.09293885186649e-11,6.09293885186649e-11
1862,6.09293885186649e-11,6.09293885186649e-11,6.09293885186649e-11,6.09293885186649e-11
1863,6.09293885186649e-11,6.09293885186649e-11,6.09293885186649e-11,6.09293885186649e-11
1864,6.09293885186649e-11,6.09293885186649e-11,6.09293885186649e-11,6.09293885186649e-11
1865,3.2628869447596086e-10,3.2628869447596086e-10,3.2628869447596086e-10,3.2628869447596086e-10
1866,4.37964383806896e-09,4.37964383806896e-09,4.37964383806896e-09,4.37964383806896e-09
1867,4.5092812103345435e-09,4.5092812103345435e-09,4.5092812103345435e-09,4.5092812103345435e-09
1868,4.59890460634073e-09,4.59890460634073e-09,4.59890460634073e-09,4.59890460634073e-09
1869,4.678076378653426e-09,4.678076378653426e-09,4.678076378653426e-09,4.678076378653426e-09
1870,4.720312839014338e-09,4.720312839014338e-09,4.720312839014338e-09,4.720312839014338e-09
1871,4.842041022103314e-09,4.842041022103314e-09,4.842041022103314e-09,4.842041022103314e-09
1872,4.617633426422836e-09,4.617633426422836e-09,4.617633426422836e-09,4.617633426422836e-09
1873,5.033488943111714e-10,5.033488943111714e-10,5.033488943111714e-10,5.033488943111714e-10
1874,3.737115220455881e-10,3.737115220455881e-10,3.737115220455881e-10,3.737115220455881e-10
1875,5.247783081101837e-10,5.247783081101837e-10,5.247783081101837e-10,5.247783081101837e-10
1876,4.839385202094957e-10,4.839385202094957e-10,4.839385202094957e-10,4.839385202094957e-10
1877,6.863637634437123e-10,6.863637634437123e-10,6.863637634437123e-10,6.863637634437123e-10
1878,1.0000599118661517e-09,1.0000599118661517e-09,1.0000599118661517e-09,1.0000599118661517e-09
1879,1.5875568597818151e-09,1.5875568597818151e-09,1.5875568597818151e-09,1.5875568597818151e-09
1880,3.1661176339411614e-09,3.1661176339411614e-09,3.1661176339411614e-09,3.1661176339411614e-09
1881,9.005752695166537e-09,9.005752695166537e-09,9.005752695166537e-09,9.005752695166537e-09
1882,1.4728424888429562e-08,1.4728424888429562e-08,1.4728424888429562e-08,1.4728424888429562e-08
1883,1.8480563063987583e-08,1.8480563063987583e-08,1.8480563063987583e-08,1.8480563063987583e-08
1884,1.9944512137064814e-08,1.9944512137064814e-08,1.9944512137064814e-08,1.9944512137064814e-08
1885,2.2904811380897172e-08,2.2904811380897172e-08,2.2904811380897172e-08,2.2904811380897172e-08
1886,2.376614803369291e-08,2.376614803369291e-08,2.376614803369291e-08,2.376614803369291e-08
1887,2.315477612821074e-08,2.315477612821074e-08,2.315477612821074e-08,2.315477612821074e-08
1888,1.8260240557716704e-08,1.8260240557716704e-08,1.8260240557716704e-08,1.8260240557716704e-08
1889,1.3343713943316158e-08,1.3343713943316158e-08,1.3343713943316158e-08,1.3343713943316158e-08
1890,9.88208775127524e-09,9.88208775127524e-09,9.88208775127524e-09,9.88208775127524e-09
1891,8.50634264613705e-09,8.50634264613705e-09,8.50634264613705e-09,8.50634264613705e-09
1892,5.58252228571072e-09,5.58252228571072e-09,5.58252228571072e-09,5.58252228571072e-09
1893,4.346415386332783e-09,4.346415386332783e-09,4.346415386332783e-09,4.346415386332783e-09
1894,4.130346826463389e-09,4.130346826463389e-09,4.130346826463389e-09,4.130346826463389e-09
1895,3.3757882045293286e-09,3.3757882045293286e-09,3.3757882045293286e-09,3.3757882045293286e-09
1896,2.6390392569654507e-09,2.6390392569654507e-09,2.6390392569654507e-09,2.6390392569654507e-09
1897,3.461954104341406e-09,3.461954104341406e-09,3.461954104341406e-09,3.461954104341406e-09
1898,3.5439663108911238e-09,3.5439663108911238e-09,3.5439663108911238e-09,3.5439663108911238e-09
1899,4.529175621849544e-09,4.529175621849544e-09,4.529175621849544e-09,4.529175621849544e-09
1900,8.793148225423003e-09,8.793148225423003e-09,8.793148225423003e-09,8.793148225423003e-09
1901,1.0441164044472373e-08,1.0441164044472373e-08,1.0441164044472373e-08,1.0441164044472373e-08
1902,1.0715517013386894e-08,1.0715517013386894e-08,1.0715517013386894e-08,1.0715517013386894e-08
1903,1.2636910470423653e-08,1.2636910470423653e-08,1.2636910470423653e-08,1.2636910470423653e-08
1904,1.2166862469901015e-08,1.2166862469901015e-08,1.2166862469901015e-08,1.2166862469901015e-08
1905,1.2544821435613227e-08,1.2544821435613227e-08,1.2544821435613227e-08,1.2544821435613227e-08
1906,1.1599703451738362e-08,1.1599703451738362e-08,1.1599703451738362e-08,1.1599703451738362e-08
1907,7.550858002350732e-09,7.550858002350732e-09,7.550858002350732e-09,7.550858002350732e-09
1908,5.755597871320057e-09,5.755597871320057e-09,5.755597871320057e-09,5.755597871320057e-09
1909,5.469857154518008e-09,5.469857154518008e-09,5.469857154518008e-09,5.469857154518008e-09
1910,4.546896399076112e-09,4.546896399076112e-09,4.546896399076112e-09,4.546896399076112e-09
1911,4.158722144431692e-09,4.158722144431692e-09,4.158722144431692e-09,4.158722144431692e-09
1912,3.855964960029569e-09,3.855964960029569e-09,3.855964960029569e-09,3.855964960029569e-09
1913,3.74431214605104e-09,3.74431214605104e-09,3.74431214605104e-09,3.74431214605104e-09
1914,3.421671469970379e-09,3.421671469970379e-09,3.421671469970379e-09,3.421671469970379e-09
1915,3.072815034167929e-09,3.072815034167929e-09,3.072815034167929e-09,3.072815034167929e-09
1916,3.1495435783211535e-09,3.1495435783211535e-09,3.1495435783211535e-09,3.1495435783211535e-09
1917,2.1482702283748267e-09,2.1482702283748267e-09,2.1482702283748267e-09,2.1482702283748267e-09
1918,2.3149013182534516e-09,2.3149013182534516e-09,2.3149013182534516e-09,2.3149013182534516e-09
1919,2.265199805506768e-09,2.265199805506768e-09,2.265199805506768e-09,2.265199805506768e-09
1920,2.1896812299867665e-09,2.1896812299867665e-09,2.1896812299867665e-09,2.1896812299867665e-09
1921,3.1398690631639123e-09,3.1398690631639123e-09,3.1398690631639123e-09,3.1398690631639123e-09
1922,5.275827838094724e-09,5.275827838094724e-09,5.275827838094724e-09,5.275827838094724e-09
1923,5.560121950156014e-09,5.560121950156014e-09,5.560121950156014e-09,5.560121950156014e-09
1924,5.790149439275995e-09,5.790149439275995e-09,5.790149439275995e-09,5.790149439275995e-09
1925,5.60604388307898e-09,5.60604388307898e-09,5.60604388307898e-09,5.60604388307898e-09
1926,5.165665736431688e-09,5.165665736431688e-09,5.165665736431688e-09,5.165665736431688e-09
1927,4.9317960984903866e-09,4.9317960984903866e-09,4.9317960984903866e-09,4.9317960984903866e-09
1928,4.109157220837696e-09,4.109157220837696e-09,4.109157220837696e-09,4.109157220837696e-09
1929,1.819322073945021e-09,1.819322073945021e-09,1.819322073945021e-09,1.819322073945021e-09
1930,1.6603297942856849e-09,1.6603297942856849e-09,1.6603297942856849e-09,1.6603297942856849e-09
1931,1.227988179395924e-09,1.227988179395924e-09,1.227988179395924e-09,1.227988179395924e-09
1932,1.0464990699407144e-09,1.0464990699407144e-09,1.0464990699407144e-09,1.0464990699407144e-09
1933,1.3245049739525022e-09,1.3245049739525022e-09,1.3245049739525022e-09,1.3245049739525022e-09
1934,1.4132944576544e-09,1.4132944576544e-09,1.4132944576544e-09,1.4132944576544e-09
1935,1.4951379420250328e-09,1.4951379420250328e-09,1.4951379420250328e-09,1.4951379420250328e-09
1936,1.561494211710368e-09,1.561494211710368e-09,1.561494211710368e-09,1.561494211710368e-09
1937,1.3149652240101212e-09,1.3149652240101212e-09,1.3149652240101212e-09,1.3149652240101212e-09
1938,4.47287080389864e-09,4.47287080389864e-09,4.47287080389864e-09,4.47287080389864e-09
1939,4.4031918448674185e-09,4.4031918448674185e-09,4.4031918448674185e-09,4.4031918448674185e-09
1940,4.279945511093912e-09,4.279945511093912e-09,4.279945511093912e-09,4.279945511093912e-09
1941,4.182938220005055e-09,4.182938220005055e-09,4.182938220005055e-09,4.182938220005055e-09
1942,4.026645257306148e-09,4.026645257306148e-09,4.026645257306148e-09,4.026645257306148e-09
1943,4.223852317511831e-09,4.223852317511831e-09,4.223852317511831e-09,4.223852317511831e-09
1944,4.184054422373684e-09,4.184054422373684e-09,4.184054422373684e-09,4.184054422373684e-09
1945,1.897226679330772e-09,1.897226679330772e-09,1.897226679330772e-09,1.897226679330772e-09
1946,2.236390961307677e-09,2.236390961307677e-09,2.236390961307677e-09,2.236390961307677e-09
1947,2.743910448061675e-09,2.743910448061675e-09,2.743910448061675e-09,2.743910448061675e-09
1948,3.0202747287282658e-09,3.0202747287282658e-09,3.0202747287282658e-09,3.0202747287282658e-09
1949,2.9060411696083375e-09,2.9060411696083375e-09,2.9060411696083375e-09,2.9060411696083375e-09
1950,2.693614426745634e-09,2.693614426745634e-09,2.693614426745634e-09,2.693614426745634e-09
1951,2.7973469889681316e-09,2.7973469889681316e-09,2.7973469889681316e-09,2.7973469889681316e-09
1952,2.0409124073290333e-09,2.0409124073290333e-09,2.0409124073290333e-09,2.0409124073290333e-09
1953,2.022017299628333e-09,2.022017299628333e-09,2.022017299628333e-09,2.022017299628333e-09
1954,1.475865889816979e-09,1.475865889816979e-09,1.475865889816979e-09,1.475865889816979e-09
1955,1.5515934727515302e-09,1.5515934727515302e-09,1.5515934727515302e-09,1.5515934727515302e-09
1956,1.964878878649553e-09,1.964878878649553e-09,1.964878878649553e-09,1.964878878649553e-09
1957,2.2968606857734895e-09,2.2968606857734895e-09,2.2968606857734895e-09,2.2968606857734895e-09
1958,2.9313980925189345e-09,2.9313980925189345e-09,2.9313980925189345e-09,2.9313980925189345e-09
1959,3.2991076220107676e-09,3.2991076220107676e-09,3.2991076220107676e-09,3.2991076220107676e-09
1960,3.5786282191553808e-09,3.5786282191553808e-09,3.5786282191553808e-09,3.5786282191553808e-09
1961,4.036534598636113e-09,4.036534598636113e-09,4.036534598636113e-09,4.036534598636113e-09
1962,3.938364967481789e-09,3.938364967481789e-09,3.938364967481789e-09,3.938364967481789e-09
1963,5.500050954359332e-09,5.500050954359332e-09,5.500050954359332e-09,5.500050954359332e-09
1964,5.3305552353119114e-09,5.3305552353119114e-09,5.3305552353119114e-09,5.3305552353119114e-09
1965,4.89410730989245e-09,4.89410730989245e-09,4.89410730989245e-09,4.89410730989245e-09
1966,4.561821555425029e-09,4.561821555425029e-09,4.561821555425029e-09,4.561821555425029e-09
1967,4.131720695735705e-09,4.131720695735705e-09,4.131720695735705e-09,4.131720695735705e-09
1968,3.858809065932738e-09,3.858809065932738e-09,3.858809065932738e-09,3.858809065932738e-09
1969,3.737596375254424e-09,3.737596375254424e-09,3.737596375254424e-09,3.737596375254424e-09
1970,1.8968318979010033e-09,1.8968318979010033e-09,1.8968318979010033e-09,1.8968318979010033e-09
1971,1.7431822493410972e-09,1.7431822493410972e-09,1.7431822493410972e-09,1.7431822493410972e-09
1972,1.6160623791553315e-09,1.6160623791553315e-09,1.6160623791553315e-09,1.6160623791553315e-09
1973,1.7737681640943898e-09,1.7737681640943898e-09,1.7737681640943898e-09,1.7737681640943898e-09
1974,1.86434781898218e-09,1.86434781898218e-09,1.86434781898218e-09,1.86434781898218e-09
