ngram,Adobe,Adbe,Adbe,Adbe
1636,1.1107634886034898e-05,0.0,0.0,0.0
1637,1.1107634886034898e-05,0.0,0.0,0.0
1638,1.1107634886034898e-05,0.0,0.0,0.0
1639,1.1107634886034898e-05,0.0,0.0,0.0
1640,1.1107634886034898e-05,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,1.550680346034434e-08,0.0,0.0,0.0
1696,1.550680346034434e-08,0.0,0.0,0.0
1697,1.550680346034434e-08,0.0,0.0,0.0
1698,1.550680346034434e-08,0.0,0.0,0.0
1699,1.550680346034434e-08,0.0,0.0,0.0
1700,1.550680346034434e-08,0.0,0.0,0.0
1701,1.550680346034434e-08,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,3.858346937184771e-08,3.858346937184771e-08,3.858346937184771e-08
1709,0.0,5.060848552927512e-08,5.060848552927512e-08,5.060848552927512e-08
1710,0.0,5.060848552927512e-08,5.060848552927512e-08,5.060848552927512e-08
1711,0.0,5.060848552927512e-08,5.060848552927512e-08,5.060848552927512e-08
1712,0.0,5.060848552927512e-08,5.060848552927512e-08,5.060848552927512e-08
1713,0.0,5.060848552927512e-08,5.060848552927512e-08,5.060848552927512e-08
1714,1.9143221103539483e-08,5.060848552927512e-08,5.060848552927512e-08,5.060848552927512e-08
1715,1.9143221103539483e-08,1.2025016157427411e-08,1.2025016157427411e-08,1.2025016157427411e-08
1716,1.9143221103539483e-08,0.0,0.0,0.0
1717,1.9143221103539483e-08,0.0,0.0,0.0
1718,1.9143221103539483e-08,0.0,0.0,0.0
1719,1.9143221103539483e-08,0.0,0.0,0.0
1720,1.9143221103539483e-08,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0
1737,0.0,0.0,0.0,0.0
1738,0.0,5.491816271582398e-09,5.491816271582398e-09,5.491816271582398e-09
1739,0.0,5.491816271582398e-09,5.491816271582398e-09,5.491816271582398e-09
1740,0.0,5.491816271582398e-09,5.491816271582398e-09,5.491816271582398e-09
1741,0.0,5.491816271582398e-09,5.491816271582398e-09,5.491816271582398e-09
1742,0.0,5.491816271582398e-09,5.491816271582398e-09,5.491816271582398e-09
1743,0.0,5.491816271582398e-09,5.491816271582398e-09,5.491816271582398e-09
1744,0.0,5.491816271582398e-09,5.491816271582398e-09,5.491816271582398e-09
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,4.955280376504691e-09,4.955280376504691e-09,4.955280376504691e-09
1750,3.298731446729367e-09,4.955280376504691e-09,4.955280376504691e-09,4.955280376504691e-09
1751,3.298731446729367e-09,4.955280376504691e-09,4.955280376504691e-09,4.955280376504691e-09
1752,3.298731446729367e-09,4.955280376504691e-09,4.955280376504691e-09,4.955280376504691e-09
1753,1.8386788726486103e-08,4.955280376504691e-09,4.955280376504691e-09,4.955280376504691e-09
1754,1.8386788726486103e-08,4.955280376504691e-09,4.955280376504691e-09,4.955280376504691e-09
1755,1.8386788726486103e-08,4.955280376504691e-09,4.955280376504691e-09,4.955280376504691e-09
1756,1.8386788726486103e-08,0.0,0.0,0.0
1757,1.508805727975674e-08,0.0,0.0,0.0
1758,1.508805727975674e-08,0.0,0.0,0.0
1759,1.508805727975674e-08,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,2.7755674584081393e-09,0.0,0.0,0.0
1762,5.458149487935771e-09,0.0,0.0,0.0
1763,5.458149487935771e-09,0.0,0.0,0.0
1764,5.458149487935771e-09,0.0,0.0,0.0
1765,5.458149487935771e-09,0.0,0.0,0.0
1766,8.85920162626722e-09,0.0,0.0,0.0
1767,1.180370391905074e-08,0.0,0.0,0.0
1768,9.0281364606426e-09,2.682212547305036e-09,2.682212547305036e-09,2.682212547305036e-09
1769,6.345554431114968e-09,2.682212547305036e-09,2.682212547305036e-09,2.682212547305036e-09
1770,6.345554431114968e-09,2.682212547305036e-09,2.682212547305036e-09,2.682212547305036e-09
1771,6.345554431114968e-09,2.682212547305036e-09,2.682212547305036e-09,2.682212547305036e-09
1772,6.345554431114968e-09,2.682212547305036e-09,2.682212547305036e-09,2.682212547305036e-09
1773,2.9445022927835194e-09,2.682212547305036e-09,2.682212547305036e-09,2.682212547305036e-09
1774,0.0,2.682212547305036e-09,2.682212547305036e-09,2.682212547305036e-09
1775,0.0,0.0,0.0,0.0
1776,0.0,0.0,0.0,0.0
1777,0.0,0.0,0.0,0.0
1778,0.0,0.0,0.0,0.0
1779,0.0,0.0,0.0,0.0
1780,0.0,0.0,0.0,0.0
1781,0.0,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,0.0,0.0,0.0
1786,0.0,0.0,0.0,0.0
1787,0.0,0.0,0.0,0.0
1788,0.0,0.0,0.0,0.0
1789,0.0,0.0,0.0,0.0
1790,0.0,0.0,0.0,0.0
1791,1.0859662375699892e-09,0.0,0.0,0.0
1792,1.0859662375699892e-09,0.0,0.0,0.0
1793,1.0859662375699892e-09,0.0,0.0,0.0
1794,1.0859662375699892e-09,0.0,0.0,0.0
1795,1.0859662375699892e-09,0.0,0.0,0.0
1796,1.0859662375699892e-09,0.0,0.0,0.0
1797,1.0859662375699892e-09,0.0,0.0,0.0
1798,0.0,0.0,0.0,0.0
1799,0.0,0.0,0.0,0.0
1800,4.116639093102289e-10,0.0,0.0,0.0
1801,4.116639093102289e-10,0.0,0.0,0.0
1802,4.116639093102289e-10,0.0,0.0,0.0
1803,1.1136638278230748e-09,0.0,0.0,0.0
1804,1.1136638278230748e-09,0.0,0.0,0.0
1805,1.1136638278230748e-09,0.0,0.0,0.0
1806,1.3722139297860686e-09,0.0,0.0,0.0
1807,9.605500204758398e-10,0.0,0.0,0.0
1808,9.605500204758398e-10,4.70726378511342e-10,4.70726378511342e-10,4.70726378511342e-10
1809,9.605500204758398e-10,8.325760081362432e-10,8.325760081362432e-10,8.325760081362432e-10
1810,2.5855010196299387e-10,8.325760081362432e-10,8.325760081362432e-10,8.325760081362432e-10
1811,1.4304698060994626e-09,8.325760081362432e-10,8.325760081362432e-10,8.325760081362432e-10
1812,1.4304698060994626e-09,1.0712842676444519e-09,1.0712842676444519e-09,1.0712842676444519e-09
1813,1.5598785120727955e-09,1.0712842676444519e-09,1.0712842676444519e-09,1.0712842676444519e-09
1814,1.7688366485809785e-09,1.280242404152635e-09,1.280242404152635e-09,1.280242404152635e-09
1815,1.961977358355682e-09,1.0026567354159965e-09,1.0026567354159965e-09,1.0026567354159965e-09
1816,2.1521500771979974e-09,6.408071057910953e-10,6.408071057910953e-10,6.408071057910953e-10
1817,2.1521500771979974e-09,6.408071057910953e-10,6.408071057910953e-10,6.408071057910953e-10
1818,9.802303730615287e-10,6.408071057910953e-10,6.408071057910953e-10,6.408071057910953e-10
1819,9.802303730615287e-10,5.523962874422393e-10,5.523962874422393e-10,5.523962874422393e-10
1820,7.396685010517347e-10,5.523962874422393e-10,5.523962874422393e-10,5.523962874422393e-10
1821,6.592646190866397e-10,3.434381509340564e-10,3.434381509340564e-10,3.434381509340564e-10
1822,4.661239093119361e-10,2.7506634271899447e-10,2.7506634271899447e-10,2.7506634271899447e-10
1823,2.759511904696207e-10,2.7506634271899447e-10,2.7506634271899447e-10,2.7506634271899447e-10
1824,4.1007120714959504e-10,2.7506634271899447e-10,2.7506634271899447e-10,2.7506634271899447e-10
1825,1.8028560152697333e-09,2.7506634271899447e-10,2.7506634271899447e-10,2.7506634271899447e-10
1826,3.5803296755914413e-09,1.2476890155964171e-10,1.2476890155964171e-10,1.2476890155964171e-10
1827,3.53750334580738e-09,3.339101138445853e-10,3.339101138445853e-10,3.339101138445853e-10
1828,3.6296077096257105e-09,3.339101138445853e-10,3.339101138445853e-10,3.339101138445853e-10
1829,4.402624788544886e-09,2.0914121228494357e-10,2.0914121228494357e-10,2.0914121228494357e-10
1830,4.497929330580876e-09,2.0914121228494357e-10,2.0914121228494357e-10,2.0914121228494357e-10
1831,4.4567039741189825e-09,3.020358725030243e-10,3.020358725030243e-10,3.020358725030243e-10
1832,3.063919165998844e-09,3.871853314153993e-10,3.871853314153993e-10,3.871853314153993e-10
1833,1.2864455056771362e-09,3.871853314153993e-10,3.871853314153993e-10,3.871853314153993e-10
1834,1.2649350931783131e-09,1.780441191304557e-10,1.780441191304557e-10,1.780441191304557e-10
1835,1.295626685303221e-09,2.618275199825096e-10,2.618275199825096e-10,2.618275199825096e-10
1836,6.727319653724148e-10,2.618275199825096e-10,2.618275199825096e-10,2.618275199825096e-10
1837,5.774274233364249e-10,3.3926893040968157e-10,3.3926893040968157e-10,3.3926893040968157e-10
1838,6.371842577377964e-10,2.463742701916008e-10,2.463742701916008e-10,2.463742701916008e-10
1839,6.371842577377964e-10,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10
1840,7.127702237953924e-10,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10
1841,6.996876411591302e-10,1.6122481127922583e-10,1.6122481127922583e-10,1.6122481127922583e-10
1842,5.699683106438361e-10,7.744141042717193e-11,7.744141042717193e-11,7.744141042717193e-11
1843,4.1984595165546676e-10,2.0859047029324936e-10,2.0859047029324936e-10,2.0859047029324936e-10
1844,8.205430779284484e-10,1.3114905986607742e-10,1.3114905986607742e-10,1.3114905986607742e-10
1845,8.013691139246199e-10,1.978878251738893e-10,1.978878251738893e-10,1.978878251738893e-10
1846,9.97030616797393e-10,2.631083248097862e-10,2.631083248097862e-10,2.631083248097862e-10
1847,2.1941594097185657e-09,3.237137899006878e-10,3.237137899006878e-10,3.237137899006878e-10
1848,2.561683198898379e-09,5.971521729478521e-10,5.971521729478521e-10,5.971521729478521e-10
1849,2.6012709288179637e-09,8.658498719592091e-10,8.658498719592091e-10,8.658498719592091e-10
1850,3.075970002517993e-09,8.771105468914036e-10,8.771105468914036e-10,8.771105468914036e-10
1851,2.9538444547481747e-09,9.699677370824033e-10,9.699677370824033e-10,9.699677370824033e-10
1852,3.4271057737709855e-09,1.004352113380997e-09,1.004352113380997e-09,1.004352113380997e-09
1853,5.547892764238124e-09,1.0356502956808201e-09,1.0356502956808201e-09,1.0356502956808201e-09
1854,1.66986360770695e-08,1.0255466912198079e-09,1.0255466912198079e-09,1.0255466912198079e-09
1855,1.7416173154443422e-08,1.2246240489931027e-09,1.2246240489931027e-09,1.2246240489931027e-09
1856,2.113146127921287e-08,1.0553239591727858e-09,1.0553239591727858e-09,1.0553239591727858e-09
1857,2.2148923266891122e-08,1.0091826779008122e-09,1.0091826779008122e-09,1.0091826779008122e-09
1858,2.261919737226289e-08,9.73929000939019e-10,9.73929000939019e-10,9.73929000939019e-10
1859,2.621658636213299e-08,9.94664636369943e-10,9.94664636369943e-10,9.94664636369943e-10
1860,2.68279078952105e-08,1.0811315810853118e-09,1.0811315810853118e-09,1.0811315810853118e-09
1861,1.592959021832842e-08,1.1436030812804277e-09,1.1436030812804277e-09,1.1436030812804277e-09
1862,1.6724691219240284e-08,8.382421542599669e-10,8.382421542599669e-10,8.382421542599669e-10
1863,2.1011362300831545e-08,9.29796069502688e-10,9.29796069502688e-10,9.29796069502688e-10
1864,2.281585967775105e-08,8.806227374298053e-10,8.806227374298053e-10,8.806227374298053e-10
1865,2.43225682134656e-08,8.230192242005988e-10,8.230192242005988e-10,8.230192242005988e-10
1866,2.2197702469790263e-08,8.338793068750152e-10,8.338793068750152e-10,8.338793068750152e-10
1867,2.069594349864344e-08,6.941061376457875e-10,6.941061376457875e-10,6.941061376457875e-10
1868,2.0156660467713598e-08,6.707561728269695e-10,6.707561728269695e-10,6.707561728269695e-10
1869,2.002747174450243e-08,5.431872451833186e-10,5.431872451833186e-10,5.431872451833186e-10
1870,1.3764934588981045e-08,3.522357207495576e-10,3.522357207495576e-10,3.522357207495576e-10
1871,1.9435586346665852e-08,3.457166616474946e-10,3.457166616474946e-10,3.457166616474946e-10
1872,2.623036010618307e-08,3.457166616474946e-10,3.457166616474946e-10,3.457166616474946e-10
1873,3.1094656119786835e-08,2.910153070903984e-10,2.910153070903984e-10,2.910153070903984e-10
1874,3.1814643744862026e-08,4.86247129862148e-10,4.86247129862148e-10,4.86247129862148e-10
1875,3.411821885330417e-08,3.9662373385596084e-10,3.9662373385596084e-10,3.9662373385596084e-10
1876,3.751041813667858e-08,3.953698321116203e-10,3.953698321116203e-10,3.953698321116203e-10
1877,3.948941313629868e-08,5.002248456723432e-10,5.002248456723432e-10,5.002248456723432e-10
1878,3.8178313589907834e-08,5.322195025961715e-10,5.322195025961715e-10,5.322195025961715e-10
1879,3.324781567520014e-08,5.322195025961715e-10,5.322195025961715e-10,5.322195025961715e-10
1880,3.2092313822269196e-08,4.870886808973549e-10,4.870886808973549e-10,4.870886808973549e-10
1881,3.487054784605854e-08,3.433411907957254e-10,3.433411907957254e-10,3.433411907957254e-10
1882,3.504894025801215e-08,4.405699237970089e-10,4.405699237970089e-10,4.405699237970089e-10
1883,3.4750552403904426e-08,6.270963411246302e-10,6.270963411246302e-10,6.270963411246302e-10
1884,3.8437621847314015e-08,5.222413275639073e-10,5.222413275639073e-10,5.222413275639073e-10
1885,3.667313665443674e-08,4.786938861174e-10,4.786938861174e-10,4.786938861174e-10
1886,4.267832842685948e-08,5.062825020329953e-10,5.062825020329953e-10,5.062825020329953e-10
1887,5.145337337150327e-08,5.562977261381568e-10,5.562977261381568e-10,5.562977261381568e-10
1888,6.116468170042871e-08,4.886037784685676e-10,4.886037784685676e-10,4.886037784685676e-10
1889,6.75894550486841e-08,5.484004222955363e-10,5.484004222955363e-10,5.484004222955363e-10
1890,7.41083446038309e-08,3.741334008473223e-10,3.741334008473223e-10,3.741334008473223e-10
1891,7.261003684025777e-08,4.5094855825679655e-10,4.5094855825679655e-10,4.5094855825679655e-10
1892,7.361708702952846e-08,5.792263573540473e-10,5.792263573540473e-10,5.792263573540473e-10
1893,7.089486229818118e-08,6.208227642285585e-10,6.208227642285585e-10,6.208227642285585e-10
1894,6.848223575518984e-08,5.821044023785709e-10,5.821044023785709e-10,5.821044023785709e-10
1895,6.830662917829094e-08,6.609575981768906e-10,6.609575981768906e-10,6.609575981768906e-10
1896,6.682513590102904e-08,5.426930730198113e-10,5.426930730198113e-10,5.426930730198113e-10
1897,6.620315521185408e-08,5.292552031553401e-10,5.292552031553401e-10,5.292552031553401e-10
1898,6.908168970198858e-08,5.606690587990824e-10,5.606690587990824e-10,5.606690587990824e-10
1899,7.19819957290773e-08,4.033679818731579e-10,4.033679818731579e-10,4.033679818731579e-10
1900,7.218692335949786e-08,4.426065863023203e-10,4.426065863023203e-10,4.426065863023203e-10
1901,6.584578571278143e-08,3.9842304059131296e-10,3.9842304059131296e-10,3.9842304059131296e-10
1902,5.9323483014850353e-08,3.442218732274682e-10,3.442218732274682e-10,3.442218732274682e-10
1903,6.222917089563193e-08,3.5327845410953225e-10,3.5327845410953225e-10,3.5327845410953225e-10
1904,6.248341019191425e-08,3.4783242357822834e-10,3.4783242357822834e-10,3.4783242357822834e-10
1905,6.431600953403307e-08,2.70097135133897e-10,2.70097135133897e-10,2.70097135133897e-10
1906,6.426033952574731e-08,2.8561212125513945e-10,2.8561212125513945e-10,2.8561212125513945e-10
1907,6.42853551978208e-08,2.357891897603841e-10,2.357891897603841e-10,2.357891897603841e-10
1908,6.868701163398327e-08,2.495136438732512e-10,2.495136438732512e-10,2.495136438732512e-10
1909,7.481978972886541e-08,2.529828093043664e-10,2.529828093043664e-10,2.529828093043664e-10
1910,7.526589891020713e-08,2.1893926651797965e-10,2.1893926651797965e-10,2.1893926651797965e-10
1911,7.729731115497479e-08,2.0120971852951745e-10,2.0120971852951745e-10,2.0120971852951745e-10
1912,7.949047743847717e-08,2.139583163418557e-10,2.139583163418557e-10,2.139583163418557e-10
1913,8.202897865723052e-08,1.984433302206133e-10,1.984433302206133e-10,1.984433302206133e-10
1914,8.557785236007476e-08,1.544591240624068e-10,1.544591240624068e-10,1.544591240624068e-10
1915,8.902634464545502e-08,2.523057239324698e-10,2.523057239324698e-10,2.523057239324698e-10
1916,8.924015202995048e-08,2.573891377810611e-10,2.573891377810611e-10,2.573891377810611e-10
1917,9.0437451051782e-08,2.7154671666013945e-10,2.7154671666013945e-10,2.7154671666013945e-10
1918,9.357541789053617e-08,3.0070950194202185e-10,3.0070950194202185e-10,3.0070950194202185e-10
1919,9.299013165835796e-08,2.716729262188165e-10,2.716729262188165e-10,2.716729262188165e-10
1920,9.646214290829188e-08,2.948745811018735e-10,2.948745811018735e-10,2.948745811018735e-10
1921,9.686251140854957e-08,2.8025809153556635e-10,2.8025809153556635e-10,2.8025809153556635e-10
1922,1.0505994956539716e-07,1.928383335950531e-10,1.928383335950531e-10,1.928383335950531e-10
1923,1.1063946812685441e-07,1.8173777264842072e-10,1.8173777264842072e-10,1.8173777264842072e-10
1924,1.18095667086696e-07,1.5380630400249221e-10,1.5380630400249221e-10,1.5380630400249221e-10
1925,1.29604619100324e-07,1.336707619592481e-10,1.336707619592481e-10,1.336707619592481e-10
1926,1.4030063206454152e-07,1.1946501526122992e-10,1.1946501526122992e-10,1.1946501526122992e-10
1927,1.4191883021144998e-07,1.8721687493934118e-10,1.8721687493934118e-10,1.8721687493934118e-10
1928,1.5887151505467045e-07,2.1002636138181937e-10,2.1002636138181937e-10,2.1002636138181937e-10
1929,1.616429585737933e-07,1.8587506533940257e-10,1.8587506533940257e-10,1.8587506533940257e-10
1930,1.6993234705101452e-07,1.6399556910874835e-10,1.6399556910874835e-10,1.6399556910874835e-10
1931,1.767458103683696e-07,1.6399556910874835e-10,1.6399556910874835e-10,1.6399556910874835e-10
1932,1.7120257617924445e-07,1.4099039396293326e-10,1.4099039396293326e-10,1.4099039396293326e-10
1933,1.7061446401710002e-07,1.6415755263058226e-10,1.6415755263058226e-10,1.6415755263058226e-10
1934,1.7481150190893198e-07,7.320403806941402e-11,7.320403806941402e-11,7.320403806941402e-11
1935,1.7181029526065166e-07,7.261688472759431e-11,7.261688472759431e-11,7.261688472759431e-11
1936,1.71594974420129e-07,1.9824147482313696e-10,1.9824147482313696e-10,1.9824147482313696e-10
1937,1.728189736078483e-07,2.1589891580869088e-10,2.1589891580869088e-10,2.1589891580869088e-10
1938,2.087793973259977e-07,2.594034173971796e-10,2.594034173971796e-10,2.594034173971796e-10
1939,2.07389794988038e-07,2.594034173971796e-10,2.594034173971796e-10,2.594034173971796e-10
1940,2.1246747954657102e-07,2.3623625872953065e-10,2.3623625872953065e-10,2.3623625872953065e-10
1941,2.2115201098975896e-07,2.3623625872953065e-10,2.3623625872953065e-10,2.3623625872953065e-10
1942,2.2037714789543576e-07,2.6383001735677935e-10,2.6383001735677935e-10,2.6383001735677935e-10
1943,2.2640636895435558e-07,1.3820542726123668e-10,1.3820542726123668e-10,1.3820542726123668e-10
1944,2.281991291803414e-07,9.332059331639592e-11,9.332059331639592e-11,9.332059331639592e-11
1945,1.94382985390413e-07,4.981609172790716e-11,4.981609172790716e-11,4.981609172790716e-11
1946,2.0766067621025286e-07,6.63641958847145e-11,6.63641958847145e-11,6.63641958847145e-11
1947,1.984493666538713e-07,8.292117191301327e-11,8.292117191301327e-11,8.292117191301327e-11
1948,1.9589767573182015e-07,2.881211717621822e-10,2.881211717621822e-10,2.881211717621822e-10
1949,1.9572998967630285e-07,2.5531124238563155e-10,2.5531124238563155e-10,2.5531124238563155e-10
