ngram,Bunge,Bung,Bunge,Bung
1625,0.0,1.493321925798747e-07,0.0,1.493321925798747e-07
1626,0.0,1.493321925798747e-07,0.0,1.493321925798747e-07
1627,0.0,1.493321925798747e-07,0.0,1.493321925798747e-07
1628,0.0,2.148438186720471e-07,0.0,2.148438186720471e-07
1629,0.0,2.148438186720471e-07,0.0,2.148438186720471e-07
1630,0.0,2.148438186720471e-07,0.0,2.148438186720471e-07
1631,0.0,6.55116260921724e-08,0.0,6.55116260921724e-08
1632,0.0,6.55116260921724e-08,0.0,6.55116260921724e-08
1633,0.0,6.55116260921724e-08,0.0,6.55116260921724e-08
1634,0.0,6.55116260921724e-08,0.0,6.55116260921724e-08
1635,0.0,0.0,0.0,0.0
1636,0.0,0.0,0.0,0.0
1637,0.0,0.0,0.0,0.0
1638,0.0,0.0,0.0,0.0
1639,0.0,0.0,0.0,0.0
1640,0.0,0.0,0.0,0.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,0.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,0.0
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,4.392013660695479e-08,3.074409440679509e-07,4.392013660695479e-08,3.074409440679509e-07
1651,4.392013660695479e-08,3.074409440679509e-07,4.392013660695479e-08,3.074409440679509e-07
1652,4.392013660695479e-08,3.074409440679509e-07,4.392013660695479e-08,3.074409440679509e-07
1653,4.392013660695479e-08,3.074409440679509e-07,4.392013660695479e-08,3.074409440679509e-07
1654,4.392013660695479e-08,3.489241302239472e-07,4.392013660695479e-08,3.489241302239472e-07
1655,4.392013660695479e-08,3.489241302239472e-07,4.392013660695479e-08,3.489241302239472e-07
1656,4.392013660695479e-08,3.489241302239472e-07,4.392013660695479e-08,3.489241302239472e-07
1657,0.0,4.1483186155996266e-08,0.0,4.1483186155996266e-08
1658,0.0,4.1483186155996266e-08,0.0,4.1483186155996266e-08
1659,0.0,4.1483186155996266e-08,0.0,4.1483186155996266e-08
1660,0.0,4.1483186155996266e-08,0.0,4.1483186155996266e-08
1661,0.0,0.0,0.0,0.0
1662,0.0,8.119971945624066e-08,0.0,8.119971945624066e-08
1663,0.0,8.119971945624066e-08,0.0,8.119971945624066e-08
1664,0.0,2.3841164420446148e-07,0.0,2.3841164420446148e-07
1665,0.0,2.825032611651425e-07,0.0,2.825032611651425e-07
1666,0.0,3.2245165877092017e-07,0.0,3.2245165877092017e-07
1667,0.0,3.2245165877092017e-07,0.0,3.2245165877092017e-07
1668,0.0,3.2245165877092017e-07,0.0,3.2245165877092017e-07
1669,0.0,2.7120603160061106e-07,0.0,2.7120603160061106e-07
1670,0.0,2.7120603160061106e-07,0.0,2.7120603160061106e-07
1671,0.0,2.704348775393685e-07,0.0,2.704348775393685e-07
1672,0.0,2.755444634366151e-07,0.0,2.755444634366151e-07
1673,0.0,2.603389361865993e-07,0.0,2.603389361865993e-07
1674,0.0,3.904610334107669e-07,0.0,3.904610334107669e-07
1675,0.0,4.934165320134655e-07,0.0,4.934165320134655e-07
1676,0.0,5.493554604234825e-07,0.0,5.493554604234825e-07
1677,0.0,6.837002522226092e-07,0.0,6.837002522226092e-07
1678,0.0,5.870151958171326e-07,0.0,5.870151958171326e-07
1679,0.0,5.37813992959205e-07,0.0,5.37813992959205e-07
1680,0.0,5.492749802929861e-07,0.0,5.492749802929861e-07
1681,0.0,5.310321163116376e-07,0.0,5.310321163116376e-07
1682,0.0,4.885597166191604e-07,0.0,4.885597166191604e-07
1683,0.0,4.468011525204929e-07,0.0,4.468011525204929e-07
1684,0.0,6.631153236672358e-07,0.0,6.631153236672358e-07
1685,0.0,6.235654410602365e-07,0.0,6.235654410602365e-07
1686,0.0,6.235654410602365e-07,0.0,6.235654410602365e-07
1687,0.0,8.345621133847609e-07,0.0,8.345621133847609e-07
1688,0.0,7.692744584833886e-07,0.0,7.692744584833886e-07
1689,0.0,7.719336991840464e-07,0.0,7.719336991840464e-07
1690,0.0,8.108804061229031e-07,0.0,8.108804061229031e-07
1691,0.0,5.336195982863501e-07,0.0,5.336195982863501e-07
1692,0.0,5.134137666118477e-07,0.0,5.134137666118477e-07
1693,0.0,5.761161544017211e-07,0.0,5.761161544017211e-07
1694,0.0,3.776867255770152e-07,0.0,3.776867255770152e-07
1695,0.0,3.776155576166015e-07,0.0,3.776155576166015e-07
1696,0.0,3.1447321800572225e-07,0.0,3.1447321800572225e-07
1697,0.0,3.0486280674527476e-07,0.0,3.0486280674527476e-07
1698,0.0,2.52207192780978e-07,0.0,2.52207192780978e-07
1699,0.0,3.959721409176252e-07,0.0,3.959721409176252e-07
1700,0.0,3.4626760582666195e-07,0.0,3.4626760582666195e-07
1701,0.0,3.264967826258466e-07,0.0,3.264967826258466e-07
1702,0.0,2.919615320300701e-07,0.0,2.919615320300701e-07
1703,0.0,2.919615320300701e-07,0.0,2.919615320300701e-07
1704,0.0,3.224319757220785e-07,0.0,3.224319757220785e-07
1705,0.0,4.8484552398317e-07,0.0,4.8484552398317e-07
1706,0.0,3.632313416395456e-07,0.0,3.632313416395456e-07
1707,0.0,3.988433009892235e-07,0.0,3.988433009892235e-07
1708,0.0,4.470099617443728e-07,0.0,4.470099617443728e-07
1709,0.0,5.191999170912303e-07,0.0,5.191999170912303e-07
1710,0.0,5.191999170912303e-07,0.0,5.191999170912303e-07
1711,0.0,4.637203667406149e-07,0.0,4.637203667406149e-07
1712,0.0,2.9142769721244933e-07,0.0,2.9142769721244933e-07
1713,0.0,4.3154715712034886e-07,0.0,4.3154715712034886e-07
1714,0.0,4.5951022948591866e-07,0.0,4.5951022948591866e-07
1715,0.0,4.1631035177910493e-07,0.0,4.1631035177910493e-07
1716,3.541983265417262e-08,4.029749019553362e-07,3.541983265417262e-08,4.029749019553362e-07
1717,3.541983265417262e-08,5.175959856273948e-07,3.541983265417262e-08,5.175959856273948e-07
1718,3.541983265417262e-08,5.852606861367349e-07,3.541983265417262e-08,5.852606861367349e-07
1719,3.541983265417262e-08,6.007367505032692e-07,3.541983265417262e-08,6.007367505032692e-07
1720,3.541983265417262e-08,4.4752765303103713e-07,3.541983265417262e-08,4.4752765303103713e-07
1721,3.541983265417262e-08,6.337565108895303e-07,3.541983265417262e-08,6.337565108895303e-07
1722,3.541983265417262e-08,6.770653168278581e-07,3.541983265417262e-08,6.770653168278581e-07
1723,0.0,6.309263562392127e-07,0.0,6.309263562392127e-07
1724,0.0,6.102399885727599e-07,0.0,6.102399885727599e-07
1725,0.0,5.970549870377389e-07,0.0,5.970549870377389e-07
1726,0.0,6.282029860114693e-07,0.0,6.282029860114693e-07
1727,0.0,6.601981539233748e-07,0.0,6.601981539233748e-07
1728,0.0,4.816306926613834e-07,0.0,4.816306926613834e-07
1729,1.2743953448079992e-08,4.999344765467737e-07,1.2743953448079992e-08,4.999344765467737e-07
1730,1.2743953448079992e-08,5.652493858373678e-07,1.2743953448079992e-08,5.652493858373678e-07
1731,1.2743953448079992e-08,5.270485863612911e-07,1.2743953448079992e-08,5.270485863612911e-07
1732,1.2743953448079992e-08,5.179850981156571e-07,1.2743953448079992e-08,5.179850981156571e-07
1733,1.2743953448079992e-08,4.74547154080288e-07,1.2743953448079992e-08,4.74547154080288e-07
1734,1.2743953448079992e-08,6.554453092024102e-07,1.2743953448079992e-08,6.554453092024102e-07
1735,1.2743953448079992e-08,5.841448802763287e-07,1.2743953448079992e-08,5.841448802763287e-07
1736,0.0,6.649596317385788e-07,0.0,6.649596317385788e-07
1737,0.0,7.825928644170485e-07,0.0,7.825928644170485e-07
1738,0.0,7.48826212973849e-07,0.0,7.48826212973849e-07
1739,0.0,6.87257522510468e-07,0.0,6.87257522510468e-07
1740,2.2461835312372258e-08,8.678772199946902e-07,2.2461835312372258e-08,8.678772199946902e-07
1741,2.2461835312372258e-08,6.815708723755571e-07,2.2461835312372258e-08,6.815708723755571e-07
1742,2.2461835312372258e-08,6.75014392572036e-07,2.2461835312372258e-08,6.75014392572036e-07
1743,2.2461835312372258e-08,5.082513838366205e-07,2.2461835312372258e-08,5.082513838366205e-07
1744,2.2461835312372258e-08,3.0953065786677924e-07,2.2461835312372258e-08,3.0953065786677924e-07
1745,2.2461835312372258e-08,3.4436757750151106e-07,2.2461835312372258e-08,3.4436757750151106e-07
1746,2.2461835312372258e-08,4.016620001680492e-07,2.2461835312372258e-08,4.016620001680492e-07
1747,0.0,2.9849410207053294e-07,0.0,2.9849410207053294e-07
1748,0.0,2.737651938795287e-07,0.0,2.737651938795287e-07
1749,0.0,2.9216422348099513e-07,0.0,2.9216422348099513e-07
1750,0.0,2.9572775568047813e-07,0.0,2.9572775568047813e-07
1751,0.0,3.4390585312849e-07,0.0,3.4390585312849e-07
1752,0.0,3.9626219461297296e-07,0.0,3.9626219461297296e-07
1753,0.0,4.0221629912399036e-07,0.0,4.0221629912399036e-07
1754,0.0,3.358193733252587e-07,0.0,3.358193733252587e-07
1755,0.0,3.4416671671319167e-07,0.0,3.4416671671319167e-07
1756,0.0,3.6492237244699156e-07,0.0,3.6492237244699156e-07
1757,0.0,3.7608843277731854e-07,0.0,3.7608843277731854e-07
1758,0.0,3.2830496873462576e-07,0.0,3.2830496873462576e-07
1759,0.0,2.2610203233495797e-07,0.0,2.2610203233495797e-07
1760,0.0,1.3054433927501513e-07,0.0,1.3054433927501513e-07
1761,0.0,1.1099106142101586e-07,0.0,1.1099106142101586e-07
1762,0.0,9.708968663955733e-08,0.0,9.708968663955733e-08
1763,0.0,8.846039684889157e-08,0.0,8.846039684889157e-08
1764,0.0,7.253144979862164e-08,0.0,7.253144979862164e-08
1765,0.0,7.79457377372442e-08,0.0,7.79457377372442e-08
1766,0.0,1.015976164150548e-07,0.0,1.015976164150548e-07
1767,0.0,1.7815467399730422e-07,0.0,1.7815467399730422e-07
1768,0.0,1.7528575162779297e-07,0.0,1.7528575162779297e-07
1769,0.0,1.7905936695277497e-07,0.0,1.7905936695277497e-07
1770,0.0,1.450395207111147e-07,0.0,1.450395207111147e-07
1771,1.053057526892839e-08,1.524033440400022e-07,1.053057526892839e-08,1.524033440400022e-07
1772,3.4255310968741726e-08,1.9566010170787456e-07,3.4255310968741726e-08,1.9566010170787456e-07
1773,1.7958600295742144e-07,1.7024101493591714e-07,1.7958600295742144e-07,1.7024101493591714e-07
1774,1.7958600295742144e-07,9.635642049334234e-08,1.7958600295742144e-07,9.635642049334234e-08
1775,1.7958600295742144e-07,1.0811765375048513e-07,1.7958600295742144e-07,1.0811765375048513e-07
1776,1.7958600295742144e-07,1.1525309138806148e-07,1.7958600295742144e-07,1.1525309138806148e-07
1777,1.7958600295742144e-07,1.2112432022450192e-07,1.7958600295742144e-07,1.2112432022450192e-07
1778,1.6905542768849306e-07,1.0532845782863984e-07,1.6905542768849306e-07,1.0532845782863984e-07
1779,1.478923777093704e-07,4.98963438185943e-08,1.478923777093704e-07,4.98963438185943e-08
1780,4.910826031537649e-09,4.7055102417711426e-08,4.910826031537649e-09,4.7055102417711426e-08
1781,4.910826031537649e-09,5.585774002067215e-08,4.910826031537649e-09,5.585774002067215e-08
1782,4.910826031537649e-09,4.78886946605631e-08,4.910826031537649e-09,4.78886946605631e-08
1783,4.910826031537649e-09,4.248747258779011e-08,4.910826031537649e-09,4.248747258779011e-08
1784,4.910826031537649e-09,3.7062266398736806e-08,4.910826031537649e-09,3.7062266398736806e-08
1785,6.528948429515172e-09,4.838912356522737e-08,6.528948429515172e-09,4.838912356522737e-08
1786,7.987557662910864e-09,4.582743784453669e-08,7.987557662910864e-09,4.582743784453669e-08
1787,1.9818975540074135e-08,4.6056580771391964e-08,1.9818975540074135e-08,4.6056580771391964e-08
1788,1.9818975540074135e-08,3.719458417452058e-08,1.9818975540074135e-08,3.719458417452058e-08
1789,1.9818975540074135e-08,3.304695336428917e-08,1.9818975540074135e-08,3.304695336428917e-08
1790,2.0923823943316426e-08,2.990789736502718e-08,2.0923823943316426e-08,2.990789736502718e-08
1791,2.0923823943316426e-08,3.309475081282796e-08,2.0923823943316426e-08,3.309475081282796e-08
1792,1.93057015453389e-08,2.2856155698239685e-08,1.93057015453389e-08,2.2856155698239685e-08
1793,1.725745083344269e-08,3.961853182029732e-08,1.725745083344269e-08,3.961853182029732e-08
1794,3.076892645432443e-09,4.2030176545487004e-08,3.076892645432443e-09,4.2030176545487004e-08
1795,3.076892645432443e-09,5.037633738729548e-08,3.076892645432443e-09,5.037633738729548e-08
1796,3.076892645432443e-09,5.3738537302600823e-08,3.076892645432443e-09,5.3738537302600823e-08
1797,1.972044242190155e-09,5.3941529211596976e-08,1.972044242190155e-09,5.3941529211596976e-08
1798,1.4702491287924398e-08,4.9161701630241946e-08,1.4702491287924398e-08,4.9161701630241946e-08
1799,1.7706339125059652e-08,4.927497876394682e-08,1.7706339125059652e-08,4.927497876394682e-08
1800,1.5734294882869497e-08,3.992255288259068e-08,1.5734294882869497e-08,3.992255288259068e-08
1801,1.5734294882869497e-08,5.1184541050020016e-08,1.5734294882869497e-08,5.1184541050020016e-08
1802,1.5734294882869497e-08,4.283003691390215e-08,1.5734294882869497e-08,4.283003691390215e-08
1803,1.6787294728918108e-08,4.8724066051672055e-08,1.6787294728918108e-08,4.8724066051672055e-08
1804,1.770252738048888e-08,4.810899640566342e-08,1.770252738048888e-08,4.810899640566342e-08
1805,5.231757836478477e-09,5.546173882058676e-08,5.231757836478477e-09,5.546173882058676e-08
1806,2.486460101306217e-09,7.054885590004492e-08,2.486460101306217e-09,7.054885590004492e-08
1807,2.486460101306217e-09,6.941554226662966e-08,2.486460101306217e-09,6.941554226662966e-08
1808,3.427912858328901e-09,6.045988497151353e-08,3.427912858328901e-09,6.045988497151353e-08
1809,3.427912858328901e-09,6.545396656422651e-08,3.427912858328901e-09,6.545396656422651e-08
1810,2.37491301228029e-09,6.346022425012571e-08,2.37491301228029e-09,6.346022425012571e-08
1811,1.6940643015368145e-09,6.457618490734213e-08,1.6940643015368145e-09,6.457618490734213e-08
1812,1.4343867998129716e-09,6.694546935851317e-08,1.4343867998129716e-09,6.694546935851317e-08
1813,1.1758366978499778e-09,5.589425709575023e-08,1.1758366978499778e-09,5.589425709575023e-08
1814,1.3847948343581606e-09,5.358782497109717e-08,1.3847948343581606e-09,5.358782497109717e-08
1815,1.602186272542383e-09,5.324463181466399e-08,1.602186272542383e-09,5.324463181466399e-08
1816,2.553049850893631e-09,5.363304340327042e-08,2.553049850893631e-09,5.363304340327042e-08
1817,2.7243974219461263e-09,5.586676949625209e-08,2.7243974219461263e-09,5.586676949625209e-08
1818,3.2061529463080417e-09,5.8529109178298966e-08,3.2061529463080417e-09,5.8529109178298966e-08
1819,4.859424751479935e-09,5.99966925664473e-08,4.859424751479935e-09,5.99966925664473e-08
1820,5.891203287105335e-09,6.787757581402534e-08,5.891203287105335e-09,6.787757581402534e-08
1821,5.682245150597152e-09,7.059219240902945e-08,5.682245150597152e-09,7.059219240902945e-08
1822,5.147245486978948e-09,9.470658263970628e-08,5.147245486978948e-09,9.470658263970628e-08
1823,5.320084055832857e-09,9.332107861074032e-08,5.320084055832857e-09,9.332107861074032e-08
1824,5.148736484780361e-09,8.552169664507606e-08,5.148736484780361e-09,8.552169664507606e-08
1825,1.2915923061232855e-08,8.201854332209482e-08,1.2915923061232855e-08,8.201854332209482e-08
1826,1.3632616051901486e-08,8.165377707314292e-08,1.3632616051901486e-08,8.165377707314292e-08
1827,1.6469950038709513e-08,7.899251031062704e-08,1.6469950038709513e-08,7.899251031062704e-08
1828,1.9338512061547623e-08,8.367160830857756e-08,1.9338512061547623e-08,8.367160830857756e-08
1829,2.412578695551052e-08,6.131816324536235e-08,2.412578695551052e-08,6.131816324536235e-08
1830,3.6630634525636196e-08,6.110181770070864e-08,3.6630634525636196e-08,6.110181770070864e-08
1831,4.229720878307879e-08,6.4695579433354e-08,4.229720878307879e-08,6.4695579433354e-08
1832,3.500597513448968e-08,6.314418296174803e-08,3.500597513448968e-08,6.314418296174803e-08
1833,3.8986836743098204e-08,6.114058643496329e-08,3.8986836743098204e-08,6.114058643496329e-08
1834,3.819095148064175e-08,8.590104881380154e-08,3.819095148064175e-08,8.590104881380154e-08
1835,5.207907007230363e-08,8.760734004908954e-08,5.207907007230363e-08,8.760734004908954e-08
1836,4.8844724963105687e-08,1.0358845717714108e-07,4.8844724963105687e-08,1.0358845717714108e-07
1837,4.296031606644744e-08,1.0665090499628604e-07,4.296031606644744e-08,1.0665090499628604e-07
1838,4.59185511201911e-08,1.0781100406071736e-07,4.59185511201911e-08,1.0781100406071736e-07
1839,4.7833497670727154e-08,1.1510292503252068e-07,4.7833497670727154e-08,1.1510292503252068e-07
1840,4.359907837933211e-08,1.275238413914589e-07,4.359907837933211e-08,1.275238413914589e-07
1841,4.633399289640952e-08,9.762461721558274e-08,4.633399289640952e-08,9.762461721558274e-08
1842,3.2314006962305286e-08,8.771680981567442e-08,3.2314006962305286e-08,8.771680981567442e-08
1843,3.7809452838441105e-08,6.656270658465604e-08,3.7809452838441105e-08,6.656270658465604e-08
1844,3.220236344247951e-08,6.733263140696571e-08,3.220236344247951e-08,6.733263140696571e-08
1845,2.5246023303639375e-08,6.516230805735696e-08,2.5246023303639375e-08,6.516230805735696e-08
1846,2.6117434944897663e-08,5.841204599375617e-08,2.6117434944897663e-08,5.841204599375617e-08
1847,2.6667668327563987e-08,4.882771977219948e-08,2.6667668327563987e-08,4.882771977219948e-08
1848,2.2609532151258397e-08,5.1767259939034764e-08,2.2609532151258397e-08,5.1767259939034764e-08
1849,2.2344856251014074e-08,6.203974121733933e-08,2.2344856251014074e-08,6.203974121733933e-08
1850,1.7900589835814377e-08,7.245487004021405e-08,1.7900589835814377e-08,7.245487004021405e-08
1851,1.7667110821914126e-08,7.802281487556684e-08,1.7667110821914126e-08,7.802281487556684e-08
1852,1.953795170095418e-08,8.365157709379543e-08,1.953795170095418e-08,8.365157709379543e-08
1853,3.4332385315646463e-08,8.888784514787013e-08,3.4332385315646463e-08,8.888784514787013e-08
1854,3.72714514489709e-08,8.397835011513572e-08,3.72714514489709e-08,8.397835011513572e-08
1855,3.8514045540085003e-08,8.375327910568688e-08,3.8514045540085003e-08,8.375327910568688e-08
1856,3.877546106423324e-08,8.731538615945413e-08,3.877546106423324e-08,8.731538615945413e-08
1857,4.122734585467112e-08,8.192712540124245e-08,4.122734585467112e-08,8.192712540124245e-08
1858,4.456569335786753e-08,7.85837619738621e-08,4.456569335786753e-08,7.85837619738621e-08
1859,5.248110872863825e-08,8.066626833169721e-08,5.248110872863825e-08,8.066626833169721e-08
1860,3.742893233444582e-08,8.000485252068756e-08,3.742893233444582e-08,8.000485252068756e-08
1861,3.8488654041657355e-08,9.580981189368945e-08,3.8488654041657355e-08,9.580981189368945e-08
1862,4.151362758315307e-08,9.69148408509162e-08,4.151362758315307e-08,9.69148408509162e-08
1863,4.551123465392136e-08,1.0178179975030486e-07,4.551123465392136e-08,1.0178179975030486e-07
1864,4.590666691228762e-08,1.0856691647274732e-07,4.590666691228762e-08,1.0856691647274732e-07
1865,4.8404393636149375e-08,1.161149591715522e-07,4.8404393636149375e-08,1.161149591715522e-07
1866,4.3718330289266305e-08,1.2851728367227873e-07,4.3718330289266305e-08,1.2851728367227873e-07
1867,4.66955535825621e-08,1.3991206263394167e-07,4.66955535825621e-08,1.3991206263394167e-07
1868,4.805141935142794e-08,1.3874562755842946e-07,4.805141935142794e-08,1.3874562755842946e-07
1869,5.244493449043018e-08,1.5557617213549486e-07,5.244493449043018e-08,1.5557617213549486e-07
1870,5.830035781124414e-08,1.54492559951385e-07,5.830035781124414e-08,1.54492559951385e-07
1871,6.403272071306024e-08,1.6324173048230607e-07,6.403272071306024e-08,1.6324173048230607e-07
1872,6.403294707167464e-08,1.6213006810111047e-07,6.403294707167464e-08,1.6213006810111047e-07
1873,7.087833964192214e-08,1.517149956141241e-07,7.087833964192214e-08,1.517149956141241e-07
1874,7.208881060348307e-08,1.510154865919893e-07,7.208881060348307e-08,1.510154865919893e-07
1875,7.213063771668463e-08,1.439787768374247e-07,7.213063771668463e-08,1.439787768374247e-07
1876,7.517407597999539e-08,1.3924635514480803e-07,7.517407597999539e-08,1.3924635514480803e-07
1877,7.261874098877083e-08,1.4293218799009212e-07,7.261874098877083e-08,1.4293218799009212e-07
1878,7.311184445159467e-08,1.3348929326996638e-07,7.311184445159467e-08,1.3348929326996638e-07
1879,7.699827163167226e-08,1.2990280444975205e-07,7.699827163167226e-08,1.2990280444975205e-07
1880,7.693353103783401e-08,1.2872501997662766e-07,7.693353103783401e-08,1.2872501997662766e-07
1881,8.338747444927971e-08,1.2583854973919578e-07,8.338747444927971e-08,1.2583854973919578e-07
1882,1.0015009114080645e-07,1.259248025218897e-07,1.0015009114080645e-07,1.259248025218897e-07
1883,1.0828197056460859e-07,1.1782703726989244e-07,1.0828197056460859e-07,1.1782703726989244e-07
1884,1.2433766625820552e-07,1.0702975267966914e-07,1.2433766625820552e-07,1.0702975267966914e-07
1885,1.5287268086337592e-07,1.0778182765339547e-07,1.5287268086337592e-07,1.0778182765339547e-07
1886,1.5603387838934525e-07,1.0705636656536757e-07,1.5603387838934525e-07,1.0705636656536757e-07
1887,1.66553750854551e-07,1.1207365600642203e-07,1.66553750854551e-07,1.1207365600642203e-07
1888,1.7770909214017854e-07,1.0871037606615833e-07,1.7770909214017854e-07,1.0871037606615833e-07
1889,1.7455285521756586e-07,1.0687964646649561e-07,1.7455285521756586e-07,1.0687964646649561e-07
1890,1.795016290527331e-07,1.0580753593915557e-07,1.795016290527331e-07,1.0580753593915557e-07
1891,1.7748355166499356e-07,1.0850027771474352e-07,1.7748355166499356e-07,1.0850027771474352e-07
1892,1.6702937902631936e-07,1.0767297453639912e-07,1.6702937902631936e-07,1.0767297453639912e-07
1893,1.7906260804271108e-07,1.0461396117632051e-07,1.7906260804271108e-07,1.0461396117632051e-07
1894,1.7571550513041855e-07,9.432172833255339e-08,1.7571550513041855e-07,9.432172833255339e-08
1895,1.9112176273340863e-07,9.425375172408426e-08,1.9112176273340863e-07,9.425375172408426e-08
