ngram,Posco,Poso,Psco,Psco
1645,0.0,0.0,0.0,0.0
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,0.0,0.0,0.0,0.0
1649,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,0.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,0.0
1654,0.0,0.0,0.0,0.0
1655,0.0,0.0,0.0,0.0
1656,0.0,0.0,0.0,0.0
1657,0.0,0.0,0.0,0.0
1658,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,0.0
1663,0.0,0.0,0.0,0.0
1664,0.0,0.0,0.0,0.0
1665,0.0,0.0,0.0,0.0
1666,0.0,0.0,0.0,0.0
1667,0.0,0.0,0.0,0.0
1668,0.0,0.0,0.0,0.0
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,0.0
1676,0.0,0.0,0.0,0.0
1677,0.0,0.0,0.0,0.0
1678,0.0,0.0,0.0,0.0
1679,0.0,0.0,0.0,0.0
1680,0.0,0.0,0.0,0.0
1681,0.0,0.0,0.0,0.0
1682,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,0.0
1685,0.0,0.0,0.0,0.0
1686,0.0,0.0,0.0,0.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,0.0
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,0.0,0.0,0.0,0.0
1696,0.0,0.0,0.0,0.0
1697,0.0,0.0,0.0,0.0
1698,0.0,0.0,0.0,0.0
1699,0.0,0.0,0.0,0.0
1700,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0
1712,1.086341987794575e-08,0.0,0.0,0.0
1713,1.086341987794575e-08,0.0,0.0,0.0
1714,1.086341987794575e-08,0.0,0.0,0.0
1715,1.086341987794575e-08,0.0,0.0,0.0
1716,1.086341987794575e-08,0.0,0.0,0.0
1717,1.086341987794575e-08,0.0,0.0,0.0
1718,1.086341987794575e-08,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0
1727,0.0,0.0,0.0,0.0
1728,0.0,0.0,0.0,0.0
1729,0.0,0.0,0.0,0.0
1730,0.0,0.0,0.0,0.0
1731,0.0,0.0,0.0,0.0
1732,0.0,0.0,0.0,0.0
1733,0.0,0.0,0.0,0.0
1734,0.0,0.0,0.0,0.0
1735,0.0,6.466926042289092e-09,0.0,0.0
1736,0.0,6.466926042289092e-09,0.0,0.0
1737,0.0,6.466926042289092e-09,0.0,0.0
1738,0.0,6.466926042289092e-09,0.0,0.0
1739,0.0,6.466926042289092e-09,0.0,0.0
1740,0.0,6.466926042289092e-09,0.0,0.0
1741,0.0,6.466926042289092e-09,0.0,0.0
1742,0.0,0.0,0.0,0.0
1743,0.0,0.0,0.0,0.0
1744,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0
1746,0.0,0.0,0.0,0.0
1747,0.0,0.0,0.0,0.0
1748,0.0,0.0,0.0,0.0
1749,0.0,0.0,0.0,0.0
1750,0.0,0.0,0.0,0.0
1751,0.0,0.0,0.0,0.0
1752,0.0,0.0,0.0,0.0
1753,0.0,0.0,0.0,0.0
1754,0.0,0.0,0.0,0.0
1755,0.0,0.0,0.0,0.0
1756,0.0,0.0,0.0,0.0
1757,0.0,0.0,0.0,0.0
1758,0.0,0.0,0.0,0.0
1759,0.0,0.0,0.0,0.0
1760,0.0,0.0,0.0,0.0
1761,0.0,2.7755674584081393e-09,0.0,0.0
1762,0.0,2.7755674584081393e-09,0.0,0.0
1763,0.0,2.7755674584081393e-09,0.0,0.0
1764,0.0,2.7755674584081393e-09,0.0,0.0
1765,0.0,2.7755674584081393e-09,0.0,0.0
1766,0.0,2.7755674584081393e-09,0.0,0.0
1767,0.0,2.7755674584081393e-09,0.0,0.0
1768,0.0,0.0,0.0,0.0
1769,0.0,0.0,0.0,0.0
1770,0.0,0.0,0.0,0.0
1771,0.0,0.0,0.0,0.0
1772,0.0,0.0,0.0,0.0
1773,0.0,0.0,0.0,0.0
1774,0.0,5.344926279349238e-09,0.0,0.0
1775,2.8886891608895635e-09,5.344926279349238e-09,0.0,0.0
1776,2.8886891608895635e-09,5.344926279349238e-09,0.0,0.0
1777,2.8886891608895635e-09,5.344926279349238e-09,0.0,0.0
1778,2.8886891608895635e-09,5.344926279349238e-09,0.0,0.0
1779,2.8886891608895635e-09,5.344926279349238e-09,0.0,0.0
1780,2.8886891608895635e-09,5.344926279349238e-09,0.0,0.0
1781,2.8886891608895635e-09,0.0,0.0,0.0
1782,0.0,0.0,0.0,0.0
1783,0.0,0.0,0.0,0.0
1784,0.0,0.0,0.0,0.0
1785,0.0,1.6181223979775235e-09,0.0,0.0
1786,0.0,1.6181223979775235e-09,0.0,0.0
1787,0.0,1.6181223979775235e-09,0.0,0.0
1788,0.0,1.6181223979775235e-09,0.0,0.0
1789,0.0,1.6181223979775235e-09,0.0,0.0
1790,0.0,1.6181223979775235e-09,0.0,0.0
1791,0.0,1.6181223979775235e-09,0.0,0.0
1792,0.0,0.0,0.0,0.0
1793,0.0,0.0,0.0,0.0
1794,1.9959711344037193e-09,2.9939566762290526e-08,0.0,0.0
1795,1.9959711344037193e-09,4.089883174986296e-08,0.0,0.0
1796,1.9959711344037193e-09,4.1846993362578844e-08,0.0,0.0
1797,1.9959711344037193e-09,4.1846993362578844e-08,0.0,0.0
1798,1.9959711344037193e-09,4.1846993362578844e-08,0.0,0.0
1799,1.9959711344037193e-09,4.2447762955382425e-08,0.0,0.0
1800,1.9959711344037193e-09,4.2447762955382425e-08,0.0,0.0
1801,0.0,1.3436877134763238e-08,0.0,0.0
1802,0.0,2.4776121471908094e-09,0.0,0.0
1803,3.860999646982626e-09,1.5294505344749204e-09,0.0,0.0
1804,3.860999646982626e-09,4.885303526793093e-09,0.0,0.0
1805,3.860999646982626e-09,5.404658530240778e-09,2.5967750172384285e-10,2.5967750172384285e-10
1806,4.895200054834601e-09,6.096639478972829e-09,2.5967750172384285e-10,2.5967750172384285e-10
1807,4.895200054834601e-09,6.30586070661719e-09,4.68898729368204e-10,4.68898729368204e-10
1808,6.072016032833614e-09,6.31863252196853e-09,4.68898729368204e-10,4.68898729368204e-10
1809,6.072016032833614e-09,6.499557336780981e-09,4.68898729368204e-10,4.68898729368204e-10
1810,2.4289540379029972e-09,7.153370277076679e-09,4.68898729368204e-10,4.68898729368204e-10
1811,2.4289540379029972e-09,6.610124574686032e-09,4.68898729368204e-10,4.68898729368204e-10
1812,2.4289540379029972e-09,6.090769571238346e-09,2.092212276443612e-10,2.092212276443612e-10
1813,1.3947536300510217e-09,4.991998433670883e-09,2.092212276443612e-10,2.092212276443612e-10
1814,1.3947536300510217e-09,4.991735342534704e-09,0.0,0.0
1815,2.17937652052009e-10,5.0159861661061964e-09,0.0,0.0
1816,4.081103708943244e-10,5.215406788978376e-09,0.0,0.0
1817,5.328678609473059e-10,5.24698413289266e-09,0.0,0.0
1818,5.328678609473059e-10,2.6134117092624365e-09,0.0,0.0
1819,5.328678609473059e-10,3.515196387939211e-09,0.0,0.0
1820,1.7120433483595677e-09,3.3212169839710472e-09,0.0,0.0
1821,1.7120433483595677e-09,4.526355623646339e-09,0.0,0.0
1822,3.957883687455421e-09,4.808341106229566e-09,0.0,0.0
1823,4.048636505414395e-09,4.56845843694558e-09,0.0,0.0
1824,3.840061379989379e-09,4.285428202775523e-09,0.0,0.0
1825,4.599762190185938e-09,4.2330101408210345e-09,0.0,0.0
1826,4.71826043315003e-09,3.923716661104391e-09,0.0,0.0
1827,3.7482261580227114e-09,4.132857873389335e-09,0.0,0.0
1828,4.079214093495003e-09,3.380736968150444e-09,0.0,0.0
1829,2.1847451308382962e-09,5.154841767726229e-09,0.0,0.0
1830,2.094428678108987e-09,5.204988083397564e-09,0.0,0.0
1831,2.2389926579435837e-09,5.917364019415925e-09,0.0,0.0
1832,1.649590765571775e-09,6.386793411599407e-09,0.0,0.0
1833,1.7785273095530636e-09,5.8767804749544035e-09,0.0,0.0
1834,2.0677472591300118e-09,5.999880037244054e-09,0.0,0.0
1835,2.0718929270659358e-09,5.33790416629947e-09,0.0,0.0
1836,1.8706439096151583e-09,2.466232662534651e-09,0.0,0.0
1837,1.9123590488945297e-09,2.353064988889843e-09,0.0,0.0
1838,1.8626523022393015e-09,2.535866699166738e-09,0.0,0.0
1839,1.7681348210959617e-09,2.849197711096707e-09,0.0,0.0
1840,1.7474579323233692e-09,2.9178913808967722e-09,0.0,0.0
1841,1.5290072144910231e-09,4.335090818065522e-09,0.0,0.0
1842,1.4371353710248717e-09,5.429768690223824e-09,0.0,0.0
1843,1.614885661701696e-09,5.869817100632803e-09,0.0,0.0
1844,1.5161271523947813e-09,7.59551288531668e-09,0.0,0.0
1845,1.4873661905287098e-09,8.700570644900755e-09,0.0,0.0
1846,1.5420257531190934e-09,8.769500903227367e-09,0.0,0.0
1847,1.4364787851281084e-09,9.95164921897234e-09,0.0,0.0
1848,1.5940697412857624e-09,8.749085773323323e-09,0.0,0.0
1849,1.7807242743853431e-09,8.675459081278599e-09,0.0,0.0
1850,1.9750206311667083e-09,8.370107781477794e-09,0.0,0.0
1851,1.8414549171222712e-09,7.03125652939158e-09,4.642859509549981e-11,4.642859509549981e-11
1852,1.8940464831450144e-09,5.134276781504354e-09,4.642859509549981e-11,4.642859509549981e-11
1853,2.1979395446537963e-09,4.735081438056454e-09,4.642859509549981e-11,4.642859509549981e-11
1854,2.2787360569915497e-09,3.5532667760510404e-09,4.642859509549981e-11,4.642859509549981e-11
1855,2.4187538955849116e-09,3.583909248737273e-09,4.642859509549981e-11,4.642859509549981e-11
1856,2.436126855798193e-09,3.556834144673766e-09,4.642859509549981e-11,4.642859509549981e-11
1857,3.021045096624724e-09,4.138430756813907e-09,4.642859509549981e-11,4.642859509549981e-11
1858,3.4242696931942517e-09,4.307783479135756e-09,0.0,0.0
1859,3.354250004734232e-09,3.863097159622393e-09,0.0,0.0
1860,2.9809111528373525e-09,5.47981255610048e-09,0.0,0.0
1861,2.948363743625139e-09,7.531287625285797e-09,5.648668041250257e-11,5.648668041250257e-11
1862,2.370844504844578e-09,1.0241146375378207e-08,5.648668041250257e-11,5.648668041250257e-11
1863,2.0667688988800545e-09,9.772286979625733e-09,5.648668041250257e-11,5.648668041250257e-11
1864,1.1480621374206278e-09,9.282631869516372e-09,5.648668041250257e-11,5.648668041250257e-11
1865,9.217437448226309e-10,9.135485257161235e-09,5.648668041250257e-11,5.648668041250257e-11
1866,8.716744389783823e-10,9.826629383218638e-09,5.648668041250257e-11,5.648668041250257e-11
1867,1.1563788894695749e-09,9.661787401883868e-09,5.648668041250257e-11,5.648668041250257e-11
1868,1.1213539541365947e-09,8.086170495096617e-09,0.0,0.0
1869,1.3588692631445148e-09,5.273823124239487e-09,0.0,0.0
1870,2.018148354781297e-09,7.282894160758653e-09,0.0,0.0
1871,2.03264818468948e-09,8.163991133918508e-09,0.0,0.0
1872,2.142403944725503e-09,2.352581069635968e-08,0.0,0.0
1873,2.087702590168407e-09,2.8430006539435582e-08,0.0,0.0
1874,2.0201879296395067e-09,2.7829686745560267e-08,0.0,0.0
1875,2.006097922700535e-09,2.832554387869176e-08,0.0,0.0
1876,2.07523848898867e-09,2.857882096053897e-08,0.0,0.0
1877,1.5523591301302986e-09,2.891067030219574e-08,0.0,0.0
1878,1.6034763358366684e-09,2.9938789986821187e-08,0.0,0.0
1879,1.4215558095744184e-09,1.6639186790306278e-08,0.0,0.0
1880,1.6066317720664358e-09,1.3087665173827645e-08,0.0,0.0
1881,1.4231435633124283e-09,1.2130483347963913e-08,0.0,0.0
1882,1.6268942700950868e-09,1.223882652366472e-08,0.0,0.0
1883,1.480851536633005e-09,1.3020282312632098e-08,0.0,0.0
1884,1.3232817857351214e-09,1.1466214327222296e-08,0.0,0.0
1885,1.8529127914541326e-09,1.3562751620201295e-08,2.90232778286738e-11,2.90232778286738e-11
1886,1.8861144392344288e-09,1.4352265851970612e-08,2.90232778286738e-11,2.90232778286738e-11
1887,2.6454778209331462e-09,2.2527354013947487e-08,2.90232778286738e-11,2.90232778286738e-11
1888,3.1178406999034435e-09,2.7913487140754763e-08,2.90232778286738e-11,2.90232778286738e-11
1889,2.8722575904995195e-09,3.4925755113387625e-08,2.90232778286738e-11,2.90232778286738e-11
1890,2.9393056560118272e-09,4.0979402855206056e-08,2.90232778286738e-11,2.90232778286738e-11
1891,3.0221024413127193e-09,4.519812486185921e-08,2.90232778286738e-11,2.90232778286738e-11
1892,2.328360242704568e-09,4.665822115969474e-08,2.247158213476906e-11,2.247158213476906e-11
1893,2.6055272939196072e-09,5.2590791658043856e-08,2.247158213476906e-11,2.247158213476906e-11
1894,1.7377128545627484e-09,5.088256368627039e-08,2.247158213476906e-11,2.247158213476906e-11
1895,1.2341668084328968e-09,8.251715399865134e-08,4.3642789778911404e-11,4.3642789778911404e-11
1896,1.349458378374635e-09,9.431268160093558e-08,6.302321561449783e-11,6.302321561449783e-11
1897,1.1961041918822396e-09,9.973442262532575e-08,8.159997082796927e-11,8.159997082796927e-11
1898,1.0453782839370263e-09,1.0019240345319044e-07,8.159997082796927e-11,8.159997082796927e-11
1899,1.06477539483864e-09,9.759186753959576e-08,5.91283886932002e-11,5.91283886932002e-11
1900,7.400182847458073e-10,9.338084362907142e-08,1.1334020230283467e-10,1.1334020230283467e-10
1901,6.539226224003666e-10,8.948755108357481e-08,1.1334020230283467e-10,1.1334020230283467e-10
1902,9.175565148947637e-10,5.407675678676631e-08,1.0938728494431465e-10,1.0938728494431465e-10
1903,8.512654153009741e-10,4.071589896982784e-08,1.0594600395398755e-10,1.0594600395398755e-10
1904,1.0940332052987246e-09,3.423077998832014e-08,1.5078420853179405e-10,1.5078420853179405e-10
1905,1.2381279097211412e-09,3.412739703532809e-08,1.5078420853179405e-10,1.5078420853179405e-10
1906,2.4321033044648134e-09,3.676550137348451e-08,1.5078420853179405e-10,1.5078420853179405e-10
1907,2.620103586473529e-09,3.467971738351545e-08,1.258727427844164e-10,1.258727427844164e-10
1908,2.9632904701466192e-09,3.4201084884801144e-08,1.3959719689728344e-10,1.3959719689728344e-10
1909,2.9531061722971278e-09,3.626575560490762e-08,1.3615991568365667e-10,1.3615991568365667e-10
1910,3.2525835834208904e-09,3.601966014343816e-08,1.2022077083839733e-10,1.2022077083839733e-10
1911,3.4526922432220886e-09,3.523660093865796e-08,5.6805811047119394e-11,5.6805811047119394e-11
1912,3.64366394199424e-09,3.298366709917186e-08,5.6805811047119394e-11,5.6805811047119394e-11
1913,2.4261926198246695e-09,3.083524419927082e-08,5.6805811047119394e-11,5.6805811047119394e-11
1914,2.323237181998751e-09,3.268470066026501e-08,2.7505463184862577e-11,2.7505463184862577e-11
1915,2.341849055945541e-09,3.250157577992598e-08,1.3781009071995547e-11,1.3781009071995547e-11
1916,2.6420121883902984e-09,3.044570094447506e-08,4.515558561988899e-11,4.515558561988899e-11
1917,2.63399365017593e-09,2.6555058215852308e-08,5.912131994285324e-11,5.912131994285324e-11
1918,2.375654490587615e-09,2.738109307541338e-08,8.788179806889268e-11,8.788179806889268e-11
1919,2.171148284966863e-09,2.914692195535703e-08,1.0208754476691086e-10,1.0208754476691086e-10
1920,2.3637806315487555e-09,3.5925514372893626e-08,1.0208754476691086e-10,1.0208754476691086e-10
1921,2.2727175855560435e-09,3.8129974733180916e-08,1.0208754476691086e-10,1.0208754476691086e-10
1922,2.5186083536204204e-09,6.094550603868193e-08,1.2623884080932767e-10,1.2623884080932767e-10
1923,1.9751423354007004e-09,7.896256803974211e-08,8.108325518943867e-11,8.108325518943867e-11
1924,1.9469147881169745e-09,9.7301213181871e-08,9.153905114070834e-11,9.153905114070834e-11
1925,1.826101523962263e-09,1.1238306894613612e-07,6.277857301466888e-11,6.277857301466888e-11
1926,1.6643497829926801e-09,1.2596509943055674e-07,7.14957894474923e-11,7.14957894474923e-11
1927,1.6360520854741267e-09,1.3089410901199828e-07,7.14957894474923e-11,7.14957894474923e-11
1928,1.6657646908660846e-09,1.385783251959895e-07,7.14957894474923e-11,7.14957894474923e-11
1929,1.0906716066009077e-09,1.245155638278967e-07,4.734449340507549e-11,4.734449340507549e-11
1930,1.0442386677578241e-09,1.3631679759587963e-07,4.734449340507549e-11,4.734449340507549e-11
1931,7.5842622261822e-10,1.3219928161691185e-07,2.292296313084157e-11,2.292296313084157e-11
1932,7.622546522550217e-10,1.3249170649487496e-07,2.292296313084157e-11,2.292296313084157e-11
1933,1.4343464650139787e-09,1.3213788666429798e-07,0.0,0.0
1934,1.4089030557297632e-09,1.307409494951831e-07,0.0,0.0
1935,1.5393012955547798e-09,1.3122890659847792e-07,6.666699731943432e-11,6.666699731943432e-11
1936,1.5009704015403865e-09,1.3104297583562845e-07,6.666699731943432e-11,6.666699731943432e-11
1937,1.5859550894781194e-09,1.1044344968727923e-07,8.91094142918547e-11,8.91094142918547e-11
1938,1.7855545613494022e-09,1.0740622664278427e-07,1.5436616667458784e-10,1.5436616667458784e-10
1939,1.8179532641176316e-09,1.0859059175670285e-07,1.5436616667458784e-10,1.5436616667458784e-10
1940,1.4840441732642618e-09,1.0861272617798282e-07,1.5436616667458784e-10,1.5436616667458784e-10
1941,1.4799939845084558e-09,1.294296164847505e-07,1.5436616667458784e-10,1.5436616667458784e-10
1942,1.3849965936023929e-09,1.2902492077923204e-07,8.769916935515352e-11,8.769916935515352e-11
1943,1.4294509227091063e-09,1.2918479898514435e-07,8.769916935515352e-11,8.769916935515352e-11
1944,1.7346079334806014e-09,1.2895307272791407e-07,6.525675238273315e-11,6.525675238273315e-11
1945,1.4676152634443947e-09,1.2823461150089444e-07,0.0,0.0
1946,1.6077710710390595e-09,1.1976148073244985e-07,6.619241662722938e-11,6.619241662722938e-11
1947,1.2963363121049858e-09,1.155837482867485e-07,6.619241662722938e-11,6.619241662722938e-11
1948,1.451907740860189e-09,9.136063689701196e-08,6.619241662722938e-11,6.619241662722938e-11
1949,1.472521077294786e-09,8.967700791475051e-08,6.619241662722938e-11,6.619241662722938e-11
1950,1.7205739412583044e-09,8.764407713865044e-08,6.619241662722938e-11,6.619241662722938e-11
1951,1.5845395194359823e-09,8.31182675702686e-08,6.619241662722938e-11,6.619241662722938e-11
1952,1.6881562259207783e-09,7.828239643816102e-08,9.756031498537559e-11,9.756031498537559e-11
1953,1.6875269832310786e-09,7.334982094724702e-08,4.705713497437409e-11,4.705713497437409e-11
1954,1.9862389986715e-09,6.899664534947598e-08,4.705713497437409e-11,4.705713497437409e-11
1955,1.9289125376330064e-09,6.640475496461867e-08,4.705713497437409e-11,4.705713497437409e-11
1956,1.9608710052513143e-09,6.313811594184569e-08,6.052514045506996e-11,6.052514045506996e-11
1957,2.051581904360944e-09,5.841732228109972e-08,6.052514045506996e-11,6.052514045506996e-11
1958,1.901167120558053e-09,5.860030276900423e-08,8.432875627953758e-11,8.432875627953758e-11
1959,1.9633024809070523e-09,5.833472270312866e-08,6.425479691969066e-11,6.425479691969066e-11
1960,1.8295113757282877e-09,5.97983798351314e-08,4.856556030346277e-11,4.856556030346277e-11
1961,1.6161952649212147e-09,5.7908579772661794e-08,8.233226798738867e-11,8.233226798738867e-11
1962,1.4911550962258347e-09,5.4893735271629596e-08,1.2313929241360355e-10,1.2313929241360355e-10
1963,1.6060584211758616e-09,5.203084236476181e-08,1.5919056846534574e-10,1.5919056846534574e-10
1964,1.3488875492763596e-09,5.182398967105785e-08,1.7717718859515992e-10,1.7717718859515992e-10
1965,1.3678240445053851e-09,5.107300690302249e-08,1.6218865437186584e-10,1.6218865437186584e-10
1966,1.26125692429773e-09,4.795068063247397e-08,1.5968778680327692e-10,1.5968778680327692e-10
1967,1.1873994327465149e-09,4.452132427802878e-08,1.8622182367573307e-10,1.8622182367573307e-10
1968,1.2737461403083167e-09,4.073948695853298e-08,1.5245511599180717e-10,1.5245511599180717e-10
1969,1.3133118085103694e-09,4.062935486461226e-08,1.4755563437773844e-10,1.4755563437773844e-10
1970,1.1980871057153714e-09,3.903161476565791e-08,9.803635284530036e-11,9.803635284530036e-11
1971,1.3314600216014177e-09,3.690088387234677e-08,9.795153378876011e-11,9.795153378876011e-11
1972,1.4076852064956062e-09,3.4784916534493145e-08,1.326136779754096e-10,1.326136779754096e-10
1973,1.847477710497409e-09,3.5449189234831076e-08,2.3112386805999663e-10,2.3112386805999663e-10
1974,2.5886818561764765e-09,3.2778539247958956e-08,2.371798432257829e-10,2.371798432257829e-10
1975,3.3809558644800777e-09,3.264680970005429e-08,2.371798432257829e-10,2.371798432257829e-10
1976,4.0396006698425626e-09,3.2734172959538096e-08,2.2538159433998269e-10,2.2538159433998269e-10
1977,5.234497438674371e-09,3.2952128898549356e-08,2.6551365074821223e-10,2.6551365074821223e-10
1978,9.277826887707112e-09,3.542826781150714e-08,2.720916349373072e-10,2.720916349373072e-10
1979,1.0604136172328741e-08,3.819099855409799e-08,2.7738061450907226e-10,2.7738061450907226e-10
1980,1.2246257849061034e-08,3.939676115497345e-08,2.092614890893328e-10,2.092614890893328e-10
